scenario,scenario_name,pressure,condition,policy_name,mean_reward,mean_survival,mean_task_success,mean_progress,mean_energy,mean_integrity,mean_stress,mean_dependent_health,mean_dependent_energy,mean_dependent_skill,mean_dependent_safety,mean_dependent_trust,mean_resource_level,mean_shelter_safety,mean_promise_standing,mean_social_access,mean_protection_actions,mean_sharing_actions,mean_repair_actions,mean_teaching_actions,mean_shelter_actions,mean_promise_actions,mean_arbitration_actions,mean_neglect_events,mean_dependent_failures,mean_care_misses,mean_continuity_resets
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",no_teaching_support,promise_trust_planner,293.35376863236877,1.0,1.0,87.50708044424634,0.41152817307781203,0.9327220886798521,0.4356420000000052,0.8062399999999929,0.791455999999998,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.913240000000008,0.9848799999999999,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",no_shelter_coordination,promise_trust_planner,293.38034342623877,1.0,1.0,87.50981116240611,0.4118332812520881,0.9339072352374665,0.4356420000000052,0.8062399999999929,0.791455999999998,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.913240000000008,0.9848799999999999,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",no_promise_commitment,promise_trust_planner,92.85268875993764,1.0,1.0,84.76605969307583,0.4115918040406598,0.9333135126382501,0.4364400000000052,0.8062399999999929,0.791455999999998,0.7399999999999999,0.7081800000000098,0.7386031999999926,0.0,0.7859800000000009,0.0,0.7494399999999993,0.0,29.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",no_social_trust,promise_trust_planner,102.77167331787213,1.0,1.0,84.78272083869612,0.4103801526140991,0.9333256273344013,0.4356420000000052,0.8062399999999929,0.791455999999998,0.7399999999999999,0.7081800000000098,0.7785632000000066,0.0,0.7859800000000009,0.913240000000008,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,20.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",no_priority_arbitration,promise_trust_planner,-144.89075122735775,0.0,0.0,52.316626414213886,0.0,0.872664897401774,1.2,0.8062399999999929,0.791455999999998,0.7399999999999999,0.7081800000000098,0.9408832000000005,0.0,0.7859800000000009,0.6724400000000083,0.7494399999999993,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",no_continuity,promise_trust_planner,293.37687326833884,1.0,1.0,87.50756205236712,0.41158198404102825,0.934082216957218,0.4356420000000052,0.8062399999999929,0.791455999999998,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.913240000000008,0.9848799999999999,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",self_only_baseline,promise_trust_planner,-1134.3813084246096,0.0,0.0,34.87116508413836,0.004543426604299552,0.8569219790989662,1.2,0.2182399999999928,0.0,0.7399999999999999,0.12017999999999913,0.0,0.3689599999999988,0.7859800000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,103.0,0.0
4,promise_trust_care,"care promises bind identity memory, social trust, sharing, and future access",omniscient_care_control,promise_trust_planner,273.4919304919454,1.0,1.0,87.43108187885042,0.4101278250224037,0.9328674632960507,0.4356420000000052,0.8062399999999929,0.791455999999998,0.7399999999999999,0.7081800000000098,1.0,0.0,0.7859800000000009,0.9420400000000083,0.9894399999999993,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",full_control,continuity_care_planner,288.2888210209333,1.0,1.0,76.11311041366288,0.40644239959048817,0.8749115133639055,0.4752600000000085,0.7692800000000025,0.7743760000000007,0.7871999999999928,0.4282000000000017,1.0,0.0,0.5278199999999995,0.7136000000000177,0.7712799999999979,0.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",no_dependent_state,continuity_care_planner,-224.5460467263632,0.0,0.0,62.89651197985662,0.41891612815304996,0.8421185427082215,0.5030800000000063,0.18127999999999736,0.3011235199999969,0.7871999999999928,0.01862200000000002,1.0,0.0,0.5278199999999995,0.7136000000000177,0.7712799999999979,0.0,40.0,0.0,1.0,0.0,1.0,4.0,8.0,3.0,17.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",no_identity_memory,continuity_care_planner,180.89242971815437,1.0,1.0,75.64821109276198,0.3890985176420488,0.8943695464449984,0.41852000000000844,0.7692800000000025,0.7743760000000007,0.7871999999999928,0.8137999999999957,0.6820267199999946,0.0,0.8334199999999995,0.45880000000001225,0.9918799999999997,1.0,29.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,13.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",no_protection_planning,continuity_care_planner,-124.30881777730657,0.0,1.0,68.69776804019432,0.4687207747500801,0.8335496116560973,0.4946300000000041,0.7692800000000025,0.7743760000000007,0.7871999999999928,0.00977000000000001,1.0,0.0,0.8334199999999995,0.7136000000000177,0.7712799999999979,0.0,30.0,0.0,1.0,1.0,1.0,8.0,10.0,4.0,20.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",no_resource_sharing,continuity_care_planner,-143.2945092747316,0.0,1.0,78.72642875495843,0.6667016856708249,0.8913259374735515,0.4802700000000095,0.7692800000000025,0.0,0.7871999999999928,0.9037999999999963,0.3906000000000041,0.34783999999999454,0.5278199999999995,0.7136000000000177,0.7712799999999979,1.0,0.0,0.0,1.0,0.0,1.0,6.0,8.0,6.0,20.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",no_repair_care,continuity_care_planner,-72.99875596966838,0.0,1.0,69.96095082971752,0.4121898838373917,0.8955616912009922,0.5359100000000053,0.0,0.7743760000000007,0.7871999999999928,0.9187999999999955,1.0,0.0,0.8334199999999995,0.7136000000000177,0.7712799999999979,1.0,30.0,0.0,1.0,1.0,1.0,3.0,6.0,3.0,20.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",no_teaching_support,continuity_care_planner,193.57826503193655,1.0,1.0,74.5703698296298,0.3848767730720653,0.8925411770721016,0.5382800000000094,0.7692800000000025,0.7743760000000007,0.0,0.8487999999999952,1.0,0.0,0.8334199999999995,0.7136000000000177,0.7712799999999979,1.0,30.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",no_shelter_coordination,continuity_care_planner,212.18661759563133,1.0,1.0,76.44311163942534,0.39110515445678556,0.8933959678060797,0.30852000000000845,0.7692800000000025,0.7743760000000007,0.7871999999999928,0.7378000000000015,1.0,0.0,0.0,0.7136000000000177,0.7712799999999979,3.0,29.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",no_promise_commitment,continuity_care_planner,175.63572471637326,1.0,1.0,75.68571807767334,0.389371425471616,0.8992834894471677,0.41852000000000844,0.7692800000000025,0.7743760000000007,0.7871999999999928,0.8137999999999955,0.99544,0.0,0.8334199999999995,0.0,0.7712799999999979,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",no_social_trust,continuity_care_planner,177.09358539285904,1.0,1.0,75.84931666937699,0.38894597559316174,0.8991353196244667,0.41852000000000844,0.7692800000000025,0.7743760000000007,0.7871999999999928,0.8137999999999955,0.9955919999999999,0.0,0.8334199999999995,0.7136000000000177,0.0,1.0,30.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",no_priority_arbitration,continuity_care_planner,-105.4593986359959,0.0,0.0,46.03934653801991,0.0,0.8407428266239966,1.2,0.7692800000000025,0.7743760000000007,0.7871999999999928,0.8137999999999952,0.9940267199999996,0.0,0.8334199999999995,0.7136000000000177,0.7712799999999979,1.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",no_continuity,continuity_care_planner,199.53658123187734,1.0,1.0,72.95397718014068,0.3720293582763056,0.9030263949572285,0.4443000000000062,0.48928000000000244,0.7832240000000009,0.8251999999999932,0.953599999999998,1.0,0.0,0.9190199999999994,0.7920000000000168,0.8712799999999983,2.0,29.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,10.0,1.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",self_only_baseline,continuity_care_planner,-1614.3336635634405,0.0,0.0,20.667175694822962,0.0,0.7573775463585529,1.2,0.0,0.0,0.0,0.0,0.0,0.34783999999999454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,187.0,1.0
5,restore_dependent_continuity,"after restore, dependent identity, needs, promises, trust, shelter, and teaching history must survive",omniscient_care_control,continuity_care_planner,300.8223657327652,1.0,1.0,76.48304960137702,0.3990157549534586,0.8847547532583016,0.41939000000000853,0.7692800000000025,0.7743760000000007,0.8011999999999927,0.7017999999999985,1.0,0.0,0.5278199999999995,0.7196000000000177,0.7712799999999979,1.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
