tick,day,slot,selected_resident,scrub_frame,index_frame,memory_debt_frame,schedule_diff_frame,localstorage_snapshot_frame,invariant_frame,causality_frame,audit_ui_frame,audit_layer_attached_to_v58_loop,boundary_visible
911,51,11,Tovan,911,911,911,911,911,911,911,911,True,True
912,51,12,Nia,912,912,912,912,912,912,912,912,True,True
913,51,13,Ari,913,913,913,913,913,913,913,913,True,True
914,51,14,Fay,914,914,914,914,914,914,914,914,True,True
915,51,15,Milo,915,915,915,915,915,915,915,915,True,True
916,51,16,Sera,916,916,916,916,916,916,916,916,True,True
917,51,17,Tovan,917,917,917,917,917,917,917,917,True,True
918,52,0,Nia,918,918,918,918,918,918,918,918,True,True
919,52,1,Ari,919,919,919,919,919,919,919,919,True,True
920,52,2,Fay,920,920,920,920,920,920,920,920,True,True
921,52,3,Milo,921,921,921,921,921,921,921,921,True,True
922,52,4,Sera,922,922,922,922,922,922,922,922,True,True
923,52,5,Tovan,923,923,923,923,923,923,923,923,True,True
924,52,6,Nia,924,924,924,924,924,924,924,924,True,True
925,52,7,Ari,925,925,925,925,925,925,925,925,True,True
926,52,8,Fay,926,926,926,926,926,926,926,926,True,True
927,52,9,Milo,927,927,927,927,927,927,927,927,True,True
928,52,10,Sera,928,928,928,928,928,928,928,928,True,True
929,52,11,Tovan,929,929,929,929,929,929,929,929,True,True
930,52,12,Nia,930,930,930,930,930,930,930,930,True,True
931,52,13,Ari,931,931,931,931,931,931,931,931,True,True
932,52,14,Fay,932,932,932,932,932,932,932,932,True,True
933,52,15,Milo,933,933,933,933,933,933,933,933,True,True
934,52,16,Sera,934,934,934,934,934,934,934,934,True,True
935,52,17,Tovan,935,935,935,935,935,935,935,935,True,True
936,53,0,Nia,936,936,936,936,936,936,936,936,True,True
937,53,1,Ari,937,937,937,937,937,937,937,937,True,True
938,53,2,Fay,938,938,938,938,938,938,938,938,True,True
939,53,3,Milo,939,939,939,939,939,939,939,939,True,True
940,53,4,Sera,940,940,940,940,940,940,940,940,True,True
941,53,5,Tovan,941,941,941,941,941,941,941,941,True,True
942,53,6,Nia,942,942,942,942,942,942,942,942,True,True
943,53,7,Ari,943,943,943,943,943,943,943,943,True,True
944,53,8,Fay,944,944,944,944,944,944,944,944,True,True
945,53,9,Milo,945,945,945,945,945,945,945,945,True,True
946,53,10,Sera,946,946,946,946,946,946,946,946,True,True
947,53,11,Tovan,947,947,947,947,947,947,947,947,True,True
948,53,12,Nia,948,948,948,948,948,948,948,948,True,True
949,53,13,Ari,949,949,949,949,949,949,949,949,True,True
950,53,14,Fay,950,950,950,950,950,950,950,950,True,True
951,53,15,Milo,951,951,951,951,951,951,951,951,True,True
952,53,16,Sera,952,952,952,952,952,952,952,952,True,True
953,53,17,Tovan,953,953,953,953,953,953,953,953,True,True
954,54,0,Nia,954,954,954,954,954,954,954,954,True,True
955,54,1,Ari,955,955,955,955,955,955,955,955,True,True
956,54,2,Fay,956,956,956,956,956,956,956,956,True,True
957,54,3,Milo,957,957,957,957,957,957,957,957,True,True
958,54,4,Sera,958,958,958,958,958,958,958,958,True,True
959,54,5,Tovan,959,959,959,959,959,959,959,959,True,True
960,54,6,Nia,960,960,960,960,960,960,960,960,True,True
961,54,7,Ari,961,961,961,961,961,961,961,961,True,True
962,54,8,Fay,962,962,962,962,962,962,962,962,True,True
963,54,9,Milo,963,963,963,963,963,963,963,963,True,True
964,54,10,Sera,964,964,964,964,964,964,964,964,True,True
965,54,11,Tovan,965,965,965,965,965,965,965,965,True,True
966,54,12,Nia,966,966,966,966,966,966,966,966,True,True
967,54,13,Ari,967,967,967,967,967,967,967,967,True,True
968,54,14,Fay,968,968,968,968,968,968,968,968,True,True
969,54,15,Milo,969,969,969,969,969,969,969,969,True,True
970,54,16,Sera,970,970,970,970,970,970,970,970,True,True
971,54,17,Tovan,971,971,971,971,971,971,971,971,True,True
972,55,0,Nia,972,972,972,972,972,972,972,972,True,True
973,55,1,Ari,973,973,973,973,973,973,973,973,True,True
974,55,2,Fay,974,974,974,974,974,974,974,974,True,True
975,55,3,Milo,975,975,975,975,975,975,975,975,True,True
976,55,4,Sera,976,976,976,976,976,976,976,976,True,True
977,55,5,Tovan,977,977,977,977,977,977,977,977,True,True
978,55,6,Nia,978,978,978,978,978,978,978,978,True,True
979,55,7,Ari,979,979,979,979,979,979,979,979,True,True
980,55,8,Fay,980,980,980,980,980,980,980,980,True,True
981,55,9,Milo,981,981,981,981,981,981,981,981,True,True
982,55,10,Sera,982,982,982,982,982,982,982,982,True,True
983,55,11,Tovan,983,983,983,983,983,983,983,983,True,True
984,55,12,Nia,984,984,984,984,984,984,984,984,True,True
985,55,13,Ari,985,985,985,985,985,985,985,985,True,True
986,55,14,Fay,986,986,986,986,986,986,986,986,True,True
987,55,15,Milo,987,987,987,987,987,987,987,987,True,True
988,55,16,Sera,988,988,988,988,988,988,988,988,True,True
989,55,17,Tovan,989,989,989,989,989,989,989,989,True,True
990,56,0,Nia,990,990,990,990,990,990,990,990,True,True
991,56,1,Ari,991,991,991,991,991,991,991,991,True,True
992,56,2,Fay,992,992,992,992,992,992,992,992,True,True
993,56,3,Milo,993,993,993,993,993,993,993,993,True,True
994,56,4,Sera,994,994,994,994,994,994,994,994,True,True
995,56,5,Tovan,995,995,995,995,995,995,995,995,True,True
996,56,6,Nia,996,996,996,996,996,996,996,996,True,True
997,56,7,Ari,997,997,997,997,997,997,997,997,True,True
998,56,8,Fay,998,998,998,998,998,998,998,998,True,True
999,56,9,Milo,999,999,999,999,999,999,999,999,True,True
1000,56,10,Sera,1000,1000,1000,1000,1000,1000,1000,1000,True,True
1001,56,11,Tovan,1001,1001,1001,1001,1001,1001,1001,1001,True,True
1002,56,12,Nia,1002,1002,1002,1002,1002,1002,1002,1002,True,True
1003,56,13,Ari,1003,1003,1003,1003,1003,1003,1003,1003,True,True
1004,56,14,Fay,1004,1004,1004,1004,1004,1004,1004,1004,True,True
1005,56,15,Milo,1005,1005,1005,1005,1005,1005,1005,1005,True,True
1006,56,16,Sera,1006,1006,1006,1006,1006,1006,1006,1006,True,True
1007,56,17,Tovan,1007,1007,1007,1007,1007,1007,1007,1007,True,True
1008,57,0,Nia,1008,1008,1008,1008,1008,1008,1008,1008,True,True
1009,57,1,Ari,1009,1009,1009,1009,1009,1009,1009,1009,True,True
1010,57,2,Fay,1010,1010,1010,1010,1010,1010,1010,1010,True,True
1011,57,3,Milo,1011,1011,1011,1011,1011,1011,1011,1011,True,True
1012,57,4,Sera,1012,1012,1012,1012,1012,1012,1012,1012,True,True
1013,57,5,Tovan,1013,1013,1013,1013,1013,1013,1013,1013,True,True
1014,57,6,Nia,1014,1014,1014,1014,1014,1014,1014,1014,True,True
1015,57,7,Ari,1015,1015,1015,1015,1015,1015,1015,1015,True,True
1016,57,8,Fay,1016,1016,1016,1016,1016,1016,1016,1016,True,True
1017,57,9,Milo,1017,1017,1017,1017,1017,1017,1017,1017,True,True
1018,57,10,Sera,1018,1018,1018,1018,1018,1018,1018,1018,True,True
1019,57,11,Tovan,1019,1019,1019,1019,1019,1019,1019,1019,True,True
1020,57,12,Nia,1020,1020,1020,1020,1020,1020,1020,1020,True,True
1021,57,13,Ari,1021,1021,1021,1021,1021,1021,1021,1021,True,True
1022,57,14,Fay,1022,1022,1022,1022,1022,1022,1022,1022,True,True
1023,57,15,Milo,1023,1023,1023,1023,1023,1023,1023,1023,True,True
1024,57,16,Sera,1024,1024,1024,1024,1024,1024,1024,1024,True,True
1025,57,17,Tovan,1025,1025,1025,1025,1025,1025,1025,1025,True,True
1026,58,0,Nia,1026,1026,1026,1026,1026,1026,1026,1026,True,True
1027,58,1,Ari,1027,1027,1027,1027,1027,1027,1027,1027,True,True
1028,58,2,Fay,1028,1028,1028,1028,1028,1028,1028,1028,True,True
1029,58,3,Milo,1029,1029,1029,1029,1029,1029,1029,1029,True,True
1030,58,4,Sera,1030,1030,1030,1030,1030,1030,1030,1030,True,True
1031,58,5,Tovan,1031,1031,1031,1031,1031,1031,1031,1031,True,True
1032,58,6,Nia,1032,1032,1032,1032,1032,1032,1032,1032,True,True
1033,58,7,Ari,1033,1033,1033,1033,1033,1033,1033,1033,True,True
1034,58,8,Fay,1034,1034,1034,1034,1034,1034,1034,1034,True,True
1035,58,9,Milo,1035,1035,1035,1035,1035,1035,1035,1035,True,True
1036,58,10,Sera,1036,1036,1036,1036,1036,1036,1036,1036,True,True
1037,58,11,Tovan,1037,1037,1037,1037,1037,1037,1037,1037,True,True
1038,58,12,Nia,1038,1038,1038,1038,1038,1038,1038,1038,True,True
1039,58,13,Ari,1039,1039,1039,1039,1039,1039,1039,1039,True,True
1040,58,14,Fay,1040,1040,1040,1040,1040,1040,1040,1040,True,True
1041,58,15,Milo,1041,1041,1041,1041,1041,1041,1041,1041,True,True
1042,58,16,Sera,1042,1042,1042,1042,1042,1042,1042,1042,True,True
1043,58,17,Tovan,1043,1043,1043,1043,1043,1043,1043,1043,True,True
1044,59,0,Nia,1044,1044,1044,1044,1044,1044,1044,1044,True,True
1045,59,1,Ari,1045,1045,1045,1045,1045,1045,1045,1045,True,True
1046,59,2,Fay,1046,1046,1046,1046,1046,1046,1046,1046,True,True
1047,59,3,Milo,1047,1047,1047,1047,1047,1047,1047,1047,True,True
1048,59,4,Sera,1048,1048,1048,1048,1048,1048,1048,1048,True,True
1049,59,5,Tovan,1049,1049,1049,1049,1049,1049,1049,1049,True,True
1050,59,6,Nia,1050,1050,1050,1050,1050,1050,1050,1050,True,True
1051,59,7,Ari,1051,1051,1051,1051,1051,1051,1051,1051,True,True
1052,59,8,Fay,1052,1052,1052,1052,1052,1052,1052,1052,True,True
1053,59,9,Milo,1053,1053,1053,1053,1053,1053,1053,1053,True,True
1054,59,10,Sera,1054,1054,1054,1054,1054,1054,1054,1054,True,True
1055,59,11,Tovan,1055,1055,1055,1055,1055,1055,1055,1055,True,True
1056,59,12,Nia,1056,1056,1056,1056,1056,1056,1056,1056,True,True
1057,59,13,Ari,1057,1057,1057,1057,1057,1057,1057,1057,True,True
1058,59,14,Fay,1058,1058,1058,1058,1058,1058,1058,1058,True,True
1059,59,15,Milo,1059,1059,1059,1059,1059,1059,1059,1059,True,True
1060,59,16,Sera,1060,1060,1060,1060,1060,1060,1060,1060,True,True
1061,59,17,Tovan,1061,1061,1061,1061,1061,1061,1061,1061,True,True
1062,60,0,Nia,1062,1062,1062,1062,1062,1062,1062,1062,True,True
1063,60,1,Ari,1063,1063,1063,1063,1063,1063,1063,1063,True,True
1064,60,2,Fay,1064,1064,1064,1064,1064,1064,1064,1064,True,True
1065,60,3,Milo,1065,1065,1065,1065,1065,1065,1065,1065,True,True
1066,60,4,Sera,1066,1066,1066,1066,1066,1066,1066,1066,True,True
1067,60,5,Tovan,1067,1067,1067,1067,1067,1067,1067,1067,True,True
1068,60,6,Nia,1068,1068,1068,1068,1068,1068,1068,1068,True,True
1069,60,7,Ari,1069,1069,1069,1069,1069,1069,1069,1069,True,True
1070,60,8,Fay,1070,1070,1070,1070,1070,1070,1070,1070,True,True
1071,60,9,Milo,1071,1071,1071,1071,1071,1071,1071,1071,True,True
1072,60,10,Sera,1072,1072,1072,1072,1072,1072,1072,1072,True,True
1073,60,11,Tovan,1073,1073,1073,1073,1073,1073,1073,1073,True,True
1074,60,12,Nia,1074,1074,1074,1074,1074,1074,1074,1074,True,True
1075,60,13,Ari,1075,1075,1075,1075,1075,1075,1075,1075,True,True
1076,60,14,Fay,1076,1076,1076,1076,1076,1076,1076,1076,True,True
1077,60,15,Milo,1077,1077,1077,1077,1077,1077,1077,1077,True,True
1078,60,16,Sera,1078,1078,1078,1078,1078,1078,1078,1078,True,True
1079,60,17,Tovan,1079,1079,1079,1079,1079,1079,1079,1079,True,True
1080,61,0,Nia,1080,1080,1080,1080,1080,1080,1080,1080,True,True
1081,61,1,Ari,1081,1081,1081,1081,1081,1081,1081,1081,True,True
1082,61,2,Fay,1082,1082,1082,1082,1082,1082,1082,1082,True,True
1083,61,3,Milo,1083,1083,1083,1083,1083,1083,1083,1083,True,True
1084,61,4,Sera,1084,1084,1084,1084,1084,1084,1084,1084,True,True
1085,61,5,Tovan,1085,1085,1085,1085,1085,1085,1085,1085,True,True
1086,61,6,Nia,1086,1086,1086,1086,1086,1086,1086,1086,True,True
1087,61,7,Ari,1087,1087,1087,1087,1087,1087,1087,1087,True,True
1088,61,8,Fay,1088,1088,1088,1088,1088,1088,1088,1088,True,True
1089,61,9,Milo,1089,1089,1089,1089,1089,1089,1089,1089,True,True
1090,61,10,Sera,1090,1090,1090,1090,1090,1090,1090,1090,True,True
1091,61,11,Tovan,1091,1091,1091,1091,1091,1091,1091,1091,True,True
1092,61,12,Nia,1092,1092,1092,1092,1092,1092,1092,1092,True,True
1093,61,13,Ari,1093,1093,1093,1093,1093,1093,1093,1093,True,True
1094,61,14,Fay,1094,1094,1094,1094,1094,1094,1094,1094,True,True
1095,61,15,Milo,1095,1095,1095,1095,1095,1095,1095,1095,True,True
1096,61,16,Sera,1096,1096,1096,1096,1096,1096,1096,1096,True,True
1097,61,17,Tovan,1097,1097,1097,1097,1097,1097,1097,1097,True,True
1098,62,0,Nia,1098,1098,1098,1098,1098,1098,1098,1098,True,True
1099,62,1,Ari,1099,1099,1099,1099,1099,1099,1099,1099,True,True
1100,62,2,Fay,1100,1100,1100,1100,1100,1100,1100,1100,True,True
1101,62,3,Milo,1101,1101,1101,1101,1101,1101,1101,1101,True,True
1102,62,4,Sera,1102,1102,1102,1102,1102,1102,1102,1102,True,True
1103,62,5,Tovan,1103,1103,1103,1103,1103,1103,1103,1103,True,True
1104,62,6,Nia,1104,1104,1104,1104,1104,1104,1104,1104,True,True
1105,62,7,Ari,1105,1105,1105,1105,1105,1105,1105,1105,True,True
1106,62,8,Fay,1106,1106,1106,1106,1106,1106,1106,1106,True,True
1107,62,9,Milo,1107,1107,1107,1107,1107,1107,1107,1107,True,True
1108,62,10,Sera,1108,1108,1108,1108,1108,1108,1108,1108,True,True
1109,62,11,Tovan,1109,1109,1109,1109,1109,1109,1109,1109,True,True
1110,62,12,Nia,1110,1110,1110,1110,1110,1110,1110,1110,True,True
1111,62,13,Ari,1111,1111,1111,1111,1111,1111,1111,1111,True,True
1112,62,14,Fay,1112,1112,1112,1112,1112,1112,1112,1112,True,True
1113,62,15,Milo,1113,1113,1113,1113,1113,1113,1113,1113,True,True
1114,62,16,Sera,1114,1114,1114,1114,1114,1114,1114,1114,True,True
1115,62,17,Tovan,1115,1115,1115,1115,1115,1115,1115,1115,True,True
1116,63,0,Nia,1116,1116,1116,1116,1116,1116,1116,1116,True,True
1117,63,1,Ari,1117,1117,1117,1117,1117,1117,1117,1117,True,True
1118,63,2,Fay,1118,1118,1118,1118,1118,1118,1118,1118,True,True
1119,63,3,Milo,1119,1119,1119,1119,1119,1119,1119,1119,True,True
1120,63,4,Sera,1120,1120,1120,1120,1120,1120,1120,1120,True,True
1121,63,5,Tovan,1121,1121,1121,1121,1121,1121,1121,1121,True,True
1122,63,6,Nia,1122,1122,1122,1122,1122,1122,1122,1122,True,True
1123,63,7,Ari,1123,1123,1123,1123,1123,1123,1123,1123,True,True
1124,63,8,Fay,1124,1124,1124,1124,1124,1124,1124,1124,True,True
1125,63,9,Milo,1125,1125,1125,1125,1125,1125,1125,1125,True,True
1126,63,10,Sera,1126,1126,1126,1126,1126,1126,1126,1126,True,True
1127,63,11,Tovan,1127,1127,1127,1127,1127,1127,1127,1127,True,True
1128,63,12,Nia,1128,1128,1128,1128,1128,1128,1128,1128,True,True
1129,63,13,Ari,1129,1129,1129,1129,1129,1129,1129,1129,True,True
1130,63,14,Fay,1130,1130,1130,1130,1130,1130,1130,1130,True,True
1131,63,15,Milo,1131,1131,1131,1131,1131,1131,1131,1131,True,True
1132,63,16,Sera,1132,1132,1132,1132,1132,1132,1132,1132,True,True
1133,63,17,Tovan,1133,1133,1133,1133,1133,1133,1133,1133,True,True
1134,64,0,Nia,1134,1134,1134,1134,1134,1134,1134,1134,True,True
1135,64,1,Ari,1135,1135,1135,1135,1135,1135,1135,1135,True,True
1136,64,2,Fay,1136,1136,1136,1136,1136,1136,1136,1136,True,True
1137,64,3,Milo,1137,1137,1137,1137,1137,1137,1137,1137,True,True
1138,64,4,Sera,1138,1138,1138,1138,1138,1138,1138,1138,True,True
1139,64,5,Tovan,1139,1139,1139,1139,1139,1139,1139,1139,True,True
1140,64,6,Nia,1140,1140,1140,1140,1140,1140,1140,1140,True,True
1141,64,7,Ari,1141,1141,1141,1141,1141,1141,1141,1141,True,True
1142,64,8,Fay,1142,1142,1142,1142,1142,1142,1142,1142,True,True
1143,64,9,Milo,1143,1143,1143,1143,1143,1143,1143,1143,True,True
1144,64,10,Sera,1144,1144,1144,1144,1144,1144,1144,1144,True,True
1145,64,11,Tovan,1145,1145,1145,1145,1145,1145,1145,1145,True,True
1146,64,12,Nia,1146,1146,1146,1146,1146,1146,1146,1146,True,True
1147,64,13,Ari,1147,1147,1147,1147,1147,1147,1147,1147,True,True
1148,64,14,Fay,1148,1148,1148,1148,1148,1148,1148,1148,True,True
1149,64,15,Milo,1149,1149,1149,1149,1149,1149,1149,1149,True,True
1150,64,16,Sera,1150,1150,1150,1150,1150,1150,1150,1150,True,True
1151,64,17,Tovan,1151,1151,1151,1151,1151,1151,1151,1151,True,True
1152,65,0,Nia,1152,1152,1152,1152,1152,1152,1152,1152,True,True
1153,65,1,Ari,1153,1153,1153,1153,1153,1153,1153,1153,True,True
1154,65,2,Fay,1154,1154,1154,1154,1154,1154,1154,1154,True,True
1155,65,3,Milo,1155,1155,1155,1155,1155,1155,1155,1155,True,True
1156,65,4,Sera,1156,1156,1156,1156,1156,1156,1156,1156,True,True
1157,65,5,Tovan,1157,1157,1157,1157,1157,1157,1157,1157,True,True
1158,65,6,Nia,1158,1158,1158,1158,1158,1158,1158,1158,True,True
1159,65,7,Ari,1159,1159,1159,1159,1159,1159,1159,1159,True,True
1160,65,8,Fay,1160,1160,1160,1160,1160,1160,1160,1160,True,True
1161,65,9,Milo,1161,1161,1161,1161,1161,1161,1161,1161,True,True
1162,65,10,Sera,1162,1162,1162,1162,1162,1162,1162,1162,True,True
1163,65,11,Tovan,1163,1163,1163,1163,1163,1163,1163,1163,True,True
1164,65,12,Nia,1164,1164,1164,1164,1164,1164,1164,1164,True,True
1165,65,13,Ari,1165,1165,1165,1165,1165,1165,1165,1165,True,True
1166,65,14,Fay,1166,1166,1166,1166,1166,1166,1166,1166,True,True
1167,65,15,Milo,1167,1167,1167,1167,1167,1167,1167,1167,True,True
1168,65,16,Sera,1168,1168,1168,1168,1168,1168,1168,1168,True,True
1169,65,17,Tovan,1169,1169,1169,1169,1169,1169,1169,1169,True,True
1170,66,0,Nia,1170,1170,1170,1170,1170,1170,1170,1170,True,True
1171,66,1,Ari,1171,1171,1171,1171,1171,1171,1171,1171,True,True
1172,66,2,Fay,1172,1172,1172,1172,1172,1172,1172,1172,True,True
1173,66,3,Milo,1173,1173,1173,1173,1173,1173,1173,1173,True,True
1174,66,4,Sera,1174,1174,1174,1174,1174,1174,1174,1174,True,True
1175,66,5,Tovan,1175,1175,1175,1175,1175,1175,1175,1175,True,True
1176,66,6,Nia,1176,1176,1176,1176,1176,1176,1176,1176,True,True
1177,66,7,Ari,1177,1177,1177,1177,1177,1177,1177,1177,True,True
1178,66,8,Fay,1178,1178,1178,1178,1178,1178,1178,1178,True,True
1179,66,9,Milo,1179,1179,1179,1179,1179,1179,1179,1179,True,True
1180,66,10,Sera,1180,1180,1180,1180,1180,1180,1180,1180,True,True
1181,66,11,Tovan,1181,1181,1181,1181,1181,1181,1181,1181,True,True
1182,66,12,Nia,1182,1182,1182,1182,1182,1182,1182,1182,True,True
1183,66,13,Ari,1183,1183,1183,1183,1183,1183,1183,1183,True,True
1184,66,14,Fay,1184,1184,1184,1184,1184,1184,1184,1184,True,True
1185,66,15,Milo,1185,1185,1185,1185,1185,1185,1185,1185,True,True
1186,66,16,Sera,1186,1186,1186,1186,1186,1186,1186,1186,True,True
1187,66,17,Tovan,1187,1187,1187,1187,1187,1187,1187,1187,True,True
1188,67,0,Nia,1188,1188,1188,1188,1188,1188,1188,1188,True,True
1189,67,1,Ari,1189,1189,1189,1189,1189,1189,1189,1189,True,True
1190,67,2,Fay,1190,1190,1190,1190,1190,1190,1190,1190,True,True
1191,67,3,Milo,1191,1191,1191,1191,1191,1191,1191,1191,True,True
1192,67,4,Sera,1192,1192,1192,1192,1192,1192,1192,1192,True,True
1193,67,5,Tovan,1193,1193,1193,1193,1193,1193,1193,1193,True,True
1194,67,6,Nia,1194,1194,1194,1194,1194,1194,1194,1194,True,True
1195,67,7,Ari,1195,1195,1195,1195,1195,1195,1195,1195,True,True
1196,67,8,Fay,1196,1196,1196,1196,1196,1196,1196,1196,True,True
1197,67,9,Milo,1197,1197,1197,1197,1197,1197,1197,1197,True,True
1198,67,10,Sera,1198,1198,1198,1198,1198,1198,1198,1198,True,True
1199,67,11,Tovan,1199,1199,1199,1199,1199,1199,1199,1199,True,True
1200,67,12,Nia,1200,1200,1200,1200,1200,1200,1200,1200,True,True
1201,67,13,Ari,1201,1201,1201,1201,1201,1201,1201,1201,True,True
1202,67,14,Fay,1202,1202,1202,1202,1202,1202,1202,1202,True,True
1203,67,15,Milo,1203,1203,1203,1203,1203,1203,1203,1203,True,True
1204,67,16,Sera,1204,1204,1204,1204,1204,1204,1204,1204,True,True
1205,67,17,Tovan,1205,1205,1205,1205,1205,1205,1205,1205,True,True
1206,68,0,Nia,1206,1206,1206,1206,1206,1206,1206,1206,True,True
1207,68,1,Ari,1207,1207,1207,1207,1207,1207,1207,1207,True,True
1208,68,2,Fay,1208,1208,1208,1208,1208,1208,1208,1208,True,True
1209,68,3,Milo,1209,1209,1209,1209,1209,1209,1209,1209,True,True
1210,68,4,Sera,1210,1210,1210,1210,1210,1210,1210,1210,True,True
1211,68,5,Tovan,1211,1211,1211,1211,1211,1211,1211,1211,True,True
1212,68,6,Nia,1212,1212,1212,1212,1212,1212,1212,1212,True,True
1213,68,7,Ari,1213,1213,1213,1213,1213,1213,1213,1213,True,True
1214,68,8,Fay,1214,1214,1214,1214,1214,1214,1214,1214,True,True
1215,68,9,Milo,1215,1215,1215,1215,1215,1215,1215,1215,True,True
1216,68,10,Sera,1216,1216,1216,1216,1216,1216,1216,1216,True,True
1217,68,11,Tovan,1217,1217,1217,1217,1217,1217,1217,1217,True,True
1218,68,12,Nia,1218,1218,1218,1218,1218,1218,1218,1218,True,True
1219,68,13,Ari,1219,1219,1219,1219,1219,1219,1219,1219,True,True
1220,68,14,Fay,1220,1220,1220,1220,1220,1220,1220,1220,True,True
1221,68,15,Milo,1221,1221,1221,1221,1221,1221,1221,1221,True,True
1222,68,16,Sera,1222,1222,1222,1222,1222,1222,1222,1222,True,True
1223,68,17,Tovan,1223,1223,1223,1223,1223,1223,1223,1223,True,True
1224,69,0,Nia,1224,1224,1224,1224,1224,1224,1224,1224,True,True
1225,69,1,Ari,1225,1225,1225,1225,1225,1225,1225,1225,True,True
1226,69,2,Fay,1226,1226,1226,1226,1226,1226,1226,1226,True,True
1227,69,3,Milo,1227,1227,1227,1227,1227,1227,1227,1227,True,True
1228,69,4,Sera,1228,1228,1228,1228,1228,1228,1228,1228,True,True
1229,69,5,Tovan,1229,1229,1229,1229,1229,1229,1229,1229,True,True
1230,69,6,Nia,1230,1230,1230,1230,1230,1230,1230,1230,True,True
1231,69,7,Ari,1231,1231,1231,1231,1231,1231,1231,1231,True,True
1232,69,8,Fay,1232,1232,1232,1232,1232,1232,1232,1232,True,True
1233,69,9,Milo,1233,1233,1233,1233,1233,1233,1233,1233,True,True
1234,69,10,Sera,1234,1234,1234,1234,1234,1234,1234,1234,True,True
1235,69,11,Tovan,1235,1235,1235,1235,1235,1235,1235,1235,True,True
1236,69,12,Nia,1236,1236,1236,1236,1236,1236,1236,1236,True,True
1237,69,13,Ari,1237,1237,1237,1237,1237,1237,1237,1237,True,True
1238,69,14,Fay,1238,1238,1238,1238,1238,1238,1238,1238,True,True
1239,69,15,Milo,1239,1239,1239,1239,1239,1239,1239,1239,True,True
1240,69,16,Sera,1240,1240,1240,1240,1240,1240,1240,1240,True,True
1241,69,17,Tovan,1241,1241,1241,1241,1241,1241,1241,1241,True,True
1242,70,0,Nia,1242,1242,1242,1242,1242,1242,1242,1242,True,True
1243,70,1,Ari,1243,1243,1243,1243,1243,1243,1243,1243,True,True
1244,70,2,Fay,1244,1244,1244,1244,1244,1244,1244,1244,True,True
1245,70,3,Milo,1245,1245,1245,1245,1245,1245,1245,1245,True,True
1246,70,4,Sera,1246,1246,1246,1246,1246,1246,1246,1246,True,True
1247,70,5,Tovan,1247,1247,1247,1247,1247,1247,1247,1247,True,True
1248,70,6,Nia,1248,1248,1248,1248,1248,1248,1248,1248,True,True
1249,70,7,Ari,1249,1249,1249,1249,1249,1249,1249,1249,True,True
1250,70,8,Fay,1250,1250,1250,1250,1250,1250,1250,1250,True,True
1251,70,9,Milo,1251,1251,1251,1251,1251,1251,1251,1251,True,True
1252,70,10,Sera,1252,1252,1252,1252,1252,1252,1252,1252,True,True
1253,70,11,Tovan,1253,1253,1253,1253,1253,1253,1253,1253,True,True
1254,70,12,Nia,1254,1254,1254,1254,1254,1254,1254,1254,True,True
1255,70,13,Ari,1255,1255,1255,1255,1255,1255,1255,1255,True,True
1256,70,14,Fay,1256,1256,1256,1256,1256,1256,1256,1256,True,True
1257,70,15,Milo,1257,1257,1257,1257,1257,1257,1257,1257,True,True
1258,70,16,Sera,1258,1258,1258,1258,1258,1258,1258,1258,True,True
1259,70,17,Tovan,1259,1259,1259,1259,1259,1259,1259,1259,True,True
1260,71,0,Nia,1260,1260,1260,1260,1260,1260,1260,1260,True,True
1261,71,1,Ari,1261,1261,1261,1261,1261,1261,1261,1261,True,True
1262,71,2,Fay,1262,1262,1262,1262,1262,1262,1262,1262,True,True
1263,71,3,Milo,1263,1263,1263,1263,1263,1263,1263,1263,True,True
1264,71,4,Sera,1264,1264,1264,1264,1264,1264,1264,1264,True,True
1265,71,5,Tovan,1265,1265,1265,1265,1265,1265,1265,1265,True,True
1266,71,6,Nia,1266,1266,1266,1266,1266,1266,1266,1266,True,True
1267,71,7,Ari,1267,1267,1267,1267,1267,1267,1267,1267,True,True
1268,71,8,Fay,1268,1268,1268,1268,1268,1268,1268,1268,True,True
1269,71,9,Milo,1269,1269,1269,1269,1269,1269,1269,1269,True,True
1270,71,10,Sera,1270,1270,1270,1270,1270,1270,1270,1270,True,True
1271,71,11,Tovan,1271,1271,1271,1271,1271,1271,1271,1271,True,True
1272,71,12,Nia,1272,1272,1272,1272,1272,1272,1272,1272,True,True
1273,71,13,Ari,1273,1273,1273,1273,1273,1273,1273,1273,True,True
1274,71,14,Fay,1274,1274,1274,1274,1274,1274,1274,1274,True,True
1275,71,15,Milo,1275,1275,1275,1275,1275,1275,1275,1275,True,True
1276,71,16,Sera,1276,1276,1276,1276,1276,1276,1276,1276,True,True
1277,71,17,Tovan,1277,1277,1277,1277,1277,1277,1277,1277,True,True
1278,72,0,Nia,1278,1278,1278,1278,1278,1278,1278,1278,True,True
1279,72,1,Ari,1279,1279,1279,1279,1279,1279,1279,1279,True,True
1280,72,2,Fay,1280,1280,1280,1280,1280,1280,1280,1280,True,True
1281,72,3,Milo,1281,1281,1281,1281,1281,1281,1281,1281,True,True
1282,72,4,Sera,1282,1282,1282,1282,1282,1282,1282,1282,True,True
1283,72,5,Tovan,1283,1283,1283,1283,1283,1283,1283,1283,True,True
1284,72,6,Nia,1284,1284,1284,1284,1284,1284,1284,1284,True,True
1285,72,7,Ari,1285,1285,1285,1285,1285,1285,1285,1285,True,True
