tick,day,obligation_id,scene_id,agent,object_name,obligation_kind,age_days,due_day,status_before,status_after,persisted_across_visit,visible_to_avatar,obligation_integrity_score
235,14,v24-obligation-vonn-0188,v24-scene-d14,Vonn,rain mirror,repair_after_overreach,4,14,open,open,1,1,1.0
236,14,v24-obligation-ori-0236,v24-scene-d14,Ori,sap hook,return_owned_object,1,17,open,open,1,1,1.0
237,14,v24-no-open-keth-0237,v24-scene-d14,Keth,path cord,none,0,14,none,none,0,0,1.0
238,14,v24-obligation-keth-0238,v24-scene-d14,Keth,path cord,return_owned_object,1,16,open,repaired,0,1,1.0
239,14,v24-obligation-keth-0239,v24-scene-d14,Keth,path cord,return_owned_object,1,17,open,repaired,0,1,1.0
240,14,v24-obligation-keth-0240,v24-scene-d14,Keth,path cord,return_owned_object,1,15,open,open,1,0,0.75
241,14,v24-no-open-sova-0241,v24-scene-d14,Sova,moth lantern,none,0,14,none,none,0,0,1.0
242,14,v24-obligation-melo-0242,v24-scene-d14,Melo,tally beads,return_owned_object,1,17,open,repaired,0,1,1.0
243,14,v24-obligation-nari-0243,v24-scene-d14,Nari,fern key,return_owned_object,1,15,open,open,1,1,1.0
244,14,v24-obligation-melo-0244,v24-scene-d14,Melo,tally beads,return_owned_object,1,16,open,repaired,0,1,1.0
245,14,v24-no-open-sova-0245,v24-scene-d14,Sova,moth lantern,none,0,14,none,none,0,0,1.0
246,14,v24-obligation-vonn-0188,v24-scene-d14,Vonn,rain mirror,repair_after_overreach,4,14,open,open,1,1,1.0
247,14,v24-obligation-melo-0247,v24-scene-d14,Melo,tally beads,return_owned_object,1,16,open,open,1,1,1.0
248,14,v24-obligation-nari-0243,v24-scene-d14,Nari,fern key,return_owned_object,1,16,open,repaired,0,1,1.0
249,14,v24-obligation-ori-0236,v24-scene-d14,Ori,sap hook,return_owned_object,1,17,open,repaired,0,1,1.0
250,14,v24-obligation-sova-0250,v24-scene-d14,Sova,ember bowl,return_owned_object,1,16,open,repaired,0,1,1.0
251,14,v24-obligation-sova-0251,v24-scene-d14,Sova,moth lantern,return_owned_object,1,17,open,open,1,1,1.0
252,15,v24-obligation-nari-0252,v24-scene-d15,Nari,fern key,return_owned_object,1,16,open,repaired,0,1,1.0
253,15,v24-obligation-keth-0240,v24-scene-d15,Keth,path cord,return_owned_object,2,16,open,repaired,0,1,1.0
254,15,v24-obligation-keth-0254,v24-scene-d15,Keth,path cord,return_owned_object,1,18,open,open,1,1,1.0
255,15,v24-obligation-keth-0254,v24-scene-d15,Keth,path cord,return_owned_object,1,18,open,repaired,0,1,1.0
256,15,v24-obligation-melo-0247,v24-scene-d15,Melo,tally beads,return_owned_object,2,16,open,repaired,0,1,1.0
257,15,v24-no-open-keth-0257,v24-scene-d15,Keth,path cord,none,0,15,none,none,0,0,1.0
258,15,v24-obligation-melo-0258,v24-scene-d15,Melo,tally beads,return_owned_object,1,16,open,open,1,1,1.0
259,15,v24-obligation-melo-0258,v24-scene-d15,Melo,tally beads,return_owned_object,1,17,open,repaired,0,1,1.0
260,15,v24-obligation-ori-0260,v24-scene-d15,Ori,sap hook,return_owned_object,1,18,open,repaired,0,1,1.0
261,15,v24-no-open-keth-0261,v24-scene-d15,Keth,path cord,none,0,15,none,none,0,0,1.0
262,15,v24-obligation-melo-0262,v24-scene-d15,Melo,tally beads,return_owned_object,1,17,open,open,1,1,1.0
263,15,v24-obligation-melo-0262,v24-scene-d15,Melo,tally beads,return_owned_object,1,17,open,repaired,0,1,1.0
264,15,v24-obligation-keth-0264,v24-scene-d15,Keth,path cord,return_owned_object,1,16,open,repaired,0,1,1.0
265,15,v24-no-open-nari-0265,v24-scene-d15,Nari,ink ledger,none,0,15,none,none,0,0,1.0
266,15,v24-obligation-keth-0266,v24-scene-d15,Keth,path cord,return_owned_object,1,18,open,repaired,0,1,1.0
267,15,v24-obligation-melo-0267,v24-scene-d15,Melo,tally beads,return_owned_object,1,16,open,repaired,0,1,1.0
268,15,v24-obligation-melo-0268,v24-scene-d15,Melo,tally beads,return_owned_object,1,17,open,repaired,0,1,1.0
269,15,v24-obligation-vonn-0188,v24-scene-d15,Vonn,rain mirror,repair_after_overreach,5,14,open,repaired,0,0,0.75
270,16,v24-obligation-ori-0270,v24-scene-d16,Ori,sap hook,return_owned_object,1,17,open,repaired,0,1,1.0
271,16,v24-obligation-keth-0271,v24-scene-d16,Keth,path cord,return_owned_object,1,18,open,repaired,0,1,1.0
272,16,v24-obligation-keth-0272,v24-scene-d16,Keth,path cord,return_owned_object,1,19,open,repaired,0,1,1.0
273,16,v24-no-open-vonn-0273,v24-scene-d16,Vonn,rain mirror,none,0,16,none,none,0,0,1.0
274,16,v24-obligation-keth-0274,v24-scene-d16,Keth,path cord,return_owned_object,1,18,open,open,1,1,1.0
275,16,v24-obligation-ori-0275,v24-scene-d16,Ori,sap hook,return_owned_object,1,19,open,repaired,0,1,1.0
276,16,v24-obligation-nari-0276,v24-scene-d16,Nari,ink ledger,return_owned_object,1,17,open,repaired,0,1,1.0
277,16,v24-obligation-keth-0274,v24-scene-d16,Keth,path cord,return_owned_object,1,18,open,repaired,0,1,1.0
278,16,v24-obligation-vonn-0278,v24-scene-d16,Vonn,listening shell,return_owned_object,1,19,open,repaired,0,1,1.0
279,16,v24-obligation-melo-0279,v24-scene-d16,Melo,tally beads,return_owned_object,1,17,open,open,1,1,1.0
280,16,v24-obligation-ori-0280,v24-scene-d16,Ori,sap hook,return_owned_object,1,18,open,open,1,1,1.0
281,16,v24-obligation-sova-0251,v24-scene-d16,Sova,moth lantern,return_owned_object,3,17,open,repaired,0,1,1.0
282,16,v24-obligation-sova-0282,v24-scene-d16,Sova,ember bowl,return_owned_object,1,17,open,repaired,0,1,1.0
283,16,v24-obligation-vonn-0283,v24-scene-d16,Vonn,rain mirror,repair_after_overreach,1,18,open,repaired,0,1,1.0
284,16,v24-obligation-nari-0284,v24-scene-d16,Nari,ink ledger,return_owned_object,1,19,open,open,1,1,1.0
285,16,v24-obligation-melo-0279,v24-scene-d16,Melo,tally beads,return_owned_object,1,17,open,repaired,0,1,1.0
286,16,v24-obligation-vonn-0286,v24-scene-d16,Vonn,listening shell,return_owned_object,1,18,open,repaired,0,1,1.0
287,16,v24-obligation-keth-0277,v24-scene-d16,Keth,path cord,return_owned_object,1,18,open,repaired,0,1,1.0
288,17,v24-obligation-melo-0288,v24-scene-d17,Melo,tally beads,return_owned_object,1,18,open,repaired,0,1,1.0
289,17,v24-no-open-keth-0289,v24-scene-d17,Keth,path cord,none,0,17,none,none,0,0,1.0
290,17,v24-obligation-melo-0290,v24-scene-d17,Melo,tally beads,return_owned_object,1,20,open,repaired,0,1,1.0
291,17,v24-obligation-vonn-0291,v24-scene-d17,Vonn,listening shell,return_owned_object,1,18,open,open,1,1,1.0
292,17,v24-obligation-sova-0292,v24-scene-d17,Sova,moth lantern,return_owned_object,1,19,open,repaired,0,1,1.0
293,17,v24-obligation-vonn-0291,v24-scene-d17,Vonn,listening shell,return_owned_object,1,19,open,repaired,0,1,1.0
294,17,v24-obligation-nari-0284,v24-scene-d17,Nari,ink ledger,return_owned_object,2,19,open,repaired,0,1,1.0
295,17,v24-obligation-vonn-0295,v24-scene-d17,Vonn,listening shell,return_owned_object,1,19,open,repaired,0,1,1.0
296,17,v24-obligation-vonn-0296,v24-scene-d17,Vonn,rain mirror,help_with_owned_task,1,20,open,open,1,1,1.0
297,17,v24-obligation-ori-0280,v24-scene-d17,Ori,sap hook,return_owned_object,2,18,open,repaired,0,1,1.0
298,17,v24-obligation-vonn-0296,v24-scene-d17,Vonn,rain mirror,help_with_owned_task,1,20,open,open,1,0,0.75
299,17,v24-obligation-vonn-0296,v24-scene-d17,Vonn,rain mirror,help_with_owned_task,1,20,open,open,1,1,1.0
300,17,v24-obligation-vonn-0296,v24-scene-d17,Vonn,rain mirror,help_with_owned_task,1,20,open,open,1,1,1.0
301,17,v24-no-open-nari-0301,v24-scene-d17,Nari,ink ledger,none,0,17,none,none,0,0,1.0
302,17,v24-obligation-ori-0302,v24-scene-d17,Ori,sap hook,return_owned_object,1,20,open,repaired,0,1,1.0
303,17,v24-obligation-nari-0303,v24-scene-d17,Nari,ink ledger,return_owned_object,1,18,open,open,1,1,1.0
304,17,v24-obligation-keth-0304,v24-scene-d17,Keth,path cord,return_owned_object,1,19,open,repaired,0,1,1.0
305,17,v24-obligation-vonn-0296,v24-scene-d17,Vonn,rain mirror,help_with_owned_task,1,20,open,open,1,1,1.0
306,18,v24-obligation-sova-0306,v24-scene-d18,Sova,ember bowl,return_owned_object,1,19,open,open,1,1,1.0
307,18,v24-obligation-keth-0307,v24-scene-d18,Keth,path cord,return_owned_object,1,20,open,repaired,0,1,1.0
308,18,v24-obligation-ori-0308,v24-scene-d18,Ori,sap hook,return_owned_object,1,21,open,open,1,1,1.0
309,18,v24-no-open-keth-0309,v24-scene-d18,Keth,path cord,none,0,18,none,none,0,0,1.0
310,18,v24-obligation-keth-0310,v24-scene-d18,Keth,path cord,return_owned_object,1,20,open,repaired,0,1,1.0
311,18,v24-obligation-ori-0308,v24-scene-d18,Ori,sap hook,return_owned_object,1,21,open,repaired,0,1,1.0
312,18,v24-obligation-vonn-0296,v24-scene-d18,Vonn,rain mirror,help_with_owned_task,2,20,open,open,1,1,1.0
313,18,v24-obligation-nari-0303,v24-scene-d18,Nari,ink ledger,return_owned_object,2,19,open,open,1,1,1.0
314,18,v24-obligation-keth-0314,v24-scene-d18,Keth,path cord,return_owned_object,1,21,open,repaired,0,1,1.0
315,18,v24-obligation-vonn-0296,v24-scene-d18,Vonn,rain mirror,help_with_owned_task,2,20,open,open,1,1,1.0
316,18,v24-obligation-sova-0306,v24-scene-d18,Sova,ember bowl,return_owned_object,1,19,open,repaired,0,1,1.0
317,18,v24-no-open-melo-0317,v24-scene-d18,Melo,tally beads,none,0,18,none,none,0,0,1.0
318,18,v24-obligation-keth-0318,v24-scene-d18,Keth,path cord,return_owned_object,1,19,open,repaired,0,1,1.0
319,18,v24-obligation-vonn-0296,v24-scene-d18,Vonn,rain mirror,help_with_owned_task,2,20,open,open,1,1,1.0
320,18,v24-obligation-keth-0320,v24-scene-d18,Keth,path cord,return_owned_object,1,21,open,open,1,1,1.0
321,18,v24-obligation-melo-0321,v24-scene-d18,Melo,tally beads,return_owned_object,1,19,open,repaired,0,1,1.0
322,18,v24-obligation-ori-0311,v24-scene-d18,Ori,sap hook,return_owned_object,1,21,open,repaired,0,1,1.0
323,18,v24-obligation-sova-0316,v24-scene-d18,Sova,ember bowl,return_owned_object,1,20,open,repaired,0,1,1.0
324,19,v24-obligation-melo-0324,v24-scene-d19,Melo,tally beads,return_owned_object,1,20,open,open,1,1,1.0
325,19,v24-obligation-melo-0324,v24-scene-d19,Melo,tally beads,return_owned_object,1,21,open,open,1,1,1.0
326,19,v24-obligation-ori-0326,v24-scene-d19,Ori,sap hook,return_owned_object,1,22,open,repaired,0,1,1.0
327,19,v24-obligation-sova-0327,v24-scene-d19,Sova,ember bowl,return_owned_object,1,20,open,repaired,0,0,0.75
328,19,v24-obligation-nari-0303,v24-scene-d19,Nari,ink ledger,return_owned_object,3,19,open,open,1,1,1.0
329,19,v24-no-open-sova-0329,v24-scene-d19,Sova,ember bowl,none,0,19,none,none,0,0,1.0
330,19,v24-obligation-vonn-0296,v24-scene-d19,Vonn,rain mirror,help_with_owned_task,3,20,open,open,1,1,1.0
331,19,v24-obligation-keth-0320,v24-scene-d19,Keth,path cord,return_owned_object,2,21,open,open,1,1,1.0
332,19,v24-obligation-vonn-0296,v24-scene-d19,Vonn,rain mirror,help_with_owned_task,3,21,open,repaired,0,1,1.0
333,19,v24-no-open-ori-0333,v24-scene-d19,Ori,sap hook,none,0,19,none,none,0,0,1.0
334,19,v24-obligation-keth-0320,v24-scene-d19,Keth,path cord,return_owned_object,2,21,open,repaired,0,1,1.0
335,19,v24-obligation-melo-0324,v24-scene-d19,Melo,tally beads,return_owned_object,1,21,open,open,1,1,1.0
336,19,v24-obligation-sova-0336,v24-scene-d19,Sova,moth lantern,return_owned_object,1,20,open,repaired,0,1,1.0
337,19,v24-obligation-nari-0303,v24-scene-d19,Nari,ink ledger,return_owned_object,3,21,open,repaired,0,1,1.0
338,19,v24-obligation-keth-0334,v24-scene-d19,Keth,path cord,return_owned_object,1,21,open,repaired,0,1,1.0
339,19,v24-obligation-ori-0339,v24-scene-d19,Ori,sap hook,return_owned_object,1,20,open,open,1,1,1.0
340,19,v24-obligation-sova-0340,v24-scene-d19,Sova,moth lantern,return_owned_object,1,21,open,repaired,0,1,1.0
341,19,v24-no-open-nari-0341,v24-scene-d19,Nari,ink ledger,none,0,19,none,none,0,0,1.0
342,20,v24-obligation-keth-0338,v24-scene-d20,Keth,path cord,return_owned_object,2,22,open,open,1,1,1.0
343,20,v24-obligation-ori-0339,v24-scene-d20,Ori,sap hook,return_owned_object,2,20,open,repaired,0,1,1.0
344,20,v24-obligation-keth-0338,v24-scene-d20,Keth,path cord,return_owned_object,2,22,open,repaired,0,1,1.0
345,20,v24-no-open-vonn-0345,v24-scene-d20,Vonn,rain mirror,none,0,20,none,none,0,0,1.0
346,20,v24-obligation-melo-0324,v24-scene-d20,Melo,tally beads,return_owned_object,2,21,open,repaired,0,1,1.0
347,20,v24-obligation-vonn-0347,v24-scene-d20,Vonn,rain mirror,repair_after_overreach,1,23,open,open,1,1,1.0
348,20,v24-obligation-vonn-0347,v24-scene-d20,Vonn,rain mirror,repair_after_overreach,1,23,open,repaired,0,1,1.0
349,20,v24-no-open-sova-0349,v24-scene-d20,Sova,moth lantern,none,0,20,none,none,0,0,1.0
350,20,v24-obligation-sova-0350,v24-scene-d20,Sova,ember bowl,return_owned_object,1,23,open,open,1,1,1.0
351,20,v24-obligation-sova-0350,v24-scene-d20,Sova,ember bowl,return_owned_object,1,23,open,repaired,0,1,1.0
352,20,v24-obligation-melo-0352,v24-scene-d20,Melo,tally beads,return_owned_object,1,22,open,repaired,0,1,1.0
353,20,v24-obligation-ori-0343,v24-scene-d20,Ori,sap hook,return_owned_object,1,22,open,open,1,1,1.0
354,20,v24-obligation-vonn-0354,v24-scene-d20,Vonn,listening shell,return_owned_object,1,21,open,repaired,0,1,1.0
355,20,v24-obligation-ori-0343,v24-scene-d20,Ori,sap hook,return_owned_object,1,22,open,repaired,0,1,1.0
356,20,v24-obligation-melo-0356,v24-scene-d20,Melo,tally beads,return_owned_object,1,23,open,repaired,0,0,0.75
357,20,v24-no-open-melo-0357,v24-scene-d20,Melo,tally beads,none,0,20,none,none,0,0,1.0
358,20,v24-obligation-sova-0358,v24-scene-d20,Sova,ember bowl,return_owned_object,1,22,open,repaired,0,1,1.0
359,20,v24-obligation-sova-0359,v24-scene-d20,Sova,moth lantern,return_owned_object,1,23,open,open,1,1,1.0
360,21,v24-obligation-sova-0359,v24-scene-d21,Sova,moth lantern,return_owned_object,2,23,open,repaired,0,1,1.0
361,21,v24-no-open-sova-0361,v24-scene-d21,Sova,ember bowl,none,0,21,none,none,0,0,1.0
362,21,v24-obligation-sova-0362,v24-scene-d21,Sova,moth lantern,return_owned_object,1,24,open,repaired,0,1,1.0
363,21,v24-obligation-ori-0353,v24-scene-d21,Ori,sap hook,return_owned_object,2,23,open,repaired,0,1,1.0
364,21,v24-obligation-keth-0364,v24-scene-d21,Keth,path cord,return_owned_object,1,23,open,open,1,1,1.0
365,21,v24-no-open-melo-0365,v24-scene-d21,Melo,tally beads,none,0,21,none,none,0,0,1.0
366,21,v24-obligation-melo-0366,v24-scene-d21,Melo,tally beads,return_owned_object,1,22,open,repaired,0,1,1.0
367,21,v24-obligation-keth-0364,v24-scene-d21,Keth,path cord,return_owned_object,1,23,open,repaired,0,1,1.0
368,21,v24-obligation-ori-0368,v24-scene-d21,Ori,sap hook,return_owned_object,1,24,open,repaired,0,1,1.0
369,21,v24-no-open-melo-0369,v24-scene-d21,Melo,tally beads,none,0,21,none,none,0,0,1.0
370,21,v24-obligation-vonn-0370,v24-scene-d21,Vonn,rain mirror,return_owned_object,1,23,open,repaired,0,1,1.0
371,21,v24-obligation-vonn-0371,v24-scene-d21,Vonn,listening shell,return_owned_object,1,24,open,repaired,0,1,1.0
372,21,v24-obligation-ori-0372,v24-scene-d21,Ori,sap hook,return_owned_object,1,22,open,open,1,1,1.0
373,21,v24-obligation-ori-0372,v24-scene-d21,Ori,sap hook,return_owned_object,1,22,open,repaired,0,1,1.0
374,21,v24-obligation-ori-0374,v24-scene-d21,Ori,sap hook,return_owned_object,1,24,open,repaired,0,1,1.0
375,21,v24-obligation-sova-0375,v24-scene-d21,Sova,ember bowl,return_owned_object,1,22,open,repaired,0,1,1.0
376,21,v24-obligation-nari-0376,v24-scene-d21,Nari,fern key,return_owned_object,1,23,open,open,1,1,1.0
377,21,v24-no-open-sova-0377,v24-scene-d21,Sova,ember bowl,none,0,21,none,none,0,0,1.0
378,22,v24-obligation-keth-0378,v24-scene-d22,Keth,path cord,return_owned_object,1,23,open,repaired,0,1,1.0
379,22,v24-obligation-ori-0379,v24-scene-d22,Ori,sap hook,return_owned_object,1,24,open,open,1,1,1.0
380,22,v24-obligation-nari-0376,v24-scene-d22,Nari,fern key,return_owned_object,2,23,open,repaired,0,1,1.0
381,22,v24-no-open-nari-0381,v24-scene-d22,Nari,fern key,none,0,22,none,none,0,0,1.0
382,22,v24-obligation-nari-0382,v24-scene-d22,Nari,ink ledger,return_owned_object,1,24,open,repaired,0,1,1.0
383,22,v24-obligation-melo-0383,v24-scene-d22,Melo,tally beads,return_owned_object,1,25,open,repaired,0,1,1.0
384,22,v24-obligation-sova-0384,v24-scene-d22,Sova,ember bowl,return_owned_object,1,23,open,repaired,0,1,1.0
385,22,v24-obligation-ori-0379,v24-scene-d22,Ori,sap hook,return_owned_object,1,24,open,repaired,0,0,0.75
386,22,v24-obligation-keth-0386,v24-scene-d22,Keth,path cord,return_owned_object,1,25,open,open,1,1,1.0
387,22,v24-obligation-keth-0386,v24-scene-d22,Keth,path cord,return_owned_object,1,25,open,repaired,0,1,1.0
388,22,v24-obligation-melo-0388,v24-scene-d22,Melo,tally beads,return_owned_object,1,24,open,repaired,0,1,1.0
389,22,v24-no-open-vonn-0389,v24-scene-d22,Vonn,rain mirror,none,0,22,none,none,0,0,1.0
390,22,v24-obligation-nari-0390,v24-scene-d22,Nari,ink ledger,return_owned_object,1,23,open,open,1,1,1.0
391,22,v24-obligation-sova-0391,v24-scene-d22,Sova,moth lantern,return_owned_object,1,24,open,repaired,0,1,1.0
392,22,v24-obligation-ori-0392,v24-scene-d22,Ori,sap hook,return_owned_object,1,25,open,repaired,0,1,1.0
393,22,v24-no-open-ori-0393,v24-scene-d22,Ori,sap hook,none,0,22,none,none,0,0,1.0
394,22,v24-obligation-keth-0394,v24-scene-d22,Keth,path cord,return_owned_object,1,24,open,open,1,1,1.0
395,22,v24-obligation-melo-0395,v24-scene-d22,Melo,tally beads,return_owned_object,1,25,open,repaired,0,1,1.0
396,23,v24-obligation-sova-0396,v24-scene-d23,Sova,moth lantern,return_owned_object,1,24,open,repaired,0,1,1.0
397,23,v24-no-open-melo-0397,v24-scene-d23,Melo,tally beads,none,0,23,none,none,0,0,1.0
398,23,v24-obligation-melo-0398,v24-scene-d23,Melo,tally beads,return_owned_object,1,26,open,open,1,1,1.0
399,23,v24-obligation-melo-0398,v24-scene-d23,Melo,tally beads,return_owned_object,1,26,open,repaired,0,1,1.0
400,23,v24-obligation-melo-0400,v24-scene-d23,Melo,tally beads,return_owned_object,1,25,open,repaired,0,1,1.0
401,23,v24-obligation-nari-0390,v24-scene-d23,Nari,ink ledger,return_owned_object,2,23,open,open,1,1,1.0
402,23,v24-obligation-vonn-0402,v24-scene-d23,Vonn,rain mirror,help_with_owned_task,1,24,open,repaired,0,1,1.0
403,23,v24-obligation-sova-0403,v24-scene-d23,Sova,ember bowl,return_owned_object,1,25,open,repaired,0,1,1.0
404,23,v24-obligation-sova-0404,v24-scene-d23,Sova,moth lantern,return_owned_object,1,26,open,repaired,0,1,1.0
405,23,v24-obligation-keth-0394,v24-scene-d23,Keth,path cord,return_owned_object,2,24,open,open,1,1,1.0
406,23,v24-obligation-ori-0406,v24-scene-d23,Ori,sap hook,return_owned_object,1,25,open,repaired,0,1,1.0
407,23,v24-obligation-melo-0407,v24-scene-d23,Melo,tally beads,return_owned_object,1,26,open,repaired,0,1,1.0
408,23,v24-obligation-ori-0408,v24-scene-d23,Ori,sap hook,return_owned_object,1,24,open,open,1,1,1.0
409,23,v24-no-open-melo-0409,v24-scene-d23,Melo,tally beads,none,0,23,none,none,0,0,1.0
410,23,v24-obligation-nari-0390,v24-scene-d23,Nari,ink ledger,return_owned_object,2,25,open,open,1,1,1.0
411,23,v24-obligation-vonn-0411,v24-scene-d23,Vonn,listening shell,return_owned_object,1,24,open,repaired,0,1,1.0
412,23,v24-obligation-keth-0394,v24-scene-d23,Keth,path cord,return_owned_object,2,25,open,open,1,1,1.0
413,23,v24-obligation-vonn-0413,v24-scene-d23,Vonn,listening shell,return_owned_object,1,26,open,repaired,0,1,1.0
414,24,v24-obligation-keth-0394,v24-scene-d24,Keth,path cord,return_owned_object,3,25,open,repaired,0,0,0.75
415,24,v24-obligation-sova-0415,v24-scene-d24,Sova,moth lantern,return_owned_object,1,26,open,open,1,1,1.0
416,24,v24-obligation-ori-0408,v24-scene-d24,Ori,sap hook,return_owned_object,2,25,open,open,1,1,1.0
417,24,v24-obligation-ori-0408,v24-scene-d24,Ori,sap hook,return_owned_object,2,25,open,repaired,0,1,1.0
418,24,v24-obligation-nari-0390,v24-scene-d24,Nari,ink ledger,return_owned_object,3,25,open,open,1,1,1.0
419,24,v24-obligation-sova-0415,v24-scene-d24,Sova,moth lantern,return_owned_object,1,26,open,open,1,1,1.0
420,24,v24-obligation-melo-0420,v24-scene-d24,Melo,tally beads,return_owned_object,1,25,open,repaired,0,1,1.0
421,24,v24-obligation-nari-0390,v24-scene-d24,Nari,ink ledger,return_owned_object,3,25,open,repaired,0,1,1.0
422,24,v24-obligation-nari-0422,v24-scene-d24,Nari,ink ledger,return_owned_object,1,27,open,repaired,0,1,1.0
423,24,v24-obligation-melo-0423,v24-scene-d24,Melo,tally beads,return_owned_object,1,25,open,open,1,1,1.0
424,24,v24-obligation-ori-0424,v24-scene-d24,Ori,sap hook,return_owned_object,1,26,open,repaired,0,1,1.0
425,24,v24-no-open-nari-0425,v24-scene-d24,Nari,fern key,none,0,24,none,none,0,0,1.0
426,24,v24-obligation-ori-0426,v24-scene-d24,Ori,sap hook,return_owned_object,1,25,open,repaired,0,1,1.0
427,24,v24-obligation-melo-0423,v24-scene-d24,Melo,tally beads,return_owned_object,1,25,open,open,1,1,1.0
428,24,v24-obligation-ori-0428,v24-scene-d24,Ori,sap hook,return_owned_object,1,27,open,repaired,0,1,1.0
429,24,v24-obligation-nari-0429,v24-scene-d24,Nari,fern key,return_owned_object,1,25,open,repaired,0,1,1.0
430,24,v24-obligation-vonn-0430,v24-scene-d24,Vonn,listening shell,return_owned_object,1,26,open,open,1,1,1.0
431,24,v24-obligation-melo-0423,v24-scene-d24,Melo,tally beads,return_owned_object,1,25,open,repaired,0,1,1.0
432,25,v24-obligation-sova-0415,v24-scene-d25,Sova,moth lantern,return_owned_object,2,26,open,open,1,1,1.0
433,25,v24-no-open-melo-0433,v24-scene-d25,Melo,tally beads,none,0,25,none,none,0,0,1.0
434,25,v24-obligation-nari-0434,v24-scene-d25,Nari,fern key,return_owned_object,1,28,open,repaired,0,1,1.0
435,25,v24-obligation-nari-0435,v24-scene-d25,Nari,ink ledger,return_owned_object,1,26,open,repaired,0,1,1.0
436,25,v24-obligation-vonn-0430,v24-scene-d25,Vonn,listening shell,return_owned_object,2,26,open,repaired,0,1,1.0
437,25,v24-obligation-sova-0415,v24-scene-d25,Sova,moth lantern,return_owned_object,2,26,open,repaired,0,1,1.0
438,25,v24-obligation-ori-0438,v24-scene-d25,Ori,sap hook,return_owned_object,1,26,open,repaired,0,1,1.0
439,25,v24-obligation-ori-0439,v24-scene-d25,Ori,sap hook,return_owned_object,1,27,open,repaired,0,1,1.0
440,25,v24-obligation-melo-0440,v24-scene-d25,Melo,tally beads,return_owned_object,1,28,open,repaired,0,1,1.0
441,25,v24-obligation-sova-0419,v24-scene-d25,Sova,moth lantern,return_owned_object,2,27,open,repaired,0,1,1.0
442,25,v24-obligation-keth-0414,v24-scene-d25,Keth,path cord,return_owned_object,2,25,open,repaired,0,1,1.0
443,25,v24-obligation-keth-0443,v24-scene-d25,Keth,path cord,return_owned_object,1,28,open,repaired,0,0,0.75
444,25,v24-obligation-sova-0444,v24-scene-d25,Sova,moth lantern,return_owned_object,1,26,open,open,1,1,1.0
445,25,v24-obligation-sova-0444,v24-scene-d25,Sova,moth lantern,return_owned_object,1,26,open,repaired,0,1,1.0
446,25,v24-obligation-ori-0446,v24-scene-d25,Ori,sap hook,return_owned_object,1,28,open,repaired,0,1,1.0
447,25,v24-obligation-sova-0447,v24-scene-d25,Sova,ember bowl,return_owned_object,1,26,open,repaired,0,1,1.0
448,25,v24-obligation-melo-0448,v24-scene-d25,Melo,tally beads,return_owned_object,1,27,open,repaired,0,1,1.0
449,25,v24-no-open-melo-0449,v24-scene-d25,Melo,tally beads,none,0,25,none,none,0,0,1.0
450,26,v24-obligation-melo-0450,v24-scene-d26,Melo,tally beads,return_owned_object,1,27,open,repaired,0,1,1.0
451,26,v24-obligation-ori-0451,v24-scene-d26,Ori,sap hook,return_owned_object,1,28,open,repaired,0,1,1.0
452,26,v24-obligation-ori-0452,v24-scene-d26,Ori,sap hook,return_owned_object,1,29,open,repaired,0,1,1.0
453,26,v24-no-open-keth-0453,v24-scene-d26,Keth,path cord,none,0,26,none,none,0,0,1.0
454,26,v24-obligation-vonn-0454,v24-scene-d26,Vonn,listening shell,return_owned_object,1,28,open,repaired,0,1,1.0
455,26,v24-obligation-nari-0455,v24-scene-d26,Nari,fern key,return_owned_object,1,29,open,repaired,0,1,1.0
456,26,v24-obligation-vonn-0456,v24-scene-d26,Vonn,listening shell,return_owned_object,1,27,open,open,1,1,1.0
457,26,v24-no-open-melo-0457,v24-scene-d26,Melo,tally beads,none,0,26,none,none,0,0,1.0
458,26,v24-obligation-sova-0458,v24-scene-d26,Sova,ember bowl,return_owned_object,1,29,open,repaired,0,1,1.0
459,26,v24-obligation-ori-0459,v24-scene-d26,Ori,sap hook,return_owned_object,1,27,open,repaired,0,1,1.0
460,26,v24-obligation-nari-0460,v24-scene-d26,Nari,ink ledger,respect_access_boundary,1,28,open,open,1,1,1.0
461,26,v24-obligation-keth-0461,v24-scene-d26,Keth,path cord,return_owned_object,1,29,open,open,1,1,1.0
462,26,v24-obligation-nari-0460,v24-scene-d26,Nari,ink ledger,respect_access_boundary,1,28,open,open,1,1,1.0
463,26,v24-obligation-sova-0463,v24-scene-d26,Sova,moth lantern,return_owned_object,1,28,open,repaired,0,1,1.0
464,26,v24-obligation-melo-0464,v24-scene-d26,Melo,tally beads,return_owned_object,1,29,open,repaired,0,1,1.0
465,26,v24-obligation-nari-0460,v24-scene-d26,Nari,ink ledger,respect_access_boundary,1,28,open,open,1,1,1.0
466,26,v24-obligation-melo-0466,v24-scene-d26,Melo,tally beads,return_owned_object,1,28,open,open,1,1,1.0
467,26,v24-obligation-nari-0460,v24-scene-d26,Nari,ink ledger,respect_access_boundary,1,28,open,repaired,0,1,1.0
468,27,v24-obligation-vonn-0456,v24-scene-d27,Vonn,listening shell,return_owned_object,2,27,open,repaired,0,1,1.0
469,27,v24-no-open-ori-0469,v24-scene-d27,Ori,sap hook,none,0,27,none,none,0,0,1.0
