tick_id,day,infrastructure_id,steward,durability_before,wear_delta,repair_delta,durability_after,weather_pressure,usable,visible_damage,maintenance_due
297,17,roof_greenhouse_cistern,Fay,0.9182,0.0056,0.100064,0.98,dry work,True,True,True
298,17,archive_public_kiosk,Nia,0.869,0.009,0.0,0.86,rain swell,True,False,False
299,17,dusk_signal_workshop,Milo,0.867168,0.015,0.0,0.852168,rain swell,True,False,False
300,17,river_mill_bridge,Ari,0.737872,0.005,0.0,0.732872,dry work,True,False,False
301,17,roof_greenhouse_cistern,Fay,0.98,0.005,0.0,0.975,dry work,True,False,False
302,17,archive_public_kiosk,Nia,0.86,0.011,0.0,0.849,dry work,True,False,False
303,17,dusk_signal_workshop,Milo,0.852168,0.005,0.088512,0.93568,dry work,True,False,False
304,17,river_mill_bridge,Ari,0.732872,0.005,0.0,0.727872,dry work,True,False,False
305,17,roof_greenhouse_cistern,Fay,0.975,0.005,0.086208,0.98,dry work,True,False,False
306,18,archive_public_kiosk,Nia,0.849,0.015,0.0,0.834,rain swell,True,False,False
307,18,dusk_signal_workshop,Milo,0.93568,0.009,0.088584,0.98,rain swell,True,False,False
308,18,river_mill_bridge,Ari,0.727872,0.011,0.0,0.716872,dry work,True,False,False
309,18,roof_greenhouse_cistern,Fay,0.98,0.005,0.0,0.975,dry work,True,False,False
310,18,archive_public_kiosk,Nia,0.834,0.008,0.0,0.826,cold wet,True,False,False
311,18,dusk_signal_workshop,Milo,0.98,0.011,0.0,0.969,dry work,True,False,False
312,18,river_mill_bridge,Ari,0.716872,0.005,0.0,0.711872,dry work,True,False,False
313,18,roof_greenhouse_cistern,Fay,0.975,0.005,0.0,0.97,dry work,True,False,False
314,18,archive_public_kiosk,Nia,0.826,0.011,0.0,0.815,dry work,True,False,False
315,18,dusk_signal_workshop,Milo,0.969,0.015,0.08898,0.98,rain swell,True,False,False
316,18,river_mill_bridge,Ari,0.711872,0.009,0.0,0.702872,rain swell,True,False,False
317,18,roof_greenhouse_cistern,Fay,0.97,0.011,0.0,0.959,dry work,True,False,False
318,18,archive_public_kiosk,Nia,0.815,0.005,0.0,0.81,dry work,True,False,False
319,18,dusk_signal_workshop,Milo,0.98,0.005,0.0,0.975,dry work,True,False,False
320,18,river_mill_bridge,Ari,0.702872,0.011,0.0,0.691872,dry work,True,False,True
321,18,roof_greenhouse_cistern,Fay,0.959,0.005,0.0,0.954,dry work,True,False,False
322,18,archive_public_kiosk,Nia,0.81,0.005,0.0,0.805,dry work,True,False,False
323,18,dusk_signal_workshop,Milo,0.975,0.008,0.089376,0.98,cold wet,True,False,False
324,19,river_mill_bridge,Ari,0.691872,0.0096,0.099128,0.7814,rain swell,True,True,True
325,19,roof_greenhouse_cistern,Fay,0.954,0.005,0.0,0.949,dry work,True,False,False
326,19,archive_public_kiosk,Nia,0.805,0.011,0.0,0.794,dry work,True,False,False
327,19,dusk_signal_workshop,Milo,0.98,0.005,0.0,0.975,dry work,True,False,False
328,19,river_mill_bridge,Ari,0.7814,0.005,0.0,0.7764,dry work,True,False,False
329,19,roof_greenhouse_cistern,Fay,0.949,0.011,0.0,0.938,dry work,True,False,False
330,19,archive_public_kiosk,Nia,0.794,0.005,0.0,0.789,dry work,True,False,False
331,19,dusk_signal_workshop,Milo,0.975,0.005,0.0,0.97,dry work,True,False,False
332,19,river_mill_bridge,Ari,0.7764,0.015,0.0,0.7614,rain swell,True,False,False
333,19,roof_greenhouse_cistern,Fay,0.938,0.009,0.0,0.929,rain swell,True,False,False
334,19,archive_public_kiosk,Nia,0.789,0.008,0.0,0.781,cold wet,True,False,False
335,19,dusk_signal_workshop,Milo,0.97,0.011,0.0,0.959,dry work,True,False,False
336,19,river_mill_bridge,Ari,0.7614,0.005,0.0,0.7564,dry work,True,False,False
337,19,roof_greenhouse_cistern,Fay,0.929,0.005,0.0,0.924,dry work,True,False,False
338,19,archive_public_kiosk,Nia,0.781,0.011,0.0,0.77,dry work,True,False,False
339,19,dusk_signal_workshop,Milo,0.959,0.005,0.0,0.954,dry work,True,False,False
340,19,river_mill_bridge,Ari,0.7564,0.005,0.085668,0.837068,dry work,True,False,False
341,19,roof_greenhouse_cistern,Fay,0.924,0.009,0.0,0.915,rain swell,True,False,False
342,20,dusk_signal_workshop,Milo,0.954,0.005,0.089988,0.98,dry work,True,False,False
343,20,river_mill_bridge,Ari,0.837068,0.005,0.0,0.832068,dry work,True,False,False
344,20,roof_greenhouse_cistern,Fay,0.915,0.011,0.0,0.904,dry work,True,False,False
345,20,archive_public_kiosk,Nia,0.77,0.008,0.0,0.762,cold wet,True,False,False
346,20,dusk_signal_workshop,Milo,0.98,0.005,0.0,0.975,dry work,True,False,False
347,20,river_mill_bridge,Ari,0.832068,0.011,0.0,0.821068,dry work,True,False,False
348,20,roof_greenhouse_cistern,Fay,0.904,0.005,0.0,0.899,dry work,True,False,False
349,20,archive_public_kiosk,Nia,0.762,0.009,0.0,0.753,rain swell,True,False,False
350,20,dusk_signal_workshop,Milo,0.975,0.015,0.0,0.96,rain swell,True,False,False
351,20,river_mill_bridge,Ari,0.821068,0.005,0.086136,0.902204,dry work,True,False,False
352,20,roof_greenhouse_cistern,Fay,0.899,0.005,0.0,0.894,dry work,True,False,False
353,20,archive_public_kiosk,Nia,0.753,0.011,0.0,0.742,dry work,True,False,False
354,20,dusk_signal_workshop,Milo,0.96,0.005,0.090456,0.98,dry work,True,False,False
355,20,river_mill_bridge,Ari,0.902204,0.005,0.0,0.897204,dry work,True,False,False
356,20,roof_greenhouse_cistern,Fay,0.894,0.011,0.0,0.883,dry work,True,False,False
357,20,archive_public_kiosk,Nia,0.742,0.005,0.0,0.737,dry work,True,False,False
358,20,dusk_signal_workshop,Milo,0.98,0.009,0.0,0.971,rain swell,True,False,False
359,20,river_mill_bridge,Ari,0.897204,0.009,0.08628,0.974484,rain swell,True,False,False
360,21,roof_greenhouse_cistern,Fay,0.883,0.005,0.0,0.878,dry work,True,False,False
361,21,archive_public_kiosk,Nia,0.737,0.005,0.0,0.732,dry work,True,False,False
362,21,dusk_signal_workshop,Milo,0.971,0.011,0.0,0.96,dry work,True,False,False
363,21,river_mill_bridge,Ari,0.974484,0.005,0.0,0.969484,dry work,True,False,False
364,21,roof_greenhouse_cistern,Fay,0.878,0.005,0.0,0.873,dry work,True,False,False
365,21,archive_public_kiosk,Nia,0.732,0.011,0.0,0.721,dry work,True,False,False
366,21,dusk_signal_workshop,Milo,0.96,0.015,0.0,0.945,rain swell,True,False,False
367,21,river_mill_bridge,Ari,0.969484,0.009,0.0,0.960484,rain swell,True,False,False
368,21,roof_greenhouse_cistern,Fay,0.873,0.011,0.0,0.862,dry work,True,False,False
369,21,archive_public_kiosk,Nia,0.721,0.008,0.0,0.713,cold wet,True,False,False
370,21,dusk_signal_workshop,Milo,0.945,0.005,0.0,0.94,dry work,True,False,False
371,21,river_mill_bridge,Ari,0.960484,0.011,0.0,0.949484,dry work,True,False,False
372,21,roof_greenhouse_cistern,Fay,0.862,0.005,0.0,0.857,dry work,True,False,False
373,21,archive_public_kiosk,Nia,0.713,0.005,0.0,0.708,dry work,True,False,False
374,21,dusk_signal_workshop,Milo,0.94,0.011,0.0,0.929,dry work,True,False,False
375,21,river_mill_bridge,Ari,0.949484,0.009,0.0,0.940484,rain swell,True,False,False
376,21,roof_greenhouse_cistern,Fay,0.857,0.009,0.0,0.848,rain swell,True,False,False
377,21,archive_public_kiosk,Nia,0.708,0.011,0.0,0.697,dry work,True,False,True
378,22,dusk_signal_workshop,Milo,0.929,0.0056,0.105644,0.98,dry work,True,True,True
379,22,river_mill_bridge,Ari,0.940484,0.005,0.0,0.935484,dry work,True,False,False
380,22,roof_greenhouse_cistern,Fay,0.848,0.014,0.0,0.834,cold wet,True,False,False
381,22,archive_public_kiosk,Nia,0.697,0.005,0.0,0.692,dry work,True,False,True
382,22,dusk_signal_workshop,Milo,0.98,0.005,0.0,0.975,dry work,True,False,False
383,22,river_mill_bridge,Ari,0.935484,0.015,0.0,0.920484,rain swell,True,False,False
384,22,roof_greenhouse_cistern,Fay,0.834,0.009,0.0,0.825,rain swell,True,False,False
385,22,archive_public_kiosk,Nia,0.692,0.005,0.0,0.687,dry work,True,False,True
386,22,dusk_signal_workshop,Milo,0.975,0.011,0.0,0.964,dry work,True,False,False
387,22,river_mill_bridge,Ari,0.920484,0.005,0.087288,0.98,dry work,True,False,False
388,22,roof_greenhouse_cistern,Fay,0.825,0.005,0.0,0.82,dry work,True,False,False
389,22,archive_public_kiosk,Nia,0.687,0.011,0.0,0.676,dry work,True,False,True
390,22,dusk_signal_workshop,Milo,0.964,0.005,0.0,0.959,dry work,True,False,False
391,22,river_mill_bridge,Ari,0.98,0.005,0.08736,0.98,dry work,True,False,False
392,22,roof_greenhouse_cistern,Fay,0.82,0.015,0.0,0.805,rain swell,True,False,False
393,22,archive_public_kiosk,Nia,0.676,0.009,0.0,0.667,rain swell,True,False,True
394,22,dusk_signal_workshop,Milo,0.959,0.005,0.0,0.954,dry work,True,False,False
395,22,river_mill_bridge,Ari,0.98,0.005,0.087432,0.98,dry work,True,False,False
396,23,roof_greenhouse_cistern,Fay,0.805,0.005,0.0,0.8,dry work,True,False,False
397,23,archive_public_kiosk,Nia,0.667,0.005,0.0,0.662,dry work,True,False,True
398,23,dusk_signal_workshop,Milo,0.954,0.011,0.0,0.943,dry work,True,False,False
399,23,river_mill_bridge,Ari,0.98,0.005,0.0,0.975,dry work,True,False,False
400,23,roof_greenhouse_cistern,Fay,0.8,0.009,0.0,0.791,rain swell,True,False,False
401,23,archive_public_kiosk,Nia,0.662,0.015,0.0,0.647,rain swell,True,False,True
402,23,dusk_signal_workshop,Milo,0.943,0.005,0.0,0.938,dry work,True,False,False
403,23,river_mill_bridge,Ari,0.975,0.011,0.0,0.964,dry work,True,False,False
404,23,roof_greenhouse_cistern,Fay,0.791,0.014,0.0,0.777,cold wet,True,False,False
405,23,archive_public_kiosk,Nia,0.647,0.0056,0.105896,0.747296,dry work,True,True,True
406,23,dusk_signal_workshop,Milo,0.938,0.005,0.0,0.933,dry work,True,False,False
407,23,river_mill_bridge,Ari,0.964,0.011,0.0,0.953,dry work,True,False,False
408,23,roof_greenhouse_cistern,Fay,0.777,0.005,0.0,0.772,dry work,True,False,False
409,23,archive_public_kiosk,Nia,0.747296,0.009,0.0,0.738296,rain swell,True,False,False
410,23,dusk_signal_workshop,Milo,0.933,0.015,0.0,0.918,rain swell,True,False,False
411,23,river_mill_bridge,Ari,0.953,0.005,0.0,0.948,dry work,True,False,False
412,23,roof_greenhouse_cistern,Fay,0.772,0.011,0.0,0.761,dry work,True,False,False
413,23,archive_public_kiosk,Nia,0.738296,0.005,0.09204,0.825336,dry work,True,False,False
414,24,river_mill_bridge,Ari,0.948,0.005,0.088296,0.98,dry work,True,False,False
415,24,roof_greenhouse_cistern,Fay,0.761,0.008,0.0,0.753,cold wet,True,False,False
416,24,archive_public_kiosk,Nia,0.825336,0.011,0.0,0.814336,dry work,True,False,False
417,24,dusk_signal_workshop,Milo,0.918,0.015,0.0,0.903,rain swell,True,False,False
418,24,river_mill_bridge,Ari,0.98,0.009,0.0,0.971,rain swell,True,False,False
419,24,roof_greenhouse_cistern,Fay,0.753,0.011,0.0,0.742,dry work,True,False,False
420,24,archive_public_kiosk,Nia,0.814336,0.005,0.0,0.809336,dry work,True,False,False
421,24,dusk_signal_workshop,Milo,0.903,0.005,0.0,0.898,dry work,True,False,False
422,24,river_mill_bridge,Ari,0.971,0.011,0.0,0.96,dry work,True,False,False
423,24,roof_greenhouse_cistern,Fay,0.742,0.005,0.0,0.737,dry work,True,False,False
424,24,archive_public_kiosk,Nia,0.809336,0.005,0.0,0.804336,dry work,True,False,False
425,24,dusk_signal_workshop,Milo,0.898,0.011,0.0,0.887,dry work,True,False,False
426,24,river_mill_bridge,Ari,0.96,0.009,0.0,0.951,rain swell,True,False,False
427,24,roof_greenhouse_cistern,Fay,0.737,0.009,0.0,0.728,rain swell,True,False,False
428,24,archive_public_kiosk,Nia,0.804336,0.014,0.0,0.790336,cold wet,True,False,False
429,24,dusk_signal_workshop,Milo,0.887,0.005,0.0,0.882,dry work,True,False,False
430,24,river_mill_bridge,Ari,0.951,0.011,0.0,0.94,dry work,True,False,False
431,24,roof_greenhouse_cistern,Fay,0.728,0.005,0.0,0.723,dry work,True,False,False
432,25,archive_public_kiosk,Nia,0.790336,0.005,0.0,0.785336,dry work,True,False,False
433,25,dusk_signal_workshop,Milo,0.882,0.005,0.0,0.877,dry work,True,False,False
434,25,river_mill_bridge,Ari,0.94,0.015,0.0,0.925,rain swell,True,False,False
435,25,roof_greenhouse_cistern,Fay,0.723,0.009,0.0,0.714,rain swell,True,False,False
436,25,archive_public_kiosk,Nia,0.785336,0.005,0.0,0.780336,dry work,True,False,False
437,25,dusk_signal_workshop,Milo,0.877,0.011,0.0,0.866,dry work,True,False,False
438,25,river_mill_bridge,Ari,0.925,0.005,0.0,0.92,dry work,True,False,False
439,25,roof_greenhouse_cistern,Fay,0.714,0.008,0.0,0.706,cold wet,True,False,False
440,25,archive_public_kiosk,Nia,0.780336,0.011,0.0,0.769336,dry work,True,False,False
441,25,dusk_signal_workshop,Milo,0.866,0.005,0.09312,0.95412,dry work,True,False,False
442,25,river_mill_bridge,Ari,0.92,0.005,0.089556,0.98,dry work,True,False,False
443,25,roof_greenhouse_cistern,Fay,0.706,0.015,0.0,0.691,rain swell,True,False,True
444,25,archive_public_kiosk,Nia,0.769336,0.009,0.0,0.760336,rain swell,True,False,False
445,25,dusk_signal_workshop,Milo,0.95412,0.005,0.0,0.94912,dry work,True,False,False
446,25,river_mill_bridge,Ari,0.98,0.011,0.0,0.969,dry work,True,False,False
447,25,roof_greenhouse_cistern,Fay,0.691,0.0056,0.0,0.6854,dry work,True,True,True
448,25,archive_public_kiosk,Nia,0.760336,0.005,0.0,0.755336,dry work,True,False,False
449,25,dusk_signal_workshop,Milo,0.94912,0.005,0.0,0.94412,dry work,True,False,False
450,26,river_mill_bridge,Ari,0.969,0.008,0.089952,0.98,cold wet,True,False,False
451,26,roof_greenhouse_cistern,Fay,0.6854,0.0096,0.0,0.6758,rain swell,True,True,True
452,26,archive_public_kiosk,Nia,0.755336,0.015,0.0,0.740336,rain swell,True,False,False
453,26,dusk_signal_workshop,Milo,0.94412,0.005,0.0,0.93912,dry work,True,False,False
454,26,river_mill_bridge,Ari,0.98,0.011,0.0,0.969,dry work,True,False,False
455,26,roof_greenhouse_cistern,Fay,0.6758,0.0116,0.0,0.6642,dry work,True,True,True
456,26,archive_public_kiosk,Nia,0.740336,0.005,0.0,0.735336,dry work,True,False,False
457,26,dusk_signal_workshop,Milo,0.93912,0.005,0.0,0.93412,dry work,True,False,False
458,26,river_mill_bridge,Ari,0.969,0.011,0.0,0.958,dry work,True,False,False
459,26,roof_greenhouse_cistern,Fay,0.6642,0.0056,0.10604,0.76464,dry work,True,True,True
460,26,archive_public_kiosk,Nia,0.735336,0.009,0.0,0.726336,rain swell,True,False,False
461,26,dusk_signal_workshop,Milo,0.93412,0.015,0.0,0.91912,rain swell,True,False,False
462,26,river_mill_bridge,Ari,0.958,0.005,0.0,0.953,dry work,True,False,False
463,26,roof_greenhouse_cistern,Fay,0.76464,0.014,0.0,0.75064,cold wet,True,False,False
464,26,archive_public_kiosk,Nia,0.726336,0.011,0.0,0.715336,dry work,True,False,False
465,26,dusk_signal_workshop,Milo,0.91912,0.005,0.0,0.91412,dry work,True,False,False
466,26,river_mill_bridge,Ari,0.953,0.005,0.0,0.948,dry work,True,False,False
467,26,roof_greenhouse_cistern,Fay,0.75064,0.005,0.092436,0.838076,dry work,True,False,False
468,27,archive_public_kiosk,Nia,0.715336,0.009,0.0,0.706336,rain swell,True,False,False
469,27,dusk_signal_workshop,Milo,0.91412,0.009,0.0,0.90512,rain swell,True,False,False
470,27,river_mill_bridge,Ari,0.948,0.011,0.0,0.937,dry work,True,False,False
471,27,roof_greenhouse_cistern,Fay,0.838076,0.005,0.0,0.833076,dry work,True,False,False
472,27,archive_public_kiosk,Nia,0.706336,0.005,0.0,0.701336,dry work,True,False,False
473,27,dusk_signal_workshop,Milo,0.90512,0.011,0.0,0.89412,dry work,True,False,False
474,27,river_mill_bridge,Ari,0.937,0.008,0.0,0.929,cold wet,True,False,False
475,27,roof_greenhouse_cistern,Fay,0.833076,0.005,0.0,0.828076,dry work,True,False,False
476,27,archive_public_kiosk,Nia,0.701336,0.011,0.0,0.690336,dry work,True,False,True
477,27,dusk_signal_workshop,Milo,0.89412,0.009,0.0,0.88512,rain swell,True,False,False
478,27,river_mill_bridge,Ari,0.929,0.009,0.0,0.92,rain swell,True,False,False
479,27,roof_greenhouse_cistern,Fay,0.828076,0.011,0.0,0.817076,dry work,True,False,False
480,27,archive_public_kiosk,Nia,0.690336,0.005,0.0,0.685336,dry work,True,False,True
481,27,dusk_signal_workshop,Milo,0.88512,0.005,0.0,0.88012,dry work,True,False,False
482,27,river_mill_bridge,Ari,0.92,0.011,0.0,0.909,dry work,True,False,False
483,27,roof_greenhouse_cistern,Fay,0.817076,0.005,0.0,0.812076,dry work,True,False,False
484,27,archive_public_kiosk,Nia,0.685336,0.005,0.0,0.680336,dry work,True,False,True
485,27,dusk_signal_workshop,Milo,0.88012,0.005,0.0,0.87512,dry work,True,False,False
486,28,roof_greenhouse_cistern,Fay,0.812076,0.009,0.0,0.803076,rain swell,True,False,False
487,28,archive_public_kiosk,Nia,0.680336,0.005,0.0,0.675336,dry work,True,False,True
488,28,dusk_signal_workshop,Milo,0.87512,0.011,0.0,0.86412,dry work,True,False,False
489,28,river_mill_bridge,Ari,0.909,0.0056,0.0,0.9034,dry work,True,True,True
490,28,roof_greenhouse_cistern,Fay,0.803076,0.005,0.0,0.798076,dry work,True,False,False
491,28,archive_public_kiosk,Nia,0.675336,0.011,0.0,0.664336,dry work,True,False,True
492,28,dusk_signal_workshop,Milo,0.86412,0.005,0.0,0.85912,dry work,True,False,False
493,28,river_mill_bridge,Ari,0.9034,0.0056,0.10568,0.98,dry work,True,True,True
494,28,roof_greenhouse_cistern,Fay,0.798076,0.015,0.0,0.783076,rain swell,True,False,False
495,28,archive_public_kiosk,Nia,0.664336,0.009,0.0,0.655336,rain swell,True,False,True
496,28,dusk_signal_workshop,Milo,0.85912,0.005,0.0,0.85412,dry work,True,False,False
497,28,river_mill_bridge,Ari,0.98,0.011,0.0,0.969,dry work,True,False,False
498,28,roof_greenhouse_cistern,Fay,0.783076,0.008,0.0,0.775076,cold wet,True,False,False
499,28,archive_public_kiosk,Nia,0.655336,0.005,0.0,0.650336,dry work,True,False,True
500,28,dusk_signal_workshop,Milo,0.85412,0.011,0.0,0.84312,dry work,True,False,False
501,28,river_mill_bridge,Ari,0.969,0.005,0.0,0.964,dry work,True,False,False
502,28,roof_greenhouse_cistern,Fay,0.775076,0.005,0.0,0.770076,dry work,True,False,False
503,28,archive_public_kiosk,Nia,0.650336,0.009,0.0,0.641336,rain swell,True,False,True
504,29,dusk_signal_workshop,Milo,0.84312,0.005,0.0,0.83812,dry work,True,False,False
505,29,river_mill_bridge,Ari,0.964,0.011,0.0,0.953,dry work,True,False,False
506,29,roof_greenhouse_cistern,Fay,0.770076,0.011,0.0,0.759076,dry work,True,False,False
507,29,archive_public_kiosk,Nia,0.641336,0.005,0.0,0.636336,dry work,True,False,True
508,29,dusk_signal_workshop,Milo,0.83812,0.005,0.0,0.83312,dry work,True,False,False
509,29,river_mill_bridge,Ari,0.953,0.014,0.0,0.939,cold wet,True,False,False
510,29,roof_greenhouse_cistern,Fay,0.759076,0.005,0.0,0.754076,dry work,True,False,False
511,29,archive_public_kiosk,Nia,0.636336,0.009,0.0,0.627336,rain swell,True,False,True
512,29,dusk_signal_workshop,Milo,0.83312,0.015,0.0,0.81812,rain swell,True,False,False
513,29,river_mill_bridge,Ari,0.939,0.005,0.092796,0.98,dry work,True,False,False
514,29,roof_greenhouse_cistern,Fay,0.754076,0.011,0.0,0.743076,dry work,True,False,False
515,29,archive_public_kiosk,Nia,0.627336,0.011,0.0,0.616336,dry work,True,True,True
516,29,dusk_signal_workshop,Milo,0.81812,0.005,0.0,0.81312,dry work,True,False,False
517,29,river_mill_bridge,Ari,0.98,0.005,0.0,0.975,dry work,True,False,False
518,29,roof_greenhouse_cistern,Fay,0.743076,0.011,0.0,0.732076,dry work,True,False,False
519,29,archive_public_kiosk,Nia,0.616336,0.005,0.0,0.611336,dry work,True,True,True
520,29,dusk_signal_workshop,Milo,0.81312,0.009,0.0,0.80412,rain swell,True,False,False
521,29,river_mill_bridge,Ari,0.975,0.009,0.0,0.966,rain swell,True,False,False
522,30,roof_greenhouse_cistern,Fay,0.732076,0.005,0.0,0.727076,dry work,True,False,False
523,30,archive_public_kiosk,Nia,0.611336,0.005,0.0,0.606336,dry work,True,True,True
524,30,dusk_signal_workshop,Milo,0.80412,0.011,0.0,0.79312,dry work,True,False,False
525,30,river_mill_bridge,Ari,0.966,0.005,0.0,0.961,dry work,True,False,False
526,30,roof_greenhouse_cistern,Fay,0.727076,0.005,0.0,0.722076,dry work,True,False,False
527,30,archive_public_kiosk,Nia,0.606336,0.011,0.0,0.595336,dry work,True,True,True
528,30,dusk_signal_workshop,Milo,0.79312,0.009,0.0,0.78412,rain swell,True,False,False
529,30,river_mill_bridge,Ari,0.961,0.009,0.0,0.952,rain swell,True,False,False
530,30,roof_greenhouse_cistern,Fay,0.722076,0.011,0.0,0.711076,dry work,True,False,False
531,30,archive_public_kiosk,Nia,0.595336,0.005,0.09312,0.683456,dry work,True,False,True
532,30,dusk_signal_workshop,Milo,0.78412,0.005,0.0,0.77912,dry work,True,False,False
533,30,river_mill_bridge,Ari,0.952,0.014,0.0,0.938,cold wet,True,False,False
534,30,roof_greenhouse_cistern,Fay,0.711076,0.005,0.0,0.706076,dry work,True,False,False
535,30,archive_public_kiosk,Nia,0.683456,0.005,0.0,0.678456,dry work,True,False,True
536,30,dusk_signal_workshop,Milo,0.77912,0.011,0.0,0.76812,dry work,True,False,False
537,30,river_mill_bridge,Ari,0.938,0.009,0.0,0.929,rain swell,True,False,False
538,30,roof_greenhouse_cistern,Fay,0.706076,0.009,0.0,0.697076,rain swell,True,False,True
539,30,archive_public_kiosk,Nia,0.678456,0.005,0.0,0.673456,dry work,True,False,True
540,31,dusk_signal_workshop,Milo,0.76812,0.0056,0.10712,0.86964,dry work,True,True,True
541,31,river_mill_bridge,Ari,0.929,0.005,0.0,0.924,dry work,True,False,False
542,31,roof_greenhouse_cistern,Fay,0.697076,0.011,0.0,0.686076,dry work,True,False,True
543,31,archive_public_kiosk,Nia,0.673456,0.005,0.0,0.668456,dry work,True,False,True
544,31,dusk_signal_workshop,Milo,0.86964,0.008,0.0,0.86164,cold wet,True,False,False
545,31,river_mill_bridge,Ari,0.924,0.015,0.0,0.909,rain swell,True,False,False
546,31,roof_greenhouse_cistern,Fay,0.686076,0.009,0.0,0.677076,rain swell,True,False,True
547,31,archive_public_kiosk,Nia,0.668456,0.011,0.0,0.657456,dry work,True,False,True
548,31,dusk_signal_workshop,Milo,0.86164,0.011,0.0,0.85064,dry work,True,False,False
549,31,river_mill_bridge,Ari,0.909,0.011,0.0,0.898,dry work,True,False,False
550,31,roof_greenhouse_cistern,Fay,0.677076,0.005,0.0,0.672076,dry work,True,False,True
551,31,archive_public_kiosk,Nia,0.657456,0.011,0.0,0.646456,dry work,True,False,True
552,31,dusk_signal_workshop,Milo,0.85064,0.005,0.0,0.84564,dry work,True,False,False
553,31,river_mill_bridge,Ari,0.898,0.005,0.0,0.893,dry work,True,False,False
554,31,roof_greenhouse_cistern,Fay,0.672076,0.015,0.0,0.657076,rain swell,True,False,True
555,31,archive_public_kiosk,Nia,0.646456,0.009,0.0,0.637456,rain swell,True,False,True
556,31,dusk_signal_workshop,Milo,0.84564,0.011,0.0,0.83464,dry work,True,False,False
557,31,river_mill_bridge,Ari,0.893,0.008,0.0,0.885,cold wet,True,False,False
558,32,archive_public_kiosk,Nia,0.637456,0.005,0.0,0.632456,dry work,True,False,True
559,32,dusk_signal_workshop,Milo,0.83464,0.005,0.0,0.82964,dry work,True,False,False
560,32,river_mill_bridge,Ari,0.885,0.011,0.0,0.874,dry work,True,False,False
561,32,roof_greenhouse_cistern,Fay,0.657076,0.005,0.0,0.652076,dry work,True,False,True
562,32,archive_public_kiosk,Nia,0.632456,0.009,0.0,0.623456,rain swell,True,False,True
563,32,dusk_signal_workshop,Milo,0.82964,0.015,0.0,0.81464,rain swell,True,False,False
564,32,river_mill_bridge,Ari,0.874,0.005,0.0,0.869,dry work,True,False,False
565,32,roof_greenhouse_cistern,Fay,0.652076,0.011,0.0,0.641076,dry work,True,False,True
566,32,archive_public_kiosk,Nia,0.623456,0.011,0.0,0.612456,dry work,True,True,True
567,32,dusk_signal_workshop,Milo,0.81464,0.005,0.0,0.80964,dry work,True,False,False
568,32,river_mill_bridge,Ari,0.869,0.008,0.0,0.861,cold wet,True,False,False
569,32,roof_greenhouse_cistern,Fay,0.641076,0.011,0.0,0.630076,dry work,True,False,True
570,32,archive_public_kiosk,Nia,0.612456,0.0056,0.0,0.606856,dry work,True,True,True
571,32,dusk_signal_workshop,Milo,0.80964,0.009,0.0,0.80064,rain swell,True,False,False
572,32,river_mill_bridge,Ari,0.861,0.015,0.0,0.846,rain swell,True,False,False
573,32,roof_greenhouse_cistern,Fay,0.630076,0.005,0.0,0.625076,dry work,True,False,True
574,32,archive_public_kiosk,Nia,0.606856,0.0116,0.0,0.595256,dry work,True,True,True
575,32,dusk_signal_workshop,Milo,0.80064,0.005,0.0,0.79564,dry work,True,False,False
576,33,river_mill_bridge,Ari,0.846,0.005,0.0,0.841,dry work,True,False,False
577,33,roof_greenhouse_cistern,Fay,0.625076,0.005,0.0,0.620076,dry work,True,False,True
578,33,archive_public_kiosk,Nia,0.595256,0.0116,0.0,0.583656,dry work,True,True,True
579,33,dusk_signal_workshop,Milo,0.79564,0.009,0.0,0.78664,rain swell,True,False,False
580,33,river_mill_bridge,Ari,0.841,0.009,0.0,0.832,rain swell,True,False,False
581,33,roof_greenhouse_cistern,Fay,0.620076,0.011,0.0,0.609076,dry work,True,True,True
582,33,archive_public_kiosk,Nia,0.583656,0.0056,0.0,0.578056,dry work,True,True,True
583,33,dusk_signal_workshop,Milo,0.78664,0.005,0.0,0.78164,dry work,True,False,False
584,33,river_mill_bridge,Ari,0.832,0.011,0.0,0.821,dry work,True,False,False
585,33,roof_greenhouse_cistern,Fay,0.609076,0.005,0.09312,0.697196,dry work,True,False,True
586,33,archive_public_kiosk,Nia,0.578056,0.0056,0.0,0.572456,dry work,True,True,True
587,33,dusk_signal_workshop,Milo,0.78164,0.011,0.0,0.77064,dry work,True,False,False
588,33,river_mill_bridge,Ari,0.821,0.009,0.0,0.812,rain swell,True,False,False
589,33,roof_greenhouse_cistern,Fay,0.697196,0.009,0.0,0.688196,rain swell,True,False,True
590,33,archive_public_kiosk,Nia,0.572456,0.0116,0.0,0.560856,dry work,True,True,True
591,33,dusk_signal_workshop,Milo,0.77064,0.005,0.0,0.76564,dry work,True,False,False
592,33,river_mill_bridge,Ari,0.812,0.008,0.0,0.804,cold wet,True,False,False
593,33,roof_greenhouse_cistern,Fay,0.688196,0.005,0.0,0.683196,dry work,True,False,True
594,34,archive_public_kiosk,Nia,0.560856,0.0056,0.10712,0.662376,dry work,True,True,True
595,34,dusk_signal_workshop,Milo,0.76564,0.005,0.0,0.76064,dry work,True,False,False
596,34,river_mill_bridge,Ari,0.804,0.015,0.0,0.789,rain swell,True,False,False
597,34,roof_greenhouse_cistern,Fay,0.683196,0.009,0.0,0.674196,rain swell,True,False,True
