tick_id,day,region_id,replay_event,state_hash,includes_supply_chain,includes_season,includes_guild,includes_apprenticeship,includes_collapse_recovery,includes_migration,replay_exportable
255,16,archive_quarter,spring_rain:archive_quarter->signal_ridge:wire:stable,v28-534971,True,True,True,True,False,True,True
256,17,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442448,True,True,True,True,False,True,True
257,17,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-443093,True,True,True,True,False,False,True
258,17,riverbend,summer_dry:riverbend->archive_quarter:planks:shored,v28-515565,True,True,True,True,True,False,True
259,17,roofward,summer_dry:roofward->signal_ridge:wire:stable,v28-443646,True,True,True,True,False,False,True
260,17,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523084,True,True,True,True,False,False,True
261,17,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-441834,True,True,True,True,False,True,True
262,17,orchard_fen,summer_dry:orchard_fen->roofward:water:stable,v28-443839,True,True,True,True,False,False,True
263,17,riverbend,summer_dry:riverbend->archive_quarter:planks:shored,v28-515658,True,True,True,True,True,False,True
264,17,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-453989,True,True,True,True,False,False,True
265,17,archive_quarter,summer_dry:archive_quarter->orchard_fen:planks:stable,v28-536335,True,True,True,True,False,False,True
266,17,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442599,True,True,True,True,False,True,True
267,17,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-443050,True,True,True,True,False,False,True
268,17,riverbend,summer_dry:riverbend->archive_quarter:thread:shored,v28-513806,True,True,True,True,True,False,True
269,17,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-453867,True,True,True,True,False,False,True
270,17,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523034,True,True,True,True,False,False,True
271,17,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-441985,True,True,True,True,False,True,True
272,18,riverbend,summer_dry:riverbend->roofward:water:shored,v28-424903,True,True,True,True,True,True,True
273,18,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-491068,True,True,True,True,False,False,True
274,18,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535998,True,True,True,True,False,False,True
275,18,signal_ridge,summer_dry:signal_ridge->orchard_fen:planks:stable,v28-498188,True,True,True,True,False,False,True
276,18,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-453281,True,True,True,True,False,False,True
277,18,riverbend,summer_dry:riverbend->roofward:planks:shored,v28-435477,True,True,True,True,True,True,True
278,18,roofward,summer_dry:roofward->archive_quarter:thread:stable,v28-501926,True,True,True,True,False,False,True
279,18,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535848,True,True,True,True,False,False,True
280,18,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-462259,True,True,True,True,False,False,True
281,18,orchard_fen,summer_dry:orchard_fen->riverbend:oil:stable,v28-430695,True,True,True,True,False,False,True
282,18,riverbend,summer_dry:riverbend->roofward:planks:shored,v28-435549,True,True,True,True,True,True,True
283,18,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-491223,True,True,True,True,False,False,True
284,18,archive_quarter,summer_dry:archive_quarter->signal_ridge:wire:stable,v28-524838,True,True,True,True,False,False,True
285,18,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-463034,True,True,True,True,False,False,True
286,18,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-453237,True,True,True,True,False,False,True
287,18,riverbend,summer_dry:riverbend->roofward:water:shored,v28-424752,True,True,True,True,True,True,True
288,19,roofward,summer_dry:roofward->signal_ridge:wire:stable,v28-444146,True,True,True,True,False,True,True
289,19,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-524108,True,True,True,True,False,False,True
290,19,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442334,True,True,True,True,False,False,True
291,19,orchard_fen,summer_dry:orchard_fen->roofward:water:stable,v28-444339,True,True,True,True,False,False,True
292,19,riverbend,summer_dry:riverbend->archive_quarter:planks:shored,v28-515451,True,True,True,True,True,False,True
293,19,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-453601,True,True,True,True,False,True,True
294,19,archive_quarter,summer_dry:archive_quarter->orchard_fen:planks:stable,v28-536122,True,True,True,True,False,False,True
295,19,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442216,True,True,True,True,False,False,True
296,19,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-442861,True,True,True,True,False,False,True
297,19,riverbend,summer_dry:riverbend->archive_quarter:thread:shored,v28-514330,True,True,True,True,True,False,True
298,19,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-454371,True,True,True,True,False,True,True
299,19,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-524172,True,True,True,True,False,False,True
300,19,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-441998,True,True,True,True,False,False,True
301,19,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-442449,True,True,True,True,False,False,True
302,19,riverbend,summer_dry:riverbend->archive_quarter:planks:shored,v28-514915,True,True,True,True,True,False,True
303,19,roofward,summer_dry:roofward->signal_ridge:wire:stable,v28-443196,True,True,True,True,False,True,True
304,20,archive_quarter,summer_dry:archive_quarter->signal_ridge:wire:stable,v28-524677,True,True,True,True,False,True,True
305,20,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-462556,True,True,True,True,False,False,True
306,20,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-452956,True,True,True,True,False,False,True
307,20,riverbend,summer_dry:riverbend->roofward:water:shored,v28-424468,True,True,True,True,True,False,True
308,20,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-490609,True,True,True,True,False,False,True
309,20,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535638,True,True,True,True,False,True,True
310,20,signal_ridge,summer_dry:signal_ridge->orchard_fen:planks:stable,v28-497341,True,True,True,True,False,False,True
311,20,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-452338,True,True,True,True,False,False,True
312,20,riverbend,summer_dry:riverbend->roofward:planks:shored,v28-435224,True,True,True,True,True,False,True
313,20,roofward,summer_dry:roofward->archive_quarter:thread:stable,v28-501895,True,True,True,True,False,False,True
314,20,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535737,True,True,True,True,False,True,True
315,20,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-462818,True,True,True,True,False,False,True
316,20,orchard_fen,summer_dry:orchard_fen->riverbend:oil:stable,v28-430938,True,True,True,True,False,False,True
317,20,riverbend,summer_dry:riverbend->roofward:planks:shored,v28-435110,True,True,True,True,True,False,True
318,20,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-490764,True,True,True,True,False,False,True
319,20,archive_quarter,summer_dry:archive_quarter->signal_ridge:wire:stable,v28-524481,True,True,True,True,False,True,True
320,21,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442116,True,True,True,True,False,True,True
321,21,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-442654,True,True,True,True,False,False,True
322,21,riverbend,summer_dry:riverbend->archive_quarter:planks:shored,v28-515126,True,True,True,True,True,False,True
323,21,roofward,summer_dry:roofward->signal_ridge:wire:stable,v28-443207,True,True,True,True,False,False,True
324,21,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523255,True,True,True,True,False,False,True
325,21,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-441998,True,True,True,True,False,True,True
326,21,orchard_fen,summer_dry:orchard_fen->roofward:water:stable,v28-437684,True,True,True,True,False,False,True
327,21,riverbend,summer_dry:riverbend->archive_quarter:planks:shored,v28-515715,True,True,True,True,True,False,True
328,21,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-454046,True,True,True,True,False,False,True
329,21,archive_quarter,summer_dry:archive_quarter->orchard_fen:planks:stable,v28-536507,True,True,True,True,False,False,True
330,21,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442267,True,True,True,True,False,True,True
331,21,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-442825,True,True,True,True,False,False,True
332,21,riverbend,summer_dry:riverbend->archive_quarter:thread:shored,v28-513367,True,True,True,True,True,False,True
333,21,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-453428,True,True,True,True,False,False,True
334,21,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523205,True,True,True,True,False,False,True
335,21,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442149,True,True,True,True,False,True,True
336,22,orchard_fen,summer_dry:orchard_fen->riverbend:oil:stable,v28-431354,True,True,True,True,False,True,True
337,22,riverbend,summer_dry:riverbend->roofward:planks:shored,v28-435314,True,True,True,True,True,False,True
338,22,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-490771,True,True,True,True,False,False,True
339,22,archive_quarter,summer_dry:archive_quarter->signal_ridge:wire:stable,v28-524693,True,True,True,True,False,False,True
340,22,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-462205,True,True,True,True,False,False,True
341,22,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-452716,True,True,True,True,False,True,True
342,22,riverbend,summer_dry:riverbend->roofward:water:shored,v28-424699,True,True,True,True,True,False,True
343,22,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-491060,True,True,True,True,False,False,True
344,22,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535899,True,True,True,True,False,False,True
345,22,signal_ridge,summer_dry:signal_ridge->orchard_fen:planks:stable,v28-498293,True,True,True,True,False,False,True
346,22,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-453290,True,True,True,True,False,True,True
347,22,riverbend,summer_dry:riverbend->roofward:planks:shored,v28-435272,True,True,True,True,True,False,True
348,22,roofward,summer_dry:roofward->archive_quarter:thread:stable,v28-501919,True,True,True,True,False,False,True
349,22,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535749,True,True,True,True,False,False,True
350,22,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-455929,True,True,True,True,False,False,True
351,22,orchard_fen,summer_dry:orchard_fen->riverbend:oil:stable,v28-430702,True,True,True,True,False,True,True
352,23,riverbend,summer_dry:riverbend->archive_quarter:thread:shored,v28-513578,True,True,True,True,True,True,True
353,23,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-453438,True,True,True,True,False,False,True
354,23,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523417,True,True,True,True,False,False,True
355,23,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442160,True,True,True,True,False,False,True
356,23,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-442912,True,True,True,True,False,False,True
357,23,riverbend,summer_dry:riverbend->archive_quarter:planks:shored,v28-515877,True,True,True,True,True,True,True
358,23,roofward,summer_dry:roofward->signal_ridge:wire:stable,v28-444241,True,True,True,True,False,False,True
359,23,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-524009,True,True,True,True,False,False,True
360,23,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442429,True,True,True,True,False,False,True
361,23,orchard_fen,summer_dry:orchard_fen->roofward:water:stable,v28-444347,True,True,True,True,False,False,True
362,23,riverbend,summer_dry:riverbend->archive_quarter:planks:shored,v28-515239,True,True,True,True,True,True,True
363,23,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-453806,True,True,True,True,False,False,True
364,23,archive_quarter,summer_dry:archive_quarter->orchard_fen:planks:stable,v28-536023,True,True,True,True,False,False,True
365,23,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442311,True,True,True,True,False,False,True
366,23,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-442869,True,True,True,True,False,False,True
367,23,riverbend,summer_dry:riverbend->archive_quarter:thread:stable,v28-513233,True,True,True,True,True,True,True
368,24,archive_quarter,summer_dry:archive_quarter->signal_ridge:wire:stable,v28-525221,True,True,True,True,False,True,True
369,24,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-463209,True,True,True,True,False,False,True
370,24,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-453220,True,True,True,True,False,False,True
371,24,riverbend,summer_dry:riverbend->roofward:water:stable,v28-423505,True,True,True,True,False,False,True
372,24,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-490879,True,True,True,True,False,False,True
373,24,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535686,True,True,True,True,False,True,True
374,24,signal_ridge,summer_dry:signal_ridge->orchard_fen:planks:stable,v28-497997,True,True,True,True,False,False,True
375,24,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-453098,True,True,True,True,False,False,True
376,24,riverbend,summer_dry:riverbend->roofward:planks:stable,v28-434747,True,True,True,True,False,False,True
377,24,roofward,summer_dry:roofward->archive_quarter:thread:stable,v28-502663,True,True,True,True,False,False,True
378,24,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-536281,True,True,True,True,False,True,True
379,24,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-463471,True,True,True,True,False,False,True
380,24,orchard_fen,summer_dry:orchard_fen->riverbend:oil:stable,v28-431198,True,True,True,True,False,False,True
381,24,riverbend,summer_dry:riverbend->roofward:planks:stable,v28-434137,True,True,True,True,False,False,True
382,24,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-484494,True,True,True,True,False,False,True
383,24,archive_quarter,summer_dry:archive_quarter->signal_ridge:wire:stable,v28-524529,True,True,True,True,False,True,True
384,25,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442767,True,True,True,True,False,True,True
385,25,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-443412,True,True,True,True,False,False,True
386,25,riverbend,summer_dry:riverbend->archive_quarter:planks:stable,v28-514579,True,True,True,True,False,False,True
387,25,roofward,summer_dry:roofward->signal_ridge:wire:stable,v28-443965,True,True,True,True,False,False,True
388,25,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523799,True,True,True,True,False,False,True
389,25,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442649,True,True,True,True,False,True,True
390,25,orchard_fen,summer_dry:orchard_fen->roofward:water:stable,v28-444158,True,True,True,True,False,False,True
391,25,riverbend,summer_dry:riverbend->archive_quarter:planks:stable,v28-514672,True,True,True,True,False,False,True
392,25,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-454310,True,True,True,True,False,False,True
393,25,archive_quarter,summer_dry:archive_quarter->orchard_fen:planks:stable,v28-536555,True,True,True,True,False,False,True
394,25,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442918,True,True,True,True,False,True,True
395,25,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-443369,True,True,True,True,False,False,True
396,25,riverbend,summer_dry:riverbend->archive_quarter:thread:stable,v28-512820,True,True,True,True,False,False,True
397,25,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-454188,True,True,True,True,False,False,True
398,25,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523749,True,True,True,True,False,False,True
399,25,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442800,True,True,True,True,False,True,True
400,26,orchard_fen,summer_dry:orchard_fen->riverbend:oil:stable,v28-430915,True,True,True,True,False,True,True
401,26,riverbend,summer_dry:riverbend->roofward:planks:stable,v28-433854,True,True,True,True,False,False,True
402,26,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-490554,True,True,True,True,False,False,True
403,26,archive_quarter,summer_dry:archive_quarter->signal_ridge:wire:stable,v28-524254,True,True,True,True,False,False,True
404,26,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-462371,True,True,True,True,False,False,True
405,26,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-452773,True,True,True,True,False,True,True
406,26,riverbend,summer_dry:riverbend->roofward:water:stable,v28-423745,True,True,True,True,False,False,True
407,26,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-491339,True,True,True,True,False,False,True
408,26,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535956,True,True,True,True,False,False,True
409,26,signal_ridge,summer_dry:signal_ridge->orchard_fen:planks:stable,v28-498462,True,True,True,True,False,False,True
410,26,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-452851,True,True,True,True,False,True,True
411,26,riverbend,summer_dry:riverbend->roofward:planks:stable,v28-433918,True,True,True,True,False,False,True
412,26,roofward,summer_dry:roofward->archive_quarter:thread:stable,v28-501704,True,True,True,True,False,False,True
413,26,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535310,True,True,True,True,False,False,True
414,26,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-462524,True,True,True,True,False,False,True
415,26,orchard_fen,summer_dry:orchard_fen->riverbend:oil:stable,v28-430759,True,True,True,True,False,True,True
416,27,riverbend,summer_dry:riverbend->archive_quarter:thread:stable,v28-512657,True,True,True,True,False,True,True
417,27,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-453711,True,True,True,True,False,False,True
418,27,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523474,True,True,True,True,False,False,True
419,27,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442324,True,True,True,True,False,False,True
420,27,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-442473,True,True,True,True,False,False,True
421,27,riverbend,summer_dry:riverbend->archive_quarter:planks:stable,v28-514460,True,True,True,True,False,True,True
422,27,roofward,summer_dry:roofward->signal_ridge:wire:stable,v28-443909,True,True,True,True,False,False,True
423,27,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523570,True,True,True,True,False,False,True
424,27,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442593,True,True,True,True,False,False,True
425,27,orchard_fen,summer_dry:orchard_fen->roofward:water:stable,v28-444404,True,True,True,True,False,False,True
426,27,riverbend,summer_dry:riverbend->archive_quarter:planks:stable,v28-514318,True,True,True,True,False,True,True
427,27,roofward,summer_dry:roofward->signal_ridge:herbs:stable,v28-453863,True,True,True,True,False,False,True
428,27,archive_quarter,summer_dry:archive_quarter->orchard_fen:planks:stable,v28-536080,True,True,True,True,False,False,True
429,27,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442475,True,True,True,True,False,False,True
430,27,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-442430,True,True,True,True,False,False,True
431,27,riverbend,summer_dry:riverbend->archive_quarter:thread:stable,v28-512907,True,True,True,True,False,True,True
432,28,roofward,summer_dry:roofward->archive_quarter:thread:stable,v28-501710,True,True,True,True,False,True,True
433,28,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535523,True,True,True,True,False,False,True
434,28,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-462533,True,True,True,True,False,False,True
435,28,orchard_fen,summer_dry:orchard_fen->riverbend:oil:stable,v28-430963,True,True,True,True,False,False,True
436,28,riverbend,summer_dry:riverbend->roofward:planks:stable,v28-434690,True,True,True,True,False,False,True
437,28,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-491501,True,True,True,True,False,True,True
438,28,archive_quarter,summer_dry:archive_quarter->signal_ridge:wire:stable,v28-525122,True,True,True,True,False,False,True
439,28,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-463308,True,True,True,True,False,False,True
440,28,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-453013,True,True,True,True,False,False,True
441,28,riverbend,summer_dry:riverbend->roofward:water:stable,v28-423406,True,True,True,True,False,False,True
442,28,roofward,summer_dry:roofward->archive_quarter:herbs:stable,v28-490871,True,True,True,True,False,True,True
443,28,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535587,True,True,True,True,False,False,True
444,28,signal_ridge,summer_dry:signal_ridge->orchard_fen:planks:stable,v28-497990,True,True,True,True,False,False,True
445,28,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-452891,True,True,True,True,False,False,True
446,28,riverbend,summer_dry:riverbend->roofward:planks:stable,v28-434840,True,True,True,True,False,False,True
447,28,roofward,summer_dry:roofward->archive_quarter:thread:stable,v28-502452,True,True,True,True,False,True,True
448,29,archive_quarter,summer_dry:archive_quarter->orchard_fen:planks:stable,v28-536408,True,True,True,True,False,True,True
449,29,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442486,True,True,True,True,False,False,True
450,29,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-442635,True,True,True,True,False,False,True
451,29,riverbend,summer_dry:riverbend->archive_quarter:thread:stable,v28-512912,True,True,True,True,False,False,True
452,29,roofward,summer_dry:roofward->signal_ridge:herbs:shored,v28-455188,True,True,True,True,True,False,True
453,29,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523846,True,True,True,True,False,True,True
454,29,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442755,True,True,True,True,False,False,True
455,29,orchard_fen,summer_dry:orchard_fen->roofward:seeds:stable,v28-443206,True,True,True,True,False,False,True
456,29,riverbend,summer_dry:riverbend->archive_quarter:planks:stable,v28-514480,True,True,True,True,False,False,True
457,29,roofward,summer_dry:roofward->signal_ridge:wire:shored,v28-444984,True,True,True,True,True,False,True
458,29,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523700,True,True,True,True,False,True,True
459,29,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442637,True,True,True,True,False,False,True
460,29,orchard_fen,summer_dry:orchard_fen->roofward:water:stable,v28-443952,True,True,True,True,False,False,True
461,29,riverbend,summer_dry:riverbend->archive_quarter:planks:stable,v28-514779,True,True,True,True,False,False,True
462,29,roofward,summer_dry:roofward->signal_ridge:herbs:shored,v28-455144,True,True,True,True,True,False,True
463,29,archive_quarter,summer_dry:archive_quarter->orchard_fen:planks:stable,v28-536666,True,True,True,True,False,True,True
464,30,orchard_fen,summer_dry:orchard_fen->riverbend:oil:stable,v28-431459,True,True,True,True,False,True,True
465,30,riverbend,summer_dry:riverbend->roofward:planks:stable,v28-434504,True,True,True,True,False,False,True
466,30,roofward,summer_dry:roofward->archive_quarter:herbs:shored,v28-492169,True,True,True,True,True,False,True
467,30,archive_quarter,summer_dry:archive_quarter->signal_ridge:wire:stable,v28-524912,True,True,True,True,False,False,True
468,30,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-462915,True,True,True,True,False,False,True
469,30,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-453317,True,True,True,True,False,True,True
470,30,riverbend,summer_dry:riverbend->roofward:water:stable,v28-424003,True,True,True,True,False,False,True
471,30,roofward,summer_dry:roofward->archive_quarter:herbs:shored,v28-492458,True,True,True,True,True,False,True
472,30,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-536119,True,True,True,True,False,False,True
473,30,signal_ridge,summer_dry:signal_ridge->orchard_fen:planks:stable,v28-498510,True,True,True,True,False,False,True
474,30,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:stable,v28-453395,True,True,True,True,False,True,True
475,30,riverbend,summer_dry:riverbend->roofward:planks:stable,v28-434568,True,True,True,True,False,False,True
476,30,roofward,summer_dry:roofward->archive_quarter:thread:shored,v28-503329,True,True,True,True,True,False,True
477,30,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535969,True,True,True,True,False,False,True
478,30,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-463068,True,True,True,True,False,False,True
479,30,orchard_fen,summer_dry:orchard_fen->riverbend:oil:stable,v28-431303,True,True,True,True,False,True,True
480,31,riverbend,summer_dry:riverbend->archive_quarter:thread:stable,v28-512818,True,True,True,True,False,True,True
481,31,roofward,summer_dry:roofward->signal_ridge:herbs:shored,v28-454800,True,True,True,True,True,False,True
482,31,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-523636,True,True,True,True,False,False,True
483,31,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442372,True,True,True,True,False,False,True
484,31,orchard_fen,summer_dry:orchard_fen->roofward:seeds:shored,v28-444048,True,True,True,True,True,False,True
485,31,riverbend,summer_dry:riverbend->archive_quarter:planks:stable,v28-515117,True,True,True,True,False,True,True
486,31,roofward,summer_dry:roofward->signal_ridge:wire:shored,v28-445484,True,True,True,True,True,False,True
487,31,archive_quarter,summer_dry:archive_quarter->orchard_fen:paper:stable,v28-524228,True,True,True,True,False,False,True
488,31,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-443137,True,True,True,True,False,False,True
489,31,orchard_fen,summer_dry:orchard_fen->roofward:water:shored,v28-445979,True,True,True,True,True,False,True
490,31,riverbend,summer_dry:riverbend->archive_quarter:planks:stable,v28-514479,True,True,True,True,False,True,True
491,31,roofward,summer_dry:roofward->signal_ridge:herbs:shored,v28-454952,True,True,True,True,True,False,True
492,31,archive_quarter,summer_dry:archive_quarter->orchard_fen:planks:stable,v28-536243,True,True,True,True,False,False,True
493,31,signal_ridge,summer_dry:signal_ridge->riverbend:oil:stable,v28-442523,True,True,True,True,False,False,True
494,31,orchard_fen,summer_dry:orchard_fen->roofward:seeds:shored,v28-444005,True,True,True,True,True,False,True
495,31,riverbend,summer_dry:riverbend->archive_quarter:thread:stable,v28-513564,True,True,True,True,False,True,True
496,32,roofward,summer_dry:roofward->archive_quarter:thread:shored,v28-503335,True,True,True,True,True,True,True
497,32,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-536182,True,True,True,True,False,False,True
498,32,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-463077,True,True,True,True,False,False,True
499,32,orchard_fen,summer_dry:orchard_fen->riverbend:oil:shored,v28-432528,True,True,True,True,True,False,True
500,32,riverbend,summer_dry:riverbend->roofward:planks:shored,v28-435378,True,True,True,True,True,False,True
501,32,roofward,summer_dry:roofward->archive_quarter:herbs:shored,v28-492133,True,True,True,True,True,True,True
502,32,archive_quarter,summer_dry:archive_quarter->signal_ridge:wire:stable,v28-524683,True,True,True,True,False,False,True
503,32,signal_ridge,summer_dry:signal_ridge->orchard_fen:oil:stable,v28-462869,True,True,True,True,False,False,True
504,32,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:shored,v28-454111,True,True,True,True,True,False,True
505,32,riverbend,summer_dry:riverbend->roofward:water:shored,v28-424579,True,True,True,True,True,False,True
506,32,roofward,summer_dry:roofward->archive_quarter:herbs:shored,v28-491999,True,True,True,True,True,True,True
507,32,archive_quarter,summer_dry:archive_quarter->signal_ridge:paper:stable,v28-535644,True,True,True,True,False,False,True
508,32,signal_ridge,summer_dry:signal_ridge->orchard_fen:planks:stable,v28-498047,True,True,True,True,False,False,True
509,32,orchard_fen,summer_dry:orchard_fen->riverbend:seeds:shored,v28-453989,True,True,True,True,True,False,True
510,32,riverbend,summer_dry:riverbend->roofward:planks:shored,v28-435528,True,True,True,True,True,False,True
