arc_id,day,arc_turn,conflict_topic,participants,remembered_prior_arc,public_conflict_summary,active_counterproposal_count,arc_state_version,arc_ready
v17-arc-07,21,5,ritual noise,Ori|Sova,v17-arc-06,ritual noise conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-07,21,6,rest space,Vonn|Keth,v17-arc-06,rest space conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-07,21,7,rest space,Sova|Melo,v17-arc-06,rest space conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-07,21,8,tool access,Keth|Nari|Vonn,v17-arc-06,tool access conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-07,21,9,repair interruption,Melo|Ori,v17-arc-06,repair interruption conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-08,22,0,route safety,Ori|Sova,v17-arc-06,route safety conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-08,22,1,rest space,Vonn|Keth,v17-arc-06,rest space conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-08,22,2,tool access,Sova|Melo|Ori,v17-arc-07,tool access conflict among Sova/Melo/Ori with public counterproposal terms.,3,17,1
v17-arc-08,22,3,archive privacy,Keth|Nari,v17-arc-07,archive privacy conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-08,22,4,route safety,Melo|Ori,v17-arc-07,route safety conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-08,22,5,ritual noise,Nari|Vonn,v17-arc-07,ritual noise conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-08,22,6,market debt,Ori|Sova|Melo,v17-arc-07,market debt conflict among Ori/Sova/Melo with public counterproposal terms.,3,17,1
v17-arc-08,22,7,ritual noise,Vonn|Keth,v17-arc-07,ritual noise conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-08,22,8,rest space,Sova|Melo,v17-arc-07,rest space conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-08,22,9,ritual noise,Keth|Nari,v17-arc-07,ritual noise conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-08,23,0,market debt,Nari|Vonn|Keth,v17-arc-07,market debt conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-08,23,1,market debt,Ori|Sova,v17-arc-07,market debt conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-08,23,2,route safety,Vonn|Keth,v17-arc-07,route safety conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-08,23,3,market debt,Sova|Melo,v17-arc-07,market debt conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-08,23,4,repair interruption,Keth|Nari|Vonn,v17-arc-07,repair interruption conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-08,23,5,market debt,Melo|Ori,v17-arc-07,market debt conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-08,23,6,archive privacy,Nari|Vonn,v17-arc-07,archive privacy conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-08,23,7,repair interruption,Ori|Sova,v17-arc-08,repair interruption conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-08,23,8,ritual noise,Vonn|Keth|Nari,v17-arc-08,ritual noise conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-08,23,9,route safety,Sova|Melo,v17-arc-08,route safety conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-08,24,0,tool access,Melo|Ori,v17-arc-08,tool access conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-08,24,1,repair interruption,Nari|Vonn,v17-arc-08,repair interruption conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-08,24,2,tool access,Ori|Sova|Melo,v17-arc-08,tool access conflict among Ori/Sova/Melo with public counterproposal terms.,3,17,1
v17-arc-08,24,3,repair interruption,Vonn|Keth,v17-arc-08,repair interruption conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-08,24,4,ritual noise,Sova|Melo,v17-arc-08,ritual noise conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-08,24,5,archive privacy,Keth|Nari,v17-arc-08,archive privacy conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-08,24,6,archive privacy,Melo|Ori|Sova,v17-arc-08,archive privacy conflict among Melo/Ori/Sova with public counterproposal terms.,3,17,1
v17-arc-08,24,7,market debt,Nari|Vonn,v17-arc-08,market debt conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-08,24,8,archive privacy,Ori|Sova,v17-arc-08,archive privacy conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-08,24,9,archive privacy,Vonn|Keth,v17-arc-08,archive privacy conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-09,25,0,route safety,Keth|Nari|Vonn,v17-arc-06,route safety conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-09,25,1,route safety,Melo|Ori,v17-arc-06,route safety conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-09,25,2,market debt,Nari|Vonn,v17-arc-06,market debt conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-09,25,3,ritual noise,Ori|Sova,v17-arc-06,ritual noise conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-09,25,4,repair interruption,Vonn|Keth|Nari,v17-arc-06,repair interruption conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-09,25,5,repair interruption,Sova|Melo,v17-arc-06,repair interruption conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-09,25,6,tool access,Keth|Nari,v17-arc-06,tool access conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-09,25,7,archive privacy,Melo|Ori,v17-arc-06,archive privacy conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-09,25,8,archive privacy,Nari|Vonn|Keth,v17-arc-06,archive privacy conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-09,25,9,rest space,Ori|Sova,v17-arc-06,rest space conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-09,26,0,archive privacy,Sova|Melo,v17-arc-06,archive privacy conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-09,26,1,ritual noise,Keth|Nari,v17-arc-06,ritual noise conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-09,26,2,archive privacy,Melo|Ori|Sova,v17-arc-06,archive privacy conflict among Melo/Ori/Sova with public counterproposal terms.,3,17,1
v17-arc-09,26,3,rest space,Nari|Vonn,v17-arc-06,rest space conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-09,26,4,ritual noise,Ori|Sova,v17-arc-06,ritual noise conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-09,26,5,archive privacy,Vonn|Keth,v17-arc-07,archive privacy conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-09,26,6,ritual noise,Sova|Melo|Ori,v17-arc-07,ritual noise conflict among Sova/Melo/Ori with public counterproposal terms.,3,17,1
v17-arc-09,26,7,rest space,Keth|Nari,v17-arc-07,rest space conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-09,26,8,repair interruption,Melo|Ori,v17-arc-07,repair interruption conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-09,26,9,market debt,Nari|Vonn,v17-arc-07,market debt conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-09,27,0,tool access,Vonn|Keth|Nari,v17-arc-07,tool access conflict among Vonn/Keth/Nari with public counterproposal terms.,3,17,1
v17-arc-09,27,1,route safety,Sova|Melo,v17-arc-07,route safety conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-09,27,2,rest space,Keth|Nari,v17-arc-07,rest space conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-09,27,3,ritual noise,Melo|Ori,v17-arc-07,ritual noise conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-09,27,4,archive privacy,Nari|Vonn|Keth,v17-arc-07,archive privacy conflict among Nari/Vonn/Keth with public counterproposal terms.,3,17,1
v17-arc-09,27,5,rest space,Ori|Sova,v17-arc-07,rest space conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-09,27,6,tool access,Vonn|Keth,v17-arc-07,tool access conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-09,27,7,route safety,Sova|Melo,v17-arc-07,route safety conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-09,27,8,archive privacy,Keth|Nari|Vonn,v17-arc-07,archive privacy conflict among Keth/Nari/Vonn with public counterproposal terms.,3,17,1
v17-arc-09,27,9,rest space,Melo|Ori,v17-arc-07,rest space conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-10,28,0,market debt,Ori|Sova,v17-arc-08,market debt conflict among Ori/Sova with public counterproposal terms.,2,17,1
v17-arc-10,28,1,ritual noise,Vonn|Keth,v17-arc-08,ritual noise conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-10,28,2,tool access,Sova|Melo|Ori,v17-arc-08,tool access conflict among Sova/Melo/Ori with public counterproposal terms.,3,17,1
v17-arc-10,28,3,market debt,Keth|Nari,v17-arc-08,market debt conflict among Keth/Nari with public counterproposal terms.,2,17,1
v17-arc-10,28,4,rest space,Melo|Ori,v17-arc-08,rest space conflict among Melo/Ori with public counterproposal terms.,2,17,1
v17-arc-10,28,5,repair interruption,Nari|Vonn,v17-arc-08,repair interruption conflict among Nari/Vonn with public counterproposal terms.,2,17,1
v17-arc-10,28,6,market debt,Ori|Sova|Melo,v17-arc-08,market debt conflict among Ori/Sova/Melo with public counterproposal terms.,3,17,1
v17-arc-10,28,7,repair interruption,Vonn|Keth,v17-arc-08,repair interruption conflict among Vonn/Keth with public counterproposal terms.,2,17,1
v17-arc-10,28,8,rest space,Sova|Melo,v17-arc-08,rest space conflict among Sova/Melo with public counterproposal terms.,2,17,1
v17-arc-10,28,9,repair interruption,Keth|Nari,v17-arc-08,repair interruption conflict among Keth/Nari with public counterproposal terms.,2,17,1
