tick_id,day,route_id,export_hash,import_hash,exported_bytes,import_attempted,import_accepted,roundtrip_ok,rejected_reason,visible_import_notice
356,24,riverbend_roofward,v31-512949,v31-469347,70,False,False,True,none,export ready
357,24,roofward_archive,v31-519030,v31-455634,69,True,True,v31-519030,none,import accepted
358,24,archive_signal,v31-473728,v31-411260,66,False,False,True,none,export ready
359,24,signal_orchard,v31-582388,v31-516664,74,True,True,v31-582388,none,import accepted
360,25,central_repair_ring,v31-614006,v31-568424,78,False,False,True,none,export ready
361,25,riverbend_roofward,v31-511932,v31-469708,70,True,True,v31-511932,none,import accepted
362,25,roofward_archive,v31-498778,v31-455634,69,False,False,True,none,export ready
363,25,archive_signal,v31-452918,v31-411260,66,False,False,True,none,export ready
364,25,signal_orchard,v31-442455,v31-401715,65,True,True,v31-442455,none,import accepted
365,25,orchard_riverbend,v31-602507,v31-556849,77,False,False,True,none,export ready
366,25,central_repair_ring,v31-614006,v31-568424,78,False,False,True,none,export ready
367,25,riverbend_roofward,v31-512166,v31-469708,70,False,False,True,none,export ready
368,25,roofward_archive,v31-568330,v31-524257,75,False,False,True,none,export ready
369,25,archive_signal,v31-452918,v31-411609,66,True,True,v31-452918,none,import accepted
370,25,signal_orchard,v31-561122,v31-517241,74,False,False,True,none,export ready
371,25,orchard_riverbend,v31-602641,v31-556849,77,False,False,True,none,export ready
372,25,central_repair_ring,v31-629259,v31-568535,78,False,False,True,none,export ready
373,25,riverbend_roofward,v31-526185,v31-469708,70,False,False,True,none,export ready
374,25,roofward_archive,v31-568462,v31-524626,75,True,True,v31-568462,none,import accepted
375,26,archive_signal,v31-530855,v31-487364,72,False,False,True,none,export ready
376,26,signal_orchard,v31-561253,v31-516651,74,True,True,v31-561253,none,import accepted
377,26,orchard_riverbend,v31-602750,v31-556958,77,False,False,True,none,export ready
378,26,central_repair_ring,v31-629259,v31-568535,78,False,False,True,none,export ready
379,26,riverbend_roofward,v31-643754,v31-597929,80,False,False,True,none,export ready
380,26,roofward_archive,v31-568699,v31-524626,75,False,False,True,none,export ready
381,26,archive_signal,v31-530984,v31-487364,72,False,False,True,none,export ready
382,26,signal_orchard,v31-560532,v31-516651,74,False,False,True,none,export ready
383,26,orchard_riverbend,v31-601786,v31-557067,77,False,False,True,none,export ready
384,26,central_repair_ring,v31-636406,v31-568913,78,True,True,v31-636406,none,import accepted
385,26,riverbend_roofward,v31-659110,v31-597929,80,False,False,True,none,export ready
386,26,roofward_archive,v31-568831,v31-524626,75,False,False,True,none,export ready
387,26,archive_signal,v31-531219,v31-487470,72,False,False,True,none,export ready
388,26,signal_orchard,v31-575246,v31-516651,74,False,False,True,none,export ready
389,26,orchard_riverbend,v31-632611,v31-557550,77,True,True,v31-632611,none,import accepted
390,27,central_repair_ring,v31-614471,v31-569024,78,False,False,True,none,export ready
391,27,riverbend_roofward,v31-643891,v31-598310,80,True,True,v31-643891,none,import accepted
392,27,roofward_archive,v31-568831,v31-524626,75,False,False,True,none,export ready
393,27,archive_signal,v31-531348,v31-487470,72,False,False,True,none,export ready
394,27,signal_orchard,v31-560769,v31-516757,74,False,False,True,none,export ready
395,27,orchard_riverbend,v31-602135,v31-557550,77,False,False,True,none,export ready
396,27,central_repair_ring,v31-614582,v31-569135,78,False,False,True,none,export ready
397,27,riverbend_roofward,v31-644135,v31-598310,80,False,False,True,none,export ready
398,27,roofward_archive,v31-569071,v31-524734,75,False,False,True,none,export ready
399,27,archive_signal,v31-531348,v31-487831,72,True,True,v31-531348,none,import accepted
400,27,signal_orchard,v31-560900,v31-516757,74,False,False,True,none,export ready
401,27,orchard_riverbend,v31-602269,v31-557550,77,False,False,True,none,export ready
402,27,central_repair_ring,v31-628552,v31-568246,78,False,False,True,none,export ready
403,27,riverbend_roofward,v31-658917,v31-598310,80,False,False,True,none,export ready
404,27,roofward_archive,v31-583892,v31-525103,75,True,True,v31-583892,none,import accepted
405,28,archive_signal,v31-531686,v31-487937,72,False,False,True,none,export ready
406,28,signal_orchard,v31-561031,v31-517122,74,True,True,v31-561031,none,import accepted
407,28,orchard_riverbend,v31-602269,v31-557550,77,False,False,True,none,export ready
408,28,central_repair_ring,v31-628552,v31-568246,78,False,False,True,none,export ready
409,28,riverbend_roofward,v31-644382,v31-598420,80,False,False,True,none,export ready
410,28,roofward_archive,v31-569308,v31-525103,75,False,False,True,none,export ready
411,28,archive_signal,v31-531686,v31-487937,72,False,False,True,none,export ready
412,28,signal_orchard,v31-561265,v31-517122,74,False,False,True,none,export ready
413,28,orchard_riverbend,v31-601530,v31-557051,77,True,True,v31-601530,none,import accepted
414,28,central_repair_ring,v31-613693,v31-568624,78,True,True,v31-613693,none,import accepted
415,28,riverbend_roofward,v31-659451,v31-598420,80,False,False,True,none,export ready
416,28,roofward_archive,v31-569440,v31-525103,75,False,False,True,none,export ready
417,28,archive_signal,v31-546292,v31-488043,72,False,False,True,none,export ready
418,28,signal_orchard,v31-575704,v31-517122,74,False,False,True,none,export ready
419,28,orchard_riverbend,v31-601904,v31-557425,77,True,True,v31-601904,none,import accepted
420,29,central_repair_ring,v31-614047,v31-540988,76,True,True,v31-614047,none,import accepted
421,29,riverbend_roofward,v31-644519,v31-598801,80,True,True,v31-644519,none,import accepted
422,29,roofward_archive,v31-583707,v31-525103,75,False,False,True,none,export ready
423,29,archive_signal,v31-546292,v31-488043,72,False,False,True,none,export ready
424,29,signal_orchard,v31-561502,v31-517228,74,False,False,True,none,export ready
425,29,orchard_riverbend,v31-602278,v31-557425,77,False,False,True,none,export ready
426,29,central_repair_ring,v31-585650,v31-540988,76,False,False,True,none,export ready
427,29,riverbend_roofward,v31-644763,v31-598801,80,False,False,True,none,export ready
428,29,roofward_archive,v31-569680,v31-525211,75,False,False,True,none,export ready
429,29,archive_signal,v31-531792,v31-488404,72,True,True,v31-531792,none,import accepted
430,29,signal_orchard,v31-576216,v31-517228,74,False,False,True,none,export ready
431,29,orchard_riverbend,v31-617032,v31-557425,77,False,False,True,none,export ready
432,29,central_repair_ring,v31-585894,v31-541099,76,False,False,True,none,export ready
433,29,riverbend_roofward,v31-660119,v31-598801,80,False,False,True,none,export ready
434,29,roofward_archive,v31-584224,v31-525211,75,True,False,True,stale branch revision,rejected: stale branch revision
435,30,signal_orchard,v31-561739,v31-517334,74,False,False,True,none,export ready
436,30,orchard_riverbend,v31-602278,v31-556619,77,True,True,v31-602278,none,import accepted
437,30,central_repair_ring,v31-586027,v31-541099,76,False,False,True,none,export ready
438,30,riverbend_roofward,v31-644900,v31-598801,80,False,False,True,none,export ready
439,30,roofward_archive,v31-584332,v31-525319,75,False,False,True,none,export ready
440,30,archive_signal,v31-532024,v31-488404,72,False,False,True,none,export ready
441,30,signal_orchard,v31-561739,v31-517334,74,False,False,True,none,export ready
442,30,orchard_riverbend,v31-601338,v31-556619,77,False,False,True,none,export ready
443,30,central_repair_ring,v31-586271,v31-541210,76,False,False,True,none,export ready
444,30,riverbend_roofward,v31-644900,v31-599182,80,True,True,v31-644900,none,import accepted
445,30,roofward_archive,v31-591893,v31-525319,75,False,False,True,none,export ready
446,30,archive_signal,v31-532153,v31-488404,72,False,False,True,none,export ready
447,30,signal_orchard,v31-584066,v31-517440,74,False,False,True,none,export ready
448,30,orchard_riverbend,v31-623761,v31-556619,77,False,False,True,none,export ready
449,30,central_repair_ring,v31-609376,v31-541584,76,True,True,v31-609376,none,import accepted
450,31,riverbend_roofward,v31-645254,v31-599292,80,False,False,True,none,export ready
451,31,roofward_archive,v31-569920,v31-525688,75,True,True,v31-569920,none,import accepted
452,31,archive_signal,v31-532153,v31-488404,72,False,False,True,none,export ready
453,31,signal_orchard,v31-584066,v31-517440,74,False,False,True,none,export ready
454,31,orchard_riverbend,v31-601581,v31-556728,77,False,False,True,none,export ready
455,31,central_repair_ring,v31-586512,v31-541584,76,False,False,True,none,export ready
456,31,riverbend_roofward,v31-645254,v31-599292,80,False,False,True,none,export ready
457,31,roofward_archive,v31-570157,v31-525688,75,False,False,True,none,export ready
458,31,archive_signal,v31-532388,v31-488510,72,False,False,True,none,export ready
459,31,signal_orchard,v31-561845,v31-516652,74,True,True,v31-561845,none,import accepted
460,31,orchard_riverbend,v31-624285,v31-556728,77,False,False,True,none,export ready
461,31,central_repair_ring,v31-586645,v31-541584,76,False,False,True,none,export ready
462,31,riverbend_roofward,v31-667541,v31-597585,80,True,True,v31-667541,none,import accepted
463,31,roofward_archive,v31-592539,v31-525688,75,False,False,True,none,export ready
464,31,archive_signal,v31-554016,v31-488871,72,True,True,v31-554016,none,import accepted
465,32,signal_orchard,v31-561032,v31-516758,74,False,False,True,none,export ready
466,32,orchard_riverbend,v31-601715,v31-555895,77,True,True,v31-601715,none,import accepted
467,32,central_repair_ring,v31-616848,v31-541584,76,False,False,True,none,export ready
468,32,riverbend_roofward,v31-643410,v31-597585,80,False,False,True,none,export ready
469,32,roofward_archive,v31-570397,v31-524030,75,True,True,v31-570397,none,import accepted
470,32,archive_signal,v31-532620,v31-488871,72,False,False,True,none,export ready
471,32,signal_orchard,v31-583800,v31-516758,74,False,False,True,none,export ready
472,32,orchard_riverbend,v31-601955,v31-555895,77,False,False,True,none,export ready
473,32,central_repair_ring,v31-586889,v31-541695,76,False,False,True,none,export ready
474,32,riverbend_roofward,v31-643547,v31-596732,80,True,True,v31-643547,none,import accepted
475,32,roofward_archive,v31-568499,v31-524030,75,False,False,True,none,export ready
476,32,archive_signal,v31-532749,v31-488871,72,False,False,True,none,export ready
477,32,signal_orchard,v31-583084,v31-516864,74,False,False,True,none,export ready
478,32,orchard_riverbend,v31-623670,v31-555895,77,False,False,True,none,export ready
479,32,central_repair_ring,v31-616534,v31-542069,76,True,True,v31-616534,none,import accepted
480,33,riverbend_roofward,v31-512667,v31-468811,70,False,False,True,none,export ready
481,33,roofward_archive,v31-568631,v31-523210,75,True,True,v31-568631,none,import accepted
482,33,archive_signal,v31-532749,v31-488871,72,False,False,True,none,export ready
483,33,signal_orchard,v31-583084,v31-516864,74,False,False,True,none,export ready
484,33,orchard_riverbend,v31-602198,v31-556004,77,False,False,True,none,export ready
485,33,central_repair_ring,v31-587130,v31-542069,76,False,False,True,none,export ready
486,33,riverbend_roofward,v31-512777,v31-468921,70,False,False,True,none,export ready
487,33,roofward_archive,v31-569000,v31-523210,75,False,False,True,none,export ready
488,33,archive_signal,v31-532029,v31-488022,72,False,False,True,none,export ready
489,33,signal_orchard,v31-561138,v31-516049,74,True,True,v31-561138,none,import accepted
490,33,orchard_riverbend,v31-624621,v31-556004,77,False,False,True,none,export ready
491,33,central_repair_ring,v31-587263,v31-542069,76,False,False,True,none,export ready
492,33,riverbend_roofward,v31-541943,v31-469031,70,False,False,True,none,export ready
493,33,roofward_archive,v31-567943,v31-523210,75,False,False,True,none,export ready
494,33,archive_signal,v31-552974,v31-488383,72,True,True,v31-552974,none,import accepted
495,34,signal_orchard,v31-560523,v31-515200,74,False,False,True,none,export ready
496,34,orchard_riverbend,v31-602332,v31-556004,77,True,False,True,stale branch revision,rejected: stale branch revision
497,34,central_repair_ring,v31-587263,v31-542069,76,False,False,True,none,export ready
498,34,riverbend_roofward,v31-541278,v31-469031,70,False,False,True,none,export ready
499,34,roofward_archive,v31-590984,v31-523318,75,False,False,True,none,export ready
500,34,archive_signal,v31-532261,v31-488383,72,False,False,True,none,export ready
501,34,signal_orchard,v31-560523,v31-515200,74,False,False,True,none,export ready
502,34,orchard_riverbend,v31-625457,v31-556004,77,False,False,True,none,export ready
503,34,central_repair_ring,v31-586309,v31-542180,76,False,False,True,none,export ready
504,34,riverbend_roofward,v31-512887,v31-469392,70,True,True,v31-512887,none,import accepted
505,34,roofward_archive,v31-590541,v31-523426,75,False,False,True,none,export ready
506,34,archive_signal,v31-531228,v31-488383,72,False,False,True,none,export ready
507,34,signal_orchard,v31-581882,v31-515306,74,False,False,True,none,export ready
508,34,orchard_riverbend,v31-625036,v31-556004,77,False,False,True,none,export ready
509,34,central_repair_ring,v31-608573,v31-540383,76,True,True,v31-608573,none,import accepted
510,35,roofward_archive,v31-568399,v31-523534,75,False,False,True,none,export ready
511,35,archive_signal,v31-531463,v31-487715,72,True,True,v31-531463,none,import accepted
512,35,signal_orchard,v31-581882,v31-515306,74,False,False,True,none,export ready
513,35,orchard_riverbend,v31-602466,v31-556004,77,False,False,True,none,export ready
514,35,central_repair_ring,v31-584490,v31-540494,76,False,False,True,none,export ready
515,35,riverbend_roofward,v31-513121,v31-469392,70,False,False,True,none,export ready
516,35,roofward_archive,v31-568399,v31-523534,75,False,False,True,none,export ready
517,35,archive_signal,v31-530666,v31-487821,72,False,False,True,none,export ready
518,35,signal_orchard,v31-560866,v31-515777,74,True,True,v31-560866,none,import accepted
519,35,orchard_riverbend,v31-602466,v31-556378,77,True,True,v31-602466,none,import accepted
520,35,central_repair_ring,v31-599139,v31-540494,76,False,False,True,none,export ready
521,35,riverbend_roofward,v31-513248,v31-469392,70,False,False,True,none,export ready
522,35,roofward_archive,v31-583328,v31-523642,75,False,False,True,none,export ready
523,35,archive_signal,v31-545001,v31-487927,72,False,False,True,none,export ready
524,35,signal_orchard,v31-560051,v31-516142,74,True,True,v31-560051,none,import accepted
525,36,orchard_riverbend,v31-602815,v31-556861,77,True,True,v31-602815,none,import accepted
526,36,central_repair_ring,v31-584623,v31-539670,76,True,True,v31-584623,none,import accepted
527,36,riverbend_roofward,v31-513248,v31-469392,70,False,False,True,none,export ready
528,36,roofward_archive,v31-568507,v31-523642,75,False,False,True,none,export ready
529,36,archive_signal,v31-453420,v31-412378,66,False,False,True,none,export ready
530,36,signal_orchard,v31-560522,v31-516248,74,False,False,True,none,export ready
531,36,orchard_riverbend,v31-601982,v31-556861,77,False,False,True,none,export ready
532,36,central_repair_ring,v31-584864,v31-539670,76,False,False,True,none,export ready
533,36,riverbend_roofward,v31-541333,v31-469502,70,False,False,True,none,export ready
534,36,roofward_archive,v31-568507,v31-524011,75,True,True,v31-568507,none,import accepted
535,36,archive_signal,v31-467278,v31-412378,66,False,False,True,none,export ready
536,36,signal_orchard,v31-560759,v31-516354,74,False,False,True,none,export ready
537,36,orchard_riverbend,v31-601243,v31-555988,77,False,False,True,none,export ready
538,36,central_repair_ring,v31-599792,v31-539670,76,False,False,True,none,export ready
539,36,riverbend_roofward,v31-541333,v31-469863,70,True,True,v31-541333,none,import accepted
540,37,roofward_archive,v31-568852,v31-524119,75,False,False,True,none,export ready
541,37,archive_signal,v31-453543,v31-411619,66,True,True,v31-453543,none,import accepted
542,37,signal_orchard,v31-560759,v31-516354,74,False,False,True,none,export ready
543,37,orchard_riverbend,v31-480254,v31-437817,68,False,False,True,none,export ready
544,37,central_repair_ring,v31-585108,v31-539781,76,False,False,True,none,export ready
545,37,riverbend_roofward,v31-513592,v31-469863,70,False,False,True,none,export ready
546,37,roofward_archive,v31-568852,v31-524119,75,False,False,True,none,export ready
547,37,archive_signal,v31-453769,v31-411619,66,False,False,True,none,export ready
548,37,signal_orchard,v31-560996,v31-516460,74,False,False,True,none,export ready
549,37,orchard_riverbend,v31-480363,v31-438282,68,True,True,v31-480363,none,import accepted
550,37,central_repair_ring,v31-599478,v31-539781,76,False,False,True,none,export ready
551,37,riverbend_roofward,v31-513719,v31-469863,70,False,False,True,none,export ready
552,37,roofward_archive,v31-583504,v31-524227,75,False,False,True,none,export ready
553,37,archive_signal,v31-467109,v31-411619,66,False,False,True,none,export ready
554,37,signal_orchard,v31-575710,v31-516825,74,True,True,v31-575710,none,import accepted
555,38,orchard_riverbend,v31-601944,v31-556689,77,False,False,True,none,export ready
556,38,central_repair_ring,v31-614119,v31-568375,78,True,True,v31-614119,none,import accepted
557,38,riverbend_roofward,v31-513719,v31-469863,70,False,False,True,none,export ready
558,38,roofward_archive,v31-583504,v31-524227,75,False,False,True,none,export ready
559,38,archive_signal,v31-453998,v31-411725,66,False,False,True,none,export ready
560,38,signal_orchard,v31-561230,v31-516825,74,False,False,True,none,export ready
561,38,orchard_riverbend,v31-601944,v31-556689,77,False,False,True,none,export ready
562,38,central_repair_ring,v31-585704,v31-540377,76,False,False,True,none,export ready
563,38,riverbend_roofward,v31-512812,v31-469973,70,False,False,True,none,export ready
564,38,roofward_archive,v31-568960,v31-524596,75,True,True,v31-568960,none,import accepted
565,38,archive_signal,v31-467597,v31-411725,66,False,False,True,none,export ready
566,38,signal_orchard,v31-561361,v31-516825,74,False,False,True,none,export ready
567,38,orchard_riverbend,v31-617088,v31-557172,77,True,True,v31-617088,none,import accepted
568,38,central_repair_ring,v31-600464,v31-540488,76,False,False,True,none,export ready
569,38,riverbend_roofward,v31-526564,v31-470334,70,True,True,v31-526564,none,import accepted
570,39,roofward_archive,v31-569197,v31-524596,75,False,False,True,none,export ready
571,39,archive_signal,v31-454121,v31-412074,66,True,True,v31-454121,none,import accepted
572,39,signal_orchard,v31-561361,v31-516825,74,False,False,True,none,export ready
573,39,orchard_riverbend,v31-602293,v31-557172,77,False,False,True,none,export ready
574,39,central_repair_ring,v31-586059,v31-540973,76,True,True,v31-586059,none,import accepted
575,39,riverbend_roofward,v31-513046,v31-470334,70,False,False,True,none,export ready
576,39,roofward_archive,v31-569197,v31-524596,75,False,False,True,none,export ready
577,39,archive_signal,v31-454347,v31-412074,66,False,False,True,none,export ready
578,39,signal_orchard,v31-561598,v31-516931,74,False,False,True,none,export ready
579,39,orchard_riverbend,v31-602293,v31-557546,77,True,True,v31-602293,none,import accepted
580,39,central_repair_ring,v31-586300,v31-540973,76,False,False,True,none,export ready
581,39,riverbend_roofward,v31-513173,v31-470334,70,False,False,True,none,export ready
582,39,roofward_archive,v31-582599,v31-523731,75,False,False,True,none,export ready
583,39,archive_signal,v31-468205,v31-412074,66,False,False,True,none,export ready
584,39,signal_orchard,v31-576037,v31-516341,74,True,True,v31-576037,none,import accepted
585,40,central_repair_ring,v31-614319,v31-568197,78,False,False,True,none,export ready
586,40,riverbend_roofward,v31-513173,v31-469704,70,True,True,v31-513173,none,import accepted
587,40,roofward_archive,v31-582599,v31-523731,75,False,False,True,none,export ready
588,40,archive_signal,v31-454470,v31-412074,66,False,False,True,none,export ready
589,40,signal_orchard,v31-560877,v31-516341,74,False,False,True,none,export ready
590,40,orchard_riverbend,v31-602533,v31-557546,77,False,False,True,none,export ready
591,40,central_repair_ring,v31-614319,v31-568197,78,False,False,True,none,export ready
592,40,riverbend_roofward,v31-512543,v31-469704,70,False,False,True,none,export ready
593,40,roofward_archive,v31-568572,v31-523839,75,False,False,True,none,export ready
594,40,archive_signal,v31-454470,v31-411468,66,True,True,v31-454470,none,import accepted
595,40,signal_orchard,v31-582823,v31-516341,74,False,False,True,none,export ready
596,40,orchard_riverbend,v31-602667,v31-557546,77,False,False,True,none,export ready
597,40,central_repair_ring,v31-637295,v31-568308,78,False,False,True,none,export ready
598,40,riverbend_roofward,v31-512670,v31-469704,70,False,False,True,none,export ready
599,40,roofward_archive,v31-589979,v31-524208,75,True,True,v31-589979,none,import accepted
600,41,archive_signal,v31-531476,v31-487211,72,False,False,True,none,export ready
601,41,signal_orchard,v31-582823,v31-516706,74,True,True,v31-582823,none,import accepted
602,41,orchard_riverbend,v31-602667,v31-557546,77,False,False,True,none,export ready
603,41,central_repair_ring,v31-637013,v31-568308,78,False,False,True,none,export ready
604,41,riverbend_roofward,v31-644298,v31-597925,80,False,False,True,none,export ready
605,41,roofward_archive,v31-568809,v31-524208,75,False,False,True,none,export ready
606,41,archive_signal,v31-531476,v31-487211,72,False,False,True,none,export ready
607,41,signal_orchard,v31-561111,v31-516706,74,False,False,True,none,export ready
608,41,orchard_riverbend,v31-602801,v31-557546,77,False,False,True,none,export ready
609,41,central_repair_ring,v31-614430,v31-568686,78,True,True,v31-614430,none,import accepted
610,41,riverbend_roofward,v31-667485,v31-597925,80,False,False,True,none,export ready
611,41,roofward_archive,v31-568941,v31-524208,75,False,False,True,none,export ready
612,41,archive_signal,v31-552527,v31-487317,72,False,False,True,none,export ready
613,41,signal_orchard,v31-583332,v31-516706,74,False,False,True,none,export ready
614,41,orchard_riverbend,v31-625224,v31-557920,77,True,True,v31-625224,none,import accepted
615,42,central_repair_ring,v31-614784,v31-568797,78,False,False,True,none,export ready
616,42,riverbend_roofward,v31-644435,v31-598306,80,True,True,v31-644435,none,import accepted
617,42,roofward_archive,v31-569073,v31-524208,75,False,False,True,none,export ready
618,42,archive_signal,v31-552527,v31-487317,72,False,False,True,none,export ready
619,42,signal_orchard,v31-442967,v31-401392,65,False,False,True,none,export ready
620,42,orchard_riverbend,v31-603041,v31-557920,77,False,False,True,none,export ready
621,42,central_repair_ring,v31-638212,v31-568797,78,False,False,True,none,export ready
622,42,riverbend_roofward,v31-644679,v31-598306,80,False,False,True,none,export ready
623,42,roofward_archive,v31-569313,v31-524685,75,True,True,v31-569313,none,import accepted
624,42,archive_signal,v31-531711,v31-487678,72,True,True,v31-531711,none,import accepted
625,42,signal_orchard,v31-462834,v31-401392,65,False,False,True,none,export ready
626,42,orchard_riverbend,v31-603175,v31-557920,77,False,False,True,none,export ready
627,42,central_repair_ring,v31-637366,v31-568797,78,False,False,True,none,export ready
628,42,riverbend_roofward,v31-666856,v31-598306,80,False,False,True,none,export ready
629,42,roofward_archive,v31-569550,v31-525054,75,True,True,v31-569550,none,import accepted
630,43,archive_signal,v31-532178,v31-488145,72,True,True,v31-532178,none,import accepted
631,43,signal_orchard,v31-443089,v31-401739,65,True,True,v31-443089,none,import accepted
632,43,orchard_riverbend,v31-603175,v31-557920,77,False,False,True,none,export ready
633,43,central_repair_ring,v31-637792,v31-568797,78,False,False,True,none,export ready
634,43,riverbend_roofward,v31-644926,v31-598416,80,False,False,True,none,export ready
635,43,roofward_archive,v31-569787,v31-525054,75,False,False,True,none,export ready
636,43,archive_signal,v31-532410,v31-488145,72,False,False,True,none,export ready
637,43,signal_orchard,v31-443436,v31-401739,65,False,False,True,none,export ready
638,43,orchard_riverbend,v31-482114,v31-439677,68,False,False,True,none,export ready
639,43,central_repair_ring,v31-637086,v31-569175,78,True,True,v31-637086,none,import accepted
640,43,riverbend_roofward,v31-667826,v31-598416,80,False,False,True,none,export ready
641,43,roofward_archive,v31-569919,v31-525054,75,False,False,True,none,export ready
642,43,archive_signal,v31-562004,v31-488251,72,False,False,True,none,export ready
643,43,signal_orchard,v31-443558,v31-401739,65,False,False,True,none,export ready
644,43,orchard_riverbend,v31-482114,v31-439051,68,True,True,v31-482114,none,import accepted
645,44,central_repair_ring,v31-615138,v31-569286,78,False,False,True,none,export ready
646,44,riverbend_roofward,v31-645063,v31-598797,80,True,True,v31-645063,none,import accepted
647,44,roofward_archive,v31-569919,v31-525054,75,False,False,True,none,export ready
648,44,archive_signal,v31-562004,v31-488251,72,False,False,True,none,export ready
649,44,signal_orchard,v31-442687,v31-401845,65,False,False,True,none,export ready
650,44,orchard_riverbend,v31-481363,v31-439051,68,False,False,True,none,export ready
651,44,central_repair_ring,v31-615138,v31-569286,78,False,False,True,none,export ready
652,44,riverbend_roofward,v31-513976,v31-470756,70,False,False,True,none,export ready
653,44,roofward_archive,v31-499652,v31-456635,69,False,False,True,none,export ready
654,44,archive_signal,v31-532516,v31-488612,72,True,True,v31-532516,none,import accepted
655,44,signal_orchard,v31-463459,v31-401845,65,False,False,True,none,export ready
656,44,orchard_riverbend,v31-481488,v31-439051,68,False,False,True,none,export ready
657,44,central_repair_ring,v31-637118,v31-569397,78,False,False,True,none,export ready
658,44,riverbend_roofward,v31-535663,v31-471227,70,True,True,v31-535663,none,import accepted
659,44,roofward_archive,v31-520803,v31-456992,69,True,True,v31-520803,none,import accepted
660,45,signal_orchard,v31-442915,v31-401951,65,False,False,True,none,export ready
661,45,orchard_riverbend,v31-481613,v31-439407,68,True,True,v31-481613,none,import accepted
662,45,central_repair_ring,v31-637118,v31-569397,78,False,False,True,none,export ready
663,45,riverbend_roofward,v31-514447,v31-471227,70,False,False,True,none,export ready
664,45,roofward_archive,v31-570504,v31-525639,75,False,False,True,none,export ready
665,45,archive_signal,v31-532748,v31-488612,72,False,False,True,none,export ready
666,45,signal_orchard,v31-442915,v31-401951,65,False,False,True,none,export ready
667,45,orchard_riverbend,v31-481844,v31-439407,68,False,False,True,none,export ready
668,45,central_repair_ring,v31-615495,v31-569508,78,False,False,True,none,export ready
669,45,riverbend_roofward,v31-528733,v31-471588,70,True,True,v31-528733,none,import accepted
670,45,roofward_archive,v31-585156,v31-525747,75,False,False,True,none,export ready
671,45,archive_signal,v31-532877,v31-488612,72,False,False,True,none,export ready
672,45,signal_orchard,v31-456772,v31-402404,65,True,True,v31-456772,none,import accepted
673,45,orchard_riverbend,v31-481844,v31-439407,68,False,False,True,none,export ready
674,45,central_repair_ring,v31-615630,v31-569886,78,True,True,v31-615630,none,import accepted
675,46,riverbend_roofward,v31-514791,v31-471698,70,False,False,True,none,export ready
676,46,roofward_archive,v31-570744,v31-525143,75,True,True,v31-570744,none,import accepted
677,46,archive_signal,v31-532983,v31-488718,72,False,False,True,none,export ready
678,46,signal_orchard,v31-443246,v31-402404,65,False,False,True,none,export ready
679,46,orchard_riverbend,v31-603427,v31-557098,77,True,True,v31-603427,none,import accepted
680,46,central_repair_ring,v31-616008,v31-569886,78,False,False,True,none,export ready
681,46,riverbend_roofward,v31-514791,v31-471698,70,False,False,True,none,export ready
682,46,roofward_archive,v31-570008,v31-525143,75,False,False,True,none,export ready
683,46,archive_signal,v31-532056,v31-488824,72,False,False,True,none,export ready
684,46,signal_orchard,v31-443246,v31-402751,65,True,True,v31-443246,none,import accepted
685,46,orchard_riverbend,v31-602487,v31-557098,77,False,False,True,none,export ready
686,46,central_repair_ring,v31-630867,v31-569886,78,False,False,True,none,export ready
687,46,riverbend_roofward,v31-527662,v31-470817,70,False,False,True,none,export ready
688,46,roofward_archive,v31-584829,v31-525143,75,False,False,True,none,export ready
689,46,archive_signal,v31-560838,v31-488336,72,True,True,v31-560838,none,import accepted
690,47,signal_orchard,v31-561949,v31-518331,74,False,False,True,none,export ready
691,47,orchard_riverbend,v31-601414,v31-556265,77,True,True,v31-601414,none,import accepted
692,47,central_repair_ring,v31-616008,v31-569886,78,False,False,True,none,export ready
693,47,riverbend_roofward,v31-533611,v31-470817,70,False,False,True,none,export ready
694,47,roofward_archive,v31-570248,v31-525251,75,False,False,True,none,export ready
695,47,archive_signal,v31-531439,v31-488336,72,False,False,True,none,export ready
696,47,signal_orchard,v31-561100,v31-517482,74,False,False,True,none,export ready
697,47,orchard_riverbend,v31-601654,v31-556265,77,False,False,True,none,export ready
698,47,central_repair_ring,v31-616254,v31-569997,78,False,False,True,none,export ready
699,47,riverbend_roofward,v31-534408,v31-470061,70,True,True,v31-534408,none,import accepted
700,47,roofward_archive,v31-584515,v31-525251,75,False,False,True,none,export ready
701,47,archive_signal,v31-531568,v31-488336,72,False,False,True,none,export ready
702,47,signal_orchard,v31-561206,v31-517588,74,False,False,True,none,export ready
703,47,orchard_riverbend,v31-616127,v31-556265,77,False,False,True,none,export ready
704,47,central_repair_ring,v31-631396,v31-569375,78,True,True,v31-631396,none,import accepted
705,48,riverbend_roofward,v31-513137,v31-470171,70,False,False,True,none,export ready
706,48,roofward_archive,v31-569191,v31-525620,75,True,True,v31-569191,none,import accepted
707,48,archive_signal,v31-531568,v31-488336,72,False,False,True,none,export ready
708,48,signal_orchard,v31-575645,v31-517588,74,False,False,True,none,export ready
709,48,orchard_riverbend,v31-601897,v31-556374,77,False,False,True,none,export ready
710,48,central_repair_ring,v31-615497,v31-569375,78,False,False,True,none,export ready
711,48,riverbend_roofward,v31-513264,v31-470171,70,False,False,True,none,export ready
712,48,roofward_archive,v31-569428,v31-525620,75,False,False,True,none,export ready
713,48,archive_signal,v31-531803,v31-488442,72,False,False,True,none,export ready
