tick_id,day,settlement_id,reload_index,need_count,care_count,rest_count,weather_loan_count,welfare_count,checksum,restored_body_state_visible,restored_care_duties_visible,restored_rest_negotiations_visible,restored_weather_loans_visible,restored_welfare_recovery_visible,replay_exportable
2208,123,cinder_garden,60,443,264,392,393,443,863a5e2c82521e50,True,True,True,True,True,True
2216,124,glass_harbor,58,444,372,245,395,444,42f4e8fdf598cf2c,True,True,True,True,True,True
2224,124,orchid_engine,60,445,381,258,347,445,f2135c08f90584d0,True,True,True,True,True,True
2232,125,lichen_bridge,59,447,364,269,422,447,654ffa75ff28eb5b,True,True,True,True,True,True
2240,125,glass_harbor,59,449,376,248,399,449,449a87452e33d2aa,True,True,True,True,True,True
2248,125,orchid_engine,61,450,385,262,350,450,2f394ab295d8bee5,True,True,True,True,True,True
2256,126,lichen_bridge,60,452,368,272,427,452,a327a2a9e9dbdbac,True,True,True,True,True,True
2264,126,glass_harbor,60,453,379,250,403,453,b6689dd598914a85,True,True,True,True,True,True
2272,127,moss_ward,59,454,383,261,404,454,dae34555e6c2155d,True,True,True,True,True,True
2280,127,lichen_bridge,61,457,372,276,432,457,37387b5d9e13624f,True,True,True,True,True,True
2288,128,cinder_garden,61,459,272,408,407,459,bd74722508a0641e,True,True,True,True,True,True
2296,128,moss_ward,60,459,388,265,409,459,eae90c98dd67d830,True,True,True,True,True,True
2304,129,orchid_engine,62,461,396,270,360,461,136b830be347045b,True,True,True,True,True,True
2312,129,cinder_garden,62,464,275,413,412,464,a59437aa99d2a324,True,True,True,True,True,True
2320,129,moss_ward,61,464,393,268,414,464,ee63f27e0c3f35c3,True,True,True,True,True,True
2328,130,orchid_engine,63,466,398,274,363,466,0bf3b9b9a793555c,True,True,True,True,True,True
2336,130,cinder_garden,63,468,277,417,416,468,dc4184cd9c9e7b5f,True,True,True,True,True,True
2344,131,glass_harbor,61,469,393,258,417,469,535380c2c936231f,True,True,True,True,True,True
2352,131,orchid_engine,64,471,402,277,367,471,2f502b525aba768e,True,True,True,True,True,True
2360,132,lichen_bridge,62,473,384,287,447,473,f904161254d9b347,True,True,True,True,True,True
2368,132,glass_harbor,62,474,398,262,422,474,6a5aa49a1a12787e,True,True,True,True,True,True
2376,133,moss_ward,62,475,403,274,423,475,b1864edc3732992a,True,True,True,True,True,True
2384,133,lichen_bridge,63,478,386,291,451,478,9540f73719806777,True,True,True,True,True,True
2392,133,glass_harbor,63,479,403,265,427,479,43e2ee6c01b1e48e,True,True,True,True,True,True
2400,134,moss_ward,63,480,406,279,428,480,bb8a0b75ac5ffeb6,True,True,True,True,True,True
2408,134,lichen_bridge,64,482,389,294,455,482,378ece92f3191524,True,True,True,True,True,True
2416,135,cinder_garden,64,484,288,433,430,484,c0dd9b4163bed380,True,True,True,True,True,True
2424,135,moss_ward,64,485,409,283,431,485,c31b3f159bf5edc7,True,True,True,True,True,True
2432,136,orchid_engine,65,487,415,286,379,487,7bf34a6e457fcee9,True,True,True,True,True,True
2440,136,cinder_garden,65,489,291,438,433,489,d7a31f3aea2f2e35,True,True,True,True,True,True
2448,137,glass_harbor,64,490,413,271,436,490,0d36eabde3442854,True,True,True,True,True,True
2456,137,orchid_engine,66,492,420,289,384,492,50a889cb62ec14de,True,True,True,True,True,True
2464,137,cinder_garden,66,494,295,443,438,494,65297558fcb4806b,True,True,True,True,True,True
2472,138,glass_harbor,65,495,417,274,441,495,1888f149c9620034,True,True,True,True,True,True
2480,138,orchid_engine,67,496,424,291,388,496,eb4715891f769deb,True,True,True,True,True,True
2488,139,lichen_bridge,65,498,400,306,470,498,5e2bf7a4d1bdf750,True,True,True,True,True,True
2496,139,glass_harbor,66,500,422,277,444,500,ce0ee1ca3d3773be,True,True,True,True,True,True
2504,140,moss_ward,65,501,422,293,446,501,7f26d9abc4ae6b2c,True,True,True,True,True,True
2512,140,lichen_bridge,66,503,405,310,475,503,4674223202f88f0e,True,True,True,True,True,True
2520,141,cinder_garden,67,505,303,454,448,505,b84e5b4708920cd9,True,True,True,True,True,True
2528,141,moss_ward,66,506,426,297,450,506,fbfc2f6110fecb9c,True,True,True,True,True,True
2536,141,lichen_bridge,67,508,409,314,480,508,44f5db7ccbc40afb,True,True,True,True,True,True
2544,142,cinder_garden,68,510,306,459,452,510,c2b5946314cfc71f,True,True,True,True,True,True
2552,142,moss_ward,67,510,430,299,454,510,a56a94546639624a,True,True,True,True,True,True
2560,143,orchid_engine,68,512,439,302,400,512,7e3bf053bed0c29d,True,True,True,True,True,True
2568,143,cinder_garden,69,515,310,464,457,515,82a37b20323255b9,True,True,True,True,True,True
2576,144,glass_harbor,67,516,436,287,459,516,8f92ff34aaafb9c5,True,True,True,True,True,True
2584,144,orchid_engine,69,517,443,306,403,517,7217c4c2d068cec9,True,True,True,True,True,True
2592,145,lichen_bridge,68,519,417,321,490,519,f2eae407c75ec293,True,True,True,True,True,True
2600,145,glass_harbor,68,521,440,290,463,521,85720dcb95b8e3cc,True,True,True,True,True,True
2608,145,orchid_engine,70,522,447,310,406,522,3f8da8128abbbc74,True,True,True,True,True,True
2616,146,lichen_bridge,69,524,421,323,495,524,fd5f3fe7bb89773a,True,True,True,True,True,True
2624,146,glass_harbor,69,525,444,292,467,525,b0619b8df0c6f073,True,True,True,True,True,True
2632,147,moss_ward,68,526,443,308,468,526,1796a35bb3d3273f,True,True,True,True,True,True
2640,147,lichen_bridge,70,529,425,327,500,529,4c304b088e043fcd,True,True,True,True,True,True
2648,148,cinder_garden,70,531,318,480,471,531,148469e1e6cfca8e,True,True,True,True,True,True
2656,148,moss_ward,69,531,448,311,473,531,60bb7eedba6fd7b7,True,True,True,True,True,True
2664,149,orchid_engine,71,533,458,318,416,533,b918e35fa3924f24,True,True,True,True,True,True
2672,149,cinder_garden,71,536,321,485,476,536,7f72987f0af34b35,True,True,True,True,True,True
2680,149,moss_ward,70,536,453,314,478,536,0ebeabda8dfe0ebd,True,True,True,True,True,True
2688,150,orchid_engine,72,538,461,322,419,538,61c2a9ff7b14bc19,True,True,True,True,True,True
2696,150,cinder_garden,72,540,323,489,480,540,95ade774cd2ea66b,True,True,True,True,True,True
2704,151,glass_harbor,70,541,459,300,481,541,b0be6fc67d7418f5,True,True,True,True,True,True
2712,151,orchid_engine,73,543,465,325,423,543,7a0a9321a701c2d7,True,True,True,True,True,True
2720,152,lichen_bridge,71,545,439,337,515,545,3af62e886c3ece32,True,True,True,True,True,True
2728,152,glass_harbor,71,546,464,303,486,546,9be455e321fa0728,True,True,True,True,True,True
2736,153,moss_ward,71,547,463,321,487,547,ba8ebcbfaef861fe,True,True,True,True,True,True
2744,153,lichen_bridge,72,550,442,341,519,550,bb5067e30dcb7640,True,True,True,True,True,True
2752,153,glass_harbor,72,551,469,306,491,551,ec49acd1cca9024d,True,True,True,True,True,True
2760,154,moss_ward,72,552,467,323,492,552,2800c828fc7cbb1b,True,True,True,True,True,True
2768,154,lichen_bridge,73,554,444,344,523,554,4c09a2709e9a673b,True,True,True,True,True,True
2776,155,cinder_garden,73,556,332,505,494,556,6be8d5e52dbcbbc6,True,True,True,True,True,True
2784,155,moss_ward,73,557,471,327,495,557,ba98e647dc93acf4,True,True,True,True,True,True
2792,156,orchid_engine,74,559,479,334,435,559,24cf9c9f10bff02f,True,True,True,True,True,True
2800,156,cinder_garden,74,561,335,510,497,561,a9b6bb7f5759fde9,True,True,True,True,True,True
2808,157,glass_harbor,73,562,479,313,500,562,c23bd2828c94d3c2,True,True,True,True,True,True
2816,157,orchid_engine,75,564,484,337,440,564,b2f522505831c5b2,True,True,True,True,True,True
2824,157,cinder_garden,75,566,338,515,502,566,b0f5dfa302812577,True,True,True,True,True,True
2832,158,glass_harbor,74,567,484,315,505,567,5fbc913afbffa29e,True,True,True,True,True,True
2840,158,orchid_engine,76,568,488,338,444,568,8ab7d5adac39c7e1,True,True,True,True,True,True
2848,159,lichen_bridge,74,570,455,355,538,570,8974248d205f80aa,True,True,True,True,True,True
2856,159,glass_harbor,75,572,489,318,508,572,e3595117f48878fa,True,True,True,True,True,True
2864,160,moss_ward,74,573,486,337,510,573,9e53799c19c625c5,True,True,True,True,True,True
2872,160,lichen_bridge,75,575,460,359,543,575,4f5f11a797fed60f,True,True,True,True,True,True
2880,161,cinder_garden,76,577,346,526,512,577,e82cb96fa54d8530,True,True,True,True,True,True
2888,161,moss_ward,75,578,491,341,514,578,c4a9ff1dfbe897b6,True,True,True,True,True,True
2896,161,lichen_bridge,76,580,464,363,548,580,8b5f8cd131c10193,True,True,True,True,True,True
2904,162,cinder_garden,77,582,348,531,516,582,16627d662df41ebe,True,True,True,True,True,True
2912,162,moss_ward,76,582,495,343,518,582,18ba48879d0edf65,True,True,True,True,True,True
2920,163,orchid_engine,77,584,502,350,456,584,54da87a5ec1b070d,True,True,True,True,True,True
2928,163,cinder_garden,78,587,352,536,521,587,5dc48f9089855690,True,True,True,True,True,True
2936,164,glass_harbor,76,588,505,328,523,588,9c30ef3cbcb7417e,True,True,True,True,True,True
2944,164,orchid_engine,78,589,506,353,459,589,f71b5f74e16d9e1c,True,True,True,True,True,True
2952,165,lichen_bridge,77,591,472,371,558,591,d4e208f58f03424c,True,True,True,True,True,True
2960,165,glass_harbor,77,593,509,331,527,593,f8728e580df3007d,True,True,True,True,True,True
2968,165,orchid_engine,79,594,510,357,462,594,a1f2ceb67e000506,True,True,True,True,True,True
2976,166,lichen_bridge,78,596,477,373,563,596,570fb9f100693ca9,True,True,True,True,True,True
2984,166,glass_harbor,78,597,513,333,531,597,f8a79131df900af9,True,True,True,True,True,True
2992,167,moss_ward,77,598,509,352,532,598,17361cecbc09c1c2,True,True,True,True,True,True
3000,167,lichen_bridge,79,601,481,377,568,601,e8cb33fd16742942,True,True,True,True,True,True
3008,168,cinder_garden,79,603,362,552,535,603,1f982adbd8640332,True,True,True,True,True,True
3016,168,moss_ward,78,603,514,356,537,603,fdb926f3ea63b7cc,True,True,True,True,True,True
3024,169,orchid_engine,80,605,521,365,472,605,41a0255f43235523,True,True,True,True,True,True
3032,169,cinder_garden,80,608,365,557,540,608,bd540f8811720c46,True,True,True,True,True,True
3040,169,moss_ward,79,608,518,359,542,608,7ec4058b5e762e6c,True,True,True,True,True,True
3048,170,orchid_engine,81,610,523,369,475,610,86fb3ea6e6c75873,True,True,True,True,True,True
3056,170,cinder_garden,81,612,367,561,544,612,6385c73c486673cf,True,True,True,True,True,True
3064,171,glass_harbor,79,613,527,341,545,613,829700cf3ec76571,True,True,True,True,True,True
3072,171,orchid_engine,82,615,527,372,479,615,fa4955ba9187db32,True,True,True,True,True,True
3080,172,lichen_bridge,80,617,494,388,583,617,af65451b8b5adeba,True,True,True,True,True,True
3088,172,glass_harbor,80,618,532,345,550,618,0a791398e39e67b3,True,True,True,True,True,True
3096,173,moss_ward,80,619,528,365,551,619,340b9795e0d34f3b,True,True,True,True,True,True
3104,173,lichen_bridge,81,622,497,392,587,622,281516d3cf7916c6,True,True,True,True,True,True
3112,173,glass_harbor,81,623,537,348,555,623,db3a7eefe0c2e25a,True,True,True,True,True,True
3120,174,moss_ward,81,624,531,370,556,624,44bff2780d9b5d4b,True,True,True,True,True,True
3128,174,lichen_bridge,82,626,500,395,591,626,526f2da37cbb963c,True,True,True,True,True,True
3136,175,cinder_garden,82,628,377,577,558,628,1b325f794784b195,True,True,True,True,True,True
3144,175,moss_ward,82,629,534,374,559,629,5cca80f1ae20f9ce,True,True,True,True,True,True
3152,176,orchid_engine,83,631,540,381,491,631,0d001f71bdf37b8a,True,True,True,True,True,True
3160,176,cinder_garden,83,633,380,582,561,633,1ce38cf53f503fa5,True,True,True,True,True,True
3168,177,glass_harbor,82,634,547,354,564,634,8d5351c2b9928ca9,True,True,True,True,True,True
3176,177,orchid_engine,84,636,545,384,496,636,81c11844ae4ab588,True,True,True,True,True,True
3184,177,cinder_garden,84,638,383,587,566,638,063c1866910c8292,True,True,True,True,True,True
3192,178,glass_harbor,83,639,552,357,569,639,02ce805488c88a7f,True,True,True,True,True,True
3200,178,orchid_engine,85,640,549,386,500,640,45d7724fb92a870d,True,True,True,True,True,True
3208,179,lichen_bridge,83,642,511,407,606,642,6ae023467be5e0cf,True,True,True,True,True,True
3216,179,glass_harbor,84,644,557,360,572,644,1471490b63c54779,True,True,True,True,True,True
3224,180,moss_ward,83,645,548,384,574,645,4bdfe7bbe5c6c970,True,True,True,True,True,True
3232,180,lichen_bridge,84,647,516,411,611,647,bc9ede107cd1e866,True,True,True,True,True,True
3240,181,cinder_garden,85,649,391,598,576,649,08b32b12af436875,True,True,True,True,True,True
3248,181,moss_ward,84,650,551,388,578,650,ce7457fa1567e2af,True,True,True,True,True,True
3256,181,lichen_bridge,85,652,520,415,616,652,b52e7d54ff3031ab,True,True,True,True,True,True
3264,182,cinder_garden,86,654,393,603,580,654,b551ad6ea03dd5ef,True,True,True,True,True,True
3272,182,moss_ward,85,654,555,390,582,654,f562287c59b71f1f,True,True,True,True,True,True
3280,183,orchid_engine,86,656,564,397,512,656,6839a58869aa06b6,True,True,True,True,True,True
3288,183,cinder_garden,87,659,397,608,585,659,8cb4dfc8d6326952,True,True,True,True,True,True
3296,184,glass_harbor,85,660,572,370,587,660,f28f4f4c4d0a08e9,True,True,True,True,True,True
3304,184,orchid_engine,87,661,568,401,515,661,b77c478128403f84,True,True,True,True,True,True
3312,185,lichen_bridge,86,663,528,422,626,663,6533d37f3a006fde,True,True,True,True,True,True
3320,185,glass_harbor,86,665,575,373,591,665,6b3c99cccf79d9f5,True,True,True,True,True,True
3328,185,orchid_engine,88,666,572,405,518,666,a85ae1bc46741a4b,True,True,True,True,True,True
3336,186,lichen_bridge,87,668,532,426,631,668,7d70cc6fcaadae83,True,True,True,True,True,True
3344,186,glass_harbor,87,669,578,375,595,669,11604875c0bdad65,True,True,True,True,True,True
3352,187,moss_ward,86,670,569,398,596,670,5213d955fe7af6d8,True,True,True,True,True,True
3360,187,lichen_bridge,88,673,536,430,636,673,dcd9a4c4162cb1e8,True,True,True,True,True,True
3368,188,cinder_garden,88,675,406,624,599,675,f6892978bddb7402,True,True,True,True,True,True
3376,188,moss_ward,87,675,574,402,601,675,11ee7ac3b3270ddb,True,True,True,True,True,True
3384,189,orchid_engine,89,677,583,413,528,677,89e50505cd896abb,True,True,True,True,True,True
3392,189,cinder_garden,89,680,410,629,604,680,3eb994246a9128e2,True,True,True,True,True,True
3400,189,moss_ward,88,680,579,405,606,680,26c0901f03d1d87c,True,True,True,True,True,True
3408,190,orchid_engine,90,682,585,417,531,682,b32699795152ca0e,True,True,True,True,True,True
3416,190,cinder_garden,90,684,414,633,608,684,0ac2d3ef3d6bd75a,True,True,True,True,True,True
3424,191,glass_harbor,88,685,592,383,609,685,0f5b1987f3d5fc3c,True,True,True,True,True,True
3432,191,orchid_engine,91,687,589,420,535,687,8994ecc05aed97d7,True,True,True,True,True,True
3440,192,lichen_bridge,89,689,549,441,651,689,cb064c59849e8be0,True,True,True,True,True,True
3448,192,glass_harbor,89,690,597,386,614,690,adc97d99efc26de0,True,True,True,True,True,True
3456,193,moss_ward,89,691,589,411,615,691,bffe11617b0750c6,True,True,True,True,True,True
3464,193,lichen_bridge,90,694,551,445,655,694,bb097506f3a93439,True,True,True,True,True,True
3472,193,glass_harbor,90,695,602,389,619,695,f6ff90e38d4afe55,True,True,True,True,True,True
3480,194,moss_ward,90,696,592,415,620,696,fd00f4f8db1975bb,True,True,True,True,True,True
3488,194,lichen_bridge,91,698,554,448,659,698,7ea3bb77403c6ac1,True,True,True,True,True,True
3496,195,cinder_garden,91,700,423,649,622,700,845fb11be0c241d1,True,True,True,True,True,True
3504,195,moss_ward,91,701,595,419,623,701,44b6ce1ed780b02f,True,True,True,True,True,True
3512,196,orchid_engine,92,703,602,429,547,703,f66a2fc80af585ed,True,True,True,True,True,True
3520,196,cinder_garden,92,705,426,654,625,705,95cbc27097ff4c25,True,True,True,True,True,True
3528,197,glass_harbor,91,706,612,396,628,706,7d06f467c621eb9c,True,True,True,True,True,True
3536,197,orchid_engine,93,708,607,432,552,708,20e214b23b645851,True,True,True,True,True,True
3544,197,cinder_garden,93,710,429,659,630,710,d0fef304b59e3f14,True,True,True,True,True,True
3552,198,glass_harbor,92,711,617,398,633,711,6d87fe3f2a0b235e,True,True,True,True,True,True
3560,198,orchid_engine,94,712,611,433,556,712,e52c6316eaff03a1,True,True,True,True,True,True
3568,199,lichen_bridge,92,714,566,459,674,714,b48f804dca0e1546,True,True,True,True,True,True
3576,199,glass_harbor,93,716,622,401,636,716,fea46dab4aef3f7c,True,True,True,True,True,True
3584,200,moss_ward,92,717,608,429,638,717,631c0d9920035569,True,True,True,True,True,True
3592,200,lichen_bridge,93,719,571,463,679,719,a550317d8c63ff76,True,True,True,True,True,True
3600,201,cinder_garden,94,721,438,670,640,721,110c4afbb9ba35ac,True,True,True,True,True,True
3608,201,moss_ward,93,722,611,433,642,722,2eb675826475dcfb,True,True,True,True,True,True
3616,201,lichen_bridge,94,724,575,467,684,724,d3dc7bb04a062bb6,True,True,True,True,True,True
3624,202,cinder_garden,95,726,443,675,644,726,c217932732e02d9e,True,True,True,True,True,True
3632,202,moss_ward,94,726,615,435,646,726,1cd70ab57a078640,True,True,True,True,True,True
3640,203,orchid_engine,95,728,626,445,568,728,4c17627b5671eb17,True,True,True,True,True,True
3648,203,cinder_garden,96,731,448,680,649,731,615511cdf6d98600,True,True,True,True,True,True
3656,204,glass_harbor,94,732,638,411,651,732,1de11fb67a9d552c,True,True,True,True,True,True
3664,204,orchid_engine,96,733,630,448,571,733,0d7bbe140f692b92,True,True,True,True,True,True
3672,205,lichen_bridge,95,735,583,475,694,735,369b2167a2a2b010,True,True,True,True,True,True
3680,205,glass_harbor,95,737,641,415,655,737,088fc6ae249af4d0,True,True,True,True,True,True
3688,205,orchid_engine,97,738,634,452,574,738,1f112fcb82b9afe0,True,True,True,True,True,True
3696,206,lichen_bridge,96,740,587,477,699,740,df1ef82ac335da62,True,True,True,True,True,True
3704,206,glass_harbor,96,741,644,417,659,741,1e5d942126519371,True,True,True,True,True,True
3712,207,moss_ward,95,742,629,443,660,742,2fec3dd3914dc553,True,True,True,True,True,True
3720,207,lichen_bridge,97,745,591,481,704,745,bf383acdcf512c24,True,True,True,True,True,True
3728,208,cinder_garden,97,747,456,696,663,747,3720dafc152ec0aa,True,True,True,True,True,True
3736,208,moss_ward,96,747,634,447,665,747,e0c9442a40ab9a9c,True,True,True,True,True,True
3744,209,orchid_engine,98,749,645,460,584,749,f46237c033a5116e,True,True,True,True,True,True
3752,209,cinder_garden,98,752,459,701,668,752,a367f47a1c77f673,True,True,True,True,True,True
3760,209,moss_ward,97,752,639,450,670,752,a97db44223426f31,True,True,True,True,True,True
3768,210,orchid_engine,99,754,647,464,587,754,a3b4526a1b87a477,True,True,True,True,True,True
3776,210,cinder_garden,99,756,461,705,672,756,f671979dcca845a8,True,True,True,True,True,True
3784,211,glass_harbor,97,757,659,425,673,757,ac8e2bb398efe6f3,True,True,True,True,True,True
3792,211,orchid_engine,100,759,651,467,591,759,3942d85a474c745b,True,True,True,True,True,True
3800,212,lichen_bridge,98,761,604,492,719,761,9e8c1c1cd5ac8af9,True,True,True,True,True,True
3808,212,glass_harbor,98,762,664,429,678,762,077a4f4afb0b36f9,True,True,True,True,True,True
3816,213,moss_ward,98,763,649,456,679,763,c64d10d07e1f40c6,True,True,True,True,True,True
3824,213,lichen_bridge,99,766,607,496,723,766,1ad8920b08e25be8,True,True,True,True,True,True
3832,213,glass_harbor,99,767,669,432,683,767,c29be026bf3ea586,True,True,True,True,True,True
3840,214,moss_ward,99,768,652,461,684,768,caf98a551fff9e3c,True,True,True,True,True,True
3848,214,lichen_bridge,100,770,610,499,727,770,a8ce65d9a0f6163d,True,True,True,True,True,True
3856,215,cinder_garden,100,772,470,721,686,772,4340603096438d6c,True,True,True,True,True,True
3864,215,moss_ward,100,773,655,465,687,773,617d9a5d7e7f195b,True,True,True,True,True,True
3870,216,cinder_garden,101,775,472,724,688,775,139a70c97141a31f,True,True,True,True,True,True
3871,216,lichen_bridge,101,775,615,504,732,775,4e475873742a2718,True,True,True,True,True,True
3872,216,orchid_engine,101,775,665,476,603,775,3416753a43f517a9,True,True,True,True,True,True
3873,216,moss_ward,101,775,656,467,689,775,2b8df60b31c2471a,True,True,True,True,True,True
3874,216,glass_harbor,100,775,675,437,689,775,8692dcb32ff3090f,True,True,True,True,True,True
3875,216,cinder_garden,102,776,472,725,689,776,90061d1e91869895,True,True,True,True,True,True
3876,216,lichen_bridge,102,776,616,505,733,776,7ba1742141a5f885,True,True,True,True,True,True
3877,216,orchid_engine,102,776,666,477,604,776,479899c6f4c9aea1,True,True,True,True,True,True
3878,216,moss_ward,102,776,657,467,690,776,54e198f9983a74fc,True,True,True,True,True,True
3879,216,glass_harbor,101,776,676,438,690,776,8014972d60746695,True,True,True,True,True,True
3880,216,cinder_garden,103,777,473,726,689,777,f50bb0e59c56b2ad,True,True,True,True,True,True
3881,216,lichen_bridge,103,777,616,505,734,777,c1f25f8c9ade4592,True,True,True,True,True,True
3882,216,orchid_engine,103,777,667,478,605,777,b2dc44f88c9f30c5,True,True,True,True,True,True
3883,216,moss_ward,103,777,658,468,691,777,d7f8c494e5826e6a,True,True,True,True,True,True
3884,216,glass_harbor,102,777,677,438,691,777,5f773ebe91326e02,True,True,True,True,True,True
3885,216,cinder_garden,104,778,474,727,690,778,73d8cb69e37bb0bb,True,True,True,True,True,True
3886,216,lichen_bridge,104,778,617,505,735,778,993d432d07ae5d4e,True,True,True,True,True,True
3887,216,orchid_engine,104,778,668,478,606,778,a91ea32489e577b9,True,True,True,True,True,True
