frame_id,generation,household,memory_type,memory_sentence,elder_source,child_receiver,trust_charge,caution_charge,gratitude_charge,recall_probability
43,8,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g08,Hearthnest-child-g08,0.6344,0.4656,0.476,0.9136
44,8,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g08,Routehall-child-g08,0.6392,0.462,0.443,0.851968
44,8,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g08,Routehall-child-g08,0.5992,0.522,0.393,0.867968
44,8,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g08,Routehall-child-g08,0.5992,0.462,0.393,0.887968
44,8,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g08,Routehall-child-g08,0.5992,0.462,0.443,0.907968
45,8,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g08,Marketroof-child-g08,0.6456,0.4494,0.449,0.85202
45,8,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g08,Marketroof-child-g08,0.6056,0.5094,0.399,0.86802
45,8,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g08,Marketroof-child-g08,0.6056,0.4494,0.399,0.88802
45,8,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g08,Marketroof-child-g08,0.6056,0.4494,0.449,0.90802
46,8,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g08,Quietledger-child-g08,0.6328,0.4782,0.437,0.85218
46,8,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g08,Quietledger-child-g08,0.5928,0.5382,0.387,0.86818
46,8,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g08,Quietledger-child-g08,0.5928,0.4782,0.387,0.88818
46,8,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g08,Quietledger-child-g08,0.5928,0.4782,0.437,0.90818
47,8,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g08,Orchardring-child-g08,0.652,0.4458,0.455,0.852732
47,8,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g08,Orchardring-child-g08,0.612,0.5058,0.405,0.868732
47,8,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g08,Orchardring-child-g08,0.612,0.4458,0.405,0.888732
47,8,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g08,Orchardring-child-g08,0.612,0.4458,0.455,0.908732
48,8,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g08,Rainloft-child-g08,0.636,0.471,0.44,0.85214
48,8,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g08,Rainloft-child-g08,0.596,0.531,0.39,0.86814
48,8,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g08,Rainloft-child-g08,0.596,0.471,0.39,0.88814
48,8,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g08,Rainloft-child-g08,0.596,0.471,0.44,0.90814
49,9,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g09,Hearthnest-child-g09,0.6844,0.4776,0.476,0.8598
49,9,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g09,Hearthnest-child-g09,0.6444,0.5376,0.426,0.8758
49,9,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g09,Hearthnest-child-g09,0.6444,0.4776,0.426,0.8958
49,9,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g09,Hearthnest-child-g09,0.6444,0.4776,0.476,0.9158
50,9,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g09,Routehall-child-g09,0.6492,0.474,0.443,0.854168
50,9,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g09,Routehall-child-g09,0.6092,0.534,0.393,0.870168
50,9,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g09,Routehall-child-g09,0.6092,0.474,0.393,0.890168
50,9,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g09,Routehall-child-g09,0.6092,0.474,0.443,0.910168
51,9,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g09,Marketroof-child-g09,0.6556,0.4614,0.449,0.85422
51,9,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g09,Marketroof-child-g09,0.6156,0.5214,0.399,0.87022
51,9,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g09,Marketroof-child-g09,0.6156,0.4614,0.399,0.89022
51,9,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g09,Marketroof-child-g09,0.6156,0.4614,0.449,0.91022
52,9,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g09,Quietledger-child-g09,0.6428,0.4902,0.437,0.85438
52,9,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g09,Quietledger-child-g09,0.6028,0.5502,0.387,0.87038
52,9,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g09,Quietledger-child-g09,0.6028,0.4902,0.387,0.89038
52,9,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g09,Quietledger-child-g09,0.6028,0.4902,0.437,0.91038
53,9,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g09,Orchardring-child-g09,0.662,0.4578,0.455,0.854932
53,9,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g09,Orchardring-child-g09,0.622,0.5178,0.405,0.870932
53,9,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g09,Orchardring-child-g09,0.622,0.4578,0.405,0.890932
53,9,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g09,Orchardring-child-g09,0.622,0.4578,0.455,0.910932
54,9,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g09,Rainloft-child-g09,0.646,0.483,0.44,0.85434
54,9,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g09,Rainloft-child-g09,0.606,0.543,0.39,0.87034
54,9,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g09,Rainloft-child-g09,0.606,0.483,0.39,0.89034
54,9,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g09,Rainloft-child-g09,0.606,0.483,0.44,0.91034
55,10,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g10,Hearthnest-child-g10,0.6944,0.4896,0.476,0.862
55,10,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g10,Hearthnest-child-g10,0.6544,0.5496,0.426,0.878
55,10,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g10,Hearthnest-child-g10,0.6544,0.4896,0.426,0.898
55,10,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g10,Hearthnest-child-g10,0.6544,0.4896,0.476,0.918
56,10,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g10,Routehall-child-g10,0.6592,0.486,0.443,0.856368
56,10,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g10,Routehall-child-g10,0.6192,0.546,0.393,0.872368
56,10,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g10,Routehall-child-g10,0.6192,0.486,0.393,0.892368
56,10,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g10,Routehall-child-g10,0.6192,0.486,0.443,0.912368
57,10,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g10,Marketroof-child-g10,0.6656,0.4734,0.449,0.85642
57,10,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g10,Marketroof-child-g10,0.6256,0.5334,0.399,0.87242
57,10,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g10,Marketroof-child-g10,0.6256,0.4734,0.399,0.89242
57,10,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g10,Marketroof-child-g10,0.6256,0.4734,0.449,0.91242
58,10,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g10,Quietledger-child-g10,0.6528,0.5022,0.437,0.85658
58,10,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g10,Quietledger-child-g10,0.6128,0.5622,0.387,0.87258
58,10,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g10,Quietledger-child-g10,0.6128,0.5022,0.387,0.89258
58,10,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g10,Quietledger-child-g10,0.6128,0.5022,0.437,0.91258
59,10,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g10,Orchardring-child-g10,0.672,0.4698,0.455,0.857132
59,10,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g10,Orchardring-child-g10,0.632,0.5298,0.405,0.873132
59,10,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g10,Orchardring-child-g10,0.632,0.4698,0.405,0.893132
59,10,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g10,Orchardring-child-g10,0.632,0.4698,0.455,0.913132
60,10,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g10,Rainloft-child-g10,0.656,0.495,0.44,0.85654
60,10,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g10,Rainloft-child-g10,0.616,0.555,0.39,0.87254
60,10,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g10,Rainloft-child-g10,0.616,0.495,0.39,0.89254
60,10,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g10,Rainloft-child-g10,0.616,0.495,0.44,0.91254
61,11,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g11,Hearthnest-child-g11,0.7044,0.5016,0.476,0.8642
61,11,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g11,Hearthnest-child-g11,0.6644,0.5616,0.426,0.8802
61,11,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g11,Hearthnest-child-g11,0.6644,0.5016,0.426,0.9002
61,11,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g11,Hearthnest-child-g11,0.6644,0.5016,0.476,0.9202
62,11,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g11,Routehall-child-g11,0.6692,0.498,0.443,0.858568
62,11,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g11,Routehall-child-g11,0.6292,0.558,0.393,0.874568
62,11,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g11,Routehall-child-g11,0.6292,0.498,0.393,0.894568
62,11,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g11,Routehall-child-g11,0.6292,0.498,0.443,0.914568
63,11,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g11,Marketroof-child-g11,0.6756,0.4854,0.449,0.85862
63,11,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g11,Marketroof-child-g11,0.6356,0.5454,0.399,0.87462
63,11,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g11,Marketroof-child-g11,0.6356,0.4854,0.399,0.89462
63,11,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g11,Marketroof-child-g11,0.6356,0.4854,0.449,0.91462
64,11,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g11,Quietledger-child-g11,0.6628,0.5142,0.437,0.85878
64,11,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g11,Quietledger-child-g11,0.6228,0.5742,0.387,0.87478
64,11,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g11,Quietledger-child-g11,0.6228,0.5142,0.387,0.89478
64,11,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g11,Quietledger-child-g11,0.6228,0.5142,0.437,0.91478
65,11,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g11,Orchardring-child-g11,0.682,0.4818,0.455,0.859332
65,11,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g11,Orchardring-child-g11,0.642,0.5418,0.405,0.875332
65,11,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g11,Orchardring-child-g11,0.642,0.4818,0.405,0.895332
65,11,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g11,Orchardring-child-g11,0.642,0.4818,0.455,0.915332
66,11,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g11,Rainloft-child-g11,0.666,0.507,0.44,0.85874
66,11,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g11,Rainloft-child-g11,0.626,0.567,0.39,0.87474
66,11,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g11,Rainloft-child-g11,0.626,0.507,0.39,0.89474
66,11,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g11,Rainloft-child-g11,0.626,0.507,0.44,0.91474
67,12,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g12,Hearthnest-child-g12,0.7144,0.5136,0.476,0.8664
67,12,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g12,Hearthnest-child-g12,0.6744,0.5736,0.426,0.8824
67,12,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g12,Hearthnest-child-g12,0.6744,0.5136,0.426,0.9024
67,12,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g12,Hearthnest-child-g12,0.6744,0.5136,0.476,0.9224
68,12,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g12,Routehall-child-g12,0.6792,0.51,0.443,0.860768
68,12,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g12,Routehall-child-g12,0.6392,0.57,0.393,0.876768
68,12,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g12,Routehall-child-g12,0.6392,0.51,0.393,0.896768
68,12,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g12,Routehall-child-g12,0.6392,0.51,0.443,0.916768
69,12,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g12,Marketroof-child-g12,0.6856,0.4974,0.449,0.86082
69,12,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g12,Marketroof-child-g12,0.6456,0.5574,0.399,0.87682
69,12,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g12,Marketroof-child-g12,0.6456,0.4974,0.399,0.89682
69,12,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g12,Marketroof-child-g12,0.6456,0.4974,0.449,0.91682
70,12,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g12,Quietledger-child-g12,0.6728,0.5262,0.437,0.86098
70,12,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g12,Quietledger-child-g12,0.6328,0.5862,0.387,0.87698
70,12,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g12,Quietledger-child-g12,0.6328,0.5262,0.387,0.89698
70,12,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g12,Quietledger-child-g12,0.6328,0.5262,0.437,0.91698
71,12,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g12,Orchardring-child-g12,0.692,0.4938,0.455,0.861532
71,12,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g12,Orchardring-child-g12,0.652,0.5538,0.405,0.877532
71,12,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g12,Orchardring-child-g12,0.652,0.4938,0.405,0.897532
71,12,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g12,Orchardring-child-g12,0.652,0.4938,0.455,0.917532
72,12,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g12,Rainloft-child-g12,0.676,0.519,0.44,0.86094
72,12,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g12,Rainloft-child-g12,0.636,0.579,0.39,0.87694
72,12,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g12,Rainloft-child-g12,0.636,0.519,0.39,0.89694
72,12,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g12,Rainloft-child-g12,0.636,0.519,0.44,0.91694
73,13,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g13,Hearthnest-child-g13,0.7244,0.5256,0.476,0.8686
73,13,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g13,Hearthnest-child-g13,0.6844,0.5856,0.426,0.8846
73,13,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g13,Hearthnest-child-g13,0.6844,0.5256,0.426,0.9046
73,13,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g13,Hearthnest-child-g13,0.6844,0.5256,0.476,0.9246
74,13,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g13,Routehall-child-g13,0.6892,0.522,0.443,0.862968
74,13,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g13,Routehall-child-g13,0.6492,0.582,0.393,0.878968
74,13,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g13,Routehall-child-g13,0.6492,0.522,0.393,0.898968
74,13,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g13,Routehall-child-g13,0.6492,0.522,0.443,0.918968
75,13,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g13,Marketroof-child-g13,0.6956,0.5094,0.449,0.86302
75,13,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g13,Marketroof-child-g13,0.6556,0.5694,0.399,0.87902
75,13,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g13,Marketroof-child-g13,0.6556,0.5094,0.399,0.89902
75,13,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g13,Marketroof-child-g13,0.6556,0.5094,0.449,0.91902
76,13,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g13,Quietledger-child-g13,0.6828,0.5382,0.437,0.86318
76,13,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g13,Quietledger-child-g13,0.6428,0.5982,0.387,0.87918
76,13,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g13,Quietledger-child-g13,0.6428,0.5382,0.387,0.89918
76,13,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g13,Quietledger-child-g13,0.6428,0.5382,0.437,0.91918
77,13,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g13,Orchardring-child-g13,0.702,0.5058,0.455,0.863732
77,13,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g13,Orchardring-child-g13,0.662,0.5658,0.405,0.879732
77,13,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g13,Orchardring-child-g13,0.662,0.5058,0.405,0.899732
77,13,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g13,Orchardring-child-g13,0.662,0.5058,0.455,0.919732
78,13,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g13,Rainloft-child-g13,0.686,0.531,0.44,0.86314
78,13,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g13,Rainloft-child-g13,0.646,0.591,0.39,0.87914
78,13,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g13,Rainloft-child-g13,0.646,0.531,0.39,0.89914
78,13,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g13,Rainloft-child-g13,0.646,0.531,0.44,0.91914
79,14,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g14,Hearthnest-child-g14,0.7344,0.5376,0.476,0.8708
79,14,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g14,Hearthnest-child-g14,0.6944,0.5976,0.426,0.8868
79,14,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g14,Hearthnest-child-g14,0.6944,0.5376,0.426,0.9068
79,14,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g14,Hearthnest-child-g14,0.6944,0.5376,0.476,0.9268
80,14,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g14,Routehall-child-g14,0.6992,0.534,0.443,0.865168
80,14,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g14,Routehall-child-g14,0.6592,0.594,0.393,0.881168
80,14,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g14,Routehall-child-g14,0.6592,0.534,0.393,0.901168
80,14,Routehall,sleep_protection,Routehall protects sleep before work or avatar requests.,Routehall-elder-g14,Routehall-child-g14,0.6592,0.534,0.443,0.921168
81,14,Marketroof,avatar_care,Marketroof remembers help as welcome only when boundaries are kept.,Marketroof-elder-g14,Marketroof-child-g14,0.7056,0.5214,0.449,0.86522
81,14,Marketroof,boundary_warning,Marketroof teaches that pressure must be answered with a pause.,Marketroof-elder-g14,Marketroof-child-g14,0.6656,0.5814,0.399,0.88122
81,14,Marketroof,ritual_origin,Marketroof keeps the old rhythm but lets children vary it safely.,Marketroof-elder-g14,Marketroof-child-g14,0.6656,0.5214,0.399,0.90122
81,14,Marketroof,sleep_protection,Marketroof protects sleep before work or avatar requests.,Marketroof-elder-g14,Marketroof-child-g14,0.6656,0.5214,0.449,0.92122
82,14,Quietledger,avatar_care,Quietledger remembers help as welcome only when boundaries are kept.,Quietledger-elder-g14,Quietledger-child-g14,0.6928,0.5502,0.437,0.86538
82,14,Quietledger,boundary_warning,Quietledger teaches that pressure must be answered with a pause.,Quietledger-elder-g14,Quietledger-child-g14,0.6528,0.6102,0.387,0.88138
82,14,Quietledger,ritual_origin,Quietledger keeps the old rhythm but lets children vary it safely.,Quietledger-elder-g14,Quietledger-child-g14,0.6528,0.5502,0.387,0.90138
82,14,Quietledger,sleep_protection,Quietledger protects sleep before work or avatar requests.,Quietledger-elder-g14,Quietledger-child-g14,0.6528,0.5502,0.437,0.92138
83,14,Orchardring,avatar_care,Orchardring remembers help as welcome only when boundaries are kept.,Orchardring-elder-g14,Orchardring-child-g14,0.712,0.5178,0.455,0.865932
83,14,Orchardring,boundary_warning,Orchardring teaches that pressure must be answered with a pause.,Orchardring-elder-g14,Orchardring-child-g14,0.672,0.5778,0.405,0.881932
83,14,Orchardring,ritual_origin,Orchardring keeps the old rhythm but lets children vary it safely.,Orchardring-elder-g14,Orchardring-child-g14,0.672,0.5178,0.405,0.901932
83,14,Orchardring,sleep_protection,Orchardring protects sleep before work or avatar requests.,Orchardring-elder-g14,Orchardring-child-g14,0.672,0.5178,0.455,0.921932
84,14,Rainloft,avatar_care,Rainloft remembers help as welcome only when boundaries are kept.,Rainloft-elder-g14,Rainloft-child-g14,0.696,0.543,0.44,0.86534
84,14,Rainloft,boundary_warning,Rainloft teaches that pressure must be answered with a pause.,Rainloft-elder-g14,Rainloft-child-g14,0.656,0.603,0.39,0.88134
84,14,Rainloft,ritual_origin,Rainloft keeps the old rhythm but lets children vary it safely.,Rainloft-elder-g14,Rainloft-child-g14,0.656,0.543,0.39,0.90134
84,14,Rainloft,sleep_protection,Rainloft protects sleep before work or avatar requests.,Rainloft-elder-g14,Rainloft-child-g14,0.656,0.543,0.44,0.92134
85,15,Hearthnest,avatar_care,Hearthnest remembers help as welcome only when boundaries are kept.,Hearthnest-elder-g15,Hearthnest-child-g15,0.7444,0.5496,0.476,0.873
85,15,Hearthnest,boundary_warning,Hearthnest teaches that pressure must be answered with a pause.,Hearthnest-elder-g15,Hearthnest-child-g15,0.7044,0.6096,0.426,0.889
85,15,Hearthnest,ritual_origin,Hearthnest keeps the old rhythm but lets children vary it safely.,Hearthnest-elder-g15,Hearthnest-child-g15,0.7044,0.5496,0.426,0.909
85,15,Hearthnest,sleep_protection,Hearthnest protects sleep before work or avatar requests.,Hearthnest-elder-g15,Hearthnest-child-g15,0.7044,0.5496,0.476,0.929
86,15,Routehall,avatar_care,Routehall remembers help as welcome only when boundaries are kept.,Routehall-elder-g15,Routehall-child-g15,0.7092,0.546,0.443,0.867368
86,15,Routehall,boundary_warning,Routehall teaches that pressure must be answered with a pause.,Routehall-elder-g15,Routehall-child-g15,0.6692,0.606,0.393,0.883368
86,15,Routehall,ritual_origin,Routehall keeps the old rhythm but lets children vary it safely.,Routehall-elder-g15,Routehall-child-g15,0.6692,0.546,0.393,0.903368
