tick_id,day,settlement_id,resident_id,partner_id,requested_rest_minutes,workload_before,workload_after,fatigue_before,fatigue_after,autonomy_respected,refusal_or_delay,visible_rest_marker,recovery_path_open,schedule_tradeoff_recorded
1231,69,glass_harbor,Sera,Nia,35,0.18,0.18,0.5487,0.5127,True,short pause negotiated,True,True,True
1232,69,cinder_garden,Juno,Pax,40,0.184,0.18,0.5286,0.4986,True,delayed with named relief time,True,True,True
1233,69,lichen_bridge,Luma,Rin,45,0.18,0.18,0.52578,0.48978,True,short pause negotiated,True,True,True
1234,69,orchid_engine,Dax,Eli,50,0.18,0.18,0.59132,0.55532,True,short pause negotiated,True,True,True
1235,69,moss_ward,Tala,Ari,15,0.18,0.18,0.5778,0.5418,True,short pause negotiated,True,True,True
1236,69,glass_harbor,Nia,Oren,20,0.188,0.18,0.2107,0.1747,True,short pause negotiated,True,True,True
1237,69,cinder_garden,Pax,Vale,25,0.18,0.18,0.56178,0.50178,True,rest granted before duty resumes,True,True,True
1238,69,lichen_bridge,Rin,Sol,30,0.18,0.18,0.58472,0.54872,True,short pause negotiated,True,True,True
1239,69,orchid_engine,Eli,Bea,35,0.18,0.18,0.5441,0.5081,True,short pause negotiated,True,True,True
1241,69,glass_harbor,Oren,Puck,45,0.18,0.18,0.56958,0.53358,True,short pause negotiated,True,True,True
1242,70,lichen_bridge,Kio,Luma,45,0.192,0.18,0.1824,0.1464,True,short pause negotiated,True,True,True
1243,70,orchid_engine,Cai,Dax,50,0.18,0.18,0.5671,0.5311,True,short pause negotiated,True,True,True
1244,70,moss_ward,Milo,Tala,15,0.18,0.18,0.54916,0.51316,True,short pause negotiated,True,True,True
1245,70,glass_harbor,Sera,Nia,20,0.18,0.18,0.55746,0.52146,True,short pause negotiated,True,True,True
1246,70,cinder_garden,Juno,Pax,25,0.184,0.18,0.5304,0.4944,True,short pause negotiated,True,True,True
1248,70,orchid_engine,Dax,Eli,35,0.18,0.18,0.59576,0.56576,True,delayed with named relief time,True,True,True
1249,70,moss_ward,Tala,Ari,40,0.18,0.18,0.58656,0.55056,True,short pause negotiated,True,True,True
1251,70,cinder_garden,Pax,Vale,50,0.18,0.18,0.5379,0.5019,True,short pause negotiated,True,True,True
1252,70,lichen_bridge,Rin,Sol,15,0.18,0.18,0.58916,0.55316,True,short pause negotiated,True,True,True
1253,70,orchid_engine,Eli,Bea,20,0.18,0.18,0.55286,0.51686,True,short pause negotiated,True,True,True
1254,70,moss_ward,Ari,Fay,25,0.188,0.18,0.1413,0.1053,True,short pause negotiated,True,True,True
1255,70,glass_harbor,Oren,Puck,30,0.18,0.18,0.5697,0.5337,True,short pause negotiated,True,True,True
1256,70,cinder_garden,Vale,Wren,35,0.184,0.18,0.62316,0.56316,True,rest granted before duty resumes,True,True,True
1257,70,lichen_bridge,Sol,Kio,40,0.18,0.18,0.57256,0.53656,True,short pause negotiated,True,True,True
1260,71,cinder_garden,Juno,Pax,50,0.184,0.18,0.5262,0.4902,True,short pause negotiated,True,True,True
1261,71,lichen_bridge,Luma,Rin,15,0.18,0.18,0.56202,0.52602,True,short pause negotiated,True,True,True
1263,71,moss_ward,Tala,Ari,25,0.18,0.18,0.52532,0.48932,True,short pause negotiated,True,True,True
1265,71,cinder_garden,Pax,Vale,35,0.18,0.18,0.53802,0.50202,True,short pause negotiated,True,True,True
1266,71,lichen_bridge,Rin,Sol,40,0.18,0.18,0.5936,0.5576,True,short pause negotiated,True,True,True
1267,71,orchid_engine,Eli,Bea,45,0.18,0.18,0.56162,0.52562,True,short pause negotiated,True,True,True
1269,71,glass_harbor,Oren,Puck,15,0.18,0.18,0.56982,0.53382,True,short pause negotiated,True,True,True
1270,71,cinder_garden,Vale,Wren,20,0.184,0.18,0.6036,0.5676,True,short pause negotiated,True,True,True
1272,71,orchid_engine,Bea,Cai,30,0.188,0.18,0.186,0.156,True,delayed with named relief time,True,True,True
1273,71,moss_ward,Fay,Milo,35,0.18,0.18,0.57462,0.53862,True,short pause negotiated,True,True,True
1274,71,glass_harbor,Puck,Sera,40,0.18,0.18,0.56692,0.53092,True,short pause negotiated,True,True,True
1275,71,cinder_garden,Wren,Juno,45,0.18,0.18,0.61932,0.58332,True,short pause negotiated,True,True,True
1277,71,orchid_engine,Cai,Dax,15,0.18,0.18,0.56722,0.53122,True,short pause negotiated,True,True,True
1278,72,glass_harbor,Nia,Oren,15,0.192,0.18,0.2001,0.1641,True,short pause negotiated,True,True,True
1279,72,cinder_garden,Pax,Vale,20,0.18,0.18,0.53814,0.50214,True,short pause negotiated,True,True,True
1281,72,orchid_engine,Eli,Bea,30,0.18,0.18,0.57038,0.53438,True,short pause negotiated,True,True,True
1283,72,glass_harbor,Oren,Puck,40,0.18,0.18,0.56994,0.53394,True,short pause negotiated,True,True,True
1284,72,cinder_garden,Vale,Wren,45,0.184,0.18,0.60804,0.57204,True,short pause negotiated,True,True,True
1285,72,lichen_bridge,Sol,Kio,50,0.18,0.18,0.55608,0.52008,True,short pause negotiated,True,True,True
1287,72,moss_ward,Fay,Milo,20,0.18,0.18,0.57474,0.53874,True,short pause negotiated,True,True,True
1289,72,cinder_garden,Wren,Juno,30,0.18,0.18,0.62808,0.56808,True,rest granted before duty resumes,True,True,True
1290,72,lichen_bridge,Kio,Luma,35,0.188,0.18,0.21,0.174,True,short pause negotiated,True,True,True
1293,72,glass_harbor,Sera,Nia,50,0.18,0.18,0.56622,0.53022,True,short pause negotiated,True,True,True
1294,72,cinder_garden,Juno,Pax,15,0.184,0.18,0.522,0.486,True,short pause negotiated,True,True,True
1295,72,lichen_bridge,Luma,Rin,20,0.18,0.18,0.56214,0.52614,True,short pause negotiated,True,True,True
1296,73,moss_ward,Ari,Fay,20,0.192,0.18,0.2007,0.1707,True,delayed with named relief time,True,True,True
1298,73,cinder_garden,Vale,Wren,30,0.184,0.18,0.61248,0.57648,True,short pause negotiated,True,True,True
1299,73,lichen_bridge,Sol,Kio,35,0.18,0.18,0.56484,0.52884,True,short pause negotiated,True,True,True
1302,73,glass_harbor,Puck,Sera,50,0.18,0.18,0.5418,0.5058,True,short pause negotiated,True,True,True
1303,73,cinder_garden,Wren,Juno,15,0.18,0.18,0.61284,0.57684,True,short pause negotiated,True,True,True
1305,73,orchid_engine,Cai,Dax,25,0.18,0.18,0.53346,0.49746,True,short pause negotiated,True,True,True
1307,73,glass_harbor,Sera,Nia,35,0.18,0.18,0.57498,0.53898,True,short pause negotiated,True,True,True
1308,73,cinder_garden,Juno,Pax,40,0.184,0.18,0.5178,0.4818,True,short pause negotiated,True,True,True
1310,73,orchid_engine,Dax,Eli,50,0.18,0.18,0.57664,0.54064,True,short pause negotiated,True,True,True
1311,73,moss_ward,Tala,Ari,15,0.18,0.18,0.53408,0.49808,True,short pause negotiated,True,True,True
1313,73,cinder_garden,Pax,Vale,25,0.18,0.18,0.53826,0.50226,True,short pause negotiated,True,True,True
1314,74,orchid_engine,Bea,Cai,25,0.192,0.18,0.1814,0.1454,True,short pause negotiated,True,True,True
1315,74,moss_ward,Fay,Milo,30,0.18,0.18,0.54098,0.50498,True,short pause negotiated,True,True,True
1316,74,glass_harbor,Puck,Sera,35,0.18,0.18,0.54624,0.51024,True,short pause negotiated,True,True,True
1317,74,cinder_garden,Wren,Juno,40,0.18,0.18,0.6216,0.5616,True,rest granted before duty resumes,True,True,True
1320,74,moss_ward,Milo,Tala,15,0.18,0.18,0.56448,0.53448,True,delayed with named relief time,True,True,True
1321,74,glass_harbor,Sera,Nia,20,0.18,0.18,0.58374,0.54774,True,short pause negotiated,True,True,True
1322,74,cinder_garden,Juno,Pax,25,0.184,0.18,0.5136,0.4776,True,short pause negotiated,True,True,True
1323,74,lichen_bridge,Luma,Rin,30,0.18,0.18,0.52838,0.49238,True,short pause negotiated,True,True,True
1324,74,orchid_engine,Dax,Eli,35,0.18,0.18,0.58108,0.54508,True,short pause negotiated,True,True,True
1325,74,moss_ward,Tala,Ari,40,0.18,0.18,0.54284,0.50684,True,short pause negotiated,True,True,True
1326,74,glass_harbor,Nia,Oren,45,0.188,0.18,0.1577,0.1217,True,short pause negotiated,True,True,True
1327,74,cinder_garden,Pax,Vale,50,0.18,0.18,0.53838,0.50238,True,short pause negotiated,True,True,True
1328,74,lichen_bridge,Rin,Sol,15,0.18,0.18,0.56848,0.53848,True,delayed with named relief time,True,True,True
1329,74,orchid_engine,Eli,Bea,20,0.18,0.18,0.50914,0.47314,True,short pause negotiated,True,True,True
1332,75,lichen_bridge,Kio,Luma,30,0.192,0.18,0.1994,0.1634,True,short pause negotiated,True,True,True
1333,75,orchid_engine,Cai,Dax,35,0.18,0.18,0.5697,0.5337,True,short pause negotiated,True,True,True
1334,75,moss_ward,Milo,Tala,40,0.18,0.18,0.57492,0.53892,True,short pause negotiated,True,True,True
1335,75,glass_harbor,Sera,Nia,45,0.18,0.18,0.5225,0.4865,True,short pause negotiated,True,True,True
1336,75,cinder_garden,Juno,Pax,50,0.184,0.18,0.5094,0.4494,True,rest granted before duty resumes,True,True,True
1338,75,orchid_engine,Dax,Eli,20,0.18,0.18,0.51552,0.47952,True,short pause negotiated,True,True,True
1339,75,moss_ward,Tala,Ari,25,0.18,0.18,0.5516,0.5156,True,short pause negotiated,True,True,True
1341,75,cinder_garden,Pax,Vale,35,0.18,0.18,0.5385,0.5025,True,short pause negotiated,True,True,True
1342,75,lichen_bridge,Rin,Sol,40,0.18,0.18,0.57892,0.54292,True,short pause negotiated,True,True,True
1344,75,moss_ward,Ari,Fay,50,0.188,0.18,0.1643,0.1343,True,delayed with named relief time,True,True,True
1345,75,glass_harbor,Oren,Puck,15,0.18,0.18,0.5723,0.5363,True,short pause negotiated,True,True,True
1346,75,cinder_garden,Vale,Wren,20,0.184,0.18,0.61692,0.58092,True,short pause negotiated,True,True,True
1347,75,lichen_bridge,Sol,Kio,25,0.18,0.18,0.5036,0.4676,True,short pause negotiated,True,True,True
1349,75,moss_ward,Fay,Milo,35,0.18,0.18,0.5411,0.5051,True,short pause negotiated,True,True,True
1350,76,cinder_garden,Juno,Pax,35,0.184,0.18,0.4812,0.4452,True,short pause negotiated,True,True,True
1351,76,lichen_bridge,Luma,Rin,40,0.18,0.18,0.56462,0.52862,True,short pause negotiated,True,True,True
1353,76,moss_ward,Tala,Ari,50,0.18,0.18,0.56036,0.52436,True,short pause negotiated,True,True,True
1355,76,cinder_garden,Pax,Vale,20,0.18,0.18,0.53862,0.47862,True,rest granted before duty resumes,True,True,True
1356,76,lichen_bridge,Rin,Sol,25,0.18,0.18,0.51336,0.47736,True,short pause negotiated,True,True,True
1357,76,orchid_engine,Eli,Bea,30,0.18,0.18,0.56266,0.52666,True,short pause negotiated,True,True,True
1359,76,glass_harbor,Oren,Puck,40,0.18,0.18,0.57242,0.53642,True,short pause negotiated,True,True,True
1360,76,cinder_garden,Vale,Wren,45,0.184,0.18,0.62136,0.56136,True,rest granted before duty resumes,True,True,True
1362,76,orchid_engine,Bea,Cai,15,0.188,0.18,0.209,0.173,True,short pause negotiated,True,True,True
1363,76,moss_ward,Fay,Milo,20,0.18,0.18,0.54122,0.50522,True,short pause negotiated,True,True,True
1365,76,cinder_garden,Wren,Juno,30,0.18,0.18,0.60636,0.57036,True,short pause negotiated,True,True,True
1368,77,glass_harbor,Nia,Oren,40,0.192,0.18,0.2171,0.1871,True,delayed with named relief time,True,True,True
1369,77,cinder_garden,Pax,Vale,45,0.18,0.18,0.51474,0.47874,True,short pause negotiated,True,True,True
1371,77,orchid_engine,Eli,Bea,15,0.18,0.18,0.57142,0.53542,True,short pause negotiated,True,True,True
1374,77,cinder_garden,Vale,Wren,30,0.184,0.18,0.6018,0.5658,True,short pause negotiated,True,True,True
1375,77,lichen_bridge,Sol,Kio,35,0.18,0.18,0.55712,0.52112,True,short pause negotiated,True,True,True
1377,77,moss_ward,Fay,Milo,45,0.18,0.18,0.50134,0.46534,True,short pause negotiated,True,True,True
1379,77,cinder_garden,Wren,Juno,15,0.18,0.18,0.61512,0.57912,True,short pause negotiated,True,True,True
1380,77,lichen_bridge,Kio,Luma,20,0.188,0.18,0.227,0.191,True,short pause negotiated,True,True,True
1382,77,moss_ward,Milo,Tala,30,0.18,0.18,0.57936,0.54336,True,short pause negotiated,True,True,True
1383,77,glass_harbor,Sera,Nia,35,0.18,0.18,0.53126,0.49526,True,short pause negotiated,True,True,True
1384,77,cinder_garden,Juno,Pax,40,0.184,0.18,0.477,0.447,True,delayed with named relief time,True,True,True
1386,78,moss_ward,Ari,Fay,45,0.192,0.18,0.1897,0.1537,True,short pause negotiated,True,True,True
1388,78,cinder_garden,Vale,Wren,15,0.184,0.18,0.60624,0.57024,True,short pause negotiated,True,True,True
1389,78,lichen_bridge,Sol,Kio,20,0.18,0.18,0.56588,0.52988,True,short pause negotiated,True,True,True
1392,78,glass_harbor,Puck,Sera,35,0.18,0.18,0.56156,0.53156,True,delayed with named relief time,True,True,True
1393,78,cinder_garden,Wren,Juno,40,0.18,0.18,0.62388,0.56388,True,rest granted before duty resumes,True,True,True
1395,78,orchid_engine,Cai,Dax,50,0.18,0.18,0.57206,0.53606,True,short pause negotiated,True,True,True
1396,78,moss_ward,Milo,Tala,15,0.18,0.18,0.5838,0.5478,True,short pause negotiated,True,True,True
1397,78,glass_harbor,Sera,Nia,20,0.18,0.18,0.54002,0.50402,True,short pause negotiated,True,True,True
1398,78,cinder_garden,Juno,Pax,25,0.184,0.18,0.4788,0.4428,True,short pause negotiated,True,True,True
1400,78,orchid_engine,Dax,Eli,35,0.18,0.18,0.5604,0.5304,True,delayed with named relief time,True,True,True
1401,78,moss_ward,Tala,Ari,40,0.18,0.18,0.56912,0.53312,True,short pause negotiated,True,True,True
1403,78,cinder_garden,Pax,Vale,50,0.18,0.18,0.51486,0.47886,True,short pause negotiated,True,True,True
1404,79,orchid_engine,Bea,Cai,50,0.192,0.18,0.1984,0.1624,True,short pause negotiated,True,True,True
1406,79,glass_harbor,Puck,Sera,20,0.18,0.18,0.572,0.536,True,short pause negotiated,True,True,True
1407,79,cinder_garden,Wren,Juno,25,0.18,0.18,0.60864,0.57264,True,short pause negotiated,True,True,True
1409,79,orchid_engine,Cai,Dax,35,0.18,0.18,0.57218,0.53618,True,short pause negotiated,True,True,True
1410,79,moss_ward,Milo,Tala,40,0.18,0.18,0.58824,0.55224,True,short pause negotiated,True,True,True
1412,79,cinder_garden,Juno,Pax,50,0.184,0.18,0.4746,0.4386,True,short pause negotiated,True,True,True
1413,79,lichen_bridge,Luma,Rin,15,0.18,0.18,0.56698,0.53098,True,short pause negotiated,True,True,True
1416,79,glass_harbor,Nia,Oren,30,0.188,0.18,0.1807,0.1507,True,delayed with named relief time,True,True,True
1417,79,cinder_garden,Pax,Vale,35,0.18,0.18,0.51498,0.47898,True,short pause negotiated,True,True,True
1418,79,lichen_bridge,Rin,Sol,40,0.18,0.18,0.55824,0.52224,True,short pause negotiated,True,True,True
1419,79,orchid_engine,Eli,Bea,45,0.18,0.18,0.58018,0.54418,True,short pause negotiated,True,True,True
1421,79,glass_harbor,Oren,Puck,15,0.18,0.18,0.57478,0.53878,True,short pause negotiated,True,True,True
1422,80,lichen_bridge,Kio,Luma,15,0.192,0.18,0.2164,0.1804,True,short pause negotiated,True,True,True
1425,80,glass_harbor,Sera,Nia,30,0.18,0.18,0.52354,0.48754,True,short pause negotiated,True,True,True
1426,80,cinder_garden,Juno,Pax,35,0.184,0.18,0.4704,0.4344,True,short pause negotiated,True,True,True
1427,80,lichen_bridge,Luma,Rin,40,0.18,0.18,0.5671,0.5311,True,short pause negotiated,True,True,True
1428,80,orchid_engine,Dax,Eli,45,0.18,0.18,0.54128,0.50528,True,short pause negotiated,True,True,True
1429,80,moss_ward,Tala,Ari,50,0.18,0.18,0.55264,0.51664,True,short pause negotiated,True,True,True
1431,80,cinder_garden,Pax,Vale,20,0.18,0.18,0.5151,0.4791,True,short pause negotiated,True,True,True
1433,80,orchid_engine,Eli,Bea,30,0.18,0.18,0.58894,0.55294,True,short pause negotiated,True,True,True
1434,80,moss_ward,Ari,Fay,35,0.188,0.18,0.2173,0.1813,True,short pause negotiated,True,True,True
1435,80,glass_harbor,Oren,Puck,40,0.18,0.18,0.5749,0.5389,True,short pause negotiated,True,True,True
1436,80,cinder_garden,Vale,Wren,45,0.184,0.18,0.61068,0.57468,True,short pause negotiated,True,True,True
1437,80,lichen_bridge,Sol,Kio,50,0.18,0.18,0.57464,0.53864,True,short pause negotiated,True,True,True
1439,80,moss_ward,Fay,Milo,20,0.18,0.18,0.5737,0.5377,True,short pause negotiated,True,True,True
1440,81,cinder_garden,Juno,Pax,20,0.184,0.18,0.4662,0.4362,True,delayed with named relief time,True,True,True
1442,81,orchid_engine,Dax,Eli,30,0.18,0.18,0.54572,0.50972,True,short pause negotiated,True,True,True
1443,81,moss_ward,Tala,Ari,35,0.18,0.18,0.5614,0.5254,True,short pause negotiated,True,True,True
1445,81,cinder_garden,Pax,Vale,45,0.18,0.18,0.51522,0.47922,True,short pause negotiated,True,True,True
1446,81,lichen_bridge,Rin,Sol,50,0.18,0.18,0.53312,0.49712,True,short pause negotiated,True,True,True
1447,81,orchid_engine,Eli,Bea,15,0.18,0.18,0.5977,0.5617,True,short pause negotiated,True,True,True
1449,81,glass_harbor,Oren,Puck,25,0.18,0.18,0.53502,0.49902,True,short pause negotiated,True,True,True
1450,81,cinder_garden,Vale,Wren,30,0.184,0.18,0.61512,0.57912,True,short pause negotiated,True,True,True
1451,81,lichen_bridge,Sol,Kio,35,0.18,0.18,0.5834,0.5474,True,short pause negotiated,True,True,True
1452,81,orchid_engine,Bea,Cai,40,0.188,0.18,0.156,0.12,True,short pause negotiated,True,True,True
1454,81,glass_harbor,Puck,Sera,50,0.18,0.18,0.57644,0.54044,True,short pause negotiated,True,True,True
1455,81,cinder_garden,Wren,Juno,15,0.18,0.18,0.6174,0.5814,True,short pause negotiated,True,True,True
1458,82,glass_harbor,Nia,Oren,25,0.192,0.18,0.2061,0.1701,True,short pause negotiated,True,True,True
1459,82,cinder_garden,Pax,Vale,30,0.18,0.18,0.51534,0.47934,True,short pause negotiated,True,True,True
1461,82,orchid_engine,Eli,Bea,40,0.18,0.18,0.53646,0.50046,True,short pause negotiated,True,True,True
1464,82,cinder_garden,Vale,Wren,15,0.184,0.18,0.61956,0.58956,True,delayed with named relief time,True,True,True
1465,82,lichen_bridge,Sol,Kio,20,0.18,0.18,0.59216,0.55616,True,short pause negotiated,True,True,True
1467,82,moss_ward,Fay,Milo,30,0.18,0.18,0.53994,0.50394,True,short pause negotiated,True,True,True
1468,82,glass_harbor,Puck,Sera,35,0.18,0.18,0.58088,0.54488,True,short pause negotiated,True,True,True
1469,82,cinder_garden,Wren,Juno,40,0.18,0.18,0.62616,0.56616,True,rest granted before duty resumes,True,True,True
1470,82,lichen_bridge,Kio,Luma,45,0.188,0.18,0.174,0.138,True,short pause negotiated,True,True,True
1471,82,orchid_engine,Cai,Dax,50,0.18,0.18,0.57454,0.53854,True,short pause negotiated,True,True,True
1472,82,moss_ward,Milo,Tala,15,0.18,0.18,0.56312,0.53312,True,delayed with named relief time,True,True,True
1473,82,glass_harbor,Sera,Nia,20,0.18,0.18,0.5323,0.4963,True,short pause negotiated,True,True,True
1474,82,cinder_garden,Juno,Pax,25,0.184,0.18,0.468,0.432,True,short pause negotiated,True,True,True
1476,83,moss_ward,Ari,Fay,30,0.192,0.18,0.2067,0.1707,True,short pause negotiated,True,True,True
1477,83,glass_harbor,Oren,Puck,35,0.18,0.18,0.57126,0.53526,True,short pause negotiated,True,True,True
1478,83,cinder_garden,Vale,Wren,40,0.184,0.18,0.63,0.57,True,rest granted before duty resumes,True,True,True
1479,83,lichen_bridge,Sol,Kio,45,0.18,0.18,0.53092,0.49492,True,short pause negotiated,True,True,True
1481,83,moss_ward,Fay,Milo,15,0.18,0.18,0.54006,0.50406,True,short pause negotiated,True,True,True
1482,83,glass_harbor,Puck,Sera,20,0.18,0.18,0.58532,0.54932,True,short pause negotiated,True,True,True
1483,83,cinder_garden,Wren,Juno,25,0.18,0.18,0.61092,0.57492,True,short pause negotiated,True,True,True
1485,83,orchid_engine,Cai,Dax,35,0.18,0.18,0.57466,0.53866,True,short pause negotiated,True,True,True
1486,83,moss_ward,Milo,Tala,40,0.18,0.18,0.57356,0.53756,True,short pause negotiated,True,True,True
1488,83,cinder_garden,Juno,Pax,50,0.184,0.18,0.4638,0.4338,True,delayed with named relief time,True,True,True
1489,83,lichen_bridge,Luma,Rin,15,0.18,0.18,0.56946,0.53346,True,short pause negotiated,True,True,True
1491,83,moss_ward,Tala,Ari,25,0.18,0.18,0.50016,0.46416,True,short pause negotiated,True,True,True
1493,83,cinder_garden,Pax,Vale,35,0.18,0.18,0.51546,0.47946,True,short pause negotiated,True,True,True
1494,84,orchid_engine,Bea,Cai,35,0.192,0.18,0.2154,0.1794,True,short pause negotiated,True,True,True
1495,84,moss_ward,Fay,Milo,40,0.18,0.18,0.54018,0.50418,True,short pause negotiated,True,True,True
1497,84,cinder_garden,Wren,Juno,50,0.18,0.18,0.61968,0.58368,True,short pause negotiated,True,True,True
1500,84,moss_ward,Milo,Tala,25,0.18,0.18,0.508,0.472,True,short pause negotiated,True,True,True
1502,84,cinder_garden,Juno,Pax,35,0.184,0.18,0.4656,0.4056,True,rest granted before duty resumes,True,True,True
1503,84,lichen_bridge,Luma,Rin,40,0.18,0.18,0.56958,0.53358,True,short pause negotiated,True,True,True
1506,84,glass_harbor,Nia,Oren,15,0.188,0.18,0.2337,0.1977,True,short pause negotiated,True,True,True
1507,84,cinder_garden,Pax,Vale,20,0.18,0.18,0.51558,0.45558,True,rest granted before duty resumes,True,True,True
1509,84,orchid_engine,Eli,Bea,30,0.18,0.18,0.54522,0.50922,True,short pause negotiated,True,True,True
1511,84,glass_harbor,Oren,Puck,40,0.18,0.18,0.57138,0.53538,True,short pause negotiated,True,True,True
1512,85,lichen_bridge,Kio,Luma,40,0.192,0.18,0.2334,0.2034,True,delayed with named relief time,True,True,True
1513,85,orchid_engine,Cai,Dax,45,0.18,0.18,0.5409,0.5049,True,short pause negotiated,True,True,True
1515,85,glass_harbor,Sera,Nia,15,0.18,0.18,0.56058,0.52458,True,short pause negotiated,True,True,True
1516,85,cinder_garden,Juno,Pax,20,0.184,0.18,0.4374,0.4014,True,short pause negotiated,True,True,True
1518,85,orchid_engine,Dax,Eli,30,0.18,0.18,0.56104,0.52504,True,short pause negotiated,True,True,True
1519,85,moss_ward,Tala,Ari,35,0.18,0.18,0.55368,0.51768,True,short pause negotiated,True,True,True
1521,85,cinder_garden,Pax,Vale,45,0.18,0.18,0.4917,0.4557,True,short pause negotiated,True,True,True
1522,85,lichen_bridge,Rin,Sol,50,0.18,0.18,0.54844,0.51244,True,short pause negotiated,True,True,True
1523,85,orchid_engine,Eli,Bea,15,0.18,0.18,0.55398,0.51798,True,short pause negotiated,True,True,True
1524,85,moss_ward,Ari,Fay,20,0.188,0.18,0.2343,0.1983,True,short pause negotiated,True,True,True
1526,85,cinder_garden,Vale,Wren,30,0.184,0.18,0.61044,0.57444,True,short pause negotiated,True,True,True
1527,85,lichen_bridge,Sol,Kio,35,0.18,0.18,0.53968,0.50368,True,short pause negotiated,True,True,True
1529,85,moss_ward,Fay,Milo,45,0.18,0.18,0.5403,0.5043,True,short pause negotiated,True,True,True
1530,86,cinder_garden,Juno,Pax,45,0.184,0.18,0.4332,0.3972,True,short pause negotiated,True,True,True
1532,86,orchid_engine,Dax,Eli,15,0.18,0.18,0.56548,0.52948,True,short pause negotiated,True,True,True
1533,86,moss_ward,Tala,Ari,20,0.18,0.18,0.56244,0.52644,True,short pause negotiated,True,True,True
1535,86,cinder_garden,Pax,Vale,30,0.18,0.18,0.49182,0.45582,True,short pause negotiated,True,True,True
1536,86,lichen_bridge,Rin,Sol,35,0.18,0.18,0.55288,0.52288,True,delayed with named relief time,True,True,True
1539,86,glass_harbor,Oren,Puck,50,0.18,0.18,0.53762,0.50162,True,short pause negotiated,True,True,True
1540,86,cinder_garden,Vale,Wren,15,0.184,0.18,0.61488,0.57888,True,short pause negotiated,True,True,True
1541,86,lichen_bridge,Sol,Kio,20,0.18,0.18,0.54844,0.51244,True,short pause negotiated,True,True,True
1542,86,orchid_engine,Bea,Cai,25,0.188,0.18,0.173,0.137,True,short pause negotiated,True,True,True
1543,86,moss_ward,Fay,Milo,30,0.18,0.18,0.54042,0.50442,True,short pause negotiated,True,True,True
1544,86,glass_harbor,Puck,Sera,35,0.18,0.18,0.5602,0.5302,True,delayed with named relief time,True,True,True
1545,86,cinder_garden,Wren,Juno,40,0.18,0.18,0.62844,0.56844,True,rest granted before duty resumes,True,True,True
1547,86,orchid_engine,Cai,Dax,50,0.18,0.18,0.54102,0.50502,True,short pause negotiated,True,True,True
1548,87,glass_harbor,Nia,Oren,50,0.192,0.18,0.2231,0.1871,True,short pause negotiated,True,True,True
1549,87,cinder_garden,Pax,Vale,15,0.18,0.18,0.49194,0.45594,True,short pause negotiated,True,True,True
1550,87,lichen_bridge,Rin,Sol,20,0.18,0.18,0.56332,0.52732,True,short pause negotiated,True,True,True
1551,87,orchid_engine,Eli,Bea,25,0.18,0.18,0.5375,0.5015,True,short pause negotiated,True,True,True
1554,87,cinder_garden,Vale,Wren,40,0.184,0.18,0.61932,0.58332,True,short pause negotiated,True,True,True
1555,87,lichen_bridge,Sol,Kio,45,0.18,0.18,0.5572,0.5212,True,short pause negotiated,True,True,True
1557,87,moss_ward,Fay,Milo,15,0.18,0.18,0.54054,0.50454,True,short pause negotiated,True,True,True
1558,87,glass_harbor,Puck,Sera,20,0.18,0.18,0.57064,0.53464,True,short pause negotiated,True,True,True
1559,87,cinder_garden,Wren,Juno,25,0.18,0.18,0.6132,0.5772,True,short pause negotiated,True,True,True
1560,87,lichen_bridge,Kio,Luma,30,0.188,0.18,0.197,0.167,True,delayed with named relief time,True,True,True
1561,87,orchid_engine,Cai,Dax,35,0.18,0.18,0.54114,0.50514,True,short pause negotiated,True,True,True
1562,87,moss_ward,Milo,Tala,40,0.18,0.18,0.55288,0.51688,True,short pause negotiated,True,True,True
1563,87,glass_harbor,Sera,Nia,45,0.18,0.18,0.49934,0.46334,True,short pause negotiated,True,True,True
1564,87,cinder_garden,Juno,Pax,50,0.184,0.18,0.429,0.393,True,short pause negotiated,True,True,True
1565,87,lichen_bridge,Luma,Rin,15,0.18,0.18,0.57194,0.53594,True,short pause negotiated,True,True,True
1566,88,moss_ward,Ari,Fay,15,0.192,0.18,0.2237,0.1877,True,short pause negotiated,True,True,True
1567,88,glass_harbor,Oren,Puck,20,0.18,0.18,0.57386,0.53786,True,short pause negotiated,True,True,True
1568,88,cinder_garden,Vale,Wren,25,0.184,0.18,0.62376,0.56376,True,rest granted before duty resumes,True,True,True
1569,88,lichen_bridge,Sol,Kio,30,0.18,0.18,0.56596,0.52996,True,short pause negotiated,True,True,True
1571,88,moss_ward,Fay,Milo,40,0.18,0.18,0.54066,0.50466,True,short pause negotiated,True,True,True
1572,88,glass_harbor,Puck,Sera,45,0.18,0.18,0.50508,0.46908,True,short pause negotiated,True,True,True
1573,88,cinder_garden,Wren,Juno,50,0.18,0.18,0.62196,0.56196,True,rest granted before duty resumes,True,True,True
1575,88,orchid_engine,Cai,Dax,20,0.18,0.18,0.50126,0.46526,True,short pause negotiated,True,True,True
1578,88,cinder_garden,Juno,Pax,35,0.184,0.18,0.4248,0.3888,True,short pause negotiated,True,True,True
1579,88,lichen_bridge,Luma,Rin,40,0.18,0.18,0.57206,0.53606,True,short pause negotiated,True,True,True
1580,88,orchid_engine,Dax,Eli,45,0.18,0.18,0.56992,0.53392,True,short pause negotiated,True,True,True
