tick,day,scene_id,focus_agent,free_move_visible,dialogue_prompt_visible,inventory_panel_visible,reaction_state_visible,reload_restore_visible,local_storage_state_visible,sensory_frequency_hz,flower_phase,public_behavior_marker,private_workspace_sealed
259,17,v22-scene-d17,Keth,1,1,1,1,1,1,1.42,39.575876,Keth offers a proximity prompt,1
260,17,v22-scene-d17,Keth,1,1,1,1,0,1,1.42,178.01864,Keth softens after inventory ceremony,1
261,17,v22-scene-d17,Sova,1,1,1,1,0,1,1.42,315.101404,Sova offers a proximity prompt,1
262,17,v22-scene-d17,Sova,1,1,1,1,0,1,1.42,92.864168,Sova offers a proximity prompt,1
263,17,v22-scene-d17,Sova,1,1,1,1,0,1,1.44,242.886932,Sova softens after inventory ceremony,1
264,17,v22-scene-d17,Sova,1,1,1,1,1,1,1.42,9.069696,Sova softens after inventory ceremony,1
265,17,v22-scene-d17,Sova,1,1,1,1,0,1,1.42,146.15246,Sova offers a proximity prompt,1
266,17,v22-scene-d17,Sova,1,0,1,1,1,1,1.42,282.555224,inventory stays visible around ember bowl,1
267,17,v22-scene-d17,Sova,1,1,1,1,0,1,1.42,61.677988,Sova offers a proximity prompt,1
268,17,v22-scene-d17,Sova,1,1,1,1,0,0,1.42,199.440752,Sova offers a proximity prompt,1
269,17,v22-scene-d17,Sova,1,1,1,1,0,1,1.42,337.203516,Sova offers a proximity prompt,1
270,17,v22-scene-d17,Sova,1,1,1,1,0,1,1.42,114.96628,Sova offers a proximity prompt,1
271,17,v22-scene-d17,Sova,1,1,1,1,0,1,1.42,252.729044,Sova offers a proximity prompt,1
272,18,v22-scene-d18,Sova,1,1,0,1,0,1,1.37,24.961808,Sova offers a proximity prompt,1
273,18,v22-scene-d18,Sova,1,1,1,1,0,1,1.42,164.174572,Sova offers a proximity prompt,1
274,18,v22-scene-d18,Sova,1,1,1,1,1,1,1.42,302.617336,Sova softens after inventory ceremony,1
275,18,v22-scene-d18,Sova,1,1,1,1,1,1,1.42,80.3801,Sova softens after inventory ceremony,1
276,18,v22-scene-d18,Sova,1,1,1,1,0,1,1.42,218.142864,Sova softens after inventory ceremony,1
277,18,v22-scene-d18,Sova,1,1,1,1,0,1,1.42,355.905628,Sova softens after inventory ceremony,1
278,18,v22-scene-d18,Sova,1,1,1,1,0,1,1.42,132.988392,Sova offers a proximity prompt,1
279,18,v22-scene-d18,Sova,1,1,1,1,0,1,1.44,282.331156,Sova offers a proximity prompt,1
280,18,v22-scene-d18,Sova,1,1,1,1,0,1,1.46,71.67392,Sova offers a proximity prompt,1
281,18,v22-scene-d18,Sova,1,1,1,1,0,1,1.46,209.436684,Sova offers a proximity prompt,1
282,18,v22-scene-d18,Sova,1,1,1,1,0,1,1.46,347.199448,Sova offers a proximity prompt,1
283,18,v22-scene-d18,Sova,1,0,1,1,1,1,1.44,112.022212,inventory stays visible around ember bowl,1
284,18,v22-scene-d18,Sova,1,1,1,1,0,1,1.44,251.144976,Sova offers a proximity prompt,1
285,18,v22-scene-d18,Sova,1,1,1,1,1,1,1.44,29.58774,Sova softens after inventory ceremony,1
286,18,v22-scene-d18,Sova,1,1,1,1,1,1,1.44,166.670504,Sova offers a proximity prompt,1
287,18,v22-scene-d18,Sova,1,1,1,1,0,1,1.44,304.433268,Sova offers a proximity prompt,1
288,19,v22-scene-d19,Sova,1,1,1,1,0,1,1.42,66.536032,Sova offers a proximity prompt,1
289,19,v22-scene-d19,Sova,1,1,1,1,0,1,1.42,204.298796,Sova offers a proximity prompt,1
290,19,v22-scene-d19,Sova,1,1,1,1,0,1,1.42,342.06156,Sova offers a proximity prompt,1
291,19,v22-scene-d19,Sova,1,1,1,1,0,1,1.42,119.824324,Sova offers a proximity prompt,1
292,19,v22-scene-d19,Sova,1,1,1,1,0,1,1.42,258.267088,Sova softens after inventory ceremony,1
293,19,v22-scene-d19,Sova,1,1,1,1,1,1,1.42,36.029852,Sova softens after inventory ceremony,1
294,19,v22-scene-d19,Sova,1,1,1,1,0,1,1.42,173.112616,Sova offers a proximity prompt,1
295,19,v22-scene-d19,Sova,1,1,1,1,0,1,1.42,310.87538,Sova offers a proximity prompt,1
296,19,v22-scene-d19,Sova,1,1,1,1,0,1,1.42,88.638144,Sova offers a proximity prompt,1
297,19,v22-scene-d19,Sova,1,0,1,1,1,1,1.42,225.040908,inventory stays visible around ember bowl,1
298,19,v22-scene-d19,Sova,1,1,1,1,0,1,1.42,4.843672,Sova softens after inventory ceremony,1
299,19,v22-scene-d19,Sova,1,1,1,1,0,1,1.42,141.926436,Sova offers a proximity prompt,1
300,19,v22-scene-d19,Sova,1,1,1,1,1,1,1.42,280.3692,Sova softens after inventory ceremony,1
301,19,v22-scene-d19,Sova,1,1,0,1,0,1,1.37,56.001964,Sova offers a proximity prompt,1
302,19,v22-scene-d19,Sova,1,1,1,1,0,1,1.42,195.894728,Sova softens after inventory ceremony,1
303,19,v22-scene-d19,Sova,1,1,1,1,1,1,1.42,333.657492,Sova softens after inventory ceremony,1
304,20,v22-scene-d20,Sova,1,1,1,1,0,1,1.42,106.660256,Sova offers a proximity prompt,1
305,20,v22-scene-d20,Sova,1,1,1,1,1,1,1.42,245.10302,Sova softens after inventory ceremony,1
306,20,v22-scene-d20,Sova,1,1,1,1,0,1,1.42,22.185784,Sova offers a proximity prompt,1
307,20,v22-scene-d20,Sova,1,0,1,1,0,1,1.42,158.588548,inventory stays visible around ember bowl,1
308,20,v22-scene-d20,Sova,1,0,1,1,1,0,1.42,296.351312,inventory stays visible around ember bowl,1
309,20,v22-scene-d20,Sova,1,1,1,1,0,1,1.42,76.154076,Sova softens after inventory ceremony,1
310,20,v22-scene-d20,Sova,1,1,1,1,0,1,1.42,213.23684,Sova offers a proximity prompt,1
311,20,v22-scene-d20,Keth,1,1,1,1,0,1,1.42,350.999604,Keth offers a proximity prompt,1
312,20,v22-scene-d20,Sova,1,1,1,1,0,1,1.42,128.762368,Sova offers a proximity prompt,1
313,20,v22-scene-d20,Sova,1,1,1,1,1,1,1.42,267.205132,Sova softens after inventory ceremony,1
314,20,v22-scene-d20,Sova,1,0,1,1,1,1,1.42,42.927896,inventory stays visible around ember bowl,1
315,20,v22-scene-d20,Sova,1,1,1,1,0,1,1.42,182.05066,Sova offers a proximity prompt,1
316,20,v22-scene-d20,Sova,1,1,1,1,0,1,1.42,319.813424,Sova offers a proximity prompt,1
317,20,v22-scene-d20,Sova,1,1,1,1,0,1,1.42,97.576188,Sova offers a proximity prompt,1
318,20,v22-scene-d20,Sova,1,1,1,1,0,1,1.42,236.018952,Sova softens after inventory ceremony,1
319,20,v22-scene-d20,Sova,1,0,1,1,1,1,1.42,11.741716,inventory stays visible around ember bowl,1
320,21,v22-scene-d21,Sova,1,0,1,1,0,1,1.42,145.42448,inventory stays visible around ember bowl,1
321,21,v22-scene-d21,Keth,1,0,1,1,0,1,1.42,283.187244,inventory stays visible around path cord,1
322,21,v22-scene-d21,Keth,1,1,1,1,0,1,1.42,62.990008,Keth softens after inventory ceremony,1
323,21,v22-scene-d21,Keth,1,1,1,1,0,1,1.42,200.072772,Keth offers a proximity prompt,1
324,21,v22-scene-d21,Keth,1,1,1,1,0,1,1.42,338.515536,Keth softens after inventory ceremony,1
325,21,v22-scene-d21,Keth,1,1,1,1,0,1,1.42,115.5983,Keth offers a proximity prompt,1
326,21,v22-scene-d21,Keth,1,1,1,1,1,1,1.42,254.041064,Keth softens after inventory ceremony,1
327,21,v22-scene-d21,Keth,1,1,1,1,0,1,1.42,31.123828,Keth offers a proximity prompt,1
328,21,v22-scene-d21,Sova,1,0,1,1,0,1,1.42,167.526592,inventory stays visible around rain mirror,1
329,21,v22-scene-d21,Sova,1,1,1,1,1,1,1.42,307.329356,Sova softens after inventory ceremony,1
330,21,v22-scene-d21,Sova,1,1,0,1,1,1,1.37,83.64212,Sova softens after inventory ceremony,1
331,21,v22-scene-d21,Sova,1,1,1,1,0,1,1.42,222.854884,Sova softens after inventory ceremony,1
332,21,v22-scene-d21,Keth,1,0,1,1,0,1,1.42,358.577648,inventory stays visible around path cord,1
333,21,v22-scene-d21,Keth,1,0,1,1,1,1,1.42,136.340412,inventory stays visible around path cord,1
334,21,v22-scene-d21,Keth,1,1,1,1,0,1,1.42,276.143176,Keth softens after inventory ceremony,1
335,21,v22-scene-d21,Keth,1,1,1,1,1,1,1.42,53.90594,Keth softens after inventory ceremony,1
336,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,186.908704,Keth offers a proximity prompt,1
337,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,325.351468,Keth softens after inventory ceremony,1
338,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,102.434232,Keth offers a proximity prompt,1
339,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,240.196996,Keth offers a proximity prompt,1
340,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,17.95976,Keth offers a proximity prompt,1
341,22,v22-scene-d22,Keth,1,1,1,1,1,1,1.42,155.722524,Keth offers a proximity prompt,1
342,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,293.485288,Keth offers a proximity prompt,1
343,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,71.248052,Keth offers a proximity prompt,1
344,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,209.010816,Keth offers a proximity prompt,1
345,22,v22-scene-d22,Keth,1,0,1,1,0,1,1.42,345.41358,inventory stays visible around path cord,1
346,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,124.536344,Keth offers a proximity prompt,1
347,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,262.299108,Keth offers a proximity prompt,1
348,22,v22-scene-d22,Keth,1,1,1,1,1,0,1.42,40.061872,Keth offers a proximity prompt,1
349,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,177.824636,Keth offers a proximity prompt,1
350,22,v22-scene-d22,Keth,1,1,1,1,0,1,1.42,316.2674,Keth softens after inventory ceremony,1
351,22,v22-scene-d22,Keth,1,1,1,1,1,1,1.42,94.030164,Keth softens after inventory ceremony,1
352,23,v22-scene-d23,Keth,1,1,1,1,1,1,1.42,227.032928,Keth offers a proximity prompt,1
353,23,v22-scene-d23,Keth,1,1,1,1,1,1,1.42,5.475692,Keth softens after inventory ceremony,1
354,23,v22-scene-d23,Keth,1,1,1,1,0,1,1.42,142.558456,Keth offers a proximity prompt,1
355,23,v22-scene-d23,Keth,1,1,1,1,1,1,1.42,280.32122,Keth offers a proximity prompt,1
356,23,v22-scene-d23,Keth,1,0,0,1,0,1,1.37,55.273984,avatar free-moves through the scene,1
357,23,v22-scene-d23,Keth,1,0,1,1,0,1,1.42,194.486748,inventory stays visible around path cord,1
358,23,v22-scene-d23,Keth,1,0,1,1,0,1,1.42,332.249512,inventory stays visible around path cord,1
359,23,v22-scene-d23,Keth,1,0,0,1,0,1,1.37,108.562276,avatar free-moves through the scene,1
360,23,v22-scene-d23,Keth,1,1,1,1,0,1,1.42,249.81504,Keth softens after inventory ceremony,1
361,23,v22-scene-d23,Keth,1,1,1,1,0,1,1.42,26.897804,Keth offers a proximity prompt,1
362,23,v22-scene-d23,Keth,1,1,1,1,1,1,1.42,165.340568,Keth softens after inventory ceremony,1
363,23,v22-scene-d23,Keth,1,1,1,1,1,1,1.42,302.423332,Keth offers a proximity prompt,1
364,23,v22-scene-d23,Keth,1,1,1,1,0,1,1.42,80.866096,Keth softens after inventory ceremony,1
365,23,v22-scene-d23,Keth,1,1,1,1,0,1,1.42,218.62886,Keth softens after inventory ceremony,1
366,23,v22-scene-d23,Keth,1,1,1,1,0,1,1.42,355.711624,Keth offers a proximity prompt,1
367,23,v22-scene-d23,Keth,1,1,1,1,0,1,1.42,133.474388,Keth offers a proximity prompt,1
368,24,v22-scene-d24,Keth,1,1,1,1,0,1,1.42,267.157152,Keth offers a proximity prompt,1
369,24,v22-scene-d24,Keth,1,0,1,1,1,1,1.42,43.559916,inventory stays visible around path cord,1
370,24,v22-scene-d24,Keth,1,0,0,1,0,1,1.37,179.87268,avatar free-moves through the scene,1
371,24,v22-scene-d24,Keth,1,1,1,1,0,1,1.42,321.125444,Keth softens after inventory ceremony,1
372,24,v22-scene-d24,Keth,1,1,1,1,0,1,1.42,98.888208,Keth softens after inventory ceremony,1
373,24,v22-scene-d24,Keth,1,0,1,1,0,1,1.42,234.610972,inventory stays visible around path cord,1
374,24,v22-scene-d24,Keth,1,1,1,1,1,1,1.42,14.413736,Keth softens after inventory ceremony,1
375,24,v22-scene-d24,Keth,1,1,1,1,1,1,1.42,152.1765,Keth softens after inventory ceremony,1
376,24,v22-scene-d24,Keth,1,0,1,1,0,1,1.42,287.899264,inventory stays visible around path cord,1
377,24,v22-scene-d24,Keth,1,1,1,1,1,1,1.42,67.702028,Keth softens after inventory ceremony,1
378,24,v22-scene-d24,Keth,1,1,1,1,0,1,1.42,204.784792,Keth offers a proximity prompt,1
379,24,v22-scene-d24,Keth,1,1,1,1,1,1,1.42,342.547556,Keth offers a proximity prompt,1
380,24,v22-scene-d24,Keth,1,1,1,1,0,1,1.42,120.99032,Keth softens after inventory ceremony,1
381,24,v22-scene-d24,Keth,1,1,1,1,0,1,1.42,258.073084,Keth offers a proximity prompt,1
382,24,v22-scene-d24,Keth,1,1,1,1,1,1,1.42,35.835848,Keth offers a proximity prompt,1
383,24,v22-scene-d24,Keth,1,1,1,1,1,1,1.42,173.598612,Keth offers a proximity prompt,1
