tick,day,loop_id,focus_agent,dialogue_turn_visible,counteroffer_loop_active,ceremony_active,remembered_ceremony_active,body_world_expression_active,sensory_frequency_hz,flower_phase,public_behavior_marker,private_workspace_sealed
273,23,v18-loop-046,Melo,1,1,1,1,1,1.975,170.098872,marks compromise ceremony publicly,1
274,23,v18-loop-046,Nari,1,1,1,1,1,2.05,310.063236,marks compromise ceremony publicly,1
275,23,v18-loop-046,Ori,1,1,1,1,1,2.045,86.9225,marks compromise ceremony publicly,1
276,24,v18-loop-047,Sova,1,1,0,1,0,1.58,201.653964,recalls old ceremony before counteroffer,1
277,24,v18-loop-047,Keth,1,1,1,1,1,1.695,351.384128,marks compromise ceremony publicly,1
278,24,v18-loop-047,Melo,1,1,1,1,1,1.73,129.779492,marks compromise ceremony publicly,1
279,24,v18-loop-047,Nari,1,1,0,1,1,1.845,262.589656,recalls old ceremony before counteroffer,1
280,24,v18-loop-047,Ori,1,1,1,1,1,1.76,46.11982,marks compromise ceremony publicly,1
281,24,v18-loop-047,Vonn,1,1,1,1,1,1.835,185.952584,marks compromise ceremony publicly,1
282,24,v18-loop-048,Sova,1,1,1,1,1,1.87,324.347948,marks compromise ceremony publicly,1
283,24,v18-loop-048,Keth,1,1,1,1,1,1.945,104.180712,marks compromise ceremony publicly,1
284,24,v18-loop-048,Melo,1,1,1,1,1,1.86,238.921876,marks compromise ceremony publicly,1
285,24,v18-loop-048,Nari,1,1,1,1,1,1.935,18.65594,marks compromise ceremony publicly,1
286,24,v18-loop-048,Ori,1,1,1,1,1,2.01,158.719004,marks compromise ceremony publicly,1
287,24,v18-loop-048,Vonn,1,1,1,1,1,2.125,299.989168,marks compromise ceremony publicly,1
