tick_id,day,session_id,settlement_id,resident_id,project_id,project_name,minigame_id,step_index,required_action,chosen_action,step_success,progress_before,progress_after,failure_recoverable,browser_control_visible,no_llm_call
455,26,canvas-session-005,lichen_bridge,Sol,032f2286f3,weave spare rope,c95f04b80f,2,share,bind,False,0.36,0.366,True,True,True
456,26,canvas-session-005,orchid_engine,Bea,a0d3597080,tend orchid lamp,cf839113e2,3,listen,listen,True,0.34,0.36,True,True,True
457,26,canvas-session-005,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,faf93b1ab6,4,press,press,True,0.326,0.346,True,True,True
458,26,canvas-session-005,glass_harbor,Puck,d99abac1ce,relight public lamp,83ce496bd4,1,seal,seal,True,0.346,0.366,True,True,True
459,26,canvas-session-005,cinder_garden,Wren,efccb1106a,sort ember fruit,73f4ed46f1,2,record,record,True,0.346,0.366,True,True,True
460,26,canvas-session-005,lichen_bridge,Kio,096f63fbc9,mark signal bell,f9e31cc7cf,3,tension,tension,True,0.326,0.346,True,True,True
461,26,canvas-session-005,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,58b056b231,4,clean,clean,True,0.326,0.346,True,True,True
462,26,canvas-session-005,moss_ward,Milo,42164b006a,drain rain path,74691cf02f,1,bind,press,False,0.36,0.366,True,True,True
463,26,canvas-session-005,glass_harbor,Sera,b557cb5ab1,mend fog net,9cd4d9f90a,2,test,test,True,0.36,0.38,True,True,True
464,26,canvas-session-005,cinder_garden,Juno,f754fc777c,cool ash path,21efcf5905,3,shade,shade,True,0.326,0.346,True,True,True
465,26,canvas-session-005,lichen_bridge,Luma,7017cc792d,repair meal ledger,4ea6341992,4,file,file,True,0.326,0.346,True,True,True
466,26,canvas-session-005,orchid_engine,Dax,947f5c8b39,listen to valve pulse,8f1407bdc9,1,tend,tend,True,0.346,0.366,True,True,True
467,26,canvas-session-005,moss_ward,Tala,f91d6085d8,patch blanket loom,661e547d7d,2,inspect,inspect,True,0.346,0.366,True,True,True
468,27,canvas-session-005,cinder_garden,Wren,9ee5bba78b,cool ash path,44ad2fbb9c,1,record,record,True,0.346,0.366,True,True,True
469,27,canvas-session-005,lichen_bridge,Kio,1356a31e8d,repair meal ledger,e1b4e24ae6,2,tension,bind,False,0.346,0.352,True,True,True
470,27,canvas-session-005,orchid_engine,Cai,aa06bc447d,listen to valve pulse,f3a1956114,3,clean,clean,True,0.32,0.34,True,True,True
471,27,canvas-session-005,moss_ward,Milo,214b5191fa,patch blanket loom,f4ef1411e9,4,bind,bind,True,0.32,0.34,True,True,True
472,27,canvas-session-005,glass_harbor,Sera,35df557118,seal fog catcher,4536698855,1,test,test,True,0.346,0.366,True,True,True
473,27,canvas-session-005,cinder_garden,Juno,a3cdbd8180,repair seed calendar,6110357e80,2,shade,shade,True,0.346,0.366,True,True,True
474,27,canvas-session-005,lichen_bridge,Luma,a72c4caf94,test rope bridge,f6f97d83f5,3,file,file,True,0.326,0.346,True,True,True
475,27,canvas-session-005,orchid_engine,Dax,e5be4a3317,clean gear wash,5898cc3613,4,tend,tend,True,0.326,0.346,True,True,True
476,27,canvas-session-005,moss_ward,Tala,ab7eb655b8,copy root ledger,29105a6974,1,inspect,press,False,0.36,0.366,True,True,True
477,27,canvas-session-005,glass_harbor,Nia,35100ce116,mark crossing rope,2dd4f63072,2,trim,trim,True,0.36,0.38,True,True,True
478,27,canvas-session-005,cinder_garden,Pax,cfb8cd3fed,shade seed rows,64981921bc,3,sort,sort,True,0.326,0.346,True,True,True
479,27,canvas-session-005,lichen_bridge,Rin,d21d02a5bc,weave spare rope,d5c79b9827,4,mark,mark,True,0.326,0.346,True,True,True
480,27,canvas-session-005,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,2c6d9e28e2,1,stabilize,stabilize,True,0.332,0.352,True,True,True
481,27,canvas-session-005,moss_ward,Ari,808faa30ed,raise warm-cup shelf,ed5b82b4d4,2,align,align,True,0.346,0.366,True,True,True
482,27,canvas-session-005,glass_harbor,Oren,f949aa8fd3,relight public lamp,0a21702800,3,thread,thread,True,0.326,0.346,True,True,True
483,27,canvas-session-005,cinder_garden,Vale,6b0dbec2ed,sort ember fruit,bf4b611e20,4,cool,align,False,0.34,0.346,True,True,True
484,27,canvas-session-005,lichen_bridge,Sol,910495b9ec,mark signal bell,883db6bad4,1,share,share,True,0.36,0.38,True,True,True
485,27,canvas-session-005,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,6f44357ebc,2,listen,listen,True,0.346,0.366,True,True,True
486,28,canvas-session-005,glass_harbor,Nia,24a6670b6c,relight public lamp,1a63cd9e7f,1,trim,trim,True,0.332,0.352,True,True,True
487,28,canvas-session-005,cinder_garden,Pax,9dfff354ca,sort ember fruit,dc330dde8f,2,sort,sort,True,0.346,0.366,True,True,True
488,28,canvas-session-005,lichen_bridge,Rin,48fc2b7680,mark signal bell,1d0b756a90,3,mark,mark,True,0.306,0.326,True,True,True
489,28,canvas-session-005,orchid_engine,Eli,86759406ca,stabilize steam kettle,c3d28fdc3c,4,stabilize,stabilize,True,0.306,0.326,True,True,True
490,28,canvas-session-005,moss_ward,Ari,da0f22a6f5,drain rain path,1dbae0cf5a,1,align,press,False,0.36,0.366,True,True,True
491,28,canvas-session-005,glass_harbor,Oren,9f03b2f23d,mend fog net,0f3f023870,2,thread,thread,True,0.36,0.38,True,True,True
492,28,canvas-session-005,cinder_garden,Vale,58b08d67ce,cool ash path,cadaa7c8e4,3,cool,cool,True,0.326,0.346,True,True,True
493,28,canvas-session-005,lichen_bridge,Sol,6a6945c048,repair meal ledger,245e884420,4,share,share,True,0.326,0.346,True,True,True
494,28,canvas-session-005,orchid_engine,Bea,1a39418cc8,listen to valve pulse,9aa5d0767f,1,listen,listen,True,0.346,0.366,True,True,True
495,28,canvas-session-005,moss_ward,Fay,cbe617b6af,patch blanket loom,0bb6b4df18,2,press,press,True,0.332,0.352,True,True,True
496,28,canvas-session-005,glass_harbor,Puck,19e61c2da4,seal fog catcher,34765347d7,3,seal,seal,True,0.326,0.346,True,True,True
497,28,canvas-session-005,cinder_garden,Wren,b1df32837e,repair seed calendar,c65e3ce2b8,4,record,align,False,0.34,0.346,True,True,True
498,28,canvas-session-005,lichen_bridge,Kio,0c14394478,test rope bridge,8742230741,1,tension,tension,True,0.36,0.38,True,True,True
499,28,canvas-session-005,orchid_engine,Cai,80ecb7dbcd,clean gear wash,a1b0b54228,2,clean,clean,True,0.346,0.366,True,True,True
500,28,canvas-session-005,moss_ward,Milo,4f19e26857,copy root ledger,01c5274e90,3,bind,bind,True,0.326,0.346,True,True,True
501,28,canvas-session-005,glass_harbor,Sera,ee1d01c438,mark crossing rope,73a371b993,4,test,test,True,0.326,0.346,True,True,True
502,28,canvas-session-005,cinder_garden,Juno,9c5554028b,shade seed rows,cebb28b4d8,1,shade,shade,True,0.346,0.366,True,True,True
503,28,canvas-session-005,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,20b3b3b8a0,2,file,file,True,0.346,0.366,True,True,True
504,29,canvas-session-005,moss_ward,Fay,6a7b5adb25,copy root ledger,c0885a0d2f,1,press,press,True,0.38,0.4,True,True,True
505,29,canvas-session-005,glass_harbor,Puck,c10ea1470a,mark crossing rope,09b1653f84,2,seal,seal,True,0.38,0.4,True,True,True
506,29,canvas-session-005,cinder_garden,Wren,81aa359945,shade seed rows,2be0018e08,3,record,record,True,0.326,0.346,True,True,True
507,29,canvas-session-005,lichen_bridge,Kio,ebef679159,weave spare rope,25256ab7b1,4,tension,tension,True,0.326,0.346,True,True,True
508,29,canvas-session-005,orchid_engine,Cai,2fe151eb17,tend orchid lamp,abc747c51b,1,clean,clean,True,0.366,0.386,True,True,True
509,29,canvas-session-005,moss_ward,Milo,b03af16c10,raise warm-cup shelf,948f866812,2,bind,bind,True,0.38,0.4,True,True,True
510,29,canvas-session-005,glass_harbor,Sera,768a4d2ad8,relight public lamp,85643c64a3,3,test,test,True,0.326,0.346,True,True,True
511,29,canvas-session-005,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,b6e418a4bf,4,shade,align,False,0.34,0.346,True,True,True
512,29,canvas-session-005,lichen_bridge,Luma,450c18baea,mark signal bell,5f490d7e0d,1,file,file,True,0.366,0.386,True,True,True
513,29,canvas-session-005,orchid_engine,Dax,363676d602,stabilize steam kettle,f7e68e4f33,2,tend,tend,True,0.366,0.386,True,True,True
514,29,canvas-session-005,moss_ward,Tala,572744cec7,drain rain path,86736b75f7,3,inspect,inspect,True,0.36,0.38,True,True,True
515,29,canvas-session-005,glass_harbor,Nia,2c46e6f05e,mend fog net,09b02b796d,4,trim,trim,True,0.346,0.366,True,True,True
516,29,canvas-session-005,cinder_garden,Pax,1e5830ef22,cool ash path,8d595130a3,1,sort,sort,True,0.366,0.386,True,True,True
517,29,canvas-session-005,lichen_bridge,Rin,9611f49c07,repair meal ledger,fe3b3def3c,2,mark,mark,True,0.366,0.386,True,True,True
518,29,canvas-session-005,orchid_engine,Eli,a3b8dc6d55,listen to valve pulse,4b3cc1a844,3,stabilize,inspect,False,0.36,0.366,True,True,True
519,29,canvas-session-005,moss_ward,Ari,2378d81ec8,patch blanket loom,c5611fbdef,4,align,align,True,0.36,0.38,True,True,True
520,29,canvas-session-005,glass_harbor,Oren,d2b7153668,seal fog catcher,523f224f6f,1,thread,thread,True,0.366,0.386,True,True,True
521,29,canvas-session-005,cinder_garden,Vale,b4da23a954,repair seed calendar,2b32ae89bf,2,cool,cool,True,0.352,0.372,True,True,True
522,30,canvas-session-005,orchid_engine,Dax,947f5c8b39,listen to valve pulse,8f1407bdc9,1,tend,tend,True,0.366,0.386,True,True,True
523,30,canvas-session-005,moss_ward,Tala,f91d6085d8,patch blanket loom,661e547d7d,2,inspect,inspect,True,0.366,0.386,True,True,True
524,30,canvas-session-005,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,523d30a20e,3,trim,trim,True,0.326,0.346,True,True,True
525,30,canvas-session-005,cinder_garden,Pax,2ac4db2919,repair seed calendar,84ca2097a6,4,sort,align,False,0.34,0.346,True,True,True
526,30,canvas-session-005,lichen_bridge,Rin,b522b59c7e,test rope bridge,6126656930,1,mark,mark,True,0.38,0.4,True,True,True
527,30,canvas-session-005,orchid_engine,Eli,e4ebf8a5c3,clean gear wash,da45c905f0,2,stabilize,stabilize,True,0.352,0.372,True,True,True
528,30,canvas-session-005,moss_ward,Ari,acb2c21249,copy root ledger,f1b3074569,3,align,align,True,0.326,0.346,True,True,True
529,30,canvas-session-005,glass_harbor,Oren,65ab173ea1,mark crossing rope,da8fd61d7d,4,thread,thread,True,0.326,0.346,True,True,True
530,30,canvas-session-005,cinder_garden,Vale,7525471538,shade seed rows,c71eeb8b34,1,cool,cool,True,0.352,0.372,True,True,True
531,30,canvas-session-005,lichen_bridge,Sol,032f2286f3,weave spare rope,c95f04b80f,2,share,share,True,0.366,0.386,True,True,True
532,30,canvas-session-005,orchid_engine,Bea,a0d3597080,tend orchid lamp,cf839113e2,3,listen,inspect,False,0.36,0.366,True,True,True
533,30,canvas-session-005,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,faf93b1ab6,4,press,press,True,0.346,0.366,True,True,True
534,30,canvas-session-005,glass_harbor,Puck,d99abac1ce,relight public lamp,83ce496bd4,1,seal,seal,True,0.366,0.386,True,True,True
535,30,canvas-session-005,cinder_garden,Wren,efccb1106a,sort ember fruit,73f4ed46f1,2,record,record,True,0.366,0.386,True,True,True
536,30,canvas-session-005,lichen_bridge,Kio,096f63fbc9,mark signal bell,f9e31cc7cf,3,tension,tension,True,0.346,0.366,True,True,True
537,30,canvas-session-005,orchid_engine,Cai,7b17b6bca2,stabilize steam kettle,58b056b231,4,clean,clean,True,0.346,0.366,True,True,True
538,30,canvas-session-005,moss_ward,Milo,42164b006a,drain rain path,74691cf02f,1,bind,bind,True,0.366,0.386,True,True,True
539,30,canvas-session-005,glass_harbor,Sera,b557cb5ab1,mend fog net,9cd4d9f90a,2,test,bind,False,0.38,0.386,True,True,True
540,31,canvas-session-006,lichen_bridge,Sol,910495b9ec,mark signal bell,e74acdc628,1,share,share,True,0.38,0.4,True,True,True
541,31,canvas-session-006,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,233f3df847,2,listen,listen,True,0.366,0.386,True,True,True
542,31,canvas-session-006,moss_ward,Fay,9c82c8d116,drain rain path,d2a7d4da6f,3,press,press,True,0.326,0.346,True,True,True
543,31,canvas-session-006,glass_harbor,Puck,4a73f95e3d,mend fog net,066eccd8c6,4,seal,seal,True,0.326,0.346,True,True,True
544,31,canvas-session-006,cinder_garden,Wren,9ee5bba78b,cool ash path,dd40fa4797,1,record,record,True,0.366,0.386,True,True,True
545,31,canvas-session-006,lichen_bridge,Kio,1356a31e8d,repair meal ledger,4fc6aea2f9,2,tension,tension,True,0.352,0.372,True,True,True
546,31,canvas-session-006,orchid_engine,Cai,aa06bc447d,listen to valve pulse,453570c2f3,3,clean,inspect,False,0.34,0.346,True,True,True
547,31,canvas-session-006,moss_ward,Milo,214b5191fa,patch blanket loom,9acddc851d,4,bind,bind,True,0.34,0.36,True,True,True
548,31,canvas-session-006,glass_harbor,Sera,35df557118,seal fog catcher,0b94d4e60c,1,test,test,True,0.366,0.386,True,True,True
549,31,canvas-session-006,cinder_garden,Juno,a3cdbd8180,repair seed calendar,91fa488874,2,shade,shade,True,0.366,0.386,True,True,True
550,31,canvas-session-006,lichen_bridge,Luma,a72c4caf94,test rope bridge,4dbd1c4a68,3,file,file,True,0.346,0.366,True,True,True
551,31,canvas-session-006,orchid_engine,Dax,e5be4a3317,clean gear wash,bf8a27676a,4,tend,tend,True,0.346,0.366,True,True,True
552,31,canvas-session-006,moss_ward,Tala,ab7eb655b8,copy root ledger,9aa4f02320,1,inspect,inspect,True,0.366,0.386,True,True,True
553,31,canvas-session-006,glass_harbor,Nia,35100ce116,mark crossing rope,5883da5415,2,trim,bind,False,0.38,0.386,True,True,True
554,31,canvas-session-006,cinder_garden,Pax,cfb8cd3fed,shade seed rows,af63428d54,3,sort,sort,True,0.346,0.366,True,True,True
555,31,canvas-session-006,lichen_bridge,Rin,d21d02a5bc,weave spare rope,36a98fef84,4,mark,mark,True,0.346,0.366,True,True,True
556,31,canvas-session-006,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,5f81806378,1,stabilize,stabilize,True,0.352,0.372,True,True,True
557,31,canvas-session-006,moss_ward,Ari,808faa30ed,raise warm-cup shelf,9d466a39c7,2,align,align,True,0.366,0.386,True,True,True
558,32,canvas-session-006,cinder_garden,Juno,9c5554028b,shade seed rows,45f72935cc,1,shade,shade,True,0.366,0.386,True,True,True
559,32,canvas-session-006,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,16d1dad413,2,file,file,True,0.366,0.386,True,True,True
560,32,canvas-session-006,orchid_engine,Dax,8d36ca6708,tend orchid lamp,89a4c02662,3,tend,inspect,False,0.34,0.346,True,True,True
561,32,canvas-session-006,moss_ward,Tala,690cd7241e,raise warm-cup shelf,d416956fbf,4,inspect,inspect,True,0.34,0.36,True,True,True
562,32,canvas-session-006,glass_harbor,Nia,24a6670b6c,relight public lamp,bf5fe817ea,1,trim,trim,True,0.352,0.372,True,True,True
563,32,canvas-session-006,cinder_garden,Pax,9dfff354ca,sort ember fruit,2a41b51f1d,2,sort,sort,True,0.366,0.386,True,True,True
564,32,canvas-session-006,lichen_bridge,Rin,48fc2b7680,mark signal bell,fc3ade6118,3,mark,mark,True,0.326,0.346,True,True,True
565,32,canvas-session-006,orchid_engine,Eli,86759406ca,stabilize steam kettle,a83741e9d1,4,stabilize,stabilize,True,0.326,0.346,True,True,True
566,32,canvas-session-006,moss_ward,Ari,da0f22a6f5,drain rain path,5f26abbd88,1,align,align,True,0.366,0.386,True,True,True
567,32,canvas-session-006,glass_harbor,Oren,9f03b2f23d,mend fog net,22decc1d9d,2,thread,bind,False,0.38,0.386,True,True,True
568,32,canvas-session-006,cinder_garden,Vale,58b08d67ce,cool ash path,61314769ae,3,cool,cool,True,0.346,0.366,True,True,True
569,32,canvas-session-006,lichen_bridge,Sol,6a6945c048,repair meal ledger,656963fd3c,4,share,share,True,0.346,0.366,True,True,True
570,32,canvas-session-006,orchid_engine,Bea,1a39418cc8,listen to valve pulse,f179351ad5,1,listen,listen,True,0.366,0.386,True,True,True
571,32,canvas-session-006,moss_ward,Fay,cbe617b6af,patch blanket loom,7130e1a421,2,press,press,True,0.352,0.372,True,True,True
572,32,canvas-session-006,glass_harbor,Puck,19e61c2da4,seal fog catcher,ed6a229335,3,seal,seal,True,0.346,0.366,True,True,True
573,32,canvas-session-006,cinder_garden,Wren,b1df32837e,repair seed calendar,3b727f2193,4,record,record,True,0.346,0.366,True,True,True
574,32,canvas-session-006,lichen_bridge,Kio,0c14394478,test rope bridge,a8dd04d8e7,1,tension,press,False,0.38,0.386,True,True,True
575,32,canvas-session-006,orchid_engine,Cai,80ecb7dbcd,clean gear wash,3fb721fb61,2,clean,clean,True,0.366,0.386,True,True,True
576,33,canvas-session-006,glass_harbor,Oren,d2b7153668,seal fog catcher,7609436356,1,thread,thread,True,0.386,0.406,True,True,True
577,33,canvas-session-006,cinder_garden,Vale,b4da23a954,repair seed calendar,f2831697ee,2,cool,cool,True,0.372,0.392,True,True,True
578,33,canvas-session-006,lichen_bridge,Sol,85cb036eb5,test rope bridge,4726d278f7,3,share,share,True,0.346,0.366,True,True,True
579,33,canvas-session-006,orchid_engine,Bea,3935fa5efe,clean gear wash,4ebc0b3585,4,listen,listen,True,0.346,0.366,True,True,True
580,33,canvas-session-006,moss_ward,Fay,6a7b5adb25,copy root ledger,af4226fe8d,1,press,press,True,0.4,0.42,True,True,True
581,33,canvas-session-006,glass_harbor,Puck,c10ea1470a,mark crossing rope,9126204103,2,seal,bind,False,0.4,0.406,True,True,True
582,33,canvas-session-006,cinder_garden,Wren,81aa359945,shade seed rows,606d8e9ae1,3,record,record,True,0.346,0.366,True,True,True
583,33,canvas-session-006,lichen_bridge,Kio,ebef679159,weave spare rope,6ab8bb5a84,4,tension,tension,True,0.346,0.366,True,True,True
584,33,canvas-session-006,orchid_engine,Cai,2fe151eb17,tend orchid lamp,d40881d830,1,clean,clean,True,0.386,0.406,True,True,True
585,33,canvas-session-006,moss_ward,Milo,b03af16c10,raise warm-cup shelf,cddc808fb8,2,bind,bind,True,0.4,0.42,True,True,True
586,33,canvas-session-006,glass_harbor,Sera,768a4d2ad8,relight public lamp,692142b6d0,3,test,test,True,0.346,0.366,True,True,True
587,33,canvas-session-006,cinder_garden,Juno,2b1e35e8a1,sort ember fruit,b38f91d106,4,shade,shade,True,0.346,0.366,True,True,True
588,33,canvas-session-006,lichen_bridge,Luma,450c18baea,mark signal bell,936747126b,1,file,press,False,0.386,0.392,True,True,True
589,33,canvas-session-006,orchid_engine,Dax,363676d602,stabilize steam kettle,e0721fc8cc,2,tend,tend,True,0.386,0.406,True,True,True
590,33,canvas-session-006,moss_ward,Tala,572744cec7,drain rain path,6192d1ac77,3,inspect,inspect,True,0.38,0.4,True,True,True
591,33,canvas-session-006,glass_harbor,Nia,2c46e6f05e,mend fog net,af4b4fafdb,4,trim,trim,True,0.366,0.386,True,True,True
592,33,canvas-session-006,cinder_garden,Pax,1e5830ef22,cool ash path,ef81912b31,1,sort,sort,True,0.386,0.406,True,True,True
593,33,canvas-session-006,lichen_bridge,Rin,9611f49c07,repair meal ledger,06afc8da58,2,mark,mark,True,0.386,0.406,True,True,True
594,34,canvas-session-006,moss_ward,Milo,42164b006a,drain rain path,660e95c510,1,bind,bind,True,0.386,0.406,True,True,True
595,34,canvas-session-006,glass_harbor,Sera,b557cb5ab1,mend fog net,a418dce557,2,test,bind,False,0.386,0.392,True,True,True
596,34,canvas-session-006,cinder_garden,Juno,f754fc777c,cool ash path,3ca1cf1ef5,3,shade,shade,True,0.346,0.366,True,True,True
597,34,canvas-session-006,lichen_bridge,Luma,7017cc792d,repair meal ledger,3d539152fe,4,file,file,True,0.346,0.366,True,True,True
598,34,canvas-session-006,orchid_engine,Dax,947f5c8b39,listen to valve pulse,e340c39811,1,tend,tend,True,0.386,0.406,True,True,True
599,34,canvas-session-006,moss_ward,Tala,f91d6085d8,patch blanket loom,d50eb383a7,2,inspect,inspect,True,0.386,0.406,True,True,True
600,34,canvas-session-006,glass_harbor,Nia,7d03d3d3f1,seal fog catcher,e7351c311d,3,trim,trim,True,0.346,0.366,True,True,True
601,34,canvas-session-006,cinder_garden,Pax,2ac4db2919,repair seed calendar,54a6ea026e,4,sort,sort,True,0.346,0.366,True,True,True
602,34,canvas-session-006,lichen_bridge,Rin,b522b59c7e,test rope bridge,cffdd28d0f,1,mark,press,False,0.4,0.406,True,True,True
603,34,canvas-session-006,orchid_engine,Eli,e4ebf8a5c3,clean gear wash,6e29b17035,2,stabilize,stabilize,True,0.372,0.392,True,True,True
604,34,canvas-session-006,moss_ward,Ari,acb2c21249,copy root ledger,dca5bc76d6,3,align,align,True,0.346,0.366,True,True,True
605,34,canvas-session-006,glass_harbor,Oren,65ab173ea1,mark crossing rope,1fc677d76c,4,thread,thread,True,0.346,0.366,True,True,True
606,34,canvas-session-006,cinder_garden,Vale,7525471538,shade seed rows,dc118f4bb0,1,cool,cool,True,0.372,0.392,True,True,True
607,34,canvas-session-006,lichen_bridge,Sol,032f2286f3,weave spare rope,f438f8a286,2,share,share,True,0.386,0.406,True,True,True
608,34,canvas-session-006,orchid_engine,Bea,a0d3597080,tend orchid lamp,529164f617,3,listen,listen,True,0.366,0.386,True,True,True
609,34,canvas-session-006,moss_ward,Fay,72cfe9f03b,raise warm-cup shelf,86ea35dd04,4,press,align,False,0.366,0.372,True,True,True
610,34,canvas-session-006,glass_harbor,Puck,d99abac1ce,relight public lamp,2fcabd1f9f,1,seal,seal,True,0.386,0.406,True,True,True
611,34,canvas-session-006,cinder_garden,Wren,efccb1106a,sort ember fruit,1fd175a7bc,2,record,record,True,0.386,0.406,True,True,True
612,35,canvas-session-006,orchid_engine,Eli,3f711d3e3b,tend orchid lamp,5f81806378,1,stabilize,stabilize,True,0.372,0.392,True,True,True
613,35,canvas-session-006,moss_ward,Ari,808faa30ed,raise warm-cup shelf,9d466a39c7,2,align,align,True,0.386,0.406,True,True,True
614,35,canvas-session-006,glass_harbor,Oren,f949aa8fd3,relight public lamp,2cec122309,3,thread,thread,True,0.346,0.366,True,True,True
615,35,canvas-session-006,cinder_garden,Vale,6b0dbec2ed,sort ember fruit,ae6354c1de,4,cool,cool,True,0.346,0.366,True,True,True
616,35,canvas-session-006,lichen_bridge,Sol,910495b9ec,mark signal bell,e74acdc628,1,share,press,False,0.4,0.406,True,True,True
617,35,canvas-session-006,orchid_engine,Bea,d5a5690d8e,stabilize steam kettle,233f3df847,2,listen,listen,True,0.386,0.406,True,True,True
618,35,canvas-session-006,moss_ward,Fay,9c82c8d116,drain rain path,d2a7d4da6f,3,press,press,True,0.346,0.366,True,True,True
619,35,canvas-session-006,glass_harbor,Puck,4a73f95e3d,mend fog net,066eccd8c6,4,seal,seal,True,0.346,0.366,True,True,True
620,35,canvas-session-006,cinder_garden,Wren,9ee5bba78b,cool ash path,dd40fa4797,1,record,record,True,0.386,0.406,True,True,True
621,35,canvas-session-006,lichen_bridge,Kio,1356a31e8d,repair meal ledger,4fc6aea2f9,2,tension,tension,True,0.372,0.392,True,True,True
622,35,canvas-session-006,orchid_engine,Cai,aa06bc447d,listen to valve pulse,453570c2f3,3,clean,clean,True,0.346,0.366,True,True,True
623,35,canvas-session-006,moss_ward,Milo,214b5191fa,patch blanket loom,9acddc851d,4,bind,align,False,0.36,0.366,True,True,True
624,35,canvas-session-006,glass_harbor,Sera,35df557118,seal fog catcher,0b94d4e60c,1,test,test,True,0.386,0.406,True,True,True
625,35,canvas-session-006,cinder_garden,Juno,a3cdbd8180,repair seed calendar,91fa488874,2,shade,shade,True,0.386,0.406,True,True,True
626,35,canvas-session-006,lichen_bridge,Luma,a72c4caf94,test rope bridge,4dbd1c4a68,3,file,file,True,0.366,0.386,True,True,True
627,35,canvas-session-006,orchid_engine,Dax,e5be4a3317,clean gear wash,bf8a27676a,4,tend,tend,True,0.366,0.386,True,True,True
628,35,canvas-session-006,moss_ward,Tala,ab7eb655b8,copy root ledger,9aa4f02320,1,inspect,inspect,True,0.386,0.406,True,True,True
629,35,canvas-session-006,glass_harbor,Nia,35100ce116,mark crossing rope,5883da5415,2,trim,trim,True,0.386,0.406,True,True,True
630,36,canvas-session-006,lichen_bridge,Kio,0c14394478,test rope bridge,a8dd04d8e7,1,tension,press,False,0.386,0.392,True,True,True
631,36,canvas-session-006,orchid_engine,Cai,80ecb7dbcd,clean gear wash,3fb721fb61,2,clean,clean,True,0.386,0.406,True,True,True
632,36,canvas-session-006,moss_ward,Milo,4f19e26857,copy root ledger,315b7aa804,3,bind,bind,True,0.346,0.366,True,True,True
633,36,canvas-session-006,glass_harbor,Sera,ee1d01c438,mark crossing rope,c404bd225b,4,test,test,True,0.346,0.366,True,True,True
634,36,canvas-session-006,cinder_garden,Juno,9c5554028b,shade seed rows,45f72935cc,1,shade,shade,True,0.386,0.406,True,True,True
635,36,canvas-session-006,lichen_bridge,Luma,5fbf6bf7bd,weave spare rope,16d1dad413,2,file,file,True,0.386,0.406,True,True,True
636,36,canvas-session-006,orchid_engine,Dax,8d36ca6708,tend orchid lamp,89a4c02662,3,tend,tend,True,0.346,0.366,True,True,True
637,36,canvas-session-006,moss_ward,Tala,690cd7241e,raise warm-cup shelf,d416956fbf,4,inspect,align,False,0.36,0.366,True,True,True
638,36,canvas-session-006,glass_harbor,Nia,24a6670b6c,relight public lamp,bf5fe817ea,1,trim,trim,True,0.372,0.392,True,True,True
639,36,canvas-session-006,cinder_garden,Pax,9dfff354ca,sort ember fruit,2a41b51f1d,2,sort,sort,True,0.386,0.406,True,True,True
640,36,canvas-session-006,lichen_bridge,Rin,48fc2b7680,mark signal bell,fc3ade6118,3,mark,mark,True,0.346,0.366,True,True,True
641,36,canvas-session-006,orchid_engine,Eli,86759406ca,stabilize steam kettle,a83741e9d1,4,stabilize,stabilize,True,0.346,0.366,True,True,True
642,36,canvas-session-006,moss_ward,Ari,da0f22a6f5,drain rain path,5f26abbd88,1,align,align,True,0.386,0.406,True,True,True
643,36,canvas-session-006,glass_harbor,Oren,9f03b2f23d,mend fog net,22decc1d9d,2,thread,thread,True,0.386,0.406,True,True,True
644,36,canvas-session-006,cinder_garden,Vale,58b08d67ce,cool ash path,61314769ae,3,cool,inspect,False,0.366,0.372,True,True,True
645,36,canvas-session-006,lichen_bridge,Sol,6a6945c048,repair meal ledger,656963fd3c,4,share,share,True,0.366,0.386,True,True,True
646,36,canvas-session-006,orchid_engine,Bea,1a39418cc8,listen to valve pulse,f179351ad5,1,listen,listen,True,0.386,0.406,True,True,True
647,36,canvas-session-006,moss_ward,Fay,cbe617b6af,patch blanket loom,7130e1a421,2,press,press,True,0.372,0.392,True,True,True
648,37,canvas-session-007,cinder_garden,Pax,1e5830ef22,cool ash path,316ecd72b1,1,sort,sort,True,0.406,0.426,True,True,True
649,37,canvas-session-007,lichen_bridge,Rin,9611f49c07,repair meal ledger,64a06ce277,2,mark,mark,True,0.406,0.426,True,True,True
650,37,canvas-session-007,orchid_engine,Eli,a3b8dc6d55,listen to valve pulse,bfb9f187d9,3,stabilize,stabilize,True,0.366,0.386,True,True,True
651,37,canvas-session-007,moss_ward,Ari,2378d81ec8,patch blanket loom,df352161d9,4,align,align,True,0.38,0.4,True,True,True
652,37,canvas-session-007,glass_harbor,Oren,d2b7153668,seal fog catcher,916dd00b93,1,thread,thread,True,0.406,0.426,True,True,True
