tick_id,day,region_id,building,tier_before,upgrade_attempt,upgrade_success,tier_after,required_resource,resource_spent,durability_bonus,visible_upgrade_marker
346,22,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
347,22,riverbend,river mill,1,True,False,1,oil,0.0,0.0,no upgrade
348,22,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
349,22,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
350,22,signal_ridge,signal tower,2,False,False,2,wire,0.0,0.0,no upgrade
351,22,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
352,23,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
353,23,roofward,roof cistern,1,False,False,1,water,0.0,0.0,no upgrade
354,23,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
355,23,signal_ridge,signal tower,2,False,False,2,wire,0.0,0.0,no upgrade
356,23,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
357,23,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
358,23,roofward,roof cistern,1,True,True,2,water,0.75,0.085,tier 2
359,23,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
360,23,signal_ridge,signal tower,2,False,False,2,wire,0.0,0.0,no upgrade
361,23,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
362,23,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
363,23,roofward,roof cistern,2,True,True,3,water,0.75,0.1,tier 3
364,23,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
365,23,signal_ridge,signal tower,2,False,False,2,wire,0.0,0.0,no upgrade
366,23,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
367,23,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
368,24,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
369,24,signal_ridge,signal tower,2,False,False,2,wire,0.0,0.0,no upgrade
370,24,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
371,24,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
372,24,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
373,24,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
374,24,signal_ridge,signal tower,2,True,True,3,wire,0.75,0.1,tier 3
375,24,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
376,24,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
377,24,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
378,24,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
379,24,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
380,24,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
381,24,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
382,24,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
383,24,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
384,25,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
385,25,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
386,25,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
387,25,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
388,25,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
389,25,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
390,25,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
391,25,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
392,25,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
393,25,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
394,25,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
395,25,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
396,25,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
397,25,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
398,25,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
399,25,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
400,26,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
401,26,riverbend,river mill,1,False,False,1,oil,0.0,0.0,no upgrade
402,26,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
403,26,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
404,26,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
405,26,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
406,26,riverbend,river mill,1,True,False,1,oil,0.0,0.0,no upgrade
407,26,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
408,26,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
409,26,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
410,26,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
411,26,riverbend,river mill,1,True,True,2,oil,0.75,0.085,tier 2
412,26,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
413,26,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
414,26,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
415,26,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
416,27,riverbend,river mill,2,False,False,2,oil,0.0,0.0,no upgrade
417,27,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
418,27,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
419,27,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
420,27,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
421,27,riverbend,river mill,2,False,False,2,oil,0.0,0.0,no upgrade
422,27,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
423,27,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
424,27,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
425,27,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
426,27,riverbend,river mill,2,False,False,2,oil,0.0,0.0,no upgrade
427,27,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
428,27,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
429,27,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
430,27,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
431,27,riverbend,river mill,2,False,False,2,oil,0.0,0.0,no upgrade
432,28,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
433,28,archive_quarter,public kiosk,2,False,False,2,thread,0.0,0.0,no upgrade
434,28,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
435,28,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
436,28,riverbend,river mill,2,False,False,2,oil,0.0,0.0,no upgrade
437,28,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
438,28,archive_quarter,public kiosk,2,True,True,3,thread,0.75,0.1,tier 3
439,28,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
440,28,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
441,28,riverbend,river mill,2,False,False,2,oil,0.0,0.0,no upgrade
442,28,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
443,28,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
444,28,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
445,28,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
446,28,riverbend,river mill,2,False,False,2,oil,0.0,0.0,no upgrade
447,28,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
448,29,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
449,29,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
450,29,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
451,29,riverbend,river mill,2,False,False,2,oil,0.0,0.0,no upgrade
452,29,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
453,29,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
454,29,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
455,29,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
456,29,riverbend,river mill,2,False,False,2,oil,0.0,0.0,no upgrade
457,29,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
458,29,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
459,29,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
460,29,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
461,29,riverbend,river mill,2,False,False,2,oil,0.0,0.0,no upgrade
462,29,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
463,29,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
464,30,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
465,30,riverbend,river mill,2,False,False,2,oil,0.0,0.0,no upgrade
466,30,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
467,30,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
468,30,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
469,30,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
470,30,riverbend,river mill,2,True,True,3,oil,0.75,0.1,tier 3
471,30,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
472,30,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
473,30,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
474,30,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
475,30,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
476,30,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
477,30,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
478,30,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
479,30,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
480,31,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
481,31,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
482,31,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
483,31,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
484,31,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
485,31,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
486,31,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
487,31,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
488,31,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
489,31,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
490,31,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
491,31,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
492,31,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
493,31,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
494,31,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
495,31,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
496,32,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
497,32,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
498,32,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
499,32,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
500,32,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
501,32,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
502,32,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
503,32,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
504,32,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
505,32,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
506,32,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
507,32,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
508,32,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
509,32,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
510,32,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
511,32,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
512,33,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
513,33,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
514,33,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
515,33,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
516,33,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
517,33,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
518,33,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
519,33,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
520,33,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
521,33,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
522,33,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
523,33,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
524,33,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
525,33,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
526,33,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
527,33,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
528,34,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
529,34,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
530,34,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
531,34,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
532,34,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
533,34,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
534,34,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
535,34,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
536,34,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
537,34,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
538,34,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
539,34,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
540,34,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
541,34,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
542,34,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
543,34,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
544,35,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
545,35,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
546,35,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
547,35,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
548,35,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
549,35,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
550,35,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
551,35,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
552,35,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
553,35,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
554,35,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
555,35,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
556,35,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
557,35,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
558,35,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
559,35,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
560,36,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
561,36,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
562,36,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
563,36,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
564,36,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
565,36,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
566,36,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
567,36,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
568,36,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
569,36,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
570,36,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
571,36,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
572,36,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
573,36,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
574,36,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
575,36,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
576,37,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
577,37,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
578,37,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
579,37,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
580,37,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
581,37,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
582,37,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
583,37,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
584,37,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
585,37,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
586,37,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
587,37,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
588,37,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
589,37,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
590,37,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
591,37,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
592,38,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
593,38,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
594,38,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
595,38,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
596,38,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
597,38,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
598,38,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
599,38,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
600,38,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
601,38,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
602,38,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
603,38,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
604,38,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
605,38,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
606,38,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
607,38,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
608,39,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
609,39,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
610,39,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
611,39,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
612,39,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
613,39,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
614,39,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
615,39,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
616,39,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
617,39,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
618,39,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
619,39,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
620,39,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
621,39,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
622,39,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
623,39,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
624,40,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
625,40,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
626,40,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
627,40,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
628,40,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
629,40,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
630,40,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
631,40,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
632,40,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
633,40,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
634,40,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
635,40,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
636,40,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
637,40,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
638,40,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
639,40,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
640,41,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
641,41,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
642,41,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
643,41,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
644,41,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
645,41,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
646,41,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
647,41,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
648,41,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
649,41,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
650,41,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
651,41,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
652,41,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
653,41,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
654,41,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
655,41,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
656,42,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
657,42,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
658,42,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
659,42,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
660,42,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
661,42,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
662,42,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
663,42,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
664,42,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
665,42,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
666,42,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
667,42,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
668,42,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
669,42,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
670,42,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
671,42,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
672,43,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
673,43,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
674,43,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
675,43,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
676,43,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
677,43,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
678,43,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
679,43,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
680,43,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
681,43,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
682,43,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
683,43,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
684,43,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
685,43,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
686,43,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
687,43,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
688,44,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
689,44,roofward,roof cistern,3,False,False,3,water,0.0,0.0,no upgrade
690,44,archive_quarter,public kiosk,3,False,False,3,thread,0.0,0.0,no upgrade
691,44,signal_ridge,signal tower,3,False,False,3,wire,0.0,0.0,no upgrade
692,44,orchard_fen,seed pier,3,False,False,3,planks,0.0,0.0,no upgrade
693,44,riverbend,river mill,3,False,False,3,oil,0.0,0.0,no upgrade
