tick_id,day,settlement_id,reload_index,goal_count,request_count,plan_count,refusal_count,phrase_learning_count,checksum,restored_goals_visible,restored_requests_visible,restored_plans_visible,restored_refusals_visible,restored_phrase_learning_visible,replay_exportable
2484,139,cinder_garden,60,497,497,363,304,497,59c6fb0e05f4834d,True,True,True,True,True,True
2493,139,glass_harbor,59,499,499,363,287,499,7bbd7f56dc5f199f,True,True,True,True,True,True
2502,140,glass_harbor,60,501,501,365,288,501,3368cd3ab533b161,True,True,True,True,True,True
2511,140,moss_ward,59,503,503,367,295,503,f27de2e334309ae9,True,True,True,True,True,True
2520,141,moss_ward,60,505,505,369,296,505,daf10df0fb62b2df,True,True,True,True,True,True
2529,141,orchid_engine,59,506,506,392,293,506,0d62bcbe8d277b2e,True,True,True,True,True,True
2538,142,orchid_engine,60,508,508,394,295,508,d3c0aa2661e007ba,True,True,True,True,True,True
2547,142,lichen_bridge,60,509,509,394,303,509,0d0c00a6d5b6ea8b,True,True,True,True,True,True
2556,143,lichen_bridge,61,511,511,396,304,511,da8b73dd0646c374,True,True,True,True,True,True
2565,143,cinder_garden,61,513,513,375,315,513,c2507626dac38e10,True,True,True,True,True,True
2574,144,cinder_garden,62,515,515,377,316,515,d003134ddfa51ba5,True,True,True,True,True,True
2583,144,glass_harbor,61,517,517,377,295,517,de4a3be337ea99a1,True,True,True,True,True,True
2592,145,glass_harbor,62,519,519,379,296,519,c15cfc8e6ff9dfca,True,True,True,True,True,True
2601,145,moss_ward,61,521,521,381,305,521,8cd0ce92c4dfb41b,True,True,True,True,True,True
2610,146,moss_ward,62,523,523,383,306,523,67e4d834333fa3a0,True,True,True,True,True,True
2619,146,orchid_engine,61,524,524,407,304,524,09c25a67256114ad,True,True,True,True,True,True
2628,147,orchid_engine,62,526,526,409,306,526,b442b87bafccabfd,True,True,True,True,True,True
2637,147,lichen_bridge,62,527,527,409,317,527,8a8bf3df54beb761,True,True,True,True,True,True
2646,148,lichen_bridge,63,529,529,411,318,529,af01b4bcdf641b14,True,True,True,True,True,True
2655,148,cinder_garden,63,531,531,389,325,531,dcb4a659da91696a,True,True,True,True,True,True
2664,149,cinder_garden,64,533,533,391,326,533,4f5f909ed34abf9e,True,True,True,True,True,True
2673,149,glass_harbor,63,535,535,391,305,535,8c658f24df6e877c,True,True,True,True,True,True
2682,150,glass_harbor,64,537,537,393,306,537,ec9eec9a8944f13b,True,True,True,True,True,True
2691,150,moss_ward,63,539,539,395,318,539,6421c8edbb09868a,True,True,True,True,True,True
2700,151,moss_ward,64,541,541,397,319,541,a2d57eadbec7aef8,True,True,True,True,True,True
2709,151,orchid_engine,63,542,542,422,316,542,aa0cd0d46f9b298d,True,True,True,True,True,True
2718,152,orchid_engine,64,544,544,424,317,544,a4ce7eff53437fdb,True,True,True,True,True,True
2727,152,lichen_bridge,64,545,545,424,329,545,3f642df57004b96f,True,True,True,True,True,True
2736,153,lichen_bridge,65,547,547,426,330,547,af081eb20b1a8d87,True,True,True,True,True,True
2745,153,cinder_garden,65,549,549,403,334,549,d785be154e4dcd37,True,True,True,True,True,True
2754,154,cinder_garden,66,551,551,405,336,551,d6145c4351e0bf97,True,True,True,True,True,True
2763,154,glass_harbor,65,553,553,405,316,553,dbe3f33ece8836b9,True,True,True,True,True,True
2772,155,glass_harbor,66,555,555,407,318,555,9e1438a38f5403f5,True,True,True,True,True,True
2781,155,moss_ward,65,557,557,409,329,557,d98fdab6846a45cd,True,True,True,True,True,True
2790,156,moss_ward,66,559,559,411,331,559,47e1152c52a3f8e5,True,True,True,True,True,True
2799,156,orchid_engine,65,560,560,437,327,560,a7e6ebc893665c52,True,True,True,True,True,True
2808,157,orchid_engine,66,562,562,439,328,562,03e98db97e63f37a,True,True,True,True,True,True
2817,157,lichen_bridge,66,563,563,439,337,563,087ca64bf3321942,True,True,True,True,True,True
2826,158,lichen_bridge,67,565,565,441,338,565,3f8e59cf6083f5be,True,True,True,True,True,True
2835,158,cinder_garden,67,567,567,417,348,567,092908e82fb94e6c,True,True,True,True,True,True
2844,159,cinder_garden,68,569,569,419,350,569,b78f860c14ea5b64,True,True,True,True,True,True
2853,159,glass_harbor,67,571,571,419,326,571,7683f04d041e9f0b,True,True,True,True,True,True
2862,160,glass_harbor,68,573,573,421,327,573,c4b15f7fd5d5f4bd,True,True,True,True,True,True
2871,160,moss_ward,67,575,575,423,339,575,ff255cdfdb5da3aa,True,True,True,True,True,True
2880,161,moss_ward,68,577,577,425,340,577,d40b53e8d42cba3d,True,True,True,True,True,True
2889,161,orchid_engine,67,578,578,452,340,578,76aeb7b8a000201d,True,True,True,True,True,True
2898,162,orchid_engine,68,580,580,454,342,580,660caa182973c709,True,True,True,True,True,True
2899,162,moss_ward,69,581,581,427,341,581,60722b6fd7a4c1fd,True,True,True,True,True,True
2900,162,glass_harbor,69,581,581,427,331,581,7b056a075ce9a448,True,True,True,True,True,True
2901,162,cinder_garden,69,581,581,428,360,581,850b28c71eabf886,True,True,True,True,True,True
2902,162,lichen_bridge,68,580,580,454,345,580,a05b68115bad4ac0,True,True,True,True,True,True
2903,162,orchid_engine,69,581,581,455,342,581,d703f053466c4792,True,True,True,True,True,True
2904,162,moss_ward,70,582,582,428,342,582,ac3a6d006915972a,True,True,True,True,True,True
2905,162,glass_harbor,70,582,582,428,331,582,76f04379d9423659,True,True,True,True,True,True
2906,162,cinder_garden,70,582,582,429,361,582,893d814bf5e49ac8,True,True,True,True,True,True
2907,162,lichen_bridge,69,581,581,454,346,581,e854d9a4566e9d0e,True,True,True,True,True,True
2908,162,orchid_engine,70,582,582,456,342,582,bce49cba6cccc88a,True,True,True,True,True,True
2909,162,moss_ward,71,583,583,429,342,583,7fbc12a0790e3cc7,True,True,True,True,True,True
2910,162,glass_harbor,71,583,583,429,332,583,ef8c3e183370f02e,True,True,True,True,True,True
2911,162,cinder_garden,71,583,583,429,361,583,fc5e8e7ec053d318,True,True,True,True,True,True
2912,162,lichen_bridge,70,582,582,455,347,582,b312dd12c19f92fe,True,True,True,True,True,True
2913,162,orchid_engine,71,583,583,457,343,583,f04b2477df21e2d3,True,True,True,True,True,True
2914,162,moss_ward,72,584,584,430,342,584,9a9223c32387c796,True,True,True,True,True,True
2915,162,glass_harbor,72,584,584,430,332,584,1b34d5d1047a1ab5,True,True,True,True,True,True
