tick_id,day,settlement_id,resident_id,protocol_step,avatar_choice,protocol_state,trust_before,trust_after,respect_delta,visible_body_response,greeting_card_visible,protocol_not_bypassed
740,42,orchid_engine,Dax,wait for orchid-cup,offer_greeting,partially_matched,0.812,0.818,0.01,"resident listens, then corrects sequence",True,True
741,42,moss_ward,Tala,stand by rain gate,ask_translation,partially_matched,0.668,0.674,0.01,"resident listens, then corrects sequence",True,True
742,42,glass_harbor,Nia,tap lantern rail,repeat_local_phrase,partially_matched,0.802,0.808,0.01,"resident listens, then corrects sequence",True,True
743,42,cinder_garden,Pax,repeat cool-hand sign,offer_trade_good,neutral,0.754,0.756,0.003,resident waits for clearer intent,True,True
744,42,lichen_bridge,Rin,touch rope post,touch_restricted_object,warning,0.686,0.674,-0.018,resident steps between avatar and custom boundary,True,True
745,42,orchid_engine,Eli,show palms to valve listener,step_back,respected,0.804,0.814,0.016,"resident turns toward avatar, shoulders lower",True,True
746,42,moss_ward,Ari,wait for warm-cup phrase,ask_custom_reason,neutral,0.782,0.784,0.003,resident waits for clearer intent,True,True
747,42,glass_harbor,Oren,pause at lamp pier,interrupt_protocol,warning,0.79,0.778,-0.018,resident steps between avatar and custom boundary,True,True
748,42,cinder_garden,Vale,wait at ash path,wait_for_resident_lead,respected,0.798,0.808,0.016,"resident turns toward avatar, shoulders lower",True,True
749,42,lichen_bridge,Sol,wait for shared-bowl offer,observe_before_speaking,respected,0.668,0.678,0.016,"resident turns toward avatar, shoulders lower",True,True
750,42,orchid_engine,Bea,stand outside engine ring,offer_greeting,partially_matched,0.756,0.762,0.01,"resident listens, then corrects sequence",True,True
751,42,moss_ward,Fay,show empty hands,ask_translation,partially_matched,0.732,0.738,0.01,"resident listens, then corrects sequence",True,True
752,42,glass_harbor,Puck,accept tea-before-crossing,repeat_local_phrase,partially_matched,0.67,0.676,0.01,"resident listens, then corrects sequence",True,True
753,42,cinder_garden,Wren,bow to shade cloth,offer_trade_good,neutral,0.63,0.632,0.003,resident waits for clearer intent,True,True
754,42,lichen_bridge,Kio,listen for signal hush,touch_restricted_object,warning,0.75,0.738,-0.018,resident steps between avatar and custom boundary,True,True
755,42,orchid_engine,Cai,wait for orchid-cup,step_back,respected,0.764,0.774,0.016,"resident turns toward avatar, shoulders lower",True,True
756,43,glass_harbor,Nia,pause at lamp pier,observe_before_speaking,respected,0.81,0.82,0.016,"resident turns toward avatar, shoulders lower",True,True
757,43,cinder_garden,Pax,wait at ash path,offer_greeting,partially_matched,0.758,0.764,0.01,"resident listens, then corrects sequence",True,True
758,43,lichen_bridge,Rin,wait for shared-bowl offer,ask_translation,partially_matched,0.656,0.662,0.01,"resident listens, then corrects sequence",True,True
759,43,orchid_engine,Eli,stand outside engine ring,repeat_local_phrase,partially_matched,0.824,0.83,0.01,"resident listens, then corrects sequence",True,True
760,43,moss_ward,Ari,show empty hands,offer_trade_good,neutral,0.794,0.796,0.003,resident waits for clearer intent,True,True
761,43,glass_harbor,Oren,accept tea-before-crossing,touch_restricted_object,warning,0.768,0.756,-0.018,resident steps between avatar and custom boundary,True,True
762,43,cinder_garden,Vale,bow to shade cloth,step_back,respected,0.81,0.82,0.016,"resident turns toward avatar, shoulders lower",True,True
763,43,lichen_bridge,Sol,listen for signal hush,ask_custom_reason,neutral,0.688,0.69,0.003,resident waits for clearer intent,True,True
764,43,orchid_engine,Bea,wait for orchid-cup,interrupt_protocol,warning,0.764,0.752,-0.018,resident steps between avatar and custom boundary,True,True
765,43,moss_ward,Fay,stand by rain gate,wait_for_resident_lead,respected,0.748,0.758,0.016,"resident turns toward avatar, shoulders lower",True,True
766,43,glass_harbor,Puck,tap lantern rail,observe_before_speaking,respected,0.678,0.688,0.016,"resident turns toward avatar, shoulders lower",True,True
767,43,cinder_garden,Wren,repeat cool-hand sign,offer_greeting,partially_matched,0.634,0.64,0.01,"resident listens, then corrects sequence",True,True
768,43,lichen_bridge,Kio,touch rope post,ask_translation,partially_matched,0.72,0.726,0.01,"resident listens, then corrects sequence",True,True
769,43,orchid_engine,Cai,show palms to valve listener,repeat_local_phrase,partially_matched,0.784,0.79,0.01,"resident listens, then corrects sequence",True,True
770,43,moss_ward,Milo,wait for warm-cup phrase,offer_trade_good,neutral,0.67,0.672,0.003,resident waits for clearer intent,True,True
771,43,glass_harbor,Sera,pause at lamp pier,touch_restricted_object,warning,0.846,0.834,-0.018,resident steps between avatar and custom boundary,True,True
772,43,cinder_garden,Juno,wait at ash path,step_back,respected,0.77,0.78,0.016,"resident turns toward avatar, shoulders lower",True,True
773,43,lichen_bridge,Luma,wait for shared-bowl offer,ask_custom_reason,neutral,0.8,0.802,0.003,resident waits for clearer intent,True,True
774,44,moss_ward,Ari,stand by rain gate,offer_greeting,partially_matched,0.798,0.804,0.01,"resident listens, then corrects sequence",True,True
775,44,glass_harbor,Oren,tap lantern rail,ask_translation,partially_matched,0.738,0.744,0.01,"resident listens, then corrects sequence",True,True
776,44,cinder_garden,Vale,repeat cool-hand sign,repeat_local_phrase,partially_matched,0.83,0.836,0.01,"resident listens, then corrects sequence",True,True
777,44,lichen_bridge,Sol,touch rope post,offer_trade_good,neutral,0.7,0.702,0.003,resident waits for clearer intent,True,True
778,44,orchid_engine,Bea,show palms to valve listener,touch_restricted_object,warning,0.742,0.73,-0.018,resident steps between avatar and custom boundary,True,True
779,44,moss_ward,Fay,wait for warm-cup phrase,step_back,respected,0.76,0.77,0.016,"resident turns toward avatar, shoulders lower",True,True
780,44,glass_harbor,Puck,pause at lamp pier,ask_custom_reason,neutral,0.698,0.7,0.003,resident waits for clearer intent,True,True
781,44,cinder_garden,Wren,wait at ash path,interrupt_protocol,warning,0.642,0.63,-0.018,resident steps between avatar and custom boundary,True,True
782,44,lichen_bridge,Kio,wait for shared-bowl offer,wait_for_resident_lead,respected,0.736,0.746,0.016,"resident turns toward avatar, shoulders lower",True,True
783,44,orchid_engine,Cai,stand outside engine ring,observe_before_speaking,respected,0.792,0.802,0.016,"resident turns toward avatar, shoulders lower",True,True
784,44,moss_ward,Milo,show empty hands,offer_greeting,partially_matched,0.674,0.68,0.01,"resident listens, then corrects sequence",True,True
785,44,glass_harbor,Sera,accept tea-before-crossing,ask_translation,partially_matched,0.816,0.822,0.01,"resident listens, then corrects sequence",True,True
786,44,cinder_garden,Juno,bow to shade cloth,repeat_local_phrase,partially_matched,0.79,0.796,0.01,"resident listens, then corrects sequence",True,True
787,44,lichen_bridge,Luma,listen for signal hush,offer_trade_good,neutral,0.812,0.814,0.003,resident waits for clearer intent,True,True
788,44,orchid_engine,Dax,wait for orchid-cup,touch_restricted_object,warning,0.82,0.808,-0.018,resident steps between avatar and custom boundary,True,True
789,44,moss_ward,Tala,stand by rain gate,step_back,respected,0.684,0.694,0.016,"resident turns toward avatar, shoulders lower",True,True
790,44,glass_harbor,Nia,tap lantern rail,ask_custom_reason,neutral,0.83,0.832,0.003,resident waits for clearer intent,True,True
791,44,cinder_garden,Pax,repeat cool-hand sign,interrupt_protocol,warning,0.766,0.754,-0.018,resident steps between avatar and custom boundary,True,True
792,45,orchid_engine,Bea,stand outside engine ring,ask_translation,partially_matched,0.712,0.718,0.01,"resident listens, then corrects sequence",True,True
793,45,moss_ward,Fay,show empty hands,repeat_local_phrase,partially_matched,0.78,0.786,0.01,"resident listens, then corrects sequence",True,True
794,45,glass_harbor,Puck,accept tea-before-crossing,offer_trade_good,neutral,0.71,0.712,0.003,resident waits for clearer intent,True,True
795,45,cinder_garden,Wren,bow to shade cloth,touch_restricted_object,warning,0.62,0.608,-0.018,resident steps between avatar and custom boundary,True,True
796,45,lichen_bridge,Kio,listen for signal hush,step_back,respected,0.748,0.758,0.016,"resident turns toward avatar, shoulders lower",True,True
797,45,orchid_engine,Cai,wait for orchid-cup,ask_custom_reason,neutral,0.812,0.814,0.003,resident waits for clearer intent,True,True
798,45,moss_ward,Milo,stand by rain gate,interrupt_protocol,warning,0.682,0.67,-0.018,resident steps between avatar and custom boundary,True,True
799,45,glass_harbor,Sera,tap lantern rail,wait_for_resident_lead,respected,0.832,0.842,0.016,"resident turns toward avatar, shoulders lower",True,True
800,45,cinder_garden,Juno,repeat cool-hand sign,observe_before_speaking,respected,0.798,0.808,0.016,"resident turns toward avatar, shoulders lower",True,True
801,45,lichen_bridge,Luma,touch rope post,offer_greeting,partially_matched,0.816,0.822,0.01,"resident listens, then corrects sequence",True,True
802,45,orchid_engine,Dax,show palms to valve listener,ask_translation,partially_matched,0.79,0.796,0.01,"resident listens, then corrects sequence",True,True
803,45,moss_ward,Tala,wait for warm-cup phrase,repeat_local_phrase,partially_matched,0.704,0.71,0.01,"resident listens, then corrects sequence",True,True
804,45,glass_harbor,Nia,pause at lamp pier,offer_trade_good,neutral,0.842,0.844,0.003,resident waits for clearer intent,True,True
805,45,cinder_garden,Pax,wait at ash path,touch_restricted_object,warning,0.744,0.732,-0.018,resident steps between avatar and custom boundary,True,True
806,45,lichen_bridge,Rin,wait for shared-bowl offer,step_back,respected,0.672,0.682,0.016,"resident turns toward avatar, shoulders lower",True,True
807,45,orchid_engine,Eli,stand outside engine ring,ask_custom_reason,neutral,0.832,0.834,0.003,resident waits for clearer intent,True,True
808,45,moss_ward,Ari,show empty hands,interrupt_protocol,warning,0.806,0.794,-0.018,resident steps between avatar and custom boundary,True,True
809,45,glass_harbor,Oren,accept tea-before-crossing,wait_for_resident_lead,respected,0.754,0.764,0.016,"resident turns toward avatar, shoulders lower",True,True
810,46,lichen_bridge,Kio,touch rope post,repeat_local_phrase,partially_matched,0.768,0.774,0.01,"resident listens, then corrects sequence",True,True
811,46,orchid_engine,Cai,show palms to valve listener,offer_trade_good,neutral,0.824,0.826,0.003,resident waits for clearer intent,True,True
812,46,moss_ward,Milo,wait for warm-cup phrase,touch_restricted_object,warning,0.66,0.648,-0.018,resident steps between avatar and custom boundary,True,True
813,46,glass_harbor,Sera,pause at lamp pier,step_back,respected,0.844,0.854,0.016,"resident turns toward avatar, shoulders lower",True,True
814,46,cinder_garden,Juno,wait at ash path,ask_custom_reason,neutral,0.818,0.82,0.003,resident waits for clearer intent,True,True
815,46,lichen_bridge,Luma,wait for shared-bowl offer,interrupt_protocol,warning,0.824,0.812,-0.018,resident steps between avatar and custom boundary,True,True
816,46,orchid_engine,Dax,stand outside engine ring,wait_for_resident_lead,respected,0.806,0.816,0.016,"resident turns toward avatar, shoulders lower",True,True
817,46,moss_ward,Tala,show empty hands,observe_before_speaking,respected,0.712,0.722,0.016,"resident turns toward avatar, shoulders lower",True,True
818,46,glass_harbor,Nia,accept tea-before-crossing,offer_greeting,partially_matched,0.846,0.852,0.01,"resident listens, then corrects sequence",True,True
819,46,cinder_garden,Pax,bow to shade cloth,ask_translation,partially_matched,0.714,0.72,0.01,"resident listens, then corrects sequence",True,True
820,46,lichen_bridge,Rin,listen for signal hush,repeat_local_phrase,partially_matched,0.692,0.698,0.01,"resident listens, then corrects sequence",True,True
821,46,orchid_engine,Eli,wait for orchid-cup,offer_trade_good,neutral,0.844,0.846,0.003,resident waits for clearer intent,True,True
822,46,moss_ward,Ari,stand by rain gate,touch_restricted_object,warning,0.784,0.772,-0.018,resident steps between avatar and custom boundary,True,True
823,46,glass_harbor,Oren,tap lantern rail,step_back,respected,0.766,0.776,0.016,"resident turns toward avatar, shoulders lower",True,True
824,46,cinder_garden,Vale,repeat cool-hand sign,ask_custom_reason,neutral,0.838,0.84,0.003,resident waits for clearer intent,True,True
825,46,lichen_bridge,Sol,touch rope post,interrupt_protocol,warning,0.704,0.692,-0.018,resident steps between avatar and custom boundary,True,True
826,46,orchid_engine,Bea,show palms to valve listener,wait_for_resident_lead,respected,0.728,0.738,0.016,"resident turns toward avatar, shoulders lower",True,True
827,46,moss_ward,Fay,wait for warm-cup phrase,observe_before_speaking,respected,0.788,0.798,0.016,"resident turns toward avatar, shoulders lower",True,True
828,47,cinder_garden,Juno,bow to shade cloth,offer_trade_good,neutral,0.83,0.832,0.003,resident waits for clearer intent,True,True
829,47,lichen_bridge,Luma,listen for signal hush,touch_restricted_object,warning,0.802,0.79,-0.018,resident steps between avatar and custom boundary,True,True
830,47,orchid_engine,Dax,wait for orchid-cup,step_back,respected,0.818,0.828,0.016,"resident turns toward avatar, shoulders lower",True,True
831,47,moss_ward,Tala,stand by rain gate,ask_custom_reason,neutral,0.732,0.734,0.003,resident waits for clearer intent,True,True
832,47,glass_harbor,Nia,tap lantern rail,interrupt_protocol,warning,0.854,0.842,-0.018,resident steps between avatar and custom boundary,True,True
833,47,cinder_garden,Pax,repeat cool-hand sign,wait_for_resident_lead,respected,0.73,0.74,0.016,"resident turns toward avatar, shoulders lower",True,True
834,47,lichen_bridge,Rin,touch rope post,observe_before_speaking,respected,0.7,0.71,0.016,"resident turns toward avatar, shoulders lower",True,True
835,47,orchid_engine,Eli,show palms to valve listener,offer_greeting,partially_matched,0.848,0.854,0.01,"resident listens, then corrects sequence",True,True
836,47,moss_ward,Ari,wait for warm-cup phrase,ask_translation,partially_matched,0.754,0.76,0.01,"resident listens, then corrects sequence",True,True
837,47,glass_harbor,Oren,pause at lamp pier,repeat_local_phrase,partially_matched,0.786,0.792,0.01,"resident listens, then corrects sequence",True,True
838,47,cinder_garden,Vale,wait at ash path,offer_trade_good,neutral,0.85,0.852,0.003,resident waits for clearer intent,True,True
839,47,lichen_bridge,Sol,wait for shared-bowl offer,touch_restricted_object,warning,0.682,0.67,-0.018,resident steps between avatar and custom boundary,True,True
840,47,orchid_engine,Bea,stand outside engine ring,step_back,respected,0.74,0.75,0.016,"resident turns toward avatar, shoulders lower",True,True
841,47,moss_ward,Fay,show empty hands,ask_custom_reason,neutral,0.808,0.81,0.003,resident waits for clearer intent,True,True
842,47,glass_harbor,Puck,accept tea-before-crossing,interrupt_protocol,warning,0.714,0.702,-0.018,resident steps between avatar and custom boundary,True,True
843,47,cinder_garden,Wren,bow to shade cloth,wait_for_resident_lead,respected,0.59,0.6,0.016,"resident turns toward avatar, shoulders lower",True,True
844,47,lichen_bridge,Kio,listen for signal hush,observe_before_speaking,respected,0.776,0.786,0.016,"resident turns toward avatar, shoulders lower",True,True
845,47,orchid_engine,Cai,wait for orchid-cup,offer_greeting,partially_matched,0.828,0.834,0.01,"resident listens, then corrects sequence",True,True
846,48,glass_harbor,Nia,pause at lamp pier,touch_restricted_object,warning,0.832,0.82,-0.018,resident steps between avatar and custom boundary,True,True
847,48,cinder_garden,Pax,wait at ash path,step_back,respected,0.742,0.752,0.016,"resident turns toward avatar, shoulders lower",True,True
848,48,lichen_bridge,Rin,wait for shared-bowl offer,ask_custom_reason,neutral,0.72,0.722,0.003,resident waits for clearer intent,True,True
849,48,orchid_engine,Eli,stand outside engine ring,interrupt_protocol,warning,0.856,0.844,-0.018,resident steps between avatar and custom boundary,True,True
850,48,moss_ward,Ari,show empty hands,wait_for_resident_lead,respected,0.77,0.78,0.016,"resident turns toward avatar, shoulders lower",True,True
851,48,glass_harbor,Oren,accept tea-before-crossing,observe_before_speaking,respected,0.794,0.804,0.016,"resident turns toward avatar, shoulders lower",True,True
852,48,cinder_garden,Vale,bow to shade cloth,offer_greeting,partially_matched,0.854,0.86,0.01,"resident listens, then corrects sequence",True,True
853,48,lichen_bridge,Sol,listen for signal hush,ask_translation,partially_matched,0.652,0.658,0.01,"resident listens, then corrects sequence",True,True
854,48,orchid_engine,Bea,wait for orchid-cup,repeat_local_phrase,partially_matched,0.76,0.766,0.01,"resident listens, then corrects sequence",True,True
855,48,moss_ward,Fay,stand by rain gate,offer_trade_good,neutral,0.82,0.822,0.003,resident waits for clearer intent,True,True
856,48,glass_harbor,Puck,tap lantern rail,touch_restricted_object,warning,0.692,0.68,-0.018,resident steps between avatar and custom boundary,True,True
857,48,cinder_garden,Wren,repeat cool-hand sign,step_back,respected,0.602,0.612,0.016,"resident turns toward avatar, shoulders lower",True,True
858,48,lichen_bridge,Kio,touch rope post,ask_custom_reason,neutral,0.796,0.798,0.003,resident waits for clearer intent,True,True
859,48,orchid_engine,Cai,show palms to valve listener,interrupt_protocol,warning,0.836,0.824,-0.018,resident steps between avatar and custom boundary,True,True
860,48,moss_ward,Milo,wait for warm-cup phrase,wait_for_resident_lead,respected,0.63,0.64,0.016,"resident turns toward avatar, shoulders lower",True,True
861,48,glass_harbor,Sera,pause at lamp pier,observe_before_speaking,respected,0.864,0.874,0.016,"resident turns toward avatar, shoulders lower",True,True
862,48,cinder_garden,Juno,wait at ash path,offer_greeting,partially_matched,0.834,0.84,0.01,"resident listens, then corrects sequence",True,True
863,48,lichen_bridge,Luma,wait for shared-bowl offer,ask_translation,partially_matched,0.772,0.778,0.01,"resident listens, then corrects sequence",True,True
864,49,moss_ward,Ari,stand by rain gate,step_back,respected,0.782,0.792,0.016,"resident turns toward avatar, shoulders lower",True,True
865,49,glass_harbor,Oren,tap lantern rail,ask_custom_reason,neutral,0.814,0.816,0.003,resident waits for clearer intent,True,True
866,49,cinder_garden,Vale,repeat cool-hand sign,interrupt_protocol,warning,0.862,0.85,-0.018,resident steps between avatar and custom boundary,True,True
867,49,lichen_bridge,Sol,touch rope post,wait_for_resident_lead,respected,0.668,0.678,0.016,"resident turns toward avatar, shoulders lower",True,True
868,49,orchid_engine,Bea,show palms to valve listener,observe_before_speaking,respected,0.768,0.778,0.016,"resident turns toward avatar, shoulders lower",True,True
869,49,moss_ward,Fay,wait for warm-cup phrase,offer_greeting,partially_matched,0.824,0.83,0.01,"resident listens, then corrects sequence",True,True
870,49,glass_harbor,Puck,pause at lamp pier,ask_translation,partially_matched,0.662,0.668,0.01,"resident listens, then corrects sequence",True,True
871,49,cinder_garden,Wren,wait at ash path,repeat_local_phrase,partially_matched,0.622,0.628,0.01,"resident listens, then corrects sequence",True,True
872,49,lichen_bridge,Kio,wait for shared-bowl offer,offer_trade_good,neutral,0.808,0.81,0.003,resident waits for clearer intent,True,True
873,49,orchid_engine,Cai,stand outside engine ring,touch_restricted_object,warning,0.814,0.802,-0.018,resident steps between avatar and custom boundary,True,True
874,49,moss_ward,Milo,show empty hands,step_back,respected,0.642,0.652,0.016,"resident turns toward avatar, shoulders lower",True,True
875,49,glass_harbor,Sera,accept tea-before-crossing,ask_custom_reason,neutral,0.884,0.886,0.003,resident waits for clearer intent,True,True
876,49,cinder_garden,Juno,bow to shade cloth,interrupt_protocol,warning,0.842,0.83,-0.018,resident steps between avatar and custom boundary,True,True
877,49,lichen_bridge,Luma,listen for signal hush,wait_for_resident_lead,respected,0.788,0.798,0.016,"resident turns toward avatar, shoulders lower",True,True
878,49,orchid_engine,Dax,wait for orchid-cup,observe_before_speaking,respected,0.838,0.848,0.016,"resident turns toward avatar, shoulders lower",True,True
879,49,moss_ward,Tala,stand by rain gate,offer_greeting,partially_matched,0.744,0.75,0.01,"resident listens, then corrects sequence",True,True
880,49,glass_harbor,Nia,tap lantern rail,ask_translation,partially_matched,0.802,0.808,0.01,"resident listens, then corrects sequence",True,True
881,49,cinder_garden,Pax,repeat cool-hand sign,repeat_local_phrase,partially_matched,0.762,0.768,0.01,"resident listens, then corrects sequence",True,True
882,50,orchid_engine,Bea,stand outside engine ring,ask_custom_reason,neutral,0.788,0.79,0.003,resident waits for clearer intent,True,True
883,50,moss_ward,Fay,show empty hands,interrupt_protocol,warning,0.832,0.82,-0.018,resident steps between avatar and custom boundary,True,True
884,50,glass_harbor,Puck,accept tea-before-crossing,wait_for_resident_lead,respected,0.678,0.688,0.016,"resident turns toward avatar, shoulders lower",True,True
885,50,cinder_garden,Wren,bow to shade cloth,observe_before_speaking,respected,0.63,0.64,0.016,"resident turns toward avatar, shoulders lower",True,True
886,50,lichen_bridge,Kio,listen for signal hush,offer_greeting,partially_matched,0.812,0.818,0.01,"resident listens, then corrects sequence",True,True
887,50,orchid_engine,Cai,wait for orchid-cup,ask_translation,partially_matched,0.784,0.79,0.01,"resident listens, then corrects sequence",True,True
888,50,moss_ward,Milo,stand by rain gate,repeat_local_phrase,partially_matched,0.662,0.668,0.01,"resident listens, then corrects sequence",True,True
889,50,glass_harbor,Sera,tap lantern rail,offer_trade_good,neutral,0.896,0.898,0.003,resident waits for clearer intent,True,True
890,50,cinder_garden,Juno,repeat cool-hand sign,touch_restricted_object,warning,0.82,0.808,-0.018,resident steps between avatar and custom boundary,True,True
891,50,lichen_bridge,Luma,touch rope post,step_back,respected,0.8,0.81,0.016,"resident turns toward avatar, shoulders lower",True,True
892,50,orchid_engine,Dax,show palms to valve listener,ask_custom_reason,neutral,0.858,0.86,0.003,resident waits for clearer intent,True,True
893,50,moss_ward,Tala,wait for warm-cup phrase,interrupt_protocol,warning,0.752,0.74,-0.018,resident steps between avatar and custom boundary,True,True
894,50,glass_harbor,Nia,pause at lamp pier,wait_for_resident_lead,respected,0.818,0.828,0.016,"resident turns toward avatar, shoulders lower",True,True
895,50,cinder_garden,Pax,wait at ash path,observe_before_speaking,respected,0.77,0.78,0.016,"resident turns toward avatar, shoulders lower",True,True
896,50,lichen_bridge,Rin,wait for shared-bowl offer,offer_greeting,partially_matched,0.732,0.738,0.01,"resident listens, then corrects sequence",True,True
897,50,orchid_engine,Eli,stand outside engine ring,ask_translation,partially_matched,0.834,0.84,0.01,"resident listens, then corrects sequence",True,True
898,50,moss_ward,Ari,show empty hands,repeat_local_phrase,partially_matched,0.802,0.808,0.01,"resident listens, then corrects sequence",True,True
899,50,glass_harbor,Oren,accept tea-before-crossing,offer_trade_good,neutral,0.826,0.828,0.003,resident waits for clearer intent,True,True
900,51,lichen_bridge,Kio,touch rope post,interrupt_protocol,warning,0.82,0.808,-0.018,resident steps between avatar and custom boundary,True,True
901,51,orchid_engine,Cai,show palms to valve listener,wait_for_resident_lead,respected,0.8,0.81,0.016,"resident turns toward avatar, shoulders lower",True,True
902,51,moss_ward,Milo,wait for warm-cup phrase,observe_before_speaking,respected,0.67,0.68,0.016,"resident turns toward avatar, shoulders lower",True,True
903,51,glass_harbor,Sera,pause at lamp pier,offer_greeting,partially_matched,0.9,0.906,0.01,"resident listens, then corrects sequence",True,True
904,51,cinder_garden,Juno,wait at ash path,ask_translation,partially_matched,0.79,0.796,0.01,"resident listens, then corrects sequence",True,True
905,51,lichen_bridge,Luma,wait for shared-bowl offer,repeat_local_phrase,partially_matched,0.82,0.826,0.01,"resident listens, then corrects sequence",True,True
906,51,orchid_engine,Dax,stand outside engine ring,offer_trade_good,neutral,0.87,0.872,0.003,resident waits for clearer intent,True,True
907,51,moss_ward,Tala,show empty hands,touch_restricted_object,warning,0.73,0.718,-0.018,resident steps between avatar and custom boundary,True,True
908,51,glass_harbor,Nia,accept tea-before-crossing,step_back,respected,0.83,0.84,0.016,"resident turns toward avatar, shoulders lower",True,True
909,51,cinder_garden,Pax,bow to shade cloth,ask_custom_reason,neutral,0.79,0.792,0.003,resident waits for clearer intent,True,True
910,51,lichen_bridge,Rin,listen for signal hush,interrupt_protocol,warning,0.74,0.728,-0.018,resident steps between avatar and custom boundary,True,True
911,51,orchid_engine,Eli,wait for orchid-cup,wait_for_resident_lead,respected,0.85,0.86,0.016,"resident turns toward avatar, shoulders lower",True,True
912,51,moss_ward,Ari,stand by rain gate,observe_before_speaking,respected,0.81,0.82,0.016,"resident turns toward avatar, shoulders lower",True,True
913,51,glass_harbor,Oren,tap lantern rail,offer_greeting,partially_matched,0.83,0.836,0.01,"resident listens, then corrects sequence",True,True
914,51,cinder_garden,Vale,repeat cool-hand sign,ask_translation,partially_matched,0.84,0.846,0.01,"resident listens, then corrects sequence",True,True
915,51,lichen_bridge,Sol,touch rope post,repeat_local_phrase,partially_matched,0.68,0.686,0.01,"resident listens, then corrects sequence",True,True
916,51,orchid_engine,Bea,show palms to valve listener,offer_trade_good,neutral,0.8,0.802,0.003,resident waits for clearer intent,True,True
917,51,moss_ward,Fay,wait for warm-cup phrase,touch_restricted_object,warning,0.81,0.798,-0.018,resident steps between avatar and custom boundary,True,True
918,52,cinder_garden,Juno,bow to shade cloth,wait_for_resident_lead,respected,0.806,0.816,0.016,"resident turns toward avatar, shoulders lower",True,True
919,52,lichen_bridge,Luma,listen for signal hush,observe_before_speaking,respected,0.828,0.838,0.016,"resident turns toward avatar, shoulders lower",True,True
920,52,orchid_engine,Dax,wait for orchid-cup,offer_greeting,partially_matched,0.874,0.88,0.01,"resident listens, then corrects sequence",True,True
921,52,moss_ward,Tala,stand by rain gate,ask_translation,partially_matched,0.7,0.706,0.01,"resident listens, then corrects sequence",True,True
922,52,glass_harbor,Nia,tap lantern rail,repeat_local_phrase,partially_matched,0.85,0.856,0.01,"resident listens, then corrects sequence",True,True
923,52,cinder_garden,Pax,repeat cool-hand sign,offer_trade_good,neutral,0.802,0.804,0.003,resident waits for clearer intent,True,True
924,52,lichen_bridge,Rin,touch rope post,touch_restricted_object,warning,0.718,0.706,-0.018,resident steps between avatar and custom boundary,True,True
925,52,orchid_engine,Eli,show palms to valve listener,step_back,respected,0.862,0.872,0.016,"resident turns toward avatar, shoulders lower",True,True
926,52,moss_ward,Ari,wait for warm-cup phrase,ask_custom_reason,neutral,0.83,0.832,0.003,resident waits for clearer intent,True,True
927,52,glass_harbor,Oren,pause at lamp pier,interrupt_protocol,warning,0.838,0.826,-0.018,resident steps between avatar and custom boundary,True,True
928,52,cinder_garden,Vale,wait at ash path,wait_for_resident_lead,respected,0.856,0.866,0.016,"resident turns toward avatar, shoulders lower",True,True
929,52,lichen_bridge,Sol,wait for shared-bowl offer,observe_before_speaking,respected,0.688,0.698,0.016,"resident turns toward avatar, shoulders lower",True,True
930,52,orchid_engine,Bea,stand outside engine ring,offer_greeting,partially_matched,0.804,0.81,0.01,"resident listens, then corrects sequence",True,True
931,52,moss_ward,Fay,show empty hands,ask_translation,partially_matched,0.78,0.786,0.01,"resident listens, then corrects sequence",True,True
932,52,glass_harbor,Puck,accept tea-before-crossing,repeat_local_phrase,partially_matched,0.69,0.696,0.01,"resident listens, then corrects sequence",True,True
933,52,cinder_garden,Wren,bow to shade cloth,offer_trade_good,neutral,0.65,0.652,0.003,resident waits for clearer intent,True,True
934,52,lichen_bridge,Kio,listen for signal hush,touch_restricted_object,warning,0.798,0.786,-0.018,resident steps between avatar and custom boundary,True,True
935,52,orchid_engine,Cai,wait for orchid-cup,step_back,respected,0.812,0.822,0.016,"resident turns toward avatar, shoulders lower",True,True
936,53,glass_harbor,Nia,pause at lamp pier,observe_before_speaking,respected,0.858,0.868,0.016,"resident turns toward avatar, shoulders lower",True,True
937,53,cinder_garden,Pax,wait at ash path,offer_greeting,partially_matched,0.806,0.812,0.01,"resident listens, then corrects sequence",True,True
938,53,lichen_bridge,Rin,wait for shared-bowl offer,ask_translation,partially_matched,0.688,0.694,0.01,"resident listens, then corrects sequence",True,True
939,53,orchid_engine,Eli,stand outside engine ring,repeat_local_phrase,partially_matched,0.882,0.888,0.01,"resident listens, then corrects sequence",True,True
940,53,moss_ward,Ari,show empty hands,offer_trade_good,neutral,0.842,0.844,0.003,resident waits for clearer intent,True,True
941,53,glass_harbor,Oren,accept tea-before-crossing,touch_restricted_object,warning,0.816,0.804,-0.018,resident steps between avatar and custom boundary,True,True
942,53,cinder_garden,Vale,bow to shade cloth,step_back,respected,0.868,0.878,0.016,"resident turns toward avatar, shoulders lower",True,True
943,53,lichen_bridge,Sol,listen for signal hush,ask_custom_reason,neutral,0.708,0.71,0.003,resident waits for clearer intent,True,True
944,53,orchid_engine,Bea,wait for orchid-cup,interrupt_protocol,warning,0.812,0.8,-0.018,resident steps between avatar and custom boundary,True,True
945,53,moss_ward,Fay,stand by rain gate,wait_for_resident_lead,respected,0.796,0.806,0.016,"resident turns toward avatar, shoulders lower",True,True
