tick_id,agent_id,trace_event,payload_hash,public_selector,expected_public_signal,observed_public_signal,private_fields_redacted,replay_exportable,deterministic_order
0,Ari,public_ego_expression,v36-125837,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.51,Ari: turns away with object shielded; consent=no; respect=0.51,True,True,1
273,Juno,public_ego_expression,v36-302228,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.43,Juno: elbows tucked around the wire; consent=yes_later; respect=0.43,True,True,156
275,Fay,public_ego_expression,v36-155977,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.51,Fay: turns away with object shielded; consent=no; respect=0.51,True,True,157
276,Nia,public_ego_expression,v36-099841,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.69,Nia: chin lifted toward the spool; consent=yes_later; respect=0.69,True,True,158
278,Ivo,public_ego_expression,v36-017557,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,159
280,Ari,public_ego_expression,v36-916011,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.86,Ari: softens and faces avatar; consent=yes; respect=0.86,True,True,160
283,Milo,public_ego_expression,v36-242464,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.40,Milo: turns away with object shielded; consent=no; respect=0.40,True,True,161
284,Ivo,public_ego_expression,v36-123749,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.90,Ivo: turns away with object shielded; consent=no; respect=0.90,True,True,162
285,Juno,public_ego_expression,v36-271048,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.47,Juno: elbows tucked around the wire; consent=no; respect=0.47,True,True,163
287,Fay,public_ego_expression,v36-121880,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.44,Fay: turns away with object shielded; consent=no; respect=0.44,True,True,164
288,Nia,public_ego_expression,v36-991107,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.75,Nia: softens and faces avatar; consent=yes; respect=0.75,True,True,165
289,Milo,public_ego_expression,v36-943547,#ego-Milo,Milo: softens and faces avatar; consent=yes; respect=0.46,Milo: softens and faces avatar; consent=yes; respect=0.46,True,True,166
290,Ivo,public_ego_expression,v36-132896,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.91,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.91,True,True,167
292,Ari,public_ego_expression,v36-918275,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.92,Ari: softens and faces avatar; consent=yes; respect=0.92,True,True,168
295,Milo,public_ego_expression,v36-180981,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.40,Milo: turns away with object shielded; consent=no; respect=0.40,True,True,169
297,Juno,public_ego_expression,v36-303222,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.50,Juno: elbows tucked around the wire; consent=yes_later; respect=0.50,True,True,170
299,Fay,public_ego_expression,v36-193286,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.48,Fay: hands open near the ledger; consent=yes_later; respect=0.48,True,True,171
300,Nia,public_ego_expression,v36-914154,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.81,Nia: softens and faces avatar; consent=yes; respect=0.81,True,True,172
302,Ivo,public_ego_expression,v36-186196,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.92,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.92,True,True,173
304,Ari,public_ego_expression,v36-012844,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.96,Ari: softens and faces avatar; consent=yes; respect=0.96,True,True,174
306,Nia,public_ego_expression,v36-215474,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.75,Nia: turns away with object shielded; consent=no; respect=0.75,True,True,175
307,Milo,public_ego_expression,v36-145231,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.33,Milo: turns away with object shielded; consent=no; respect=0.33,True,True,176
309,Juno,public_ego_expression,v36-244179,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.44,Juno: turns away with object shielded; consent=no; respect=0.44,True,True,177
311,Fay,public_ego_expression,v36-159259,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.51,Fay: hands open near the ledger; consent=no; respect=0.51,True,True,178
312,Nia,public_ego_expression,v36-916418,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.81,Nia: softens and faces avatar; consent=yes; respect=0.81,True,True,179
314,Ivo,public_ego_expression,v36-426855,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.95,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.95,True,True,180
316,Ari,public_ego_expression,v36-216055,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,181
317,Fay,public_ego_expression,v36-160255,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.55,Fay: hands open near the ledger; consent=no; respect=0.55,True,True,182
319,Milo,public_ego_expression,v36-398042,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.37,Milo: lantern held between body and road; consent=yes_later; respect=0.37,True,True,183
321,Juno,public_ego_expression,v36-181201,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.37,Juno: turns away with object shielded; consent=no; respect=0.37,True,True,184
323,Fay,public_ego_expression,v36-191299,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.58,Fay: hands open near the ledger; consent=yes_later; respect=0.58,True,True,185
324,Nia,public_ego_expression,v36-012473,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.87,Nia: softens and faces avatar; consent=yes; respect=0.87,True,True,186
326,Ivo,public_ego_expression,v36-219563,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.89,Ivo: turns away with object shielded; consent=no; respect=0.89,True,True,187
328,Ari,public_ego_expression,v36-271633,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,188
331,Milo,public_ego_expression,v36-364062,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.40,Milo: lantern held between body and road; consent=no; respect=0.40,True,True,189
333,Juno,public_ego_expression,v36-270055,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.41,Juno: elbows tucked around the wire; consent=no; respect=0.41,True,True,190
334,Ari,public_ego_expression,v36-515256,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,191
335,Fay,public_ego_expression,v36-217195,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.52,Fay: turns away with object shielded; consent=no; respect=0.52,True,True,192
336,Nia,public_ego_expression,v36-099345,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.88,Nia: chin lifted toward the spool; consent=yes_later; respect=0.88,True,True,193
338,Ivo,public_ego_expression,v36-158346,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.82,Ivo: turns away with object shielded; consent=no; respect=0.82,True,True,194
340,Ari,public_ego_expression,v36-514757,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,195
343,Milo,public_ego_expression,v36-397541,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.44,Milo: lantern held between body and road; consent=yes_later; respect=0.44,True,True,196
345,Juno,public_ego_expression,v36-302229,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.44,Juno: elbows tucked around the wire; consent=yes_later; respect=0.44,True,True,197
347,Fay,public_ego_expression,v36-155978,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.45,Fay: turns away with object shielded; consent=no; respect=0.45,True,True,198
348,Milo,public_ego_expression,v36-365389,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.47,Milo: lantern held between body and road; consent=no; respect=0.47,True,True,199
350,Juno,public_ego_expression,v36-301564,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.48,Juno: elbows tucked around the wire; consent=yes_later; respect=0.48,True,True,200
352,Fay,public_ego_expression,v36-155313,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.39,Fay: turns away with object shielded; consent=no; respect=0.39,True,True,201
355,Ivo,public_ego_expression,v36-158178,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.76,Ivo: turns away with object shielded; consent=no; respect=0.76,True,True,202
356,Juno,public_ego_expression,v36-302560,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.51,Juno: elbows tucked around the wire; consent=yes_later; respect=0.51,True,True,203
357,Ari,public_ego_expression,v36-368782,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,204
359,Nia,public_ego_expression,v36-248954,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.91,Nia: chin lifted toward the spool; consent=yes_later; respect=0.91,True,True,205
360,Milo,public_ego_expression,v36-241800,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.41,Milo: turns away with object shielded; consent=no; respect=0.41,True,True,206
361,Ivo,public_ego_expression,v36-123085,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.69,Ivo: turns away with object shielded; consent=no; respect=0.69,True,True,207
362,Juno,public_ego_expression,v36-270384,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.55,Juno: elbows tucked around the wire; consent=no; respect=0.55,True,True,208
364,Fay,public_ego_expression,v36-121216,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.32,Fay: turns away with object shielded; consent=no; respect=0.32,True,True,209
367,Ivo,public_ego_expression,v36-250995,#ego-Ivo,Ivo: one palm over the satchel cord; consent=no; respect=0.73,Ivo: one palm over the satchel cord; consent=no; respect=0.73,True,True,210
369,Ari,public_ego_expression,v36-217663,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.90,Ari: turns away with object shielded; consent=no; respect=0.90,True,True,211
371,Nia,public_ego_expression,v36-215799,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.85,Nia: turns away with object shielded; consent=no; respect=0.85,True,True,212
372,Milo,public_ego_expression,v36-180317,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.34,Milo: turns away with object shielded; consent=no; respect=0.34,True,True,213
374,Juno,public_ego_expression,v36-302558,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.58,Juno: elbows tucked around the wire; consent=yes_later; respect=0.58,True,True,214
376,Fay,public_ego_expression,v36-192622,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.36,Fay: hands open near the ledger; consent=yes_later; respect=0.36,True,True,215
378,Milo,public_ego_expression,v36-181313,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.28,Milo: turns away with object shielded; consent=no; respect=0.28,True,True,216
379,Ivo,public_ego_expression,v36-283749,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.76,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.76,True,True,217
381,Ari,public_ego_expression,v36-154951,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.83,Ari: turns away with object shielded; consent=no; respect=0.83,True,True,218
383,Nia,public_ego_expression,v36-154582,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.78,Nia: turns away with object shielded; consent=no; respect=0.78,True,True,219
384,Milo,public_ego_expression,v36-146053,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.21,Milo: turns away with object shielded; consent=no; respect=0.21,True,True,220
386,Juno,public_ego_expression,v36-245001,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.52,Juno: turns away with object shielded; consent=no; respect=0.52,True,True,221
388,Fay,public_ego_expression,v36-161576,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.39,Fay: hands open near the ledger; consent=no; respect=0.39,True,True,222
389,Nia,public_ego_expression,v36-217292,#ego-Nia,Nia: turns away with object shielded; consent=no; respect=0.72,Nia: turns away with object shielded; consent=no; respect=0.72,True,True,223
391,Ivo,public_ego_expression,v36-219888,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.70,Ivo: turns away with object shielded; consent=no; respect=0.70,True,True,224
393,Ari,public_ego_expression,v36-336656,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.87,Ari: shoulders angled toward the ridge; consent=no; respect=0.87,True,True,225
395,Nia,public_ego_expression,v36-100169,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.73,Nia: chin lifted toward the spool; consent=yes_later; respect=0.73,True,True,226
396,Milo,public_ego_expression,v36-398864,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.25,Milo: lantern held between body and road; consent=yes_later; respect=0.25,True,True,227
398,Juno,public_ego_expression,v36-183518,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.45,Juno: turns away with object shielded; consent=no; respect=0.45,True,True,228
400,Fay,public_ego_expression,v36-190635,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.43,Fay: hands open near the ledger; consent=yes_later; respect=0.43,True,True,229
403,Ivo,public_ego_expression,v36-157185,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.63,Ivo: turns away with object shielded; consent=no; respect=0.63,True,True,230
405,Ari,public_ego_expression,v36-367789,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.90,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.90,True,True,231
406,Fay,public_ego_expression,v36-155316,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.36,Fay: turns away with object shielded; consent=no; respect=0.36,True,True,232
407,Nia,public_ego_expression,v36-989949,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.79,Nia: softens and faces avatar; consent=yes; respect=0.79,True,True,233
408,Milo,public_ego_expression,v36-364893,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.28,Milo: lantern held between body and road; consent=no; respect=0.28,True,True,234
410,Juno,public_ego_expression,v36-269391,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.49,Juno: elbows tucked around the wire; consent=no; respect=0.49,True,True,235
411,Ari,public_ego_expression,v36-335168,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.94,Ari: shoulders angled toward the ridge; consent=no; respect=0.94,True,True,236
412,Fay,public_ego_expression,v36-216531,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.30,Fay: turns away with object shielded; consent=no; respect=0.30,True,True,237
415,Ivo,public_ego_expression,v36-132734,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.65,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.65,True,True,238
417,Ari,public_ego_expression,v36-216670,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.87,Ari: turns away with object shielded; consent=no; respect=0.87,True,True,239
419,Nia,public_ego_expression,v36-915977,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.85,Nia: softens and faces avatar; consent=yes; respect=0.85,True,True,240
420,Milo,public_ego_expression,v36-396877,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.32,Milo: lantern held between body and road; consent=yes_later; respect=0.32,True,True,241
422,Juno,public_ego_expression,v36-301565,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.52,Juno: elbows tucked around the wire; consent=yes_later; respect=0.52,True,True,242
424,Fay,public_ego_expression,v36-155314,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.23,Fay: turns away with object shielded; consent=no; respect=0.23,True,True,243
427,Ivo,public_ego_expression,v36-994038,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.71,Ivo: softens and faces avatar; consent=yes; respect=0.71,True,True,244
429,Ari,public_ego_expression,v36-155453,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.81,Ari: turns away with object shielded; consent=no; respect=0.81,True,True,245
431,Nia,public_ego_expression,v36-916746,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.91,Nia: softens and faces avatar; consent=yes; respect=0.91,True,True,246
432,Milo,public_ego_expression,v36-241801,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.25,Milo: turns away with object shielded; consent=no; respect=0.25,True,True,247
434,Juno,public_ego_expression,v36-244008,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.46,Juno: turns away with object shielded; consent=no; respect=0.46,True,True,248
436,Fay,public_ego_expression,v36-160583,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.27,Fay: hands open near the ledger; consent=no; respect=0.27,True,True,249
439,Ivo,public_ego_expression,v36-920066,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.77,Ivo: softens and faces avatar; consent=yes; respect=0.77,True,True,250
440,Juno,public_ego_expression,v36-039603,#ego-Juno,Juno: softens and faces avatar; consent=yes; respect=0.52,Juno: softens and faces avatar; consent=yes; respect=0.52,True,True,251
441,Ari,public_ego_expression,v36-215884,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.82,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.82,True,True,252
443,Nia,public_ego_expression,v36-012801,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,253
444,Milo,public_ego_expression,v36-180318,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.19,Milo: turns away with object shielded; consent=no; respect=0.19,True,True,254
445,Ivo,public_ego_expression,v36-282754,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.80,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.80,True,True,255
446,Juno,public_ego_expression,v36-182525,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.45,Juno: turns away with object shielded; consent=no; respect=0.45,True,True,256
448,Fay,public_ego_expression,v36-192623,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.30,Fay: hands open near the ledger; consent=yes_later; respect=0.30,True,True,257
451,Ivo,public_ego_expression,v36-920835,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.86,Ivo: softens and faces avatar; consent=yes; respect=0.86,True,True,258
453,Ari,public_ego_expression,v36-990811,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.88,Ari: softens and faces avatar; consent=yes; respect=0.88,True,True,259
455,Nia,public_ego_expression,v36-099673,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,260
456,Milo,public_ego_expression,v36-365386,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.22,Milo: lantern held between body and road; consent=no; respect=0.22,True,True,261
458,Juno,public_ego_expression,v36-152907,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.47,Juno: elbows tucked around the wire; consent=yes_later; respect=0.47,True,True,262
460,Fay,public_ego_expression,v36-217024,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.24,Fay: turns away with object shielded; consent=no; respect=0.24,True,True,263
462,Milo,public_ego_expression,v36-940606,#ego-Milo,Milo: softens and faces avatar; consent=yes; respect=0.28,Milo: softens and faces avatar; consent=yes; respect=0.28,True,True,264
463,Ivo,public_ego_expression,v36-016890,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.92,Ivo: softens and faces avatar; consent=yes; respect=0.92,True,True,265
465,Ari,public_ego_expression,v36-916839,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.94,Ari: softens and faces avatar; consent=yes; respect=0.94,True,True,266
467,Nia,public_ego_expression,v36-154211,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,267
468,Ivo,public_ego_expression,v36-220719,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.86,Ivo: turns away with object shielded; consent=no; respect=0.86,True,True,268
470,Ari,public_ego_expression,v36-335992,#ego-Ari,Ari: shoulders angled toward the ridge; consent=no; respect=0.96,Ari: shoulders angled toward the ridge; consent=no; respect=0.96,True,True,269
472,Nia,public_ego_expression,v36-099505,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,270
475,Juno,public_ego_expression,v36-207263,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.48,Juno: elbows tucked around the wire; consent=yes_later; respect=0.48,True,True,271
477,Fay,public_ego_expression,v36-015352,#ego-Fay,Fay: softens and faces avatar; consent=yes; respect=0.30,Fay: softens and faces avatar; consent=yes; respect=0.30,True,True,272
478,Nia,public_ego_expression,v36-154542,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,273
479,Milo,public_ego_expression,v36-243623,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.22,Milo: turns away with object shielded; consent=no; respect=0.22,True,True,274
480,Ivo,public_ego_expression,v36-158007,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.79,Ivo: turns away with object shielded; consent=no; respect=0.79,True,True,275
482,Ari,public_ego_expression,v36-368611,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.96,True,True,276
483,Fay,public_ego_expression,v36-156138,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.23,Fay: turns away with object shielded; consent=no; respect=0.23,True,True,277
484,Nia,public_ego_expression,v36-990771,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,278
487,Juno,public_ego_expression,v36-271708,#ego-Juno,Juno: elbows tucked around the wire; consent=no; respect=0.51,Juno: elbows tucked around the wire; consent=no; respect=0.51,True,True,279
489,Fay,public_ego_expression,v36-046198,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.24,Fay: hands open near the ledger; consent=yes_later; respect=0.24,True,True,280
491,Milo,public_ego_expression,v36-180645,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.15,Milo: turns away with object shielded; consent=no; respect=0.15,True,True,281
492,Ivo,public_ego_expression,v36-133556,#ego-Ivo,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.80,Ivo: one palm over the satchel cord; consent=yes_later; respect=0.80,True,True,282
494,Ari,public_ego_expression,v36-217492,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.90,Ari: turns away with object shielded; consent=no; respect=0.90,True,True,283
496,Nia,public_ego_expression,v36-916799,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,284
499,Juno,public_ego_expression,v36-245828,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.45,Juno: turns away with object shielded; consent=no; respect=0.45,True,True,285
500,Ari,public_ego_expression,v36-012508,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.96,Ari: softens and faces avatar; consent=yes; respect=0.96,True,True,286
501,Fay,public_ego_expression,v36-097245,#ego-Fay,Fay: hands open near the ledger; consent=yes_later; respect=0.26,Fay: hands open near the ledger; consent=yes_later; respect=0.26,True,True,287
503,Milo,public_ego_expression,v36-144895,#ego-Milo,Milo: turns away with object shielded; consent=no; respect=0.09,Milo: turns away with object shielded; consent=no; respect=0.09,True,True,288
504,Ivo,public_ego_expression,v36-993374,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.86,Ivo: softens and faces avatar; consent=yes; respect=0.86,True,True,289
506,Ari,public_ego_expression,v36-154789,#ego-Ari,Ari: turns away with object shielded; consent=no; respect=0.89,Ari: turns away with object shielded; consent=no; respect=0.89,True,True,290
508,Nia,public_ego_expression,v36-917577,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,291
511,Juno,public_ego_expression,v36-181364,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.38,Juno: turns away with object shielded; consent=no; respect=0.38,True,True,292
513,Fay,public_ego_expression,v36-159919,#ego-Fay,Fay: hands open near the ledger; consent=no; respect=0.29,Fay: hands open near the ledger; consent=no; respect=0.29,True,True,293
515,Milo,public_ego_expression,v36-397706,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.12,Milo: lantern held between body and road; consent=yes_later; respect=0.12,True,True,294
516,Ivo,public_ego_expression,v36-919402,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.92,Ivo: softens and faces avatar; consent=yes; respect=0.92,True,True,295
517,Juno,public_ego_expression,v36-040434,#ego-Juno,Juno: softens and faces avatar; consent=yes; respect=0.44,Juno: softens and faces avatar; consent=yes; respect=0.44,True,True,296
518,Ari,public_ego_expression,v36-216715,#ego-Ari,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.90,Ari: shoulders angled toward the ridge; consent=yes_later; respect=0.90,True,True,297
520,Nia,public_ego_expression,v36-012137,#ego-Nia,Nia: softens and faces avatar; consent=yes; respect=0.96,Nia: softens and faces avatar; consent=yes; respect=0.96,True,True,298
523,Juno,public_ego_expression,v36-147100,#ego-Juno,Juno: turns away with object shielded; consent=no; respect=0.38,Juno: turns away with object shielded; consent=no; respect=0.38,True,True,299
525,Fay,public_ego_expression,v36-217358,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.23,Fay: turns away with object shielded; consent=no; respect=0.23,True,True,300
527,Milo,public_ego_expression,v36-365221,#ego-Milo,Milo: lantern held between body and road; consent=no; respect=0.16,Milo: lantern held between body and road; consent=no; respect=0.16,True,True,301
528,Ivo,public_ego_expression,v36-921666,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,302
530,Ari,public_ego_expression,v36-990147,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.96,Ari: softens and faces avatar; consent=yes; respect=0.96,True,True,303
532,Nia,public_ego_expression,v36-099009,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,304
534,Ivo,public_ego_expression,v36-158010,#ego-Ivo,Ivo: turns away with object shielded; consent=no; respect=0.90,Ivo: turns away with object shielded; consent=no; respect=0.90,True,True,305
535,Juno,public_ego_expression,v36-302392,#ego-Juno,Juno: elbows tucked around the wire; consent=yes_later; respect=0.41,Juno: elbows tucked around the wire; consent=yes_later; respect=0.41,True,True,306
537,Fay,public_ego_expression,v36-156141,#ego-Fay,Fay: turns away with object shielded; consent=no; respect=0.16,Fay: turns away with object shielded; consent=no; respect=0.16,True,True,307
539,Milo,public_ego_expression,v36-398700,#ego-Milo,Milo: lantern held between body and road; consent=yes_later; respect=0.19,Milo: lantern held between body and road; consent=yes_later; respect=0.19,True,True,308
540,Ivo,public_ego_expression,v36-016226,#ego-Ivo,Ivo: softens and faces avatar; consent=yes; respect=0.96,Ivo: softens and faces avatar; consent=yes; respect=0.96,True,True,309
542,Ari,public_ego_expression,v36-916175,#ego-Ari,Ari: softens and faces avatar; consent=yes; respect=0.96,Ari: softens and faces avatar; consent=yes; respect=0.96,True,True,310
544,Nia,public_ego_expression,v36-153547,#ego-Nia,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,Nia: chin lifted toward the spool; consent=yes_later; respect=0.96,True,True,311
