tick_id,day,route_id,avatar_action,intervention_available,intervention_taken,helps_recovery,creates_tradeoff,visible_consequence,consent_boundary,recovery_delta
0,1,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
277,20,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
278,20,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
279,20,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
280,21,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
281,21,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
282,21,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
283,21,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
284,21,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
285,21,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
286,21,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
287,21,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
288,21,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
289,21,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
290,21,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
291,21,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
292,21,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
293,21,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
294,22,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
295,22,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
296,22,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
297,22,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
298,22,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
299,22,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
300,22,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
301,22,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
302,22,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
303,22,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
304,22,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
305,22,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
306,22,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
307,22,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
308,23,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
309,23,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
310,23,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
311,23,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
312,23,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
313,23,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
314,23,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
315,23,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
316,23,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
317,23,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
318,23,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
319,23,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
320,23,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
321,23,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
322,24,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
323,24,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
324,24,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
325,24,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
326,24,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
327,24,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
328,24,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
329,24,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
330,24,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
331,24,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
332,24,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
333,24,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
334,24,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
335,24,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
336,25,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
337,25,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
338,25,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
339,25,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
340,25,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
341,25,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
342,25,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
343,25,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
344,25,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
345,25,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
346,25,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
347,25,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
348,25,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
349,25,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
350,26,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
351,26,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
352,26,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
353,26,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
354,26,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
355,26,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
356,26,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
357,26,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
358,26,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
359,26,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
360,26,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
361,26,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
362,26,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
363,26,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
364,27,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
365,27,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
366,27,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
367,27,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
368,27,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
369,27,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
370,27,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
371,27,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
372,27,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
373,27,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
374,27,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
375,27,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
376,27,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
377,27,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
378,28,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
379,28,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
380,28,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
381,28,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
382,28,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
383,28,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
384,28,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
385,28,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
386,28,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
387,28,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
388,28,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
389,28,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
390,28,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
391,28,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
392,29,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
393,29,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
394,29,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
395,29,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
396,29,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
397,29,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
398,29,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
399,29,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
400,29,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
401,29,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
402,29,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
403,29,central_repair_ring,queue repair token,True,True,False,False,available,public route aid only; no private workspace inspection,0.0
404,29,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
405,29,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
406,30,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
407,30,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
408,30,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
409,30,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
410,30,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
411,30,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
412,30,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
413,30,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
414,30,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
415,30,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
416,30,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
417,30,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
418,30,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
419,30,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
420,31,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
421,31,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
422,31,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
423,31,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
424,31,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
425,31,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
426,31,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
427,31,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
428,31,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
429,31,roofward_archive,open shade cloth cache,True,True,False,False,available,public route aid only; no private workspace inspection,0.0
430,31,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
431,31,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
432,31,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
433,31,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
434,32,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
435,32,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
436,32,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
437,32,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
438,32,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
439,32,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
440,32,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
441,32,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
442,32,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
443,32,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
444,32,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
445,32,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
446,32,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
447,32,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
448,33,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
449,33,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
450,33,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
451,33,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
452,33,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
453,33,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
454,33,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
455,33,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
456,33,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
457,33,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
458,33,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
459,33,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
460,33,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
461,33,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
462,34,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
463,34,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
464,34,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
465,34,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
466,34,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
467,34,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
468,34,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
469,34,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
470,34,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
471,34,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
472,34,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
473,34,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
474,34,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
475,34,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
476,35,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
477,35,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
478,35,signal_orchard,dim relay for caravan,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
479,35,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
480,35,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
481,35,riverbend_roofward,place temporary bridge marker,True,True,False,False,available,public route aid only; no private workspace inspection,0.0
482,35,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
483,35,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
484,35,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
485,35,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
486,35,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
487,35,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
488,35,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
489,35,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
490,36,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
491,36,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
492,36,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
493,36,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
494,36,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
495,36,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
496,36,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
497,36,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
498,36,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
499,36,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
500,36,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
501,36,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
502,36,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
503,36,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
504,37,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
505,37,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
506,37,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
507,37,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
508,37,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
509,37,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
510,37,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
511,37,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
512,37,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
513,37,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
514,37,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
515,37,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
516,37,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
517,37,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
518,38,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
519,38,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
520,38,signal_orchard,dim relay for caravan,True,True,False,False,available,public route aid only; no private workspace inspection,0.0
521,38,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
522,38,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
523,38,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
524,38,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
525,38,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
526,38,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
527,38,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
528,38,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
529,38,riverbend_roofward,place temporary bridge marker,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
530,38,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
531,38,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
532,39,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
533,39,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
534,39,central_repair_ring,queue repair token,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
535,39,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
536,39,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
537,39,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
538,39,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
539,39,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
540,39,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
541,39,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
542,39,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
543,39,archive_signal,pin public notice board,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
544,39,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
545,39,orchard_riverbend,lay dry stepping mats,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
546,40,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
547,40,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
548,40,roofward_archive,open shade cloth cache,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
549,40,archive_signal,pin public notice board,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
550,40,signal_orchard,dim relay for caravan,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
551,40,orchard_riverbend,lay dry stepping mats,True,True,True,False,recovery improves,public route aid only; no private workspace inspection,0.055
552,40,central_repair_ring,queue repair token,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
553,40,riverbend_roofward,place temporary bridge marker,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
554,40,roofward_archive,open shade cloth cache,True,False,False,False,available,public route aid only; no private workspace inspection,0.0
