tick_id,day,tick,household,infrastructure_id,resource,stock_before,produced,consumed,stock_after,shortage,exchange_partner,visible_ledger
231,13,15,Archive House,archive_public_kiosk,paper,20.15147,0.230645,0.145,20.237115,False,Signal House,Archive House:paper:20.24
232,13,16,Signal House,dusk_signal_workshop,oil,18.010175,0.0,0.0,18.010175,False,West House,Signal House:oil:18.01
233,13,17,West House,river_mill_bridge,planks,23.88467,0.29682,0.12,24.06149,False,Roof House,West House:planks:24.06
234,14,0,Roof House,roof_greenhouse_cistern,water,44.118365,0.0,0.0,44.018365,False,Archive House,Roof House:water:44.02
235,14,1,Archive House,archive_public_kiosk,paper,20.237115,0.0,0.0,20.237115,False,Signal House,Archive House:paper:20.24
236,14,2,Signal House,dusk_signal_workshop,oil,18.010175,0.231905,0.145,18.09708,False,West House,Signal House:oil:18.10
237,14,3,West House,river_mill_bridge,planks,24.06149,0.0,0.0,24.06149,False,Roof House,West House:planks:24.06
238,14,4,Roof House,roof_greenhouse_cistern,water,44.018365,0.0,0.0,44.018365,False,Archive House,Roof House:water:44.02
239,14,5,Archive House,archive_public_kiosk,paper,20.237115,0.33614,0.145,20.328255,False,Signal House,Archive House:paper:20.33
240,14,6,Signal House,dusk_signal_workshop,oil,18.09708,0.0,0.05,18.04708,False,West House,Signal House:oil:18.05
241,14,7,West House,river_mill_bridge,planks,24.06149,0.0,0.0,24.06149,False,Roof House,West House:planks:24.06
242,14,8,Roof House,roof_greenhouse_cistern,water,44.018365,0.29952,0.145,44.172885,False,Archive House,Roof House:water:44.17
243,14,9,Archive House,archive_public_kiosk,paper,20.328255,0.0,0.0,20.228255,False,Signal House,Archive House:paper:20.23
244,14,10,Signal House,dusk_signal_workshop,oil,18.04708,0.0,0.0,18.04708,False,West House,Signal House:oil:18.05
245,14,11,West House,river_mill_bridge,planks,24.06149,0.262405,0.145,24.178895,False,Roof House,West House:planks:24.18
246,14,12,Roof House,roof_greenhouse_cistern,water,44.172885,0.0,0.0,44.172885,False,Archive House,Roof House:water:44.17
247,14,13,Archive House,archive_public_kiosk,paper,20.228255,0.0,0.0,20.228255,False,Signal House,Archive House:paper:20.23
248,14,14,Signal House,dusk_signal_workshop,oil,18.04708,0.23249,0.145,18.13457,False,West House,Signal House:oil:18.13
249,14,15,West House,river_mill_bridge,planks,24.178895,0.0,0.0,24.178895,False,Roof House,West House:planks:24.18
250,14,16,Roof House,roof_greenhouse_cistern,water,44.172885,0.0,0.0,44.172885,False,Archive House,Roof House:water:44.17
251,14,17,Archive House,archive_public_kiosk,paper,20.228255,0.0,0.0,20.228255,False,Signal House,Archive House:paper:20.23
252,15,0,Signal House,dusk_signal_workshop,oil,18.13457,0.0,0.0,18.03457,False,West House,Signal House:oil:18.03
253,15,1,West House,river_mill_bridge,planks,24.178895,0.0,0.0,24.178895,False,Roof House,West House:planks:24.18
254,15,2,Roof House,roof_greenhouse_cistern,water,44.172885,0.265105,0.17,44.26799,False,Archive House,Roof House:water:44.27
255,15,3,Archive House,archive_public_kiosk,paper,20.228255,0.301815,0.12,20.41007,False,Signal House,Archive House:paper:20.41
256,15,4,Signal House,dusk_signal_workshop,oil,18.03457,0.0,0.0,17.93457,False,West House,Signal House:oil:17.93
257,15,5,West House,river_mill_bridge,planks,24.178895,0.22799,0.17,24.236885,False,Roof House,West House:planks:24.24
258,15,6,Roof House,roof_greenhouse_cistern,water,44.26799,0.0,0.0,44.26799,False,Archive House,Roof House:water:44.27
259,15,7,Archive House,archive_public_kiosk,paper,20.41007,0.0,0.0,20.41007,False,Signal House,Archive House:paper:20.41
260,15,8,Signal House,dusk_signal_workshop,oil,17.93457,0.338075,0.17,18.102645,False,West House,Signal House:oil:18.10
261,15,9,West House,river_mill_bridge,planks,24.236885,0.0,0.0,24.236885,False,Roof House,West House:planks:24.24
262,15,10,Roof House,roof_greenhouse_cistern,water,44.26799,0.0,0.0,44.26799,False,Archive House,Roof House:water:44.27
263,15,11,Archive House,archive_public_kiosk,paper,20.41007,0.30231,0.17,20.54238,False,Signal House,Archive House:paper:20.54
264,15,12,Signal House,dusk_signal_workshop,oil,18.102645,0.33848,0.12,18.321125,False,West House,Signal House:oil:18.32
265,15,13,West House,river_mill_bridge,planks,24.236885,0.0,0.0,24.236885,False,Roof House,West House:planks:24.24
266,15,14,Roof House,roof_greenhouse_cistern,water,44.26799,0.26569,0.17,44.26368,False,Archive House,Roof House:water:44.26
267,15,15,Archive House,archive_public_kiosk,paper,20.54238,0.0,0.0,20.54238,False,Signal House,Archive House:paper:20.54
268,15,16,Signal House,dusk_signal_workshop,oil,18.321125,0.0,0.0,18.321125,False,West House,Signal House:oil:18.32
269,15,17,West House,river_mill_bridge,planks,24.236885,0.0,0.0,24.236885,False,Roof House,West House:planks:24.24
270,16,0,Archive House,archive_public_kiosk,paper,20.54238,0.0,0.0,20.54238,False,Signal House,Archive House:paper:20.54
271,16,1,Signal House,dusk_signal_workshop,oil,18.321125,0.268975,0.17,18.4201,False,West House,Signal House:oil:18.42
272,16,2,West House,river_mill_bridge,planks,24.236885,0.298665,0.12,24.41555,False,Roof House,West House:planks:24.42
273,16,3,Roof House,roof_greenhouse_cistern,water,44.26368,0.336095,0.145,44.454775,False,Archive House,Roof House:water:44.45
274,16,4,Archive House,archive_public_kiosk,paper,20.54238,0.0,0.0,20.54238,False,Signal House,Archive House:paper:20.54
275,16,5,Signal House,dusk_signal_workshop,oil,18.4201,0.26938,0.17,18.51948,False,West House,Signal House:oil:18.52
276,16,6,West House,river_mill_bridge,planks,24.41555,0.0,0.0,24.41555,False,Roof House,West House:planks:24.42
277,16,7,Roof House,roof_greenhouse_cistern,water,44.454775,0.0,0.0,44.454775,False,Archive House,Roof House:water:44.45
278,16,8,Archive House,archive_public_kiosk,paper,20.54238,0.232985,0.12,20.655365,False,Signal House,Archive House:paper:20.66
279,16,9,Signal House,dusk_signal_workshop,oil,18.51948,0.0,0.0,18.41948,False,West House,Signal House:oil:18.42
280,16,10,West House,river_mill_bridge,planks,24.41555,0.0,0.0,24.41555,False,Roof House,West House:planks:24.42
281,16,11,Roof House,roof_greenhouse_cistern,water,44.454775,0.33659,0.12,44.671365,False,Archive House,Roof House:water:44.67
282,16,12,Archive House,archive_public_kiosk,paper,20.655365,0.23339,0.145,20.743755,False,Signal House,Archive House:paper:20.74
283,16,13,Signal House,dusk_signal_workshop,oil,18.41948,0.0,0.0,18.41948,False,West House,Signal House:oil:18.42
284,16,14,West House,river_mill_bridge,planks,24.41555,0.29925,0.12,24.5948,False,Roof House,West House:planks:24.59
285,16,15,Roof House,roof_greenhouse_cistern,water,44.671365,0.0,0.0,44.671365,False,Archive House,Roof House:water:44.67
286,16,16,Archive House,archive_public_kiosk,paper,20.743755,0.0,0.0,20.743755,False,Signal House,Archive House:paper:20.74
287,16,17,Signal House,dusk_signal_workshop,oil,18.41948,0.0,0.0,18.31948,False,West House,Signal House:oil:18.32
288,17,0,West House,river_mill_bridge,planks,24.5948,0.0,0.0,24.5948,False,Roof House,West House:planks:24.59
289,17,1,Roof House,roof_greenhouse_cistern,water,44.671365,0.0,0.0,44.671365,False,Archive House,Roof House:water:44.67
290,17,2,Archive House,archive_public_kiosk,paper,20.743755,0.338885,0.145,20.93764,False,Signal House,Archive House:paper:20.94
291,17,3,Signal House,dusk_signal_workshop,oil,18.31948,0.0,0.0,18.31948,False,West House,Signal House:oil:18.32
292,17,4,West House,river_mill_bridge,planks,24.5948,0.0,0.0,24.5948,False,Roof House,West House:planks:24.59
293,17,5,Roof House,roof_greenhouse_cistern,water,44.671365,0.302175,0.145,44.82854,False,Archive House,Roof House:water:44.83
294,17,6,Archive House,archive_public_kiosk,paper,20.93764,0.0,0.0,20.93764,False,Signal House,Archive House:paper:20.94
295,17,7,Signal House,dusk_signal_workshop,oil,18.31948,0.0,0.0,18.31948,False,West House,Signal House:oil:18.32
296,17,8,West House,river_mill_bridge,planks,24.5948,0.264835,0.145,24.714635,False,Roof House,West House:planks:24.71
297,17,9,Roof House,roof_greenhouse_cistern,water,44.82854,0.0,0.0,44.72854,False,Archive House,Roof House:water:44.73
298,17,10,Archive House,archive_public_kiosk,paper,20.93764,0.0,0.0,20.93764,False,Signal House,Archive House:paper:20.94
299,17,11,Signal House,dusk_signal_workshop,oil,18.31948,0.235235,0.145,18.409715,False,West House,Signal House:oil:18.41
300,17,12,West House,river_mill_bridge,planks,24.714635,0.0,0.0,24.714635,False,Roof House,West House:planks:24.71
301,17,13,Roof House,roof_greenhouse_cistern,water,44.72854,0.0,0.0,44.72854,False,Archive House,Roof House:water:44.73
302,17,14,Archive House,archive_public_kiosk,paper,20.93764,0.33947,0.145,21.13211,False,Signal House,Archive House:paper:21.13
303,17,15,Signal House,dusk_signal_workshop,oil,18.409715,0.0,0.0,18.309715,False,West House,Signal House:oil:18.31
304,17,16,West House,river_mill_bridge,planks,24.714635,0.0,0.0,24.714635,False,Roof House,West House:planks:24.71
305,17,17,Roof House,roof_greenhouse_cistern,water,44.72854,0.0,0.0,44.62854,False,Archive House,Roof House:water:44.63
306,18,0,Archive House,archive_public_kiosk,paper,21.13211,0.304875,0.12,21.316985,False,Signal House,Archive House:paper:21.32
307,18,1,Signal House,dusk_signal_workshop,oil,18.309715,0.0,0.0,18.209715,False,West House,Signal House:oil:18.21
308,18,2,West House,river_mill_bridge,planks,24.714635,0.23042,0.17,24.775055,False,Roof House,West House:planks:24.78
309,18,3,Roof House,roof_greenhouse_cistern,water,44.62854,0.0,0.0,44.62854,False,Archive House,Roof House:water:44.63
310,18,4,Archive House,archive_public_kiosk,paper,21.316985,0.0,0.0,21.316985,False,Signal House,Archive House:paper:21.32
311,18,5,Signal House,dusk_signal_workshop,oil,18.209715,0.34082,0.17,18.380535,False,West House,Signal House:oil:18.38
312,18,6,West House,river_mill_bridge,planks,24.775055,0.0,0.0,24.775055,False,Roof House,West House:planks:24.78
313,18,7,Roof House,roof_greenhouse_cistern,water,44.62854,0.0,0.0,44.62854,False,Archive House,Roof House:water:44.63
314,18,8,Archive House,archive_public_kiosk,paper,21.316985,0.30537,0.17,21.452355,False,Signal House,Archive House:paper:21.45
315,18,9,Signal House,dusk_signal_workshop,oil,18.380535,0.341225,0.12,18.50176,False,West House,Signal House:oil:18.50
316,18,10,West House,river_mill_bridge,planks,24.775055,0.0,0.0,24.775055,False,Roof House,West House:planks:24.78
317,18,11,Roof House,roof_greenhouse_cistern,water,44.62854,0.26803,0.17,44.72657,False,Archive House,Roof House:water:44.73
318,18,12,Archive House,archive_public_kiosk,paper,21.452355,0.0,0.0,21.452355,False,Signal House,Archive House:paper:21.45
319,18,13,Signal House,dusk_signal_workshop,oil,18.50176,0.0,0.0,18.50176,False,West House,Signal House:oil:18.50
320,18,14,West House,river_mill_bridge,planks,24.775055,0.231005,0.17,24.83606,False,Roof House,West House:planks:24.84
321,18,15,Roof House,roof_greenhouse_cistern,water,44.72657,0.0,0.0,44.72657,False,Archive House,Roof House:water:44.73
322,18,16,Archive House,archive_public_kiosk,paper,21.452355,0.0,0.0,21.452355,False,Signal House,Archive House:paper:21.45
323,18,17,Signal House,dusk_signal_workshop,oil,18.50176,0.0,0.05,18.35176,False,West House,Signal House:oil:18.35
324,19,0,West House,river_mill_bridge,planks,24.83606,0.0,0.0,24.73606,False,Roof House,West House:planks:24.74
325,19,1,Roof House,roof_greenhouse_cistern,water,44.72657,0.0,0.0,44.72657,False,Archive House,Roof House:water:44.73
326,19,2,Archive House,archive_public_kiosk,paper,21.452355,0.270955,0.12,21.60331,False,Signal House,Archive House:paper:21.60
327,19,3,Signal House,dusk_signal_workshop,oil,18.35176,0.0,0.0,18.35176,False,West House,Signal House:oil:18.35
328,19,4,West House,river_mill_bridge,planks,24.73606,0.0,0.0,24.73606,False,Roof House,West House:planks:24.74
329,19,5,Roof House,roof_greenhouse_cistern,water,44.72657,0.233615,0.12,44.840185,False,Archive House,Roof House:water:44.84
330,19,6,Archive House,archive_public_kiosk,paper,21.60331,0.0,0.0,21.60331,False,Signal House,Archive House:paper:21.60
331,19,7,Signal House,dusk_signal_workshop,oil,18.35176,0.0,0.0,18.35176,False,West House,Signal House:oil:18.35
332,19,8,West House,river_mill_bridge,planks,24.73606,0.33659,0.12,24.95265,False,Roof House,West House:planks:24.95
333,19,9,Roof House,roof_greenhouse_cistern,water,44.840185,0.0,0.0,44.840185,False,Archive House,Roof House:water:44.84
334,19,10,Archive House,archive_public_kiosk,paper,21.60331,0.0,0.0,21.60331,False,Signal House,Archive House:paper:21.60
335,19,11,Signal House,dusk_signal_workshop,oil,18.35176,0.30699,0.12,18.53875,False,West House,Signal House:oil:18.54
336,19,12,West House,river_mill_bridge,planks,24.95265,0.0,0.0,24.95265,False,Roof House,West House:planks:24.95
337,19,13,Roof House,roof_greenhouse_cistern,water,44.840185,0.0,0.0,44.840185,False,Archive House,Roof House:water:44.84
338,19,14,Archive House,archive_public_kiosk,paper,21.60331,0.27154,0.12,21.75485,False,Signal House,Archive House:paper:21.75
339,19,15,Signal House,dusk_signal_workshop,oil,18.53875,0.0,0.0,18.53875,False,West House,Signal House:oil:18.54
340,19,16,West House,river_mill_bridge,planks,24.95265,0.0,0.0,24.85265,False,Roof House,West House:planks:24.85
341,19,17,Roof House,roof_greenhouse_cistern,water,44.840185,0.0,0.0,44.840185,False,Archive House,Roof House:water:44.84
342,20,0,Signal House,dusk_signal_workshop,oil,18.53875,0.0,0.0,18.43875,False,West House,Signal House:oil:18.44
343,20,1,West House,river_mill_bridge,planks,24.85265,0.0,0.0,24.85265,False,Roof House,West House:planks:24.85
344,20,2,Roof House,roof_greenhouse_cistern,water,44.840185,0.30429,0.145,44.999475,False,Archive House,Roof House:water:45.00
345,20,3,Archive House,archive_public_kiosk,paper,21.75485,0.0,0.0,21.75485,False,Signal House,Archive House:paper:21.75
346,20,4,Signal House,dusk_signal_workshop,oil,18.43875,0.0,0.0,18.43875,False,West House,Signal House:oil:18.44
347,20,5,West House,river_mill_bridge,planks,24.85265,0.267265,0.145,24.974915,False,Roof House,West House:planks:24.97
348,20,6,Roof House,roof_greenhouse_cistern,water,44.999475,0.0,0.0,44.999475,False,Archive House,Roof House:water:45.00
349,20,7,Archive House,archive_public_kiosk,paper,21.75485,0.0,0.0,21.75485,False,Signal House,Archive House:paper:21.75
350,20,8,Signal House,dusk_signal_workshop,oil,18.43875,0.237665,0.145,18.531415,False,West House,Signal House:oil:18.53
351,20,9,West House,river_mill_bridge,planks,24.974915,0.0,0.0,24.874915,False,Roof House,West House:planks:24.87
352,20,10,Roof House,roof_greenhouse_cistern,water,44.999475,0.0,0.0,44.999475,False,Archive House,Roof House:water:45.00
353,20,11,Archive House,archive_public_kiosk,paper,21.75485,0.342125,0.145,21.951975,False,Signal House,Archive House:paper:21.95
354,20,12,Signal House,dusk_signal_workshop,oil,18.531415,0.0,0.0,18.431415,False,West House,Signal House:oil:18.43
355,20,13,West House,river_mill_bridge,planks,24.874915,0.0,0.0,24.874915,False,Roof House,West House:planks:24.87
356,20,14,Roof House,roof_greenhouse_cistern,water,44.999475,0.304875,0.145,45.15935,False,Archive House,Roof House:water:45.16
357,20,15,Archive House,archive_public_kiosk,paper,21.951975,0.0,0.0,21.951975,False,Signal House,Archive House:paper:21.95
358,20,16,Signal House,dusk_signal_workshop,oil,18.431415,0.0,0.0,18.431415,False,West House,Signal House:oil:18.43
359,20,17,West House,river_mill_bridge,planks,24.874915,0.0,0.0,24.774915,False,Roof House,West House:planks:24.77
360,21,0,Roof House,roof_greenhouse_cistern,water,45.15935,0.0,0.0,45.15935,False,Archive House,Roof House:water:45.16
361,21,1,Archive House,archive_public_kiosk,paper,21.951975,0.0,0.0,21.951975,False,Signal House,Archive House:paper:21.95
362,21,2,Signal House,dusk_signal_workshop,oil,18.431415,0.34325,0.17,18.604665,False,West House,Signal House:oil:18.60
363,21,3,West House,river_mill_bridge,planks,24.774915,0.0,0.0,24.774915,False,Roof House,West House:planks:24.77
364,21,4,Roof House,roof_greenhouse_cistern,water,45.15935,0.0,0.0,45.15935,False,Archive House,Roof House:water:45.16
365,21,5,Archive House,archive_public_kiosk,paper,21.951975,0.30771,0.17,22.089685,False,Signal House,Archive House:paper:22.09
366,21,6,Signal House,dusk_signal_workshop,oil,18.604665,0.343655,0.12,18.82832,False,West House,Signal House:oil:18.83
367,21,7,West House,river_mill_bridge,planks,24.774915,0.0,0.0,24.774915,False,Roof House,West House:planks:24.77
368,21,8,Roof House,roof_greenhouse_cistern,water,45.15935,0.27046,0.17,45.25981,False,Archive House,Roof House:water:45.26
369,21,9,Archive House,archive_public_kiosk,paper,22.089685,0.0,0.0,22.089685,False,Signal House,Archive House:paper:22.09
370,21,10,Signal House,dusk_signal_workshop,oil,18.82832,0.0,0.0,18.82832,False,West House,Signal House:oil:18.83
371,21,11,West House,river_mill_bridge,planks,24.774915,0.23312,0.17,24.838035,False,Roof House,West House:planks:24.84
372,21,12,Roof House,roof_greenhouse_cistern,water,45.25981,0.0,0.0,45.25981,False,Archive House,Roof House:water:45.26
373,21,13,Archive House,archive_public_kiosk,paper,22.089685,0.0,0.0,22.089685,False,Signal House,Archive House:paper:22.09
374,21,14,Signal House,dusk_signal_workshop,oil,18.82832,0.34415,0.17,19.00247,False,West House,Signal House:oil:19.00
375,21,15,West House,river_mill_bridge,planks,24.838035,0.0,0.0,24.838035,False,Roof House,West House:planks:24.84
376,21,16,Roof House,roof_greenhouse_cistern,water,45.25981,0.0,0.0,45.25981,False,Archive House,Roof House:water:45.26
377,21,17,Archive House,archive_public_kiosk,paper,22.089685,0.308295,0.17,22.22798,False,Signal House,Archive House:paper:22.23
378,22,0,Signal House,dusk_signal_workshop,oil,19.00247,0.0,0.0,18.90247,False,West House,Signal House:oil:18.90
379,22,1,West House,river_mill_bridge,planks,24.838035,0.0,0.0,24.838035,False,Roof House,West House:planks:24.84
380,22,2,Roof House,roof_greenhouse_cistern,water,45.25981,0.236045,0.17,45.325855,False,Archive House,Roof House:water:45.33
381,22,3,Archive House,archive_public_kiosk,paper,22.22798,0.0,0.0,22.22798,False,Signal House,Archive House:paper:22.23
382,22,4,Signal House,dusk_signal_workshop,oil,18.90247,0.0,0.0,18.90247,False,West House,Signal House:oil:18.90
383,22,5,West House,river_mill_bridge,planks,24.838035,0.338705,0.12,25.05674,False,Roof House,West House:planks:25.06
384,22,6,Roof House,roof_greenhouse_cistern,water,45.325855,0.0,0.0,45.325855,False,Archive House,Roof House:water:45.33
385,22,7,Archive House,archive_public_kiosk,paper,22.22798,0.0,0.0,22.22798,False,Signal House,Archive House:paper:22.23
386,22,8,Signal House,dusk_signal_workshop,oil,18.90247,0.309735,0.12,19.092205,False,West House,Signal House:oil:19.09
387,22,9,West House,river_mill_bridge,planks,25.05674,0.0,0.0,24.95674,False,Roof House,West House:planks:24.96
388,22,10,Roof House,roof_greenhouse_cistern,water,45.325855,0.0,0.0,45.325855,False,Archive House,Roof House:water:45.33
389,22,11,Archive House,archive_public_kiosk,paper,22.22798,0.27388,0.12,22.38186,False,Signal House,Archive House:paper:22.38
390,22,12,Signal House,dusk_signal_workshop,oil,19.092205,0.0,0.0,19.092205,False,West House,Signal House:oil:19.09
391,22,13,West House,river_mill_bridge,planks,24.95674,0.0,0.0,24.85674,False,Roof House,West House:planks:24.86
392,22,14,Roof House,roof_greenhouse_cistern,water,45.325855,0.23663,0.12,45.442485,False,Archive House,Roof House:water:45.44
393,22,15,Archive House,archive_public_kiosk,paper,22.38186,0.0,0.0,22.38186,False,Signal House,Archive House:paper:22.38
394,22,16,Signal House,dusk_signal_workshop,oil,19.092205,0.0,0.0,19.092205,False,West House,Signal House:oil:19.09
395,22,17,West House,river_mill_bridge,planks,24.85674,0.0,0.0,24.75674,False,Roof House,West House:planks:24.76
396,23,0,Roof House,roof_greenhouse_cistern,water,45.442485,0.0,0.0,45.442485,False,Archive House,Roof House:water:45.44
397,23,1,Archive House,archive_public_kiosk,paper,22.38186,0.0,0.0,22.38186,False,Signal House,Archive House:paper:22.38
398,23,2,Signal House,dusk_signal_workshop,oil,19.092205,0.27532,0.145,19.222525,False,West House,Signal House:oil:19.22
399,23,3,West House,river_mill_bridge,planks,24.75674,0.0,0.0,24.75674,False,Roof House,West House:planks:24.76
400,23,4,Roof House,roof_greenhouse_cistern,water,45.442485,0.0,0.0,45.442485,False,Archive House,Roof House:water:45.44
401,23,5,Archive House,archive_public_kiosk,paper,22.38186,0.239465,0.145,22.476325,False,Signal House,Archive House:paper:22.48
402,23,6,Signal House,dusk_signal_workshop,oil,19.222525,0.0,0.0,19.222525,False,West House,Signal House:oil:19.22
403,23,7,West House,river_mill_bridge,planks,24.75674,0.30447,0.12,24.94121,False,Roof House,West House:planks:24.94
404,23,8,Roof House,roof_greenhouse_cistern,water,45.442485,0.342215,0.195,45.5897,False,Archive House,Roof House:water:45.59
405,23,9,Archive House,archive_public_kiosk,paper,22.476325,0.0,0.0,22.376325,False,Signal House,Archive House:paper:22.38
406,23,10,Signal House,dusk_signal_workshop,oil,19.222525,0.0,0.0,19.222525,False,West House,Signal House:oil:19.22
407,23,11,West House,river_mill_bridge,planks,24.94121,0.304875,0.145,25.101085,False,Roof House,West House:planks:25.10
408,23,12,Roof House,roof_greenhouse_cistern,water,45.5897,0.0,0.0,45.5897,False,Archive House,Roof House:water:45.59
409,23,13,Archive House,archive_public_kiosk,paper,22.376325,0.0,0.0,22.376325,False,Signal House,Archive House:paper:22.38
410,23,14,Signal House,dusk_signal_workshop,oil,19.222525,0.275905,0.145,19.35343,False,West House,Signal House:oil:19.35
411,23,15,West House,river_mill_bridge,planks,25.101085,0.0,0.0,25.101085,False,Roof House,West House:planks:25.10
412,23,16,Roof House,roof_greenhouse_cistern,water,45.5897,0.34271,0.12,45.81241,False,Archive House,Roof House:water:45.81
413,23,17,Archive House,archive_public_kiosk,paper,22.376325,0.0,0.0,22.276325,False,Signal House,Archive House:paper:22.28
414,24,0,West House,river_mill_bridge,planks,25.101085,0.0,0.0,25.001085,False,Roof House,West House:planks:25.00
415,24,1,Roof House,roof_greenhouse_cistern,water,45.81241,0.0,0.05,45.76241,False,Archive House,Roof House:water:45.76
416,24,2,Archive House,archive_public_kiosk,paper,22.276325,0.31014,0.17,22.416465,False,Signal House,Archive House:paper:22.42
417,24,3,Signal House,dusk_signal_workshop,oil,19.35343,0.34631,0.12,19.57974,False,West House,Signal House:oil:19.58
418,24,4,West House,river_mill_bridge,planks,25.001085,0.0,0.0,25.001085,False,Roof House,West House:planks:25.00
419,24,5,Roof House,roof_greenhouse_cistern,water,45.76241,0.273205,0.17,45.865615,False,Archive House,Roof House:water:45.87
420,24,6,Archive House,archive_public_kiosk,paper,22.416465,0.0,0.0,22.416465,False,Signal House,Archive House:paper:22.42
421,24,7,Signal House,dusk_signal_workshop,oil,19.57974,0.0,0.0,19.57974,False,West House,Signal House:oil:19.58
422,24,8,West House,river_mill_bridge,planks,25.001085,0.23555,0.17,25.066635,False,Roof House,West House:planks:25.07
423,24,9,Roof House,roof_greenhouse_cistern,water,45.865615,0.0,0.0,45.865615,False,Archive House,Roof House:water:45.87
424,24,10,Archive House,archive_public_kiosk,paper,22.416465,0.0,0.0,22.416465,False,Signal House,Archive House:paper:22.42
425,24,11,Signal House,dusk_signal_workshop,oil,19.57974,0.3464,0.17,19.75614,False,West House,Signal House:oil:19.76
426,24,12,West House,river_mill_bridge,planks,25.066635,0.0,0.0,25.066635,False,Roof House,West House:planks:25.07
427,24,13,Roof House,roof_greenhouse_cistern,water,45.865615,0.0,0.0,45.865615,False,Archive House,Roof House:water:45.87
428,24,14,Archive House,archive_public_kiosk,paper,22.416465,0.310725,0.17,22.55719,False,Signal House,Archive House:paper:22.56
429,24,15,Signal House,dusk_signal_workshop,oil,19.75614,0.0,0.0,19.75614,False,West House,Signal House:oil:19.76
430,24,16,West House,river_mill_bridge,planks,25.066635,0.236045,0.145,25.15768,False,Roof House,West House:planks:25.16
431,24,17,Roof House,roof_greenhouse_cistern,water,45.865615,0.0,0.0,45.865615,False,Archive House,Roof House:water:45.87
432,25,0,Archive House,archive_public_kiosk,paper,22.55719,0.0,0.0,22.55719,False,Signal House,Archive House:paper:22.56
433,25,1,Signal House,dusk_signal_workshop,oil,19.75614,0.0,0.0,19.75614,False,West House,Signal House:oil:19.76
434,25,2,West House,river_mill_bridge,planks,25.15768,0.34145,0.12,25.37913,False,Roof House,West House:planks:25.38
435,25,3,Roof House,roof_greenhouse_cistern,water,45.865615,0.0,0.0,45.865615,False,Archive House,Roof House:water:45.87
436,25,4,Archive House,archive_public_kiosk,paper,22.55719,0.0,0.0,22.55719,False,Signal House,Archive House:paper:22.56
437,25,5,Signal House,dusk_signal_workshop,oil,19.75614,0.3114,0.12,19.94754,False,West House,Signal House:oil:19.95
438,25,6,West House,river_mill_bridge,planks,25.37913,0.0,0.0,25.37913,False,Roof House,West House:planks:25.38
439,25,7,Roof House,roof_greenhouse_cistern,water,45.865615,0.0,0.05,45.815615,False,Archive House,Roof House:water:45.82
440,25,8,Archive House,archive_public_kiosk,paper,22.55719,0.27631,0.12,22.7135,False,Signal House,Archive House:paper:22.71
441,25,9,Signal House,dusk_signal_workshop,oil,19.94754,0.0,0.0,19.84754,False,West House,Signal House:oil:19.85
442,25,10,West House,river_mill_bridge,planks,25.37913,0.0,0.0,25.27913,False,Roof House,West House:planks:25.28
443,25,11,Roof House,roof_greenhouse_cistern,water,45.815615,0.23906,0.12,45.934675,False,Archive House,Roof House:water:45.93
444,25,12,Archive House,archive_public_kiosk,paper,22.7135,0.0,0.0,22.7135,False,Signal House,Archive House:paper:22.71
445,25,13,Signal House,dusk_signal_workshop,oil,19.84754,0.0,0.0,19.84754,False,West House,Signal House:oil:19.85
446,25,14,West House,river_mill_bridge,planks,25.27913,0.342035,0.12,25.501165,False,Roof House,West House:planks:25.50
447,25,15,Roof House,roof_greenhouse_cistern,water,45.934675,0.0,0.0,45.934675,False,Archive House,Roof House:water:45.93
448,25,16,Archive House,archive_public_kiosk,paper,22.7135,0.0,0.0,22.7135,False,Signal House,Archive House:paper:22.71
449,25,17,Signal House,dusk_signal_workshop,oil,19.84754,0.0,0.0,19.84754,False,West House,Signal House:oil:19.85
450,26,0,West House,river_mill_bridge,planks,25.501165,0.0,0.0,25.401165,False,Roof House,West House:planks:25.40
451,26,1,Roof House,roof_greenhouse_cistern,water,45.934675,0.0,0.0,45.934675,False,Archive House,Roof House:water:45.93
452,26,2,Archive House,archive_public_kiosk,paper,22.7135,0.2414,0.145,22.8099,False,Signal House,Archive House:paper:22.81
453,26,3,Signal House,dusk_signal_workshop,oil,19.84754,0.0,0.0,19.84754,False,West House,Signal House:oil:19.85
454,26,4,West House,river_mill_bridge,planks,25.401165,0.30753,0.12,25.588695,False,Roof House,West House:planks:25.59
455,26,5,Roof House,roof_greenhouse_cistern,water,45.934675,0.344645,0.145,46.13432,False,Archive House,Roof House:water:46.13
456,26,6,Archive House,archive_public_kiosk,paper,22.8099,0.0,0.0,22.8099,False,Signal House,Archive House:paper:22.81
457,26,7,Signal House,dusk_signal_workshop,oil,19.84754,0.0,0.0,19.84754,False,West House,Signal House:oil:19.85
458,26,8,West House,river_mill_bridge,planks,25.588695,0.307935,0.145,25.75163,False,Roof House,West House:planks:25.75
459,26,9,Roof House,roof_greenhouse_cistern,water,46.13432,0.0,0.0,46.03432,False,Archive House,Roof House:water:46.03
460,26,10,Archive House,archive_public_kiosk,paper,22.8099,0.0,0.0,22.8099,False,Signal House,Archive House:paper:22.81
461,26,11,Signal House,dusk_signal_workshop,oil,19.84754,0.2764,0.145,19.97894,False,West House,Signal House:oil:19.98
462,26,12,West House,river_mill_bridge,planks,25.75163,0.0,0.0,25.75163,False,Roof House,West House:planks:25.75
