tick_id,day,route_id,agent,follows_body_reaction_tick,delay_ticks,dialogue_line,bounded_refusal_available,recovery_choice_available,dialogue_visible,localstorage_memory_key,memory_written,private_workspace_hidden
326,28,central_repair_ring,Juno,326,3,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
327,28,riverbend_roofward,Ari,327,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
330,28,signal_orchard,Ivo,330,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
332,28,central_repair_ring,Pax,332,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
333,28,riverbend_roofward,Fay,333,3,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
335,28,archive_signal,Milo,329,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
336,29,signal_orchard,Ivo,336,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
338,29,central_repair_ring,Pax,338,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
339,29,riverbend_roofward,Fay,339,3,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
342,29,signal_orchard,Milo,342,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
344,29,central_repair_ring,Juno,344,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
345,29,riverbend_roofward,Ari,345,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,False,ssrm.v34.memory.riverbend_roofward,True,True
347,29,archive_signal,Nia,341,1,Do not pull the spool from my hands. Ask first.,True,True,True,ssrm.v34.memory.archive_signal,True,True
348,30,signal_orchard,Milo,348,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
350,30,central_repair_ring,Juno,350,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
351,30,riverbend_roofward,Ari,351,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
354,30,signal_orchard,Ivo,354,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
356,30,central_repair_ring,Pax,356,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
357,30,riverbend_roofward,Fay,357,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
359,30,archive_signal,Milo,353,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
360,31,signal_orchard,Ivo,360,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
362,31,central_repair_ring,Pax,362,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
363,31,riverbend_roofward,Fay,363,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
366,31,signal_orchard,Milo,366,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
368,31,central_repair_ring,Juno,368,3,The outer path gave me room. I can finish the wire without shaking.,True,True,False,ssrm.v34.memory.central_repair_ring,True,True
369,31,riverbend_roofward,Ari,369,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
371,31,archive_signal,Nia,365,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
373,32,central_repair_ring,Juno,368,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
377,32,signal_orchard,Milo,377,6,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
378,32,orchard_riverbend,Ivo,378,3,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
380,32,riverbend_roofward,Ari,380,5,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
381,32,roofward_archive,Fay,381,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
383,32,signal_orchard,Milo,377,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
384,33,orchard_riverbend,Ivo,384,3,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
386,33,riverbend_roofward,Ari,386,9,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
387,33,roofward_archive,Fay,387,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
390,33,orchard_riverbend,Ari,390,2,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
392,33,riverbend_roofward,Ari,392,9,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
393,33,roofward_archive,Nia,393,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
395,33,signal_orchard,Ivo,395,3,I am not walking blind while the lantern sputters.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
396,34,orchard_riverbend,Ari,396,2,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
398,34,riverbend_roofward,Fay,398,8,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
399,34,roofward_archive,Nia,399,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
401,34,signal_orchard,Ivo,401,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
402,34,orchard_riverbend,Ivo,402,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
404,34,riverbend_roofward,Fay,404,8,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
405,34,roofward_archive,Fay,405,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
406,34,archive_signal,Nia,406,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
407,34,signal_orchard,Milo,401,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
408,35,orchard_riverbend,Ivo,408,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
410,35,riverbend_roofward,Ari,410,7,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
411,35,roofward_archive,Fay,411,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
412,35,archive_signal,Nia,406,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
414,35,orchard_riverbend,Ari,414,1,The seeds stayed dry. I will remember that route.,True,True,False,ssrm.v34.memory.orchard_riverbend,True,True
416,35,riverbend_roofward,Ari,416,7,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
417,35,roofward_archive,Nia,417,3,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
419,35,signal_orchard,Ivo,413,1,I am not walking blind while the lantern sputters.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
420,36,orchard_riverbend,Ari,420,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
422,36,riverbend_roofward,Fay,422,6,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
423,36,roofward_archive,Nia,423,3,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
426,36,orchard_riverbend,Ivo,426,3,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
428,36,riverbend_roofward,Fay,428,6,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
429,36,roofward_archive,Fay,429,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
431,36,signal_orchard,Milo,425,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
432,37,orchard_riverbend,Ivo,432,3,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
434,37,riverbend_roofward,Ari,434,9,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
435,37,roofward_archive,Fay,435,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
438,37,orchard_riverbend,Ari,438,2,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
440,37,riverbend_roofward,Ari,440,9,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
441,37,roofward_archive,Nia,441,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
443,37,signal_orchard,Ivo,437,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
444,38,orchard_riverbend,Ari,444,2,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
446,38,riverbend_roofward,Fay,446,8,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
447,38,roofward_archive,Nia,447,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
450,38,orchard_riverbend,Ivo,450,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
452,38,riverbend_roofward,Fay,452,8,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
453,38,roofward_archive,Fay,453,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
455,38,signal_orchard,Milo,449,2,I am not walking blind while the lantern sputters.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
456,39,orchard_riverbend,Ivo,456,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
458,39,riverbend_roofward,Ari,458,7,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
459,39,roofward_archive,Fay,459,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
462,39,orchard_riverbend,Ari,462,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
464,39,riverbend_roofward,Ari,464,7,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
465,39,roofward_archive,Nia,465,3,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
467,39,signal_orchard,Ivo,461,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
469,40,riverbend_roofward,Fay,464,5,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
470,40,roofward_archive,Nia,470,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
473,40,orchard_riverbend,Ari,473,5,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
474,40,central_repair_ring,Pax,474,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
475,40,riverbend_roofward,Fay,464,5,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
476,40,roofward_archive,Nia,476,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
477,40,archive_signal,Milo,477,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
479,40,orchard_riverbend,Ari,473,3,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
480,41,central_repair_ring,Pax,480,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
482,41,roofward_archive,Nia,482,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
483,41,archive_signal,Milo,483,1,That path kept the spool clean. I can explain the pattern now.,True,True,False,ssrm.v34.memory.archive_signal,True,True
486,41,central_repair_ring,Juno,486,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
488,41,roofward_archive,Fay,488,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
489,41,archive_signal,Nia,489,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
491,41,orchard_riverbend,Ivo,485,2,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
492,42,central_repair_ring,Juno,492,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
494,42,roofward_archive,Fay,494,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
495,42,archive_signal,Nia,495,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
498,42,central_repair_ring,Pax,498,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
499,42,riverbend_roofward,Fay,493,1,I will not cross the wet plank while my hands are numb.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
500,42,roofward_archive,Nia,500,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
501,42,archive_signal,Milo,501,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
503,42,orchard_riverbend,Ari,497,1,I will not step into the fen with the satchel open.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
504,43,central_repair_ring,Pax,504,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
506,43,roofward_archive,Nia,506,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,False,ssrm.v34.memory.roofward_archive,True,True
507,43,archive_signal,Milo,507,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
510,43,central_repair_ring,Juno,510,3,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
512,43,roofward_archive,Fay,512,3,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
513,43,archive_signal,Nia,513,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
515,43,orchard_riverbend,Ivo,509,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
516,44,central_repair_ring,Juno,516,3,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
518,44,roofward_archive,Fay,518,3,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
519,44,archive_signal,Nia,519,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
522,44,central_repair_ring,Pax,522,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
524,44,roofward_archive,Nia,524,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
525,44,archive_signal,Milo,525,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
527,44,orchard_riverbend,Ari,521,3,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
528,45,central_repair_ring,Pax,528,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
530,45,roofward_archive,Nia,530,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
531,45,archive_signal,Milo,531,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
534,45,central_repair_ring,Juno,534,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
536,45,roofward_archive,Fay,536,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
537,45,archive_signal,Nia,537,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
539,45,orchard_riverbend,Ivo,533,2,I will not step into the fen with the satchel open.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
540,46,central_repair_ring,Juno,540,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
542,46,roofward_archive,Fay,542,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
543,46,archive_signal,Nia,543,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
546,46,central_repair_ring,Pax,546,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
548,46,roofward_archive,Nia,548,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
549,46,archive_signal,Milo,549,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
551,46,orchard_riverbend,Ari,545,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
552,47,central_repair_ring,Pax,552,1,The outer path gave me room. I can finish the wire without shaking.,True,True,False,ssrm.v34.memory.central_repair_ring,True,True
554,47,roofward_archive,Nia,554,1,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
555,47,archive_signal,Milo,555,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
558,47,central_repair_ring,Juno,558,3,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
560,47,roofward_archive,Fay,560,3,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
561,47,archive_signal,Nia,561,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
563,47,orchard_riverbend,Ivo,557,1,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
565,48,roofward_archive,Fay,560,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
566,48,archive_signal,Nia,566,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
569,48,central_repair_ring,Juno,569,8,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
570,48,riverbend_roofward,Ari,570,3,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
572,48,archive_signal,Nia,572,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
573,48,signal_orchard,Milo,573,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
575,48,central_repair_ring,Juno,575,2,The outer path gave me room. I can finish the wire without shaking.,True,True,False,ssrm.v34.memory.central_repair_ring,True,True
576,49,riverbend_roofward,Ari,576,3,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
578,49,archive_signal,Nia,578,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
579,49,signal_orchard,Milo,579,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
581,49,central_repair_ring,Juno,581,2,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
582,49,riverbend_roofward,Fay,582,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
584,49,archive_signal,Milo,584,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
585,49,signal_orchard,Ivo,585,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
586,49,orchard_riverbend,Ari,586,2,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
587,49,central_repair_ring,Pax,581,1,Back up. Sparks near my hands make me lose the thread.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
588,50,riverbend_roofward,Fay,588,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
590,50,archive_signal,Milo,590,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
591,50,signal_orchard,Ivo,591,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
592,50,orchard_riverbend,Ari,586,2,The seeds stayed dry. I will remember that route.,True,True,True,ssrm.v34.memory.orchard_riverbend,True,True
594,50,riverbend_roofward,Ari,594,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
596,50,archive_signal,Nia,596,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
597,50,signal_orchard,Milo,597,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
599,50,central_repair_ring,Juno,593,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
600,51,riverbend_roofward,Ari,600,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
602,51,archive_signal,Nia,602,3,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
603,51,signal_orchard,Milo,603,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
606,51,riverbend_roofward,Fay,606,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
608,51,archive_signal,Milo,608,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
609,51,signal_orchard,Ivo,609,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
611,51,central_repair_ring,Pax,605,3,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
612,52,riverbend_roofward,Fay,612,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
614,52,archive_signal,Milo,614,2,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
615,52,signal_orchard,Ivo,615,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
618,52,riverbend_roofward,Ari,618,3,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
619,52,roofward_archive,Fay,619,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
620,52,archive_signal,Nia,620,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
621,52,signal_orchard,Milo,621,1,The loop gave us light. I trust that more than the short road tonight.,True,True,False,ssrm.v34.memory.signal_orchard,True,True
623,52,central_repair_ring,Juno,617,2,Back up. Sparks near my hands make me lose the thread.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
624,53,riverbend_roofward,Ari,624,3,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
625,53,roofward_archive,Fay,619,2,The warm lane helped. I remember you waited instead of rushing me.,True,True,True,ssrm.v34.memory.roofward_archive,True,True
626,53,archive_signal,Nia,626,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
627,53,signal_orchard,Milo,627,1,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
630,53,riverbend_roofward,Fay,630,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
632,53,archive_signal,Milo,632,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
633,53,signal_orchard,Ivo,633,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
635,53,central_repair_ring,Pax,629,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
636,54,riverbend_roofward,Fay,636,2,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
638,54,archive_signal,Milo,638,1,That path kept the spool clean. I can explain the pattern now.,True,True,True,ssrm.v34.memory.archive_signal,True,True
639,54,signal_orchard,Ivo,639,3,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
642,54,riverbend_roofward,Ari,642,1,I noticed you chose the dry ridge. I can keep carrying the kit.,True,True,True,ssrm.v34.memory.riverbend_roofward,True,True
644,54,archive_signal,Nia,644,3,That path kept the spool clean. I can explain the pattern now.,True,True,False,ssrm.v34.memory.archive_signal,True,True
645,54,signal_orchard,Milo,645,2,The loop gave us light. I trust that more than the short road tonight.,True,True,True,ssrm.v34.memory.signal_orchard,True,True
647,54,central_repair_ring,Juno,641,1,The outer path gave me room. I can finish the wire without shaking.,True,True,True,ssrm.v34.memory.central_repair_ring,True,True
