tick_id,day,session_id,settlement_id,resident_id,material_item,inventory_before,inventory_after,output_item,output_before,output_after,ui_widget_before,ui_widget_after,dom_patch_label,localstorage_written,rendered_delta_visible,no_magic_inventory
826,46,canvas-session-008,orchid_engine,Dax,orchid oil,795,794,listen to valve pulse canvas marker,40,41,orchid oil:795,orchid oil:794,inventory-chip:orchid oil:-1,True,True,True
827,46,canvas-session-008,moss_ward,Tala,charcoal mark,796,795,patch blanket loom canvas marker,40,41,charcoal mark:796,charcoal mark:795,inventory-chip:charcoal mark:-1,True,True,True
828,47,canvas-session-008,cinder_garden,Wren,seed ink,795,794,cool ash path canvas marker,42,43,seed ink:795,seed ink:794,inventory-chip:seed ink:-1,True,True,True
829,47,canvas-session-008,lichen_bridge,Kio,rope fiber,796,795,repair meal ledger canvas marker,42,43,rope fiber:796,rope fiber:795,inventory-chip:rope fiber:-1,True,True,True
830,47,canvas-session-008,orchid_engine,Cai,gear cloth,795,794,listen to valve pulse canvas marker,41,42,gear cloth:795,gear cloth:794,inventory-chip:gear cloth:-1,True,True,True
831,47,canvas-session-008,moss_ward,Milo,moss cord,795,794,patch blanket loom canvas marker,41,42,moss cord:795,moss cord:794,inventory-chip:moss cord:-1,True,True,True
832,47,canvas-session-008,glass_harbor,Sera,salt chalk,795,794,seal fog catcher canvas marker,41,42,salt chalk:795,salt chalk:794,inventory-chip:salt chalk:-1,True,True,True
833,47,canvas-session-008,cinder_garden,Juno,shade reed,794,793,repair seed calendar canvas marker,41,42,shade reed:794,shade reed:793,inventory-chip:shade reed:-1,True,True,True
834,47,canvas-session-008,lichen_bridge,Luma,bell tin,793,792,test rope bridge canvas marker,42,43,bell tin:793,bell tin:792,inventory-chip:bell tin:-1,True,True,True
835,47,canvas-session-008,orchid_engine,Dax,orchid oil,794,793,clean gear wash canvas marker,42,43,orchid oil:794,orchid oil:793,inventory-chip:orchid oil:-1,True,True,True
836,47,canvas-session-008,moss_ward,Tala,charcoal mark,795,793,copy root ledger canvas marker,41,42,charcoal mark:795,charcoal mark:793,inventory-chip:charcoal mark:-2,True,True,True
837,47,canvas-session-008,glass_harbor,Nia,lamp oil,796,795,mark crossing rope canvas marker,41,42,lamp oil:796,lamp oil:795,inventory-chip:lamp oil:-1,True,True,True
838,47,canvas-session-008,cinder_garden,Pax,ember basket,795,794,shade seed rows canvas marker,41,42,ember basket:795,ember basket:794,inventory-chip:ember basket:-1,True,True,True
839,47,canvas-session-008,lichen_bridge,Rin,meal token,796,795,weave spare rope canvas marker,41,42,meal token:796,meal token:795,inventory-chip:meal token:-1,True,True,True
840,47,canvas-session-008,orchid_engine,Eli,steam seal,795,794,tend orchid lamp canvas marker,42,43,steam seal:795,steam seal:794,inventory-chip:steam seal:-1,True,True,True
841,47,canvas-session-008,moss_ward,Ari,reed bundle,795,794,raise warm-cup shelf canvas marker,42,43,reed bundle:795,reed bundle:794,inventory-chip:reed bundle:-1,True,True,True
842,47,canvas-session-008,glass_harbor,Oren,glass bead,796,795,relight public lamp canvas marker,41,42,glass bead:796,glass bead:795,inventory-chip:glass bead:-1,True,True,True
843,47,canvas-session-008,cinder_garden,Vale,cool stone,794,793,sort ember fruit canvas marker,41,42,cool stone:794,cool stone:793,inventory-chip:cool stone:-1,True,True,True
844,47,canvas-session-008,lichen_bridge,Sol,lichen glue,795,794,mark signal bell canvas marker,41,42,lichen glue:795,lichen glue:794,inventory-chip:lichen glue:-1,True,True,True
845,47,canvas-session-008,orchid_engine,Bea,valve grease,794,793,stabilize steam kettle canvas marker,41,42,valve grease:794,valve grease:793,inventory-chip:valve grease:-1,True,True,True
846,48,canvas-session-008,glass_harbor,Nia,lamp oil,795,794,relight public lamp canvas marker,42,43,lamp oil:795,lamp oil:794,inventory-chip:lamp oil:-1,True,True,True
847,48,canvas-session-008,cinder_garden,Pax,ember basket,794,792,sort ember fruit canvas marker,42,43,ember basket:794,ember basket:792,inventory-chip:ember basket:-2,True,True,True
848,48,canvas-session-008,lichen_bridge,Rin,meal token,795,794,mark signal bell canvas marker,42,43,meal token:795,meal token:794,inventory-chip:meal token:-1,True,True,True
849,48,canvas-session-008,orchid_engine,Eli,steam seal,794,793,stabilize steam kettle canvas marker,42,43,steam seal:794,steam seal:793,inventory-chip:steam seal:-1,True,True,True
850,48,canvas-session-008,moss_ward,Ari,reed bundle,794,793,drain rain path canvas marker,42,43,reed bundle:794,reed bundle:793,inventory-chip:reed bundle:-1,True,True,True
851,48,canvas-session-008,glass_harbor,Oren,glass bead,795,794,mend fog net canvas marker,42,43,glass bead:795,glass bead:794,inventory-chip:glass bead:-1,True,True,True
852,48,canvas-session-008,cinder_garden,Vale,cool stone,793,792,cool ash path canvas marker,43,44,cool stone:793,cool stone:792,inventory-chip:cool stone:-1,True,True,True
853,48,canvas-session-008,lichen_bridge,Sol,lichen glue,794,793,repair meal ledger canvas marker,43,44,lichen glue:794,lichen glue:793,inventory-chip:lichen glue:-1,True,True,True
854,48,canvas-session-008,orchid_engine,Bea,valve grease,793,792,listen to valve pulse canvas marker,42,43,valve grease:793,valve grease:792,inventory-chip:valve grease:-1,True,True,True
855,48,canvas-session-008,moss_ward,Fay,dry clay,794,793,patch blanket loom canvas marker,42,43,dry clay:794,dry clay:793,inventory-chip:dry clay:-1,True,True,True
856,48,canvas-session-008,glass_harbor,Puck,net fiber,794,793,seal fog catcher canvas marker,42,43,net fiber:794,net fiber:793,inventory-chip:net fiber:-1,True,True,True
857,48,canvas-session-008,cinder_garden,Wren,seed ink,794,793,repair seed calendar canvas marker,42,43,seed ink:794,seed ink:793,inventory-chip:seed ink:-1,True,True,True
858,48,canvas-session-008,lichen_bridge,Kio,rope fiber,795,793,test rope bridge canvas marker,43,44,rope fiber:795,rope fiber:793,inventory-chip:rope fiber:-2,True,True,True
859,48,canvas-session-008,orchid_engine,Cai,gear cloth,794,793,clean gear wash canvas marker,43,44,gear cloth:794,gear cloth:793,inventory-chip:gear cloth:-1,True,True,True
860,48,canvas-session-008,moss_ward,Milo,moss cord,794,793,copy root ledger canvas marker,42,43,moss cord:794,moss cord:793,inventory-chip:moss cord:-1,True,True,True
861,48,canvas-session-008,glass_harbor,Sera,salt chalk,794,793,mark crossing rope canvas marker,42,43,salt chalk:794,salt chalk:793,inventory-chip:salt chalk:-1,True,True,True
862,48,canvas-session-008,cinder_garden,Juno,shade reed,793,792,shade seed rows canvas marker,42,43,shade reed:793,shade reed:792,inventory-chip:shade reed:-1,True,True,True
863,48,canvas-session-008,lichen_bridge,Luma,bell tin,792,791,weave spare rope canvas marker,42,43,bell tin:792,bell tin:791,inventory-chip:bell tin:-1,True,True,True
864,49,canvas-session-009,moss_ward,Fay,dry clay,793,792,copy root ledger canvas marker,43,44,dry clay:793,dry clay:792,inventory-chip:dry clay:-1,True,True,True
865,49,canvas-session-009,glass_harbor,Puck,net fiber,793,792,mark crossing rope canvas marker,43,44,net fiber:793,net fiber:792,inventory-chip:net fiber:-1,True,True,True
866,49,canvas-session-009,cinder_garden,Wren,seed ink,793,792,shade seed rows canvas marker,43,44,seed ink:793,seed ink:792,inventory-chip:seed ink:-1,True,True,True
867,49,canvas-session-009,lichen_bridge,Kio,rope fiber,793,792,weave spare rope canvas marker,43,44,rope fiber:793,rope fiber:792,inventory-chip:rope fiber:-1,True,True,True
868,49,canvas-session-009,orchid_engine,Cai,gear cloth,793,792,tend orchid lamp canvas marker,43,44,gear cloth:793,gear cloth:792,inventory-chip:gear cloth:-1,True,True,True
869,49,canvas-session-009,moss_ward,Milo,moss cord,793,791,raise warm-cup shelf canvas marker,43,44,moss cord:793,moss cord:791,inventory-chip:moss cord:-2,True,True,True
870,49,canvas-session-009,glass_harbor,Sera,salt chalk,793,792,relight public lamp canvas marker,43,44,salt chalk:793,salt chalk:792,inventory-chip:salt chalk:-1,True,True,True
871,49,canvas-session-009,cinder_garden,Juno,shade reed,792,791,sort ember fruit canvas marker,43,44,shade reed:792,shade reed:791,inventory-chip:shade reed:-1,True,True,True
872,49,canvas-session-009,lichen_bridge,Luma,bell tin,791,790,mark signal bell canvas marker,43,44,bell tin:791,bell tin:790,inventory-chip:bell tin:-1,True,True,True
873,49,canvas-session-009,orchid_engine,Dax,orchid oil,793,792,stabilize steam kettle canvas marker,43,44,orchid oil:793,orchid oil:792,inventory-chip:orchid oil:-1,True,True,True
874,49,canvas-session-009,moss_ward,Tala,charcoal mark,793,792,drain rain path canvas marker,43,44,charcoal mark:793,charcoal mark:792,inventory-chip:charcoal mark:-1,True,True,True
875,49,canvas-session-009,glass_harbor,Nia,lamp oil,794,793,mend fog net canvas marker,43,44,lamp oil:794,lamp oil:793,inventory-chip:lamp oil:-1,True,True,True
876,49,canvas-session-009,cinder_garden,Pax,ember basket,792,791,cool ash path canvas marker,44,45,ember basket:792,ember basket:791,inventory-chip:ember basket:-1,True,True,True
877,49,canvas-session-009,lichen_bridge,Rin,meal token,794,793,repair meal ledger canvas marker,44,45,meal token:794,meal token:793,inventory-chip:meal token:-1,True,True,True
878,49,canvas-session-009,orchid_engine,Eli,steam seal,793,792,listen to valve pulse canvas marker,43,44,steam seal:793,steam seal:792,inventory-chip:steam seal:-1,True,True,True
879,49,canvas-session-009,moss_ward,Ari,reed bundle,793,792,patch blanket loom canvas marker,43,44,reed bundle:793,reed bundle:792,inventory-chip:reed bundle:-1,True,True,True
880,49,canvas-session-009,glass_harbor,Oren,glass bead,794,792,seal fog catcher canvas marker,43,44,glass bead:794,glass bead:792,inventory-chip:glass bead:-2,True,True,True
881,49,canvas-session-009,cinder_garden,Vale,cool stone,792,791,repair seed calendar canvas marker,43,44,cool stone:792,cool stone:791,inventory-chip:cool stone:-1,True,True,True
882,50,canvas-session-009,orchid_engine,Dax,orchid oil,792,791,listen to valve pulse canvas marker,44,45,orchid oil:792,orchid oil:791,inventory-chip:orchid oil:-1,True,True,True
883,50,canvas-session-009,moss_ward,Tala,charcoal mark,792,791,patch blanket loom canvas marker,44,45,charcoal mark:792,charcoal mark:791,inventory-chip:charcoal mark:-1,True,True,True
884,50,canvas-session-009,glass_harbor,Nia,lamp oil,793,792,seal fog catcher canvas marker,44,45,lamp oil:793,lamp oil:792,inventory-chip:lamp oil:-1,True,True,True
885,50,canvas-session-009,cinder_garden,Pax,ember basket,791,790,repair seed calendar canvas marker,44,45,ember basket:791,ember basket:790,inventory-chip:ember basket:-1,True,True,True
886,50,canvas-session-009,lichen_bridge,Rin,meal token,793,792,test rope bridge canvas marker,44,45,meal token:793,meal token:792,inventory-chip:meal token:-1,True,True,True
887,50,canvas-session-009,orchid_engine,Eli,steam seal,792,791,clean gear wash canvas marker,44,45,steam seal:792,steam seal:791,inventory-chip:steam seal:-1,True,True,True
888,50,canvas-session-009,moss_ward,Ari,reed bundle,792,791,copy root ledger canvas marker,44,45,reed bundle:792,reed bundle:791,inventory-chip:reed bundle:-1,True,True,True
889,50,canvas-session-009,glass_harbor,Oren,glass bead,792,791,mark crossing rope canvas marker,44,45,glass bead:792,glass bead:791,inventory-chip:glass bead:-1,True,True,True
890,50,canvas-session-009,cinder_garden,Vale,cool stone,791,790,shade seed rows canvas marker,44,45,cool stone:791,cool stone:790,inventory-chip:cool stone:-1,True,True,True
891,50,canvas-session-009,lichen_bridge,Sol,lichen glue,793,791,weave spare rope canvas marker,44,45,lichen glue:793,lichen glue:791,inventory-chip:lichen glue:-2,True,True,True
892,50,canvas-session-009,orchid_engine,Bea,valve grease,792,791,tend orchid lamp canvas marker,44,45,valve grease:792,valve grease:791,inventory-chip:valve grease:-1,True,True,True
893,50,canvas-session-009,moss_ward,Fay,dry clay,792,791,raise warm-cup shelf canvas marker,44,45,dry clay:792,dry clay:791,inventory-chip:dry clay:-1,True,True,True
894,50,canvas-session-009,glass_harbor,Puck,net fiber,792,791,relight public lamp canvas marker,44,45,net fiber:792,net fiber:791,inventory-chip:net fiber:-1,True,True,True
895,50,canvas-session-009,cinder_garden,Wren,seed ink,792,791,sort ember fruit canvas marker,44,45,seed ink:792,seed ink:791,inventory-chip:seed ink:-1,True,True,True
896,50,canvas-session-009,lichen_bridge,Kio,rope fiber,792,791,mark signal bell canvas marker,44,45,rope fiber:792,rope fiber:791,inventory-chip:rope fiber:-1,True,True,True
897,50,canvas-session-009,orchid_engine,Cai,gear cloth,792,791,stabilize steam kettle canvas marker,44,45,gear cloth:792,gear cloth:791,inventory-chip:gear cloth:-1,True,True,True
898,50,canvas-session-009,moss_ward,Milo,moss cord,791,790,drain rain path canvas marker,44,45,moss cord:791,moss cord:790,inventory-chip:moss cord:-1,True,True,True
899,50,canvas-session-009,glass_harbor,Sera,salt chalk,792,791,mend fog net canvas marker,44,45,salt chalk:792,salt chalk:791,inventory-chip:salt chalk:-1,True,True,True
900,51,canvas-session-009,lichen_bridge,Sol,lichen glue,791,790,mark signal bell canvas marker,45,46,lichen glue:791,lichen glue:790,inventory-chip:lichen glue:-1,True,True,True
901,51,canvas-session-009,orchid_engine,Bea,valve grease,791,790,stabilize steam kettle canvas marker,45,46,valve grease:791,valve grease:790,inventory-chip:valve grease:-1,True,True,True
902,51,canvas-session-009,moss_ward,Fay,dry clay,791,789,drain rain path canvas marker,45,46,dry clay:791,dry clay:789,inventory-chip:dry clay:-2,True,True,True
903,51,canvas-session-009,glass_harbor,Puck,net fiber,791,790,mend fog net canvas marker,45,46,net fiber:791,net fiber:790,inventory-chip:net fiber:-1,True,True,True
904,51,canvas-session-009,cinder_garden,Wren,seed ink,791,790,cool ash path canvas marker,45,46,seed ink:791,seed ink:790,inventory-chip:seed ink:-1,True,True,True
905,51,canvas-session-009,lichen_bridge,Kio,rope fiber,791,790,repair meal ledger canvas marker,45,46,rope fiber:791,rope fiber:790,inventory-chip:rope fiber:-1,True,True,True
906,51,canvas-session-009,orchid_engine,Cai,gear cloth,791,790,listen to valve pulse canvas marker,45,46,gear cloth:791,gear cloth:790,inventory-chip:gear cloth:-1,True,True,True
907,51,canvas-session-009,moss_ward,Milo,moss cord,790,789,patch blanket loom canvas marker,45,46,moss cord:790,moss cord:789,inventory-chip:moss cord:-1,True,True,True
908,51,canvas-session-009,glass_harbor,Sera,salt chalk,791,790,seal fog catcher canvas marker,45,46,salt chalk:791,salt chalk:790,inventory-chip:salt chalk:-1,True,True,True
909,51,canvas-session-009,cinder_garden,Juno,shade reed,791,790,repair seed calendar canvas marker,45,46,shade reed:791,shade reed:790,inventory-chip:shade reed:-1,True,True,True
910,51,canvas-session-009,lichen_bridge,Luma,bell tin,790,789,test rope bridge canvas marker,45,46,bell tin:790,bell tin:789,inventory-chip:bell tin:-1,True,True,True
911,51,canvas-session-009,orchid_engine,Dax,orchid oil,791,790,clean gear wash canvas marker,45,46,orchid oil:791,orchid oil:790,inventory-chip:orchid oil:-1,True,True,True
912,51,canvas-session-009,moss_ward,Tala,charcoal mark,791,790,copy root ledger canvas marker,45,46,charcoal mark:791,charcoal mark:790,inventory-chip:charcoal mark:-1,True,True,True
913,51,canvas-session-009,glass_harbor,Nia,lamp oil,792,790,mark crossing rope canvas marker,45,46,lamp oil:792,lamp oil:790,inventory-chip:lamp oil:-2,True,True,True
914,51,canvas-session-009,cinder_garden,Pax,ember basket,790,789,shade seed rows canvas marker,45,46,ember basket:790,ember basket:789,inventory-chip:ember basket:-1,True,True,True
915,51,canvas-session-009,lichen_bridge,Rin,meal token,792,791,weave spare rope canvas marker,45,46,meal token:792,meal token:791,inventory-chip:meal token:-1,True,True,True
916,51,canvas-session-009,orchid_engine,Eli,steam seal,791,790,tend orchid lamp canvas marker,45,46,steam seal:791,steam seal:790,inventory-chip:steam seal:-1,True,True,True
917,51,canvas-session-009,moss_ward,Ari,reed bundle,791,790,raise warm-cup shelf canvas marker,45,46,reed bundle:791,reed bundle:790,inventory-chip:reed bundle:-1,True,True,True
918,52,canvas-session-009,cinder_garden,Juno,shade reed,790,789,shade seed rows canvas marker,46,47,shade reed:790,shade reed:789,inventory-chip:shade reed:-1,True,True,True
919,52,canvas-session-009,lichen_bridge,Luma,bell tin,789,788,weave spare rope canvas marker,46,47,bell tin:789,bell tin:788,inventory-chip:bell tin:-1,True,True,True
920,52,canvas-session-009,orchid_engine,Dax,orchid oil,790,789,tend orchid lamp canvas marker,46,47,orchid oil:790,orchid oil:789,inventory-chip:orchid oil:-1,True,True,True
921,52,canvas-session-009,moss_ward,Tala,charcoal mark,790,789,raise warm-cup shelf canvas marker,46,47,charcoal mark:790,charcoal mark:789,inventory-chip:charcoal mark:-1,True,True,True
922,52,canvas-session-009,glass_harbor,Nia,lamp oil,790,789,relight public lamp canvas marker,45,46,lamp oil:790,lamp oil:789,inventory-chip:lamp oil:-1,True,True,True
923,52,canvas-session-009,cinder_garden,Pax,ember basket,789,788,sort ember fruit canvas marker,45,46,ember basket:789,ember basket:788,inventory-chip:ember basket:-1,True,True,True
924,52,canvas-session-009,lichen_bridge,Rin,meal token,791,789,mark signal bell canvas marker,46,47,meal token:791,meal token:789,inventory-chip:meal token:-2,True,True,True
925,52,canvas-session-009,orchid_engine,Eli,steam seal,790,789,stabilize steam kettle canvas marker,46,47,steam seal:790,steam seal:789,inventory-chip:steam seal:-1,True,True,True
926,52,canvas-session-009,moss_ward,Ari,reed bundle,790,789,drain rain path canvas marker,46,47,reed bundle:790,reed bundle:789,inventory-chip:reed bundle:-1,True,True,True
927,52,canvas-session-009,glass_harbor,Oren,glass bead,791,790,mend fog net canvas marker,46,47,glass bead:791,glass bead:790,inventory-chip:glass bead:-1,True,True,True
928,52,canvas-session-009,cinder_garden,Vale,cool stone,790,789,cool ash path canvas marker,46,47,cool stone:790,cool stone:789,inventory-chip:cool stone:-1,True,True,True
929,52,canvas-session-009,lichen_bridge,Sol,lichen glue,790,789,repair meal ledger canvas marker,46,47,lichen glue:790,lichen glue:789,inventory-chip:lichen glue:-1,True,True,True
930,52,canvas-session-009,orchid_engine,Bea,valve grease,790,789,listen to valve pulse canvas marker,46,47,valve grease:790,valve grease:789,inventory-chip:valve grease:-1,True,True,True
931,52,canvas-session-009,moss_ward,Fay,dry clay,789,788,patch blanket loom canvas marker,46,47,dry clay:789,dry clay:788,inventory-chip:dry clay:-1,True,True,True
932,52,canvas-session-009,glass_harbor,Puck,net fiber,790,789,seal fog catcher canvas marker,46,47,net fiber:790,net fiber:789,inventory-chip:net fiber:-1,True,True,True
933,52,canvas-session-009,cinder_garden,Wren,seed ink,790,789,repair seed calendar canvas marker,46,47,seed ink:790,seed ink:789,inventory-chip:seed ink:-1,True,True,True
934,52,canvas-session-009,lichen_bridge,Kio,rope fiber,790,789,test rope bridge canvas marker,46,47,rope fiber:790,rope fiber:789,inventory-chip:rope fiber:-1,True,True,True
935,52,canvas-session-009,orchid_engine,Cai,gear cloth,790,788,clean gear wash canvas marker,46,47,gear cloth:790,gear cloth:788,inventory-chip:gear cloth:-2,True,True,True
936,53,canvas-session-009,glass_harbor,Oren,glass bead,790,789,seal fog catcher canvas marker,47,48,glass bead:790,glass bead:789,inventory-chip:glass bead:-1,True,True,True
937,53,canvas-session-009,cinder_garden,Vale,cool stone,789,788,repair seed calendar canvas marker,47,48,cool stone:789,cool stone:788,inventory-chip:cool stone:-1,True,True,True
938,53,canvas-session-009,lichen_bridge,Sol,lichen glue,789,788,test rope bridge canvas marker,47,48,lichen glue:789,lichen glue:788,inventory-chip:lichen glue:-1,True,True,True
939,53,canvas-session-009,orchid_engine,Bea,valve grease,789,788,clean gear wash canvas marker,47,48,valve grease:789,valve grease:788,inventory-chip:valve grease:-1,True,True,True
940,53,canvas-session-009,moss_ward,Fay,dry clay,788,787,copy root ledger canvas marker,46,47,dry clay:788,dry clay:787,inventory-chip:dry clay:-1,True,True,True
941,53,canvas-session-009,glass_harbor,Puck,net fiber,789,788,mark crossing rope canvas marker,46,47,net fiber:789,net fiber:788,inventory-chip:net fiber:-1,True,True,True
942,53,canvas-session-009,cinder_garden,Wren,seed ink,789,788,shade seed rows canvas marker,47,48,seed ink:789,seed ink:788,inventory-chip:seed ink:-1,True,True,True
943,53,canvas-session-009,lichen_bridge,Kio,rope fiber,789,788,weave spare rope canvas marker,47,48,rope fiber:789,rope fiber:788,inventory-chip:rope fiber:-1,True,True,True
944,53,canvas-session-009,orchid_engine,Cai,gear cloth,788,787,tend orchid lamp canvas marker,47,48,gear cloth:788,gear cloth:787,inventory-chip:gear cloth:-1,True,True,True
945,53,canvas-session-009,moss_ward,Milo,moss cord,789,788,raise warm-cup shelf canvas marker,47,48,moss cord:789,moss cord:788,inventory-chip:moss cord:-1,True,True,True
946,53,canvas-session-009,glass_harbor,Sera,salt chalk,790,788,relight public lamp canvas marker,46,47,salt chalk:790,salt chalk:788,inventory-chip:salt chalk:-2,True,True,True
947,53,canvas-session-009,cinder_garden,Juno,shade reed,789,788,sort ember fruit canvas marker,46,47,shade reed:789,shade reed:788,inventory-chip:shade reed:-1,True,True,True
948,53,canvas-session-009,lichen_bridge,Luma,bell tin,788,787,mark signal bell canvas marker,47,48,bell tin:788,bell tin:787,inventory-chip:bell tin:-1,True,True,True
949,53,canvas-session-009,orchid_engine,Dax,orchid oil,789,788,stabilize steam kettle canvas marker,47,48,orchid oil:789,orchid oil:788,inventory-chip:orchid oil:-1,True,True,True
950,53,canvas-session-009,moss_ward,Tala,charcoal mark,789,788,drain rain path canvas marker,47,48,charcoal mark:789,charcoal mark:788,inventory-chip:charcoal mark:-1,True,True,True
951,53,canvas-session-009,glass_harbor,Nia,lamp oil,789,788,mend fog net canvas marker,47,48,lamp oil:789,lamp oil:788,inventory-chip:lamp oil:-1,True,True,True
952,53,canvas-session-009,cinder_garden,Pax,ember basket,788,787,cool ash path canvas marker,47,48,ember basket:788,ember basket:787,inventory-chip:ember basket:-1,True,True,True
953,53,canvas-session-009,lichen_bridge,Rin,meal token,789,788,repair meal ledger canvas marker,47,48,meal token:789,meal token:788,inventory-chip:meal token:-1,True,True,True
954,54,canvas-session-009,moss_ward,Milo,moss cord,788,787,drain rain path canvas marker,48,49,moss cord:788,moss cord:787,inventory-chip:moss cord:-1,True,True,True
955,54,canvas-session-009,glass_harbor,Sera,salt chalk,788,787,mend fog net canvas marker,48,49,salt chalk:788,salt chalk:787,inventory-chip:salt chalk:-1,True,True,True
956,54,canvas-session-009,cinder_garden,Juno,shade reed,788,787,cool ash path canvas marker,48,49,shade reed:788,shade reed:787,inventory-chip:shade reed:-1,True,True,True
957,54,canvas-session-009,lichen_bridge,Luma,bell tin,787,785,repair meal ledger canvas marker,48,49,bell tin:787,bell tin:785,inventory-chip:bell tin:-2,True,True,True
958,54,canvas-session-009,orchid_engine,Dax,orchid oil,788,787,listen to valve pulse canvas marker,47,48,orchid oil:788,orchid oil:787,inventory-chip:orchid oil:-1,True,True,True
959,54,canvas-session-009,moss_ward,Tala,charcoal mark,788,787,patch blanket loom canvas marker,47,48,charcoal mark:788,charcoal mark:787,inventory-chip:charcoal mark:-1,True,True,True
960,54,canvas-session-009,glass_harbor,Nia,lamp oil,788,787,seal fog catcher canvas marker,48,49,lamp oil:788,lamp oil:787,inventory-chip:lamp oil:-1,True,True,True
961,54,canvas-session-009,cinder_garden,Pax,ember basket,787,786,repair seed calendar canvas marker,48,49,ember basket:787,ember basket:786,inventory-chip:ember basket:-1,True,True,True
962,54,canvas-session-009,lichen_bridge,Rin,meal token,788,787,test rope bridge canvas marker,48,49,meal token:788,meal token:787,inventory-chip:meal token:-1,True,True,True
963,54,canvas-session-009,orchid_engine,Eli,steam seal,789,788,clean gear wash canvas marker,48,49,steam seal:789,steam seal:788,inventory-chip:steam seal:-1,True,True,True
964,54,canvas-session-009,moss_ward,Ari,reed bundle,789,788,copy root ledger canvas marker,47,48,reed bundle:789,reed bundle:788,inventory-chip:reed bundle:-1,True,True,True
965,54,canvas-session-009,glass_harbor,Oren,glass bead,789,788,mark crossing rope canvas marker,47,48,glass bead:789,glass bead:788,inventory-chip:glass bead:-1,True,True,True
966,54,canvas-session-009,cinder_garden,Vale,cool stone,788,787,shade seed rows canvas marker,48,49,cool stone:788,cool stone:787,inventory-chip:cool stone:-1,True,True,True
967,54,canvas-session-009,lichen_bridge,Sol,lichen glue,788,787,weave spare rope canvas marker,48,49,lichen glue:788,lichen glue:787,inventory-chip:lichen glue:-1,True,True,True
968,54,canvas-session-009,orchid_engine,Bea,valve grease,788,786,tend orchid lamp canvas marker,48,49,valve grease:788,valve grease:786,inventory-chip:valve grease:-2,True,True,True
969,54,canvas-session-009,moss_ward,Fay,dry clay,787,786,raise warm-cup shelf canvas marker,48,49,dry clay:787,dry clay:786,inventory-chip:dry clay:-1,True,True,True
970,54,canvas-session-009,glass_harbor,Puck,net fiber,788,787,relight public lamp canvas marker,47,48,net fiber:788,net fiber:787,inventory-chip:net fiber:-1,True,True,True
971,54,canvas-session-009,cinder_garden,Wren,seed ink,788,787,sort ember fruit canvas marker,47,48,seed ink:788,seed ink:787,inventory-chip:seed ink:-1,True,True,True
972,55,canvas-session-010,orchid_engine,Eli,steam seal,788,787,tend orchid lamp canvas marker,49,50,steam seal:788,steam seal:787,inventory-chip:steam seal:-1,True,True,True
973,55,canvas-session-010,moss_ward,Ari,reed bundle,788,787,raise warm-cup shelf canvas marker,49,50,reed bundle:788,reed bundle:787,inventory-chip:reed bundle:-1,True,True,True
974,55,canvas-session-010,glass_harbor,Oren,glass bead,788,787,relight public lamp canvas marker,48,49,glass bead:788,glass bead:787,inventory-chip:glass bead:-1,True,True,True
975,55,canvas-session-010,cinder_garden,Vale,cool stone,787,786,sort ember fruit canvas marker,48,49,cool stone:787,cool stone:786,inventory-chip:cool stone:-1,True,True,True
976,55,canvas-session-010,lichen_bridge,Sol,lichen glue,787,786,mark signal bell canvas marker,48,49,lichen glue:787,lichen glue:786,inventory-chip:lichen glue:-1,True,True,True
977,55,canvas-session-010,orchid_engine,Bea,valve grease,786,785,stabilize steam kettle canvas marker,48,49,valve grease:786,valve grease:785,inventory-chip:valve grease:-1,True,True,True
978,55,canvas-session-010,moss_ward,Fay,dry clay,786,785,drain rain path canvas marker,49,50,dry clay:786,dry clay:785,inventory-chip:dry clay:-1,True,True,True
979,55,canvas-session-010,glass_harbor,Puck,net fiber,787,785,mend fog net canvas marker,49,50,net fiber:787,net fiber:785,inventory-chip:net fiber:-2,True,True,True
980,55,canvas-session-010,cinder_garden,Wren,seed ink,787,786,cool ash path canvas marker,49,50,seed ink:787,seed ink:786,inventory-chip:seed ink:-1,True,True,True
981,55,canvas-session-010,lichen_bridge,Kio,rope fiber,788,787,repair meal ledger canvas marker,49,50,rope fiber:788,rope fiber:787,inventory-chip:rope fiber:-1,True,True,True
982,55,canvas-session-010,orchid_engine,Cai,gear cloth,787,786,listen to valve pulse canvas marker,48,49,gear cloth:787,gear cloth:786,inventory-chip:gear cloth:-1,True,True,True
983,55,canvas-session-010,moss_ward,Milo,moss cord,787,786,patch blanket loom canvas marker,48,49,moss cord:787,moss cord:786,inventory-chip:moss cord:-1,True,True,True
984,55,canvas-session-010,glass_harbor,Sera,salt chalk,787,786,seal fog catcher canvas marker,49,50,salt chalk:787,salt chalk:786,inventory-chip:salt chalk:-1,True,True,True
985,55,canvas-session-010,cinder_garden,Juno,shade reed,787,786,repair seed calendar canvas marker,49,50,shade reed:787,shade reed:786,inventory-chip:shade reed:-1,True,True,True
986,55,canvas-session-010,lichen_bridge,Luma,bell tin,785,784,test rope bridge canvas marker,49,50,bell tin:785,bell tin:784,inventory-chip:bell tin:-1,True,True,True
987,55,canvas-session-010,orchid_engine,Dax,orchid oil,787,786,clean gear wash canvas marker,49,50,orchid oil:787,orchid oil:786,inventory-chip:orchid oil:-1,True,True,True
