tick,day,ceremony_id,scene_id,object_name,object_x,object_y,ceremony_phase_before,ceremony_phase_after,persisted_to_storage,restored_from_storage,owner_preserved,ceremony_state_score
233,16,v21-ceremony-d16-t08,v21-scene-d16,ink ledger,4.592189,5.563117,marked,prompt,1,0,1,1.0
234,16,v21-ceremony-d16-t09,v21-scene-d16,sap hook,7.972479,6.073483,restored,restored,1,1,1,1.0
235,16,v21-ceremony-d16-t10,v21-scene-d16,listening shell,3.661839,4.379042,repair,prompt,1,0,1,1.0
236,16,v21-ceremony-d16-t11,v21-scene-d16,ember bowl,4.460695,3.179638,idle,prompt,1,0,1,1.0
237,16,v21-ceremony-d16-t12,v21-scene-d16,path cord,7.36909,3.575256,approach,prompt,1,0,1,1.0
238,16,v21-ceremony-d16-t13,v21-scene-d16,tally beads,6.486692,5.366017,prompt,handoff,1,0,1,1.0
239,16,v21-ceremony-d16-t14,v21-scene-d16,ink ledger,4.612797,5.552178,handoff,prompt,1,0,1,1.0
240,17,v21-ceremony-d17-t00,v21-scene-d17,listening shell,3.746365,4.33412,restored,prompt,1,0,1,1.0
241,17,v21-ceremony-d17-t01,v21-scene-d17,ember bowl,4.586059,3.112346,repair,handoff,1,0,1,1.0
242,17,v21-ceremony-d17-t02,v21-scene-d17,path cord,7.530295,3.487459,idle,handoff,1,0,1,1.0
243,17,v21-ceremony-d17-t03,v21-scene-d17,tally beads,6.677309,5.260147,approach,prompt,1,0,1,1.0
244,17,v21-ceremony-d17-t04,v21-scene-d17,ink ledger,4.825229,5.431169,prompt,prompt,1,0,1,1.0
245,17,v21-ceremony-d17-t05,v21-scene-d17,sap hook,8.272142,5.901327,handoff,prompt,1,0,1,1.0
246,17,v21-ceremony-d17-t06,v21-scene-d17,listening shell,4.01618,4.171448,marked,handoff,1,1,1,1.0
247,17,v21-ceremony-d17-t07,v21-scene-d17,ember bowl,4.855585,2.94236,restored,prompt,1,0,1,1.0
248,17,v21-ceremony-d17-t08,v21-scene-d17,path cord,7.788789,3.31487,repair,handoff,1,0,1,1.0
249,17,v21-ceremony-d17-t09,v21-scene-d17,tally beads,6.914465,5.089739,idle,prompt,1,0,1,1.0
250,17,v21-ceremony-d17-t10,v21-scene-d17,ink ledger,5.031592,5.267664,approach,prompt,0,0,1,0.75
251,17,v21-ceremony-d17-t11,v21-scene-d17,sap hook,8.439486,5.749256,prompt,handoff,1,0,1,1.0
252,17,v21-ceremony-d17-t12,v21-scene-d17,listening shell,4.137832,4.035026,handoff,prompt,1,0,1,1.0
253,17,v21-ceremony-d17-t13,v21-scene-d17,ember bowl,4.926697,2.825368,marked,restored,1,1,1,1.0
254,17,v21-ceremony-d17-t14,v21-scene-d17,path cord,7.806523,3.22055,restored,prompt,1,0,1,1.0
255,18,v21-ceremony-d18-t00,v21-scene-d18,ink ledger,4.978117,5.220704,idle,handoff,1,0,1,1.0
256,18,v21-ceremony-d18-t01,v21-scene-d18,sap hook,8.34261,5.725828,approach,approach,0,0,1,0.75
257,18,v21-ceremony-d18-t02,v21-scene-d18,listening shell,4.001417,4.035779,prompt,restored,1,1,1,1.0
258,18,v21-ceremony-d18-t03,v21-scene-d18,ember bowl,4.756181,2.850281,handoff,prompt,1,0,1,1.0
259,18,v21-ceremony-d18-t04,v21-scene-d18,path cord,7.608705,3.268932,marked,restored,1,1,1,1.0
260,18,v21-ceremony-d18-t05,v21-scene-d18,tally beads,6.660882,5.091215,restored,prompt,1,0,1,1.0
261,18,v21-ceremony-d18-t06,v21-scene-d18,ink ledger,4.714619,5.316513,repair,repair,0,0,1,0.75
262,18,v21-ceremony-d18-t07,v21-scene-d18,sap hook,8.07176,5.844125,idle,prompt,1,0,1,1.0
263,18,v21-ceremony-d18-t08,v21-scene-d18,listening shell,3.734013,4.173286,approach,handoff,1,0,0,0.75
264,18,v21-ceremony-d18-t09,v21-scene-d18,ember bowl,4.502883,3.003186,prompt,prompt,1,0,1,1.0
265,18,v21-ceremony-d18-t10,v21-scene-d18,path cord,7.379612,3.432999,handoff,prompt,1,0,1,1.0
266,18,v21-ceremony-d18-t11,v21-scene-d18,tally beads,6.465127,5.261897,marked,prompt,1,0,1,1.0
267,18,v21-ceremony-d18-t12,v21-scene-d18,ink ledger,4.560006,5.489079,restored,handoff,1,0,1,1.0
268,18,v21-ceremony-d18-t13,v21-scene-d18,sap hook,7.964453,6.013793,repair,prompt,1,0,1,1.0
269,18,v21-ceremony-d18-t14,v21-scene-d18,listening shell,3.67829,4.335353,idle,prompt,1,0,1,1.0
270,19,v21-ceremony-d19-t00,v21-scene-d19,path cord,7.400966,3.553163,prompt,prompt,1,0,1,1.0
271,19,v21-ceremony-d19-t01,v21-scene-d19,tally beads,6.531576,5.366727,handoff,prompt,1,0,1,1.0
272,19,v21-ceremony-d19-t02,v21-scene-d19,ink ledger,4.668902,5.575671,marked,handoff,1,0,1,1.0
273,19,v21-ceremony-d19-t03,v21-scene-d19,sap hook,8.111454,6.079746,restored,prompt,1,0,1,1.0
274,19,v21-ceremony-d19-t04,v21-scene-d19,listening shell,3.857536,4.37884,repair,prompt,1,0,1,1.0
275,19,v21-ceremony-d19-t05,v21-scene-d19,ember bowl,4.70531,3.172978,idle,prompt,1,0,1,1.0
276,19,v21-ceremony-d19-t06,v21-scene-d19,path cord,7.652874,3.562322,approach,prompt,1,0,1,1.0
277,19,v21-ceremony-d19-t07,v21-scene-d19,tally beads,6.798329,5.347167,prompt,restored,1,1,1,1.0
278,19,v21-ceremony-d19-t08,v21-scene-d19,ink ledger,4.939864,5.527934,handoff,restored,1,1,1,1.0
279,19,v21-ceremony-d19-t09,v21-scene-d19,sap hook,8.375823,6.005155,marked,prompt,1,0,1,1.0
280,19,v21-ceremony-d19-t10,v21-scene-d19,listening shell,4.104773,4.279462,restored,prompt,1,0,1,1.0
281,19,v21-ceremony-d19-t11,v21-scene-d19,ember bowl,4.925559,3.051567,repair,prompt,0,0,1,0.75
282,19,v21-ceremony-d19-t12,v21-scene-d19,path cord,7.837353,3.422243,idle,prompt,1,0,1,1.0
283,19,v21-ceremony-d19-t13,v21-scene-d19,tally beads,6.939684,5.192303,approach,prompt,1,0,1,1.0
284,19,v21-ceremony-d19-t14,v21-scene-d19,ink ledger,5.03246,5.362575,prompt,prompt,1,0,1,1.0
285,20,v21-ceremony-d20-t00,v21-scene-d20,listening shell,4.115968,4.133885,marked,handoff,1,0,1,1.0
286,20,v21-ceremony-d20-t01,v21-scene-d20,ember bowl,4.890866,2.907027,restored,prompt,1,0,1,1.0
287,20,v21-ceremony-d20-t02,v21-scene-d20,path cord,7.758156,3.282746,repair,prompt,1,1,1,1.0
288,20,v21-ceremony-d20-t03,v21-scene-d20,tally beads,6.81914,5.061714,idle,prompt,1,0,1,1.0
289,20,v21-ceremony-d20-t04,v21-scene-d20,ink ledger,4.875374,5.244515,approach,prompt,1,0,1,1.0
290,20,v21-ceremony-d20-t05,v21-scene-d20,sap hook,8.228603,5.731625,prompt,prompt,1,0,1,1.0
291,20,v21-ceremony-d20-t06,v21-scene-d20,listening shell,3.880692,4.0234,handoff,handoff,1,0,1,1.0
292,20,v21-ceremony-d20-t07,v21-scene-d20,ember bowl,4.633551,2.820071,marked,prompt,1,0,1,1.0
293,20,v21-ceremony-d20-t08,v21-scene-d20,path cord,7.489059,3.221727,restored,handoff,1,0,1,1.0
294,20,v21-ceremony-d20-t09,v21-scene-d20,tally beads,6.54899,5.028325,repair,prompt,1,0,1,1.0
295,20,v21-ceremony-d20-t10,v21-scene-d20,ink ledger,4.614941,5.239679,idle,prompt,1,0,1,1.0
296,20,v21-ceremony-d20-t11,v21-scene-d20,sap hook,7.98827,5.755477,approach,prompt,1,0,1,1.0
297,20,v21-ceremony-d20-t12,v21-scene-d20,listening shell,3.670039,4.075281,prompt,prompt,1,0,1,1.0
298,20,v21-ceremony-d20-t13,v21-scene-d20,ember bowl,4.460977,2.89854,handoff,prompt,1,0,1,1.0
299,20,v21-ceremony-d20-t14,v21-scene-d20,path cord,7.361444,3.324612,marked,prompt,1,0,1,1.0
300,21,v21-ceremony-d21-t00,v21-scene-d21,ink ledger,4.571421,5.352773,repair,restored,1,1,1,1.0
301,21,v21-ceremony-d21-t01,v21-scene-d21,sap hook,7.990511,5.882242,idle,handoff,1,0,1,1.0
302,21,v21-ceremony-d21-t02,v21-scene-d21,listening shell,3.717952,4.212204,approach,prompt,1,0,1,1.0
303,21,v21-ceremony-d21-t03,v21-scene-d21,ember bowl,4.552652,3.041827,prompt,prompt,1,0,1,1.0
304,21,v21-ceremony-d21-t04,v21-scene-d21,path cord,7.493225,3.470292,handoff,handoff,1,0,1,1.0
305,21,v21-ceremony-d21-t05,v21-scene-d21,tally beads,6.638056,5.296808,marked,restored,1,1,1,1.0
306,21,v21-ceremony-d21-t06,v21-scene-d21,ink ledger,4.785355,5.520641,restored,restored,1,1,0,0.75
307,21,v21-ceremony-d21-t07,v21-scene-d21,sap hook,8.233239,6.041131,repair,restored,1,1,1,1.0
308,21,v21-ceremony-d21-t08,v21-scene-d21,listening shell,3.979798,4.35771,idle,prompt,1,0,1,1.0
309,21,v21-ceremony-d21-t09,v21-scene-d21,ember bowl,4.823175,3.169918,approach,prompt,1,0,1,1.0
310,21,v21-ceremony-d21-t10,v21-scene-d21,path cord,7.761642,3.577417,prompt,prompt,1,0,1,1.0
311,21,v21-ceremony-d21-t11,v21-scene-d21,tally beads,6.893664,5.379999,handoff,prompt,1,0,1,1.0
312,21,v21-ceremony-d21-t12,v21-scene-d21,ink ledger,5.017966,5.577593,marked,prompt,0,0,1,0.75
313,21,v21-ceremony-d21-t13,v21-scene-d21,sap hook,8.433578,6.070265,restored,restored,1,1,1,1.0
314,21,v21-ceremony-d21-t14,v21-scene-d21,listening shell,4.139878,4.358218,repair,prompt,1,0,1,1.0
315,22,v21-ceremony-d22-t00,v21-scene-d22,path cord,7.836615,3.541787,approach,restored,1,1,1,1.0
316,22,v21-ceremony-d22-t01,v21-scene-d22,tally beads,6.923919,5.321426,prompt,prompt,1,0,1,1.0
317,22,v21-ceremony-d22-t02,v21-scene-d22,ink ledger,5.002296,5.4977,handoff,prompt,1,0,1,1.0
318,22,v21-ceremony-d22-t03,v21-scene-d22,sap hook,8.372608,5.971267,marked,handoff,1,0,1,1.0
319,22,v21-ceremony-d22-t04,v21-scene-d22,listening shell,4.036039,4.242858,restored,prompt,1,0,1,1.0
320,22,v21-ceremony-d22-t05,v21-scene-d22,ember bowl,4.794046,3.013261,repair,prompt,1,0,1,1.0
321,22,v21-ceremony-d22-t06,v21-scene-d22,path cord,7.648304,3.383298,idle,prompt,1,0,1,1.0
322,22,v21-ceremony-d22-t07,v21-scene-d22,tally beads,6.700636,5.153797,approach,prompt,1,0,1,1.0
323,22,v21-ceremony-d22-t08,v21-scene-d22,ink ledger,4.752943,5.325576,prompt,handoff,1,0,1,1.0
324,22,v21-ceremony-d22-t09,v21-scene-d22,sap hook,8.107126,5.799418,handoff,prompt,1,0,1,1.0
325,22,v21-ceremony-d22-t10,v21-scene-d22,listening shell,3.765011,4.076047,marked,prompt,1,0,1,1.0
326,22,v21-ceremony-d22-t11,v21-scene-d22,ember bowl,4.528278,2.856112,restored,prompt,1,0,1,1.0
327,22,v21-ceremony-d22-t12,v21-scene-d22,path cord,7.398391,3.240164,repair,handoff,1,0,1,1.0
328,22,v21-ceremony-d22-t13,v21-scene-d22,tally beads,6.476542,5.028646,idle,handoff,1,1,1,1.0
329,22,v21-ceremony-d22-t14,v21-scene-d22,ink ledger,4.563601,5.221877,approach,prompt,1,0,1,1.0
330,23,v21-ceremony-d23-t00,v21-scene-d23,listening shell,3.660085,4.020044,handoff,handoff,1,0,1,1.0
331,23,v21-ceremony-d23-t01,v21-scene-d23,ember bowl,4.466133,2.823198,marked,prompt,1,0,1,1.0
332,23,v21-ceremony-d23-t02,v21-scene-d23,path cord,7.381505,3.231253,restored,prompt,1,0,1,1.0
333,23,v21-ceremony-d23-t03,v21-scene-d23,tally beads,6.505587,5.043983,repair,prompt,1,0,1,1.0
334,23,v21-ceremony-d23-t04,v21-scene-d23,ink ledger,4.637421,5.261038,idle,prompt,1,0,1,1.0
335,23,v21-ceremony-d23-t05,v21-scene-d23,sap hook,8.075735,5.781943,approach,prompt,1,0,1,1.0
336,23,v21-ceremony-d23-t06,v21-scene-d23,listening shell,3.819004,4.106121,prompt,handoff,1,0,1,1.0
337,23,v21-ceremony-d23-t07,v21-scene-d23,ember bowl,4.665502,2.9329,handoff,prompt,1,0,1,1.0
338,23,v21-ceremony-d23-t08,v21-scene-d23,path cord,7.613375,3.361539,marked,prompt,1,0,1,1.0
339,23,v21-ceremony-d23-t09,v21-scene-d23,tally beads,6.760715,5.191243,restored,prompt,1,0,1,1.0
340,23,v21-ceremony-d23-t10,v21-scene-d23,ink ledger,4.905634,5.421191,repair,prompt,1,0,1,1.0
341,23,v21-ceremony-d23-t11,v21-scene-d23,sap hook,8.346342,5.950551,idle,idle,0,0,1,0.705
342,23,v21-ceremony-d23-t12,v21-scene-d23,listening shell,4.081216,4.27851,approach,prompt,1,0,1,1.0
343,23,v21-ceremony-d23-t13,v21-scene-d23,ember bowl,4.908866,3.104293,prompt,prompt,0,0,1,0.75
344,23,v21-ceremony-d23-t14,v21-scene-d23,path cord,7.828188,3.527186,handoff,prompt,1,0,1,1.0
345,24,v21-ceremony-d24-t00,v21-scene-d24,ink ledger,5.038414,5.546554,restored,prompt,1,0,1,1.0
346,24,v21-ceremony-d24-t01,v21-scene-d24,sap hook,8.439134,6.061861,repair,handoff,1,0,1,1.0
347,24,v21-ceremony-d24-t02,v21-scene-d24,listening shell,4.130321,4.372682,idle,handoff,1,0,1,1.0
348,24,v21-ceremony-d24-t03,v21-scene-d24,ember bowl,4.912326,3.178717,approach,prompt,1,0,1,1.0
349,24,v21-ceremony-d24-t04,v21-scene-d24,path cord,7.785866,3.5798,prompt,restored,1,1,0,0.75
350,24,v21-ceremony-d24-t05,v21-scene-d24,tally beads,6.851997,5.375899,handoff,prompt,1,0,1,1.0
351,24,v21-ceremony-d24-t06,v21-scene-d24,ink ledger,4.912067,5.567124,marked,marked,1,0,1,1.0
352,24,v21-ceremony-d24-t07,v21-scene-d24,sap hook,8.26767,6.053717,restored,handoff,1,0,1,1.0
353,24,v21-ceremony-d24-t08,v21-scene-d24,listening shell,3.920575,4.33605,repair,prompt,1,0,1,1.0
354,24,v21-ceremony-d24-t09,v21-scene-d24,ember bowl,4.67266,3.114613,idle,prompt,1,0,1,1.0
355,24,v21-ceremony-d24-t10,v21-scene-d24,path cord,7.525835,3.489999,approach,restored,1,1,1,1.0
356,24,v21-ceremony-d24-t11,v21-scene-d24,tally beads,6.581966,5.262891,prompt,prompt,1,0,1,1.0
357,24,v21-ceremony-d24-t12,v21-scene-d24,ink ledger,4.642803,5.434041,handoff,prompt,1,0,1,1.0
358,24,v21-ceremony-d24-t13,v21-scene-d24,sap hook,8.009907,5.904246,marked,prompt,1,0,1,1.0
359,24,v21-ceremony-d24-t14,v21-scene-d24,listening shell,3.68459,4.174335,restored,restored,1,1,1,1.0
