tick_id,day,route_id,agent,source_decision_day,delay_days,reaction_due,trust_before,trust_delta,trust_after,posture_reaction,proximity_delta,delayed_reaction_visible,persists_after_reload
282,24,orchard_riverbend,Ivo,24,0,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
283,24,central_repair_ring,Pax,22,2,False,0.59,0.0,0.59,open forward lean,0.0,False,False
284,24,riverbend_roofward,Ari,24,0,False,0.652,0.0,0.652,listening tilt,0.0,False,False
285,24,roofward_archive,Nia,24,0,False,0.598,0.0,0.598,open forward lean,0.0,False,False
286,24,archive_signal,Nia,24,0,False,0.666,0.0,0.666,open forward lean,0.0,False,False
287,24,signal_orchard,Ivo,24,0,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
288,25,orchard_riverbend,Ivo,24,1,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
289,25,central_repair_ring,Pax,22,3,False,0.59,0.0,0.59,guarded crossed arms,0.0,False,False
290,25,riverbend_roofward,Ari,25,0,False,0.652,0.0,0.652,listening tilt,0.0,False,False
291,25,roofward_archive,Nia,25,0,False,0.598,0.0,0.598,open forward lean,0.0,False,False
292,25,archive_signal,Nia,24,1,False,0.666,0.0,0.666,guarded crossed arms,0.0,False,False
293,25,signal_orchard,Ivo,24,1,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
294,25,orchard_riverbend,Ivo,25,0,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
295,25,central_repair_ring,Pax,22,3,False,0.59,0.0,0.59,guarded crossed arms,0.0,False,False
296,25,riverbend_roofward,Ari,25,0,False,0.652,0.0,0.652,listening tilt,0.0,False,False
297,25,roofward_archive,Nia,25,0,False,0.598,0.0,0.598,guarded crossed arms,0.0,False,False
298,25,archive_signal,Nia,24,1,False,0.666,0.0,0.666,guarded crossed arms,0.0,False,False
299,25,signal_orchard,Ivo,24,1,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
300,26,orchard_riverbend,Ivo,25,1,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
301,26,central_repair_ring,Pax,26,0,False,0.59,0.0,0.59,relieved reset stance,0.0,False,False
302,26,riverbend_roofward,Ari,26,0,False,0.652,0.0,0.652,listening tilt,0.0,False,False
303,26,roofward_archive,Nia,26,0,False,0.598,0.0,0.598,open forward lean,0.0,False,False
304,26,archive_signal,Nia,24,2,False,0.666,0.0,0.666,relieved reset stance,0.0,False,False
305,26,signal_orchard,Ivo,24,2,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
306,26,orchard_riverbend,Ivo,26,0,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
307,26,central_repair_ring,Pax,26,0,False,0.59,0.0,0.59,relieved reset stance,0.0,False,False
308,26,riverbend_roofward,Ari,26,0,False,0.652,0.0,0.652,listening tilt,0.0,False,False
309,26,roofward_archive,Nia,26,0,False,0.598,0.0,0.598,open forward lean,0.0,False,False
310,26,archive_signal,Nia,24,2,False,0.666,0.0,0.666,relieved reset stance,0.0,False,False
311,26,signal_orchard,Ivo,26,0,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
312,27,orchard_riverbend,Ivo,26,1,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
313,27,central_repair_ring,Pax,26,1,False,0.59,0.0,0.59,careful pointing,0.0,False,False
314,27,riverbend_roofward,Ari,27,0,False,0.652,0.0,0.652,route-board reach,0.0,False,False
315,27,roofward_archive,Nia,27,0,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
316,27,archive_signal,Nia,24,3,False,0.666,0.0,0.666,careful pointing,0.0,False,False
317,27,signal_orchard,Ivo,26,1,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
318,27,orchard_riverbend,Ivo,27,0,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
319,27,central_repair_ring,Pax,26,1,False,0.59,0.0,0.59,careful pointing,0.0,False,False
320,27,riverbend_roofward,Ari,27,0,False,0.652,0.0,0.652,route-board reach,0.0,False,False
321,27,roofward_archive,Nia,27,0,False,0.598,0.0,0.598,careful pointing,0.0,False,False
322,27,archive_signal,Nia,24,3,False,0.666,0.0,0.666,careful pointing,0.0,False,False
323,27,signal_orchard,Ivo,27,0,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
324,28,orchard_riverbend,Ivo,27,1,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
325,28,central_repair_ring,Pax,26,2,False,0.59,0.0,0.59,listening tilt,0.0,False,False
326,28,riverbend_roofward,Ari,28,0,False,0.652,0.0,0.652,route-board reach,0.0,False,False
327,28,roofward_archive,Nia,28,0,False,0.598,0.0,0.598,careful pointing,0.0,False,False
328,28,archive_signal,Nia,24,4,False,0.666,0.0,0.666,listening tilt,0.0,False,False
329,28,signal_orchard,Ivo,27,1,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
330,28,orchard_riverbend,Ivo,28,0,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
331,28,central_repair_ring,Pax,26,2,False,0.59,0.0,0.59,listening tilt,0.0,False,False
332,28,riverbend_roofward,Ari,28,0,False,0.652,0.0,0.652,route-board reach,0.0,False,False
333,28,roofward_archive,Nia,28,0,False,0.598,0.0,0.598,listening tilt,0.0,False,False
334,28,archive_signal,Nia,24,4,False,0.666,0.0,0.666,listening tilt,0.0,False,False
335,28,signal_orchard,Ivo,27,1,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
336,29,orchard_riverbend,Ivo,28,1,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
337,29,central_repair_ring,Pax,26,3,False,0.59,0.0,0.59,route-board reach,0.0,False,False
338,29,riverbend_roofward,Ari,29,0,False,0.652,0.0,0.652,route-board reach,0.0,False,False
339,29,roofward_archive,Nia,29,0,False,0.598,0.0,0.598,listening tilt,0.0,False,False
340,29,archive_signal,Nia,24,5,False,0.666,0.0,0.666,route-board reach,0.0,False,False
341,29,signal_orchard,Ivo,27,2,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
342,29,orchard_riverbend,Ivo,28,1,False,0.598,0.0,0.598,relieved reset stance,0.0,False,False
343,29,central_repair_ring,Pax,26,3,False,0.59,0.0,0.59,route-board reach,0.0,False,False
344,29,riverbend_roofward,Ari,29,0,False,0.652,0.0,0.652,route-board reach,0.0,False,False
345,29,roofward_archive,Nia,29,0,False,0.598,0.0,0.598,route-board reach,0.0,False,False
346,29,archive_signal,Nia,24,5,False,0.666,0.0,0.666,route-board reach,0.0,False,False
347,29,signal_orchard,Ivo,27,2,False,0.684,0.0,0.684,relieved reset stance,0.0,False,False
348,30,central_repair_ring,Juno,26,4,False,0.58,0.0,0.58,route-board reach,0.0,False,False
349,30,riverbend_roofward,Fay,29,1,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
350,30,roofward_archive,Fay,30,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
351,30,archive_signal,Milo,30,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
352,30,signal_orchard,Milo,27,3,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
353,30,orchard_riverbend,Ari,28,2,False,0.58,0.0,0.58,route-board reach,0.0,False,False
354,30,central_repair_ring,Juno,30,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
355,30,riverbend_roofward,Fay,29,1,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
356,30,roofward_archive,Fay,30,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
357,30,archive_signal,Milo,30,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
358,30,signal_orchard,Milo,27,3,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
359,30,orchard_riverbend,Ari,30,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
360,31,central_repair_ring,Juno,30,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
361,31,riverbend_roofward,Fay,29,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
362,31,roofward_archive,Fay,31,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
363,31,archive_signal,Milo,31,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
364,31,signal_orchard,Milo,31,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
365,31,orchard_riverbend,Ari,30,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
366,31,central_repair_ring,Juno,31,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
367,31,riverbend_roofward,Fay,29,2,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
368,31,roofward_archive,Fay,31,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
369,31,archive_signal,Milo,31,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
370,31,signal_orchard,Milo,31,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
371,31,orchard_riverbend,Ari,31,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
372,32,central_repair_ring,Juno,31,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
373,32,riverbend_roofward,Fay,29,3,False,0.58,0.0,0.58,careful pointing,0.0,False,False
374,32,roofward_archive,Fay,32,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
375,32,archive_signal,Milo,32,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
376,32,signal_orchard,Milo,31,1,False,0.58,0.0,0.58,careful pointing,0.0,False,False
377,32,orchard_riverbend,Ari,31,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
378,32,central_repair_ring,Juno,32,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
379,32,riverbend_roofward,Fay,29,3,False,0.58,0.0,0.58,careful pointing,0.0,False,False
380,32,roofward_archive,Fay,32,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
381,32,archive_signal,Milo,32,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
382,32,signal_orchard,Milo,31,1,False,0.58,0.0,0.58,careful pointing,0.0,False,False
383,32,orchard_riverbend,Ari,32,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
384,33,central_repair_ring,Juno,32,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
385,33,riverbend_roofward,Fay,33,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
386,33,roofward_archive,Fay,33,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
387,33,archive_signal,Milo,33,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
388,33,signal_orchard,Milo,31,2,False,0.58,0.0,0.58,listening tilt,0.0,False,False
389,33,orchard_riverbend,Ari,32,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
390,33,central_repair_ring,Juno,33,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
391,33,riverbend_roofward,Fay,33,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
392,33,roofward_archive,Fay,33,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
393,33,archive_signal,Milo,33,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
394,33,signal_orchard,Milo,31,2,False,0.58,0.0,0.58,listening tilt,0.0,False,False
395,33,orchard_riverbend,Ari,32,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
396,34,central_repair_ring,Juno,33,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
397,34,riverbend_roofward,Fay,33,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
398,34,roofward_archive,Fay,34,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
399,34,archive_signal,Milo,34,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
400,34,signal_orchard,Milo,31,3,False,0.58,0.0,0.58,route-board reach,0.0,False,False
401,34,orchard_riverbend,Ari,32,2,False,0.58,0.0,0.58,route-board reach,0.0,False,False
402,34,central_repair_ring,Juno,34,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
403,34,riverbend_roofward,Fay,33,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
404,34,roofward_archive,Fay,34,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
405,34,archive_signal,Milo,34,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
406,34,signal_orchard,Milo,31,3,False,0.58,0.0,0.58,route-board reach,0.0,False,False
407,34,orchard_riverbend,Ari,32,2,False,0.58,0.0,0.58,route-board reach,0.0,False,False
408,35,central_repair_ring,Juno,34,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
409,35,riverbend_roofward,Fay,33,2,False,0.58,0.0,0.58,open forward lean,0.0,False,False
410,35,roofward_archive,Fay,35,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
411,35,archive_signal,Milo,35,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
412,35,signal_orchard,Milo,31,4,False,0.58,0.0,0.58,open forward lean,0.0,False,False
413,35,orchard_riverbend,Ari,32,3,False,0.58,0.0,0.58,route-board reach,0.0,False,False
414,35,central_repair_ring,Juno,35,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
415,35,riverbend_roofward,Fay,33,2,False,0.58,0.0,0.58,open forward lean,0.0,False,False
416,35,roofward_archive,Fay,35,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
417,35,archive_signal,Milo,35,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
418,35,signal_orchard,Milo,31,4,False,0.58,0.0,0.58,open forward lean,0.0,False,False
419,35,orchard_riverbend,Ari,32,3,False,0.58,0.0,0.58,route-board reach,0.0,False,False
420,36,riverbend_roofward,Ari,36,3,True,0.652,0.018,0.67,open forward lean,-0.055,True,True
421,36,roofward_archive,Nia,36,1,True,0.598,0.01,0.608,guarded crossed arms,0.07,True,True
422,36,archive_signal,Nia,36,0,True,0.666,0.018,0.684,open forward lean,-0.055,True,True
423,36,signal_orchard,Ivo,36,0,True,0.684,0.01,0.694,guarded crossed arms,0.07,True,True
424,36,orchard_riverbend,Ivo,36,4,True,0.598,0.01,0.608,guarded crossed arms,0.07,True,True
425,36,central_repair_ring,Pax,36,1,True,0.59,0.018,0.608,open forward lean,-0.055,True,True
426,36,riverbend_roofward,Ari,36,0,True,0.67,0.018,0.688,open forward lean,-0.055,True,True
427,36,roofward_archive,Nia,36,0,True,0.608,0.018,0.626,open forward lean,-0.055,True,True
428,36,archive_signal,Nia,36,0,True,0.684,0.01,0.694,guarded crossed arms,0.07,True,True
429,36,signal_orchard,Ivo,36,0,True,0.694,0.018,0.712,open forward lean,-0.055,False,False
430,36,orchard_riverbend,Ivo,36,0,True,0.608,0.01,0.618,guarded crossed arms,0.07,True,True
431,36,central_repair_ring,Pax,36,0,True,0.608,0.01,0.618,guarded crossed arms,0.07,True,True
432,37,riverbend_roofward,Ari,37,1,True,0.688,0.018,0.706,open forward lean,-0.055,True,True
433,37,roofward_archive,Nia,37,1,True,0.626,0.018,0.644,open forward lean,-0.055,True,True
434,37,archive_signal,Nia,37,0,True,0.694,0.018,0.712,open forward lean,-0.055,True,True
435,37,signal_orchard,Ivo,37,0,True,0.712,0.01,0.722,guarded crossed arms,0.07,True,True
436,37,orchard_riverbend,Ivo,37,1,True,0.618,0.01,0.628,guarded crossed arms,0.07,True,True
437,37,central_repair_ring,Pax,37,1,True,0.618,0.01,0.628,guarded crossed arms,0.07,True,True
438,37,riverbend_roofward,Ari,37,0,True,0.706,0.018,0.724,open forward lean,-0.055,True,True
439,37,roofward_archive,Nia,37,0,True,0.644,0.018,0.662,open forward lean,-0.055,True,True
440,37,archive_signal,Nia,37,0,True,0.712,0.01,0.722,guarded crossed arms,0.07,True,True
441,37,signal_orchard,Ivo,37,0,True,0.722,0.018,0.74,open forward lean,-0.055,True,True
442,37,orchard_riverbend,Ivo,37,0,False,0.628,0.0,0.628,careful pointing,0.0,False,False
443,37,central_repair_ring,Pax,37,0,True,0.628,0.01,0.638,guarded crossed arms,0.07,True,True
444,38,riverbend_roofward,Ari,38,1,True,0.724,0.018,0.742,open forward lean,-0.055,True,True
445,38,roofward_archive,Nia,37,1,False,0.662,0.0,0.662,listening tilt,0.0,False,False
446,38,archive_signal,Nia,38,0,True,0.722,0.018,0.74,open forward lean,-0.055,True,True
447,38,signal_orchard,Ivo,38,0,True,0.74,0.01,0.75,guarded crossed arms,0.07,True,True
448,38,orchard_riverbend,Ivo,38,0,False,0.628,0.0,0.628,listening tilt,0.0,False,False
449,38,central_repair_ring,Pax,38,1,True,0.638,0.01,0.648,guarded crossed arms,0.07,True,True
450,38,riverbend_roofward,Ari,38,0,False,0.742,0.0,0.742,open forward lean,0.0,False,False
451,38,roofward_archive,Nia,37,1,False,0.662,0.0,0.662,listening tilt,0.0,False,False
452,38,archive_signal,Nia,38,0,True,0.74,0.01,0.75,guarded crossed arms,0.07,True,True
453,38,signal_orchard,Ivo,38,0,True,0.75,0.018,0.768,open forward lean,-0.055,True,True
454,38,orchard_riverbend,Ivo,38,0,True,0.628,0.018,0.646,open forward lean,-0.055,True,True
455,38,central_repair_ring,Pax,38,0,False,0.648,0.0,0.648,guarded crossed arms,0.0,False,False
456,39,riverbend_roofward,Ari,39,1,True,0.742,0.018,0.76,open forward lean,-0.055,True,True
457,39,roofward_archive,Nia,37,2,False,0.662,0.0,0.662,route-board reach,0.0,False,False
458,39,archive_signal,Nia,39,0,True,0.75,0.018,0.768,open forward lean,-0.055,True,True
459,39,signal_orchard,Ivo,39,0,True,0.768,0.01,0.778,guarded crossed arms,0.07,True,True
460,39,orchard_riverbend,Ivo,38,1,False,0.646,0.0,0.646,route-board reach,0.0,False,False
461,39,central_repair_ring,Pax,38,1,False,0.648,0.0,0.648,guarded crossed arms,0.0,False,False
462,39,riverbend_roofward,Ari,39,0,False,0.76,0.0,0.76,open forward lean,0.0,False,False
463,39,roofward_archive,Nia,37,2,False,0.662,0.0,0.662,route-board reach,0.0,False,False
464,39,archive_signal,Nia,39,0,True,0.768,0.01,0.778,guarded crossed arms,0.07,True,True
465,39,signal_orchard,Ivo,39,0,True,0.778,0.018,0.796,open forward lean,-0.055,True,True
466,39,orchard_riverbend,Ivo,38,1,False,0.646,0.0,0.646,route-board reach,0.0,False,False
467,39,central_repair_ring,Pax,38,1,False,0.648,0.0,0.648,guarded crossed arms,0.0,False,False
468,40,riverbend_roofward,Ari,40,1,True,0.76,0.018,0.778,open forward lean,-0.055,False,False
469,40,roofward_archive,Nia,37,3,False,0.662,0.0,0.662,open forward lean,0.0,False,False
470,40,archive_signal,Nia,40,0,True,0.778,0.018,0.796,open forward lean,-0.055,True,True
471,40,signal_orchard,Ivo,40,0,True,0.796,0.01,0.806,guarded crossed arms,0.07,True,True
472,40,orchard_riverbend,Ivo,38,2,False,0.646,0.0,0.646,open forward lean,0.0,False,False
473,40,central_repair_ring,Pax,38,2,False,0.648,0.0,0.648,relieved reset stance,0.0,False,False
474,40,riverbend_roofward,Ari,40,0,False,0.778,0.0,0.778,open forward lean,0.0,False,False
475,40,roofward_archive,Nia,37,3,False,0.662,0.0,0.662,open forward lean,0.0,False,False
476,40,archive_signal,Nia,40,0,True,0.796,0.01,0.806,guarded crossed arms,0.07,True,True
477,40,signal_orchard,Ivo,40,0,True,0.806,0.018,0.824,open forward lean,-0.055,True,True
478,40,orchard_riverbend,Ivo,38,2,False,0.646,0.0,0.646,open forward lean,0.0,False,False
479,40,central_repair_ring,Pax,38,2,False,0.648,0.0,0.648,relieved reset stance,0.0,False,False
480,41,riverbend_roofward,Ari,41,1,True,0.778,0.018,0.796,open forward lean,-0.055,True,True
481,41,roofward_archive,Nia,37,4,False,0.662,0.0,0.662,guarded crossed arms,0.0,False,False
482,41,archive_signal,Nia,41,0,True,0.806,0.018,0.824,open forward lean,-0.055,True,True
483,41,signal_orchard,Ivo,41,1,True,0.824,0.018,0.842,open forward lean,-0.055,True,True
484,41,orchard_riverbend,Ivo,38,3,False,0.646,0.0,0.646,guarded crossed arms,0.0,False,False
485,41,central_repair_ring,Pax,38,3,False,0.648,0.0,0.648,relieved reset stance,0.0,False,False
486,41,riverbend_roofward,Ari,41,0,False,0.796,0.0,0.796,open forward lean,0.0,False,False
487,41,roofward_archive,Nia,37,4,False,0.662,0.0,0.662,guarded crossed arms,0.0,False,False
488,41,archive_signal,Nia,41,0,True,0.824,0.01,0.834,guarded crossed arms,0.07,True,True
489,41,signal_orchard,Ivo,41,0,True,0.842,0.018,0.86,open forward lean,-0.055,True,True
490,41,orchard_riverbend,Ivo,38,3,False,0.646,0.0,0.646,guarded crossed arms,0.0,False,False
491,41,central_repair_ring,Pax,38,3,False,0.648,0.0,0.648,relieved reset stance,0.0,False,False
492,42,roofward_archive,Fay,37,5,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
493,42,archive_signal,Milo,41,1,False,0.58,0.0,0.58,careful pointing,0.0,False,False
494,42,signal_orchard,Milo,41,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
495,42,orchard_riverbend,Ari,42,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
496,42,central_repair_ring,Juno,38,4,False,0.58,0.0,0.58,careful pointing,0.0,False,False
497,42,riverbend_roofward,Fay,41,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
498,42,roofward_archive,Fay,42,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
499,42,archive_signal,Milo,41,1,False,0.58,0.0,0.58,careful pointing,0.0,False,False
500,42,signal_orchard,Milo,42,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
501,42,orchard_riverbend,Ari,42,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
502,42,central_repair_ring,Juno,38,4,False,0.58,0.0,0.58,careful pointing,0.0,False,False
503,42,riverbend_roofward,Fay,42,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
504,43,roofward_archive,Fay,42,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
505,43,archive_signal,Milo,41,2,False,0.58,0.0,0.58,listening tilt,0.0,False,False
506,43,signal_orchard,Milo,43,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
507,43,orchard_riverbend,Ari,43,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
508,43,central_repair_ring,Juno,38,5,False,0.58,0.0,0.58,listening tilt,0.0,False,False
509,43,riverbend_roofward,Fay,42,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
510,43,roofward_archive,Fay,43,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
511,43,archive_signal,Milo,43,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
512,43,signal_orchard,Milo,43,0,False,0.58,0.0,0.58,listening tilt,0.0,False,False
513,43,orchard_riverbend,Ari,43,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
514,43,central_repair_ring,Juno,38,5,False,0.58,0.0,0.58,listening tilt,0.0,False,False
515,43,riverbend_roofward,Fay,42,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
516,44,roofward_archive,Fay,43,1,False,0.58,0.0,0.58,careful pointing,0.0,False,False
517,44,archive_signal,Milo,43,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
518,44,signal_orchard,Milo,44,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
519,44,orchard_riverbend,Ari,43,1,False,0.58,0.0,0.58,open forward lean,0.0,False,False
520,44,central_repair_ring,Juno,38,6,False,0.58,0.0,0.58,route-board reach,0.0,False,False
521,44,riverbend_roofward,Fay,42,2,False,0.58,0.0,0.58,careful pointing,0.0,False,False
522,44,roofward_archive,Fay,44,0,False,0.58,0.0,0.58,careful pointing,0.0,False,False
523,44,archive_signal,Milo,43,1,False,0.58,0.0,0.58,route-board reach,0.0,False,False
524,44,signal_orchard,Milo,44,0,False,0.58,0.0,0.58,route-board reach,0.0,False,False
525,44,orchard_riverbend,Ari,44,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
526,44,central_repair_ring,Juno,38,6,False,0.58,0.0,0.58,route-board reach,0.0,False,False
527,44,riverbend_roofward,Fay,42,2,False,0.58,0.0,0.58,careful pointing,0.0,False,False
528,45,roofward_archive,Fay,44,1,False,0.58,0.0,0.58,careful pointing,0.0,False,False
529,45,archive_signal,Milo,43,2,False,0.58,0.0,0.58,open forward lean,0.0,False,False
530,45,signal_orchard,Milo,45,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
531,45,orchard_riverbend,Ari,45,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
532,45,central_repair_ring,Juno,38,7,False,0.58,0.0,0.58,open forward lean,0.0,False,False
533,45,riverbend_roofward,Fay,42,3,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
534,45,roofward_archive,Fay,45,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
535,45,archive_signal,Milo,43,2,False,0.58,0.0,0.58,open forward lean,0.0,False,False
536,45,signal_orchard,Milo,45,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
537,45,orchard_riverbend,Ari,45,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
538,45,central_repair_ring,Juno,38,7,False,0.58,0.0,0.58,open forward lean,0.0,False,False
539,45,riverbend_roofward,Fay,45,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
540,46,roofward_archive,Fay,45,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
541,46,archive_signal,Milo,43,3,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
542,46,signal_orchard,Milo,46,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
543,46,orchard_riverbend,Ari,46,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
544,46,central_repair_ring,Juno,38,8,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
545,46,riverbend_roofward,Fay,45,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
546,46,roofward_archive,Fay,46,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
547,46,archive_signal,Milo,43,3,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
548,46,signal_orchard,Milo,46,0,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
549,46,orchard_riverbend,Ari,46,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
550,46,central_repair_ring,Juno,38,8,False,0.58,0.0,0.58,guarded crossed arms,0.0,False,False
551,46,riverbend_roofward,Fay,46,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
552,47,roofward_archive,Fay,46,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
553,47,archive_signal,Milo,43,4,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
554,47,signal_orchard,Milo,47,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
555,47,orchard_riverbend,Ari,47,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
556,47,central_repair_ring,Juno,38,9,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
557,47,riverbend_roofward,Fay,46,1,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
558,47,roofward_archive,Fay,47,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
559,47,archive_signal,Milo,43,4,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
560,47,signal_orchard,Milo,47,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
561,47,orchard_riverbend,Ari,47,0,False,0.58,0.0,0.58,open forward lean,0.0,False,False
562,47,central_repair_ring,Juno,38,9,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
563,47,riverbend_roofward,Fay,47,0,False,0.58,0.0,0.58,relieved reset stance,0.0,False,False
564,48,archive_signal,Nia,43,5,False,0.834,0.0,0.834,guarded crossed arms,0.0,False,False
565,48,signal_orchard,Ivo,47,1,False,0.86,0.0,0.86,listening tilt,0.0,False,False
