tick_index,agent,circadian_phase,wake_pressure,sleep_debt,sleep_quality,rest_recovery,dream_memory_sorting,fatigue_next_tick,rhythm_vibration_hz,flower_phase_deg,sleep_state
243,Milo,0.53035,0.547749,0.15865,0.224552,0.08,0.153683,0.245816,2.538446,191.176652,steady_wakefulness
244,Sol,0.694723,0.670252,0.184737,0.468127,0.08,0.190219,0.228985,2.131674,315.924416,awake_active
245,Ari,0.202729,0.344664,0.146687,0.467093,0.08,0.190064,0.204696,2.177436,96.62218,steady_wakefulness
246,Fay,0.277682,0.387735,0.069008,0.36,0.26,0.174,0.158745,2.322901,238.769944,steady_wakefulness
247,Milo,0.168559,0.3323,0.221783,0.316337,0.08,0.167451,0.294362,2.522362,21.207708,steady_wakefulness
248,Sol,0.31205,0.431438,0.206561,0.46788,0.08,0.190182,0.243586,2.114153,145.955472,steady_wakefulness
249,Ari,0.005518,0.0,0.0,0.896225,0.761886,0.254434,0.052674,2.017045,286.653236,deep_recovery_sleep
250,Fay,0.026116,0.0,0.0,0.775921,0.514516,0.236388,0.068516,2.232522,68.801,deep_recovery_sleep
251,Milo,0.000922,0.0,0.054615,0.79,0.5224,0.8185,0.093346,2.412286,211.238764,deep_recovery_sleep
252,Sol,0.039475,0.0,0.073789,0.699293,0.471604,0.224894,0.178264,1.992669,335.986528,deep_recovery_sleep
253,Ari,0.097968,0.0,0.0,0.696318,0.469938,0.224448,0.131933,2.114091,116.684292,deep_recovery_sleep
254,Fay,0.052144,0.0,0.0,0.655739,0.627214,0.218361,0.084261,2.256612,258.832056,deep_recovery_sleep
255,Milo,0.125638,0.0,0.0,0.89568,0.581581,0.254352,0.053108,2.445196,41.26982,deep_recovery_sleep
256,Sol,0.03667,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.025596,166.017584,deep_recovery_sleep
257,Ari,0.425923,0.452591,0.06373,0.313351,0.08,0.167003,0.192425,2.323772,329.715348,steady_wakefulness
258,Fay,0.34052,0.397933,0.022558,0.464209,0.08,0.189631,0.125068,2.479806,111.863112,steady_wakefulness
259,Milo,0.46965,0.480576,0.022081,0.346596,0.08,0.171989,0.138452,2.675006,254.300876,steady_wakefulness
260,Sol,0.305277,0.375377,0.0194,0.36,0.08,0.174,0.126004,2.217731,19.04864,steady_wakefulness
261,Ari,0.797271,0.708098,0.08313,0.36,0.08,0.174,0.168066,2.405557,159.746404,awake_active
262,Fay,0.722318,0.6486,0.060576,0.266912,0.08,0.160037,0.227341,2.555782,301.894168,awake_active
263,Milo,0.831441,0.718305,0.079594,0.224433,0.08,0.153665,0.193734,2.743066,84.331932,awake_active
264,Sol,0.68795,0.62572,0.04176,0.465201,0.08,0.18978,0.136951,2.283251,209.079696,awake_active
265,Ari,0.994482,0.839745,0.105643,0.464432,0.08,0.189665,0.179728,2.439485,349.77746,awake_active
266,Fay,0.973884,0.820247,0.079976,0.36,0.08,0.174,0.165984,2.592953,131.925224,awake_active
267,Milo,0.999078,0.841696,0.143244,0.313752,0.08,0.167063,0.244585,2.764074,274.362988,awake_active
268,Sol,0.960525,0.806429,0.063857,0.466514,0.08,0.189977,0.15049,2.311417,39.110752,awake_active
269,Ari,0.902032,0.786881,0.128353,0.463453,0.08,0.189518,0.195495,2.410995,179.808516,awake_active
270,Fay,0.947856,0.809021,0.102108,0.346341,0.08,0.171951,0.191473,2.568616,321.95628,awake_active
271,Milo,0.874362,0.7797,0.162644,0.36,0.08,0.174,0.220545,2.723902,104.394044,awake_active
272,Sol,0.96333,0.814411,0.101218,0.270194,0.08,0.160529,0.251549,2.282388,229.141808,awake_active
273,Ari,0.574077,0.583348,0.166589,0.265818,0.08,0.159873,0.29818,2.331661,9.839572,steady_wakefulness
274,Fay,0.65948,0.630657,0.101853,0.225271,0.26,0.153791,0.207757,2.459187,151.987336,awake_active
275,Milo,0.53035,0.564964,0.185258,0.463928,0.08,0.189589,0.232675,2.636228,294.4251,steady_wakefulness
276,Sol,0.694723,0.652964,0.063018,0.36,0.26,0.174,0.154792,2.172026,59.172864,awake_active
277,Ari,0.202729,0.356391,0.128389,0.36,0.26,0.174,0.197937,2.205537,199.870628,steady_wakefulness
278,Fay,0.277682,0.386236,0.107516,0.315687,0.26,0.167353,0.219464,2.360955,342.018392,steady_wakefulness
279,Milo,0.168559,0.33975,0.207397,0.466305,0.08,0.189946,0.245392,2.542249,124.456156,steady_wakefulness
280,Sol,0.31205,0.397357,0.084983,0.347176,0.08,0.172076,0.179506,2.104482,249.20392,steady_wakefulness
281,Ari,0.005518,0.0,0.0,0.775071,0.51404,0.236261,0.069194,2.039097,29.901684,deep_recovery_sleep
282,Fay,0.026116,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.188508,172.049448,deep_recovery_sleep
283,Milo,0.000922,0.0,0.074101,0.700675,0.472378,0.225101,0.177369,2.359324,314.487212,deep_recovery_sleep
284,Sol,0.039475,0.0,0.0,0.657514,0.628208,0.218627,0.082848,1.884111,79.234976,deep_recovery_sleep
285,Ari,0.097968,0.0,0.0,0.658144,0.628561,0.218722,0.082345,1.98802,219.93274,deep_recovery_sleep
286,Fay,0.052144,0.0,0.0,0.895176,0.581298,0.254276,0.05351,2.15173,2.080504,deep_recovery_sleep
287,Milo,0.125638,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.32884,144.518268,deep_recovery_sleep
288,Sol,0.03667,0.0,0.0,0.743002,0.496081,0.23145,0.094742,1.891445,269.266032,deep_recovery_sleep
289,Ari,0.425923,0.452591,0.022126,0.46637,0.08,0.189956,0.123061,2.17517,72.963796,steady_wakefulness
290,Fay,0.34052,0.397933,0.022636,0.343821,0.08,0.171573,0.141029,2.323811,215.11156,steady_wakefulness
291,Milo,0.46965,0.480576,0.0194,0.36,0.08,0.174,0.126004,2.514051,357.549324,steady_wakefulness
292,Sol,0.305277,0.375377,0.037985,0.267075,0.08,0.160061,0.2123,2.054329,122.297088,steady_wakefulness
293,Ari,0.797271,0.696449,0.059542,0.269919,0.08,0.160488,0.224263,2.239694,262.994852,awake_active
294,Fay,0.722318,0.648621,0.079872,0.225821,0.08,0.153873,0.192811,2.395136,45.142616,awake_active
295,Milo,0.831441,0.717554,0.04121,0.467948,0.08,0.190192,0.1344,2.587407,187.58038,awake_active
296,Sol,0.68795,0.630924,0.057385,0.36,0.08,0.174,0.151074,2.136485,312.328144,awake_active
297,Ari,0.994482,0.83314,0.078942,0.36,0.08,0.174,0.165302,2.300013,93.025908,awake_active
298,Fay,0.973884,0.82565,0.142853,0.317095,0.08,0.167564,0.241664,2.468168,235.173672,awake_active
299,Milo,0.999078,0.830949,0.063301,0.466548,0.08,0.189982,0.150095,2.649747,17.611436,awake_active
300,Sol,0.960525,0.810804,0.079721,0.345322,0.08,0.171798,0.177509,2.216175,142.3592,awake_active
301,Ari,0.902032,0.779404,0.101543,0.343995,0.08,0.171599,0.192969,2.330405,283.056964,awake_active
302,Fay,0.947856,0.826627,0.162253,0.36,0.08,0.174,0.220287,2.512036,65.204728,awake_active
303,Milo,0.874362,0.757316,0.101117,0.267917,0.08,0.160188,0.253297,2.677958,207.642492,awake_active
304,Sol,0.96333,0.818853,0.136663,0.227287,0.08,0.154093,0.229126,2.262421,332.390256,awake_active
305,Ari,0.574077,0.575842,0.158641,0.226512,0.08,0.153977,0.244249,2.329467,113.08802,steady_wakefulness
306,Fay,0.65948,0.647498,0.126902,0.465755,0.26,0.189863,0.192704,2.482759,255.235784,awake_active
307,Milo,0.53035,0.547737,0.062917,0.36,0.26,0.174,0.154726,2.640005,37.673548,steady_wakefulness
308,Sol,0.694723,0.662888,0.199633,0.317153,0.08,0.167573,0.279093,2.266053,162.421312,awake_active
309,Ari,0.202729,0.354166,0.222307,0.313671,0.08,0.167051,0.296831,2.31544,303.119076,steady_wakefulness
310,Fay,0.277682,0.393249,0.091518,0.465921,0.26,0.189888,0.169218,2.457823,85.26684,steady_wakefulness
311,Milo,0.168559,0.305495,0.084681,0.348182,0.08,0.172227,0.178505,2.645882,227.704604,steady_wakefulness
312,Sol,0.31205,0.435609,0.161433,0.36,0.26,0.174,0.219746,2.205776,352.452368,steady_wakefulness
313,Ari,0.005518,0.0,0.055139,0.79,0.5224,0.8185,0.093691,2.175025,133.150132,deep_recovery_sleep
314,Fay,0.026116,0.0,0.0,0.695785,0.46964,0.224368,0.132358,2.345447,275.297896,deep_recovery_sleep
315,Milo,0.000922,0.0,0.0,0.654214,0.62636,0.218132,0.085476,2.486759,57.73566,deep_recovery_sleep
316,Sol,0.039475,0.0,0.0,0.894219,0.580762,0.254133,0.054272,2.053091,182.483424,deep_recovery_sleep
317,Ari,0.097968,0.0,0.0,0.894044,0.580665,0.254107,0.054412,2.159866,323.181188,deep_recovery_sleep
318,Fay,0.052144,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.325794,105.328952,deep_recovery_sleep
319,Milo,0.125638,0.0,0.0,0.746794,0.498204,0.232019,0.091721,2.494344,247.766716,deep_recovery_sleep
320,Sol,0.03667,0.0,0.0,0.896768,0.76219,0.254515,0.052242,1.999866,12.51448,deep_recovery_sleep
321,Ari,0.425923,0.452591,0.022592,0.344038,0.08,0.171606,0.140827,2.324223,176.212244,steady_wakefulness
322,Fay,0.34052,0.397933,0.0194,0.36,0.08,0.174,0.126004,2.46327,318.360008,steady_wakefulness
323,Milo,0.46965,0.480576,0.037313,0.270434,0.08,0.160565,0.209181,2.641741,100.797772,steady_wakefulness
324,Sol,0.305277,0.375377,0.057291,0.225543,0.08,0.153831,0.17813,2.168257,225.545536,steady_wakefulness
325,Ari,0.797271,0.696579,0.080231,0.223807,0.08,0.153571,0.194653,2.338111,6.2433,awake_active
326,Fay,0.722318,0.647715,0.04126,0.467698,0.08,0.190155,0.134632,2.47625,148.391064,awake_active
327,Milo,0.831441,0.72257,0.056713,0.36,0.08,0.174,0.150631,2.651479,290.828828,awake_active
328,Sol,0.68795,0.63633,0.120438,0.316268,0.08,0.16744,0.227528,2.181317,55.576592,awake_active
329,Ari,0.994482,0.838933,0.143918,0.313566,0.08,0.167035,0.245178,2.324922,196.274356,awake_active
330,Fay,0.973884,0.814839,0.063761,0.464498,0.08,0.189675,0.152032,2.469048,338.42212,awake_active
331,Milo,0.999078,0.83529,0.079119,0.344971,0.08,0.171746,0.177391,2.633533,120.859884,awake_active
332,Sol,0.960525,0.828458,0.139838,0.36,0.08,0.174,0.205493,2.18273,245.607648,awake_active
333,Ari,0.902032,0.797598,0.163318,0.36,0.08,0.174,0.22099,2.277502,26.305412,awake_active
334,Fay,0.947856,0.804481,0.101147,0.270069,0.08,0.16051,0.251602,2.431569,168.453176,awake_active
335,Milo,0.874362,0.761745,0.136369,0.225749,0.08,0.153862,0.230157,2.585829,310.89094,awake_active
336,Sol,0.96333,0.835686,0.161734,0.467516,0.08,0.190127,0.21429,2.156964,75.638704,awake_active
337,Ari,0.574077,0.593138,0.18576,0.464788,0.08,0.189718,0.232321,2.209759,216.336468,steady_wakefulness
338,Fay,0.65948,0.630388,0.062947,0.36,0.26,0.174,0.154745,2.343057,358.484232,awake_active
339,Milo,0.53035,0.557607,0.19935,0.317095,0.08,0.167564,0.278952,2.528334,140.921996,steady_wakefulness
340,Sol,0.694723,0.669908,0.183897,0.466185,0.08,0.189928,0.229978,2.113332,265.66976,awake_active
341,Ari,0.202729,0.361759,0.208199,0.464805,0.08,0.189721,0.247117,2.15723,46.367524,steady_wakefulness
342,Fay,0.277682,0.375342,0.027908,0.344196,0.26,0.171629,0.14421,2.290882,188.515288,steady_wakefulness
343,Milo,0.168559,0.343696,0.16115,0.36,0.26,0.174,0.219559,2.458309,330.953052,steady_wakefulness
344,Sol,0.31205,0.431203,0.22132,0.269887,0.08,0.160483,0.331061,2.075605,95.700816,steady_wakefulness
345,Ari,0.005518,0.0,0.076048,0.697657,0.470688,0.224649,0.181058,2.027229,236.39858,deep_recovery_sleep
346,Fay,0.026116,0.0,0.0,0.653698,0.626071,0.218055,0.085887,2.167135,18.546344,deep_recovery_sleep
347,Milo,0.000922,0.0,0.0,0.894964,0.58118,0.254245,0.053679,2.354029,160.984108,deep_recovery_sleep
348,Sol,0.039475,0.0,0.054152,0.79,0.5224,0.8185,0.09304,1.934225,285.731872,deep_recovery_sleep
349,Ari,0.097968,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.054491,66.429636,deep_recovery_sleep
350,Fay,0.052144,0.0,0.0,0.742889,0.496018,0.231433,0.094832,2.229998,208.5774,deep_recovery_sleep
351,Milo,0.125638,0.0,0.0,0.897204,0.762434,0.254581,0.051894,2.363124,351.015164,deep_recovery_sleep
352,Sol,0.03667,0.0,0.0,0.776049,0.514587,0.236407,0.068415,1.978967,115.762928,deep_recovery_sleep
353,Ari,0.425923,0.452591,0.0194,0.36,0.08,0.174,0.126004,2.27797,279.460692,steady_wakefulness
354,Fay,0.34052,0.397933,0.037958,0.26721,0.08,0.160081,0.212175,2.436952,61.608456,steady_wakefulness
355,Milo,0.46965,0.480576,0.056838,0.227808,0.08,0.154171,0.176027,2.635769,204.04622,steady_wakefulness
356,Sol,0.305277,0.375377,0.022812,0.462941,0.08,0.189441,0.126246,2.182723,328.793984,steady_wakefulness
357,Ari,0.797271,0.695685,0.041667,0.465666,0.08,0.18985,0.136519,2.372593,109.491748,awake_active
358,Fay,0.722318,0.652912,0.057358,0.36,0.08,0.174,0.151056,2.531744,251.639512,awake_active
359,Milo,0.831441,0.728037,0.120676,0.312812,0.08,0.166922,0.23044,2.725857,34.077276,awake_active
360,Sol,0.68795,0.626676,0.044751,0.467304,0.08,0.190096,0.13725,2.27005,158.82504,awake_active
361,Ari,0.994482,0.828135,0.064124,0.464714,0.08,0.189707,0.1521,2.429668,299.522804,awake_active
362,Fay,0.973884,0.819346,0.079481,0.346385,0.08,0.171958,0.176504,2.591754,81.670568,awake_active
363,Milo,0.999078,0.853199,0.140076,0.36,0.08,0.174,0.20565,2.77188,224.108332,awake_active
364,Sol,0.960525,0.807266,0.08298,0.265857,0.08,0.159879,0.242967,2.323072,348.856096,awake_active
365,Ari,0.902032,0.775255,0.101347,0.270883,0.08,0.160633,0.251085,2.425924,129.55386,awake_active
366,Fay,0.947856,0.808882,0.136968,0.224566,0.08,0.153685,0.231495,2.591815,271.701624,awake_active
367,Milo,0.874362,0.778813,0.162333,0.465715,0.08,0.189857,0.21612,2.752316,54.139388,awake_active
368,Sol,0.96333,0.819765,0.10238,0.36,0.08,0.174,0.180771,2.317109,178.887152,awake_active
369,Ari,0.574077,0.575787,0.063147,0.36,0.26,0.174,0.154877,2.335551,319.584916,steady_wakefulness
370,Fay,0.65948,0.640418,0.142431,0.316682,0.26,0.167502,0.241714,2.503107,101.73268,awake_active
371,Milo,0.53035,0.564877,0.18486,0.464365,0.08,0.189655,0.232064,2.681147,244.170444,steady_wakefulness
372,Sol,0.694723,0.653289,0.124376,0.347019,0.08,0.172053,0.20563,2.251901,8.918208,awake_active
373,Ari,0.202729,0.327428,0.085532,0.345075,0.08,0.171761,0.181541,2.280695,149.615972,steady_wakefulness
374,Fay,0.277682,0.397598,0.104231,0.36,0.26,0.174,0.181993,2.413543,291.763736,steady_wakefulness
375,Milo,0.168559,0.339639,0.222952,0.26654,0.08,0.159981,0.334805,2.59249,74.2015,steady_wakefulness
376,Sol,0.31205,0.414537,0.181141,0.228175,0.08,0.154226,0.257773,2.15792,198.949264,steady_wakefulness
377,Ari,0.005518,0.0,0.0,0.657765,0.628349,0.218665,0.082647,2.066797,339.647028,deep_recovery_sleep
378,Fay,0.026116,0.0,0.0,0.896084,0.581807,0.254413,0.052787,2.223955,121.794792,deep_recovery_sleep
379,Milo,0.000922,0.0,0.055784,0.79,0.5224,0.8185,0.094118,2.393605,264.232556,deep_recovery_sleep
380,Sol,0.039475,0.0,0.066621,0.743458,0.496337,0.231519,0.138348,1.947602,28.98032,deep_recovery_sleep
381,Ari,0.097968,0.0,0.0,0.743748,0.496499,0.231562,0.094147,2.047394,169.678084,deep_recovery_sleep
382,Fay,0.052144,0.0,0.0,0.896209,0.761877,0.254431,0.052687,2.150122,311.825848,deep_recovery_sleep
383,Milo,0.125638,0.0,0.0,0.775791,0.514443,0.236369,0.06862,2.35598,94.263612,deep_recovery_sleep
384,Sol,0.03667,0.0,0.0,0.79,0.5224,0.8185,0.0573,1.906825,219.011376,deep_recovery_sleep
385,Ari,0.425923,0.452591,0.038275,0.265624,0.08,0.159844,0.213648,2.189384,22.70914,steady_wakefulness
386,Fay,0.34052,0.397933,0.057563,0.224183,0.08,0.153627,0.179393,2.331898,164.856904,steady_wakefulness
387,Milo,0.46965,0.480576,0.022761,0.463197,0.08,0.189479,0.126009,2.515887,307.294668,steady_wakefulness
388,Sol,0.305277,0.375377,0.0194,0.36,0.08,0.174,0.126004,2.049883,72.042432,steady_wakefulness
389,Ari,0.797271,0.700971,0.057675,0.36,0.08,0.174,0.151266,2.230032,212.740196,awake_active
390,Fay,0.722318,0.658401,0.121138,0.314127,0.08,0.167119,0.229697,2.380586,354.88796,awake_active
391,Milo,0.831441,0.718495,0.044721,0.467197,0.08,0.19008,0.137316,2.565128,137.325724,awake_active
392,Sol,0.68795,0.62572,0.042147,0.343266,0.08,0.17149,0.154349,2.107421,262.073488,awake_active
393,Ari,0.994482,0.832618,0.079737,0.346693,0.08,0.172004,0.176428,2.266981,42.771252,awake_active
394,Fay,0.973884,0.837205,0.140538,0.36,0.08,0.174,0.205955,2.433309,184.919016,awake_active
395,Milo,0.999078,0.831932,0.082966,0.265779,0.08,0.159867,0.24302,2.608661,327.35678,awake_active
396,Sol,0.960525,0.806537,0.098973,0.227868,0.08,0.15418,0.203787,2.170678,92.104544,awake_active
397,Ari,0.902032,0.779627,0.136824,0.226565,0.08,0.153985,0.229807,2.283336,232.802308,awake_active
398,Fay,0.947856,0.825978,0.163067,0.464353,0.08,0.189653,0.21769,2.462949,14.950072,awake_active
399,Milo,0.874362,0.762822,0.102366,0.36,0.08,0.174,0.180761,2.629164,157.387836,awake_active
400,Sol,0.96333,0.824244,0.162762,0.313055,0.08,0.166958,0.258023,2.21332,282.1356,awake_active
401,Ari,0.574077,0.58572,0.200733,0.312452,0.08,0.166868,0.283564,2.281857,62.833364,steady_wakefulness
402,Fay,0.65948,0.647726,0.128225,0.463213,0.26,0.189482,0.195602,2.434306,204.981128,awake_active
403,Milo,0.53035,0.548086,0.124471,0.346473,0.08,0.171971,0.206127,2.626016,347.418892,steady_wakefulness
404,Sol,0.694723,0.670196,0.124562,0.36,0.26,0.174,0.195411,2.191557,112.166656,awake_active
405,Ari,0.202729,0.365952,0.162533,0.36,0.26,0.174,0.220472,2.245373,252.86442,steady_wakefulness
406,Fay,0.277682,0.39362,0.108253,0.268859,0.26,0.160329,0.257256,2.421717,35.012184,steady_wakefulness
407,Milo,0.168559,0.32273,0.182028,0.224213,0.08,0.153632,0.261516,2.618123,177.449948,steady_wakefulness
408,Sol,0.31205,0.414589,0.146381,0.467905,0.08,0.190186,0.203847,2.20713,302.197712,steady_wakefulness
409,Ari,0.005518,0.0,0.0,0.894677,0.581019,0.254202,0.053907,2.143594,82.895476,deep_recovery_sleep
410,Fay,0.026116,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.320938,225.04324,deep_recovery_sleep
411,Milo,0.000922,0.0,0.066266,0.746736,0.498172,0.23201,0.135502,2.500923,7.481004,deep_recovery_sleep
412,Sol,0.039475,0.0,0.0,0.894804,0.76109,0.254221,0.053806,2.017963,132.228768,deep_recovery_sleep
413,Ari,0.097968,0.0,0.0,0.895669,0.761575,0.25435,0.053117,2.130915,272.926532,deep_recovery_sleep
414,Fay,0.052144,0.0,0.0,0.777885,0.515616,0.236683,0.066951,2.336854,55.074296,deep_recovery_sleep
415,Milo,0.125638,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.505901,197.51206,deep_recovery_sleep
416,Sol,0.03667,0.0,0.0,0.697209,0.470437,0.224581,0.131223,2.074118,322.259824,deep_recovery_sleep
417,Ari,0.425923,0.452591,0.057784,0.22308,0.08,0.153462,0.180417,2.351445,125.957588,steady_wakefulness
418,Fay,0.34052,0.397933,0.022728,0.463359,0.08,0.189504,0.125858,2.495552,268.105352,steady_wakefulness
419,Milo,0.46965,0.480576,0.0194,0.36,0.08,0.174,0.126004,2.67858,50.543116,steady_wakefulness
420,Sol,0.305277,0.375377,0.06331,0.315449,0.08,0.167317,0.190477,2.209077,175.29088,steady_wakefulness
421,Ari,0.797271,0.706433,0.12123,0.314772,0.08,0.167216,0.229244,2.384443,315.988644,awake_active
422,Fay,0.722318,0.648647,0.044992,0.465681,0.08,0.189852,0.138702,2.523275,98.136408,awake_active
423,Milo,0.831441,0.717554,0.042154,0.34323,0.08,0.171484,0.154382,2.699121,240.574172,awake_active
424,Sol,0.68795,0.638015,0.08271,0.36,0.08,0.174,0.167789,2.231597,5.321936,awake_active
425,Ari,0.994482,0.850413,0.14063,0.36,0.08,0.174,0.206016,2.377742,146.0197,awake_active
426,Fay,0.973884,0.815884,0.082987,0.267024,0.08,0.160054,0.242042,2.519173,288.167464,awake_active
427,Milo,0.999078,0.831213,0.099862,0.22346,0.08,0.153519,0.207886,2.681353,70.605228,awake_active
428,Sol,0.960525,0.817895,0.104895,0.466078,0.08,0.189912,0.177922,2.227186,195.352992,awake_active
429,Ari,0.902032,0.796677,0.162849,0.465904,0.08,0.189886,0.21631,2.321411,336.050756,awake_active
430,Fay,0.947856,0.809864,0.102387,0.36,0.08,0.174,0.180776,2.473508,118.19852,awake_active
431,Milo,0.874362,0.767553,0.163519,0.313716,0.08,0.167057,0.257995,2.623869,260.636284,awake_active
432,Sol,0.96333,0.825902,0.126765,0.467651,0.08,0.190148,0.191103,2.187007,25.384048,awake_active
433,Ari,0.574077,0.593007,0.184788,0.467305,0.08,0.190096,0.229674,2.236857,166.081812,steady_wakefulness
434,Fay,0.65948,0.630735,0.066864,0.346616,0.26,0.171992,0.167992,2.364768,308.229576,awake_active
435,Milo,0.53035,0.565209,0.125319,0.36,0.26,0.174,0.19591,2.513412,90.66734,steady_wakefulness
436,Sol,0.694723,0.660117,0.164729,0.267177,0.08,0.160077,0.29587,2.120908,215.415104,awake_active
437,Ari,0.202729,0.361487,0.222345,0.269213,0.08,0.160382,0.332275,2.160673,356.112868,steady_wakefulness
438,Fay,0.277682,0.376439,0.066187,0.227384,0.26,0.154108,0.182534,2.288343,138.260632,steady_wakefulness
439,Milo,0.168559,0.322967,0.147199,0.467598,0.08,0.19014,0.204631,2.477129,280.698396,steady_wakefulness
440,Sol,0.31205,0.425836,0.126529,0.36,0.26,0.174,0.196709,2.026906,45.44616,steady_wakefulness
441,Ari,0.005518,0.0,0.055177,0.79,0.5224,0.8185,0.093717,1.99694,186.143924,deep_recovery_sleep
442,Fay,0.026116,0.0,0.0,0.745834,0.497667,0.231875,0.092486,2.163732,328.291688,deep_recovery_sleep
443,Milo,0.000922,0.0,0.0,0.894558,0.760952,0.254184,0.054002,2.290033,110.729452,deep_recovery_sleep
444,Sol,0.039475,0.0,0.0,0.776509,0.514845,0.236476,0.068048,1.89932,235.477216,deep_recovery_sleep
445,Ari,0.097968,0.0,0.0,0.775214,0.51412,0.236282,0.069079,2.015655,16.17498,deep_recovery_sleep
446,Fay,0.052144,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.18149,158.322744,deep_recovery_sleep
447,Milo,0.125638,0.0,0.0,0.696774,0.470194,0.224516,0.13157,2.369218,300.760508,deep_recovery_sleep
448,Sol,0.03667,0.0,0.0,0.656752,0.627781,0.218513,0.083454,1.91006,65.508272,deep_recovery_sleep
449,Ari,0.425923,0.452591,0.022386,0.465069,0.08,0.18976,0.12427,2.22817,229.206036,steady_wakefulness
450,Fay,0.34052,0.397933,0.0194,0.36,0.08,0.174,0.126004,2.386663,11.3538,steady_wakefulness
451,Milo,0.46965,0.480576,0.063826,0.312872,0.08,0.166931,0.19287,2.585775,153.791564,steady_wakefulness
452,Sol,0.305277,0.375377,0.022522,0.464391,0.08,0.189659,0.124899,2.133805,278.539328,steady_wakefulness
453,Ari,0.797271,0.696522,0.044566,0.466103,0.08,0.189915,0.138084,2.325698,59.237092,awake_active
454,Fay,0.722318,0.647715,0.041276,0.34762,0.08,0.172143,0.150305,2.486095,201.384856,awake_active
455,Milo,0.831441,0.729993,0.083226,0.36,0.08,0.174,0.168129,2.68505,343.82262,awake_active
456,Sol,0.68795,0.626594,0.059807,0.270572,0.08,0.160586,0.223917,2.232706,108.570384,awake_active
457,Ari,0.994482,0.828947,0.082268,0.268486,0.08,0.160273,0.240403,2.397014,249.268148,awake_active
458,Fay,0.973884,0.814843,0.098322,0.226771,0.08,0.154016,0.204232,2.562937,31.415912,awake_active
459,Milo,0.999078,0.842713,0.105657,0.464846,0.08,0.189727,0.179406,2.747187,173.853676,awake_active
460,Sol,0.960525,0.811482,0.079207,0.36,0.08,0.174,0.165477,2.307403,298.60144,awake_active
461,Ari,0.902032,0.780336,0.101668,0.36,0.08,0.174,0.180301,2.416494,79.299204,awake_active
462,Fay,0.947856,0.814158,0.161923,0.313994,0.08,0.167099,0.256721,2.588642,221.446968,awake_active
463,Milo,0.874362,0.769176,0.128124,0.464662,0.08,0.189699,0.194381,2.752143,3.884732,awake_active
464,Sol,0.96333,0.818709,0.101245,0.346812,0.08,0.172022,0.190528,2.325075,128.632496,awake_active
465,Ari,0.574077,0.575877,0.123993,0.345377,0.08,0.171807,0.206685,2.382291,269.33026,steady_wakefulness
466,Fay,0.65948,0.647405,0.123723,0.36,0.26,0.174,0.194857,2.524864,51.478024,awake_active
467,Milo,0.53035,0.555299,0.166139,0.266924,0.08,0.160039,0.297003,2.704843,193.915788,steady_wakefulness
468,Sol,0.694723,0.652971,0.158023,0.228112,0.08,0.154217,0.242566,2.282816,318.663552,awake_active
469,Ari,0.202729,0.344465,0.181652,0.223706,0.08,0.153556,0.261671,2.320125,99.361316,steady_wakefulness
470,Fay,0.277682,0.392359,0.088123,0.467001,0.26,0.19005,0.166117,2.452213,241.50908,steady_wakefulness
471,Milo,0.168559,0.334397,0.127939,0.36,0.26,0.174,0.19764,2.602279,23.946844,steady_wakefulness
472,Sol,0.31205,0.423958,0.221022,0.317002,0.08,0.16755,0.29333,2.206177,148.694608,steady_wakefulness
473,Ari,0.005518,0.0,0.066156,0.746033,0.497779,0.231905,0.13599,2.138607,289.392372,deep_recovery_sleep
474,Fay,0.026116,0.0,0.0,0.897531,0.762617,0.25463,0.051634,2.241085,71.540136,deep_recovery_sleep
475,Milo,0.000922,0.0,0.0,0.775687,0.514385,0.236353,0.068703,2.445317,213.9779,deep_recovery_sleep
476,Sol,0.039475,0.0,0.053854,0.79,0.5224,0.8185,0.092844,1.992988,338.725664,deep_recovery_sleep
477,Ari,0.097968,0.0,0.0,0.79,0.5224,0.8185,0.0573,2.091837,119.423428,deep_recovery_sleep
478,Fay,0.052144,0.0,0.0,0.69983,0.471905,0.224974,0.129136,2.249684,261.571192,deep_recovery_sleep
479,Milo,0.125638,0.0,0.0,0.653086,0.625728,0.217963,0.086375,2.380837,44.008956,deep_recovery_sleep
480,Sol,0.03667,0.0,0.0,0.896022,0.581772,0.254403,0.052836,1.937848,168.75672,deep_recovery_sleep
481,Ari,0.425923,0.452591,0.0194,0.36,0.08,0.174,0.126004,2.227264,332.454484,steady_wakefulness
482,Fay,0.34052,0.397933,0.063008,0.316962,0.08,0.167544,0.189072,2.365358,114.602248,steady_wakefulness
483,Milo,0.46965,0.480576,0.021895,0.467527,0.08,0.190129,0.121987,2.544404,257.040012,steady_wakefulness
484,Sol,0.305277,0.375377,0.022297,0.345517,0.08,0.171827,0.139454,2.073013,21.787776,steady_wakefulness
485,Ari,0.797271,0.695685,0.042218,0.342909,0.08,0.171436,0.15468,2.246251,162.48554,awake_active
