tick_id,day,route_id,recovery_before,new_damage,guild_repair,avatar_repair,drill_bonus,recovery_after,stage,unresolved,visible_recovery_marker
293,21,archive_signal,0.96,0.0,0.039708,0.0,0.0,0.96,open,False,open:0.96
294,22,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
295,22,orchard_riverbend,0.96,0.0,0.040009,0.0,0.0,0.96,open,False,open:0.96
296,22,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
297,22,riverbend_roofward,0.96,0.0,0.038943,0.0,0.0,0.96,open,False,open:0.96
298,22,roofward_archive,0.96,0.0,0.038072,0.0,0.0,0.96,open,False,open:0.96
299,22,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
300,22,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
301,22,orchard_riverbend,0.96,0.0,0.040022,0.0,0.0,0.96,open,False,open:0.96
302,22,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
303,22,riverbend_roofward,0.96,0.0,0.038956,0.055,0.0,0.96,open,False,open:0.96
304,22,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
305,22,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
306,22,signal_orchard,0.96,0.0,0.040371,0.0,0.0,0.96,open,False,open:0.96
307,22,orchard_riverbend,0.96,0.0,0.040035,0.0,0.0,0.96,open,False,open:0.96
308,23,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
309,23,riverbend_roofward,0.96,0.0,0.038969,0.0,0.0,0.96,open,False,open:0.96
310,23,roofward_archive,0.96,0.0,0.0,0.0,0.01,0.96,open,False,open:0.96
311,23,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
312,23,signal_orchard,0.96,0.0,0.040384,0.0,0.0,0.96,open,False,open:0.96
313,23,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
314,23,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
315,23,riverbend_roofward,0.96,0.0,0.038982,0.0,0.0,0.96,open,False,open:0.96
316,23,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
317,23,archive_signal,0.96,0.0,0.03976,0.055,0.0,0.96,open,False,open:0.96
318,23,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
319,23,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
320,23,central_repair_ring,0.96,0.0,0.042258,0.0,0.0,0.96,open,False,open:0.96
321,23,riverbend_roofward,0.96,0.0,0.038995,0.0,0.0,0.96,open,False,open:0.96
322,24,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
323,24,archive_signal,0.96,0.0,0.039773,0.0,0.0,0.96,open,False,open:0.96
324,24,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
325,24,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
326,24,central_repair_ring,0.96,0.0,0.042271,0.0,0.0,0.96,open,False,open:0.96
327,24,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
328,24,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
329,24,archive_signal,0.96,0.0,0.039786,0.0,0.0,0.96,open,False,open:0.96
330,24,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
331,24,orchard_riverbend,0.96,0.0,0.040087,0.055,0.0,0.96,open,False,open:0.96
332,24,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
333,24,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
334,24,roofward_archive,0.96,0.0,0.039149,0.0,0.0,0.96,open,False,open:0.96
335,24,archive_signal,0.96,0.0,0.039799,0.0,0.0,0.96,open,False,open:0.96
336,25,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
337,25,orchard_riverbend,0.96,0.0,0.0401,0.0,0.0,0.96,open,False,open:0.96
338,25,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
339,25,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
340,25,roofward_archive,0.96,0.0,0.039162,0.0,0.0,0.96,open,False,open:0.96
341,25,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
342,25,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
343,25,orchard_riverbend,0.96,0.0,0.040113,0.0,0.0,0.96,open,False,open:0.96
344,25,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
345,25,riverbend_roofward,0.96,0.0,0.039047,0.055,0.0,0.96,open,False,open:0.96
346,25,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
347,25,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
348,25,signal_orchard,0.96,0.0,0.040462,0.0,0.0,0.96,open,False,open:0.96
349,25,orchard_riverbend,0.96,0.0,0.040126,0.0,0.0,0.96,open,False,open:0.96
350,26,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
351,26,riverbend_roofward,0.96,0.0,0.03906,0.0,0.0,0.96,open,False,open:0.96
352,26,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
353,26,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
354,26,signal_orchard,0.96,0.0,0.040475,0.0,0.0,0.96,open,False,open:0.96
355,26,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
356,26,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
357,26,riverbend_roofward,0.96,0.0,0.039073,0.0,0.0,0.96,open,False,open:0.96
358,26,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
359,26,archive_signal,0.96,0.0,0.039851,0.055,0.0,0.96,open,False,open:0.96
360,26,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
361,26,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
362,26,central_repair_ring,0.96,0.0,0.042349,0.0,0.0,0.96,open,False,open:0.96
363,26,riverbend_roofward,0.96,0.0,0.039086,0.0,0.0,0.96,open,False,open:0.96
364,27,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
365,27,archive_signal,0.96,0.0,0.039864,0.0,0.0,0.96,open,False,open:0.96
366,27,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
367,27,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
368,27,central_repair_ring,0.96,0.0,0.042362,0.0,0.0,0.96,open,False,open:0.96
369,27,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
370,27,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
371,27,archive_signal,0.96,0.0,0.039877,0.0,0.0,0.96,open,False,open:0.96
372,27,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
373,27,orchard_riverbend,0.96,0.0,0.040178,0.055,0.0,0.96,open,False,open:0.96
374,27,central_repair_ring,0.96,0.0,0.0,0.0,0.01,0.96,open,False,open:0.96
375,27,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
376,27,roofward_archive,0.96,0.0,0.03924,0.0,0.0,0.96,open,False,open:0.96
377,27,archive_signal,0.96,0.0,0.03989,0.0,0.0,0.96,open,False,open:0.96
378,28,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
379,28,central_repair_ring,0.96,0.0,0.043387,0.0,0.0,0.96,open,False,open:0.96
380,28,riverbend_roofward,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
381,28,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
382,28,archive_signal,0.96,0.0,0.039903,0.0,0.0,0.96,open,False,open:0.96
383,28,signal_orchard,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
384,28,orchard_riverbend,0.96,0.0,0.0,0.0,0.01,0.96,open,False,open:0.96
385,28,central_repair_ring,0.96,0.0,0.0434,0.0,0.0,0.96,open,False,open:0.96
386,28,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
387,28,roofward_archive,0.96,0.0,0.039266,0.055,0.0,0.96,open,False,open:0.96
388,28,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
389,28,signal_orchard,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
390,28,orchard_riverbend,0.96,0.0,0.041216,0.0,0.0,0.96,open,False,open:0.96
391,28,central_repair_ring,0.96,0.0,0.043413,0.0,0.0,0.96,open,False,open:0.96
392,29,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
393,29,roofward_archive,0.96,0.0,0.039279,0.0,0.0,0.96,open,False,open:0.96
394,29,archive_signal,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
395,29,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
396,29,orchard_riverbend,0.96,0.0,0.041229,0.0,0.0,0.96,open,False,open:0.96
397,29,central_repair_ring,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
398,29,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
399,29,roofward_archive,0.96,0.0,0.039292,0.0,0.0,0.96,open,False,open:0.96
400,29,archive_signal,0.96,0.0,0.039942,0.0,0.0,0.96,open,False,open:0.96
401,29,signal_orchard,0.96,0.0,0.040566,0.055,0.0,0.96,open,False,open:0.96
402,29,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
403,29,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
404,29,riverbend_roofward,0.96,0.0,0.039177,0.0,0.0,0.96,open,False,open:0.96
405,29,roofward_archive,0.96,0.0,0.039305,0.0,0.0,0.96,open,False,open:0.96
406,30,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
407,30,signal_orchard,0.96,0.0,0.040579,0.0,0.0,0.96,open,False,open:0.96
408,30,orchard_riverbend,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
409,30,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
410,30,riverbend_roofward,0.96,0.0,0.03919,0.0,0.0,0.96,open,False,open:0.96
411,30,roofward_archive,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
412,30,archive_signal,0.96,0.0,0.0,0.0,0.01,0.96,open,False,open:0.96
413,30,signal_orchard,0.96,0.0,0.042178,0.0,0.0,0.96,open,False,open:0.96
414,30,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
415,30,central_repair_ring,0.96,0.0,0.043465,0.055,0.0,0.96,open,False,open:0.96
416,30,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
417,30,roofward_archive,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
418,30,archive_signal,0.96,0.0,0.04098,0.0,0.0,0.96,open,False,open:0.96
419,30,signal_orchard,0.96,0.0,0.042191,0.0,0.0,0.96,open,False,open:0.96
420,31,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
421,31,central_repair_ring,0.96,0.0,0.043478,0.0,0.0,0.96,open,False,open:0.96
422,31,riverbend_roofward,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
423,31,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
424,31,archive_signal,0.96,0.0,0.040993,0.0,0.0,0.96,open,False,open:0.96
425,31,signal_orchard,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
426,31,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
427,31,central_repair_ring,0.96,0.0,0.043491,0.0,0.0,0.96,open,False,open:0.96
428,31,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
429,31,roofward_archive,0.96,0.0,0.039357,0.0,0.0,0.96,open,False,open:0.96
430,31,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
431,31,signal_orchard,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
432,31,orchard_riverbend,0.96,0.0,0.042893,0.0,0.0,0.96,open,False,open:0.96
433,31,central_repair_ring,0.96,0.0,0.043504,0.0,0.0,0.96,open,False,open:0.96
434,32,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
435,32,roofward_archive,0.96,0.0,0.03937,0.0,0.0,0.96,open,False,open:0.96
436,32,archive_signal,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
437,32,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
438,32,orchard_riverbend,0.96,0.0,0.042906,0.0,0.0,0.96,open,False,open:0.96
439,32,central_repair_ring,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
440,32,riverbend_roofward,0.96,0.0,0.0,0.0,0.01,0.96,open,False,open:0.96
441,32,roofward_archive,0.96,0.0,0.039383,0.0,0.0,0.96,open,False,open:0.96
442,32,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
443,32,signal_orchard,0.96,0.0,0.042243,0.055,0.0,0.96,open,False,open:0.96
444,32,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
445,32,central_repair_ring,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
446,32,riverbend_roofward,0.96,0.0,0.040267,0.0,0.0,0.96,open,False,open:0.96
447,32,roofward_archive,0.96,0.0,0.039396,0.0,0.0,0.96,open,False,open:0.96
448,33,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
449,33,signal_orchard,0.96,0.0,0.042256,0.0,0.0,0.96,open,False,open:0.96
450,33,orchard_riverbend,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
451,33,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
452,33,riverbend_roofward,0.96,0.0,0.04028,0.0,0.0,0.96,open,False,open:0.96
453,33,roofward_archive,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
454,33,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
455,33,signal_orchard,0.96,0.0,0.042269,0.0,0.0,0.96,open,False,open:0.96
456,33,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
457,33,central_repair_ring,0.96,0.0,0.043556,0.055,0.0,0.96,open,False,open:0.96
458,33,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
459,33,roofward_archive,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
460,33,archive_signal,0.96,0.0,0.041071,0.0,0.0,0.96,open,False,open:0.96
461,33,signal_orchard,0.96,0.0,0.042282,0.0,0.0,0.96,open,False,open:0.96
462,34,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
463,34,central_repair_ring,0.96,0.0,0.043569,0.0,0.0,0.96,open,False,open:0.96
464,34,riverbend_roofward,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
465,34,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
466,34,archive_signal,0.96,0.0,0.041084,0.0,0.0,0.96,open,False,open:0.96
467,34,signal_orchard,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
468,34,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
469,34,central_repair_ring,0.96,0.0,0.043582,0.0,0.0,0.96,open,False,open:0.96
470,34,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
471,34,roofward_archive,0.96,0.0,0.039448,0.055,0.0,0.96,open,False,open:0.96
472,34,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
473,34,signal_orchard,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
474,34,orchard_riverbend,0.96,0.0,0.042984,0.0,0.0,0.96,open,False,open:0.96
475,34,central_repair_ring,0.96,0.0,0.043595,0.0,0.0,0.96,open,False,open:0.96
476,35,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
477,35,archive_signal,0.96,0.0,0.04111,0.0,0.0,0.96,open,False,open:0.96
478,35,signal_orchard,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
479,35,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
480,35,central_repair_ring,0.96,0.0,0.043608,0.0,0.0,0.96,open,False,open:0.96
481,35,riverbend_roofward,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
482,35,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
483,35,archive_signal,0.96,0.0,0.041123,0.0,0.0,0.96,open,False,open:0.96
484,35,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
485,35,orchard_riverbend,0.96,0.0,0.04301,0.0,0.0,0.96,open,False,open:0.96
486,35,central_repair_ring,0.96,0.0,0.0,0.0,0.01,0.96,open,False,open:0.96
487,35,riverbend_roofward,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
488,35,roofward_archive,0.96,0.0,0.039487,0.0,0.0,0.96,open,False,open:0.96
489,35,archive_signal,0.96,0.0,0.041136,0.0,0.0,0.96,open,False,open:0.96
490,36,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
491,36,orchard_riverbend,0.96,0.0,0.043023,0.0,0.0,0.96,open,False,open:0.96
492,36,central_repair_ring,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
493,36,riverbend_roofward,0.96,0.0,0.040358,0.0,0.0,0.96,open,False,open:0.96
494,36,roofward_archive,0.96,0.0,0.0395,0.0,0.0,0.96,open,False,open:0.96
495,36,archive_signal,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
496,36,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
497,36,orchard_riverbend,0.96,0.0,0.043036,0.0,0.0,0.96,open,False,open:0.96
498,36,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
499,36,riverbend_roofward,0.96,0.0,0.040371,0.0,0.0,0.96,open,False,open:0.96
500,36,roofward_archive,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
501,36,archive_signal,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
502,36,signal_orchard,0.96,0.0,0.042373,0.0,0.0,0.96,open,False,open:0.96
503,36,orchard_riverbend,0.96,0.0,0.043049,0.0,0.0,0.96,open,False,open:0.96
504,37,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
505,37,riverbend_roofward,0.96,0.0,0.040384,0.0,0.0,0.96,open,False,open:0.96
506,37,roofward_archive,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
507,37,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
508,37,signal_orchard,0.96,0.0,0.042386,0.0,0.0,0.96,open,False,open:0.96
509,37,orchard_riverbend,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
510,37,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
511,37,riverbend_roofward,0.96,0.0,0.040397,0.0,0.0,0.96,open,False,open:0.96
512,37,roofward_archive,0.96,0.0,0.039539,0.0,0.0,0.96,open,False,open:0.96
513,37,archive_signal,0.96,0.0,0.041188,0.0,0.0,0.96,open,False,open:0.96
514,37,signal_orchard,0.96,0.0,0.0,0.0,0.01,0.96,open,False,open:0.96
515,37,orchard_riverbend,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
516,37,central_repair_ring,0.96,0.08992,0.044445,0.0,0.0,0.914525,blocked watch,True,blocked watch:0.91
517,37,riverbend_roofward,0.96,0.0,0.04041,0.0,0.0,0.96,open,False,open:0.96
518,38,roofward_archive,0.96,0.0,0.039552,0.0,0.0,0.96,open,False,open:0.96
519,38,archive_signal,0.96,0.0,0.041201,0.0,0.0,0.96,open,False,open:0.96
520,38,signal_orchard,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
521,38,orchard_riverbend,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
522,38,central_repair_ring,0.914525,0.0,0.044458,0.0,0.0,0.958983,open,False,open:0.96
523,38,riverbend_roofward,0.96,0.0,0.040423,0.055,0.0,0.96,open,False,open:0.96
524,38,roofward_archive,0.96,0.0,0.039565,0.0,0.0,0.96,open,False,open:0.96
525,38,archive_signal,0.96,0.0,0.041214,0.0,0.0,0.96,open,False,open:0.96
526,38,signal_orchard,0.96,0.08992,0.0,0.0,0.0,0.87008,blocked watch,True,blocked watch:0.87
527,38,orchard_riverbend,0.96,0.0,0.043101,0.0,0.0,0.96,open,False,open:0.96
528,38,central_repair_ring,0.958983,0.0,0.0,0.0,0.0,0.958983,open,False,open:0.96
529,38,riverbend_roofward,0.96,0.0,0.040436,0.055,0.0,0.96,open,False,open:0.96
530,38,roofward_archive,0.96,0.0,0.039578,0.0,0.0,0.96,open,False,open:0.96
531,38,archive_signal,0.96,0.0,0.041227,0.0,0.0,0.96,open,False,open:0.96
532,39,signal_orchard,0.87008,0.0,0.0,0.0,0.0,0.87008,open,False,open:0.87
533,39,orchard_riverbend,0.96,0.0,0.043114,0.0,0.0,0.96,open,False,open:0.96
534,39,central_repair_ring,0.958983,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
535,39,riverbend_roofward,0.96,0.0,0.040449,0.0,0.0,0.96,open,False,open:0.96
536,39,roofward_archive,0.96,0.0,0.039591,0.0,0.0,0.96,open,False,open:0.96
537,39,archive_signal,0.96,0.0,0.04124,0.055,0.0,0.96,open,False,open:0.96
538,39,signal_orchard,0.87008,0.0,0.04321,0.0,0.0,0.91329,open,False,open:0.91
539,39,orchard_riverbend,0.96,0.0,0.043127,0.0,0.0,0.96,open,False,open:0.96
540,39,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
541,39,riverbend_roofward,0.96,0.0,0.040462,0.0,0.0,0.96,open,False,open:0.96
542,39,roofward_archive,0.96,0.0,0.040603,0.0,0.01,0.96,open,False,open:0.96
543,39,archive_signal,0.96,0.0,0.041253,0.055,0.0,0.96,open,False,open:0.96
544,39,signal_orchard,0.91329,0.02,0.043223,0.0,0.0,0.936513,open,False,open:0.94
545,39,orchard_riverbend,0.96,0.0,0.04314,0.0,0.0,0.96,open,False,open:0.96
546,40,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
547,40,riverbend_roofward,0.96,0.0,0.040475,0.0,0.0,0.96,open,False,open:0.96
548,40,roofward_archive,0.96,0.0,0.040616,0.055,0.0,0.96,open,False,open:0.96
549,40,archive_signal,0.96,0.0,0.041266,0.0,0.0,0.96,open,False,open:0.96
550,40,signal_orchard,0.936513,0.0,0.043236,0.0,0.0,0.96,open,False,open:0.96
551,40,orchard_riverbend,0.96,0.0,0.043153,0.055,0.0,0.96,open,False,open:0.96
552,40,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
553,40,riverbend_roofward,0.96,0.0,0.040488,0.0,0.0,0.96,open,False,open:0.96
554,40,roofward_archive,0.96,0.02,0.040629,0.0,0.0,0.96,open,False,open:0.96
555,40,archive_signal,0.96,0.0,0.041279,0.0,0.0,0.96,open,False,open:0.96
556,40,signal_orchard,0.96,0.0,0.043249,0.0,0.0,0.96,open,False,open:0.96
557,40,orchard_riverbend,0.96,0.0,0.0,0.055,0.0,0.96,open,False,open:0.96
558,40,central_repair_ring,0.96,0.0,0.044536,0.0,0.0,0.96,open,False,open:0.96
559,40,riverbend_roofward,0.96,0.0,0.040501,0.0,0.0,0.96,open,False,open:0.96
560,41,roofward_archive,0.96,0.0,0.040642,0.0,0.0,0.96,open,False,open:0.96
561,41,archive_signal,0.96,0.0,0.041292,0.0,0.0,0.96,open,False,open:0.96
562,41,signal_orchard,0.96,0.0,0.043262,0.055,0.0,0.96,open,False,open:0.96
563,41,orchard_riverbend,0.96,0.06812,0.0,0.0,0.0,0.89188,blocked watch,True,blocked watch:0.89
564,41,central_repair_ring,0.96,0.0,0.044549,0.0,0.0,0.96,open,False,open:0.96
565,41,riverbend_roofward,0.96,0.0,0.040514,0.055,0.0,0.96,open,False,open:0.96
566,41,roofward_archive,0.96,0.0,0.040655,0.0,0.0,0.96,open,False,open:0.96
567,41,archive_signal,0.96,0.0,0.041305,0.0,0.0,0.96,open,False,open:0.96
568,41,signal_orchard,0.96,0.0,0.043275,0.0,0.0,0.96,open,False,open:0.96
569,41,orchard_riverbend,0.89188,0.0,0.043192,0.0,0.0,0.935072,open,False,open:0.94
570,41,central_repair_ring,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
571,41,riverbend_roofward,0.96,0.0,0.040527,0.055,0.0,0.96,open,False,open:0.96
572,41,roofward_archive,0.96,0.08992,0.040668,0.0,0.0,0.910748,blocked watch,True,blocked watch:0.91
573,41,archive_signal,0.96,0.0,0.041318,0.0,0.0,0.96,open,False,open:0.96
574,42,orchard_riverbend,0.935072,0.0,0.0,0.0,0.0,0.935072,open,False,open:0.94
575,42,central_repair_ring,0.96,0.0,0.044575,0.0,0.0,0.96,open,False,open:0.96
576,42,riverbend_roofward,0.96,0.0,0.04054,0.0,0.0,0.96,open,False,open:0.96
577,42,roofward_archive,0.910748,0.0,0.042306,0.0,0.0,0.953054,open,False,open:0.95
578,42,archive_signal,0.96,0.0,0.042956,0.0,0.0,0.96,open,False,open:0.96
579,42,signal_orchard,0.96,0.0,0.043288,0.0,0.0,0.96,open,False,open:0.96
580,42,orchard_riverbend,0.935072,0.0,0.0,0.0,0.0,0.935072,open,False,open:0.94
581,42,central_repair_ring,0.96,0.0,0.044588,0.0,0.0,0.96,open,False,open:0.96
582,42,riverbend_roofward,0.96,0.0,0.040553,0.0,0.0,0.96,open,False,open:0.96
583,42,roofward_archive,0.953054,0.0,0.042319,0.055,0.0,0.96,open,False,open:0.96
584,42,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
585,42,signal_orchard,0.96,0.0,0.043301,0.0,0.0,0.96,open,False,open:0.96
586,42,orchard_riverbend,0.935072,0.068195,0.043231,0.0,0.0,0.910108,blocked watch,True,blocked watch:0.91
587,42,central_repair_ring,0.96,0.0,0.044601,0.0,0.0,0.96,open,False,open:0.96
588,43,riverbend_roofward,0.96,0.0,0.040566,0.0,0.0,0.96,open,False,open:0.96
589,43,roofward_archive,0.96,0.0,0.042332,0.0,0.0,0.96,open,False,open:0.96
590,43,archive_signal,0.96,0.0,0.0,0.0,0.0,0.96,open,False,open:0.96
591,43,signal_orchard,0.96,0.02,0.043314,0.0,0.0,0.96,open,False,open:0.96
592,43,orchard_riverbend,0.910108,0.0,0.043244,0.0,0.0,0.953352,open,False,open:0.95
