tick_id,day,season,route_id,sight_cue,sound_cue,smell_cue,temperature_cue,wetness_cue,body_cue,rhythm_marker,sensory_bound_to_route
233,17,spring_rain,roofward_archive,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
234,17,spring_rain,archive_signal,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
235,17,spring_rain,signal_orchard,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
236,17,spring_rain,orchard_riverbend,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,flower-node,True
237,17,spring_rain,central_repair_ring,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,ambient-rate,True
238,18,spring_rain,riverbend_roofward,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,flower-node,True
239,18,spring_rain,roofward_archive,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
240,18,spring_rain,archive_signal,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
241,18,spring_rain,signal_orchard,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
242,18,spring_rain,orchard_riverbend,caravan markers,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,flower-node,True
243,18,spring_rain,central_repair_ring,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
244,18,spring_rain,riverbend_roofward,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
245,18,spring_rain,roofward_archive,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
246,18,spring_rain,archive_signal,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,flower-node,True
247,18,spring_rain,signal_orchard,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
248,18,spring_rain,orchard_riverbend,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
249,18,spring_rain,central_repair_ring,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,caravan-pulse,True
250,18,spring_rain,riverbend_roofward,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,flower-node,True
251,18,spring_rain,roofward_archive,detour flags,wheel rattle,wet rope,cool damp,soaked,tired caravan pace,ambient-rate,True
252,19,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
253,19,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
254,19,summer_dry,orchard_riverbend,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
255,19,summer_dry,central_repair_ring,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
256,19,summer_dry,riverbend_roofward,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
257,19,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
258,19,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
259,19,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
260,19,summer_dry,orchard_riverbend,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
261,19,summer_dry,central_repair_ring,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
262,19,summer_dry,riverbend_roofward,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
263,19,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
264,19,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
265,19,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
266,20,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
267,20,summer_dry,central_repair_ring,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
268,20,summer_dry,riverbend_roofward,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
269,20,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
270,20,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
271,20,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
272,20,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
273,20,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
274,20,summer_dry,riverbend_roofward,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
275,20,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
276,20,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
277,20,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
278,20,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
279,20,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
280,21,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
281,21,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
282,21,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
283,21,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
284,21,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
285,21,summer_dry,riverbend_roofward,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
286,21,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
287,21,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
288,21,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
289,21,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
290,21,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
291,21,summer_dry,riverbend_roofward,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
292,21,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
293,21,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
294,22,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
295,22,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
296,22,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
297,22,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
298,22,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
299,22,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
300,22,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
301,22,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
302,22,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
303,22,summer_dry,riverbend_roofward,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
304,22,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
305,22,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
306,22,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
307,22,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
308,23,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
309,23,summer_dry,riverbend_roofward,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
310,23,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
311,23,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
312,23,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
313,23,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
314,23,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
315,23,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
316,23,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
317,23,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
318,23,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
319,23,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
320,23,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
321,23,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
322,24,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
323,24,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
324,24,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
325,24,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
326,24,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
327,24,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
328,24,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
329,24,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
330,24,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
331,24,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
332,24,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
333,24,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
334,24,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
335,24,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
336,25,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
337,25,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
338,25,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
339,25,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
340,25,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
341,25,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
342,25,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
343,25,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
344,25,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
345,25,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
346,25,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
347,25,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
348,25,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
349,25,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
350,26,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
351,26,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
352,26,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
353,26,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
354,26,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
355,26,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
356,26,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
357,26,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
358,26,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
359,26,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
360,26,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
361,26,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
362,26,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
363,26,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
364,27,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
365,27,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
366,27,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
367,27,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
368,27,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
369,27,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
370,27,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
371,27,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
372,27,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
373,27,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
374,27,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
375,27,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
376,27,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
377,27,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
378,28,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
379,28,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
380,28,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
381,28,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
382,28,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
383,28,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
384,28,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
385,28,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
386,28,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
387,28,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
388,28,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
389,28,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
390,28,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
391,28,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
392,29,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
393,29,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
394,29,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
395,29,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
396,29,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
397,29,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
398,29,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
399,29,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
400,29,summer_dry,archive_signal,detour flags,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
401,29,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
402,29,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
403,29,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
404,29,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
405,29,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
406,30,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
407,30,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
408,30,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
409,30,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
410,30,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
411,30,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
412,30,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
413,30,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
414,30,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
415,30,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
416,30,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
417,30,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
418,30,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
419,30,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
420,31,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
421,31,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
422,31,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
423,31,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
424,31,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
425,31,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
426,31,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
427,31,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
428,31,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
429,31,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
430,31,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
431,31,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
432,31,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
433,31,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
434,32,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
435,32,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
436,32,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
437,32,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
438,32,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
439,32,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
440,32,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
441,32,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
442,32,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
443,32,summer_dry,signal_orchard,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
444,32,summer_dry,orchard_riverbend,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
445,32,summer_dry,central_repair_ring,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,caravan-pulse,True
446,32,summer_dry,riverbend_roofward,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
447,32,summer_dry,roofward_archive,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,ambient-rate,True
448,33,summer_dry,archive_signal,caravan markers,wheel rattle,dust and herbs,heat shimmer,dry,tired caravan pace,flower-node,True
