tick_id,day,route_id,action,textarea_id,snapshot_id,snapshot_hash,exported_json_bytes,pasted_json_valid,imported_branch,imported_animation_state,import_result_visible,localstorage_restored
523,44,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d44:t7,v34-833792,173,True,low plank crossing,stepped,snapshot copied to export box,True
526,44,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d44:t10,v34-593058,0,True,dusk road,stepped,snapshot imported into local state,True
529,45,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d45:t1,v34-833792,0,True,low plank crossing,stepped,snapshot imported into local state,True
532,45,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d45:t4,v34-593230,156,True,dusk road,stepped,snapshot copied to export box,True
535,45,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d45:t7,v34-833977,173,True,low plank crossing,stepped,snapshot copied to export box,True
538,45,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d45:t10,v34-593230,0,True,dusk road,stepped,snapshot imported into local state,True
541,46,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d46:t1,v34-833977,0,True,low plank crossing,stepped,snapshot imported into local state,True
544,46,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d46:t4,v34-591853,156,True,dusk road,stepped,snapshot copied to export box,True
547,46,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d46:t7,v34-832496,173,True,low plank crossing,stepped,snapshot copied to export box,True
550,46,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d46:t10,v34-591853,0,True,dusk road,stepped,snapshot imported into local state,True
553,47,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d47:t1,v34-832496,0,True,low plank crossing,stepped,snapshot imported into local state,True
556,47,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d47:t4,v34-592025,156,True,dusk road,stepped,snapshot copied to export box,True
559,47,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d47:t7,v34-832681,173,True,low plank crossing,stepped,snapshot copied to export box,True
562,47,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d47:t10,v34-592025,0,True,dusk road,stepped,snapshot imported into local state,True
565,48,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d48:t1,v34-745474,0,True,warm archive lane,paused,snapshot imported into local state,True
568,48,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d48:t4,v34-645215,162,True,fen track,playing,snapshot copied to export box,True
571,48,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d48:t7,v34-745655,167,True,warm archive lane,paused,snapshot copied to export box,True
574,48,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d48:t10,v34-645215,0,True,fen track,playing,snapshot imported into local state,True
577,49,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d49:t1,v34-745655,0,True,warm archive lane,paused,snapshot imported into local state,True
580,49,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d49:t4,v34-643933,162,True,fen track,stepped,snapshot copied to export box,True
583,49,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d49:t7,v34-745836,167,True,warm archive lane,paused,snapshot copied to export box,True
586,49,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d49:t10,v34-644111,0,True,fen track,stepped,snapshot imported into local state,True
589,50,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d50:t1,v34-745836,0,True,warm archive lane,paused,snapshot imported into local state,True
592,50,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d50:t4,v34-644464,162,True,fen track,stepped,snapshot copied to export box,True
595,50,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d50:t7,v34-746017,167,True,warm archive lane,paused,snapshot copied to export box,True
598,50,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d50:t10,v34-644464,0,True,fen track,stepped,snapshot imported into local state,True
601,51,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d51:t1,v34-746017,0,True,warm archive lane,paused,snapshot imported into local state,True
604,51,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d51:t4,v34-644639,162,True,fen track,stepped,snapshot copied to export box,True
607,51,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d51:t7,v34-746198,167,True,warm archive lane,paused,snapshot copied to export box,True
610,51,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d51:t10,v34-644639,0,True,fen track,stepped,snapshot imported into local state,True
613,52,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d52:t1,v34-767034,0,True,warm archive lane,stepped,snapshot imported into local state,True
616,52,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d52:t4,v34-644814,162,True,fen track,stepped,snapshot copied to export box,True
619,52,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d52:t7,v34-765735,168,True,warm archive lane,stepped,snapshot copied to export box,True
622,52,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d52:t10,v34-644814,0,True,fen track,stepped,snapshot imported into local state,True
625,53,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d53:t1,v34-765920,0,True,warm archive lane,stepped,snapshot imported into local state,True
628,53,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d53:t4,v34-644989,162,True,fen track,stepped,snapshot copied to export box,True
631,53,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d53:t7,v34-766102,168,True,warm archive lane,stepped,snapshot copied to export box,True
634,53,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d53:t10,v34-644989,0,True,fen track,stepped,snapshot imported into local state,True
637,54,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d54:t1,v34-766102,0,True,warm archive lane,stepped,snapshot imported into local state,True
640,54,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d54:t4,v34-645164,162,True,fen track,stepped,snapshot copied to export box,True
643,54,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d54:t7,v34-766284,168,True,warm archive lane,stepped,snapshot copied to export box,True
646,54,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d54:t10,v34-645164,0,True,fen track,stepped,snapshot imported into local state,True
649,55,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d55:t1,v34-766284,0,True,warm archive lane,stepped,snapshot imported into local state,True
652,55,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d55:t4,v34-645339,162,True,fen track,stepped,snapshot copied to export box,True
655,55,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d55:t7,v34-766466,168,True,warm archive lane,stepped,snapshot copied to export box,True
658,55,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d55:t10,v34-645339,0,True,fen track,stepped,snapshot imported into local state,True
661,56,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d56:t1,v34-713772,0,True,stone kiosk path,stepped,snapshot imported into local state,True
664,56,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d56:t4,v34-826997,174,True,inner repair yard,stepped,snapshot copied to export box,True
667,56,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d56:t7,v34-713951,163,True,stone kiosk path,stepped,snapshot copied to export box,True
670,56,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d56:t10,v34-826997,0,True,inner repair yard,stepped,snapshot imported into local state,True
673,57,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d57:t1,v34-713951,0,True,stone kiosk path,stepped,snapshot imported into local state,True
676,57,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d57:t4,v34-825516,174,True,inner repair yard,stepped,snapshot copied to export box,True
679,57,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d57:t7,v34-714130,163,True,stone kiosk path,stepped,snapshot copied to export box,True
682,57,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d57:t10,v34-825516,0,True,inner repair yard,stepped,snapshot imported into local state,True
685,58,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d58:t1,v34-714130,0,True,stone kiosk path,stepped,snapshot imported into local state,True
688,58,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d58:t4,v34-825701,174,True,inner repair yard,stepped,snapshot copied to export box,True
691,58,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d58:t7,v34-714309,163,True,stone kiosk path,stepped,snapshot copied to export box,True
694,58,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d58:t10,v34-825701,0,True,inner repair yard,stepped,snapshot imported into local state,True
697,59,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d59:t1,v34-714309,0,True,stone kiosk path,stepped,snapshot imported into local state,True
700,59,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d59:t4,v34-825886,174,True,inner repair yard,stepped,snapshot copied to export box,True
703,59,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d59:t7,v34-714488,163,True,stone kiosk path,stepped,snapshot copied to export box,True
706,59,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d59:t10,v34-825886,0,True,inner repair yard,stepped,snapshot imported into local state,True
709,60,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d60:t1,v34-714488,0,True,stone kiosk path,stepped,snapshot imported into local state,True
712,60,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d60:t4,v34-826071,174,True,inner repair yard,stepped,snapshot copied to export box,True
715,60,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d60:t7,v34-714667,163,True,stone kiosk path,stepped,snapshot copied to export box,True
718,60,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d60:t10,v34-826071,0,True,inner repair yard,stepped,snapshot imported into local state,True
721,61,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d61:t1,v34-714667,0,True,stone kiosk path,stepped,snapshot imported into local state,True
724,61,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d61:t4,v34-826256,174,True,inner repair yard,stepped,snapshot copied to export box,True
727,61,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d61:t7,v34-714846,163,True,stone kiosk path,stepped,snapshot copied to export box,True
730,61,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d61:t10,v34-826256,0,True,inner repair yard,stepped,snapshot imported into local state,True
733,62,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d62:t1,v34-714846,0,True,stone kiosk path,stepped,snapshot imported into local state,True
736,62,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d62:t4,v34-826441,174,True,inner repair yard,stepped,snapshot copied to export box,True
739,62,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d62:t7,v34-607403,157,True,paper lane,stepped,snapshot copied to export box,True
742,62,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d62:t10,v34-826441,0,True,inner repair yard,stepped,snapshot imported into local state,True
745,63,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d63:t1,v34-607579,0,True,paper lane,stepped,snapshot imported into local state,True
748,63,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d63:t4,v34-826626,174,True,inner repair yard,stepped,snapshot copied to export box,True
751,63,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d63:t7,v34-607752,157,True,paper lane,stepped,snapshot copied to export box,True
754,63,central_repair_ring,paste_import_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d63:t4,v34-826626,0,False,inner repair yard,stepped,snapshot parse warning; previous state kept,False
757,64,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d64:t1,v34-733664,0,True,river lantern loop,paused,snapshot imported into local state,True
760,64,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d64:t4,v34-833465,173,True,low plank crossing,playing,snapshot copied to export box,True
763,64,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d64:t7,v34-733844,164,True,river lantern loop,paused,snapshot copied to export box,True
766,64,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d64:t10,v34-833465,0,True,low plank crossing,playing,snapshot imported into local state,True
769,65,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d65:t1,v34-733844,0,True,river lantern loop,paused,snapshot imported into local state,True
772,65,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d65:t4,v34-831984,173,True,low plank crossing,playing,snapshot copied to export box,True
775,65,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d65:t7,v34-732403,164,True,river lantern loop,paused,snapshot copied to export box,True
778,65,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d65:t10,v34-831984,0,True,low plank crossing,playing,snapshot imported into local state,True
781,66,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d66:t1,v34-732403,0,True,river lantern loop,paused,snapshot imported into local state,True
784,66,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d66:t4,v34-832169,173,True,low plank crossing,playing,snapshot copied to export box,True
787,66,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d66:t7,v34-732583,164,True,river lantern loop,paused,snapshot copied to export box,True
790,66,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d66:t10,v34-832169,0,True,low plank crossing,playing,snapshot imported into local state,True
793,67,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d67:t1,v34-753298,0,True,river lantern loop,stepped,snapshot imported into local state,True
796,67,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d67:t4,v34-832354,173,True,low plank crossing,playing,snapshot copied to export box,True
799,67,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d67:t7,v34-753663,165,True,river lantern loop,stepped,snapshot copied to export box,True
802,67,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d67:t10,v34-832354,0,True,low plank crossing,playing,snapshot imported into local state,True
805,68,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d68:t1,v34-753847,0,True,river lantern loop,stepped,snapshot imported into local state,True
808,68,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d68:t4,v34-832539,173,True,low plank crossing,playing,snapshot copied to export box,True
811,68,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d68:t7,v34-754028,165,True,river lantern loop,stepped,snapshot copied to export box,True
814,68,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d68:t10,v34-832539,0,True,low plank crossing,playing,snapshot imported into local state,True
817,69,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d69:t1,v34-754028,0,True,river lantern loop,stepped,snapshot imported into local state,True
820,69,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d69:t4,v34-832724,173,True,low plank crossing,playing,snapshot copied to export box,True
823,69,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d69:t7,v34-754209,165,True,river lantern loop,stepped,snapshot copied to export box,True
826,69,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d69:t10,v34-832724,0,True,low plank crossing,playing,snapshot imported into local state,True
829,70,signal_orchard,paste_import_snapshot,snapshot-paste-box,imported:signal_orchard:d70:t1,v34-754209,0,True,river lantern loop,stepped,snapshot imported into local state,True
832,70,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d70:t4,v34-833038,173,True,low plank crossing,stepped,snapshot copied to export box,True
835,70,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d70:t7,v34-754390,165,True,river lantern loop,stepped,snapshot copied to export box,True
838,70,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d70:t10,v34-833226,0,True,low plank crossing,stepped,snapshot imported into local state,True
841,71,signal_orchard,paste_import_snapshot,snapshot-paste-box,snapshot:signal_orchard:d70:t7,v34-754390,0,False,river lantern loop,stepped,snapshot parse warning; previous state kept,False
844,71,riverbend_roofward,export_snapshot,snapshot-paste-box,snapshot:riverbend_roofward:d71:t4,v34-833599,173,True,low plank crossing,stepped,snapshot copied to export box,True
847,71,signal_orchard,export_snapshot,snapshot-paste-box,snapshot:signal_orchard:d71:t7,v34-754390,165,True,river lantern loop,stepped,snapshot copied to export box,True
850,71,riverbend_roofward,paste_import_snapshot,snapshot-paste-box,imported:riverbend_roofward:d71:t10,v34-833599,0,True,low plank crossing,stepped,snapshot imported into local state,True
853,72,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d72:t1,v34-810594,0,True,market plank route,stepped,snapshot imported into local state,True
856,72,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d72:t4,v34-670198,162,True,glass stair,stepped,snapshot copied to export box,True
859,72,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d72:t7,v34-809281,171,True,market plank route,stepped,snapshot copied to export box,True
862,72,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d72:t10,v34-670198,0,True,glass stair,stepped,snapshot imported into local state,True
865,73,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d73:t1,v34-809281,0,True,market plank route,stepped,snapshot imported into local state,True
868,73,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d73:t4,v34-670374,162,True,glass stair,stepped,snapshot copied to export box,True
871,73,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d73:t7,v34-809465,171,True,market plank route,stepped,snapshot copied to export box,True
874,73,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d73:t10,v34-670374,0,True,glass stair,stepped,snapshot imported into local state,True
877,74,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d74:t1,v34-809465,0,True,market plank route,stepped,snapshot imported into local state,True
880,74,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d74:t4,v34-670550,162,True,glass stair,stepped,snapshot copied to export box,True
883,74,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d74:t7,v34-809649,171,True,market plank route,stepped,snapshot copied to export box,True
886,74,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d74:t10,v34-670550,0,True,glass stair,stepped,snapshot imported into local state,True
889,75,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d75:t1,v34-809649,0,True,market plank route,stepped,snapshot imported into local state,True
892,75,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d75:t4,v34-670726,162,True,glass stair,stepped,snapshot copied to export box,True
895,75,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d75:t7,v34-809833,171,True,market plank route,stepped,snapshot copied to export box,True
898,75,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d75:t10,v34-670726,0,True,glass stair,stepped,snapshot imported into local state,True
901,76,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d76:t1,v34-809833,0,True,market plank route,stepped,snapshot imported into local state,True
904,76,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d76:t4,v34-669317,162,True,glass stair,stepped,snapshot copied to export box,True
907,76,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d76:t7,v34-810017,171,True,market plank route,stepped,snapshot copied to export box,True
910,76,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d76:t10,v34-669317,0,True,glass stair,stepped,snapshot imported into local state,True
913,77,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d77:t1,v34-810017,0,True,market plank route,stepped,snapshot imported into local state,True
916,77,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d77:t4,v34-669493,162,True,glass stair,stepped,snapshot copied to export box,True
919,77,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d77:t7,v34-810201,171,True,market plank route,stepped,snapshot copied to export box,True
922,77,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d77:t10,v34-669493,0,True,glass stair,stepped,snapshot imported into local state,True
925,78,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d78:t1,v34-810201,0,True,market plank route,stepped,snapshot imported into local state,True
928,78,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d78:t4,v34-669669,162,True,glass stair,stepped,snapshot copied to export box,True
931,78,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d78:t7,v34-808728,171,True,market plank route,stepped,snapshot copied to export box,True
934,78,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d78:t10,v34-669669,0,True,glass stair,stepped,snapshot imported into local state,True
937,79,orchard_riverbend,paste_import_snapshot,snapshot-paste-box,imported:orchard_riverbend:d79:t1,v34-808728,0,True,market plank route,stepped,snapshot imported into local state,True
940,79,roofward_archive,export_snapshot,snapshot-paste-box,snapshot:roofward_archive:d79:t4,v34-669845,162,True,glass stair,stepped,snapshot copied to export box,True
943,79,orchard_riverbend,export_snapshot,snapshot-paste-box,snapshot:orchard_riverbend:d79:t7,v34-808912,171,True,market plank route,stepped,snapshot copied to export box,True
946,79,roofward_archive,paste_import_snapshot,snapshot-paste-box,imported:roofward_archive:d79:t10,v34-669845,0,True,glass stair,stepped,snapshot imported into local state,True
949,80,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d80:t1,v34-767513,0,True,outer bell path,paused,snapshot imported into local state,True
952,80,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d80:t4,v34-608515,157,True,paper lane,playing,snapshot copied to export box,True
955,80,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d80:t7,v34-767695,171,True,outer bell path,paused,snapshot copied to export box,True
958,80,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d80:t10,v34-608515,0,True,paper lane,playing,snapshot imported into local state,True
961,81,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d81:t1,v34-767695,0,True,outer bell path,paused,snapshot imported into local state,True
964,81,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d81:t4,v34-608688,157,True,paper lane,playing,snapshot copied to export box,True
967,81,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d81:t7,v34-767877,171,True,outer bell path,paused,snapshot copied to export box,True
970,81,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d81:t10,v34-608688,0,True,paper lane,playing,snapshot imported into local state,True
973,82,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d82:t1,v34-788834,0,True,outer bell path,stepped,snapshot imported into local state,True
976,82,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d82:t4,v34-608861,157,True,paper lane,playing,snapshot copied to export box,True
979,82,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d82:t7,v34-789203,172,True,outer bell path,stepped,snapshot copied to export box,True
982,82,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d82:t10,v34-608861,0,True,paper lane,playing,snapshot imported into local state,True
985,83,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d83:t1,v34-834096,0,True,inner repair yard,stepped,snapshot imported into local state,True
988,83,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d83:t4,v34-609034,157,True,paper lane,playing,snapshot copied to export box,True
991,83,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d83:t7,v34-834470,175,True,inner repair yard,stepped,snapshot copied to export box,True
994,83,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d83:t10,v34-609034,0,True,paper lane,playing,snapshot imported into local state,True
997,84,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d84:t1,v34-834470,0,True,inner repair yard,stepped,snapshot imported into local state,True
1000,84,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d84:t4,v34-609207,157,True,paper lane,playing,snapshot copied to export box,True
1003,84,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d84:t7,v34-834655,175,True,inner repair yard,stepped,snapshot copied to export box,True
1006,84,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d84:t10,v34-609207,0,True,paper lane,playing,snapshot imported into local state,True
1009,85,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d85:t1,v34-834655,0,True,inner repair yard,stepped,snapshot imported into local state,True
1012,85,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d85:t4,v34-609497,157,True,paper lane,stepped,snapshot copied to export box,True
1015,85,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d85:t7,v34-834840,175,True,inner repair yard,stepped,snapshot copied to export box,True
1018,85,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d85:t10,v34-609673,0,True,paper lane,stepped,snapshot imported into local state,True
1021,86,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d86:t1,v34-834840,0,True,inner repair yard,stepped,snapshot imported into local state,True
1024,86,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d86:t4,v34-610022,157,True,paper lane,stepped,snapshot copied to export box,True
1027,86,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d86:t7,v34-833359,175,True,inner repair yard,stepped,snapshot copied to export box,True
1030,86,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d86:t10,v34-610022,0,True,paper lane,stepped,snapshot imported into local state,True
1033,87,central_repair_ring,paste_import_snapshot,snapshot-paste-box,imported:central_repair_ring:d87:t1,v34-833359,0,True,inner repair yard,stepped,snapshot imported into local state,True
1036,87,archive_signal,export_snapshot,snapshot-paste-box,snapshot:archive_signal:d87:t4,v34-610195,157,True,paper lane,stepped,snapshot copied to export box,True
1039,87,central_repair_ring,export_snapshot,snapshot-paste-box,snapshot:central_repair_ring:d87:t7,v34-833544,175,True,inner repair yard,stepped,snapshot copied to export box,True
1042,87,archive_signal,paste_import_snapshot,snapshot-paste-box,imported:archive_signal:d87:t10,v34-610195,0,True,paper lane,stepped,snapshot imported into local state,True
