tick_index,agent,rolling_valence,rolling_arousal,rolling_control,rolling_safety,embodied_stress_load,recovery_momentum,affect_memory_charge,dominant_long_mood,private_history_note
1,Ari,0.566599,0.397141,0.687688,0.607617,0.299678,0.227264,0.221136,steady_continuity,private: Ari carries steady_continuity from day 1; stress=0.30; recovery=0.23; charge=0.22
157,Ari,0.730508,0.330947,0.889567,0.762131,0.127022,0.555559,0.029925,settled_after_care,private: Ari carries settled_after_care from day 5; stress=0.13; recovery=0.56; charge=0.03
158,Fay,0.705246,0.340775,0.868063,0.737745,0.16129,0.477795,0.0,steady_continuity,private: Fay carries steady_continuity from day 5; stress=0.16; recovery=0.48; charge=0.00
159,Milo,0.669466,0.376832,0.882199,0.683179,0.211958,0.411331,0.048098,steady_continuity,private: Milo carries steady_continuity from day 5; stress=0.21; recovery=0.41; charge=0.05
160,Sol,0.683489,0.385896,0.875043,0.695854,0.222446,0.443183,0.032791,steady_continuity,private: Sol carries steady_continuity from day 5; stress=0.22; recovery=0.44; charge=0.03
161,Ari,0.677624,0.395481,0.89093,0.682355,0.215626,0.414644,0.019807,steady_continuity,private: Ari carries steady_continuity from day 6; stress=0.22; recovery=0.41; charge=0.02
162,Fay,0.718893,0.348054,0.871773,0.767444,0.138776,0.454565,0.0,steady_continuity,private: Fay carries steady_continuity from day 6; stress=0.14; recovery=0.45; charge=0.00
163,Milo,0.693535,0.379473,0.891414,0.726599,0.167234,0.409369,0.020725,steady_continuity,private: Milo carries steady_continuity from day 6; stress=0.17; recovery=0.41; charge=0.02
164,Sol,0.639772,0.434771,0.870954,0.632508,0.291023,0.338229,0.053553,steady_continuity,private: Sol carries steady_continuity from day 6; stress=0.29; recovery=0.34; charge=0.05
165,Ari,0.632653,0.470006,0.880138,0.620941,0.292458,0.318822,0.044623,steady_continuity,private: Ari carries steady_continuity from day 6; stress=0.29; recovery=0.32; charge=0.04
166,Fay,0.7282,0.374541,0.87463,0.789162,0.12529,0.438768,0.0,steady_continuity,private: Fay carries steady_continuity from day 6; stress=0.13; recovery=0.44; charge=0.00
167,Milo,0.670057,0.403655,0.893149,0.716118,0.181991,0.347235,0.012311,steady_continuity,private: Milo carries steady_continuity from day 6; stress=0.18; recovery=0.35; charge=0.01
168,Sol,0.668224,0.43631,0.884147,0.687012,0.227889,0.359659,0.038109,steady_continuity,private: Sol carries steady_continuity from day 6; stress=0.23; recovery=0.36; charge=0.04
169,Ari,0.660117,0.480784,0.888094,0.676897,0.235136,0.346463,0.032959,steady_continuity,private: Ari carries steady_continuity from day 6; stress=0.24; recovery=0.35; charge=0.03
170,Fay,0.668572,0.471336,0.847223,0.702014,0.243327,0.335226,0.043364,steady_continuity,private: Fay carries steady_continuity from day 6; stress=0.24; recovery=0.34; charge=0.04
171,Milo,0.630496,0.481831,0.892115,0.646823,0.256721,0.272984,0.023668,steady_continuity,private: Milo carries steady_continuity from day 6; stress=0.26; recovery=0.27; charge=0.02
172,Sol,0.68748,0.454819,0.888848,0.727344,0.191744,0.374232,0.025329,steady_continuity,private: Sol carries steady_continuity from day 6; stress=0.19; recovery=0.37; charge=0.03
173,Ari,0.678544,0.486524,0.888504,0.718311,0.203305,0.365259,0.023933,steady_continuity,private: Ari carries steady_continuity from day 6; stress=0.20; recovery=0.37; charge=0.02
174,Fay,0.688912,0.478325,0.860124,0.738667,0.197522,0.357618,0.025908,steady_continuity,private: Fay carries steady_continuity from day 6; stress=0.20; recovery=0.36; charge=0.03
175,Milo,0.595196,0.540203,0.878145,0.593263,0.325454,0.222493,0.062554,steady_continuity,private: Milo carries steady_continuity from day 6; stress=0.33; recovery=0.22; charge=0.06
176,Sol,0.700506,0.470031,0.89033,0.757026,0.171032,0.384142,0.013009,steady_continuity,private: Sol carries steady_continuity from day 6; stress=0.17; recovery=0.38; charge=0.01
177,Ari,0.691022,0.474021,0.887103,0.748805,0.185209,0.37804,0.014334,steady_continuity,private: Ari carries steady_continuity from day 6; stress=0.19; recovery=0.38; charge=0.01
178,Fay,0.679156,0.461728,0.865312,0.729491,0.195654,0.378988,0.016202,steady_continuity,private: Fay carries steady_continuity from day 6; stress=0.20; recovery=0.38; charge=0.02
179,Milo,0.646749,0.500162,0.88576,0.661498,0.245419,0.347903,0.049034,steady_continuity,private: Milo carries steady_continuity from day 6; stress=0.25; recovery=0.35; charge=0.05
180,Sol,0.643805,0.529799,0.862531,0.675848,0.283557,0.298081,0.063312,steady_continuity,private: Sol carries steady_continuity from day 6; stress=0.28; recovery=0.30; charge=0.06
181,Ari,0.633939,0.507361,0.85726,0.668237,0.299397,0.293931,0.066759,steady_continuity,private: Ari carries steady_continuity from day 6; stress=0.30; recovery=0.29; charge=0.07
182,Fay,0.652871,0.47764,0.869278,0.662618,0.251882,0.36152,0.017115,steady_continuity,private: Fay carries steady_continuity from day 6; stress=0.25; recovery=0.36; charge=0.02
183,Milo,0.669277,0.460819,0.885793,0.707171,0.208631,0.366238,0.038029,steady_continuity,private: Milo carries steady_continuity from day 6; stress=0.21; recovery=0.37; charge=0.04
184,Sol,0.683076,0.480548,0.876732,0.72337,0.217223,0.399303,0.040857,steady_continuity,private: Sol carries steady_continuity from day 6; stress=0.22; recovery=0.40; charge=0.04
185,Ari,0.688985,0.414401,0.873058,0.726657,0.205138,0.433427,0.038735,steady_continuity,private: Ari carries steady_continuity from day 6; stress=0.21; recovery=0.43; charge=0.04
186,Fay,0.635587,0.450796,0.862475,0.620642,0.280095,0.341469,0.038782,steady_continuity,private: Fay carries steady_continuity from day 6; stress=0.28; recovery=0.34; charge=0.04
187,Milo,0.722892,0.369857,0.889349,0.763827,0.141869,0.516299,0.005371,steady_continuity,private: Milo carries steady_continuity from day 6; stress=0.14; recovery=0.52; charge=0.01
188,Sol,0.680641,0.396641,0.886022,0.726707,0.186303,0.401728,0.023994,steady_continuity,private: Sol carries steady_continuity from day 6; stress=0.19; recovery=0.40; charge=0.02
189,Ari,0.685068,0.347039,0.88175,0.729172,0.178102,0.424929,0.018868,steady_continuity,private: Ari carries steady_continuity from day 6; stress=0.18; recovery=0.42; charge=0.02
190,Fay,0.691832,0.371977,0.874106,0.692348,0.190464,0.465753,0.010374,steady_continuity,private: Fay carries steady_continuity from day 6; stress=0.19; recovery=0.47; charge=0.01
191,Milo,0.682944,0.379575,0.862006,0.695789,0.224441,0.442824,0.036361,steady_continuity,private: Milo carries steady_continuity from day 6; stress=0.22; recovery=0.44; charge=0.04
192,Sol,0.670717,0.379003,0.891195,0.672239,0.218236,0.428482,0.013867,steady_continuity,private: Sol carries steady_continuity from day 6; stress=0.22; recovery=0.43; charge=0.01
193,Ari,0.703986,0.356991,0.887218,0.761027,0.149286,0.418616,0.0,steady_continuity,private: Ari carries steady_continuity from day 7; stress=0.15; recovery=0.42; charge=0.00
194,Fay,0.710309,0.368807,0.882345,0.733476,0.152619,0.446376,0.0,steady_continuity,private: Fay carries steady_continuity from day 7; stress=0.15; recovery=0.45; charge=0.00
195,Milo,0.639388,0.438928,0.858528,0.63246,0.292278,0.337984,0.05657,steady_continuity,private: Milo carries steady_continuity from day 7; stress=0.29; recovery=0.34; charge=0.06
196,Sol,0.693147,0.374535,0.895493,0.718323,0.176883,0.421032,0.0,steady_continuity,private: Sol carries steady_continuity from day 7; stress=0.18; recovery=0.42; charge=0.00
197,Ari,0.717201,0.385026,0.891121,0.78437,0.131742,0.414323,0.0,steady_continuity,private: Ari carries steady_continuity from day 7; stress=0.13; recovery=0.41; charge=0.00
198,Fay,0.682535,0.389904,0.882926,0.721269,0.17247,0.3724,0.0,steady_continuity,private: Fay carries steady_continuity from day 7; stress=0.17; recovery=0.37; charge=0.00
199,Milo,0.667939,0.447232,0.872079,0.686978,0.228736,0.359493,0.040739,steady_continuity,private: Milo carries steady_continuity from day 7; stress=0.23; recovery=0.36; charge=0.04
200,Sol,0.643001,0.455894,0.867694,0.649429,0.277436,0.323166,0.050967,steady_continuity,private: Sol carries steady_continuity from day 7; stress=0.28; recovery=0.32; charge=0.05
201,Ari,0.660129,0.480721,0.862906,0.698428,0.248574,0.318603,0.046968,steady_continuity,private: Ari carries steady_continuity from day 7; stress=0.25; recovery=0.32; charge=0.05
202,Fay,0.639633,0.470531,0.880579,0.65067,0.251127,0.290096,0.012148,steady_continuity,private: Fay carries steady_continuity from day 7; stress=0.25; recovery=0.29; charge=0.01
203,Milo,0.686919,0.465734,0.875618,0.727301,0.193734,0.37412,0.029665,steady_continuity,private: Milo carries steady_continuity from day 7; stress=0.19; recovery=0.37; charge=0.03
204,Sol,0.67078,0.466914,0.881772,0.699773,0.218345,0.349417,0.035746,steady_continuity,private: Sol carries steady_continuity from day 7; stress=0.22; recovery=0.35; charge=0.04
205,Ari,0.682595,0.482863,0.876144,0.735986,0.201055,0.346314,0.030489,steady_continuity,private: Ari carries steady_continuity from day 7; stress=0.20; recovery=0.35; charge=0.03
206,Fay,0.60228,0.535268,0.867556,0.596146,0.320652,0.234129,0.049784,steady_continuity,private: Fay carries steady_continuity from day 7; stress=0.32; recovery=0.23; charge=0.05
207,Milo,0.700092,0.473322,0.877806,0.756978,0.172297,0.384065,0.016562,steady_continuity,private: Milo carries steady_continuity from day 7; stress=0.17; recovery=0.38; charge=0.02
208,Sol,0.649823,0.478321,0.886083,0.694471,0.224397,0.306467,0.035776,steady_continuity,private: Sol carries steady_continuity from day 7; stress=0.22; recovery=0.31; charge=0.04
209,Ari,0.657553,0.4698,0.87941,0.721088,0.215387,0.304358,0.031,steady_continuity,private: Ari carries steady_continuity from day 7; stress=0.22; recovery=0.30; charge=0.03
210,Fay,0.652057,0.503489,0.874815,0.663658,0.242166,0.355816,0.03722,steady_continuity,private: Fay carries steady_continuity from day 7; stress=0.24; recovery=0.36; charge=0.04
211,Milo,0.643348,0.523551,0.84989,0.675791,0.284964,0.298028,0.067084,steady_continuity,private: Milo carries steady_continuity from day 7; stress=0.28; recovery=0.30; charge=0.07
212,Sol,0.612241,0.522991,0.887439,0.629052,0.292798,0.245262,0.051394,steady_continuity,private: Sol carries steady_continuity from day 7; stress=0.29; recovery=0.25; charge=0.05
213,Ari,0.617207,0.489977,0.881246,0.648485,0.288183,0.243827,0.045851,steady_continuity,private: Ari carries steady_continuity from day 7; stress=0.29; recovery=0.24; charge=0.05
214,Fay,0.689997,0.460174,0.8762,0.715181,0.189618,0.438563,0.018285,steady_continuity,private: Fay carries steady_continuity from day 7; stress=0.19; recovery=0.44; charge=0.02
215,Milo,0.682692,0.468077,0.864479,0.723305,0.218274,0.399267,0.044129,steady_continuity,private: Milo carries steady_continuity from day 7; stress=0.22; recovery=0.40; charge=0.04
216,Sol,0.578532,0.54199,0.875749,0.578398,0.356772,0.203642,0.09166,steady_continuity,private: Sol carries steady_continuity from day 7; stress=0.36; recovery=0.20; charge=0.09
217,Ari,0.605837,0.459786,0.874572,0.608425,0.31138,0.261545,0.074014,steady_continuity,private: Ari carries steady_continuity from day 7; stress=0.31; recovery=0.26; charge=0.07
218,Fay,0.738415,0.369628,0.878666,0.769814,0.12894,0.565377,0.0,settled_after_care,private: Fay carries settled_after_care from day 7; stress=0.13; recovery=0.57; charge=0.00
219,Milo,0.680378,0.38724,0.874175,0.726662,0.186922,0.401723,0.026667,steady_continuity,private: Milo carries steady_continuity from day 7; stress=0.19; recovery=0.40; charge=0.03
220,Sol,0.647383,0.440372,0.8884,0.659253,0.244258,0.37203,0.070628,steady_continuity,private: Sol carries steady_continuity from day 7; stress=0.24; recovery=0.37; charge=0.07
221,Ari,0.669519,0.378719,0.887429,0.683185,0.211738,0.411405,0.047817,steady_continuity,private: Ari carries steady_continuity from day 7; stress=0.21; recovery=0.41; charge=0.05
222,Fay,0.695004,0.378623,0.852495,0.70034,0.214096,0.476513,0.025187,steady_continuity,private: Fay carries steady_continuity from day 7; stress=0.21; recovery=0.48; charge=0.03
223,Milo,0.670625,0.371755,0.879937,0.672221,0.218266,0.428558,0.015578,steady_continuity,private: Milo carries steady_continuity from day 7; stress=0.22; recovery=0.43; charge=0.02
224,Sol,0.694983,0.363279,0.894523,0.722958,0.166095,0.453392,0.041243,steady_continuity,private: Sol carries steady_continuity from day 7; stress=0.17; recovery=0.45; charge=0.04
225,Ari,0.693574,0.37851,0.896587,0.726604,0.167085,0.409419,0.020467,steady_continuity,private: Ari carries steady_continuity from day 8; stress=0.17; recovery=0.41; charge=0.02
226,Fay,0.648482,0.431101,0.848596,0.635876,0.285043,0.360893,0.043799,steady_continuity,private: Fay carries steady_continuity from day 8; stress=0.29; recovery=0.36; charge=0.04
227,Milo,0.693003,0.378178,0.883991,0.718305,0.177211,0.421084,0.001394,steady_continuity,private: Milo carries steady_continuity from day 8; stress=0.18; recovery=0.42; charge=0.00
228,Sol,0.67171,0.363078,0.897224,0.713852,0.180588,0.377171,0.028128,steady_continuity,private: Sol carries steady_continuity from day 8; stress=0.18; recovery=0.38; charge=0.03
229,Ari,0.669745,0.401687,0.896879,0.716103,0.183279,0.347269,0.014102,steady_continuity,private: Ari carries steady_continuity from day 8; stress=0.18; recovery=0.35; charge=0.01
230,Fay,0.674764,0.435423,0.861633,0.689543,0.223805,0.375071,0.027941,steady_continuity,private: Fay carries steady_continuity from day 8; stress=0.22; recovery=0.38; charge=0.03
231,Milo,0.643369,0.465569,0.85829,0.649437,0.275713,0.323201,0.049295,steady_continuity,private: Milo carries steady_continuity from day 8; stress=0.28; recovery=0.32; charge=0.05
232,Sol,0.632785,0.433752,0.899023,0.645597,0.253108,0.29334,0.033453,steady_continuity,private: Sol carries steady_continuity from day 8; stress=0.25; recovery=0.29; charge=0.03
233,Ari,0.630058,0.480426,0.895454,0.646784,0.258361,0.273007,0.026274,steady_continuity,private: Ari carries steady_continuity from day 8; stress=0.26; recovery=0.27; charge=0.03
234,Fay,0.692115,0.455376,0.865079,0.729231,0.190079,0.384712,0.017123,steady_continuity,private: Fay carries steady_continuity from day 8; stress=0.19; recovery=0.38; charge=0.02
235,Milo,0.671097,0.476246,0.871991,0.699802,0.217079,0.349441,0.034191,steady_continuity,private: Milo carries steady_continuity from day 8; stress=0.22; recovery=0.35; charge=0.03
236,Sol,0.597658,0.508673,0.885879,0.592809,0.321602,0.236335,0.069674,steady_continuity,private: Sol carries steady_continuity from day 8; stress=0.32; recovery=0.24; charge=0.07
237,Ari,0.594979,0.540385,0.882543,0.593215,0.326023,0.222509,0.063906,steady_continuity,private: Ari carries steady_continuity from day 8; stress=0.33; recovery=0.22; charge=0.06
238,Fay,0.704051,0.469455,0.867111,0.758435,0.169581,0.391268,0.00481,steady_continuity,private: Fay carries steady_continuity from day 8; stress=0.17; recovery=0.39; charge=0.00
239,Milo,0.650259,0.480182,0.876652,0.694522,0.222811,0.306484,0.033445,steady_continuity,private: Milo carries steady_continuity from day 8; stress=0.22; recovery=0.31; charge=0.03
240,Sol,0.632787,0.508627,0.893335,0.655233,0.257412,0.290372,0.062256,steady_continuity,private: Sol carries steady_continuity from day 8; stress=0.26; recovery=0.29; charge=0.06
241,Ari,0.64655,0.502696,0.890289,0.661444,0.245887,0.347914,0.050216,steady_continuity,private: Ari carries steady_continuity from day 8; stress=0.25; recovery=0.35; charge=0.05
242,Fay,0.663291,0.518209,0.841363,0.683296,0.265404,0.369871,0.046228,steady_continuity,private: Fay carries steady_continuity from day 8; stress=0.27; recovery=0.37; charge=0.05
243,Milo,0.612707,0.51527,0.87798,0.629125,0.291258,0.245273,0.04882,steady_continuity,private: Milo carries steady_continuity from day 8; stress=0.29; recovery=0.25; charge=0.05
244,Sol,0.6571,0.49642,0.893931,0.701506,0.220353,0.327117,0.053543,steady_continuity,private: Sol carries steady_continuity from day 8; stress=0.22; recovery=0.33; charge=0.05
245,Ari,0.669162,0.46447,0.89071,0.707116,0.208744,0.366245,0.038645,steady_continuity,private: Ari carries steady_continuity from day 8; stress=0.21; recovery=0.37; charge=0.04
246,Fay,0.700458,0.468614,0.856547,0.730397,0.198607,0.44812,0.019376,steady_continuity,private: Fay carries steady_continuity from day 8; stress=0.20; recovery=0.45; charge=0.02
247,Milo,0.579162,0.527975,0.866817,0.578499,0.354702,0.20365,0.088098,steady_continuity,private: Milo carries steady_continuity from day 8; stress=0.35; recovery=0.20; charge=0.09
248,Sol,0.674266,0.467007,0.893739,0.735665,0.197615,0.352104,0.04098,steady_continuity,private: Sol carries steady_continuity from day 8; stress=0.20; recovery=0.35; charge=0.04
249,Ari,0.722809,0.372554,0.894367,0.763789,0.141946,0.51632,0.005784,steady_continuity,private: Ari carries steady_continuity from day 8; stress=0.14; recovery=0.52; charge=0.01
250,Fay,0.693467,0.388081,0.864381,0.731947,0.174423,0.434765,0.00232,steady_continuity,private: Fay carries steady_continuity from day 8; stress=0.17; recovery=0.43; charge=0.00
251,Milo,0.647945,0.429861,0.878997,0.659375,0.242649,0.372036,0.067463,steady_continuity,private: Milo carries steady_continuity from day 8; stress=0.24; recovery=0.37; charge=0.07
252,Sol,0.643278,0.451793,0.867444,0.672873,0.269093,0.331432,0.081206,steady_continuity,private: Sol carries steady_continuity from day 8; stress=0.27; recovery=0.33; charge=0.08
253,Ari,0.682917,0.381532,0.867144,0.695765,0.224364,0.442865,0.036522,steady_continuity,private: Ari carries steady_continuity from day 8; stress=0.22; recovery=0.44; charge=0.04
254,Fay,0.680608,0.372077,0.870188,0.676209,0.209151,0.451152,0.0,steady_continuity,private: Fay carries steady_continuity from day 8; stress=0.21; recovery=0.45; charge=0.00
255,Milo,0.695383,0.355704,0.884128,0.723025,0.165001,0.453271,0.039277,steady_continuity,private: Milo carries steady_continuity from day 8; stress=0.17; recovery=0.45; charge=0.04
256,Sol,0.697601,0.372725,0.883583,0.731521,0.182984,0.458928,0.045296,steady_continuity,private: Sol carries steady_continuity from day 8; stress=0.18; recovery=0.46; charge=0.05
257,Ari,0.639157,0.438394,0.862772,0.63243,0.29308,0.338012,0.057937,steady_continuity,private: Ari carries steady_continuity from day 9; stress=0.29; recovery=0.34; charge=0.06
258,Fay,0.700423,0.371514,0.873405,0.721292,0.171283,0.436448,0.0,steady_continuity,private: Fay carries steady_continuity from day 9; stress=0.17; recovery=0.44; charge=0.00
259,Milo,0.672276,0.365861,0.887767,0.713917,0.178761,0.377088,0.024832,steady_continuity,private: Milo carries steady_continuity from day 9; stress=0.18; recovery=0.38; charge=0.02
260,Sol,0.714635,0.367451,0.895202,0.762856,0.147532,0.441735,0.012601,steady_continuity,private: Sol carries steady_continuity from day 9; stress=0.15; recovery=0.44; charge=0.01
261,Ari,0.667744,0.444984,0.8765,0.686945,0.229331,0.359512,0.04195,steady_continuity,private: Ari carries steady_continuity from day 9; stress=0.23; recovery=0.36; charge=0.04
262,Fay,0.648569,0.455281,0.845881,0.651655,0.273153,0.333648,0.048689,steady_continuity,private: Fay carries steady_continuity from day 9; stress=0.27; recovery=0.33; charge=0.05
263,Milo,0.633005,0.444046,0.888248,0.645648,0.252744,0.293284,0.031923,steady_continuity,private: Milo carries steady_continuity from day 9; stress=0.25; recovery=0.29; charge=0.03
264,Sol,0.725105,0.387241,0.897808,0.785798,0.131119,0.430044,0.0,steady_continuity,private: Sol carries steady_continuity from day 9; stress=0.13; recovery=0.43; charge=0.00
265,Ari,0.686805,0.463711,0.880396,0.727267,0.193966,0.374132,0.030405,steady_continuity,private: Ari carries steady_continuity from day 9; stress=0.19; recovery=0.37; charge=0.03
266,Fay,0.674954,0.467182,0.859662,0.701442,0.215438,0.356545,0.032765,steady_continuity,private: Fay carries steady_continuity from day 9; stress=0.22; recovery=0.36; charge=0.03
267,Milo,0.59794,0.518287,0.875512,0.592855,0.320887,0.236297,0.067705,steady_continuity,private: Milo carries steady_continuity from day 9; stress=0.32; recovery=0.24; charge=0.07
268,Sol,0.732006,0.417225,0.899702,0.802452,0.121896,0.422094,0.0,steady_continuity,private: Sol carries steady_continuity from day 9; stress=0.12; recovery=0.42; charge=0.00
269,Ari,0.69993,0.473426,0.882383,0.756942,0.172737,0.384074,0.017558,steady_continuity,private: Ari carries steady_continuity from day 9; stress=0.17; recovery=0.38; charge=0.02
270,Fay,0.653092,0.47743,0.864321,0.695729,0.221855,0.311314,0.031734,steady_continuity,private: Fay carries steady_continuity from day 9; stress=0.22; recovery=0.31; charge=0.03
271,Milo,0.633014,0.510989,0.882818,0.655275,0.256891,0.290346,0.060557,steady_continuity,private: Milo carries steady_continuity from day 9; stress=0.26; recovery=0.29; charge=0.06
272,Sol,0.670578,0.503111,0.871569,0.711509,0.242824,0.323888,0.044081,steady_continuity,private: Sol carries steady_continuity from day 9; stress=0.24; recovery=0.32; charge=0.04
273,Ari,0.643019,0.526351,0.853805,0.675742,0.286065,0.298034,0.069049,steady_continuity,private: Ari carries steady_continuity from day 9; stress=0.29; recovery=0.30; charge=0.07
274,Fay,0.631554,0.511133,0.867421,0.6364,0.273804,0.315502,0.037748,steady_continuity,private: Fay carries steady_continuity from day 9; stress=0.27; recovery=0.32; charge=0.04
275,Milo,0.656895,0.489943,0.881705,0.701525,0.221548,0.327099,0.05439,steady_continuity,private: Milo carries steady_continuity from day 9; stress=0.22; recovery=0.33; charge=0.05
276,Sol,0.706211,0.479835,0.885101,0.751706,0.182601,0.416852,0.01864,steady_continuity,private: Sol carries steady_continuity from day 9; stress=0.18; recovery=0.42; charge=0.02
277,Ari,0.682404,0.472056,0.868644,0.723246,0.219117,0.399271,0.045868,steady_continuity,private: Ari carries steady_continuity from day 9; stress=0.22; recovery=0.40; charge=0.05
278,Fay,0.612664,0.520565,0.858511,0.591762,0.320264,0.318349,0.063287,steady_continuity,private: Fay carries steady_continuity from day 9; stress=0.32; recovery=0.32; charge=0.06
279,Milo,0.673941,0.454618,0.881208,0.735659,0.199079,0.352092,0.042662,steady_continuity,private: Milo carries steady_continuity from day 9; stress=0.20; recovery=0.35; charge=0.04
280,Sol,0.677426,0.451789,0.889892,0.733855,0.197367,0.352323,0.012309,steady_continuity,private: Sol carries steady_continuity from day 9; stress=0.20; recovery=0.35; charge=0.01
281,Ari,0.679838,0.390829,0.877384,0.726571,0.188699,0.401481,0.029918,steady_continuity,private: Ari carries steady_continuity from day 9; stress=0.19; recovery=0.40; charge=0.03
282,Fay,0.67464,0.424304,0.871133,0.670688,0.21778,0.450031,0.035836,steady_continuity,private: Fay carries steady_continuity from day 9; stress=0.22; recovery=0.45; charge=0.04
283,Milo,0.643164,0.442232,0.855807,0.672882,0.269587,0.331533,0.081965,steady_continuity,private: Milo carries steady_continuity from day 9; stress=0.27; recovery=0.33; charge=0.08
284,Sol,0.668762,0.419513,0.895737,0.677667,0.224064,0.395231,0.006065,steady_continuity,private: Sol carries steady_continuity from day 9; stress=0.22; recovery=0.40; charge=0.01
285,Ari,0.670637,0.373669,0.885092,0.672214,0.217925,0.428709,0.016219,steady_continuity,private: Ari carries steady_continuity from day 9; stress=0.22; recovery=0.43; charge=0.02
286,Fay,0.715398,0.351634,0.875041,0.731501,0.14809,0.506268,0.005781,steady_continuity,private: Fay carries steady_continuity from day 9; stress=0.15; recovery=0.51; charge=0.01
287,Milo,0.697515,0.365554,0.872105,0.731527,0.183319,0.458996,0.045963,steady_continuity,private: Milo carries steady_continuity from day 9; stress=0.18; recovery=0.46; charge=0.05
288,Sol,0.647258,0.407663,0.887178,0.631892,0.2621,0.364206,0.026185,steady_continuity,private: Sol carries steady_continuity from day 9; stress=0.26; recovery=0.36; charge=0.03
289,Ari,0.693146,0.376994,0.889655,0.718307,0.176435,0.421186,0.001095,steady_continuity,private: Ari carries steady_continuity from day 10; stress=0.18; recovery=0.42; charge=0.00
290,Fay,0.687029,0.356246,0.876897,0.72026,0.168309,0.413126,0.0,steady_continuity,private: Fay carries steady_continuity from day 10; stress=0.17; recovery=0.41; charge=0.00
291,Milo,0.714571,0.371015,0.883844,0.762861,0.14776,0.441782,0.01318,steady_continuity,private: Milo carries steady_continuity from day 10; stress=0.15; recovery=0.44; charge=0.01
292,Sol,0.609792,0.459142,0.862587,0.58517,0.332392,0.284524,0.082955,steady_continuity,private: Sol carries steady_continuity from day 10; stress=0.33; recovery=0.28; charge=0.08
293,Ari,0.643411,0.462957,0.863472,0.649442,0.275475,0.32327,0.049434,steady_continuity,private: Ari carries steady_continuity from day 10; stress=0.28; recovery=0.32; charge=0.05
294,Fay,0.644173,0.430681,0.877609,0.650398,0.245173,0.31779,0.007183,steady_continuity,private: Fay carries steady_continuity from day 10; stress=0.25; recovery=0.32; charge=0.01
295,Milo,0.725312,0.397262,0.887583,0.785815,0.130237,0.430075,0.0,steady_continuity,private: Milo carries steady_continuity from day 10; stress=0.13; recovery=0.43; charge=0.00
296,Sol,0.646956,0.453985,0.878506,0.652143,0.253262,0.32314,0.069463,steady_continuity,private: Sol carries steady_continuity from day 10; stress=0.25; recovery=0.32; charge=0.07
297,Ari,0.671135,0.474035,0.877131,0.699808,0.216904,0.349488,0.034279,steady_continuity,private: Ari carries steady_continuity from day 10; stress=0.22; recovery=0.35; charge=0.03
298,Fay,0.606613,0.506342,0.865796,0.596427,0.314508,0.252961,0.043004,steady_continuity,private: Fay carries steady_continuity from day 10; stress=0.31; recovery=0.25; charge=0.04
299,Milo,0.73219,0.426819,0.88931,0.802479,0.121223,0.422115,0.0,steady_continuity,private: Milo carries steady_continuity from day 10; stress=0.12; recovery=0.42; charge=0.00
300,Sol,0.633083,0.467853,0.884382,0.659314,0.245503,0.288599,0.068048,steady_continuity,private: Sol carries steady_continuity from day 10; stress=0.25; recovery=0.29; charge=0.07
301,Ari,0.650059,0.480443,0.880808,0.694517,0.223625,0.306516,0.034874,steady_continuity,private: Ari carries steady_continuity from day 10; stress=0.22; recovery=0.31; charge=0.03
302,Fay,0.639538,0.506019,0.872541,0.657964,0.25251,0.301678,0.038352,steady_continuity,private: Fay carries steady_continuity from day 10; stress=0.25; recovery=0.30; charge=0.04
303,Milo,0.670532,0.505833,0.860174,0.711531,0.243166,0.323902,0.045263,steady_continuity,private: Milo carries steady_continuity from day 10; stress=0.24; recovery=0.32; charge=0.05
304,Sol,0.601109,0.528611,0.888103,0.603269,0.303323,0.233112,0.078957,steady_continuity,private: Sol carries steady_continuity from day 10; stress=0.30; recovery=0.23; charge=0.08
305,Ari,0.612722,0.517527,0.883082,0.629122,0.291113,0.245295,0.049004,steady_continuity,private: Ari carries steady_continuity from day 10; stress=0.29; recovery=0.25; charge=0.05
306,Fay,0.678677,0.483926,0.873141,0.709951,0.201203,0.401749,0.024936,steady_continuity,private: Fay carries steady_continuity from day 10; stress=0.20; recovery=0.40; charge=0.02
307,Milo,0.706181,0.472933,0.873807,0.751725,0.182822,0.416862,0.019649,steady_continuity,private: Milo carries steady_continuity from day 10; stress=0.18; recovery=0.42; charge=0.02
308,Sol,0.571595,0.565945,0.878018,0.559661,0.360206,0.19538,0.114247,steady_continuity,private: Sol carries steady_continuity from day 10; stress=0.36; recovery=0.20; charge=0.11
309,Ari,0.578926,0.531971,0.87088,0.578484,0.355608,0.203664,0.089701,steady_continuity,private: Ari carries steady_continuity from day 10; stress=0.36; recovery=0.20; charge=0.09
310,Fay,0.709744,0.445717,0.874538,0.749825,0.162405,0.469797,0.00187,steady_continuity,private: Fay carries steady_continuity from day 10; stress=0.16; recovery=0.47; charge=0.00
311,Milo,0.677502,0.438636,0.879057,0.733877,0.197127,0.35233,0.012611,steady_continuity,private: Milo carries steady_continuity from day 10; stress=0.20; recovery=0.35; charge=0.01
312,Sol,0.627249,0.508486,0.887478,0.63536,0.273128,0.329466,0.097385,steady_continuity,private: Sol carries steady_continuity from day 10; stress=0.27; recovery=0.33; charge=0.10
313,Ari,0.647742,0.432858,0.883282,0.65935,0.243323,0.372046,0.068879,steady_continuity,private: Ari carries steady_continuity from day 10; stress=0.24; recovery=0.37; charge=0.07
