tick,day,snapshot_id,scene_id,storage_key,stores_reaction_memory,stores_consequence_schedule,stores_request_queue,stores_access_gates,stores_inventory_owners,stores_replay_cursor,snapshot_integrity
208,14,v23-snapshot-0208,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
209,14,v23-snapshot-0209,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
210,14,v23-snapshot-0210,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
211,14,v23-snapshot-0211,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
212,14,v23-snapshot-0212,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
213,14,v23-snapshot-0213,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
214,14,v23-snapshot-0214,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,0,1,1,1,1,1,0.833333
215,14,v23-snapshot-0215,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
216,14,v23-snapshot-0216,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
217,14,v23-snapshot-0217,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
218,14,v23-snapshot-0218,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
219,14,v23-snapshot-0219,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
220,14,v23-snapshot-0220,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
221,14,v23-snapshot-0221,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
222,14,v23-snapshot-0222,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
223,14,v23-snapshot-0223,v23-scene-d14,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
224,15,v23-snapshot-0224,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
225,15,v23-snapshot-0225,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
226,15,v23-snapshot-0226,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,0,1,1,0.833333
227,15,v23-snapshot-0227,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
228,15,v23-snapshot-0228,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
229,15,v23-snapshot-0229,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,0,0,1,1,0,0.5
230,15,v23-snapshot-0230,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
231,15,v23-snapshot-0231,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
232,15,v23-snapshot-0232,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
233,15,v23-snapshot-0233,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
234,15,v23-snapshot-0234,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
235,15,v23-snapshot-0235,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
236,15,v23-snapshot-0236,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
237,15,v23-snapshot-0237,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
238,15,v23-snapshot-0238,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
239,15,v23-snapshot-0239,v23-scene-d15,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
240,16,v23-snapshot-0240,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
241,16,v23-snapshot-0241,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
242,16,v23-snapshot-0242,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
243,16,v23-snapshot-0243,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
244,16,v23-snapshot-0244,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
245,16,v23-snapshot-0245,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
246,16,v23-snapshot-0246,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
247,16,v23-snapshot-0247,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
248,16,v23-snapshot-0248,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
249,16,v23-snapshot-0249,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
250,16,v23-snapshot-0250,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,0,1,0.833333
251,16,v23-snapshot-0251,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
252,16,v23-snapshot-0252,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
253,16,v23-snapshot-0253,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
254,16,v23-snapshot-0254,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
255,16,v23-snapshot-0255,v23-scene-d16,ssrm_browser_world_v23_object_dialogue_request_consequence,0,1,1,1,1,1,0.833333
256,17,v23-snapshot-0256,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
257,17,v23-snapshot-0257,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
258,17,v23-snapshot-0258,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
259,17,v23-snapshot-0259,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
260,17,v23-snapshot-0260,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
261,17,v23-snapshot-0261,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
262,17,v23-snapshot-0262,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
263,17,v23-snapshot-0263,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
264,17,v23-snapshot-0264,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
265,17,v23-snapshot-0265,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
266,17,v23-snapshot-0266,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,0,1,1,1,1,0.833333
267,17,v23-snapshot-0267,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
268,17,v23-snapshot-0268,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
269,17,v23-snapshot-0269,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,0,1,1,0.833333
270,17,v23-snapshot-0270,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
271,17,v23-snapshot-0271,v23-scene-d17,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
272,18,v23-snapshot-0272,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
273,18,v23-snapshot-0273,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
274,18,v23-snapshot-0274,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
275,18,v23-snapshot-0275,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
276,18,v23-snapshot-0276,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
277,18,v23-snapshot-0277,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
278,18,v23-snapshot-0278,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
279,18,v23-snapshot-0279,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
280,18,v23-snapshot-0280,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
281,18,v23-snapshot-0281,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
282,18,v23-snapshot-0282,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,0,0.833333
283,18,v23-snapshot-0283,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
284,18,v23-snapshot-0284,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
285,18,v23-snapshot-0285,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
286,18,v23-snapshot-0286,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
287,18,v23-snapshot-0287,v23-scene-d18,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
288,19,v23-snapshot-0288,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
289,19,v23-snapshot-0289,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
290,19,v23-snapshot-0290,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
291,19,v23-snapshot-0291,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
292,19,v23-snapshot-0292,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
293,19,v23-snapshot-0293,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
294,19,v23-snapshot-0294,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
295,19,v23-snapshot-0295,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
296,19,v23-snapshot-0296,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,0,1,1,1,1,1,0.833333
297,19,v23-snapshot-0297,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,0,1,0.666667
298,19,v23-snapshot-0298,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
299,19,v23-snapshot-0299,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
300,19,v23-snapshot-0300,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
301,19,v23-snapshot-0301,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
302,19,v23-snapshot-0302,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
303,19,v23-snapshot-0303,v23-scene-d19,ssrm_browser_world_v23_object_dialogue_request_consequence,1,0,1,1,1,1,0.833333
304,20,v23-snapshot-0304,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
305,20,v23-snapshot-0305,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
306,20,v23-snapshot-0306,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
307,20,v23-snapshot-0307,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
308,20,v23-snapshot-0308,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
309,20,v23-snapshot-0309,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
310,20,v23-snapshot-0310,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
311,20,v23-snapshot-0311,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
312,20,v23-snapshot-0312,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,0,1,1,0.833333
313,20,v23-snapshot-0313,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
314,20,v23-snapshot-0314,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
315,20,v23-snapshot-0315,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
316,20,v23-snapshot-0316,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
317,20,v23-snapshot-0317,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
318,20,v23-snapshot-0318,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
319,20,v23-snapshot-0319,v23-scene-d20,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
320,21,v23-snapshot-0320,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
321,21,v23-snapshot-0321,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
322,21,v23-snapshot-0322,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
323,21,v23-snapshot-0323,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
324,21,v23-snapshot-0324,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
325,21,v23-snapshot-0325,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
326,21,v23-snapshot-0326,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
327,21,v23-snapshot-0327,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
328,21,v23-snapshot-0328,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
329,21,v23-snapshot-0329,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
330,21,v23-snapshot-0330,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
331,21,v23-snapshot-0331,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
332,21,v23-snapshot-0332,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
333,21,v23-snapshot-0333,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
334,21,v23-snapshot-0334,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
335,21,v23-snapshot-0335,v23-scene-d21,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,0,0.833333
336,22,v23-snapshot-0336,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
337,22,v23-snapshot-0337,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,0,1,1,1,1,1,0.833333
338,22,v23-snapshot-0338,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
339,22,v23-snapshot-0339,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
340,22,v23-snapshot-0340,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,0,1,1,1,1,0.833333
341,22,v23-snapshot-0341,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
342,22,v23-snapshot-0342,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
343,22,v23-snapshot-0343,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
344,22,v23-snapshot-0344,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,0,1,0.833333
345,22,v23-snapshot-0345,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
346,22,v23-snapshot-0346,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
347,22,v23-snapshot-0347,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
348,22,v23-snapshot-0348,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
349,22,v23-snapshot-0349,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
350,22,v23-snapshot-0350,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
351,22,v23-snapshot-0351,v23-scene-d22,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
352,23,v23-snapshot-0352,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
353,23,v23-snapshot-0353,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
354,23,v23-snapshot-0354,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
355,23,v23-snapshot-0355,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,0,1,1,0.833333
356,23,v23-snapshot-0356,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
357,23,v23-snapshot-0357,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
358,23,v23-snapshot-0358,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
359,23,v23-snapshot-0359,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
360,23,v23-snapshot-0360,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
361,23,v23-snapshot-0361,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
362,23,v23-snapshot-0362,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
363,23,v23-snapshot-0363,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
364,23,v23-snapshot-0364,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
365,23,v23-snapshot-0365,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
366,23,v23-snapshot-0366,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
367,23,v23-snapshot-0367,v23-scene-d23,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
368,24,v23-snapshot-0368,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
369,24,v23-snapshot-0369,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
370,24,v23-snapshot-0370,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
371,24,v23-snapshot-0371,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
372,24,v23-snapshot-0372,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
373,24,v23-snapshot-0373,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
374,24,v23-snapshot-0374,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
375,24,v23-snapshot-0375,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
376,24,v23-snapshot-0376,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
377,24,v23-snapshot-0377,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,0,0,1,1,1,0.666667
378,24,v23-snapshot-0378,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,0,1,1,1,1,1,0.833333
379,24,v23-snapshot-0379,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
380,24,v23-snapshot-0380,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
381,24,v23-snapshot-0381,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
382,24,v23-snapshot-0382,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
383,24,v23-snapshot-0383,v23-scene-d24,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
384,25,v23-snapshot-0384,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
385,25,v23-snapshot-0385,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
386,25,v23-snapshot-0386,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
387,25,v23-snapshot-0387,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
388,25,v23-snapshot-0388,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,0,0.833333
389,25,v23-snapshot-0389,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
390,25,v23-snapshot-0390,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
391,25,v23-snapshot-0391,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,0,1,0.833333
392,25,v23-snapshot-0392,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
393,25,v23-snapshot-0393,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
394,25,v23-snapshot-0394,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
395,25,v23-snapshot-0395,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
396,25,v23-snapshot-0396,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
397,25,v23-snapshot-0397,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
398,25,v23-snapshot-0398,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,0,1,1,0.833333
399,25,v23-snapshot-0399,v23-scene-d25,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
400,26,v23-snapshot-0400,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
401,26,v23-snapshot-0401,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
402,26,v23-snapshot-0402,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
403,26,v23-snapshot-0403,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
404,26,v23-snapshot-0404,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
405,26,v23-snapshot-0405,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
406,26,v23-snapshot-0406,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
407,26,v23-snapshot-0407,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
408,26,v23-snapshot-0408,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,0,1,1,1,0.833333
409,26,v23-snapshot-0409,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
410,26,v23-snapshot-0410,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
411,26,v23-snapshot-0411,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
412,26,v23-snapshot-0412,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
413,26,v23-snapshot-0413,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
414,26,v23-snapshot-0414,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,0,1,1,1,1,0.833333
415,26,v23-snapshot-0415,v23-scene-d26,ssrm_browser_world_v23_object_dialogue_request_consequence,1,1,1,1,1,1,1.0
