tick_id,day,route_id,branch_a,branch_b,active_branch_before,merge_attempted,merge_success,rollback_available,rollback_taken,active_branch_after,conflict_reason,merge_ui_visible
298,22,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
299,22,archive_signal,paper lane,stone kiosk path,paper lane,False,False,True,True,paper lane,none,False
300,22,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
301,22,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
302,22,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
303,22,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
304,22,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
305,22,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
306,22,signal_orchard,dusk road,river lantern loop,river lantern loop,True,False,False,False,river lantern loop,agent route priorities conflict,True
307,22,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
308,23,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
309,23,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
310,23,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
311,23,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
312,23,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
313,23,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
314,23,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,True,False,False,outer bell path,none,True
315,23,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
316,23,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
317,23,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
318,23,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
319,23,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
320,23,central_repair_ring,inner repair yard,outer bell path,outer bell path,True,True,False,False,inner repair yard,none,True
321,23,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
322,24,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
323,24,signal_orchard,dusk road,river lantern loop,river lantern loop,True,False,False,False,river lantern loop,agent route priorities conflict,True
324,24,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
325,24,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
326,24,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
327,24,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
328,24,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
329,24,signal_orchard,dusk road,river lantern loop,river lantern loop,False,False,False,False,river lantern loop,none,False
330,24,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
331,24,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
332,24,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
333,24,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
334,24,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
335,24,signal_orchard,dusk road,river lantern loop,river lantern loop,False,False,False,False,river lantern loop,none,False
336,25,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
337,25,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
338,25,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
339,25,roofward_archive,glass stair,cool archive lane,glass stair,False,False,True,True,glass stair,none,False
340,25,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
341,25,signal_orchard,dusk road,river lantern loop,river lantern loop,False,False,False,False,river lantern loop,none,False
342,25,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
343,25,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
344,25,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
345,25,roofward_archive,glass stair,cool archive lane,glass stair,False,False,True,True,glass stair,none,False
346,25,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
347,25,signal_orchard,dusk road,river lantern loop,river lantern loop,False,False,False,False,river lantern loop,none,False
348,25,orchard_riverbend,fen track,market plank route,market plank route,False,False,False,False,market plank route,none,False
349,25,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
350,26,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
351,26,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
352,26,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
353,26,signal_orchard,dusk road,river lantern loop,river lantern loop,False,False,False,False,river lantern loop,none,False
354,26,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
355,26,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
356,26,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
357,26,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
358,26,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
359,26,signal_orchard,dusk road,river lantern loop,river lantern loop,False,False,False,False,river lantern loop,none,False
360,26,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
361,26,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
362,26,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
363,26,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
364,27,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
365,27,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
366,27,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
367,27,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,True,True,inner repair yard,none,False
368,27,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
369,27,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
370,27,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
371,27,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
372,27,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
373,27,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,True,True,inner repair yard,none,False
374,27,riverbend_roofward,river ford,orchard ridge detour,river ford,True,False,False,False,river ford,agent route priorities conflict,True
375,27,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
376,27,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
377,27,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
378,28,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
379,28,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
380,28,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
381,28,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
382,28,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
383,28,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
384,28,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
385,28,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
386,28,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
387,28,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
388,28,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
389,28,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
390,28,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
391,28,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
392,29,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
393,29,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
394,29,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
395,29,signal_orchard,dusk road,river lantern loop,dusk road,False,False,True,True,dusk road,none,False
396,29,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
397,29,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
398,29,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
399,29,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
400,29,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
401,29,signal_orchard,dusk road,river lantern loop,dusk road,False,False,True,True,dusk road,none,False
402,29,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
403,29,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
404,29,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
405,29,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
406,30,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
407,30,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
408,30,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,False,False,False,inner repair yard,agent route priorities conflict,True
409,30,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
410,30,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
411,30,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
412,30,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
413,30,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
414,30,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
415,30,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
416,30,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
417,30,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
418,30,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
419,30,orchard_riverbend,fen track,market plank route,fen track,False,False,True,True,fen track,none,False
420,31,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
421,31,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
422,31,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
423,31,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
424,31,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
425,31,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
426,31,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,True,False,False,outer bell path,none,True
427,31,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
428,31,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
429,31,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
430,31,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
431,31,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
432,31,central_repair_ring,inner repair yard,outer bell path,outer bell path,True,True,False,False,inner repair yard,none,True
433,31,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
434,32,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
435,32,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
436,32,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
437,32,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
438,32,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
439,32,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
440,32,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
441,32,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
442,32,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
443,32,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
444,32,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,True,False,False,outer bell path,none,True
445,32,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
446,32,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
447,32,archive_signal,paper lane,stone kiosk path,paper lane,False,False,True,True,paper lane,none,False
448,33,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
449,33,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
450,33,central_repair_ring,inner repair yard,outer bell path,outer bell path,True,True,False,False,inner repair yard,none,True
451,33,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
452,33,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
453,33,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
454,33,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
455,33,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
456,33,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
457,33,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
458,33,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
459,33,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
460,33,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
461,33,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
462,34,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
463,34,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
464,34,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
465,34,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
466,34,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
467,34,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
468,34,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,True,False,False,outer bell path,none,True
469,34,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
470,34,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
471,34,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
472,34,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
473,34,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
474,34,central_repair_ring,inner repair yard,outer bell path,outer bell path,True,True,False,False,inner repair yard,none,True
475,34,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,True,False,river ford,none,False
476,35,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
477,35,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
478,35,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
479,35,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
480,35,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
481,35,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
482,35,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
483,35,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
484,35,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
485,35,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
486,35,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,True,False,False,outer bell path,none,True
487,35,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
488,35,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
489,35,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
490,36,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
491,36,central_repair_ring,inner repair yard,outer bell path,outer bell path,True,True,False,False,inner repair yard,none,True
492,36,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
493,36,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
494,36,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
495,36,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
496,36,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
497,36,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
498,36,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
499,36,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
500,36,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
501,36,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
502,36,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
503,36,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
504,37,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
505,37,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
506,37,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
507,37,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
508,37,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
509,37,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,True,True,inner repair yard,none,False
510,37,riverbend_roofward,river ford,orchard ridge detour,river ford,True,False,False,False,river ford,agent route priorities conflict,True
511,37,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
512,37,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
513,37,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
514,37,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
515,37,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
516,37,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
517,37,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
518,38,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
519,38,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
520,38,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
521,38,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
522,38,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
523,38,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
524,38,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
525,38,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
526,38,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
527,38,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
528,38,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
529,38,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
530,38,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
531,38,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
532,39,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
533,39,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
534,39,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
535,39,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
536,39,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
537,39,signal_orchard,dusk road,river lantern loop,dusk road,False,False,True,True,dusk road,none,False
538,39,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
539,39,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
540,39,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
541,39,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
542,39,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
543,39,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
544,39,orchard_riverbend,fen track,market plank route,market plank route,True,False,False,False,market plank route,agent route priorities conflict,True
545,39,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
546,40,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
547,40,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
548,40,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
549,40,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
550,40,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
551,40,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
552,40,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
553,40,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
554,40,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
555,40,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
556,40,orchard_riverbend,fen track,market plank route,fen track,True,True,False,False,market plank route,none,True
557,40,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
558,40,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
559,40,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
560,41,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
561,41,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
562,41,orchard_riverbend,fen track,market plank route,market plank route,True,True,False,False,fen track,none,True
563,41,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
564,41,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
565,41,roofward_archive,glass stair,cool archive lane,glass stair,False,False,True,True,glass stair,none,False
566,41,archive_signal,paper lane,stone kiosk path,paper lane,True,True,False,False,stone kiosk path,none,True
567,41,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
568,41,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
569,41,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
570,41,riverbend_roofward,river ford,orchard ridge detour,river ford,True,True,False,False,orchard ridge detour,none,True
571,41,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
572,41,archive_signal,paper lane,stone kiosk path,stone kiosk path,True,True,False,False,paper lane,none,True
573,41,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
574,42,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
575,42,riverbend_roofward,river ford,orchard ridge detour,orchard ridge detour,True,True,False,False,river ford,none,True
576,42,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
577,42,archive_signal,paper lane,stone kiosk path,paper lane,False,False,True,True,paper lane,none,False
578,42,signal_orchard,dusk road,river lantern loop,dusk road,False,False,False,False,dusk road,none,False
579,42,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
580,42,central_repair_ring,inner repair yard,outer bell path,inner repair yard,True,True,False,False,outer bell path,none,True
581,42,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
582,42,roofward_archive,glass stair,cool archive lane,cool archive lane,True,True,False,False,glass stair,none,True
583,42,archive_signal,paper lane,stone kiosk path,paper lane,False,False,True,True,paper lane,none,False
584,42,signal_orchard,dusk road,river lantern loop,dusk road,True,True,False,False,river lantern loop,none,True
585,42,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
586,42,central_repair_ring,inner repair yard,outer bell path,outer bell path,True,True,False,False,inner repair yard,none,True
587,42,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
588,43,roofward_archive,glass stair,cool archive lane,glass stair,False,False,False,False,glass stair,none,False
589,43,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
590,43,signal_orchard,dusk road,river lantern loop,river lantern loop,True,True,False,False,dusk road,none,True
591,43,orchard_riverbend,fen track,market plank route,fen track,False,False,False,False,fen track,none,False
592,43,central_repair_ring,inner repair yard,outer bell path,inner repair yard,False,False,False,False,inner repair yard,none,False
593,43,riverbend_roofward,river ford,orchard ridge detour,river ford,False,False,False,False,river ford,none,False
594,43,roofward_archive,glass stair,cool archive lane,glass stair,True,True,False,False,cool archive lane,none,True
595,43,archive_signal,paper lane,stone kiosk path,paper lane,False,False,False,False,paper lane,none,False
