tick_id,day,route_id,hazard,forecast_before,proposed_forecast,forecast_after,edit_source,edit_accepted,revision,saved_to_local_state,public_archive_visible
281,18,archive_signal,wind scatter,0.498043,0.453043,0.498043,stored seasonal drift,False,10,False,True
282,18,signal_orchard,dusk ice,0.452235,0.417235,0.452235,stored seasonal drift,False,7,False,True
283,18,orchard_riverbend,fen mud,0.463967,0.528967,0.463967,stored seasonal drift,False,10,False,True
284,18,central_repair_ring,crowded repair yard,0.411249,0.456249,0.411249,stored seasonal drift,False,8,False,True
285,18,riverbend_roofward,river flood,0.471686,0.436686,0.471686,stored seasonal drift,False,9,False,True
286,18,roofward_archive,heat surge,0.52156,0.58656,0.52156,stored seasonal drift,False,7,False,True
287,18,archive_signal,wind scatter,0.470317,0.425317,0.470317,stored seasonal drift,False,10,False,True
288,19,signal_orchard,dusk ice,0.437222,0.402222,0.402222,avatar forecast slider,True,8,True,True
289,19,orchard_riverbend,fen mud,0.459912,0.434912,0.459912,stored seasonal drift,False,10,False,True
290,19,central_repair_ring,crowded repair yard,0.427174,0.472174,0.427174,avatar forecast slider,False,8,True,True
291,19,riverbend_roofward,river flood,0.47075,0.43575,0.47075,stored seasonal drift,False,9,False,True
292,19,roofward_archive,heat surge,0.509442,0.484442,0.509442,stored seasonal drift,False,7,False,True
293,19,archive_signal,wind scatter,0.477973,0.522973,0.477973,stored seasonal drift,False,10,False,True
294,19,signal_orchard,dusk ice,0.387911,0.352911,0.387911,stored seasonal drift,False,8,False,True
295,19,orchard_riverbend,fen mud,0.466924,0.531924,0.466924,stored seasonal drift,False,10,False,True
296,19,central_repair_ring,crowded repair yard,0.43457,0.47957,0.47957,avatar forecast slider,True,9,True,True
297,19,riverbend_roofward,river flood,0.446845,0.411845,0.446845,stored seasonal drift,False,9,False,True
298,19,roofward_archive,heat surge,0.49272,0.46772,0.49272,stored seasonal drift,False,7,False,True
299,19,archive_signal,wind scatter,0.478257,0.523257,0.478257,stored seasonal drift,False,10,False,True
300,19,signal_orchard,dusk ice,0.430203,0.485203,0.430203,stored seasonal drift,False,8,False,True
301,19,orchard_riverbend,fen mud,0.449855,0.424855,0.449855,stored seasonal drift,False,10,False,True
302,19,central_repair_ring,crowded repair yard,0.47333,0.42833,0.42833,avatar forecast slider,True,10,True,True
303,19,riverbend_roofward,river flood,0.464087,0.519087,0.464087,stored seasonal drift,False,9,False,True
304,20,roofward_archive,heat surge,0.465739,0.440739,0.440739,avatar forecast slider,True,8,True,True
305,20,archive_signal,wind scatter,0.465901,0.420901,0.465901,stored seasonal drift,False,10,False,True
306,20,signal_orchard,dusk ice,0.437175,0.492175,0.437175,stored seasonal drift,False,8,False,True
307,20,orchard_riverbend,fen mud,0.483475,0.548475,0.548475,avatar forecast slider,True,11,True,True
308,20,central_repair_ring,crowded repair yard,0.416664,0.371664,0.416664,stored seasonal drift,False,10,False,True
309,20,riverbend_roofward,river flood,0.466315,0.521315,0.466315,stored seasonal drift,False,9,False,True
310,20,roofward_archive,heat surge,0.458836,0.523836,0.458836,stored seasonal drift,False,8,False,True
311,20,archive_signal,wind scatter,0.465775,0.420775,0.465775,stored seasonal drift,False,10,False,True
312,20,signal_orchard,dusk ice,0.43687,0.40187,0.40187,avatar forecast slider,True,9,True,True
313,20,orchard_riverbend,fen mud,0.545188,0.520188,0.520188,avatar forecast slider,True,12,True,True
314,20,central_repair_ring,crowded repair yard,0.400331,0.355331,0.400331,stored seasonal drift,False,10,False,True
315,20,riverbend_roofward,river flood,0.461931,0.426931,0.461931,stored seasonal drift,False,9,False,True
316,20,roofward_archive,heat surge,0.484899,0.549899,0.484899,stored seasonal drift,False,8,False,True
317,20,archive_signal,wind scatter,0.442566,0.397566,0.442566,stored seasonal drift,False,10,False,True
318,20,signal_orchard,dusk ice,0.400208,0.365208,0.400208,stored seasonal drift,False,9,False,True
319,20,orchard_riverbend,fen mud,0.514562,0.489562,0.514562,avatar forecast slider,False,12,True,True
320,21,central_repair_ring,crowded repair yard,0.417785,0.462785,0.462785,avatar forecast slider,True,11,True,True
321,21,riverbend_roofward,river flood,0.445561,0.410561,0.445561,stored seasonal drift,False,9,False,True
322,21,roofward_archive,heat surge,0.477913,0.452913,0.477913,stored seasonal drift,False,8,False,True
323,21,archive_signal,wind scatter,0.470907,0.515907,0.470907,stored seasonal drift,False,10,False,True
324,21,signal_orchard,dusk ice,0.386179,0.351179,0.351179,avatar forecast slider,True,10,True,True
325,21,orchard_riverbend,fen mud,0.497123,0.472123,0.497123,stored seasonal drift,False,12,False,True
326,21,central_repair_ring,crowded repair yard,0.465195,0.510195,0.465195,stored seasonal drift,False,11,False,True
327,21,riverbend_roofward,river flood,0.441982,0.406982,0.441982,stored seasonal drift,False,9,False,True
328,21,roofward_archive,heat surge,0.465605,0.440605,0.440605,avatar forecast slider,True,9,True,True
329,21,archive_signal,wind scatter,0.47218,0.51718,0.47218,stored seasonal drift,False,10,False,True
330,21,signal_orchard,dusk ice,0.381814,0.436814,0.436814,avatar forecast slider,True,11,True,True
331,21,orchard_riverbend,fen mud,0.475826,0.450826,0.475826,stored seasonal drift,False,12,False,True
332,21,central_repair_ring,crowded repair yard,0.477768,0.522768,0.477768,stored seasonal drift,False,11,False,True
333,21,riverbend_roofward,river flood,0.459905,0.514905,0.459905,stored seasonal drift,False,9,False,True
334,21,roofward_archive,heat surge,0.42722,0.40222,0.42722,stored seasonal drift,False,9,False,True
335,21,archive_signal,wind scatter,0.466975,0.421975,0.466975,stored seasonal drift,False,10,False,True
336,22,signal_orchard,dusk ice,0.44286,0.49786,0.49786,avatar forecast slider,True,12,True,True
337,22,orchard_riverbend,fen mud,0.48901,0.55401,0.48901,stored seasonal drift,False,12,False,True
338,22,central_repair_ring,crowded repair yard,0.45918,0.41418,0.45918,stored seasonal drift,False,11,False,True
339,22,riverbend_roofward,river flood,0.479518,0.534518,0.479518,stored seasonal drift,False,9,False,True
340,22,roofward_archive,heat surge,0.447209,0.512209,0.447209,stored seasonal drift,False,9,False,True
341,22,archive_signal,wind scatter,0.449898,0.404898,0.404898,avatar forecast slider,True,11,True,True
342,22,signal_orchard,dusk ice,0.48906,0.45406,0.48906,stored seasonal drift,False,12,False,True
343,22,orchard_riverbend,fen mud,0.510849,0.575849,0.510849,stored seasonal drift,False,12,False,True
344,22,central_repair_ring,crowded repair yard,0.436895,0.391895,0.391895,avatar forecast slider,True,12,True,True
345,22,riverbend_roofward,river flood,0.473285,0.438285,0.473285,stored seasonal drift,False,9,False,True
346,22,roofward_archive,heat surge,0.4581,0.5231,0.4581,stored seasonal drift,False,9,False,True
347,22,archive_signal,wind scatter,0.390212,0.345212,0.345212,avatar forecast slider,True,12,True,True
348,22,signal_orchard,dusk ice,0.491992,0.546992,0.491992,stored seasonal drift,False,12,False,True
349,22,orchard_riverbend,fen mud,0.50653,0.48153,0.50653,stored seasonal drift,False,12,False,True
350,22,central_repair_ring,crowded repair yard,0.41683,0.46183,0.41683,stored seasonal drift,False,12,False,True
351,22,riverbend_roofward,river flood,0.461625,0.426625,0.461625,stored seasonal drift,False,9,False,True
352,23,roofward_archive,heat surge,0.454866,0.429866,0.429866,avatar forecast slider,True,10,True,True
353,23,archive_signal,wind scatter,0.370382,0.415382,0.370382,stored seasonal drift,False,12,False,True
354,23,signal_orchard,dusk ice,0.465113,0.430113,0.465113,stored seasonal drift,False,12,False,True
355,23,orchard_riverbend,fen mud,0.507016,0.572016,0.507016,stored seasonal drift,False,12,False,True
356,23,central_repair_ring,crowded repair yard,0.425674,0.470674,0.425674,stored seasonal drift,False,12,False,True
357,23,riverbend_roofward,river flood,0.438997,0.403997,0.438997,stored seasonal drift,False,9,False,True
358,23,roofward_archive,heat surge,0.424285,0.399285,0.399285,avatar forecast slider,True,11,True,True
359,23,archive_signal,wind scatter,0.402529,0.447529,0.402529,stored seasonal drift,False,12,False,True
360,23,signal_orchard,dusk ice,0.479797,0.534797,0.534797,avatar forecast slider,True,13,True,True
361,23,orchard_riverbend,fen mud,0.484334,0.459334,0.484334,stored seasonal drift,False,12,False,True
362,23,central_repair_ring,crowded repair yard,0.42698,0.47198,0.42698,stored seasonal drift,False,12,False,True
363,23,riverbend_roofward,river flood,0.457337,0.512337,0.457337,stored seasonal drift,False,9,False,True
364,23,roofward_archive,heat surge,0.408485,0.473485,0.473485,avatar forecast slider,True,12,True,True
365,23,archive_signal,wind scatter,0.407075,0.452075,0.407075,stored seasonal drift,False,12,False,True
366,23,signal_orchard,dusk ice,0.533425,0.498425,0.533425,stored seasonal drift,False,13,False,True
367,23,orchard_riverbend,fen mud,0.458527,0.433527,0.458527,stored seasonal drift,False,12,False,True
368,24,riverbend_roofward,river flood,0.45421,0.40921,0.40921,avatar forecast slider,True,10,True,True
369,24,roofward_archive,heat surge,0.480697,0.535697,0.480697,stored seasonal drift,False,12,False,True
370,24,archive_signal,wind scatter,0.392085,0.367085,0.392085,stored seasonal drift,False,12,False,True
371,24,signal_orchard,dusk ice,0.530146,0.485146,0.530146,stored seasonal drift,False,13,False,True
372,24,orchard_riverbend,fen mud,0.461533,0.516533,0.461533,stored seasonal drift,False,12,False,True
373,24,central_repair_ring,crowded repair yard,0.447003,0.512003,0.447003,stored seasonal drift,False,12,False,True
374,24,riverbend_roofward,river flood,0.406521,0.361521,0.361521,avatar forecast slider,True,11,True,True
375,24,roofward_archive,heat surge,0.497399,0.552399,0.497399,stored seasonal drift,False,12,False,True
376,24,archive_signal,wind scatter,0.416993,0.481993,0.481993,avatar forecast slider,True,13,True,True
377,24,signal_orchard,dusk ice,0.504226,0.459226,0.504226,stored seasonal drift,False,13,False,True
378,24,orchard_riverbend,fen mud,0.457818,0.422818,0.457818,stored seasonal drift,False,12,False,True
379,24,central_repair_ring,crowded repair yard,0.457923,0.522923,0.457923,stored seasonal drift,False,12,False,True
380,24,riverbend_roofward,river flood,0.376008,0.421008,0.421008,avatar forecast slider,True,12,True,True
381,24,roofward_archive,heat surge,0.488663,0.453663,0.488663,stored seasonal drift,False,12,False,True
382,24,archive_signal,wind scatter,0.488014,0.553014,0.488014,stored seasonal drift,False,13,False,True
383,24,signal_orchard,dusk ice,0.475634,0.430634,0.475634,stored seasonal drift,False,13,False,True
384,25,orchard_riverbend,fen mud,0.442023,0.407023,0.407023,avatar forecast slider,True,13,True,True
385,25,central_repair_ring,crowded repair yard,0.454714,0.429714,0.454714,stored seasonal drift,False,12,False,True
386,25,riverbend_roofward,river flood,0.441867,0.486867,0.441867,stored seasonal drift,False,12,False,True
387,25,roofward_archive,heat surge,0.48535,0.45035,0.48535,stored seasonal drift,False,12,False,True
388,25,archive_signal,wind scatter,0.480592,0.455592,0.480592,stored seasonal drift,False,13,False,True
389,25,signal_orchard,dusk ice,0.482545,0.527545,0.482545,stored seasonal drift,False,13,False,True
390,25,orchard_riverbend,fen mud,0.39204,0.35704,0.39204,stored seasonal drift,False,13,False,True
391,25,central_repair_ring,crowded repair yard,0.462454,0.527454,0.462454,stored seasonal drift,False,12,False,True
392,25,riverbend_roofward,river flood,0.453506,0.498506,0.498506,avatar forecast slider,True,13,True,True
393,25,roofward_archive,heat surge,0.459401,0.424401,0.459401,stored seasonal drift,False,12,False,True
394,25,archive_signal,wind scatter,0.467909,0.442909,0.467909,stored seasonal drift,False,13,False,True
395,25,signal_orchard,dusk ice,0.482189,0.437189,0.482189,stored seasonal drift,False,13,False,True
396,25,orchard_riverbend,fen mud,0.433754,0.488754,0.433754,stored seasonal drift,False,13,False,True
397,25,central_repair_ring,crowded repair yard,0.44601,0.42101,0.44601,stored seasonal drift,False,12,False,True
398,25,riverbend_roofward,river flood,0.495915,0.450915,0.495915,stored seasonal drift,False,13,False,True
399,25,roofward_archive,heat surge,0.474885,0.529885,0.474885,stored seasonal drift,False,12,False,True
400,26,archive_signal,wind scatter,0.444402,0.419402,0.419402,avatar forecast slider,True,14,True,True
401,26,signal_orchard,dusk ice,0.469283,0.424283,0.469283,stored seasonal drift,False,13,False,True
402,26,orchard_riverbend,fen mud,0.440228,0.495228,0.440228,stored seasonal drift,False,13,False,True
403,26,central_repair_ring,crowded repair yard,0.480169,0.545169,0.480169,stored seasonal drift,False,12,False,True
404,26,riverbend_roofward,river flood,0.481087,0.436087,0.481087,stored seasonal drift,False,13,False,True
405,26,roofward_archive,heat surge,0.475601,0.530601,0.475601,stored seasonal drift,False,12,False,True
406,26,archive_signal,wind scatter,0.440486,0.505486,0.440486,stored seasonal drift,False,14,False,True
407,26,signal_orchard,dusk ice,0.468683,0.423683,0.468683,stored seasonal drift,False,13,False,True
408,26,orchard_riverbend,fen mud,0.439496,0.404496,0.404496,avatar forecast slider,True,14,True,True
409,26,central_repair_ring,crowded repair yard,0.486445,0.551445,0.486445,stored seasonal drift,False,12,False,True
410,26,riverbend_roofward,river flood,0.462035,0.417035,0.462035,stored seasonal drift,False,13,False,True
411,26,roofward_archive,heat surge,0.469917,0.434917,0.469917,stored seasonal drift,False,12,False,True
412,26,archive_signal,wind scatter,0.469118,0.534118,0.469118,stored seasonal drift,False,14,False,True
413,26,signal_orchard,dusk ice,0.445067,0.400067,0.445067,stored seasonal drift,False,13,False,True
414,26,orchard_riverbend,fen mud,0.402467,0.367467,0.402467,stored seasonal drift,False,14,False,True
415,26,central_repair_ring,crowded repair yard,0.485543,0.460543,0.485543,stored seasonal drift,False,12,False,True
416,27,riverbend_roofward,river flood,0.47715,0.52215,0.52215,avatar forecast slider,True,14,True,True
417,27,roofward_archive,heat surge,0.452429,0.417429,0.452429,stored seasonal drift,False,12,False,True
418,27,archive_signal,wind scatter,0.464341,0.439341,0.464341,stored seasonal drift,False,14,False,True
419,27,signal_orchard,dusk ice,0.473058,0.518058,0.473058,stored seasonal drift,False,13,False,True
420,27,orchard_riverbend,fen mud,0.388122,0.353122,0.388122,stored seasonal drift,False,14,False,True
421,27,central_repair_ring,crowded repair yard,0.472167,0.447167,0.472167,stored seasonal drift,False,12,False,True
422,27,riverbend_roofward,river flood,0.522549,0.567549,0.522549,stored seasonal drift,False,14,False,True
423,27,roofward_archive,heat surge,0.447889,0.412889,0.447889,stored seasonal drift,False,12,False,True
424,27,archive_signal,wind scatter,0.453933,0.428933,0.428933,avatar forecast slider,True,15,True,True
425,27,signal_orchard,dusk ice,0.47403,0.51903,0.47403,stored seasonal drift,False,13,False,True
426,27,orchard_riverbend,fen mud,0.413585,0.468585,0.413585,stored seasonal drift,False,14,False,True
427,27,central_repair_ring,crowded repair yard,0.454364,0.429364,0.454364,stored seasonal drift,False,12,False,True
428,27,riverbend_roofward,river flood,0.533392,0.578392,0.533392,stored seasonal drift,False,14,False,True
429,27,roofward_archive,heat surge,0.464985,0.519985,0.464985,stored seasonal drift,False,12,False,True
430,27,archive_signal,wind scatter,0.417182,0.392182,0.417182,stored seasonal drift,False,15,False,True
431,27,signal_orchard,dusk ice,0.468566,0.423566,0.468566,stored seasonal drift,False,13,False,True
432,28,orchard_riverbend,fen mud,0.422883,0.477883,0.477883,avatar forecast slider,True,15,True,True
433,28,central_repair_ring,crowded repair yard,0.470553,0.535553,0.470553,stored seasonal drift,False,12,False,True
434,28,riverbend_roofward,river flood,0.513317,0.468317,0.513317,stored seasonal drift,False,14,False,True
435,28,roofward_archive,heat surge,0.483887,0.538887,0.483887,stored seasonal drift,False,12,False,True
436,28,archive_signal,wind scatter,0.438577,0.503577,0.438577,stored seasonal drift,False,15,False,True
437,28,signal_orchard,dusk ice,0.451267,0.406267,0.451267,stored seasonal drift,False,13,False,True
438,28,orchard_riverbend,fen mud,0.471879,0.436879,0.471879,stored seasonal drift,False,15,False,True
439,28,central_repair_ring,crowded repair yard,0.494976,0.559976,0.494976,stored seasonal drift,False,12,False,True
440,28,riverbend_roofward,river flood,0.489753,0.444753,0.444753,avatar forecast slider,True,15,True,True
441,28,roofward_archive,heat surge,0.477043,0.442043,0.477043,stored seasonal drift,False,12,False,True
442,28,archive_signal,wind scatter,0.450676,0.515676,0.450676,stored seasonal drift,False,15,False,True
443,28,signal_orchard,dusk ice,0.43009,0.38509,0.43009,stored seasonal drift,False,13,False,True
444,28,orchard_riverbend,fen mud,0.477216,0.532216,0.477216,stored seasonal drift,False,15,False,True
445,28,central_repair_ring,crowded repair yard,0.492879,0.467879,0.492879,stored seasonal drift,False,12,False,True
446,28,riverbend_roofward,river flood,0.424488,0.379488,0.424488,stored seasonal drift,False,15,False,True
447,28,roofward_archive,heat surge,0.464857,0.429857,0.464857,stored seasonal drift,False,12,False,True
448,29,archive_signal,wind scatter,0.448481,0.423481,0.423481,avatar forecast slider,True,16,True,True
449,29,signal_orchard,dusk ice,0.443377,0.488377,0.443377,stored seasonal drift,False,13,False,True
450,29,orchard_riverbend,fen mud,0.452406,0.417406,0.452406,stored seasonal drift,False,15,False,True
451,29,central_repair_ring,crowded repair yard,0.495276,0.560276,0.495276,stored seasonal drift,False,12,False,True
452,29,riverbend_roofward,river flood,0.43856,0.48356,0.43856,stored seasonal drift,False,15,False,True
453,29,roofward_archive,heat surge,0.441777,0.406777,0.441777,stored seasonal drift,False,12,False,True
454,29,archive_signal,wind scatter,0.418794,0.393794,0.418794,stored seasonal drift,False,16,False,True
455,29,signal_orchard,dusk ice,0.465304,0.510304,0.465304,stored seasonal drift,False,13,False,True
456,29,orchard_riverbend,fen mud,0.468869,0.523869,0.523869,avatar forecast slider,True,16,True,True
457,29,central_repair_ring,crowded repair yard,0.474237,0.449237,0.474237,stored seasonal drift,False,12,False,True
458,29,riverbend_roofward,river flood,0.444362,0.489362,0.444362,stored seasonal drift,False,15,False,True
459,29,roofward_archive,heat surge,0.459728,0.514728,0.459728,stored seasonal drift,False,12,False,True
460,29,archive_signal,wind scatter,0.425263,0.490263,0.425263,stored seasonal drift,False,16,False,True
461,29,signal_orchard,dusk ice,0.461061,0.416061,0.461061,stored seasonal drift,False,13,False,True
462,29,orchard_riverbend,fen mud,0.524027,0.579027,0.524027,stored seasonal drift,False,16,False,True
463,29,central_repair_ring,crowded repair yard,0.449844,0.424844,0.449844,stored seasonal drift,False,12,False,True
464,30,roofward_archive,heat surge,0.456266,0.411266,0.456266,avatar forecast slider,False,12,True,True
465,30,archive_signal,wind scatter,0.439226,0.494226,0.439226,stored seasonal drift,False,16,False,True
466,30,signal_orchard,dusk ice,0.438512,0.413512,0.438512,stored seasonal drift,False,13,False,True
467,30,orchard_riverbend,fen mud,0.522063,0.477063,0.522063,stored seasonal drift,False,16,False,True
468,30,central_repair_ring,crowded repair yard,0.454066,0.509066,0.454066,stored seasonal drift,False,12,False,True
469,30,riverbend_roofward,river flood,0.424151,0.399151,0.424151,stored seasonal drift,False,15,False,True
470,30,roofward_archive,heat surge,0.446989,0.401989,0.446989,stored seasonal drift,False,12,False,True
471,30,archive_signal,wind scatter,0.461734,0.516734,0.461734,stored seasonal drift,False,16,False,True
472,30,signal_orchard,dusk ice,0.45692,0.52192,0.52192,avatar forecast slider,True,14,True,True
473,30,orchard_riverbend,fen mud,0.497274,0.452274,0.497274,stored seasonal drift,False,16,False,True
474,30,central_repair_ring,crowded repair yard,0.451397,0.416397,0.451397,stored seasonal drift,False,12,False,True
475,30,riverbend_roofward,river flood,0.44457,0.50957,0.44457,stored seasonal drift,False,15,False,True
476,30,roofward_archive,heat surge,0.449511,0.494511,0.449511,stored seasonal drift,False,12,False,True
477,30,archive_signal,wind scatter,0.457991,0.422991,0.457991,stored seasonal drift,False,16,False,True
478,30,signal_orchard,dusk ice,0.522351,0.587351,0.522351,stored seasonal drift,False,14,False,True
479,30,orchard_riverbend,fen mud,0.469656,0.424656,0.469656,stored seasonal drift,False,16,False,True
480,31,central_repair_ring,crowded repair yard,0.436501,0.401501,0.401501,avatar forecast slider,True,13,True,True
481,31,riverbend_roofward,river flood,0.44953,0.51453,0.44953,stored seasonal drift,False,15,False,True
482,31,roofward_archive,heat surge,0.466379,0.511379,0.466379,stored seasonal drift,False,12,False,True
483,31,archive_signal,wind scatter,0.458972,0.513972,0.458972,stored seasonal drift,False,16,False,True
484,31,signal_orchard,dusk ice,0.510122,0.485122,0.510122,stored seasonal drift,False,14,False,True
485,31,orchard_riverbend,fen mud,0.477404,0.522404,0.477404,stored seasonal drift,False,16,False,True
486,31,central_repair_ring,crowded repair yard,0.387291,0.352291,0.352291,avatar forecast slider,True,14,True,True
487,31,riverbend_roofward,river flood,0.464296,0.529296,0.464296,stored seasonal drift,False,15,False,True
488,31,roofward_archive,heat surge,0.474586,0.519586,0.519586,avatar forecast slider,True,13,True,True
489,31,archive_signal,wind scatter,0.436716,0.401716,0.436716,stored seasonal drift,False,16,False,True
490,31,signal_orchard,dusk ice,0.493305,0.468305,0.493305,stored seasonal drift,False,14,False,True
491,31,orchard_riverbend,fen mud,0.477767,0.522767,0.477767,stored seasonal drift,False,16,False,True
492,31,central_repair_ring,crowded repair yard,0.39957,0.45457,0.45457,avatar forecast slider,True,15,True,True
493,31,riverbend_roofward,river flood,0.453895,0.428895,0.453895,stored seasonal drift,False,15,False,True
494,31,roofward_archive,heat surge,0.514044,0.469044,0.514044,stored seasonal drift,False,13,False,True
495,31,archive_signal,wind scatter,0.455376,0.510376,0.455376,stored seasonal drift,False,16,False,True
496,32,signal_orchard,dusk ice,0.466242,0.441242,0.441242,avatar forecast slider,True,15,True,True
497,32,orchard_riverbend,fen mud,0.46548,0.42048,0.42048,avatar forecast slider,True,17,True,True
498,32,central_repair_ring,crowded repair yard,0.45813,0.51313,0.45813,stored seasonal drift,False,15,False,True
499,32,riverbend_roofward,river flood,0.44915,0.42415,0.44915,stored seasonal drift,False,15,False,True
500,32,roofward_archive,heat surge,0.496678,0.451678,0.496678,stored seasonal drift,False,13,False,True
501,32,archive_signal,wind scatter,0.458823,0.513823,0.458823,stored seasonal drift,False,16,False,True
502,32,signal_orchard,dusk ice,0.459268,0.524268,0.459268,stored seasonal drift,False,15,False,True
503,32,orchard_riverbend,fen mud,0.426713,0.471713,0.471713,avatar forecast slider,True,18,True,True
504,32,central_repair_ring,crowded repair yard,0.454892,0.419892,0.419892,avatar forecast slider,True,16,True,True
505,32,riverbend_roofward,river flood,0.466069,0.531069,0.466069,stored seasonal drift,False,15,False,True
506,32,roofward_archive,heat surge,0.475443,0.430443,0.475443,stored seasonal drift,False,13,False,True
507,32,archive_signal,wind scatter,0.455488,0.420488,0.455488,stored seasonal drift,False,16,False,True
508,32,signal_orchard,dusk ice,0.48527,0.55027,0.48527,stored seasonal drift,False,15,False,True
509,32,orchard_riverbend,fen mud,0.447673,0.402673,0.402673,avatar forecast slider,True,19,True,True
510,32,central_repair_ring,crowded repair yard,0.415707,0.380707,0.415707,stored seasonal drift,False,16,False,True
511,32,riverbend_roofward,river flood,0.474319,0.539319,0.474319,stored seasonal drift,False,15,False,True
512,33,roofward_archive,heat surge,0.488681,0.533681,0.533681,avatar forecast slider,True,14,True,True
513,33,archive_signal,wind scatter,0.44002,0.40502,0.44002,stored seasonal drift,False,16,False,True
514,33,signal_orchard,dusk ice,0.478232,0.453232,0.453232,avatar forecast slider,True,16,True,True
515,33,orchard_riverbend,fen mud,0.436599,0.481599,0.436599,stored seasonal drift,False,19,False,True
516,33,central_repair_ring,crowded repair yard,0.399508,0.364508,0.399508,stored seasonal drift,False,16,False,True
517,33,riverbend_roofward,river flood,0.468814,0.443814,0.468814,stored seasonal drift,False,15,False,True
518,33,roofward_archive,heat surge,0.532466,0.487466,0.532466,stored seasonal drift,False,14,False,True
519,33,archive_signal,wind scatter,0.437217,0.402217,0.437217,stored seasonal drift,False,16,False,True
520,33,signal_orchard,dusk ice,0.44438,0.41938,0.41938,avatar forecast slider,True,17,True,True
521,33,orchard_riverbend,fen mud,0.442675,0.487675,0.442675,stored seasonal drift,False,19,False,True
522,33,central_repair_ring,crowded repair yard,0.423377,0.478377,0.423377,stored seasonal drift,False,16,False,True
523,33,riverbend_roofward,river flood,0.45778,0.43278,0.45778,stored seasonal drift,False,15,False,True
524,33,roofward_archive,heat surge,0.541921,0.586921,0.541921,stored seasonal drift,False,14,False,True
525,33,archive_signal,wind scatter,0.455807,0.510807,0.455807,stored seasonal drift,False,16,False,True
526,33,signal_orchard,dusk ice,0.408967,0.383967,0.383967,avatar forecast slider,True,18,True,True
527,33,orchard_riverbend,fen mud,0.441601,0.396601,0.441601,stored seasonal drift,False,19,False,True
528,34,central_repair_ring,crowded repair yard,0.431304,0.486304,0.486304,avatar forecast slider,True,17,True,True
529,34,riverbend_roofward,river flood,0.435691,0.410691,0.435691,stored seasonal drift,False,15,False,True
530,34,roofward_archive,heat surge,0.520652,0.475652,0.520652,stored seasonal drift,False,14,False,True
531,34,archive_signal,wind scatter,0.475994,0.530994,0.530994,avatar forecast slider,True,17,True,True
532,34,signal_orchard,dusk ice,0.410012,0.475012,0.410012,stored seasonal drift,False,18,False,True
533,34,orchard_riverbend,fen mud,0.428077,0.383077,0.428077,stored seasonal drift,False,19,False,True
534,34,central_repair_ring,crowded repair yard,0.479121,0.444121,0.479121,stored seasonal drift,False,17,False,True
535,34,riverbend_roofward,river flood,0.471294,0.536294,0.471294,stored seasonal drift,False,15,False,True
536,34,roofward_archive,heat surge,0.496061,0.451061,0.451061,avatar forecast slider,True,15,True,True
537,34,archive_signal,wind scatter,0.517555,0.482555,0.482555,avatar forecast slider,True,18,True,True
538,34,signal_orchard,dusk ice,0.42611,0.49111,0.42611,stored seasonal drift,False,18,False,True
539,34,orchard_riverbend,fen mud,0.410146,0.365146,0.410146,stored seasonal drift,False,19,False,True
540,34,central_repair_ring,crowded repair yard,0.483444,0.538444,0.483444,stored seasonal drift,False,17,False,True
541,34,riverbend_roofward,river flood,0.478813,0.543813,0.478813,stored seasonal drift,False,15,False,True
542,34,roofward_archive,heat surge,0.429912,0.384912,0.429912,stored seasonal drift,False,15,False,True
543,34,archive_signal,wind scatter,0.469597,0.434597,0.434597,avatar forecast slider,True,19,True,True
544,35,signal_orchard,dusk ice,0.427355,0.492355,0.492355,avatar forecast slider,True,19,True,True
545,35,orchard_riverbend,fen mud,0.426226,0.471226,0.426226,stored seasonal drift,False,19,False,True
546,35,central_repair_ring,crowded repair yard,0.457762,0.422762,0.457762,stored seasonal drift,False,17,False,True
547,35,riverbend_roofward,river flood,0.489479,0.554479,0.489479,stored seasonal drift,False,15,False,True
548,35,roofward_archive,heat surge,0.443224,0.488224,0.488224,avatar forecast slider,True,16,True,True
549,35,archive_signal,wind scatter,0.415753,0.380753,0.415753,stored seasonal drift,False,19,False,True
550,35,signal_orchard,dusk ice,0.478025,0.453025,0.478025,stored seasonal drift,False,19,False,True
551,35,orchard_riverbend,fen mud,0.450554,0.495554,0.450554,stored seasonal drift,False,19,False,True
552,35,central_repair_ring,crowded repair yard,0.473475,0.528475,0.528475,avatar forecast slider,True,18,True,True
553,35,riverbend_roofward,river flood,0.475552,0.450552,0.475552,stored seasonal drift,False,15,False,True
554,35,roofward_archive,heat surge,0.487073,0.442073,0.442073,avatar forecast slider,True,17,True,True
555,35,archive_signal,wind scatter,0.437348,0.492348,0.437348,stored seasonal drift,False,19,False,True
556,35,signal_orchard,dusk ice,0.476201,0.451201,0.476201,stored seasonal drift,False,19,False,True
557,35,orchard_riverbend,fen mud,0.448376,0.403376,0.448376,stored seasonal drift,False,19,False,True
558,35,central_repair_ring,crowded repair yard,0.527988,0.492988,0.527988,stored seasonal drift,False,18,False,True
559,35,riverbend_roofward,river flood,0.457275,0.432275,0.457275,stored seasonal drift,False,15,False,True
560,36,archive_signal,wind scatter,0.437019,0.392019,0.392019,avatar forecast slider,True,20,True,True
561,36,signal_orchard,dusk ice,0.483033,0.538033,0.483033,stored seasonal drift,False,19,False,True
562,36,orchard_riverbend,fen mud,0.427603,0.402603,0.427603,stored seasonal drift,False,19,False,True
