tick_index,agent,other_actor,trust,comfort,avoidance,dependency,gratitude,resentment,attachment_security,consequence_action,remembered_reason
220,Sol,avatar,0.950702,1.0,0.002243,0.00026,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
221,Ari,avatar,1.0,1.0,0.00127,0.0,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
222,Fay,avatar,0.979718,0.989609,0.025235,0.00792,0.994765,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
223,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
224,Sol,avatar,0.978142,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
225,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
226,Fay,avatar,0.958049,0.977064,0.051626,0.0,0.988374,0.056,1.0,shares_private_hint_voluntarily,trust stable across days
227,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
228,Sol,local peers,0.982668,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
229,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
230,Fay,avatar,0.98455,1.0,0.025875,0.00314,1.0,0.03,1.0,approaches_for_shared_task_later,help became recovery memory
231,Milo,avatar,0.977878,0.98783,0.026768,0.0,0.993232,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
232,Sol,local peers,0.986189,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
233,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
234,Fay,avatar,1.0,1.0,2.8e-05,0.00628,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
235,Milo,avatar,1.0,1.0,0.001274,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
236,Sol,avatar,0.963025,0.986168,0.027637,0.0,0.992363,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
237,Ari,avatar,0.97667,0.986114,0.027775,0.0,0.992225,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
238,Fay,avatar,1.0,1.0,0.0,0.00942,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
239,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
240,Sol,avatar,0.988509,1.0,0.002733,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
241,Ari,avatar,1.0,1.0,0.002296,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
242,Fay,avatar,0.978438,0.988584,0.026301,0.0,0.993699,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
243,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
244,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
245,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
246,Fay,avatar,1.0,1.0,0.0,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
247,Milo,avatar,0.976444,0.985447,0.027963,0.0,0.992036,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
248,Sol,avatar,1.0,1.0,0.0,0.00078,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
249,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
250,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
251,Milo,avatar,1.0,1.0,0.002243,0.0,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
252,Sol,avatar,0.977977,0.988344,0.026686,0.0,0.993314,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
253,Ari,avatar,0.979314,0.989383,0.025571,0.0,0.994429,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
254,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
255,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
256,Sol,avatar,1.0,1.0,9.6e-05,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
257,Ari,avatar,0.957371,0.976663,0.052191,0.0,0.987809,0.056,1.0,shares_private_hint_voluntarily,trust stable across days
258,Fay,avatar,1.0,1.0,0.0,0.00314,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
259,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
260,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
261,Ari,avatar,0.983685,1.0,0.026596,0.0,1.0,0.03,1.0,approaches_for_shared_task_later,help became recovery memory
262,Fay,avatar,0.978004,0.987906,0.026664,0.0,0.993336,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
263,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
264,Sol,avatar,1.0,1.0,0.0,0.00078,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
265,Ari,avatar,1.0,1.0,0.000855,0.0,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
266,Fay,avatar,1.0,1.0,0.001098,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
267,Milo,avatar,0.976836,0.986179,0.027637,0.0,0.992363,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
268,Sol,avatar,1.0,1.0,0.0,0.00104,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
269,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
270,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
271,Milo,avatar,1.0,1.0,0.002734,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
272,Sol,avatar,0.977887,0.989408,0.026761,0.0,0.993239,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
273,Ari,avatar,0.977576,0.988158,0.02702,0.0,0.99298,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
274,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
275,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
276,Sol,avatar,1.0,1.0,0.000593,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
277,Ari,avatar,1.0,1.0,0.001027,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
278,Fay,avatar,0.97782,0.986168,0.026817,0.0,0.993183,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
279,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
280,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
281,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
282,Fay,avatar,1.0,1.0,0.000316,0.00314,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
283,Milo,avatar,0.977978,0.988338,0.026685,0.0,0.993315,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
284,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
285,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
286,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
287,Milo,avatar,1.0,1.0,9.5e-05,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
288,Sol,avatar,0.97837,0.987705,0.026358,0.0,0.993642,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
289,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
290,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
291,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
292,Sol,avatar,0.955785,0.973584,0.053513,0.0,0.986487,0.058,1.0,shares_private_hint_voluntarily,trust stable across days
293,Ari,avatar,0.977879,0.987833,0.026767,0.0,0.993233,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
294,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
295,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
296,Sol,avatar,0.981662,1.0,0.028281,0.00026,1.0,0.032,1.0,approaches_for_shared_task_later,help became recovery memory
297,Ari,avatar,1.0,1.0,0.001272,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
298,Fay,avatar,0.977036,0.986333,0.02747,0.0,0.99253,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
299,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
300,Sol,local peers,0.985126,1.0,0.025395,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
301,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
302,Fay,avatar,1.0,1.0,0.002454,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
303,Milo,avatar,0.977887,0.989403,0.026761,0.0,0.993239,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
304,Sol,local peers,0.987923,1.0,0.023064,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
305,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
306,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
307,Milo,avatar,1.0,1.0,0.000592,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
308,Sol,avatar,0.964268,0.985031,0.05111,0.0,0.991954,0.06,1.0,shares_private_hint_voluntarily,trust stable across days
309,Ari,avatar,0.976444,0.985434,0.027963,0.0,0.992037,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
310,Fay,avatar,1.0,1.0,0.0,0.00942,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
311,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
312,Sol,avatar,0.990221,1.0,0.025816,0.00026,1.0,0.034,1.0,approaches_for_shared_task_later,help became recovery memory
313,Ari,avatar,1.0,1.0,0.002243,0.0,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
314,Fay,avatar,0.978934,0.988996,0.025888,0.0,0.994112,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
315,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
316,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.008,1.0,approaches_for_shared_task_later,help became recovery memory
317,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
318,Fay,avatar,1.0,1.0,0.0,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
319,Milo,avatar,0.978372,0.987715,0.026357,0.0,0.993643,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
320,Sol,avatar,1.0,1.0,0.0,0.00078,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
321,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
322,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
323,Milo,avatar,0.955787,0.97362,0.053511,0.0,0.986489,0.058,1.0,shares_private_hint_voluntarily,trust stable across days
324,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
325,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
326,Fay,avatar,1.0,1.0,0.0,0.00942,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
327,Milo,avatar,0.981666,1.0,0.028279,0.0,1.0,0.032,1.0,approaches_for_shared_task_later,help became recovery memory
328,Sol,avatar,0.977827,0.987099,0.026811,0.0,0.993189,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
329,Ari,avatar,0.976835,0.986165,0.027637,0.0,0.992363,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
330,Fay,avatar,1.0,1.0,0.0,0.01256,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
331,Milo,local peers,0.985129,1.0,0.025392,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
332,Sol,avatar,1.0,1.0,0.001345,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
333,Ari,avatar,1.0,1.0,0.002734,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
334,Fay,avatar,0.978026,0.989522,0.026645,0.00256,0.993355,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
335,Milo,local peers,0.987927,1.0,0.023061,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
336,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
337,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
338,Fay,avatar,1.0,1.0,0.000398,0.0057,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
339,Milo,avatar,0.964272,0.985032,0.051107,0.0,0.991954,0.06,1.0,shares_private_hint_voluntarily,trust stable across days
340,Sol,avatar,1.0,1.0,0.0,0.00078,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
341,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
342,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
343,Milo,avatar,0.990226,1.0,0.025812,0.0,1.0,0.034,1.0,approaches_for_shared_task_later,help became recovery memory
344,Sol,avatar,0.977527,0.987859,0.02706,0.0,0.99294,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
345,Ari,avatar,0.977975,0.988308,0.026687,0.0,0.993313,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
346,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
347,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.008,1.0,approaches_for_shared_task_later,help became recovery memory
348,Sol,avatar,1.0,1.0,0.000726,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
349,Ari,avatar,1.0,1.0,9.9e-05,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
350,Fay,avatar,0.978769,0.987884,0.026026,0.0,0.993974,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
351,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
352,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
353,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
354,Fay,avatar,0.956454,0.973892,0.052955,0.0,0.987045,0.058,1.0,shares_private_hint_voluntarily,trust stable across days
355,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
356,Sol,avatar,1.0,1.0,0.0,0.00026,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
357,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
358,Fay,avatar,0.982516,1.0,0.02757,0.00314,1.0,0.032,1.0,approaches_for_shared_task_later,help became recovery memory
359,Milo,avatar,0.977828,0.987091,0.02681,0.0,0.99319,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
360,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
361,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
362,Fay,local peers,0.986105,1.0,0.024579,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
363,Milo,avatar,1.0,1.0,0.001345,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
364,Sol,avatar,0.977823,0.989074,0.026814,0.0,0.993186,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
365,Ari,avatar,0.977886,0.9894,0.026761,0.0,0.993239,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
366,Fay,local peers,0.988988,1.0,0.022177,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
367,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
368,Sol,avatar,1.0,1.0,0.001352,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
369,Ari,avatar,1.0,1.0,0.000593,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
370,Fay,avatar,0.966193,0.985403,0.049505,0.0,0.992672,0.06,1.0,shares_private_hint_voluntarily,trust stable across days
371,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
372,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
373,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
374,Fay,avatar,0.992733,1.0,0.023723,0.00314,1.0,0.034,1.0,approaches_for_shared_task_later,help became recovery memory
375,Milo,avatar,0.977528,0.987825,0.02706,0.0,0.99294,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
376,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
377,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
378,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.008,1.0,approaches_for_shared_task_later,help became recovery memory
379,Milo,avatar,1.0,1.0,0.000726,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
380,Sol,avatar,0.977135,0.986582,0.027387,0.0,0.992613,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
381,Ari,avatar,0.978371,0.987703,0.026357,0.0,0.993643,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
382,Fay,avatar,1.0,1.0,0.0,0.00942,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
383,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
384,Sol,avatar,1.0,1.0,0.001275,0.00026,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
385,Ari,avatar,0.955786,0.973573,0.053512,0.0,0.986488,0.058,1.0,shares_private_hint_voluntarily,trust stable across days
386,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
387,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
388,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
389,Ari,avatar,0.981664,1.0,0.02828,0.0,1.0,0.032,1.0,approaches_for_shared_task_later,help became recovery memory
390,Fay,avatar,0.977953,0.987176,0.026706,0.0,0.993294,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
391,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
392,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
393,Ari,local peers,0.985128,1.0,0.025394,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
394,Fay,avatar,1.0,1.0,0.00117,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
395,Milo,avatar,0.977823,0.989068,0.026814,0.0,0.993186,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
396,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
397,Ari,local peers,0.987925,1.0,0.023062,0.0,1.0,0.032,1.0,shares_private_hint_voluntarily,trust stable across days
398,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
399,Milo,avatar,1.0,1.0,0.001352,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
400,Sol,avatar,0.97667,0.986111,0.027775,0.0,0.992225,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
401,Ari,avatar,0.96427,0.985004,0.051108,0.0,0.991954,0.06,1.0,shares_private_hint_voluntarily,trust stable across days
402,Fay,avatar,1.0,1.0,0.0,0.00942,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
403,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
404,Sol,avatar,1.0,1.0,0.002296,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
405,Ari,avatar,0.990224,1.0,0.025814,0.0,1.0,0.034,1.0,approaches_for_shared_task_later,help became recovery memory
406,Fay,avatar,0.978904,0.988555,0.025913,0.0,0.994087,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
407,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
408,Sol,avatar,1.0,1.0,0.0,0.00052,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
409,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.008,1.0,approaches_for_shared_task_later,help became recovery memory
410,Fay,avatar,1.0,1.0,0.0,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
411,Milo,avatar,0.977138,0.986584,0.027385,0.0,0.992615,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
412,Sol,avatar,1.0,1.0,0.0,0.00078,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
413,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
414,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
415,Milo,avatar,1.0,1.0,0.001271,0.0,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
416,Sol,avatar,0.979314,0.989389,0.025571,0.0,0.994429,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
417,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
418,Fay,avatar,1.0,1.0,0.0,0.00314,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
419,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
420,Sol,avatar,0.95737,0.976686,0.052191,0.0,0.987809,0.056,1.0,shares_private_hint_voluntarily,trust stable across days
421,Ari,avatar,0.977827,0.987077,0.026811,0.0,0.993189,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
422,Fay,avatar,1.0,1.0,0.0,0.00628,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
423,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
424,Sol,avatar,0.983684,1.0,0.026596,0.00026,1.0,0.03,1.0,approaches_for_shared_task_later,help became recovery memory
425,Ari,avatar,1.0,1.0,0.001346,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
426,Fay,avatar,0.978023,0.989213,0.026647,0.0,0.993353,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
427,Milo,local peers,1.0,1.0,0.0,0.0,1.0,0.0,1.0,shares_private_hint_voluntarily,trust stable across days
428,Sol,avatar,1.0,1.0,0.000855,0.00052,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
429,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
430,Fay,avatar,1.0,1.0,0.001071,0.00314,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
431,Milo,avatar,0.97667,0.986097,0.027775,0.0,0.992225,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
432,Sol,avatar,1.0,1.0,0.0,0.00078,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
433,Ari,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
434,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
435,Milo,avatar,1.0,1.0,0.002296,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
436,Sol,avatar,0.977576,0.988193,0.02702,0.0,0.99298,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
437,Ari,avatar,0.977527,0.987846,0.027061,0.0,0.992939,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
438,Fay,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
439,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
440,Sol,avatar,1.0,1.0,0.001027,0.00026,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
441,Ari,avatar,1.0,1.0,0.000726,0.0,1.0,0.002,1.0,approaches_for_shared_task_later,help became recovery memory
442,Fay,avatar,0.978098,0.987255,0.026585,0.0,0.993415,0.03,1.0,shares_private_hint_voluntarily,trust stable across days
443,Milo,avatar,1.0,1.0,0.0,0.0,1.0,0.0,1.0,approaches_for_shared_task_later,help became recovery memory
444,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
445,Ari,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
446,Fay,avatar,1.0,1.0,0.0,0.00314,1.0,0.004,1.0,approaches_for_shared_task_later,help became recovery memory
447,Milo,avatar,0.979314,0.989382,0.025572,0.0,0.994428,0.028,1.0,shares_private_hint_voluntarily,trust stable across days
448,Sol,local peers,1.0,1.0,0.0,0.0,1.0,0.002,1.0,shares_private_hint_voluntarily,trust stable across days
