tick_id,day,settlement_id,room_id,action,pain_before,pain_after,energy_before,energy_after,wetness_after,temperature_after,care_action,care_effective,distress_bounded,visible_body_state
255,22,repair_ring,wire bench,perform_chain_step,0.0,0.0,0.413634,0.397634,0.027,0.356,available,False,True,True
256,22,riverbend,plank hall,continue_project,0.06,0.09,0.238622,0.221362,0.001,0.95,available,False,True,True
257,22,roofward,warm lane,path_to_rest,0.048,0.042,0.26287,0.246282,0.017,0.948,available,False,True,True
258,22,archive,ink niche,perform_chain_step,0.005,0.035,0.394946,0.378456,0.0,0.606,available,False,True,True
259,22,signal,lens room,recover_routine,0.179,0.173,0.13879,0.120368,0.0,0.594,available,False,True,True
260,22,orchard,market plank,offer_care,0.072,0.066,0.244098,0.227174,0.103,0.718,available,True,True,True
261,22,repair_ring,cool corner,treat_pain,0.0,0.0,0.397634,0.381634,0.021,0.33,treat pain,True,True,True
262,22,riverbend,arrival court,recover_routine,0.09,0.084,0.221362,0.204186,0.0,0.924,available,False,True,True
263,22,roofward,ledger loft,offer_care,0.042,0.036,0.246282,0.229778,0.011,0.95,available,True,True,True
264,23,archive,ink niche,dry_off,0.035,0.065,0.378456,0.361546,0.0,0.608,dry off,True,True,True
265,23,signal,lantern walk,path_to_resident,0.173,0.167,0.120368,0.10203,0.0,0.618,available,False,True,True
266,23,orchard,seed lane,inspect_affordance,0.066,0.06,0.227174,0.210334,0.097,0.72,available,False,True,True
267,23,repair_ring,wire bench,interrupt_routine,0.0,0.0,0.381634,0.365634,0.015,0.332,available,False,True,True
268,23,riverbend,plank hall,path_to_resident,0.084,0.114,0.204186,0.18659,0.0,0.926,available,False,True,True
269,23,roofward,ledger loft,inspect_affordance,0.036,0.03,0.229778,0.213358,0.005,0.95,available,False,True,True
270,23,archive,memory desk,interrupt_routine,0.065,0.059,0.361546,0.34472,0.0,0.632,available,False,True,True
271,23,signal,mast base,ask_dialect_memory,0.167,0.197,0.10203,0.083272,0.0,0.592,available,False,True,True
272,23,orchard,mud row,rest,0.06,0.03,0.210334,0.265334,0.132,0.744,rest,True,True,True
273,23,repair_ring,spark lane,dry_off,0.0,0.03,0.365634,0.349214,0.05,0.334,dry off,True,True,True
274,23,riverbend,dry ridge,ask_dialect_memory,0.114,0.108,0.18659,0.169078,0.0,0.928,available,False,True,True
275,23,roofward,warm lane,rest,0.03,0.0,0.213358,0.268358,0.0,0.95,rest,True,True,True
276,24,signal,mast base,path_to_resident,0.197,0.227,0.083272,0.08,0.0,0.566,available,False,True,True
277,24,orchard,seed lane,inspect_affordance,0.03,0.024,0.265334,0.248998,0.126,0.746,available,False,True,True
278,24,repair_ring,wire bench,interrupt_routine,0.03,0.024,0.349214,0.332878,0.044,0.336,available,False,True,True
279,24,riverbend,kit alcove,path_to_resident,0.108,0.102,0.169078,0.15165,0.0,0.95,available,False,True,True
280,24,roofward,ledger loft,inspect_affordance,0.0,0.0,0.268358,0.252358,0.0,0.95,available,False,True,True
281,24,archive,memory desk,interrupt_routine,0.059,0.053,0.34472,0.327978,0.0,0.656,available,False,True,True
282,24,signal,arrival court,ask_dialect_memory,0.227,0.221,0.08,0.08,0.035,0.568,available,False,True,True
283,24,orchard,mud row,rest,0.024,0.0,0.248998,0.303998,0.161,0.77,rest,True,True,True
284,24,repair_ring,spark lane,dry_off,0.024,0.054,0.332878,0.316122,0.079,0.338,dry off,True,True,True
285,24,riverbend,dry ridge,ask_dialect_memory,0.102,0.096,0.15165,0.134306,0.0,0.95,available,False,True,True
286,24,roofward,warm lane,rest,0.0,0.0,0.252358,0.307358,0.0,0.95,rest,True,True,True
287,24,archive,stone stacks,dry_off,0.053,0.047,0.327978,0.31132,0.0,0.63,dry off,True,True,True
288,25,signal,mast base,path_to_rest,0.221,0.251,0.08,0.08,0.029,0.542,available,False,True,True
289,25,orchard,seed lane,perform_chain_step,0.0,0.0,0.303998,0.287998,0.155,0.772,available,False,True,True
290,25,repair_ring,wire bench,recover_routine,0.054,0.048,0.316122,0.29945,0.073,0.34,available,False,True,True
291,25,riverbend,kit alcove,path_to_rest,0.096,0.09,0.134306,0.117046,0.0,0.95,available,False,True,True
292,25,roofward,sun sill,perform_chain_step,0.0,0.0,0.307358,0.291358,0.0,0.95,available,False,True,True
293,25,archive,stone stacks,recover_routine,0.047,0.041,0.31132,0.294746,0.0,0.604,available,False,True,True
294,25,signal,mast base,offer_care,0.251,0.281,0.08,0.08,0.023,0.516,available,True,True,True
295,25,orchard,mud row,treat_pain,0.0,0.0,0.287998,0.271998,0.19,0.774,treat pain,True,True,True
296,25,repair_ring,spark lane,continue_project,0.048,0.078,0.29945,0.282358,0.108,0.342,available,False,True,True
297,25,riverbend,kit alcove,offer_care,0.09,0.084,0.117046,0.09987,0.0,0.95,available,True,True,True
298,25,roofward,warm lane,treat_pain,0.0,0.0,0.291358,0.275358,0.0,0.95,treat pain,True,True,True
299,25,archive,stone stacks,continue_project,0.041,0.035,0.294746,0.278256,0.0,0.578,available,False,True,True
300,26,signal,mast base,inspect_affordance,0.281,0.311,0.08,0.08,0.017,0.49,available,False,True,True
301,26,orchard,mud row,interrupt_routine,0.0,0.03,0.271998,0.255578,0.225,0.776,available,False,True,True
302,26,repair_ring,bell alcove,ask_dialect_memory,0.078,0.072,0.282358,0.26535,0.102,0.344,available,False,True,True
303,26,riverbend,kit alcove,inspect_affordance,0.084,0.078,0.09987,0.082778,0.0,0.95,available,False,True,True
304,26,roofward,glass stair,interrupt_routine,0.0,0.03,0.275358,0.258938,0.0,0.924,available,False,True,True
305,26,archive,stone stacks,ask_dialect_memory,0.035,0.029,0.278256,0.26185,0.0,0.552,available,False,True,True
306,26,signal,lantern walk,rest,0.311,0.281,0.08,0.135,0.011,0.514,rest,True,True,True
307,26,orchard,seed lane,dry_off,0.03,0.024,0.255578,0.239242,0.165,0.778,dry off,True,True,True
308,26,repair_ring,bell alcove,path_to_resident,0.072,0.066,0.26535,0.248426,0.096,0.346,available,False,True,True
309,26,riverbend,kit alcove,rest,0.078,0.048,0.082778,0.137778,0.0,0.95,rest,True,True,True
310,26,roofward,glass stair,dry_off,0.03,0.06,0.258938,0.242098,0.0,0.898,dry off,True,True,True
311,26,archive,memory desk,path_to_resident,0.029,0.023,0.26185,0.245528,0.0,0.576,available,False,True,True
312,27,signal,lantern walk,perform_chain_step,0.281,0.275,0.135,0.11515,0.005,0.538,available,False,True,True
313,27,orchard,seed lane,recover_routine,0.024,0.018,0.239242,0.22299,0.159,0.78,available,False,True,True
314,27,repair_ring,cool corner,offer_care,0.066,0.06,0.248426,0.231586,0.09,0.32,available,True,True,True
315,27,riverbend,dry ridge,perform_chain_step,0.048,0.042,0.137778,0.12119,0.0,0.95,available,False,True,True
316,27,roofward,warm lane,recover_routine,0.06,0.054,0.242098,0.225342,0.0,0.922,available,False,True,True
317,27,archive,ink niche,offer_care,0.023,0.053,0.245528,0.228786,0.0,0.6,available,True,True,True
318,27,signal,lantern walk,treat_pain,0.275,0.22,0.11515,0.09607,0.0,0.562,treat pain,True,True,True
319,27,orchard,mud row,continue_project,0.018,0.048,0.22299,0.206318,0.194,0.782,available,False,True,True
320,27,repair_ring,cool corner,path_to_rest,0.06,0.054,0.231586,0.21483,0.084,0.294,available,False,True,True
321,27,riverbend,kit alcove,treat_pain,0.042,0.0,0.12119,0.10519,0.0,0.95,treat pain,True,True,True
322,27,roofward,warm lane,continue_project,0.054,0.048,0.225342,0.20867,0.0,0.946,available,False,True,True
323,27,archive,memory desk,path_to_rest,0.053,0.047,0.228786,0.212128,0.0,0.624,available,False,True,True
324,28,signal,lens room,interrupt_routine,0.22,0.214,0.09607,0.08,0.0,0.564,available,False,True,True
325,28,orchard,satchel shed,ask_dialect_memory,0.048,0.042,0.206318,0.18973,0.188,0.806,available,False,True,True
326,28,repair_ring,cool corner,rest,0.054,0.024,0.21483,0.26983,0.078,0.268,rest,True,True,True
327,28,riverbend,dry ridge,interrupt_routine,0.0,0.0,0.10519,0.08919,0.0,0.95,available,False,True,True
328,28,roofward,warm lane,ask_dialect_memory,0.048,0.042,0.20867,0.192082,0.0,0.95,available,False,True,True
329,28,archive,memory desk,rest,0.047,0.017,0.212128,0.267128,0.0,0.648,rest,True,True,True
330,28,signal,signal perch,dry_off,0.214,0.208,0.08,0.08,0.0,0.566,dry off,True,True,True
331,28,orchard,market plank,path_to_resident,0.042,0.036,0.18973,0.173226,0.182,0.78,available,False,True,True
332,28,repair_ring,wire bench,inspect_affordance,0.024,0.018,0.26983,0.253578,0.072,0.27,available,False,True,True
333,28,riverbend,plank hall,dry_off,0.0,0.03,0.08919,0.08,0.0,0.95,dry off,True,True,True
334,28,roofward,glass stair,path_to_resident,0.042,0.072,0.192082,0.175074,0.0,0.924,available,False,True,True
335,28,archive,memory desk,inspect_affordance,0.017,0.011,0.267128,0.250974,0.0,0.672,available,False,True,True
336,29,signal,mast base,recover_routine,0.208,0.238,0.08,0.08,0.0,0.54,available,False,True,True
337,29,orchard,seed lane,offer_care,0.036,0.03,0.173226,0.156806,0.176,0.804,available,True,True,True
338,29,repair_ring,cool corner,treat_pain,0.018,0.0,0.253578,0.237578,0.066,0.244,treat pain,True,True,True
339,29,riverbend,wet crossing,recover_routine,0.03,0.024,0.08,0.08,0.035,0.95,available,False,True,True
340,29,roofward,warm lane,offer_care,0.072,0.066,0.175074,0.15815,0.0,0.948,available,True,True,True
341,29,archive,memory desk,treat_pain,0.011,0.0,0.250974,0.234974,0.0,0.696,treat pain,True,True,True
342,29,signal,arrival court,continue_project,0.238,0.232,0.08,0.08,0.035,0.542,available,False,True,True
343,29,orchard,mud row,path_to_rest,0.03,0.06,0.156806,0.139966,0.211,0.806,available,False,True,True
344,29,repair_ring,wire bench,perform_chain_step,0.0,0.0,0.237578,0.221578,0.06,0.246,available,False,True,True
345,29,riverbend,plank hall,continue_project,0.024,0.054,0.08,0.08,0.029,0.95,available,False,True,True
346,29,roofward,warm lane,path_to_rest,0.066,0.06,0.15815,0.14131,0.0,0.95,available,False,True,True
347,29,archive,stone stacks,perform_chain_step,0.0,0.0,0.234974,0.218974,0.0,0.67,available,False,True,True
348,30,signal,arrival court,ask_dialect_memory,0.232,0.226,0.08,0.08,0.07,0.544,available,False,True,True
349,30,orchard,satchel shed,rest,0.06,0.03,0.139966,0.194966,0.205,0.83,rest,True,True,True
350,30,repair_ring,spark lane,dry_off,0.0,0.03,0.221578,0.205158,0.095,0.248,dry off,True,True,True
351,30,riverbend,dry ridge,ask_dialect_memory,0.054,0.048,0.08,0.08,0.023,0.95,available,False,True,True
352,30,roofward,warm lane,rest,0.06,0.03,0.14131,0.19631,0.0,0.95,rest,True,True,True
353,30,archive,arrival court,dry_off,0.0,0.0,0.218974,0.202974,0.035,0.672,dry off,True,True,True
354,30,signal,mast base,path_to_resident,0.226,0.256,0.08,0.08,0.064,0.518,available,False,True,True
355,30,orchard,mud row,inspect_affordance,0.03,0.06,0.194966,0.178126,0.24,0.832,available,False,True,True
356,30,repair_ring,bell alcove,interrupt_routine,0.03,0.024,0.205158,0.188822,0.089,0.25,available,False,True,True
357,30,riverbend,plank hall,path_to_resident,0.048,0.078,0.08,0.08,0.017,0.95,available,False,True,True
358,30,roofward,glass stair,inspect_affordance,0.03,0.06,0.19631,0.17947,0.0,0.924,available,False,True,True
359,30,archive,stone stacks,interrupt_routine,0.0,0.0,0.202974,0.186974,0.029,0.646,available,False,True,True
360,31,signal,mast base,offer_care,0.256,0.286,0.08,0.08,0.058,0.492,available,True,True,True
361,31,orchard,satchel shed,treat_pain,0.06,0.005,0.178126,0.162056,0.234,0.856,treat pain,True,True,True
362,31,repair_ring,bell alcove,continue_project,0.024,0.018,0.188822,0.17257,0.083,0.252,available,False,True,True
363,31,riverbend,wet crossing,offer_care,0.078,0.072,0.08,0.08,0.052,0.95,available,True,True,True
364,31,roofward,warm lane,treat_pain,0.06,0.005,0.17947,0.1634,0.0,0.948,treat pain,True,True,True
365,31,archive,stone stacks,continue_project,0.0,0.0,0.186974,0.170974,0.023,0.62,available,False,True,True
366,31,signal,lantern walk,path_to_rest,0.286,0.28,0.08,0.08,0.052,0.516,available,False,True,True
367,31,orchard,market plank,perform_chain_step,0.005,0.0,0.162056,0.146056,0.228,0.83,available,False,True,True
368,31,repair_ring,bell alcove,recover_routine,0.018,0.012,0.17257,0.156402,0.077,0.254,available,False,True,True
369,31,riverbend,kit alcove,path_to_rest,0.072,0.066,0.08,0.08,0.046,0.95,available,False,True,True
370,31,roofward,glass stair,perform_chain_step,0.005,0.035,0.1634,0.14691,0.0,0.922,available,False,True,True
371,31,archive,memory desk,recover_routine,0.0,0.0,0.170974,0.154974,0.017,0.644,available,False,True,True
372,32,orchard,satchel shed,treat_pain,0.0,0.0,0.146056,0.130056,0.222,0.854,treat pain,True,True,True
373,32,repair_ring,bell alcove,continue_project,0.012,0.006,0.156402,0.140318,0.071,0.256,available,False,True,True
374,32,riverbend,kit alcove,offer_care,0.066,0.06,0.08,0.08,0.04,0.95,available,True,True,True
375,32,roofward,warm lane,treat_pain,0.035,0.0,0.14691,0.13091,0.0,0.946,treat pain,True,True,True
376,32,archive,stone stacks,continue_project,0.0,0.0,0.154974,0.138974,0.011,0.618,available,False,True,True
377,32,signal,lantern walk,path_to_rest,0.28,0.274,0.08,0.08,0.046,0.54,available,False,True,True
378,32,orchard,market plank,perform_chain_step,0.0,0.0,0.130056,0.114056,0.216,0.828,available,False,True,True
379,32,repair_ring,bell alcove,recover_routine,0.006,0.0,0.140318,0.124318,0.065,0.258,available,False,True,True
380,32,riverbend,kit alcove,path_to_rest,0.06,0.054,0.08,0.08,0.034,0.95,available,False,True,True
381,32,roofward,glass stair,perform_chain_step,0.0,0.03,0.13091,0.11449,0.0,0.92,available,False,True,True
382,32,archive,memory desk,recover_routine,0.0,0.0,0.138974,0.122974,0.005,0.642,available,False,True,True
383,32,signal,lens room,offer_care,0.274,0.268,0.08,0.08,0.04,0.564,available,True,True,True
384,33,orchard,market plank,dry_off,0.0,0.0,0.114056,0.098056,0.156,0.802,dry off,True,True,True
385,33,repair_ring,spark lane,path_to_resident,0.0,0.03,0.124318,0.107898,0.1,0.26,available,False,True,True
386,33,riverbend,kit alcove,rest,0.054,0.024,0.08,0.135,0.028,0.95,rest,True,True,True
387,33,roofward,glass stair,dry_off,0.03,0.06,0.11449,0.09765,0.0,0.894,dry off,True,True,True
388,33,archive,stone stacks,path_to_resident,0.0,0.0,0.122974,0.106974,0.0,0.616,available,False,True,True
389,33,signal,lens room,inspect_affordance,0.268,0.262,0.08,0.08,0.034,0.566,available,False,True,True
390,33,orchard,satchel shed,interrupt_routine,0.0,0.0,0.098056,0.082056,0.15,0.826,available,False,True,True
391,33,repair_ring,wire bench,ask_dialect_memory,0.03,0.024,0.107898,0.091562,0.094,0.262,available,False,True,True
392,33,riverbend,dry ridge,inspect_affordance,0.024,0.018,0.135,0.118748,0.022,0.95,available,False,True,True
393,33,roofward,warm lane,interrupt_routine,0.06,0.054,0.09765,0.080894,0.0,0.918,available,False,True,True
394,33,archive,spool room,ask_dialect_memory,0.0,0.0,0.106974,0.090974,0.0,0.618,available,False,True,True
395,33,signal,lantern walk,rest,0.262,0.232,0.08,0.135,0.028,0.59,rest,True,True,True
396,34,orchard,satchel shed,continue_project,0.0,0.0,0.082056,0.08,0.144,0.85,available,False,True,True
397,34,repair_ring,cool corner,path_to_rest,0.024,0.018,0.091562,0.08,0.088,0.236,available,False,True,True
398,34,riverbend,kit alcove,treat_pain,0.018,0.0,0.118748,0.102748,0.016,0.95,treat pain,True,True,True
399,34,roofward,warm lane,continue_project,0.054,0.048,0.080894,0.08,0.0,0.942,available,False,True,True
400,34,archive,stone stacks,path_to_rest,0.0,0.0,0.090974,0.08,0.0,0.592,available,False,True,True
401,34,signal,mast base,perform_chain_step,0.232,0.262,0.135,0.115332,0.022,0.564,available,False,True,True
402,34,orchard,market plank,recover_routine,0.0,0.0,0.08,0.08,0.138,0.824,available,False,True,True
403,34,repair_ring,wire bench,offer_care,0.018,0.012,0.08,0.08,0.082,0.26,available,True,True,True
404,34,riverbend,wet crossing,perform_chain_step,0.0,0.0,0.102748,0.086748,0.051,0.95,available,False,True,True
405,34,roofward,glass stair,recover_routine,0.048,0.078,0.08,0.08,0.0,0.916,available,False,True,True
406,34,archive,memory desk,offer_care,0.0,0.0,0.08,0.08,0.0,0.616,available,True,True,True
407,34,signal,lantern walk,treat_pain,0.262,0.207,0.115332,0.096434,0.016,0.588,treat pain,True,True,True
408,35,orchard,seed lane,path_to_resident,0.0,0.0,0.08,0.08,0.132,0.826,available,False,True,True
409,35,repair_ring,wire bench,inspect_affordance,0.012,0.006,0.08,0.08,0.076,0.262,available,False,True,True
410,35,riverbend,wet crossing,dry_off,0.0,0.0,0.086748,0.08,0.086,0.95,dry off,True,True,True
411,35,roofward,warm lane,path_to_resident,0.078,0.072,0.08,0.08,0.0,0.94,available,False,True,True
412,35,archive,memory desk,inspect_affordance,0.0,0.0,0.08,0.08,0.0,0.64,available,False,True,True
413,35,signal,mast base,interrupt_routine,0.207,0.237,0.096434,0.08,0.01,0.562,available,False,True,True
414,35,orchard,seed lane,ask_dialect_memory,0.0,0.0,0.08,0.08,0.126,0.828,available,False,True,True
415,35,repair_ring,cool corner,rest,0.006,0.0,0.08,0.135,0.07,0.236,rest,True,True,True
416,35,riverbend,plank hall,interrupt_routine,0.0,0.03,0.08,0.08,0.08,0.95,available,False,True,True
417,35,roofward,sun sill,ask_dialect_memory,0.072,0.066,0.08,0.08,0.0,0.942,available,False,True,True
418,35,archive,memory desk,rest,0.0,0.0,0.08,0.135,0.0,0.664,rest,True,True,True
419,35,signal,mast base,dry_off,0.237,0.267,0.08,0.08,0.0,0.536,dry off,True,True,True
420,36,orchard,mud row,path_to_rest,0.0,0.03,0.08,0.08,0.161,0.83,available,False,True,True
421,36,repair_ring,wire bench,perform_chain_step,0.0,0.0,0.135,0.119,0.064,0.238,available,False,True,True
422,36,riverbend,dry ridge,continue_project,0.03,0.024,0.08,0.08,0.074,0.95,available,False,True,True
423,36,roofward,warm lane,path_to_rest,0.066,0.06,0.08,0.08,0.0,0.95,available,False,True,True
424,36,archive,stone stacks,perform_chain_step,0.0,0.0,0.135,0.119,0.0,0.638,available,False,True,True
425,36,signal,lantern walk,recover_routine,0.267,0.261,0.08,0.08,0.0,0.56,available,False,True,True
426,36,orchard,mud row,offer_care,0.03,0.06,0.08,0.08,0.196,0.854,available,True,True,True
427,36,repair_ring,cool corner,treat_pain,0.0,0.0,0.119,0.103,0.058,0.212,treat pain,True,True,True
428,36,riverbend,dry ridge,recover_routine,0.024,0.018,0.08,0.08,0.068,0.95,available,False,True,True
429,36,roofward,glass stair,offer_care,0.06,0.09,0.08,0.08,0.0,0.924,available,True,True,True
430,36,archive,memory desk,treat_pain,0.0,0.0,0.119,0.103,0.0,0.662,treat pain,True,True,True
431,36,signal,lantern walk,continue_project,0.261,0.255,0.08,0.08,0.0,0.584,available,False,True,True
432,37,orchard,mud row,inspect_affordance,0.06,0.09,0.08,0.08,0.231,0.856,available,False,True,True
433,37,repair_ring,bell alcove,interrupt_routine,0.0,0.0,0.103,0.087,0.052,0.214,available,False,True,True
434,37,riverbend,plank hall,path_to_resident,0.018,0.048,0.08,0.08,0.062,0.95,available,False,True,True
435,37,roofward,arrival court,inspect_affordance,0.09,0.084,0.08,0.08,0.035,0.926,available,False,True,True
436,37,archive,stone stacks,interrupt_routine,0.0,0.0,0.103,0.087,0.0,0.636,available,False,True,True
437,37,signal,lantern walk,ask_dialect_memory,0.255,0.249,0.08,0.08,0.0,0.608,available,False,True,True
438,37,orchard,satchel shed,rest,0.09,0.06,0.08,0.135,0.225,0.88,rest,True,True,True
439,37,repair_ring,cool corner,dry_off,0.0,0.0,0.087,0.08,0.0,0.188,dry off,True,True,True
440,37,riverbend,arrival court,ask_dialect_memory,0.048,0.042,0.08,0.08,0.056,0.924,available,False,True,True
441,37,roofward,glass stair,rest,0.084,0.054,0.08,0.135,0.029,0.9,rest,True,True,True
442,37,archive,spool room,dry_off,0.0,0.0,0.087,0.08,0.0,0.638,dry off,True,True,True
443,37,signal,mast base,path_to_resident,0.249,0.279,0.08,0.08,0.0,0.582,available,False,True,True
444,38,orchard,market plank,perform_chain_step,0.06,0.054,0.135,0.118244,0.219,0.854,available,False,True,True
445,38,repair_ring,wire bench,recover_routine,0.0,0.0,0.08,0.08,0.0,0.19,available,False,True,True
446,38,riverbend,plank hall,path_to_rest,0.042,0.072,0.08,0.08,0.05,0.926,available,False,True,True
447,38,roofward,glass stair,perform_chain_step,0.054,0.084,0.135,0.117824,0.023,0.874,available,False,True,True
448,38,archive,stone stacks,recover_routine,0.0,0.0,0.08,0.08,0.0,0.612,available,False,True,True
449,38,signal,lantern walk,offer_care,0.279,0.273,0.08,0.08,0.0,0.606,available,True,True,True
450,38,orchard,satchel shed,treat_pain,0.054,0.0,0.118244,0.102244,0.213,0.878,treat pain,True,True,True
451,38,repair_ring,arrival court,continue_project,0.0,0.0,0.08,0.08,0.0,0.192,available,False,True,True
452,38,riverbend,plank hall,offer_care,0.072,0.102,0.08,0.08,0.044,0.95,available,True,True,True
453,38,roofward,warm lane,treat_pain,0.084,0.029,0.117824,0.101418,0.017,0.898,treat pain,True,True,True
454,38,archive,spool room,continue_project,0.0,0.0,0.08,0.08,0.0,0.614,available,False,True,True
455,38,signal,lantern walk,path_to_rest,0.273,0.267,0.08,0.08,0.0,0.63,available,False,True,True
456,39,orchard,satchel shed,interrupt_routine,0.0,0.0,0.102244,0.086244,0.207,0.902,available,False,True,True
457,39,repair_ring,arrival court,ask_dialect_memory,0.0,0.0,0.08,0.08,0.0,0.194,available,False,True,True
458,39,riverbend,plank hall,inspect_affordance,0.102,0.132,0.08,0.08,0.038,0.95,available,False,True,True
459,39,roofward,warm lane,interrupt_routine,0.029,0.023,0.101418,0.085096,0.011,0.922,available,False,True,True
460,39,archive,ink niche,ask_dialect_memory,0.0,0.03,0.08,0.08,0.0,0.616,available,False,True,True
461,39,signal,lantern walk,rest,0.267,0.237,0.08,0.135,0.0,0.654,rest,True,True,True
462,39,orchard,market plank,dry_off,0.0,0.0,0.086244,0.08,0.147,0.876,dry off,True,True,True
463,39,repair_ring,wire bench,path_to_resident,0.0,0.0,0.08,0.08,0.0,0.196,available,False,True,True
464,39,riverbend,wet crossing,rest,0.132,0.102,0.08,0.135,0.073,0.95,rest,True,True,True
465,39,roofward,ledger loft,dry_off,0.023,0.017,0.085096,0.08,0.0,0.924,dry off,True,True,True
466,39,archive,memory desk,path_to_resident,0.03,0.024,0.08,0.08,0.0,0.64,available,False,True,True
467,39,signal,mast base,inspect_affordance,0.237,0.267,0.135,0.115262,0.0,0.628,available,False,True,True
468,40,repair_ring,arrival court,ask_dialect_memory,0.0,0.0,0.08,0.08,0.0,0.198,available,False,True,True
469,40,riverbend,plank hall,inspect_affordance,0.102,0.132,0.135,0.117152,0.067,0.95,available,False,True,True
470,40,roofward,warm lane,interrupt_routine,0.017,0.011,0.08,0.08,0.0,0.948,available,False,True,True
471,40,archive,ink niche,ask_dialect_memory,0.024,0.054,0.08,0.08,0.0,0.642,available,False,True,True
472,40,signal,lantern walk,rest,0.267,0.237,0.115262,0.170262,0.0,0.652,rest,True,True,True
473,40,orchard,seed lane,dry_off,0.0,0.0,0.08,0.08,0.087,0.878,dry off,True,True,True
474,40,repair_ring,wire bench,path_to_resident,0.0,0.0,0.08,0.08,0.0,0.2,available,False,True,True
475,40,riverbend,wet crossing,rest,0.132,0.102,0.117152,0.172152,0.102,0.95,rest,True,True,True
476,40,roofward,ledger loft,dry_off,0.011,0.005,0.08,0.08,0.0,0.95,dry off,True,True,True
477,40,archive,memory desk,path_to_resident,0.054,0.048,0.08,0.08,0.0,0.666,available,False,True,True
478,40,signal,mast base,inspect_affordance,0.237,0.267,0.170262,0.150524,0.0,0.626,available,False,True,True
479,40,orchard,seed lane,interrupt_routine,0.0,0.0,0.08,0.08,0.081,0.88,available,False,True,True
480,41,repair_ring,wire bench,offer_care,0.0,0.0,0.08,0.08,0.0,0.224,available,True,True,True
481,41,riverbend,wet crossing,perform_chain_step,0.102,0.096,0.172152,0.154808,0.137,0.95,available,False,True,True
482,41,roofward,ledger loft,recover_routine,0.005,0.0,0.08,0.08,0.0,0.95,available,False,True,True
483,41,archive,memory desk,offer_care,0.048,0.042,0.08,0.08,0.0,0.69,available,True,True,True
484,41,signal,lantern walk,treat_pain,0.267,0.212,0.150524,0.131556,0.0,0.65,treat pain,True,True,True
485,41,orchard,seed lane,continue_project,0.0,0.0,0.08,0.08,0.075,0.882,available,False,True,True
486,41,repair_ring,cool corner,path_to_rest,0.0,0.0,0.08,0.08,0.0,0.198,available,False,True,True
487,41,riverbend,kit alcove,treat_pain,0.096,0.041,0.154808,0.138234,0.131,0.95,treat pain,True,True,True
488,41,roofward,sun sill,continue_project,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
489,41,archive,memory desk,path_to_rest,0.042,0.036,0.08,0.08,0.0,0.714,available,False,True,True
490,41,signal,mast base,perform_chain_step,0.212,0.242,0.131556,0.112168,0.0,0.624,available,False,True,True
491,41,orchard,arrival court,recover_routine,0.0,0.0,0.08,0.08,0.069,0.884,available,False,True,True
492,42,repair_ring,cool corner,rest,0.0,0.0,0.08,0.135,0.0,0.172,rest,True,True,True
493,42,riverbend,dry ridge,interrupt_routine,0.041,0.035,0.138234,0.121744,0.125,0.95,available,False,True,True
494,42,roofward,sun sill,ask_dialect_memory,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
495,42,archive,memory desk,rest,0.036,0.006,0.08,0.135,0.0,0.738,rest,True,True,True
496,42,signal,mast base,dry_off,0.242,0.272,0.112168,0.09236,0.0,0.598,dry off,True,True,True
497,42,orchard,seed lane,path_to_resident,0.0,0.0,0.08,0.08,0.063,0.886,available,False,True,True
498,42,repair_ring,bell alcove,inspect_affordance,0.0,0.0,0.135,0.119,0.0,0.174,available,False,True,True
499,42,riverbend,kit alcove,dry_off,0.035,0.029,0.121744,0.105338,0.065,0.95,dry off,True,True,True
500,42,roofward,warm lane,path_to_resident,0.0,0.0,0.08,0.08,0.0,0.95,available,False,True,True
501,42,archive,stone stacks,inspect_affordance,0.006,0.0,0.135,0.119,0.0,0.712,available,False,True,True
502,42,signal,lantern walk,interrupt_routine,0.272,0.266,0.09236,0.08,0.0,0.622,available,False,True,True
503,42,orchard,market plank,ask_dialect_memory,0.0,0.0,0.08,0.08,0.057,0.86,available,False,True,True
504,43,repair_ring,cool corner,treat_pain,0.0,0.0,0.119,0.103,0.0,0.148,treat pain,True,True,True
505,43,riverbend,dry ridge,recover_routine,0.029,0.023,0.105338,0.089016,0.059,0.95,available,False,True,True
506,43,roofward,glass stair,offer_care,0.0,0.03,0.08,0.08,0.0,0.924,available,True,True,True
507,43,archive,memory desk,treat_pain,0.0,0.0,0.119,0.103,0.0,0.736,treat pain,True,True,True
508,43,signal,lantern walk,continue_project,0.266,0.26,0.08,0.08,0.0,0.646,available,False,True,True
509,43,orchard,satchel shed,path_to_rest,0.0,0.0,0.08,0.08,0.051,0.884,available,False,True,True
510,43,repair_ring,cool corner,perform_chain_step,0.0,0.0,0.103,0.087,0.0,0.122,available,False,True,True
511,43,riverbend,plank hall,continue_project,0.023,0.053,0.089016,0.08,0.053,0.95,available,False,True,True
512,43,roofward,warm lane,path_to_rest,0.03,0.024,0.08,0.08,0.0,0.948,available,False,True,True
513,43,archive,ink niche,perform_chain_step,0.0,0.03,0.103,0.08658,0.0,0.738,available,False,True,True
514,43,signal,mast base,recover_routine,0.26,0.29,0.08,0.08,0.0,0.62,available,False,True,True
