tick_id,day,settlement_id,snapshot_key,queue_count,project_stage_index,consent_history_count,dialect_relationship_count,checksum,restored_queue_visible,restored_project_visible,restored_consent_visible,restored_dialect_visible,replay_exportable
1760,111,roofward,ssrm.v41.snapshot.roofward.111.0,11,4,99,48,v41-571896,True,True,True,True,True
1763,111,orchard,ssrm.v41.snapshot.orchard.111.3,14,3,105,48,v41-546363,True,True,True,True,True
1775,111,orchard,ssrm.v41.snapshot.orchard.111.15,14,3,106,48,v41-562497,True,True,True,True,True
1776,112,repair_ring,ssrm.v41.snapshot.repair_ring.112.0,14,4,101,48,v41-674451,True,True,True,True,True
1791,112,archive,ssrm.v41.snapshot.archive.112.15,10,2,106,48,v41-561064,True,True,True,True,True
1792,113,signal,ssrm.v41.snapshot.signal.113.0,13,4,96,48,v41-503748,True,True,True,True,True
1806,113,repair_ring,ssrm.v41.snapshot.repair_ring.113.14,14,4,103,48,v41-691997,True,True,True,True,True
1807,113,riverbend,ssrm.v41.snapshot.riverbend.113.15,8,4,107,48,v41-616079,True,True,True,True,True
1808,114,roofward,ssrm.v41.snapshot.roofward.114.0,11,4,103,48,v41-583455,True,True,True,True,True
1823,114,orchard,ssrm.v41.snapshot.orchard.114.15,14,4,107,48,v41-563987,True,True,True,True,True
1824,115,repair_ring,ssrm.v41.snapshot.repair_ring.115.0,14,4,105,48,v41-676581,True,True,True,True,True
1839,115,archive,ssrm.v41.snapshot.archive.115.15,11,4,106,48,v41-562850,True,True,True,True,True
1840,116,signal,ssrm.v41.snapshot.signal.116.0,13,4,101,48,v41-515534,True,True,True,True,True
1849,116,riverbend,ssrm.v41.snapshot.riverbend.116.9,11,4,108,48,v41-616360,True,True,True,True,True
1855,116,riverbend,ssrm.v41.snapshot.riverbend.116.15,10,4,108,48,v41-630201,True,True,True,True,True
1856,117,roofward,ssrm.v41.snapshot.roofward.117.0,12,4,108,48,v41-586170,True,True,True,True,True
1871,117,orchard,ssrm.v41.snapshot.orchard.117.15,14,4,109,48,v41-565481,True,True,True,True,True
1872,118,repair_ring,ssrm.v41.snapshot.repair_ring.118.0,14,4,109,48,v41-678711,True,True,True,True,True
1887,118,archive,ssrm.v41.snapshot.archive.118.15,10,1,106,48,v41-562526,True,True,True,True,True
1888,119,signal,ssrm.v41.snapshot.signal.119.0,13,1,106,48,v41-517033,True,True,True,True,True
1892,119,roofward,ssrm.v41.snapshot.roofward.119.4,13,4,111,48,v41-586411,True,True,True,True,True
1903,119,riverbend,ssrm.v41.snapshot.riverbend.119.15,8,4,110,48,v41-616012,True,True,True,True,True
1904,120,archive,ssrm.v41.snapshot.archive.120.0,13,3,107,48,v41-545560,True,True,True,True,True
1919,120,repair_ring,ssrm.v41.snapshot.repair_ring.120.15,14,4,112,48,v41-691700,True,True,True,True,True
1920,121,riverbend,ssrm.v41.snapshot.riverbend.121.0,9,4,113,48,v41-598381,True,True,True,True,True
1935,121,signal,ssrm.v41.snapshot.signal.121.15,8,4,108,48,v41-519453,True,True,True,True,True
1936,122,orchard,ssrm.v41.snapshot.orchard.122.0,13,4,114,48,v41-546063,True,True,True,True,True
1951,122,roofward,ssrm.v41.snapshot.roofward.122.15,11,4,113,48,v41-600231,True,True,True,True,True
1952,123,archive,ssrm.v41.snapshot.archive.123.0,14,4,111,48,v41-545516,True,True,True,True,True
1967,123,repair_ring,ssrm.v41.snapshot.repair_ring.123.15,14,4,112,48,v41-692594,True,True,True,True,True
1968,124,riverbend,ssrm.v41.snapshot.riverbend.124.0,14,4,117,48,v41-614283,True,True,True,True,True
1978,124,orchard,ssrm.v41.snapshot.orchard.124.10,14,4,118,48,v41-563406,True,True,True,True,True
1983,124,signal,ssrm.v41.snapshot.signal.124.15,9,4,110,48,v41-518501,True,True,True,True,True
1984,125,orchard,ssrm.v41.snapshot.orchard.125.0,13,4,119,48,v41-548470,True,True,True,True,True
1999,125,roofward,ssrm.v41.snapshot.roofward.125.15,13,4,114,48,v41-602025,True,True,True,True,True
2000,126,archive,ssrm.v41.snapshot.archive.126.0,12,4,115,48,v41-547020,True,True,True,True,True
2015,126,repair_ring,ssrm.v41.snapshot.repair_ring.126.15,14,4,113,48,v41-693798,True,True,True,True,True
2016,127,riverbend,ssrm.v41.snapshot.riverbend.127.0,14,4,122,48,v41-613942,True,True,True,True,True
2021,127,repair_ring,ssrm.v41.snapshot.repair_ring.127.5,13,4,113,48,v41-678361,True,True,True,True,True
2031,127,signal,ssrm.v41.snapshot.signal.127.15,8,4,111,48,v41-519386,True,True,True,True,True
2032,128,orchard,ssrm.v41.snapshot.orchard.128.0,13,4,123,48,v41-547826,True,True,True,True,True
2047,128,roofward,ssrm.v41.snapshot.roofward.128.15,11,4,116,48,v41-602922,True,True,True,True,True
