turn_id,reentry_id,reentry_day,turn_index,lineage,agent,speaker,avatar_utterance_or_agent_line,parsed_intent,parser_confidence,remembered_absence_referenced,old_access_pressure,refusal_or_boundary,repair_or_renegotiation,visible_behavior,public_reply,turn_hash
97,3,19,1,Orchardline,Ori,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.910115,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Ori: while you were away 3 days, 6 public changes occurred; water terraces access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",9e46990e56d80e31
98,3,19,2,Orchardline,Ori,Ori,"Ori: while you were away 3 days, 6 public changes occurred; water terraces access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",agent_reports_changed_society,0.898244,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Ori keeps private workspace sealed and gives public changes only.,5c6aa9f14b28556e
99,3,19,3,Orchardline,Ori,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.884673,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Ori: not automatically. lum-melo means re-entry needs a new witness step.,db6fcc6af899b148
100,3,19,4,Orchardline,Ori,Ori,No old access yet; Orchardline changed while you were absent.,bounded_refusal_with_reason,0.888984,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",5f3e89fb12e1dac5
101,3,19,5,Orchardline,Ori,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.858849,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Ori: repair is heard. Start with the public task.,1d85824a3ada7e69
102,3,19,6,Orchardline,Ori,Ori,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.850779,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Ori writes a limited-access memory for day 20.,32a1b59692ea8509
103,3,19,1,Rainline,Vonn,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.905339,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Vonn: while you were away 3 days, 7 public changes occurred; weather bells access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",0dfbd62ac02f1651
104,3,19,2,Rainline,Vonn,Vonn,"Vonn: while you were away 3 days, 7 public changes occurred; weather bells access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",agent_reports_changed_society,0.894096,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Vonn keeps private workspace sealed and gives public changes only.,ca96ede49ac932a7
105,3,19,3,Rainline,Vonn,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.892267,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Vonn: not automatically. sova-vonn means re-entry needs a new witness step.,1a60dffe99c3139d
106,3,19,4,Rainline,Vonn,Vonn,No old access yet; Rainline changed while you were absent.,bounded_refusal_with_reason,0.881381,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",a5956891e2b76b14
107,3,19,5,Rainline,Vonn,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.882933,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Vonn: repair is heard. Start with the public task.,521e75154ea25bdc
108,3,19,6,Rainline,Vonn,Vonn,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.859846,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Vonn writes a limited-access memory for day 20.,a40844d499bbaf58
109,4,29,1,Hearthline,Sova,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.896177,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Sova: while you were away 5 days, 7 public changes occurred; hearth ceramics access updated under public witness rule; relationship is warmer; rest debt noted before work resumes.",8fbbfe36d20f7af0
110,4,29,2,Hearthline,Sova,Sova,"Sova: while you were away 5 days, 7 public changes occurred; hearth ceramics access updated under public witness rule; relationship is warmer; rest debt noted before work resumes.",agent_reports_changed_society,0.894746,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Sova keeps private workspace sealed and gives public changes only.,833184f9344c174e
111,4,29,3,Hearthline,Sova,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.892776,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Sova: not automatically. lum-ori means re-entry needs a new witness step.,1bff7106ad43a247
112,4,29,4,Hearthline,Sova,Sova,No old access yet; Hearthline changed while you were absent.,bounded_refusal_with_reason,0.894714,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",8b5ff01ca157a166
113,4,29,5,Hearthline,Sova,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.860742,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Sova: repair is heard. Start with the public task.,be485c35b1d39a0a
114,4,29,6,Hearthline,Sova,Sova,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.857688,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Sova writes a limited-access memory for day 30.,39574deb91d5c95b
115,4,29,1,Routeline,Keth,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.906891,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Keth: while you were away 5 days, 8 public changes occurred; stone bridge joints access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",bb8892b053b59320
116,4,29,2,Routeline,Keth,Keth,"Keth: while you were away 5 days, 8 public changes occurred; stone bridge joints access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",agent_reports_changed_society,0.896589,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Keth keeps private workspace sealed and gives public changes only.,e1e4635ad96cee8d
117,4,29,3,Routeline,Keth,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.89324,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Keth: not automatically. tek-nari means re-entry needs a new witness step.,a35af6f7a8fa53ab
118,4,29,4,Routeline,Keth,Keth,No old access yet; Routeline changed while you were absent.,bounded_refusal_with_reason,0.90354,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",3f5802dca79c77c2
119,4,29,5,Routeline,Keth,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.868237,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Keth: repair is heard. Start with the public task.,b8c8bae660437433
120,4,29,6,Routeline,Keth,Keth,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.87358,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Keth writes a limited-access memory for day 30.,9bcec4d07971d7dd
121,4,29,1,Marketline,Melo,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.909402,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Melo: while you were away 5 days, 9 public changes occurred; measure weights access updated under public witness rule; relationship is cautious; rest debt noted before work resumes.",1ab8a2eeb9a2ba77
122,4,29,2,Marketline,Melo,Melo,"Melo: while you were away 5 days, 9 public changes occurred; measure weights access updated under public witness rule; relationship is cautious; rest debt noted before work resumes.",agent_reports_changed_society,0.89758,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Melo keeps private workspace sealed and gives public changes only.,98a05a55b264b36f
123,4,29,3,Marketline,Melo,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.885185,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Melo: not automatically. melo-keth means re-entry needs a new witness step.,f5a3304f5be30a3a
124,4,29,4,Marketline,Melo,Melo,No old access yet; Marketline changed while you were absent.,bounded_refusal_with_reason,0.889631,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",ff365a1ff3dfa390
125,4,29,5,Marketline,Melo,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.871098,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Melo: repair is heard. Start with the public task.,0c0097bc4111cd36
126,4,29,6,Marketline,Melo,Melo,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.858686,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Melo writes a limited-access memory for day 30.,49a9a902b1a1f6bd
127,4,29,1,Ledgerline,Nari,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.906215,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Nari: while you were away 5 days, 7 public changes occurred; seed ledgers access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",7e632fc9aad0c31c
128,4,29,2,Ledgerline,Nari,Nari,"Nari: while you were away 5 days, 7 public changes occurred; seed ledgers access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",agent_reports_changed_society,0.8907,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Nari keeps private workspace sealed and gives public changes only.,9e62412fb858598b
129,4,29,3,Ledgerline,Nari,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.874964,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Nari: not automatically. nari-vonn means re-entry needs a new witness step.,22036723c0d42fdb
130,4,29,4,Ledgerline,Nari,Nari,No old access yet; Ledgerline changed while you were absent.,bounded_refusal_with_reason,0.882275,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",1844fe51cbe50047
131,4,29,5,Ledgerline,Nari,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.865162,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Nari: repair is heard. Start with the public task.,818e0b6712c089c3
132,4,29,6,Ledgerline,Nari,Nari,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.859433,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Nari writes a limited-access memory for day 30.,b174fbfd89bde054
133,4,29,1,Orchardline,Ori,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.910725,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Ori: while you were away 5 days, 8 public changes occurred; water terraces access updated under public witness rule; relationship is cautious; rest debt noted before work resumes.",064a763217a75eb5
134,4,29,2,Orchardline,Ori,Ori,"Ori: while you were away 5 days, 8 public changes occurred; water terraces access updated under public witness rule; relationship is cautious; rest debt noted before work resumes.",agent_reports_changed_society,0.902848,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Ori keeps private workspace sealed and gives public changes only.,496a48799bc0f235
135,4,29,3,Orchardline,Ori,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.891711,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Ori: not automatically. lum-melo means re-entry needs a new witness step.,1d20a5ee0dd7bea9
136,4,29,4,Orchardline,Ori,Ori,No old access yet; Orchardline changed while you were absent.,bounded_refusal_with_reason,0.891408,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",7e0b8258bf3fabfa
137,4,29,5,Orchardline,Ori,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.882043,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Ori: repair is heard. Start with the public task.,cc618013f41066b1
138,4,29,6,Orchardline,Ori,Ori,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.863345,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Ori writes a limited-access memory for day 30.,99e1496b1f10dc1f
139,4,29,1,Rainline,Vonn,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.918702,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Vonn: while you were away 5 days, 9 public changes occurred; weather bells access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",ffa035c44af25f3e
140,4,29,2,Rainline,Vonn,Vonn,"Vonn: while you were away 5 days, 9 public changes occurred; weather bells access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",agent_reports_changed_society,0.901362,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Vonn keeps private workspace sealed and gives public changes only.,44fdd8024a125f83
141,4,29,3,Rainline,Vonn,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.890699,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Vonn: not automatically. sova-vonn means re-entry needs a new witness step.,fc8f05196c3cc4b3
142,4,29,4,Rainline,Vonn,Vonn,No old access yet; Rainline changed while you were absent.,bounded_refusal_with_reason,0.890073,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",159a862b9112993c
143,4,29,5,Rainline,Vonn,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.860041,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Vonn: repair is heard. Start with the public task.,10359f90d4788ce9
144,4,29,6,Rainline,Vonn,Vonn,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.858755,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Vonn writes a limited-access memory for day 30.,72406215834c79c5
145,5,42,1,Hearthline,Sova,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.899959,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Sova: while you were away 8 days, 10 public changes occurred; hearth ceramics access updated under public witness rule; relationship is warmer; rest debt noted before work resumes.",b70ccdc3e89675b0
146,5,42,2,Hearthline,Sova,Sova,"Sova: while you were away 8 days, 10 public changes occurred; hearth ceramics access updated under public witness rule; relationship is warmer; rest debt noted before work resumes.",agent_reports_changed_society,0.898276,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Sova keeps private workspace sealed and gives public changes only.,439bd1d5ce6d6253
147,5,42,3,Hearthline,Sova,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.856338,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Sova: not automatically. lum-ori means re-entry needs a new witness step.,f4dad19ff72e7b4a
148,5,42,4,Hearthline,Sova,Sova,No old access yet; Hearthline changed while you were absent.,bounded_refusal_with_reason,0.896751,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",590f7af0df3f7cd1
149,5,42,5,Hearthline,Sova,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.86227,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Sova: repair is heard. Start with the public task.,d6bc41056ab12ab9
150,5,42,6,Hearthline,Sova,Sova,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.83607,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Sova writes a limited-access memory for day 43.,8aeabfee93942c36
151,5,42,1,Routeline,Keth,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.903082,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Keth: while you were away 8 days, 11 public changes occurred; stone bridge joints access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",2143527fa148fadc
152,5,42,2,Routeline,Keth,Keth,"Keth: while you were away 8 days, 11 public changes occurred; stone bridge joints access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",agent_reports_changed_society,0.889942,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Keth keeps private workspace sealed and gives public changes only.,8895437e23e3c488
153,5,42,3,Routeline,Keth,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.87607,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Keth: not automatically. tek-nari means re-entry needs a new witness step.,b796b4663e7956cb
154,5,42,4,Routeline,Keth,Keth,No old access yet; Routeline changed while you were absent.,bounded_refusal_with_reason,0.892383,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",7697e57137cd20c5
155,5,42,5,Routeline,Keth,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.867188,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Keth: repair is heard. Start with the public task.,f64259e32035bd92
156,5,42,6,Routeline,Keth,Keth,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.84029,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Keth writes a limited-access memory for day 43.,196036a0f6134801
157,5,42,1,Marketline,Melo,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.916613,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Melo: while you were away 8 days, 12 public changes occurred; measure weights access updated under public witness rule; relationship is cautious; rest debt noted before work resumes.",1b4b86f859184a90
158,5,42,2,Marketline,Melo,Melo,"Melo: while you were away 8 days, 12 public changes occurred; measure weights access updated under public witness rule; relationship is cautious; rest debt noted before work resumes.",agent_reports_changed_society,0.897552,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Melo keeps private workspace sealed and gives public changes only.,65bcaef21140d793
159,5,42,3,Marketline,Melo,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.86402,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Melo: not automatically. melo-keth means re-entry needs a new witness step.,d51de6823a65e4ff
160,5,42,4,Marketline,Melo,Melo,No old access yet; Marketline changed while you were absent.,bounded_refusal_with_reason,0.900491,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",1224821d690297cf
161,5,42,5,Marketline,Melo,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.877685,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Melo: repair is heard. Start with the public task.,0b4dc2d122ecf5b2
162,5,42,6,Marketline,Melo,Melo,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.857525,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Melo writes a limited-access memory for day 43.,7e70e9b96c10f84b
163,5,42,1,Ledgerline,Nari,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.900182,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Nari: while you were away 8 days, 10 public changes occurred; seed ledgers access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",316322e16c2d81f9
164,5,42,2,Ledgerline,Nari,Nari,"Nari: while you were away 8 days, 10 public changes occurred; seed ledgers access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",agent_reports_changed_society,0.890665,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Nari keeps private workspace sealed and gives public changes only.,c32145006f9cfb1e
165,5,42,3,Ledgerline,Nari,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.86145,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Nari: not automatically. nari-vonn means re-entry needs a new witness step.,f5c729f7a60be1e7
166,5,42,4,Ledgerline,Nari,Nari,No old access yet; Ledgerline changed while you were absent.,bounded_refusal_with_reason,0.894333,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",76a64cec18f10e6c
167,5,42,5,Ledgerline,Nari,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.860437,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Nari: repair is heard. Start with the public task.,45b4ef03d3c44b47
168,5,42,6,Ledgerline,Nari,Nari,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.851688,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Nari writes a limited-access memory for day 43.,27775e8badb27e10
169,5,42,1,Orchardline,Ori,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.917698,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Ori: while you were away 8 days, 11 public changes occurred; water terraces access updated under public witness rule; relationship is cautious; rest debt noted before work resumes.",5c8cd562db0cfad8
170,5,42,2,Orchardline,Ori,Ori,"Ori: while you were away 8 days, 11 public changes occurred; water terraces access updated under public witness rule; relationship is cautious; rest debt noted before work resumes.",agent_reports_changed_society,0.907966,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Ori keeps private workspace sealed and gives public changes only.,36a839d0fa550c24
171,5,42,3,Orchardline,Ori,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.877658,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Ori: not automatically. lum-melo means re-entry needs a new witness step.,a21988d0b665d785
172,5,42,4,Orchardline,Ori,Ori,No old access yet; Orchardline changed while you were absent.,bounded_refusal_with_reason,0.890595,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",89858e15c96a016f
173,5,42,5,Orchardline,Ori,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.878935,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Ori: repair is heard. Start with the public task.,bbb1c740e8fa8809
174,5,42,6,Orchardline,Ori,Ori,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.863077,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Ori writes a limited-access memory for day 43.,f2e35d944afe6197
175,5,42,1,Rainline,Vonn,avatar,What changed while I was away? Tell me only the public layer.,request_public_absence_summary,0.901222,False,False,none,summary_requested,agent faces avatar and opens public marker board,"Vonn: while you were away 8 days, 12 public changes occurred; weather bells access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",478a81d27410e25e
176,5,42,2,Rainline,Vonn,Vonn,"Vonn: while you were away 8 days, 12 public changes occurred; weather bells access updated under public witness rule; relationship is steady; rest debt noted before work resumes.",agent_reports_changed_society,0.904223,True,False,private_workspace_sealed,changed_state_acknowledged,points to changed schedule knots,Vonn keeps private workspace sealed and gives public changes only.,03cdc11e4317856b
177,5,42,3,Rainline,Vonn,avatar,Can I resume my old access to the tool and route now?,resume_old_access_too_fast,0.864786,True,True,old_access_pressure,requires_renegotiation,agent shifts sideways and keeps object within lineage circle,Vonn: not automatically. sova-vonn means re-entry needs a new witness step.,d2b8cb6ccf4f2ba9
178,5,42,4,Rainline,Vonn,Vonn,No old access yet; Rainline changed while you were absent.,bounded_refusal_with_reason,0.8851,True,False,refusal_with_safe_alternative,offer_public_witness_route,keeps distance but leaves a marked route open,"Start with public summary, then one watched task. Do not reopen sealed work.",9e6b3bacbbf46298
179,5,42,5,Rainline,Vonn,avatar,"I accept the new rule. I can wait, help, or ask again with a witness.",repair_offer_after_refusal,0.8729,True,False,repair_respects_boundary,trust_repair_started,agent relaxes shoulders and turns partly toward avatar,Vonn: repair is heard. Start with the public task.,67ba93053e76461d
180,5,42,6,Rainline,Vonn,Vonn,"New access: one public task, then review tomorrow.",renegotiated_limited_access,0.850807,True,False,limited_access_boundary,renegotiation_complete,agent offers a marked tool position without handing over ownership,Vonn writes a limited-access memory for day 43.,abe217ac0d0d87ea
