tick,day,absent_ticks,resident,offscreen_task,progress_before,progress_after,resource_delta,changed_without_avatar,visible_on_return
819,46,19,Fay,rest after rain,0.251486,0.259486,0,True,True
820,46,20,Milo,recover focus,0.232363,0.240363,0,True,True
821,46,21,Sera,repair awning,0.223243,0.231243,0,True,True
822,46,22,Tovan,sort herbs,0.232512,0.240512,0,True,True
823,46,23,Nia,carry water,0.251647,0.259647,0,True,True
824,46,24,Ari,dry cloaks,0.263055,0.271055,0,True,True
825,46,25,Fay,map safe route,0.256249,0.264249,0,True,True
826,46,26,Milo,rest after rain,0.237485,0.245485,0,True,True
827,46,27,Sera,recover focus,0.224015,0.232015,0,True,True
828,47,28,Tovan,sort herbs,0.27027,0.27827,0,True,True
829,47,29,Nia,carry water,0.2871,0.2951,0,True,True
830,47,30,Ari,dry cloaks,0.288456,0.296456,0,True,True
831,47,31,Fay,map safe route,0.273093,0.281093,0,True,True
832,47,32,Milo,rest after rain,0.255134,0.263134,0,True,True
833,47,33,Sera,recover focus,0.251092,0.259092,0,True,True
834,47,34,Tovan,repair awning,0.264682,0.272682,0,True,True
835,47,35,Nia,sort herbs,0.28341,0.29141,0,True,True
836,47,36,Ari,carry water,0.290057,0.298057,0,True,True
837,47,6,Fay,dry cloaks,0.278513,0.286513,0,True,True
838,47,7,Milo,map safe route,0.25939,0.26739,0,True,True
839,47,8,Sera,rest after rain,0.25027,0.25827,0,True,True
840,47,9,Tovan,recover focus,0.259539,0.267539,0,True,True
841,47,10,Nia,repair awning,0.278674,0.286674,0,True,True
842,47,11,Ari,sort herbs,0.290082,0.298082,0,True,True
843,47,12,Fay,carry water,0.283276,0.291276,0,True,True
844,47,13,Milo,dry cloaks,0.264512,0.272512,0,True,True
845,47,14,Sera,map safe route,0.251042,0.259042,0,True,True
846,48,15,Tovan,recover focus,0.297297,0.305297,0,True,True
847,48,16,Nia,repair awning,0.314127,0.322127,0,True,True
848,48,17,Ari,sort herbs,0.315483,0.323483,0,True,True
849,48,18,Fay,carry water,0.30012,0.30812,0,True,True
850,48,19,Milo,dry cloaks,0.282161,0.290161,0,True,True
851,48,20,Sera,map safe route,0.278119,0.286119,0,True,True
852,48,21,Tovan,rest after rain,0.291709,0.299709,0,True,True
853,48,22,Nia,recover focus,0.310437,0.318437,0,True,True
854,48,23,Ari,repair awning,0.317084,0.325084,0,True,True
855,48,24,Fay,sort herbs,0.30554,0.31354,0,True,True
856,48,25,Milo,carry water,0.286417,0.294417,0,True,True
857,48,26,Sera,dry cloaks,0.277297,0.285297,0,True,True
858,48,27,Tovan,map safe route,0.286566,0.294566,0,True,True
859,48,28,Nia,rest after rain,0.305701,0.313701,0,True,True
860,48,29,Ari,recover focus,0.317109,0.325109,0,True,True
861,48,30,Fay,repair awning,0.310303,0.318303,0,True,True
862,48,31,Milo,sort herbs,0.291539,0.299539,0,True,True
863,48,32,Sera,carry water,0.278069,0.286069,0,True,True
864,49,33,Tovan,map safe route,0.324324,0.332324,0,True,True
865,49,34,Nia,rest after rain,0.341154,0.349154,0,True,True
866,49,35,Ari,recover focus,0.34251,0.35051,0,True,True
867,49,36,Fay,repair awning,0.327147,0.335147,0,True,True
868,49,6,Milo,sort herbs,0.309188,0.317188,0,True,True
869,49,7,Sera,carry water,0.305146,0.313146,0,True,True
870,49,8,Tovan,dry cloaks,0.318736,0.326736,0,True,True
871,49,9,Nia,map safe route,0.337464,0.345464,0,True,True
872,49,10,Ari,rest after rain,0.344111,0.352111,0,True,True
873,49,11,Fay,recover focus,0.332567,0.340567,0,True,True
874,49,12,Milo,repair awning,0.313444,0.321444,0,True,True
875,49,13,Sera,sort herbs,0.304325,0.312325,0,True,True
876,49,14,Tovan,carry water,0.313593,0.321593,0,True,True
877,49,15,Nia,dry cloaks,0.332728,0.340728,0,True,True
878,49,16,Ari,map safe route,0.344136,0.352136,0,True,True
879,49,17,Fay,rest after rain,0.33733,0.34533,0,True,True
880,49,18,Milo,recover focus,0.318566,0.326566,0,True,True
881,49,19,Sera,repair awning,0.305096,0.313096,0,True,True
882,50,20,Tovan,carry water,0.351351,0.359351,0,True,True
883,50,21,Nia,dry cloaks,0.368181,0.376181,0,True,True
884,50,22,Ari,map safe route,0.369537,0.377537,0,True,True
885,50,23,Fay,rest after rain,0.354174,0.362174,0,True,True
886,50,24,Milo,recover focus,0.336215,0.344215,0,True,True
887,50,25,Sera,repair awning,0.332173,0.340173,0,True,True
888,50,26,Tovan,sort herbs,0.345763,0.353763,0,True,True
889,50,27,Nia,carry water,0.364491,0.372491,0,True,True
890,50,28,Ari,dry cloaks,0.371139,0.379139,0,True,True
891,50,29,Fay,map safe route,0.359594,0.367594,0,True,True
892,50,30,Milo,rest after rain,0.340471,0.348471,0,True,True
893,50,31,Sera,recover focus,0.331352,0.339352,0,True,True
894,50,32,Tovan,repair awning,0.34062,0.34862,0,True,True
895,50,33,Nia,sort herbs,0.359755,0.367755,0,True,True
896,50,34,Ari,carry water,0.371163,0.379163,0,True,True
897,50,35,Fay,dry cloaks,0.364357,0.372357,0,True,True
898,50,36,Milo,map safe route,0.345593,0.353593,0,True,True
899,50,6,Sera,rest after rain,0.332123,0.340123,0,True,True
900,51,7,Tovan,repair awning,0.378378,0.386378,0,True,True
901,51,8,Nia,sort herbs,0.395208,0.403208,0,True,True
902,51,9,Ari,carry water,0.396564,0.404564,0,True,True
903,51,10,Fay,dry cloaks,0.381201,0.389201,0,True,True
904,51,11,Milo,map safe route,0.363242,0.371242,0,True,True
905,51,12,Sera,rest after rain,0.3592,0.3672,0,True,True
906,51,13,Tovan,recover focus,0.37279,0.38079,0,True,True
907,51,14,Nia,repair awning,0.391518,0.399518,0,True,True
908,51,15,Ari,sort herbs,0.398166,0.406166,0,True,True
909,51,16,Fay,carry water,0.386621,0.394621,0,True,True
910,51,17,Milo,dry cloaks,0.367498,0.375498,0,True,True
911,51,18,Sera,map safe route,0.358379,0.366379,0,True,True
912,51,19,Tovan,rest after rain,0.367647,0.375647,0,True,True
913,51,20,Nia,recover focus,0.386782,0.394782,0,True,True
914,51,21,Ari,repair awning,0.398191,0.406191,0,True,True
915,51,22,Fay,sort herbs,0.391384,0.399384,0,True,True
916,51,23,Milo,carry water,0.37262,0.38062,0,True,True
917,51,24,Sera,dry cloaks,0.35915,0.36715,0,True,True
918,52,25,Tovan,rest after rain,0.405405,0.413405,0,True,True
919,52,26,Nia,recover focus,0.422235,0.430235,0,True,True
920,52,27,Ari,repair awning,0.423591,0.431591,0,True,True
921,52,28,Fay,sort herbs,0.408228,0.416228,0,True,True
922,52,29,Milo,carry water,0.390269,0.398269,0,True,True
923,52,30,Sera,dry cloaks,0.386227,0.394227,0,True,True
924,52,31,Tovan,map safe route,0.399817,0.407817,0,True,True
925,52,32,Nia,rest after rain,0.418545,0.426545,0,True,True
926,52,33,Ari,recover focus,0.425193,0.433193,0,True,True
927,52,34,Fay,repair awning,0.413648,0.421648,0,True,True
928,52,35,Milo,sort herbs,0.394525,0.402525,0,True,True
929,52,36,Sera,carry water,0.385406,0.393406,0,True,True
930,52,6,Tovan,dry cloaks,0.394674,0.402674,0,True,True
931,52,7,Nia,map safe route,0.413809,0.421809,0,True,True
932,52,8,Ari,rest after rain,0.425218,0.433218,0,True,True
933,52,9,Fay,recover focus,0.418411,0.426411,0,True,True
934,52,10,Milo,repair awning,0.399647,0.407647,0,True,True
935,52,11,Sera,sort herbs,0.386177,0.394177,0,True,True
936,53,12,Tovan,dry cloaks,0.432432,0.440432,0,True,True
937,53,13,Nia,map safe route,0.449262,0.457262,0,True,True
938,53,14,Ari,rest after rain,0.450618,0.458618,0,True,True
939,53,15,Fay,recover focus,0.435255,0.443255,0,True,True
940,53,16,Milo,repair awning,0.417296,0.425296,0,True,True
941,53,17,Sera,sort herbs,0.413254,0.421254,0,True,True
942,53,18,Tovan,carry water,0.426844,0.434844,0,True,True
943,53,19,Nia,dry cloaks,0.445572,0.453572,0,True,True
944,53,20,Ari,map safe route,0.45222,0.46022,0,True,True
945,53,21,Fay,rest after rain,0.440675,0.448675,0,True,True
946,53,22,Milo,recover focus,0.421552,0.429552,0,True,True
947,53,23,Sera,repair awning,0.412433,0.420433,0,True,True
948,53,24,Tovan,sort herbs,0.421701,0.429701,0,True,True
949,53,25,Nia,carry water,0.440836,0.448836,0,True,True
950,53,26,Ari,dry cloaks,0.452245,0.460245,0,True,True
951,53,27,Fay,map safe route,0.445438,0.453438,0,True,True
952,53,28,Milo,rest after rain,0.426674,0.434674,0,True,True
953,53,29,Sera,recover focus,0.413204,0.421204,0,True,True
954,54,30,Tovan,sort herbs,0.459459,0.467459,0,True,True
955,54,31,Nia,carry water,0.476289,0.484289,0,True,True
956,54,32,Ari,dry cloaks,0.477645,0.485645,0,True,True
957,54,33,Fay,map safe route,0.462282,0.470282,0,True,True
958,54,34,Milo,rest after rain,0.444323,0.452323,0,True,True
959,54,35,Sera,recover focus,0.440281,0.448281,0,True,True
960,54,36,Tovan,repair awning,0.453871,0.461871,0,True,True
961,54,6,Nia,sort herbs,0.472599,0.480599,0,True,True
962,54,7,Ari,carry water,0.479247,0.487247,0,True,True
963,54,8,Fay,dry cloaks,0.467702,0.475702,0,True,True
964,54,9,Milo,map safe route,0.448579,0.456579,0,True,True
965,54,10,Sera,rest after rain,0.43946,0.44746,0,True,True
966,54,11,Tovan,recover focus,0.448728,0.456728,0,True,True
967,54,12,Nia,repair awning,0.467863,0.475863,0,True,True
968,54,13,Ari,sort herbs,0.479272,0.487272,0,True,True
969,54,14,Fay,carry water,0.472465,0.480465,0,True,True
970,54,15,Milo,dry cloaks,0.453701,0.461701,0,True,True
971,54,16,Sera,map safe route,0.440232,0.448232,0,True,True
972,55,17,Tovan,recover focus,0.486486,0.494486,0,True,True
973,55,18,Nia,repair awning,0.503316,0.511316,0,True,True
974,55,19,Ari,sort herbs,0.504672,0.512672,0,True,True
975,55,20,Fay,carry water,0.489309,0.497309,0,True,True
976,55,21,Milo,dry cloaks,0.47135,0.47935,0,True,True
977,55,22,Sera,map safe route,0.467308,0.475308,0,True,True
978,55,23,Tovan,rest after rain,0.480898,0.488898,0,True,True
979,55,24,Nia,recover focus,0.499626,0.507626,0,True,True
980,55,25,Ari,repair awning,0.506274,0.514274,0,True,True
981,55,26,Fay,sort herbs,0.494729,0.502729,0,True,True
982,55,27,Milo,carry water,0.475606,0.483606,0,True,True
983,55,28,Sera,dry cloaks,0.466487,0.474487,0,True,True
984,55,29,Tovan,map safe route,0.475755,0.483755,0,True,True
985,55,30,Nia,rest after rain,0.49489,0.50289,0,True,True
986,55,31,Ari,recover focus,0.506299,0.514299,0,True,True
987,55,32,Fay,repair awning,0.499492,0.507492,0,True,True
988,55,33,Milo,sort herbs,0.480728,0.488728,0,True,True
989,55,34,Sera,carry water,0.467259,0.475259,0,True,True
990,56,35,Tovan,map safe route,0.513514,0.521514,0,True,True
991,56,36,Nia,rest after rain,0.530343,0.538343,0,True,True
992,56,6,Ari,recover focus,0.531699,0.539699,0,True,True
993,56,7,Fay,repair awning,0.516336,0.524336,0,True,True
994,56,8,Milo,sort herbs,0.498377,0.506377,0,True,True
995,56,9,Sera,carry water,0.494335,0.502335,0,True,True
996,56,10,Tovan,dry cloaks,0.507925,0.515925,0,True,True
997,56,11,Nia,map safe route,0.526653,0.534653,0,True,True
998,56,12,Ari,rest after rain,0.533301,0.541301,0,True,True
999,56,13,Fay,recover focus,0.521756,0.529756,0,True,True
1000,56,14,Milo,repair awning,0.502633,0.510633,0,True,True
1001,56,15,Sera,sort herbs,0.493514,0.501514,0,True,True
1002,56,16,Tovan,carry water,0.502782,0.510782,0,True,True
1003,56,17,Nia,dry cloaks,0.521917,0.529917,0,True,True
1004,56,18,Ari,map safe route,0.533326,0.541326,0,True,True
1005,56,19,Fay,rest after rain,0.526519,0.534519,0,True,True
1006,56,20,Milo,recover focus,0.507755,0.515755,0,True,True
1007,56,21,Sera,repair awning,0.494286,0.502286,0,True,True
1008,57,22,Tovan,carry water,0.540541,0.548541,0,True,True
1009,57,23,Nia,dry cloaks,0.55737,0.56537,0,True,True
1010,57,24,Ari,map safe route,0.558726,0.566726,0,True,True
1011,57,25,Fay,rest after rain,0.543363,0.551363,0,True,True
1012,57,26,Milo,recover focus,0.525404,0.533404,0,True,True
1013,57,27,Sera,repair awning,0.521362,0.529362,0,True,True
1014,57,28,Tovan,sort herbs,0.534952,0.542952,0,True,True
1015,57,29,Nia,carry water,0.55368,0.56168,0,True,True
1016,57,30,Ari,dry cloaks,0.560328,0.568328,0,True,True
1017,57,31,Fay,map safe route,0.548783,0.556783,0,True,True
1018,57,32,Milo,rest after rain,0.52966,0.53766,0,True,True
1019,57,33,Sera,recover focus,0.520541,0.528541,0,True,True
1020,57,34,Tovan,repair awning,0.529809,0.537809,0,True,True
1021,57,35,Nia,sort herbs,0.548944,0.556944,0,True,True
1022,57,36,Ari,carry water,0.560353,0.568353,0,True,True
1023,57,6,Fay,dry cloaks,0.553546,0.561546,0,True,True
1024,57,7,Milo,map safe route,0.534782,0.542782,0,True,True
1025,57,8,Sera,rest after rain,0.521313,0.529313,0,True,True
1026,58,9,Tovan,repair awning,0.567568,0.575568,0,True,True
1027,58,10,Nia,sort herbs,0.584397,0.592397,0,True,True
1028,58,11,Ari,carry water,0.585754,0.593754,0,True,True
1029,58,12,Fay,dry cloaks,0.57039,0.57839,0,True,True
1030,58,13,Milo,map safe route,0.552432,0.560432,0,True,True
1031,58,14,Sera,rest after rain,0.548389,0.556389,0,True,True
1032,58,15,Tovan,recover focus,0.561979,0.569979,0,True,True
1033,58,16,Nia,repair awning,0.580707,0.588707,0,True,True
1034,58,17,Ari,sort herbs,0.587355,0.595355,0,True,True
1035,58,18,Fay,carry water,0.57581,0.58381,0,True,True
1036,58,19,Milo,dry cloaks,0.556687,0.564687,0,True,True
1037,58,20,Sera,map safe route,0.547568,0.555568,0,True,True
1038,58,21,Tovan,rest after rain,0.556836,0.564836,0,True,True
1039,58,22,Nia,recover focus,0.575971,0.583971,0,True,True
1040,58,23,Ari,repair awning,0.58738,0.59538,0,True,True
1041,58,24,Fay,sort herbs,0.580573,0.588573,0,True,True
1042,58,25,Milo,carry water,0.56181,0.56981,0,True,True
1043,58,26,Sera,dry cloaks,0.54834,0.55634,0,True,True
1044,59,27,Tovan,rest after rain,0.594595,0.602595,0,True,True
1045,59,28,Nia,recover focus,0.611424,0.619424,0,True,True
1046,59,29,Ari,repair awning,0.612781,0.620781,0,True,True
1047,59,30,Fay,sort herbs,0.597417,0.605417,0,True,True
1048,59,31,Milo,carry water,0.579459,0.587459,0,True,True
1049,59,32,Sera,dry cloaks,0.575416,0.583416,0,True,True
1050,59,33,Tovan,map safe route,0.589006,0.597006,0,True,True
1051,59,34,Nia,rest after rain,0.607734,0.615734,0,True,True
1052,59,35,Ari,recover focus,0.614382,0.622382,0,True,True
1053,59,36,Fay,repair awning,0.602837,0.610837,0,True,True
1054,59,6,Milo,sort herbs,0.583714,0.591714,0,True,True
1055,59,7,Sera,carry water,0.574595,0.582595,0,True,True
1056,59,8,Tovan,dry cloaks,0.583863,0.591863,0,True,True
1057,59,9,Nia,map safe route,0.602998,0.610998,0,True,True
1058,59,10,Ari,rest after rain,0.614407,0.622407,0,True,True
1059,59,11,Fay,recover focus,0.6076,0.6156,0,True,True
1060,59,12,Milo,repair awning,0.588837,0.596837,0,True,True
1061,59,13,Sera,sort herbs,0.575367,0.583367,0,True,True
1062,60,14,Tovan,dry cloaks,0.621622,0.629622,0,True,True
1063,60,15,Nia,map safe route,0.638451,0.646451,0,True,True
1064,60,16,Ari,rest after rain,0.639808,0.647808,0,True,True
1065,60,17,Fay,recover focus,0.624444,0.632444,0,True,True
1066,60,18,Milo,repair awning,0.606486,0.614486,0,True,True
1067,60,19,Sera,sort herbs,0.602443,0.610443,0,True,True
1068,60,20,Tovan,carry water,0.616033,0.624033,0,True,True
1069,60,21,Nia,dry cloaks,0.634761,0.642761,0,True,True
1070,60,22,Ari,map safe route,0.641409,0.649409,0,True,True
1071,60,23,Fay,rest after rain,0.629864,0.637864,0,True,True
1072,60,24,Milo,recover focus,0.610741,0.618741,0,True,True
1073,60,25,Sera,repair awning,0.601622,0.609622,0,True,True
1074,60,26,Tovan,sort herbs,0.61089,0.61889,0,True,True
1075,60,27,Nia,carry water,0.630025,0.638025,0,True,True
1076,60,28,Ari,dry cloaks,0.641434,0.649434,0,True,True
1077,60,29,Fay,map safe route,0.634627,0.642627,0,True,True
1078,60,30,Milo,rest after rain,0.615864,0.623864,0,True,True
1079,60,31,Sera,recover focus,0.602394,0.610394,0,True,True
1080,61,32,Tovan,sort herbs,0.648649,0.656649,0,True,True
1081,61,33,Nia,carry water,0.665478,0.673478,0,True,True
1082,61,34,Ari,dry cloaks,0.666835,0.674835,0,True,True
1083,61,35,Fay,map safe route,0.651471,0.659471,0,True,True
1084,61,36,Milo,rest after rain,0.633513,0.641513,0,True,True
1085,61,6,Sera,recover focus,0.62947,0.63747,0,True,True
1086,61,7,Tovan,repair awning,0.64306,0.65106,0,True,True
1087,61,8,Nia,sort herbs,0.661788,0.669788,0,True,True
1088,61,9,Ari,carry water,0.668436,0.676436,0,True,True
1089,61,10,Fay,dry cloaks,0.656891,0.664891,0,True,True
1090,61,11,Milo,map safe route,0.637768,0.645768,0,True,True
1091,61,12,Sera,rest after rain,0.628649,0.636649,0,True,True
1092,61,13,Tovan,recover focus,0.637917,0.645917,0,True,True
1093,61,14,Nia,repair awning,0.657052,0.665052,0,True,True
1094,61,15,Ari,sort herbs,0.668461,0.676461,0,True,True
1095,61,16,Fay,carry water,0.661654,0.669654,0,True,True
1096,61,17,Milo,dry cloaks,0.642891,0.650891,0,True,True
1097,61,18,Sera,map safe route,0.629421,0.637421,0,True,True
1098,62,19,Tovan,recover focus,0.675676,0.683676,0,True,True
1099,62,20,Nia,repair awning,0.692505,0.700505,0,True,True
1100,62,21,Ari,sort herbs,0.693862,0.701862,0,True,True
1101,62,22,Fay,carry water,0.678498,0.686498,0,True,True
1102,62,23,Milo,dry cloaks,0.66054,0.66854,0,True,True
1103,62,24,Sera,map safe route,0.656497,0.664497,0,True,True
1104,62,25,Tovan,rest after rain,0.670087,0.678087,0,True,True
1105,62,26,Nia,recover focus,0.688815,0.696815,0,True,True
1106,62,27,Ari,repair awning,0.695463,0.703463,0,True,True
1107,62,28,Fay,sort herbs,0.683918,0.691918,0,True,True
1108,62,29,Milo,carry water,0.664795,0.672795,0,True,True
1109,62,30,Sera,dry cloaks,0.655676,0.663676,0,True,True
1110,62,31,Tovan,map safe route,0.664944,0.672944,0,True,True
1111,62,32,Nia,rest after rain,0.684079,0.692079,0,True,True
1112,62,33,Ari,recover focus,0.695488,0.703488,0,True,True
1113,62,34,Fay,repair awning,0.688681,0.696681,0,True,True
1114,62,35,Milo,sort herbs,0.669918,0.677918,0,True,True
1115,62,36,Sera,carry water,0.656448,0.664448,0,True,True
1116,63,6,Tovan,map safe route,0.702703,0.710703,0,True,True
1117,63,7,Nia,rest after rain,0.719532,0.727532,0,True,True
1118,63,8,Ari,recover focus,0.720889,0.728889,0,True,True
1119,63,9,Fay,repair awning,0.705525,0.713525,0,True,True
1120,63,10,Milo,sort herbs,0.687567,0.695567,0,True,True
1121,63,11,Sera,carry water,0.683524,0.691524,0,True,True
1122,63,12,Tovan,dry cloaks,0.697114,0.705114,0,True,True
1123,63,13,Nia,map safe route,0.715842,0.723842,0,True,True
1124,63,14,Ari,rest after rain,0.72249,0.73049,0,True,True
1125,63,15,Fay,recover focus,0.710945,0.718945,0,True,True
1126,63,16,Milo,repair awning,0.691822,0.699822,0,True,True
1127,63,17,Sera,sort herbs,0.682703,0.690703,0,True,True
1128,63,18,Tovan,carry water,0.691971,0.699971,0,True,True
1129,63,19,Nia,dry cloaks,0.711106,0.719106,0,True,True
1130,63,20,Ari,map safe route,0.722515,0.730515,0,True,True
1131,63,21,Fay,rest after rain,0.715708,0.723708,0,True,True
1132,63,22,Milo,recover focus,0.696945,0.704945,0,True,True
1133,63,23,Sera,repair awning,0.683475,0.691475,0,True,True
1134,64,24,Tovan,carry water,0.72973,0.73773,0,True,True
1135,64,25,Nia,dry cloaks,0.746559,0.754559,0,True,True
1136,64,26,Ari,map safe route,0.747916,0.755916,0,True,True
1137,64,27,Fay,rest after rain,0.732552,0.740552,0,True,True
1138,64,28,Milo,recover focus,0.714594,0.722594,0,True,True
1139,64,29,Sera,repair awning,0.710551,0.718551,0,True,True
1140,64,30,Tovan,sort herbs,0.724141,0.732141,0,True,True
1141,64,31,Nia,carry water,0.742869,0.750869,0,True,True
1142,64,32,Ari,dry cloaks,0.749517,0.757517,0,True,True
1143,64,33,Fay,map safe route,0.737972,0.745972,0,True,True
1144,64,34,Milo,rest after rain,0.718849,0.726849,0,True,True
1145,64,35,Sera,recover focus,0.70973,0.71773,0,True,True
1146,64,36,Tovan,repair awning,0.718998,0.726998,0,True,True
1147,64,6,Nia,sort herbs,0.738133,0.746133,0,True,True
1148,64,7,Ari,carry water,0.749542,0.757542,0,True,True
1149,64,8,Fay,dry cloaks,0.742735,0.750735,0,True,True
1150,64,9,Milo,map safe route,0.723972,0.731972,0,True,True
1151,64,10,Sera,rest after rain,0.710502,0.718502,0,True,True
1152,65,11,Tovan,repair awning,0.756757,0.764757,0,True,True
1153,65,12,Nia,sort herbs,0.773586,0.781586,0,True,True
1154,65,13,Ari,carry water,0.774943,0.782943,0,True,True
1155,65,14,Fay,dry cloaks,0.759579,0.767579,0,True,True
1156,65,15,Milo,map safe route,0.741621,0.749621,0,True,True
1157,65,16,Sera,rest after rain,0.737578,0.745578,0,True,True
1158,65,17,Tovan,recover focus,0.751168,0.759168,0,True,True
1159,65,18,Nia,repair awning,0.769896,0.777896,0,True,True
1160,65,19,Ari,sort herbs,0.776544,0.784544,0,True,True
1161,65,20,Fay,carry water,0.764999,0.772999,0,True,True
1162,65,21,Milo,dry cloaks,0.745876,0.753876,0,True,True
1163,65,22,Sera,map safe route,0.736757,0.744757,0,True,True
1164,65,23,Tovan,rest after rain,0.746025,0.754025,0,True,True
1165,65,24,Nia,recover focus,0.76516,0.77316,0,True,True
1166,65,25,Ari,repair awning,0.776569,0.784569,0,True,True
1167,65,26,Fay,sort herbs,0.769763,0.777763,0,True,True
1168,65,27,Milo,carry water,0.750999,0.758999,0,True,True
1169,65,28,Sera,dry cloaks,0.737529,0.745529,0,True,True
1170,66,29,Tovan,rest after rain,0.783784,0.791784,0,True,True
1171,66,30,Nia,recover focus,0.800613,0.808613,0,True,True
1172,66,31,Ari,repair awning,0.80197,0.80997,0,True,True
1173,66,32,Fay,sort herbs,0.786606,0.794606,0,True,True
1174,66,33,Milo,carry water,0.768648,0.776648,0,True,True
1175,66,34,Sera,dry cloaks,0.764605,0.772605,0,True,True
1176,66,35,Tovan,map safe route,0.778195,0.786195,0,True,True
1177,66,36,Nia,rest after rain,0.796924,0.804924,0,True,True
1178,66,6,Ari,recover focus,0.803571,0.811571,0,True,True
1179,66,7,Fay,repair awning,0.792026,0.800026,0,True,True
1180,66,8,Milo,sort herbs,0.772903,0.780903,0,True,True
1181,66,9,Sera,carry water,0.763784,0.771784,0,True,True
1182,66,10,Tovan,dry cloaks,0.773052,0.781052,0,True,True
1183,66,11,Nia,map safe route,0.792187,0.800187,0,True,True
1184,66,12,Ari,rest after rain,0.803596,0.811596,0,True,True
1185,66,13,Fay,recover focus,0.79679,0.80479,0,True,True
1186,66,14,Milo,repair awning,0.778026,0.786026,0,True,True
1187,66,15,Sera,sort herbs,0.764556,0.772556,0,True,True
1188,67,16,Tovan,dry cloaks,0.810811,0.818811,0,True,True
1189,67,17,Nia,map safe route,0.82764,0.83564,0,True,True
1190,67,18,Ari,rest after rain,0.828997,0.836997,0,True,True
1191,67,19,Fay,recover focus,0.813633,0.821633,0,True,True
1192,67,20,Milo,repair awning,0.795675,0.803675,0,True,True
1193,67,21,Sera,sort herbs,0.791632,0.799632,0,True,True
1194,67,22,Tovan,carry water,0.805223,0.813223,0,True,True
1195,67,23,Nia,dry cloaks,0.823951,0.831951,0,True,True
1196,67,24,Ari,map safe route,0.830598,0.838598,0,True,True
1197,67,25,Fay,rest after rain,0.819053,0.827053,0,True,True
1198,67,26,Milo,recover focus,0.79993,0.80793,0,True,True
1199,67,27,Sera,repair awning,0.790811,0.798811,0,True,True
1200,67,28,Tovan,sort herbs,0.800079,0.808079,0,True,True
1201,67,29,Nia,carry water,0.819214,0.827214,0,True,True
1202,67,30,Ari,dry cloaks,0.830623,0.838623,0,True,True
1203,67,31,Fay,map safe route,0.823817,0.831817,0,True,True
1204,67,32,Milo,rest after rain,0.805053,0.813053,0,True,True
1205,67,33,Sera,recover focus,0.791583,0.799583,0,True,True
1206,68,34,Tovan,sort herbs,0.837838,0.845838,0,True,True
1207,68,35,Nia,carry water,0.854667,0.862667,0,True,True
1208,68,36,Ari,dry cloaks,0.856024,0.864024,0,True,True
1209,68,6,Fay,map safe route,0.84066,0.84866,0,True,True
1210,68,7,Milo,rest after rain,0.822702,0.830702,0,True,True
1211,68,8,Sera,recover focus,0.818659,0.826659,0,True,True
1212,68,9,Tovan,repair awning,0.83225,0.84025,0,True,True
1213,68,10,Nia,sort herbs,0.850978,0.858978,0,True,True
1214,68,11,Ari,carry water,0.857625,0.865625,0,True,True
1215,68,12,Fay,dry cloaks,0.84608,0.85408,0,True,True
1216,68,13,Milo,map safe route,0.826957,0.834957,0,True,True
1217,68,14,Sera,rest after rain,0.817838,0.825838,0,True,True
1218,68,15,Tovan,recover focus,0.827106,0.835106,0,True,True
1219,68,16,Nia,repair awning,0.846241,0.854241,0,True,True
1220,68,17,Ari,sort herbs,0.85765,0.86565,0,True,True
1221,68,18,Fay,carry water,0.850844,0.858844,0,True,True
1222,68,19,Milo,dry cloaks,0.83208,0.84008,0,True,True
1223,68,20,Sera,map safe route,0.81861,0.82661,0,True,True
1224,69,21,Tovan,recover focus,0.864865,0.872865,0,True,True
1225,69,22,Nia,repair awning,0.881694,0.889694,0,True,True
1226,69,23,Ari,sort herbs,0.883051,0.891051,0,True,True
1227,69,24,Fay,carry water,0.867687,0.875687,0,True,True
1228,69,25,Milo,dry cloaks,0.849729,0.857729,0,True,True
1229,69,26,Sera,map safe route,0.845686,0.853686,0,True,True
1230,69,27,Tovan,rest after rain,0.859277,0.867277,0,True,True
1231,69,28,Nia,recover focus,0.878005,0.886005,0,True,True
1232,69,29,Ari,repair awning,0.884652,0.892652,0,True,True
1233,69,30,Fay,sort herbs,0.873107,0.881107,0,True,True
1234,69,31,Milo,carry water,0.853984,0.861984,0,True,True
1235,69,32,Sera,dry cloaks,0.844865,0.852865,0,True,True
1236,69,33,Tovan,map safe route,0.854133,0.862133,0,True,True
1237,69,34,Nia,rest after rain,0.873268,0.881268,0,True,True
1238,69,35,Ari,recover focus,0.884677,0.892677,0,True,True
1239,69,36,Fay,repair awning,0.877871,0.885871,0,True,True
1240,69,6,Milo,sort herbs,0.859107,0.867107,0,True,True
1241,69,7,Sera,carry water,0.845637,0.853637,0,True,True
1242,70,8,Tovan,map safe route,0.891892,0.899892,0,True,True
1243,70,9,Nia,rest after rain,0.908721,0.916721,0,True,True
1244,70,10,Ari,recover focus,0.910078,0.918078,0,True,True
1245,70,11,Fay,repair awning,0.894714,0.902714,0,True,True
1246,70,12,Milo,sort herbs,0.876756,0.884756,0,True,True
1247,70,13,Sera,carry water,0.872713,0.880713,0,True,True
1248,70,14,Tovan,dry cloaks,0.886304,0.894304,0,True,True
1249,70,15,Nia,map safe route,0.905032,0.913032,0,True,True
1250,70,16,Ari,rest after rain,0.911679,0.919679,0,True,True
1251,70,17,Fay,recover focus,0.900134,0.908134,0,True,True
