tick,day,loop_id,agents,desired_distance,actual_distance,approach_delta,avoidance_delta,personal_space_preserved,collision_avoided,choreography_score
280,24,v19-loop-036,Ori|Sova|Melo,1.2,1.279462,0.2,0.1,1,1,1.0
281,24,v19-loop-036,Vonn|Keth|Nari,1.45,1.501567,0.14,0.25,1,1,1.0
282,24,v19-loop-036,Sova|Melo|Ori,1.2,1.222243,0.2,0.1,1,1,1.0
283,24,v19-loop-036,Keth|Nari|Vonn,1.3,1.292303,0.2,0.1,1,1,1.0
284,24,v19-loop-036,Melo|Ori|Sova,1.12,1.082575,0.31,0.1,1,1,1.0
285,24,v19-loop-036,Nari|Vonn|Keth,1.35,1.283885,0.2,0.1,1,1,1.0
286,24,v19-loop-036,Ori|Sova|Melo,1.2,1.157027,0.31,0.1,1,1,1.0
287,24,v19-loop-036,Vonn|Keth|Nari,1.35,1.232746,0.31,0.1,1,0,0.75
288,25,v19-loop-037,Keth|Nari|Vonn,1.3,1.161714,0.2,0.1,1,1,1.0
289,25,v19-loop-037,Melo|Ori|Sova,1.22,1.064515,0.14,0.29,1,1,1.0
290,25,v19-loop-037,Nari|Vonn|Keth,1.35,1.181625,0.2,0.25,1,1,1.0
291,25,v19-loop-037,Ori|Sova|Melo,1.2,1.0234,0.2,0.1,1,1,1.0
292,25,v19-loop-037,Vonn|Keth|Nari,1.35,1.170071,0.2,0.1,1,1,1.0
293,25,v19-loop-037,Sova|Melo|Ori,1.2,1.021727,0.2,0.1,1,1,1.0
294,25,v19-loop-037,Keth|Nari|Vonn,1.3,1.128325,0.31,0.1,1,1,1.0
295,25,v19-loop-037,Melo|Ori|Sova,1.12,0.959679,0.2,0.25,1,1,1.0
296,25,v19-loop-038,Nari|Vonn|Keth,1.35,1.205477,0.2,0.1,1,1,1.0
297,25,v19-loop-038,Ori|Sova|Melo,1.3,1.175281,0.14,0.25,1,1,1.0
298,25,v19-loop-038,Vonn|Keth|Nari,1.27,1.06854,0.31,0.1,1,1,1.0
299,25,v19-loop-038,Sova|Melo|Ori,1.3,1.274612,0.14,0.25,1,1,1.0
300,26,v19-loop-038,Melo|Ori|Sova,1.12,1.072773,0.2,0.1,1,1,1.0
301,26,v19-loop-038,Nari|Vonn|Keth,1.35,1.332242,0.2,0.25,1,1,1.0
302,26,v19-loop-038,Ori|Sova|Melo,1.2,1.212204,0.2,0.1,1,1,1.0
303,26,v19-loop-038,Vonn|Keth|Nari,1.35,1.391827,0.31,0.1,1,1,1.0
304,26,v19-loop-039,Sova|Melo|Ori,1.2,1.270292,0.31,0.1,1,1,1.0
305,26,v19-loop-039,Keth|Nari|Vonn,1.3,1.396808,0.31,0.1,1,1,1.0
306,26,v19-loop-039,Melo|Ori|Sova,1.12,1.240641,0.2,0.29,1,1,1.0
307,26,v19-loop-039,Nari|Vonn|Keth,1.27,1.311131,0.31,0.1,1,1,1.0
308,26,v19-loop-039,Ori|Sova|Melo,1.2,1.35771,0.2,0.1,1,1,1.0
309,26,v19-loop-039,Vonn|Keth|Nari,1.35,1.519918,0.2,0.25,1,1,1.0
310,26,v19-loop-039,Sova|Melo|Ori,1.3,1.477417,0.14,0.25,1,1,1.0
311,26,v19-loop-039,Keth|Nari|Vonn,1.3,1.479999,0.2,0.1,1,1,1.0
312,27,v19-loop-040,Nari|Vonn|Keth,1.35,1.577593,0.2,0.1,1,1,1.0
313,27,v19-loop-040,Ori|Sova|Melo,1.2,1.370265,0.2,0.1,1,1,1.0
314,27,v19-loop-040,Vonn|Keth|Nari,1.27,1.328218,0.31,0.1,1,1,1.0
315,27,v19-loop-040,Sova|Melo|Ori,1.3,1.441787,0.14,0.25,1,1,1.0
316,27,v19-loop-040,Keth|Nari|Vonn,1.3,1.421426,0.2,0.1,1,1,1.0
317,27,v19-loop-040,Melo|Ori|Sova,1.12,1.2177,0.2,0.25,1,1,1.0
318,27,v19-loop-040,Nari|Vonn|Keth,1.35,1.421267,0.2,0.1,1,1,1.0
319,27,v19-loop-040,Ori|Sova|Melo,1.2,1.242858,0.2,0.1,1,1,1.0
320,27,v19-loop-041,Vonn|Keth|Nari,1.35,1.363261,0.2,0.1,1,1,1.0
321,27,v19-loop-041,Sova|Melo|Ori,1.2,1.183298,0.2,0.1,1,1,1.0
322,27,v19-loop-041,Keth|Nari|Vonn,1.3,1.253797,0.31,0.1,1,1,1.0
323,27,v19-loop-041,Melo|Ori|Sova,1.12,1.045576,0.2,0.14,1,1,1.0
324,28,v19-loop-041,Ori|Sova|Melo,1.3,1.199418,0.14,0.25,1,1,1.0
325,28,v19-loop-041,Vonn|Keth|Nari,1.45,1.376047,0.14,0.25,1,1,1.0
326,28,v19-loop-041,Sova|Melo|Ori,1.2,1.056112,0.2,0.1,1,1,1.0
327,28,v19-loop-041,Keth|Nari|Vonn,1.4,1.240164,0.14,0.25,1,1,1.0
328,28,v19-loop-042,Melo|Ori|Sova,1.12,0.948646,0.2,0.1,1,0,0.75
329,28,v19-loop-042,Nari|Vonn|Keth,1.35,1.171877,0.31,0.1,1,1,1.0
330,28,v19-loop-042,Ori|Sova|Melo,1.2,1.020044,0.31,0.1,1,1,1.0
331,28,v19-loop-042,Vonn|Keth|Nari,1.27,0.993198,0.31,0.1,0,1,0.75
332,28,v19-loop-042,Sova|Melo|Ori,1.2,1.031253,0.2,0.1,1,1,1.0
333,28,v19-loop-042,Keth|Nari|Vonn,1.22,0.963983,0.31,0.1,0,1,0.75
334,28,v19-loop-042,Melo|Ori|Sova,1.12,0.981038,0.2,0.1,1,1,1.0
335,28,v19-loop-042,Nari|Vonn|Keth,1.27,1.051943,0.31,0.1,1,1,1.0
