generation,year,settlement_id,deep_time_timeline_panel,culture_ledger_panel,language_ledger_panel,technology_ledger_panel,settlement_memory_panel,avatar_entry_gate_panel,visible_boundary_notice,save_restore_key,replay_key
40,1200,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g040.repair_ring
41,1230,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g041.riverbend
41,1230,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g041.roofward
41,1230,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g041.archive
41,1230,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g041.signal
41,1230,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g041.orchard
41,1230,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g041.repair_ring
42,1260,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g042.riverbend
42,1260,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g042.roofward
42,1260,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g042.archive
42,1260,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g042.signal
42,1260,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g042.orchard
42,1260,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g042.repair_ring
43,1290,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g043.riverbend
43,1290,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g043.roofward
43,1290,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g043.archive
43,1290,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g043.signal
43,1290,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g043.orchard
43,1290,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g043.repair_ring
44,1320,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g044.riverbend
44,1320,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g044.roofward
44,1320,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g044.archive
44,1320,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g044.signal
44,1320,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g044.orchard
44,1320,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g044.repair_ring
45,1350,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g045.riverbend
45,1350,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g045.roofward
45,1350,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g045.archive
45,1350,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g045.signal
45,1350,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g045.orchard
45,1350,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g045.repair_ring
46,1380,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g046.riverbend
46,1380,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g046.roofward
46,1380,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g046.archive
46,1380,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g046.signal
46,1380,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g046.orchard
46,1380,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g046.repair_ring
47,1410,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g047.riverbend
47,1410,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g047.roofward
47,1410,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g047.archive
47,1410,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g047.signal
47,1410,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g047.orchard
47,1410,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g047.repair_ring
48,1440,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g048.riverbend
48,1440,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g048.roofward
48,1440,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g048.archive
48,1440,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g048.signal
48,1440,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g048.orchard
48,1440,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g048.repair_ring
49,1470,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g049.riverbend
49,1470,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g049.roofward
49,1470,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g049.archive
49,1470,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g049.signal
49,1470,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g049.orchard
49,1470,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g049.repair_ring
50,1500,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g050.riverbend
50,1500,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g050.roofward
50,1500,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g050.archive
50,1500,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g050.signal
50,1500,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g050.orchard
50,1500,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g050.repair_ring
51,1530,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g051.riverbend
51,1530,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g051.roofward
51,1530,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g051.archive
51,1530,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g051.signal
51,1530,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g051.orchard
51,1530,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g051.repair_ring
52,1560,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g052.riverbend
52,1560,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g052.roofward
52,1560,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g052.archive
52,1560,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g052.signal
52,1560,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g052.orchard
52,1560,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g052.repair_ring
53,1590,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g053.riverbend
53,1590,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g053.roofward
53,1590,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g053.archive
53,1590,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g053.signal
53,1590,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g053.orchard
53,1590,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g053.repair_ring
54,1620,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g054.riverbend
54,1620,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g054.roofward
54,1620,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g054.archive
54,1620,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g054.signal
54,1620,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g054.orchard
54,1620,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g054.repair_ring
55,1650,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g055.riverbend
55,1650,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g055.roofward
55,1650,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g055.archive
55,1650,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g055.signal
55,1650,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g055.orchard
55,1650,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g055.repair_ring
56,1680,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g056.riverbend
56,1680,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g056.roofward
56,1680,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g056.archive
56,1680,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g056.signal
56,1680,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g056.orchard
56,1680,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g056.repair_ring
57,1710,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g057.riverbend
57,1710,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g057.roofward
57,1710,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g057.archive
57,1710,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g057.signal
57,1710,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g057.orchard
57,1710,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g057.repair_ring
58,1740,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g058.riverbend
58,1740,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g058.roofward
58,1740,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g058.archive
58,1740,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g058.signal
58,1740,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g058.orchard
58,1740,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g058.repair_ring
59,1770,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g059.riverbend
59,1770,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g059.roofward
59,1770,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g059.archive
59,1770,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g059.signal
59,1770,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g059.orchard
59,1770,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g059.repair_ring
60,1800,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g060.riverbend
60,1800,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g060.roofward
60,1800,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g060.archive
60,1800,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g060.signal
60,1800,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g060.orchard
60,1800,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g060.repair_ring
61,1830,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g061.riverbend
61,1830,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g061.roofward
61,1830,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g061.archive
61,1830,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g061.signal
61,1830,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g061.orchard
61,1830,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g061.repair_ring
62,1860,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g062.riverbend
62,1860,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g062.roofward
62,1860,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g062.archive
62,1860,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g062.signal
62,1860,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g062.orchard
62,1860,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g062.repair_ring
63,1890,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g063.riverbend
63,1890,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g063.roofward
63,1890,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g063.archive
63,1890,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g063.signal
63,1890,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g063.orchard
63,1890,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g063.repair_ring
64,1920,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g064.riverbend
64,1920,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g064.roofward
64,1920,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g064.archive
64,1920,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g064.signal
64,1920,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g064.orchard
64,1920,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g064.repair_ring
65,1950,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g065.riverbend
65,1950,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g065.roofward
65,1950,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g065.archive
65,1950,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g065.signal
65,1950,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g065.orchard
65,1950,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g065.repair_ring
66,1980,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g066.riverbend
66,1980,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g066.roofward
66,1980,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g066.archive
66,1980,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g066.signal
66,1980,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g066.orchard
66,1980,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g066.repair_ring
67,2010,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g067.riverbend
67,2010,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g067.roofward
67,2010,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g067.archive
67,2010,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g067.signal
67,2010,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g067.orchard
67,2010,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g067.repair_ring
68,2040,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g068.riverbend
68,2040,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g068.roofward
68,2040,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g068.archive
68,2040,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g068.signal
68,2040,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g068.orchard
68,2040,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g068.repair_ring
69,2070,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g069.riverbend
69,2070,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g069.roofward
69,2070,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g069.archive
69,2070,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g069.signal
69,2070,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g069.orchard
69,2070,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g069.repair_ring
70,2100,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g070.riverbend
70,2100,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g070.roofward
70,2100,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g070.archive
70,2100,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g070.signal
70,2100,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g070.orchard
70,2100,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g070.repair_ring
71,2130,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g071.riverbend
71,2130,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g071.roofward
71,2130,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g071.archive
71,2130,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g071.signal
71,2130,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g071.orchard
71,2130,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g071.repair_ring
72,2160,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g072.riverbend
72,2160,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g072.roofward
72,2160,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g072.archive
72,2160,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g072.signal
72,2160,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g072.orchard
72,2160,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g072.repair_ring
73,2190,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g073.riverbend
73,2190,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g073.roofward
73,2190,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g073.archive
73,2190,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g073.signal
73,2190,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g073.orchard
73,2190,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g073.repair_ring
74,2220,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g074.riverbend
74,2220,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g074.roofward
74,2220,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g074.archive
74,2220,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g074.signal
74,2220,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g074.orchard
74,2220,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g074.repair_ring
75,2250,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g075.riverbend
75,2250,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g075.roofward
75,2250,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g075.archive
75,2250,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g075.signal
75,2250,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g075.orchard
75,2250,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g075.repair_ring
76,2280,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g076.riverbend
76,2280,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g076.roofward
76,2280,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g076.archive
76,2280,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g076.signal
76,2280,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g076.orchard
76,2280,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g076.repair_ring
77,2310,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g077.riverbend
77,2310,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g077.roofward
77,2310,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g077.archive
77,2310,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g077.signal
77,2310,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g077.orchard
77,2310,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g077.repair_ring
78,2340,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g078.riverbend
78,2340,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g078.roofward
78,2340,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g078.archive
78,2340,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g078.signal
78,2340,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g078.orchard
78,2340,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g078.repair_ring
79,2370,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g079.riverbend
79,2370,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g079.roofward
79,2370,archive,True,True,True,True,True,True,True,ssrm.v37.deep_time.archive,ssrm.v37.replay.g079.archive
79,2370,signal,True,True,True,True,True,True,True,ssrm.v37.deep_time.signal,ssrm.v37.replay.g079.signal
79,2370,orchard,True,True,True,True,True,True,True,ssrm.v37.deep_time.orchard,ssrm.v37.replay.g079.orchard
79,2370,repair_ring,True,True,True,True,True,True,True,ssrm.v37.deep_time.repair_ring,ssrm.v37.replay.g079.repair_ring
80,2400,riverbend,True,True,True,True,True,True,True,ssrm.v37.deep_time.riverbend,ssrm.v37.replay.g080.riverbend
80,2400,roofward,True,True,True,True,True,True,True,ssrm.v37.deep_time.roofward,ssrm.v37.replay.g080.roofward
