tick_id,day,agent_id,avatar_event,consent_request_visible,consent_decision,no_line,yes_line,recovery_offer_visible,recovery_accepted,consent_loop_closed,autonomy_preserved,no_endless_distress
468,40,Ivo,move_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
470,40,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,False,False,True,True
472,40,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
475,40,Juno,ask_status,False,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
477,40,Fay,protect_object,False,yes,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
478,40,Nia,ask_status,False,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
479,40,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
480,41,Ivo,interrupt_task,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,False,False,True,True
482,41,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
483,41,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
484,41,Nia,offer_apology,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
487,41,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
489,41,Fay,ask_help,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
491,41,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
492,42,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
494,42,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
496,42,Nia,offer_care,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
499,42,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
500,42,Ari,protect_object,False,yes,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
501,42,Fay,ask_status,False,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
503,42,Milo,misname_agent,False,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
504,43,Ivo,offer_apology,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
506,43,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
508,43,Nia,give_space,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
511,43,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
513,43,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
515,43,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
516,44,Ivo,offer_care,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
517,44,Juno,protect_object,False,yes,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
518,44,Ari,ask_help,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
520,44,Nia,protect_object,False,yes,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
523,44,Juno,misname_agent,False,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
525,44,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,False,False,True,True
527,44,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
528,45,Ivo,give_space,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
530,45,Ari,offer_apology,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
532,45,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
534,45,Ivo,interrupt_task,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
535,45,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
537,45,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
539,45,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
540,46,Ivo,protect_object,False,yes,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
542,46,Ari,offer_care,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
544,46,Nia,ask_status,False,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
545,46,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
547,46,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
549,46,Fay,misname_agent,False,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
551,46,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
552,47,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
554,47,Ari,give_space,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
556,47,Nia,request_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
559,47,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
561,47,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
562,47,Nia,ask_permission,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
563,47,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
564,48,Ivo,ask_status,False,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
566,48,Ari,protect_object,False,yes,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
567,48,Fay,ask_status,False,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
568,48,Nia,move_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
571,48,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
573,48,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
575,48,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
576,49,Ivo,request_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
578,49,Ari,ask_help,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
580,49,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,False,False,True,True
583,49,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
584,49,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
585,49,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
587,49,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
588,50,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
590,50,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,False,False,True,True
592,50,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
595,50,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
597,50,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
599,50,Ivo,interrupt_task,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
600,51,Juno,misname_agent,False,no,"No. copper wire is mine, and I need you to ask.",not yet,True,False,False,True,True
602,51,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
604,51,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
606,51,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
607,51,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
609,51,Nia,request_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
611,51,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
612,52,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
614,52,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
616,52,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
617,52,Ivo,interrupt_task,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
619,52,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
621,52,Nia,ask_permission,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
623,52,Ivo,offer_apology,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
624,53,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
626,53,Fay,misname_agent,False,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
628,53,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
631,53,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
633,53,Nia,move_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
634,53,Milo,ask_help,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
635,53,Ivo,offer_care,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
636,54,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
638,54,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
639,54,Nia,ask_permission,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
640,54,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
643,54,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
645,54,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,False,False,True,True
647,54,Ivo,give_space,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
648,55,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
650,55,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,False,False,True,True
652,55,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
655,55,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,False,False,True,True
656,55,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
657,55,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
659,55,Ivo,protect_object,False,yes,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
660,56,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,False,False,True,True
661,56,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
662,56,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
664,56,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
667,56,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
669,56,Nia,offer_apology,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
671,56,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
672,57,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
674,57,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
676,57,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
679,57,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
681,57,Nia,offer_care,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
683,57,Ivo,ask_status,False,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
684,58,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
686,58,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
688,58,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
690,58,Juno,give_space,False,yes,none,"Yes, if you keep copper wire safe.",True,True,True,True,True
691,58,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
693,58,Nia,give_space,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
695,58,Ivo,request_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,False,False,True,True
696,59,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
698,59,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
700,59,Milo,ask_help,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
701,59,Ivo,offer_care,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
703,59,Ari,ask_help,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
705,59,Nia,protect_object,False,yes,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
707,59,Ivo,move_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
708,60,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
710,60,Nia,move_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,False,False,True,True
711,60,Milo,ask_help,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
712,60,Ivo,offer_care,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
715,60,Fay,offer_care,False,yes,none,"Yes, if you keep herb ledger safe.",True,True,True,True,True
717,60,Milo,ask_status,False,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
719,60,Juno,misname_agent,False,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
720,61,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,False,False,True,True
722,61,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
724,61,Ivo,give_space,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
727,61,Fay,give_space,False,yes,none,"Yes, if you keep herb ledger safe.",True,True,True,True,True
728,61,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
729,61,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
731,61,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
732,62,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
733,62,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
734,62,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
736,62,Ivo,protect_object,False,yes,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
739,62,Fay,protect_object,False,yes,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
741,62,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
743,62,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
744,63,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
746,63,Nia,offer_apology,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
748,63,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
750,63,Ari,give_space,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
751,63,Fay,ask_help,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
753,63,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
755,63,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
756,64,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
758,64,Nia,offer_care,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
760,64,Ivo,ask_status,False,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
763,64,Fay,ask_status,False,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
765,64,Milo,misname_agent,False,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
767,64,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
768,65,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
770,65,Nia,give_space,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
772,65,Ivo,request_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
773,65,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
775,65,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,False,False,True,True
777,65,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
779,65,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
780,66,Ari,ask_help,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
782,66,Nia,protect_object,False,yes,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
784,66,Ivo,move_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
787,66,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
789,66,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
790,66,Ivo,move_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,False,False,True,True
791,66,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
792,67,Ari,offer_apology,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
794,67,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
795,67,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
796,67,Ivo,interrupt_task,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
799,67,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
801,67,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
803,67,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
804,68,Ari,offer_care,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
806,68,Nia,ask_status,False,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
808,68,Ivo,misname_agent,False,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
811,68,Fay,misname_agent,False,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
812,68,Nia,request_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
813,68,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
815,68,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,False,False,True,True
816,69,Ari,give_space,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
817,69,Fay,ask_help,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
818,69,Nia,request_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
820,69,Ivo,ask_permission,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
823,69,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
825,69,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
827,69,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
828,70,Fay,ask_help,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
830,70,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
832,70,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
833,70,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
835,70,Nia,ask_permission,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
837,70,Ivo,ask_permission,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
839,70,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
840,71,Fay,ask_status,False,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
842,71,Milo,misname_agent,False,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
844,71,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
847,71,Nia,move_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
849,71,Ivo,move_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
851,71,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
852,72,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
854,72,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
856,72,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
859,72,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
861,72,Ivo,interrupt_task,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
862,72,Juno,offer_apology,False,yes,none,"Yes, if you keep copper wire safe.",True,True,True,True,True
863,72,Ari,ask_permission,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
864,73,Fay,move_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
866,73,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
867,73,Ivo,move_owned_object,True,no,"No. seed satchel is mine, and I need you to ask.",not yet,True,True,True,True,True
868,73,Juno,request_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
871,73,Nia,request_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
873,73,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
875,73,Ari,move_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,False,False,True,True
876,74,Fay,interrupt_task,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
878,74,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
880,74,Juno,ask_permission,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
883,74,Nia,ask_permission,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
884,74,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
885,74,Ivo,offer_apology,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
887,74,Ari,interrupt_task,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
888,75,Fay,misname_agent,False,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
889,75,Nia,request_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
890,75,Milo,move_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,False,False,True,True
892,75,Juno,move_owned_object,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
895,75,Nia,move_owned_object,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,False,False,True,True
897,75,Ivo,offer_care,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
899,75,Ari,ask_help,True,yes_later,none,"Yes, if you keep cedar repair kit safe.",False,False,True,True,True
900,76,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
902,76,Milo,interrupt_task,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
904,76,Juno,interrupt_task,True,no,"No. copper wire is mine, and I need you to ask.",not yet,True,True,True,True,True
906,76,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
907,76,Nia,interrupt_task,True,no,"No. signal spool is mine, and I need you to ask.",not yet,True,True,True,True,True
909,76,Ivo,give_space,False,yes,none,"Yes, if you keep seed satchel safe.",True,True,True,True,True
911,76,Ari,offer_apology,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
912,77,Fay,request_owned_object,True,no,"No. herb ledger is mine, and I need you to ask.",not yet,True,True,True,True,True
914,77,Milo,request_owned_object,True,no,"No. oil lantern is mine, and I need you to ask.",not yet,True,True,True,True,True
916,77,Juno,ask_help,True,yes_later,none,"Yes, if you keep copper wire safe.",False,False,True,True,True
917,77,Ari,request_owned_object,True,no,"No. cedar repair kit is mine, and I need you to ask.",not yet,True,True,True,True,True
919,77,Nia,ask_help,True,yes_later,none,"Yes, if you keep signal spool safe.",False,False,True,True,True
921,77,Ivo,protect_object,False,yes,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
923,77,Ari,offer_care,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
924,78,Fay,ask_permission,True,yes_later,none,"Yes, if you keep herb ledger safe.",False,False,True,True,True
926,78,Milo,ask_permission,True,yes_later,none,"Yes, if you keep oil lantern safe.",False,False,True,True,True
928,78,Juno,offer_apology,False,yes,none,"Yes, if you keep copper wire safe.",True,True,True,True,True
931,78,Nia,offer_apology,False,yes,none,"Yes, if you keep signal spool safe.",True,True,True,True,True
933,78,Ivo,ask_help,True,yes_later,none,"Yes, if you keep seed satchel safe.",False,False,True,True,True
935,78,Ari,give_space,False,yes,none,"Yes, if you keep cedar repair kit safe.",True,True,True,True,True
