tick_id,day,settlement_id,room_id,avatar_x,avatar_y,facing_deg,action,inventory_count,previous_state_key,current_state_key,continuity_valid,scene_clock_ms,replay_frame_key,visible_scene_state
563,32,riverbend,arrival court,4.0,3.0,0,approach_group,0,v44-772876,v44-773368,True,140750,ssrm.v44.replay.00563,True
564,32,roofward,arrival court,0.0,0.24,90,request_permission,0,v44-777944,v44-780723,True,141000,ssrm.v44.replay.00564,True
565,32,archive,arrival court,0.0,0.28,180,pickup_shared_object,1,v44-261233,v44-259110,True,141250,ssrm.v44.replay.00565,True
566,32,signal,signal perch,4.0,3.0,0,return_object,0,v44-572326,v44-570778,True,141500,ssrm.v44.replay.00566,True
567,32,orchard,arrival court,0.0,0.2,135,wait_respectfully,0,v44-741404,v44-717730,True,141750,ssrm.v44.replay.00567,True
568,32,repair_ring,arrival court,0.0,0.28,270,listen_memory,0,v44-927642,v44-933208,True,142000,ssrm.v44.replay.00568,True
569,32,riverbend,arrival court,4.0,3.0,0,return_object,0,v44-773368,v44-774465,True,142250,ssrm.v44.replay.00569,True
570,32,roofward,arrival court,0.0,0.2,90,wait_respectfully,0,v44-780723,v44-751210,True,142500,ssrm.v44.replay.00570,True
571,32,archive,arrival court,0.0,0.28,180,listen_memory,1,v44-259110,v44-258346,True,142750,ssrm.v44.replay.00571,True
572,32,signal,arrival court,4.0,3.0,0,move_forward,0,v44-570778,v44-634011,True,143000,ssrm.v44.replay.00572,True
573,32,orchard,arrival court,0.0,0.2,180,turn_right,0,v44-717730,v44-718728,True,143250,ssrm.v44.replay.00573,True
574,32,repair_ring,arrival court,0.0,0.28,270,start_conversation,0,v44-933208,v44-929759,True,143500,ssrm.v44.replay.00574,True
575,32,riverbend,arrival court,4.0,3.0,0,move_forward,0,v44-774465,v44-772802,True,143750,ssrm.v44.replay.00575,True
576,33,archive,arrival court,0.0,0.28,135,turn_left,1,v44-258346,v44-264947,True,144000,ssrm.v44.replay.00576,True
577,33,signal,arrival court,4.0,3.1,0,approach_group,0,v44-634011,v44-628062,True,144250,ssrm.v44.replay.00577,True
578,33,orchard,arrival court,0.0,0.2,180,request_permission,0,v44-718728,v44-724296,True,144500,ssrm.v44.replay.00578,True
579,33,repair_ring,arrival court,0.0,0.28,270,pickup_shared_object,0,v44-929759,v44-938960,True,144750,ssrm.v44.replay.00579,True
580,33,riverbend,arrival court,4.0,3.1,0,approach_group,0,v44-772802,v44-768502,True,145000,ssrm.v44.replay.00580,True
581,33,roofward,arrival court,0.0,0.2,90,request_permission,0,v44-751210,v44-747140,True,145250,ssrm.v44.replay.00581,True
582,33,archive,arrival court,0.0,0.28,135,pickup_shared_object,1,v44-264947,v44-265572,True,145500,ssrm.v44.replay.00582,True
583,33,signal,arrival court,4.0,3.1,0,return_object,0,v44-628062,v44-630823,True,145750,ssrm.v44.replay.00583,True
584,33,orchard,arrival court,0.0,0.16,180,wait_respectfully,0,v44-724296,v44-745612,True,146000,ssrm.v44.replay.00584,True
585,33,repair_ring,arrival court,0.0,0.28,270,listen_memory,0,v44-938960,v44-935035,True,146250,ssrm.v44.replay.00585,True
586,33,riverbend,arrival court,4.0,3.1,0,return_object,0,v44-768502,v44-771808,True,146500,ssrm.v44.replay.00586,True
587,33,roofward,arrival court,0.0,0.16,90,wait_respectfully,0,v44-747140,v44-776503,True,146750,ssrm.v44.replay.00587,True
588,33,archive,arrival court,0.0,0.28,135,listen_memory,1,v44-265572,v44-265691,True,147000,ssrm.v44.replay.00588,True
589,33,signal,arrival court,4.0,3.1,0,move_forward,0,v44-630823,v44-632353,True,147250,ssrm.v44.replay.00589,True
590,33,orchard,arrival court,0.0,0.16,225,turn_right,0,v44-745612,v44-742168,True,147500,ssrm.v44.replay.00590,True
591,33,repair_ring,arrival court,0.0,0.28,270,start_conversation,0,v44-935035,v44-929346,True,147750,ssrm.v44.replay.00591,True
592,33,riverbend,plank hall,4.0,3.1,0,move_forward,0,v44-771808,v44-617519,True,148000,ssrm.v44.replay.00592,True
593,33,roofward,arrival court,0.0,0.16,135,turn_right,0,v44-776503,v44-799275,True,148250,ssrm.v44.replay.00593,True
594,34,signal,arrival court,4.0,3.2,0,approach_group,0,v44-632353,v44-631174,True,148500,ssrm.v44.replay.00594,True
595,34,orchard,arrival court,0.0,0.16,225,request_permission,0,v44-742168,v44-745530,True,148750,ssrm.v44.replay.00595,True
596,34,repair_ring,arrival court,0.0,0.28,270,pickup_shared_object,0,v44-929346,v44-934961,True,149000,ssrm.v44.replay.00596,True
597,34,riverbend,plank hall,4.0,3.2,0,approach_group,0,v44-617519,v44-619096,True,149250,ssrm.v44.replay.00597,True
598,34,roofward,arrival court,0.0,0.16,135,request_permission,0,v44-799275,v44-806189,True,149500,ssrm.v44.replay.00598,True
599,34,archive,arrival court,0.0,0.28,135,pickup_shared_object,1,v44-265691,v44-267408,True,149750,ssrm.v44.replay.00599,True
600,34,signal,arrival court,4.0,3.2,0,return_object,0,v44-631174,v44-626374,True,150000,ssrm.v44.replay.00600,True
601,34,orchard,arrival court,0.0,0.12,225,wait_respectfully,0,v44-745530,v44-737207,True,150250,ssrm.v44.replay.00601,True
602,34,repair_ring,arrival court,0.0,0.28,270,listen_memory,0,v44-934961,v44-929643,True,150500,ssrm.v44.replay.00602,True
603,34,riverbend,plank hall,4.0,3.2,0,return_object,0,v44-619096,v44-615135,True,150750,ssrm.v44.replay.00603,True
604,34,roofward,arrival court,0.0,0.12,135,wait_respectfully,0,v44-806189,v44-796560,True,151000,ssrm.v44.replay.00604,True
605,34,archive,arrival court,0.0,0.28,135,listen_memory,1,v44-267408,v44-261680,True,151250,ssrm.v44.replay.00605,True
606,34,signal,arrival court,4.0,3.2,0,move_forward,0,v44-626374,v44-631417,True,151500,ssrm.v44.replay.00606,True
607,34,orchard,arrival court,0.0,0.12,270,turn_right,0,v44-737207,v44-740513,True,151750,ssrm.v44.replay.00607,True
608,34,repair_ring,arrival court,0.0,0.28,270,start_conversation,0,v44-929643,v44-932526,True,152000,ssrm.v44.replay.00608,True
609,34,riverbend,plank hall,4.0,3.2,0,move_forward,0,v44-615135,v44-613155,True,152250,ssrm.v44.replay.00609,True
610,34,roofward,arrival court,0.0,0.12,180,turn_right,0,v44-796560,v44-795755,True,152500,ssrm.v44.replay.00610,True
611,34,archive,arrival court,0.0,0.28,135,start_conversation,1,v44-261680,v44-258643,True,152750,ssrm.v44.replay.00611,True
612,35,orchard,arrival court,0.0,0.12,270,request_permission,0,v44-740513,v44-736238,True,153000,ssrm.v44.replay.00612,True
613,35,repair_ring,arrival court,0.0,0.28,270,pickup_shared_object,0,v44-932526,v44-928222,True,153250,ssrm.v44.replay.00613,True
614,35,riverbend,plank hall,4.0,3.3,0,approach_group,0,v44-613155,v44-611967,True,153500,ssrm.v44.replay.00614,True
615,35,roofward,arrival court,0.0,0.12,180,request_permission,0,v44-795755,v44-800005,True,153750,ssrm.v44.replay.00615,True
616,35,archive,arrival court,0.0,0.28,135,pickup_shared_object,1,v44-258643,v44-262935,True,154000,ssrm.v44.replay.00616,True
617,35,signal,arrival court,4.0,3.2,0,return_object,0,v44-631417,v44-629581,True,154250,ssrm.v44.replay.00617,True
618,35,orchard,arrival court,0.0,0.08,270,wait_respectfully,0,v44-736238,v44-744790,True,154500,ssrm.v44.replay.00618,True
619,35,repair_ring,arrival court,0.0,0.28,270,listen_memory,0,v44-928222,v44-929750,True,154750,ssrm.v44.replay.00619,True
620,35,riverbend,plank hall,4.0,3.3,0,return_object,0,v44-611967,v44-614721,True,155000,ssrm.v44.replay.00620,True
621,35,roofward,arrival court,0.0,0.08,180,wait_respectfully,0,v44-800005,v44-789826,True,155250,ssrm.v44.replay.00621,True
622,35,archive,arrival court,0.0,0.28,135,listen_memory,1,v44-262935,v44-261278,True,155500,ssrm.v44.replay.00622,True
623,35,signal,arrival court,4.0,3.2,0,move_forward,0,v44-629581,v44-632326,True,155750,ssrm.v44.replay.00623,True
624,35,orchard,arrival court,0.0,0.08,315,turn_right,0,v44-744790,v44-744465,True,156000,ssrm.v44.replay.00624,True
625,35,repair_ring,arrival court,0.0,0.28,270,start_conversation,0,v44-929750,v44-931665,True,156250,ssrm.v44.replay.00625,True
626,35,riverbend,plank hall,4.0,3.3,0,move_forward,0,v44-614721,v44-613166,True,156500,ssrm.v44.replay.00626,True
627,35,roofward,arrival court,0.0,0.08,225,turn_right,0,v44-789826,v44-804245,True,156750,ssrm.v44.replay.00627,True
628,35,archive,arrival court,0.0,0.28,135,start_conversation,1,v44-261278,v44-263244,True,157000,ssrm.v44.replay.00628,True
629,35,signal,arrival court,4.0,3.2,0,pickup_owned_object,0,v44-632326,v44-630781,True,157250,ssrm.v44.replay.00629,True
630,36,repair_ring,arrival court,0.0,0.28,270,pickup_shared_object,0,v44-931665,v44-929161,True,157500,ssrm.v44.replay.00630,True
631,36,riverbend,plank hall,4.0,3.4,0,approach_group,0,v44-613166,v44-612869,True,157750,ssrm.v44.replay.00631,True
632,36,roofward,arrival court,0.0,0.08,225,request_permission,0,v44-804245,v44-795085,True,158000,ssrm.v44.replay.00632,True
633,36,archive,arrival court,0.0,0.28,135,pickup_shared_object,1,v44-263244,v44-259337,True,158250,ssrm.v44.replay.00633,True
634,36,signal,arrival court,4.0,3.2,0,return_object,0,v44-630781,v44-630494,True,158500,ssrm.v44.replay.00634,True
635,36,orchard,arrival court,0.0,0.04,315,wait_respectfully,0,v44-744465,v44-743123,True,158750,ssrm.v44.replay.00635,True
636,36,repair_ring,arrival court,0.0,0.28,270,listen_memory,0,v44-929161,v44-930687,True,159000,ssrm.v44.replay.00636,True
637,36,riverbend,plank hall,4.0,3.4,0,return_object,0,v44-612869,v44-619260,True,159250,ssrm.v44.replay.00637,True
638,36,roofward,arrival court,0.0,0.04,225,wait_respectfully,0,v44-795085,v44-800674,True,159500,ssrm.v44.replay.00638,True
639,36,archive,arrival court,0.0,0.28,135,listen_memory,1,v44-259337,v44-265406,True,159750,ssrm.v44.replay.00639,True
640,36,signal,mast base,4.0,3.2,0,move_forward,0,v44-630494,v44-432400,True,160000,ssrm.v44.replay.00640,True
641,36,orchard,arrival court,0.0,0.04,0,turn_right,0,v44-743123,v44-690253,True,160250,ssrm.v44.replay.00641,True
642,36,repair_ring,arrival court,0.0,0.28,270,start_conversation,0,v44-930687,v44-931729,True,160500,ssrm.v44.replay.00642,True
643,36,riverbend,plank hall,4.0,3.4,0,move_forward,0,v44-619260,v44-614502,True,160750,ssrm.v44.replay.00643,True
644,36,roofward,arrival court,0.0,0.04,270,turn_right,0,v44-800674,v44-795471,True,161000,ssrm.v44.replay.00644,True
645,36,archive,arrival court,0.0,0.28,135,start_conversation,1,v44-265406,v44-261454,True,161250,ssrm.v44.replay.00645,True
646,36,signal,mast base,4.0,3.2,0,pickup_owned_object,0,v44-432400,v44-429125,True,161500,ssrm.v44.replay.00646,True
647,36,orchard,arrival court,0.0,0.04,0,drop_object,0,v44-690253,v44-694874,True,161750,ssrm.v44.replay.00647,True
648,37,riverbend,plank hall,4.0,3.5,0,approach_group,0,v44-614502,v44-614310,True,162000,ssrm.v44.replay.00648,True
649,37,roofward,arrival court,0.0,0.04,270,request_permission,0,v44-795471,v44-801020,True,162250,ssrm.v44.replay.00649,True
650,37,archive,arrival court,0.0,0.28,135,pickup_shared_object,1,v44-261454,v44-259393,True,162500,ssrm.v44.replay.00650,True
651,37,signal,mast base,4.0,3.2,0,return_object,0,v44-429125,v44-431887,True,162750,ssrm.v44.replay.00651,True
652,37,orchard,arrival court,0.0,0.0,0,wait_respectfully,0,v44-694874,v44-675689,True,163000,ssrm.v44.replay.00652,True
653,37,repair_ring,arrival court,0.0,0.28,270,listen_memory,0,v44-931729,v44-931641,True,163250,ssrm.v44.replay.00653,True
654,37,riverbend,plank hall,4.0,3.5,0,return_object,0,v44-614310,v44-611774,True,163500,ssrm.v44.replay.00654,True
655,37,roofward,arrival court,0.0,0.0,270,wait_respectfully,0,v44-801020,v44-766580,True,163750,ssrm.v44.replay.00655,True
656,37,archive,arrival court,0.0,0.28,135,listen_memory,1,v44-259393,v44-265914,True,164000,ssrm.v44.replay.00656,True
657,37,signal,mast base,4.0,3.2,0,move_forward,0,v44-431887,v44-437797,True,164250,ssrm.v44.replay.00657,True
658,37,orchard,arrival court,0.0,0.0,45,turn_right,0,v44-675689,v44-704916,True,164500,ssrm.v44.replay.00658,True
659,37,repair_ring,arrival court,0.0,0.28,270,start_conversation,0,v44-931641,v44-930927,True,164750,ssrm.v44.replay.00659,True
660,37,riverbend,wet crossing,4.0,3.5,0,move_forward,0,v44-611774,v44-725670,True,165000,ssrm.v44.replay.00660,True
661,37,roofward,arrival court,0.0,0.0,315,turn_right,0,v44-766580,v44-774690,True,165250,ssrm.v44.replay.00661,True
662,37,archive,arrival court,0.0,0.28,135,start_conversation,1,v44-265914,v44-262875,True,165500,ssrm.v44.replay.00662,True
663,37,signal,mast base,4.0,3.2,0,pickup_owned_object,0,v44-437797,v44-439204,True,165750,ssrm.v44.replay.00663,True
664,37,orchard,arrival court,0.0,0.0,45,drop_object,0,v44-704916,v44-697520,True,166000,ssrm.v44.replay.00664,True
665,37,repair_ring,arrival court,0.0,0.24,270,apologize,0,v44-930927,v44-930683,True,166250,ssrm.v44.replay.00665,True
666,38,roofward,arrival court,0.0,0.0,315,request_permission,0,v44-774690,v44-777150,True,166500,ssrm.v44.replay.00666,True
667,38,archive,arrival court,0.0,0.28,135,pickup_shared_object,1,v44-262875,v44-266267,True,166750,ssrm.v44.replay.00667,True
668,38,signal,mast base,4.0,3.2,0,return_object,0,v44-439204,v44-434652,True,167000,ssrm.v44.replay.00668,True
669,38,orchard,arrival court,0.0,0.0,45,wait_respectfully,0,v44-697520,v44-700385,True,167250,ssrm.v44.replay.00669,True
670,38,repair_ring,arrival court,0.0,0.24,270,listen_memory,0,v44-930683,v44-928608,True,167500,ssrm.v44.replay.00670,True
671,38,riverbend,wet crossing,4.0,3.5,0,return_object,0,v44-725670,v44-726902,True,167750,ssrm.v44.replay.00671,True
672,38,roofward,arrival court,0.0,0.0,315,wait_respectfully,0,v44-777150,v44-773269,True,168000,ssrm.v44.replay.00672,True
673,38,archive,arrival court,0.0,0.28,135,listen_memory,1,v44-266267,v44-264602,True,168250,ssrm.v44.replay.00673,True
674,38,signal,mast base,4.0,3.2,0,move_forward,0,v44-434652,v44-434326,True,168500,ssrm.v44.replay.00674,True
675,38,orchard,arrival court,0.0,0.0,90,turn_right,0,v44-700385,v44-696559,True,168750,ssrm.v44.replay.00675,True
676,38,repair_ring,arrival court,0.0,0.24,270,start_conversation,0,v44-928608,v44-932832,True,169000,ssrm.v44.replay.00676,True
677,38,riverbend,wet crossing,4.0,3.5,0,move_forward,0,v44-726902,v44-728880,True,169250,ssrm.v44.replay.00677,True
678,38,roofward,arrival court,0.0,0.0,0,turn_right,0,v44-773269,v44-731574,True,169500,ssrm.v44.replay.00678,True
679,38,archive,arrival court,0.0,0.28,135,start_conversation,1,v44-264602,v44-262887,True,169750,ssrm.v44.replay.00679,True
680,38,signal,mast base,4.0,3.2,0,pickup_owned_object,1,v44-434326,v44-862108,True,170000,ssrm.v44.replay.00680,True
681,38,orchard,arrival court,0.0,0.0,90,drop_object,0,v44-696559,v44-702850,True,170250,ssrm.v44.replay.00681,True
682,38,repair_ring,arrival court,0.0,0.2,270,apologize,0,v44-932832,v44-905296,True,170500,ssrm.v44.replay.00682,True
683,38,riverbend,wet crossing,4.0,3.5,0,pickup_owned_object,0,v44-728880,v44-730763,True,170750,ssrm.v44.replay.00683,True
684,39,archive,arrival court,0.0,0.28,135,pickup_shared_object,1,v44-262887,v44-267239,True,171000,ssrm.v44.replay.00684,True
685,39,signal,mast base,4.0,3.2,0,return_object,0,v44-862108,v44-435554,True,171250,ssrm.v44.replay.00685,True
686,39,orchard,arrival court,0.0,0.0,90,wait_respectfully,0,v44-702850,v44-696905,True,171500,ssrm.v44.replay.00686,True
687,39,repair_ring,arrival court,0.0,0.2,270,listen_memory,0,v44-905296,v44-909131,True,171750,ssrm.v44.replay.00687,True
688,39,riverbend,wet crossing,4.0,3.5,0,return_object,0,v44-730763,v44-729699,True,172000,ssrm.v44.replay.00688,True
689,39,roofward,arrival court,0.0,0.0,0,wait_respectfully,0,v44-731574,v44-729286,True,172250,ssrm.v44.replay.00689,True
690,39,archive,arrival court,0.0,0.28,135,listen_memory,1,v44-267239,v44-264198,True,172500,ssrm.v44.replay.00690,True
691,39,signal,mast base,4.0,3.2,0,move_forward,0,v44-435554,v44-434798,True,172750,ssrm.v44.replay.00691,True
692,39,orchard,arrival court,0.0,0.0,135,turn_right,0,v44-696905,v44-723106,True,173000,ssrm.v44.replay.00692,True
693,39,repair_ring,arrival court,0.0,0.2,270,start_conversation,0,v44-909131,v44-904316,True,173250,ssrm.v44.replay.00693,True
694,39,riverbend,wet crossing,4.0,3.5,0,move_forward,0,v44-729699,v44-735566,True,173500,ssrm.v44.replay.00694,True
695,39,roofward,arrival court,0.0,0.0,45,turn_right,0,v44-729286,v44-756697,True,173750,ssrm.v44.replay.00695,True
696,39,archive,arrival court,0.0,0.28,135,start_conversation,1,v44-264198,v44-267074,True,174000,ssrm.v44.replay.00696,True
697,39,signal,mast base,4.0,3.2,0,pickup_owned_object,0,v44-434798,v44-441141,True,174250,ssrm.v44.replay.00697,True
698,39,orchard,arrival court,0.0,0.0,135,drop_object,0,v44-723106,v44-718446,True,174500,ssrm.v44.replay.00698,True
699,39,repair_ring,arrival court,0.0,0.16,270,apologize,0,v44-904316,v44-930817,True,174750,ssrm.v44.replay.00699,True
700,39,riverbend,wet crossing,4.0,3.5,0,pickup_owned_object,1,v44-735566,v44-163487,True,175000,ssrm.v44.replay.00700,True
701,39,roofward,arrival court,0.0,0.0,45,drop_object,0,v44-756697,v44-754526,True,175250,ssrm.v44.replay.00701,True
702,40,signal,mast base,4.0,3.2,0,return_object,0,v44-441141,v44-427197,True,175500,ssrm.v44.replay.00702,True
703,40,orchard,arrival court,0.0,0.0,135,wait_respectfully,0,v44-718446,v44-718101,True,175750,ssrm.v44.replay.00703,True
704,40,repair_ring,arrival court,0.0,0.16,270,listen_memory,0,v44-930817,v44-927786,True,176000,ssrm.v44.replay.00704,True
705,40,riverbend,wet crossing,4.0,3.5,0,return_object,0,v44-163487,v44-727010,True,176250,ssrm.v44.replay.00705,True
706,40,roofward,arrival court,0.0,0.0,45,wait_respectfully,0,v44-754526,v44-751661,True,176500,ssrm.v44.replay.00706,True
707,40,archive,arrival court,0.0,0.28,135,listen_memory,1,v44-267074,v44-262426,True,176750,ssrm.v44.replay.00707,True
708,40,signal,lantern walk,4.0,3.2,0,move_forward,0,v44-427197,v44-580806,True,177000,ssrm.v44.replay.00708,True
709,40,orchard,arrival court,0.0,0.0,180,turn_right,0,v44-718101,v44-715178,True,177250,ssrm.v44.replay.00709,True
710,40,repair_ring,arrival court,0.0,0.16,270,start_conversation,0,v44-927786,v44-931495,True,177500,ssrm.v44.replay.00710,True
711,40,riverbend,wet crossing,4.0,3.5,0,move_forward,0,v44-727010,v44-720458,True,177750,ssrm.v44.replay.00711,True
712,40,roofward,arrival court,0.0,0.0,90,turn_right,0,v44-751661,v44-749114,True,178000,ssrm.v44.replay.00712,True
713,40,archive,arrival court,0.0,0.28,135,start_conversation,1,v44-262426,v44-259395,True,178250,ssrm.v44.replay.00713,True
714,40,signal,lantern walk,4.0,3.2,0,pickup_owned_object,0,v44-580806,v44-578266,True,178500,ssrm.v44.replay.00714,True
715,40,orchard,arrival court,0.0,0.0,180,drop_object,0,v44-715178,v44-718868,True,178750,ssrm.v44.replay.00715,True
716,40,repair_ring,arrival court,0.0,0.12,270,apologize,0,v44-931495,v44-928626,True,179000,ssrm.v44.replay.00716,True
717,40,riverbend,wet crossing,4.0,3.5,0,pickup_owned_object,0,v44-720458,v44-726887,True,179250,ssrm.v44.replay.00717,True
718,40,roofward,arrival court,0.0,0.0,90,drop_object,0,v44-749114,v44-751527,True,179500,ssrm.v44.replay.00718,True
719,40,archive,arrival court,0.0,0.24,135,apologize,1,v44-259395,v44-265126,True,179750,ssrm.v44.replay.00719,True
720,41,orchard,arrival court,0.0,0.0,180,wait_respectfully,0,v44-718868,v44-721242,True,180000,ssrm.v44.replay.00720,True
721,41,repair_ring,arrival court,0.0,0.12,270,listen_memory,0,v44-928626,v44-927887,True,180250,ssrm.v44.replay.00721,True
722,41,riverbend,wet crossing,4.0,3.5,0,return_object,0,v44-726887,v44-730569,True,180500,ssrm.v44.replay.00722,True
723,41,roofward,arrival court,0.0,0.0,90,wait_respectfully,0,v44-751527,v44-750370,True,180750,ssrm.v44.replay.00723,True
724,41,archive,arrival court,0.0,0.24,135,listen_memory,1,v44-265126,v44-258487,True,181000,ssrm.v44.replay.00724,True
725,41,signal,lantern walk,4.0,3.2,0,move_forward,0,v44-578266,v44-582140,True,181250,ssrm.v44.replay.00725,True
726,41,orchard,arrival court,0.0,0.0,225,turn_right,0,v44-721242,v44-714789,True,181500,ssrm.v44.replay.00726,True
727,41,repair_ring,arrival court,0.0,0.12,270,start_conversation,0,v44-927887,v44-933916,True,181750,ssrm.v44.replay.00727,True
728,41,riverbend,dry ridge,4.0,3.5,0,move_forward,0,v44-730569,v44-579027,True,182000,ssrm.v44.replay.00728,True
729,41,roofward,arrival court,0.0,0.0,135,turn_right,0,v44-750370,v44-772276,True,182250,ssrm.v44.replay.00729,True
730,41,archive,arrival court,0.0,0.24,135,start_conversation,1,v44-258487,v44-262771,True,182500,ssrm.v44.replay.00730,True
731,41,signal,lantern walk,4.0,3.2,0,pickup_owned_object,0,v44-582140,v44-574780,True,182750,ssrm.v44.replay.00731,True
732,41,orchard,arrival court,0.0,0.0,225,drop_object,0,v44-714789,v44-721573,True,183000,ssrm.v44.replay.00732,True
733,41,repair_ring,arrival court,0.0,0.08,270,apologize,0,v44-933916,v44-930366,True,183250,ssrm.v44.replay.00733,True
734,41,riverbend,dry ridge,4.0,3.5,0,pickup_owned_object,0,v44-579027,v44-577795,True,183500,ssrm.v44.replay.00734,True
735,41,roofward,arrival court,0.0,0.0,135,drop_object,0,v44-772276,v44-775068,True,183750,ssrm.v44.replay.00735,True
736,41,archive,arrival court,0.0,0.2,135,apologize,1,v44-262771,v44-236494,True,184000,ssrm.v44.replay.00736,True
737,41,signal,lantern walk,4.0,3.2,0,offer_help,0,v44-574780,v44-582019,True,184250,ssrm.v44.replay.00737,True
738,42,repair_ring,arrival court,0.0,0.08,270,listen_memory,0,v44-930366,v44-930612,True,184500,ssrm.v44.replay.00738,True
739,42,riverbend,dry ridge,4.0,3.5,0,return_object,0,v44-577795,v44-584210,True,184750,ssrm.v44.replay.00739,True
740,42,roofward,arrival court,0.0,0.0,135,wait_respectfully,0,v44-775068,v44-774343,True,185000,ssrm.v44.replay.00740,True
741,42,archive,arrival court,0.0,0.2,135,listen_memory,1,v44-236494,v44-236263,True,185250,ssrm.v44.replay.00741,True
742,42,signal,lantern walk,4.0,3.2,0,move_forward,0,v44-582019,v44-577791,True,185500,ssrm.v44.replay.00742,True
743,42,orchard,arrival court,0.0,0.0,270,turn_right,0,v44-721573,v44-717486,True,185750,ssrm.v44.replay.00743,True
744,42,repair_ring,arrival court,0.0,0.08,270,start_conversation,0,v44-930612,v44-926692,True,186000,ssrm.v44.replay.00744,True
745,42,riverbend,dry ridge,4.0,3.5,0,move_forward,0,v44-584210,v44-574200,True,186250,ssrm.v44.replay.00745,True
746,42,roofward,arrival court,0.0,0.0,180,turn_right,0,v44-774343,v44-774525,True,186500,ssrm.v44.replay.00746,True
747,42,archive,arrival court,0.0,0.2,135,start_conversation,1,v44-236263,v44-235934,True,186750,ssrm.v44.replay.00747,True
748,42,signal,lantern walk,4.0,3.2,0,pickup_owned_object,0,v44-577791,v44-585015,True,187000,ssrm.v44.replay.00748,True
749,42,orchard,arrival court,0.0,0.0,270,drop_object,0,v44-717486,v44-723445,True,187250,ssrm.v44.replay.00749,True
750,42,repair_ring,arrival court,0.0,0.04,270,apologize,0,v44-926692,v44-929577,True,187500,ssrm.v44.replay.00750,True
751,42,riverbend,dry ridge,4.0,3.5,0,pickup_owned_object,0,v44-574200,v44-572110,True,187750,ssrm.v44.replay.00751,True
752,42,roofward,arrival court,0.0,0.0,180,drop_object,0,v44-774525,v44-774205,True,188000,ssrm.v44.replay.00752,True
753,42,archive,arrival court,0.0,0.16,135,apologize,1,v44-235934,v44-261547,True,188250,ssrm.v44.replay.00753,True
754,42,signal,lantern walk,4.0,3.2,0,offer_help,0,v44-585015,v44-578543,True,188500,ssrm.v44.replay.00754,True
755,42,orchard,arrival court,0.0,0.0,270,inspect_inventory,0,v44-723445,v44-718690,True,188750,ssrm.v44.replay.00755,True
756,43,riverbend,dry ridge,4.0,3.5,0,return_object,0,v44-572110,v44-573255,True,189000,ssrm.v44.replay.00756,True
757,43,roofward,arrival court,0.0,0.0,180,wait_respectfully,0,v44-774205,v44-773998,True,189250,ssrm.v44.replay.00757,True
758,43,archive,arrival court,0.0,0.16,135,listen_memory,1,v44-261547,v44-263105,True,189500,ssrm.v44.replay.00758,True
759,43,signal,lantern walk,4.0,3.2,0,move_forward,0,v44-578543,v44-584058,True,189750,ssrm.v44.replay.00759,True
760,43,orchard,arrival court,0.0,0.0,315,turn_right,0,v44-718690,v44-719735,True,190000,ssrm.v44.replay.00760,True
761,43,repair_ring,arrival court,0.0,0.04,270,start_conversation,0,v44-929577,v44-932633,True,190250,ssrm.v44.replay.00761,True
762,43,riverbend,dry ridge,4.0,3.5,0,move_forward,0,v44-573255,v44-576884,True,190500,ssrm.v44.replay.00762,True
763,43,roofward,arrival court,0.0,0.0,225,turn_right,0,v44-773998,v44-780800,True,190750,ssrm.v44.replay.00763,True
764,43,archive,arrival court,0.0,0.16,135,start_conversation,1,v44-263105,v44-258232,True,191000,ssrm.v44.replay.00764,True
765,43,signal,lantern walk,4.0,3.2,0,pickup_owned_object,1,v44-584058,v44-014852,True,191250,ssrm.v44.replay.00765,True
766,43,orchard,arrival court,0.0,0.0,315,drop_object,0,v44-719735,v44-722593,True,191500,ssrm.v44.replay.00766,True
767,43,repair_ring,arrival court,0.0,0.0,270,apologize,0,v44-932633,v44-905615,True,191750,ssrm.v44.replay.00767,True
768,43,riverbend,dry ridge,4.0,3.5,0,pickup_owned_object,0,v44-576884,v44-584135,True,192000,ssrm.v44.replay.00768,True
769,43,roofward,arrival court,0.0,0.0,225,drop_object,0,v44-780800,v44-774314,True,192250,ssrm.v44.replay.00769,True
770,43,archive,arrival court,0.0,0.12,135,apologize,1,v44-258232,v44-257596,True,192500,ssrm.v44.replay.00770,True
771,43,signal,lantern walk,4.0,3.2,0,offer_help,1,v44-014852,v44-009165,True,192750,ssrm.v44.replay.00771,True
772,43,orchard,arrival court,0.0,0.0,315,inspect_inventory,0,v44-722593,v44-719621,True,193000,ssrm.v44.replay.00772,True
773,43,repair_ring,arrival court,0.0,0.0,225,turn_left,0,v44-905615,v44-904406,True,193250,ssrm.v44.replay.00773,True
774,44,roofward,arrival court,0.0,0.0,225,wait_respectfully,0,v44-774314,v44-774040,True,193500,ssrm.v44.replay.00774,True
775,44,archive,arrival court,0.0,0.12,135,listen_memory,1,v44-257596,v44-265105,True,193750,ssrm.v44.replay.00775,True
776,44,signal,lens room,4.0,3.2,0,move_forward,1,v44-009165,v44-876796,True,194000,ssrm.v44.replay.00776,True
777,44,orchard,arrival court,0.0,0.0,0,turn_right,0,v44-719621,v44-673606,True,194250,ssrm.v44.replay.00777,True
778,44,repair_ring,arrival court,0.0,0.0,225,start_conversation,0,v44-904406,v44-905097,True,194500,ssrm.v44.replay.00778,True
