tick_id,day,settlement_id,resident_id,phrase,relationship_prompt,relationship_days,mastery_before,mastery_after,trust_before,trust_after,phrase_used_in_project,phrase_linked_to_resident_memory,persists_across_reload,no_autonomous_language_claim,no_llm_call
739,42,glass_harbor,Sera,net keeper,kept net lane clear,42,0.263,0.271,0.709,0.712,True,True,True,True,True
740,42,cinder_garden,Juno,cool hand,remembered shade first,42,0.263,0.273,0.707,0.712,True,True,True,True,True
741,42,lichen_bridge,Luma,rope safe,waited at the rope,42,0.262,0.27,0.709,0.712,True,True,True,True,True
742,42,orchid_engine,Dax,gear lane,kept the gear lane open,42,0.253,0.263,0.707,0.712,True,True,True,True,True
743,42,moss_ward,Tala,ledger no touch,asked before ledger,42,0.246,0.254,0.709,0.712,True,True,True,True,True
744,42,glass_harbor,Nia,lamp bright,guarded lamp for me,42,0.256,0.266,0.707,0.712,True,True,True,True,True
745,42,cinder_garden,Pax,shade first,left my basket sorted,42,0.264,0.272,0.709,0.712,True,True,True,True,True
746,42,lichen_bridge,Rin,bowl shared,kept bowl shared,42,0.263,0.273,0.707,0.712,True,True,True,True,True
747,42,orchid_engine,Eli,valve wait,did not turn the valve,42,0.262,0.27,0.706,0.709,True,True,True,True,True
748,42,moss_ward,Ari,loom wait,waited during repair,42,0.253,0.263,0.706,0.711,True,True,True,True,True
749,42,glass_harbor,Oren,tea first,shared crossing tea,42,0.265,0.273,0.711,0.714,True,True,True,True,True
750,42,cinder_garden,Vale,seed sleep,kept the path cool,42,0.271,0.281,0.711,0.716,True,True,True,True,True
751,42,lichen_bridge,Sol,signal hush,heard my signal,42,0.273,0.281,0.711,0.714,True,True,True,True,True
752,42,orchid_engine,Bea,orchid rest,let orchid rest,42,0.27,0.28,0.709,0.714,True,True,True,True,True
753,42,moss_ward,Fay,path dry,helped after rain,42,0.263,0.271,0.711,0.714,True,True,True,True,True
754,42,glass_harbor,Puck,net keeper,kept net lane clear,42,0.254,0.264,0.707,0.712,True,True,True,True,True
755,42,cinder_garden,Wren,cool hand,remembered shade first,42,0.266,0.274,0.709,0.712,True,True,True,True,True
756,43,orchid_engine,Eli,gear lane,kept the gear lane open,43,0.257,0.267,0.709,0.714,True,True,True,True,True
757,43,moss_ward,Ari,ledger no touch,asked before ledger,43,0.265,0.273,0.711,0.714,True,True,True,True,True
758,43,glass_harbor,Oren,lamp bright,guarded lamp for me,43,0.266,0.276,0.714,0.719,True,True,True,True,True
759,43,cinder_garden,Vale,shade first,left my basket sorted,43,0.265,0.273,0.716,0.719,True,True,True,True,True
760,43,lichen_bridge,Sol,bowl shared,kept bowl shared,43,0.253,0.263,0.714,0.719,True,True,True,True,True
761,43,orchid_engine,Bea,valve wait,did not turn the valve,43,0.246,0.254,0.714,0.717,True,True,True,True,True
762,43,moss_ward,Fay,loom wait,waited during repair,43,0.256,0.266,0.714,0.719,True,True,True,True,True
763,43,glass_harbor,Puck,tea first,shared crossing tea,43,0.264,0.272,0.712,0.715,True,True,True,True,True
764,43,cinder_garden,Wren,seed sleep,kept the path cool,43,0.263,0.273,0.712,0.717,True,True,True,True,True
765,43,lichen_bridge,Kio,signal hush,heard my signal,43,0.262,0.27,0.707,0.71,True,True,True,True,True
766,43,orchid_engine,Cai,orchid rest,let orchid rest,43,0.253,0.263,0.709,0.714,True,True,True,True,True
767,43,moss_ward,Milo,path dry,helped after rain,43,0.265,0.273,0.712,0.715,True,True,True,True,True
768,43,glass_harbor,Sera,net keeper,kept net lane clear,43,0.271,0.281,0.712,0.717,True,True,True,True,True
769,43,cinder_garden,Juno,cool hand,remembered shade first,43,0.273,0.281,0.712,0.715,True,True,True,True,True
770,43,lichen_bridge,Luma,rope safe,waited at the rope,43,0.27,0.28,0.712,0.717,True,True,True,True,True
771,43,orchid_engine,Dax,gear lane,kept the gear lane open,43,0.263,0.271,0.712,0.715,True,True,True,True,True
772,43,moss_ward,Tala,ledger no touch,asked before ledger,43,0.254,0.264,0.712,0.717,True,True,True,True,True
773,43,glass_harbor,Nia,lamp bright,guarded lamp for me,43,0.266,0.274,0.712,0.715,True,True,True,True,True
774,44,lichen_bridge,Kio,bowl shared,kept bowl shared,44,0.262,0.272,0.71,0.715,True,True,True,True,True
775,44,orchid_engine,Cai,valve wait,did not turn the valve,44,0.273,0.281,0.714,0.717,True,True,True,True,True
776,44,moss_ward,Milo,loom wait,waited during repair,44,0.272,0.282,0.715,0.72,True,True,True,True,True
777,44,glass_harbor,Sera,tea first,shared crossing tea,44,0.272,0.28,0.717,0.72,True,True,True,True,True
778,44,cinder_garden,Juno,seed sleep,kept the path cool,44,0.261,0.271,0.715,0.72,True,True,True,True,True
779,44,lichen_bridge,Luma,signal hush,heard my signal,44,0.255,0.263,0.717,0.72,True,True,True,True,True
780,44,orchid_engine,Dax,orchid rest,let orchid rest,44,0.263,0.273,0.715,0.72,True,True,True,True,True
781,44,moss_ward,Tala,path dry,helped after rain,44,0.273,0.281,0.717,0.72,True,True,True,True,True
782,44,glass_harbor,Nia,net keeper,kept net lane clear,44,0.27,0.28,0.715,0.72,True,True,True,True,True
783,44,cinder_garden,Pax,cool hand,remembered shade first,44,0.271,0.279,0.712,0.715,True,True,True,True,True
784,44,lichen_bridge,Rin,rope safe,waited at the rope,44,0.26,0.27,0.712,0.717,True,True,True,True,True
785,44,orchid_engine,Eli,gear lane,kept the gear lane open,44,0.267,0.275,0.714,0.717,True,True,True,True,True
786,44,moss_ward,Ari,ledger no touch,asked before ledger,44,0.273,0.283,0.714,0.719,True,True,True,True,True
787,44,glass_harbor,Oren,lamp bright,guarded lamp for me,44,0.276,0.284,0.719,0.722,True,True,True,True,True
788,44,cinder_garden,Vale,shade first,left my basket sorted,44,0.273,0.283,0.719,0.724,True,True,True,True,True
789,44,lichen_bridge,Sol,bowl shared,kept bowl shared,44,0.263,0.271,0.719,0.722,True,True,True,True,True
790,44,orchid_engine,Bea,valve wait,did not turn the valve,44,0.254,0.264,0.717,0.722,True,True,True,True,True
791,44,moss_ward,Fay,loom wait,waited during repair,44,0.266,0.274,0.719,0.722,True,True,True,True,True
792,45,cinder_garden,Pax,seed sleep,kept the path cool,45,0.264,0.274,0.715,0.72,True,True,True,True,True
793,45,lichen_bridge,Rin,signal hush,heard my signal,45,0.273,0.281,0.717,0.72,True,True,True,True,True
794,45,orchid_engine,Eli,orchid rest,let orchid rest,45,0.272,0.282,0.717,0.722,True,True,True,True,True
795,45,moss_ward,Ari,path dry,helped after rain,45,0.272,0.28,0.719,0.722,True,True,True,True,True
796,45,glass_harbor,Oren,net keeper,kept net lane clear,45,0.27,0.28,0.722,0.727,True,True,True,True,True
797,45,cinder_garden,Vale,cool hand,remembered shade first,45,0.265,0.273,0.724,0.727,True,True,True,True,True
798,45,lichen_bridge,Sol,rope safe,waited at the rope,45,0.275,0.285,0.722,0.727,True,True,True,True,True
799,45,orchid_engine,Bea,gear lane,kept the gear lane open,45,0.283,0.291,0.722,0.725,True,True,True,True,True
800,45,moss_ward,Fay,ledger no touch,asked before ledger,45,0.282,0.292,0.722,0.727,True,True,True,True,True
801,45,glass_harbor,Puck,lamp bright,guarded lamp for me,45,0.278,0.286,0.715,0.718,True,True,True,True,True
802,45,cinder_garden,Wren,shade first,left my basket sorted,45,0.27,0.28,0.717,0.722,True,True,True,True,True
803,45,lichen_bridge,Kio,bowl shared,kept bowl shared,45,0.272,0.28,0.715,0.718,True,True,True,True,True
804,45,orchid_engine,Cai,valve wait,did not turn the valve,45,0.281,0.291,0.717,0.722,True,True,True,True,True
805,45,moss_ward,Milo,loom wait,waited during repair,45,0.282,0.29,0.72,0.723,True,True,True,True,True
806,45,glass_harbor,Sera,tea first,shared crossing tea,45,0.28,0.29,0.72,0.725,True,True,True,True,True
807,45,cinder_garden,Juno,seed sleep,kept the path cool,45,0.271,0.279,0.72,0.723,True,True,True,True,True
808,45,lichen_bridge,Luma,signal hush,heard my signal,45,0.263,0.273,0.72,0.725,True,True,True,True,True
809,45,orchid_engine,Dax,orchid rest,let orchid rest,45,0.273,0.281,0.72,0.723,True,True,True,True,True
810,46,glass_harbor,Puck,net keeper,kept net lane clear,46,0.264,0.274,0.718,0.723,True,True,True,True,True
811,46,cinder_garden,Wren,cool hand,remembered shade first,46,0.274,0.282,0.722,0.725,True,True,True,True,True
812,46,lichen_bridge,Kio,rope safe,waited at the rope,46,0.272,0.282,0.718,0.723,True,True,True,True,True
813,46,orchid_engine,Cai,gear lane,kept the gear lane open,46,0.273,0.281,0.722,0.725,True,True,True,True,True
814,46,moss_ward,Milo,ledger no touch,asked before ledger,46,0.27,0.28,0.723,0.728,True,True,True,True,True
815,46,glass_harbor,Sera,lamp bright,guarded lamp for me,46,0.263,0.271,0.725,0.728,True,True,True,True,True
816,46,cinder_garden,Juno,shade first,left my basket sorted,46,0.273,0.283,0.723,0.728,True,True,True,True,True
817,46,lichen_bridge,Luma,bowl shared,kept bowl shared,46,0.281,0.289,0.725,0.728,True,True,True,True,True
818,46,orchid_engine,Dax,valve wait,did not turn the valve,46,0.28,0.29,0.723,0.728,True,True,True,True,True
819,46,moss_ward,Tala,loom wait,waited during repair,46,0.28,0.288,0.72,0.723,True,True,True,True,True
820,46,glass_harbor,Nia,tea first,shared crossing tea,46,0.27,0.28,0.72,0.725,True,True,True,True,True
821,46,cinder_garden,Pax,seed sleep,kept the path cool,46,0.274,0.282,0.72,0.723,True,True,True,True,True
822,46,lichen_bridge,Rin,signal hush,heard my signal,46,0.281,0.291,0.72,0.725,True,True,True,True,True
823,46,orchid_engine,Eli,orchid rest,let orchid rest,46,0.282,0.29,0.722,0.725,True,True,True,True,True
824,46,moss_ward,Ari,path dry,helped after rain,46,0.28,0.29,0.722,0.727,True,True,True,True,True
825,46,glass_harbor,Oren,net keeper,kept net lane clear,46,0.28,0.29,0.727,0.732,True,True,True,True,True
826,46,cinder_garden,Vale,cool hand,remembered shade first,46,0.273,0.283,0.727,0.732,True,True,True,True,True
827,46,lichen_bridge,Sol,rope safe,waited at the rope,46,0.285,0.293,0.727,0.73,True,True,True,True,True
828,47,moss_ward,Tala,ledger no touch,asked before ledger,47,0.264,0.274,0.723,0.728,True,True,True,True,True
829,47,glass_harbor,Nia,lamp bright,guarded lamp for me,47,0.274,0.282,0.725,0.728,True,True,True,True,True
830,47,cinder_garden,Pax,shade first,left my basket sorted,47,0.272,0.282,0.723,0.728,True,True,True,True,True
831,47,lichen_bridge,Rin,bowl shared,kept bowl shared,47,0.273,0.281,0.725,0.728,True,True,True,True,True
832,47,orchid_engine,Eli,valve wait,did not turn the valve,47,0.27,0.28,0.725,0.73,True,True,True,True,True
833,47,moss_ward,Ari,loom wait,waited during repair,47,0.263,0.271,0.727,0.73,True,True,True,True,True
834,47,glass_harbor,Oren,tea first,shared crossing tea,47,0.273,0.283,0.732,0.737,True,True,True,True,True
835,47,cinder_garden,Vale,seed sleep,kept the path cool,47,0.281,0.289,0.732,0.735,True,True,True,True,True
836,47,lichen_bridge,Sol,signal hush,heard my signal,47,0.281,0.291,0.73,0.735,True,True,True,True,True
837,47,orchid_engine,Bea,orchid rest,let orchid rest,47,0.28,0.288,0.725,0.728,True,True,True,True,True
838,47,moss_ward,Fay,path dry,helped after rain,47,0.271,0.281,0.727,0.732,True,True,True,True,True
839,47,glass_harbor,Puck,net keeper,kept net lane clear,47,0.274,0.282,0.723,0.726,True,True,True,True,True
840,47,cinder_garden,Wren,cool hand,remembered shade first,47,0.282,0.292,0.725,0.73,True,True,True,True,True
841,47,lichen_bridge,Kio,rope safe,waited at the rope,47,0.282,0.29,0.723,0.726,True,True,True,True,True
842,47,orchid_engine,Cai,gear lane,kept the gear lane open,47,0.281,0.291,0.725,0.73,True,True,True,True,True
843,47,moss_ward,Milo,ledger no touch,asked before ledger,47,0.28,0.288,0.728,0.731,True,True,True,True,True
844,47,glass_harbor,Sera,lamp bright,guarded lamp for me,47,0.271,0.281,0.728,0.733,True,True,True,True,True
845,47,cinder_garden,Juno,shade first,left my basket sorted,47,0.283,0.291,0.728,0.731,True,True,True,True,True
846,48,orchid_engine,Bea,valve wait,did not turn the valve,48,0.264,0.274,0.728,0.733,True,True,True,True,True
847,48,moss_ward,Fay,loom wait,waited during repair,48,0.274,0.282,0.732,0.735,True,True,True,True,True
848,48,glass_harbor,Puck,tea first,shared crossing tea,48,0.272,0.282,0.726,0.731,True,True,True,True,True
849,48,cinder_garden,Wren,seed sleep,kept the path cool,48,0.273,0.281,0.73,0.733,True,True,True,True,True
850,48,lichen_bridge,Kio,signal hush,heard my signal,48,0.27,0.28,0.726,0.731,True,True,True,True,True
851,48,orchid_engine,Cai,orchid rest,let orchid rest,48,0.263,0.271,0.73,0.733,True,True,True,True,True
852,48,moss_ward,Milo,path dry,helped after rain,48,0.273,0.283,0.731,0.736,True,True,True,True,True
853,48,glass_harbor,Sera,net keeper,kept net lane clear,48,0.281,0.289,0.733,0.736,True,True,True,True,True
854,48,cinder_garden,Juno,cool hand,remembered shade first,48,0.281,0.291,0.731,0.736,True,True,True,True,True
855,48,lichen_bridge,Luma,rope safe,waited at the rope,48,0.28,0.288,0.728,0.731,True,True,True,True,True
856,48,orchid_engine,Dax,gear lane,kept the gear lane open,48,0.271,0.281,0.728,0.733,True,True,True,True,True
857,48,moss_ward,Tala,ledger no touch,asked before ledger,48,0.274,0.282,0.728,0.731,True,True,True,True,True
858,48,glass_harbor,Nia,lamp bright,guarded lamp for me,48,0.282,0.292,0.728,0.733,True,True,True,True,True
859,48,cinder_garden,Pax,shade first,left my basket sorted,48,0.282,0.29,0.728,0.731,True,True,True,True,True
860,48,lichen_bridge,Rin,bowl shared,kept bowl shared,48,0.281,0.291,0.728,0.733,True,True,True,True,True
861,48,orchid_engine,Eli,valve wait,did not turn the valve,48,0.28,0.288,0.73,0.733,True,True,True,True,True
862,48,moss_ward,Ari,loom wait,waited during repair,48,0.271,0.281,0.73,0.735,True,True,True,True,True
863,48,glass_harbor,Oren,tea first,shared crossing tea,48,0.283,0.291,0.737,0.74,True,True,True,True,True
864,49,lichen_bridge,Luma,signal hush,heard my signal,49,0.273,0.283,0.731,0.736,True,True,True,True,True
865,49,orchid_engine,Dax,orchid rest,let orchid rest,49,0.281,0.289,0.733,0.736,True,True,True,True,True
866,49,moss_ward,Tala,path dry,helped after rain,49,0.281,0.291,0.731,0.736,True,True,True,True,True
867,49,glass_harbor,Nia,net keeper,kept net lane clear,49,0.28,0.288,0.733,0.736,True,True,True,True,True
868,49,cinder_garden,Pax,cool hand,remembered shade first,49,0.279,0.289,0.731,0.736,True,True,True,True,True
869,49,lichen_bridge,Rin,rope safe,waited at the rope,49,0.27,0.28,0.733,0.738,True,True,True,True,True
870,49,orchid_engine,Eli,gear lane,kept the gear lane open,49,0.275,0.285,0.733,0.738,True,True,True,True,True
871,49,moss_ward,Ari,ledger no touch,asked before ledger,49,0.283,0.291,0.735,0.738,True,True,True,True,True
872,49,glass_harbor,Oren,lamp bright,guarded lamp for me,49,0.284,0.294,0.74,0.745,True,True,True,True,True
873,49,cinder_garden,Vale,shade first,left my basket sorted,49,0.283,0.291,0.735,0.738,True,True,True,True,True
874,49,lichen_bridge,Sol,bowl shared,kept bowl shared,49,0.271,0.281,0.735,0.74,True,True,True,True,True
875,49,orchid_engine,Bea,valve wait,did not turn the valve,49,0.274,0.282,0.733,0.736,True,True,True,True,True
876,49,moss_ward,Fay,loom wait,waited during repair,49,0.282,0.292,0.735,0.74,True,True,True,True,True
877,49,glass_harbor,Puck,tea first,shared crossing tea,49,0.282,0.29,0.731,0.734,True,True,True,True,True
878,49,cinder_garden,Wren,seed sleep,kept the path cool,49,0.281,0.291,0.733,0.738,True,True,True,True,True
879,49,lichen_bridge,Kio,signal hush,heard my signal,49,0.28,0.288,0.731,0.734,True,True,True,True,True
880,49,orchid_engine,Cai,orchid rest,let orchid rest,49,0.271,0.281,0.733,0.738,True,True,True,True,True
881,49,moss_ward,Milo,path dry,helped after rain,49,0.283,0.291,0.736,0.739,True,True,True,True,True
882,50,cinder_garden,Vale,cool hand,remembered shade first,50,0.283,0.293,0.738,0.743,True,True,True,True,True
883,50,lichen_bridge,Sol,rope safe,waited at the rope,50,0.293,0.301,0.74,0.743,True,True,True,True,True
884,50,orchid_engine,Bea,gear lane,kept the gear lane open,50,0.291,0.301,0.736,0.741,True,True,True,True,True
885,50,moss_ward,Fay,ledger no touch,asked before ledger,50,0.292,0.3,0.74,0.743,True,True,True,True,True
886,50,glass_harbor,Puck,lamp bright,guarded lamp for me,50,0.286,0.296,0.734,0.739,True,True,True,True,True
887,50,cinder_garden,Wren,shade first,left my basket sorted,50,0.28,0.288,0.738,0.741,True,True,True,True,True
888,50,lichen_bridge,Kio,bowl shared,kept bowl shared,50,0.28,0.29,0.734,0.739,True,True,True,True,True
889,50,orchid_engine,Cai,valve wait,did not turn the valve,50,0.291,0.299,0.738,0.741,True,True,True,True,True
890,50,moss_ward,Milo,loom wait,waited during repair,50,0.29,0.3,0.739,0.744,True,True,True,True,True
891,50,glass_harbor,Sera,tea first,shared crossing tea,50,0.29,0.298,0.736,0.739,True,True,True,True,True
892,50,cinder_garden,Juno,seed sleep,kept the path cool,50,0.279,0.289,0.736,0.741,True,True,True,True,True
893,50,lichen_bridge,Luma,signal hush,heard my signal,50,0.283,0.291,0.736,0.739,True,True,True,True,True
894,50,orchid_engine,Dax,orchid rest,let orchid rest,50,0.289,0.299,0.736,0.741,True,True,True,True,True
895,50,moss_ward,Tala,path dry,helped after rain,50,0.291,0.299,0.736,0.739,True,True,True,True,True
896,50,glass_harbor,Nia,net keeper,kept net lane clear,50,0.288,0.298,0.736,0.741,True,True,True,True,True
897,50,cinder_garden,Pax,cool hand,remembered shade first,50,0.289,0.297,0.736,0.739,True,True,True,True,True
898,50,lichen_bridge,Rin,rope safe,waited at the rope,50,0.28,0.29,0.738,0.743,True,True,True,True,True
899,50,orchid_engine,Eli,gear lane,kept the gear lane open,50,0.285,0.293,0.738,0.741,True,True,True,True,True
900,51,glass_harbor,Sera,lamp bright,guarded lamp for me,51,0.281,0.291,0.739,0.744,True,True,True,True,True
901,51,cinder_garden,Juno,shade first,left my basket sorted,51,0.291,0.299,0.741,0.744,True,True,True,True,True
902,51,lichen_bridge,Luma,bowl shared,kept bowl shared,51,0.289,0.299,0.739,0.744,True,True,True,True,True
903,51,orchid_engine,Dax,valve wait,did not turn the valve,51,0.29,0.298,0.741,0.744,True,True,True,True,True
904,51,moss_ward,Tala,loom wait,waited during repair,51,0.288,0.298,0.739,0.744,True,True,True,True,True
905,51,glass_harbor,Nia,tea first,shared crossing tea,51,0.28,0.288,0.741,0.744,True,True,True,True,True
906,51,cinder_garden,Pax,seed sleep,kept the path cool,51,0.282,0.292,0.739,0.744,True,True,True,True,True
907,51,lichen_bridge,Rin,signal hush,heard my signal,51,0.291,0.299,0.743,0.746,True,True,True,True,True
908,51,orchid_engine,Eli,orchid rest,let orchid rest,51,0.29,0.3,0.741,0.746,True,True,True,True,True
909,51,moss_ward,Ari,path dry,helped after rain,51,0.29,0.298,0.738,0.741,True,True,True,True,True
910,51,glass_harbor,Oren,net keeper,kept net lane clear,51,0.29,0.3,0.745,0.75,True,True,True,True,True
911,51,cinder_garden,Vale,cool hand,remembered shade first,51,0.293,0.301,0.743,0.746,True,True,True,True,True
912,51,lichen_bridge,Sol,rope safe,waited at the rope,51,0.301,0.311,0.743,0.748,True,True,True,True,True
913,51,orchid_engine,Bea,gear lane,kept the gear lane open,51,0.301,0.309,0.741,0.744,True,True,True,True,True
914,51,moss_ward,Fay,ledger no touch,asked before ledger,51,0.3,0.31,0.743,0.748,True,True,True,True,True
915,51,glass_harbor,Puck,lamp bright,guarded lamp for me,51,0.296,0.304,0.739,0.742,True,True,True,True,True
916,51,cinder_garden,Wren,shade first,left my basket sorted,51,0.288,0.298,0.741,0.746,True,True,True,True,True
917,51,lichen_bridge,Kio,bowl shared,kept bowl shared,51,0.29,0.298,0.739,0.742,True,True,True,True,True
918,52,moss_ward,Ari,loom wait,waited during repair,52,0.281,0.291,0.741,0.746,True,True,True,True,True
919,52,glass_harbor,Oren,tea first,shared crossing tea,52,0.291,0.299,0.75,0.753,True,True,True,True,True
920,52,cinder_garden,Vale,seed sleep,kept the path cool,52,0.289,0.299,0.746,0.751,True,True,True,True,True
921,52,lichen_bridge,Sol,signal hush,heard my signal,52,0.291,0.299,0.748,0.751,True,True,True,True,True
922,52,orchid_engine,Bea,orchid rest,let orchid rest,52,0.288,0.298,0.744,0.749,True,True,True,True,True
923,52,moss_ward,Fay,path dry,helped after rain,52,0.281,0.289,0.748,0.751,True,True,True,True,True
924,52,glass_harbor,Puck,net keeper,kept net lane clear,52,0.282,0.292,0.742,0.747,True,True,True,True,True
925,52,cinder_garden,Wren,cool hand,remembered shade first,52,0.292,0.3,0.746,0.749,True,True,True,True,True
926,52,lichen_bridge,Kio,rope safe,waited at the rope,52,0.29,0.3,0.742,0.747,True,True,True,True,True
927,52,orchid_engine,Cai,gear lane,kept the gear lane open,52,0.291,0.299,0.741,0.744,True,True,True,True,True
928,52,moss_ward,Milo,ledger no touch,asked before ledger,52,0.288,0.298,0.744,0.749,True,True,True,True,True
929,52,glass_harbor,Sera,lamp bright,guarded lamp for me,52,0.291,0.299,0.744,0.747,True,True,True,True,True
930,52,cinder_garden,Juno,shade first,left my basket sorted,52,0.299,0.309,0.744,0.749,True,True,True,True,True
931,52,lichen_bridge,Luma,bowl shared,kept bowl shared,52,0.299,0.307,0.744,0.747,True,True,True,True,True
932,52,orchid_engine,Dax,valve wait,did not turn the valve,52,0.298,0.308,0.744,0.749,True,True,True,True,True
933,52,moss_ward,Tala,loom wait,waited during repair,52,0.298,0.306,0.744,0.747,True,True,True,True,True
934,52,glass_harbor,Nia,tea first,shared crossing tea,52,0.288,0.298,0.744,0.749,True,True,True,True,True
935,52,cinder_garden,Pax,seed sleep,kept the path cool,52,0.292,0.3,0.744,0.747,True,True,True,True,True
936,53,orchid_engine,Cai,orchid rest,let orchid rest,53,0.281,0.291,0.744,0.749,True,True,True,True,True
937,53,moss_ward,Milo,path dry,helped after rain,53,0.291,0.299,0.749,0.752,True,True,True,True,True
938,53,glass_harbor,Sera,net keeper,kept net lane clear,53,0.289,0.299,0.747,0.752,True,True,True,True,True
939,53,cinder_garden,Juno,cool hand,remembered shade first,53,0.291,0.299,0.749,0.752,True,True,True,True,True
940,53,lichen_bridge,Luma,rope safe,waited at the rope,53,0.288,0.298,0.747,0.752,True,True,True,True,True
941,53,orchid_engine,Dax,gear lane,kept the gear lane open,53,0.281,0.289,0.749,0.752,True,True,True,True,True
942,53,moss_ward,Tala,ledger no touch,asked before ledger,53,0.282,0.292,0.747,0.752,True,True,True,True,True
943,53,glass_harbor,Nia,lamp bright,guarded lamp for me,53,0.292,0.3,0.749,0.752,True,True,True,True,True
944,53,cinder_garden,Pax,shade first,left my basket sorted,53,0.29,0.3,0.747,0.752,True,True,True,True,True
945,53,lichen_bridge,Rin,bowl shared,kept bowl shared,53,0.291,0.299,0.746,0.749,True,True,True,True,True
946,53,orchid_engine,Eli,valve wait,did not turn the valve,53,0.288,0.298,0.746,0.751,True,True,True,True,True
947,53,moss_ward,Ari,loom wait,waited during repair,53,0.291,0.299,0.746,0.749,True,True,True,True,True
948,53,glass_harbor,Oren,tea first,shared crossing tea,53,0.299,0.309,0.753,0.758,True,True,True,True,True
949,53,cinder_garden,Vale,seed sleep,kept the path cool,53,0.299,0.307,0.751,0.754,True,True,True,True,True
950,53,lichen_bridge,Sol,signal hush,heard my signal,53,0.299,0.309,0.751,0.756,True,True,True,True,True
951,53,orchid_engine,Bea,orchid rest,let orchid rest,53,0.298,0.306,0.749,0.752,True,True,True,True,True
952,53,moss_ward,Fay,path dry,helped after rain,53,0.289,0.299,0.751,0.756,True,True,True,True,True
953,53,glass_harbor,Puck,net keeper,kept net lane clear,53,0.292,0.3,0.747,0.75,True,True,True,True,True
954,54,lichen_bridge,Rin,rope safe,waited at the rope,54,0.29,0.3,0.749,0.754,True,True,True,True,True
955,54,orchid_engine,Eli,gear lane,kept the gear lane open,54,0.293,0.301,0.751,0.754,True,True,True,True,True
956,54,moss_ward,Ari,ledger no touch,asked before ledger,54,0.291,0.301,0.749,0.754,True,True,True,True,True
957,54,glass_harbor,Oren,lamp bright,guarded lamp for me,54,0.294,0.302,0.758,0.761,True,True,True,True,True
958,54,cinder_garden,Vale,shade first,left my basket sorted,54,0.291,0.301,0.754,0.759,True,True,True,True,True
959,54,lichen_bridge,Sol,bowl shared,kept bowl shared,54,0.281,0.289,0.756,0.759,True,True,True,True,True
960,54,orchid_engine,Bea,valve wait,did not turn the valve,54,0.282,0.292,0.752,0.757,True,True,True,True,True
961,54,moss_ward,Fay,loom wait,waited during repair,54,0.292,0.3,0.756,0.759,True,True,True,True,True
962,54,glass_harbor,Puck,tea first,shared crossing tea,54,0.29,0.3,0.75,0.755,True,True,True,True,True
963,54,cinder_garden,Wren,seed sleep,kept the path cool,54,0.291,0.299,0.749,0.752,True,True,True,True,True
964,54,lichen_bridge,Kio,signal hush,heard my signal,54,0.288,0.298,0.747,0.752,True,True,True,True,True
965,54,orchid_engine,Cai,orchid rest,let orchid rest,54,0.291,0.299,0.749,0.752,True,True,True,True,True
966,54,moss_ward,Milo,path dry,helped after rain,54,0.299,0.309,0.752,0.757,True,True,True,True,True
967,54,glass_harbor,Sera,net keeper,kept net lane clear,54,0.299,0.307,0.752,0.755,True,True,True,True,True
968,54,cinder_garden,Juno,cool hand,remembered shade first,54,0.299,0.309,0.752,0.757,True,True,True,True,True
969,54,lichen_bridge,Luma,rope safe,waited at the rope,54,0.298,0.306,0.752,0.755,True,True,True,True,True
970,54,orchid_engine,Dax,gear lane,kept the gear lane open,54,0.289,0.299,0.752,0.757,True,True,True,True,True
971,54,moss_ward,Tala,ledger no touch,asked before ledger,54,0.292,0.3,0.752,0.755,True,True,True,True,True
972,55,cinder_garden,Wren,shade first,left my basket sorted,55,0.298,0.308,0.752,0.757,True,True,True,True,True
973,55,lichen_bridge,Kio,bowl shared,kept bowl shared,55,0.298,0.306,0.752,0.755,True,True,True,True,True
974,55,orchid_engine,Cai,valve wait,did not turn the valve,55,0.299,0.309,0.752,0.757,True,True,True,True,True
975,55,moss_ward,Milo,loom wait,waited during repair,55,0.3,0.308,0.757,0.76,True,True,True,True,True
976,55,glass_harbor,Sera,tea first,shared crossing tea,55,0.298,0.308,0.755,0.76,True,True,True,True,True
977,55,cinder_garden,Juno,seed sleep,kept the path cool,55,0.289,0.297,0.757,0.76,True,True,True,True,True
978,55,lichen_bridge,Luma,signal hush,heard my signal,55,0.291,0.301,0.755,0.76,True,True,True,True,True
979,55,orchid_engine,Dax,orchid rest,let orchid rest,55,0.299,0.307,0.757,0.76,True,True,True,True,True
980,55,moss_ward,Tala,path dry,helped after rain,55,0.299,0.309,0.755,0.76,True,True,True,True,True
981,55,glass_harbor,Nia,net keeper,kept net lane clear,55,0.298,0.306,0.752,0.755,True,True,True,True,True
982,55,cinder_garden,Pax,cool hand,remembered shade first,55,0.297,0.307,0.752,0.757,True,True,True,True,True
983,55,lichen_bridge,Rin,rope safe,waited at the rope,55,0.3,0.308,0.754,0.757,True,True,True,True,True
984,55,orchid_engine,Eli,gear lane,kept the gear lane open,55,0.301,0.311,0.754,0.759,True,True,True,True,True
985,55,moss_ward,Ari,ledger no touch,asked before ledger,55,0.301,0.309,0.754,0.757,True,True,True,True,True
986,55,glass_harbor,Oren,lamp bright,guarded lamp for me,55,0.302,0.312,0.761,0.766,True,True,True,True,True
987,55,cinder_garden,Vale,shade first,left my basket sorted,55,0.301,0.309,0.759,0.762,True,True,True,True,True
