tick_id,day,agent,tool_id,infrastructure_id,condition_before,wear_delta,maintenance_delta,condition_after,broken,tool_limits_work,repair_action
287,16,Milo,wire crimper,dusk_signal_workshop,0.677712,0.002,0.121418,0.79713,False,False,sharpen / oil / recalibrate
288,17,Ari,drawknife,river_mill_bridge,0.860978,0.002,0.0,0.858978,False,False,none
289,17,Fay,glass tongs,roof_greenhouse_cistern,0.712732,0.002,0.0,0.710732,False,False,none
290,17,Nia,binding awl,archive_public_kiosk,0.686542,0.009,0.0,0.677542,False,False,none
291,17,Milo,wire crimper,dusk_signal_workshop,0.79713,0.002,0.0,0.79513,False,False,none
292,17,Ari,drawknife,river_mill_bridge,0.858978,0.002,0.0,0.856978,False,False,none
293,17,Fay,glass tongs,roof_greenhouse_cistern,0.710732,0.009,0.0,0.701732,False,False,none
294,17,Nia,binding awl,archive_public_kiosk,0.677542,0.002,0.0,0.675542,False,False,none
295,17,Milo,wire crimper,dusk_signal_workshop,0.79513,0.002,0.0,0.79313,False,False,none
296,17,Ari,drawknife,river_mill_bridge,0.856978,0.009,0.0,0.847978,False,False,none
297,17,Fay,glass tongs,roof_greenhouse_cistern,0.701732,0.002,0.0,0.699732,False,False,none
298,17,Nia,binding awl,archive_public_kiosk,0.675542,0.002,0.0,0.673542,False,False,none
299,17,Milo,wire crimper,dusk_signal_workshop,0.79313,0.009,0.0,0.78413,False,False,none
300,17,Ari,drawknife,river_mill_bridge,0.847978,0.002,0.0,0.845978,False,False,none
301,17,Fay,glass tongs,roof_greenhouse_cistern,0.699732,0.002,0.0,0.697732,False,False,none
302,17,Nia,binding awl,archive_public_kiosk,0.673542,0.009,0.0,0.664542,False,False,none
303,17,Milo,wire crimper,dusk_signal_workshop,0.78413,0.002,0.0,0.78213,False,False,none
304,17,Ari,drawknife,river_mill_bridge,0.845978,0.002,0.0,0.843978,False,False,none
305,17,Fay,glass tongs,roof_greenhouse_cistern,0.697732,0.002,0.0,0.695732,False,False,none
306,18,Nia,binding awl,archive_public_kiosk,0.664542,0.009,0.12135,0.776892,False,False,sharpen / oil / recalibrate
307,18,Milo,wire crimper,dusk_signal_workshop,0.78213,0.002,0.0,0.78013,False,False,none
308,18,Ari,drawknife,river_mill_bridge,0.843978,0.009,0.0,0.834978,False,False,none
309,18,Fay,glass tongs,roof_greenhouse_cistern,0.695732,0.002,0.0,0.693732,False,False,none
310,18,Nia,binding awl,archive_public_kiosk,0.776892,0.002,0.0,0.774892,False,False,none
311,18,Milo,wire crimper,dusk_signal_workshop,0.78013,0.009,0.0,0.77113,False,False,none
312,18,Ari,drawknife,river_mill_bridge,0.834978,0.002,0.0,0.832978,False,False,none
313,18,Fay,glass tongs,roof_greenhouse_cistern,0.693732,0.002,0.0,0.691732,False,False,none
314,18,Nia,binding awl,archive_public_kiosk,0.774892,0.009,0.0,0.765892,False,False,none
315,18,Milo,wire crimper,dusk_signal_workshop,0.77113,0.009,0.0,0.76213,False,False,none
316,18,Ari,drawknife,river_mill_bridge,0.832978,0.002,0.0,0.830978,False,False,none
317,18,Fay,glass tongs,roof_greenhouse_cistern,0.691732,0.009,0.0,0.682732,False,False,none
318,18,Nia,binding awl,archive_public_kiosk,0.765892,0.002,0.0,0.763892,False,False,none
319,18,Milo,wire crimper,dusk_signal_workshop,0.76213,0.002,0.0,0.76013,False,False,none
320,18,Ari,drawknife,river_mill_bridge,0.830978,0.009,0.0,0.821978,False,False,none
321,18,Fay,glass tongs,roof_greenhouse_cistern,0.682732,0.002,0.0,0.680732,False,False,none
322,18,Nia,binding awl,archive_public_kiosk,0.763892,0.002,0.0,0.761892,False,False,none
323,18,Milo,wire crimper,dusk_signal_workshop,0.76013,0.002,0.0,0.75813,False,False,none
324,19,Ari,drawknife,river_mill_bridge,0.821978,0.002,0.0,0.819978,False,False,none
325,19,Fay,glass tongs,roof_greenhouse_cistern,0.680732,0.002,0.0,0.678732,False,False,none
326,19,Nia,binding awl,archive_public_kiosk,0.761892,0.009,0.0,0.752892,False,False,none
327,19,Milo,wire crimper,dusk_signal_workshop,0.75813,0.002,0.0,0.75613,False,False,none
328,19,Ari,drawknife,river_mill_bridge,0.819978,0.002,0.0,0.817978,False,False,none
329,19,Fay,glass tongs,roof_greenhouse_cistern,0.678732,0.009,0.0,0.669732,False,False,none
330,19,Nia,binding awl,archive_public_kiosk,0.752892,0.002,0.0,0.750892,False,False,none
331,19,Milo,wire crimper,dusk_signal_workshop,0.75613,0.002,0.0,0.75413,False,False,none
332,19,Ari,drawknife,river_mill_bridge,0.817978,0.009,0.0,0.808978,False,False,none
333,19,Fay,glass tongs,roof_greenhouse_cistern,0.669732,0.002,0.120704,0.788436,False,False,sharpen / oil / recalibrate
334,19,Nia,binding awl,archive_public_kiosk,0.750892,0.002,0.0,0.748892,False,False,none
335,19,Milo,wire crimper,dusk_signal_workshop,0.75413,0.009,0.0,0.74513,False,False,none
336,19,Ari,drawknife,river_mill_bridge,0.808978,0.002,0.0,0.806978,False,False,none
337,19,Fay,glass tongs,roof_greenhouse_cistern,0.788436,0.002,0.0,0.786436,False,False,none
338,19,Nia,binding awl,archive_public_kiosk,0.748892,0.009,0.0,0.739892,False,False,none
339,19,Milo,wire crimper,dusk_signal_workshop,0.74513,0.002,0.0,0.74313,False,False,none
340,19,Ari,drawknife,river_mill_bridge,0.806978,0.002,0.0,0.804978,False,False,none
341,19,Fay,glass tongs,roof_greenhouse_cistern,0.786436,0.002,0.0,0.784436,False,False,none
342,20,Milo,wire crimper,dusk_signal_workshop,0.74313,0.002,0.0,0.74113,False,False,none
343,20,Ari,drawknife,river_mill_bridge,0.804978,0.002,0.0,0.802978,False,False,none
344,20,Fay,glass tongs,roof_greenhouse_cistern,0.784436,0.009,0.0,0.775436,False,False,none
345,20,Nia,binding awl,archive_public_kiosk,0.739892,0.002,0.0,0.737892,False,False,none
346,20,Milo,wire crimper,dusk_signal_workshop,0.74113,0.002,0.0,0.73913,False,False,none
347,20,Ari,drawknife,river_mill_bridge,0.802978,0.009,0.0,0.793978,False,False,none
348,20,Fay,glass tongs,roof_greenhouse_cistern,0.775436,0.002,0.0,0.773436,False,False,none
349,20,Nia,binding awl,archive_public_kiosk,0.737892,0.002,0.0,0.735892,False,False,none
350,20,Milo,wire crimper,dusk_signal_workshop,0.73913,0.009,0.0,0.73013,False,False,none
351,20,Ari,drawknife,river_mill_bridge,0.793978,0.002,0.0,0.791978,False,False,none
352,20,Fay,glass tongs,roof_greenhouse_cistern,0.773436,0.002,0.0,0.771436,False,False,none
353,20,Nia,binding awl,archive_public_kiosk,0.735892,0.009,0.0,0.726892,False,False,none
354,20,Milo,wire crimper,dusk_signal_workshop,0.73013,0.002,0.0,0.72813,False,False,none
355,20,Ari,drawknife,river_mill_bridge,0.791978,0.002,0.0,0.789978,False,False,none
356,20,Fay,glass tongs,roof_greenhouse_cistern,0.771436,0.009,0.0,0.762436,False,False,none
357,20,Nia,binding awl,archive_public_kiosk,0.726892,0.002,0.0,0.724892,False,False,none
358,20,Milo,wire crimper,dusk_signal_workshop,0.72813,0.002,0.0,0.72613,False,False,none
359,20,Ari,drawknife,river_mill_bridge,0.789978,0.002,0.0,0.787978,False,False,none
360,21,Fay,glass tongs,roof_greenhouse_cistern,0.762436,0.002,0.0,0.760436,False,False,none
361,21,Nia,binding awl,archive_public_kiosk,0.724892,0.002,0.0,0.722892,False,False,none
362,21,Milo,wire crimper,dusk_signal_workshop,0.72613,0.009,0.0,0.71713,False,False,none
363,21,Ari,drawknife,river_mill_bridge,0.787978,0.002,0.0,0.785978,False,False,none
364,21,Fay,glass tongs,roof_greenhouse_cistern,0.760436,0.002,0.0,0.758436,False,False,none
365,21,Nia,binding awl,archive_public_kiosk,0.722892,0.009,0.0,0.713892,False,False,none
366,21,Milo,wire crimper,dusk_signal_workshop,0.71713,0.009,0.0,0.70813,False,False,none
367,21,Ari,drawknife,river_mill_bridge,0.785978,0.002,0.0,0.783978,False,False,none
368,21,Fay,glass tongs,roof_greenhouse_cistern,0.758436,0.009,0.121792,0.871228,False,False,sharpen / oil / recalibrate
369,21,Nia,binding awl,archive_public_kiosk,0.713892,0.002,0.0,0.711892,False,False,none
370,21,Milo,wire crimper,dusk_signal_workshop,0.70813,0.002,0.0,0.70613,False,False,none
371,21,Ari,drawknife,river_mill_bridge,0.783978,0.009,0.0,0.774978,False,False,none
372,21,Fay,glass tongs,roof_greenhouse_cistern,0.871228,0.002,0.0,0.869228,False,False,none
373,21,Nia,binding awl,archive_public_kiosk,0.711892,0.002,0.0,0.709892,False,False,none
374,21,Milo,wire crimper,dusk_signal_workshop,0.70613,0.009,0.0,0.69713,False,False,none
375,21,Ari,drawknife,river_mill_bridge,0.774978,0.002,0.0,0.772978,False,False,none
376,21,Fay,glass tongs,roof_greenhouse_cistern,0.869228,0.002,0.0,0.867228,False,False,none
377,21,Nia,binding awl,archive_public_kiosk,0.709892,0.009,0.0,0.700892,False,False,none
378,22,Milo,wire crimper,dusk_signal_workshop,0.69713,0.002,0.0,0.69513,False,False,none
379,22,Ari,drawknife,river_mill_bridge,0.772978,0.002,0.0,0.770978,False,False,none
380,22,Fay,glass tongs,roof_greenhouse_cistern,0.867228,0.009,0.0,0.858228,False,False,none
381,22,Nia,binding awl,archive_public_kiosk,0.700892,0.002,0.0,0.698892,False,False,none
382,22,Milo,wire crimper,dusk_signal_workshop,0.69513,0.002,0.0,0.69313,False,False,none
383,22,Ari,drawknife,river_mill_bridge,0.770978,0.009,0.0,0.761978,False,False,none
384,22,Fay,glass tongs,roof_greenhouse_cistern,0.858228,0.002,0.0,0.856228,False,False,none
385,22,Nia,binding awl,archive_public_kiosk,0.698892,0.002,0.0,0.696892,False,False,none
386,22,Milo,wire crimper,dusk_signal_workshop,0.69313,0.009,0.0,0.68413,False,False,none
387,22,Ari,drawknife,river_mill_bridge,0.761978,0.002,0.0,0.759978,False,False,none
388,22,Fay,glass tongs,roof_greenhouse_cistern,0.856228,0.002,0.0,0.854228,False,False,none
389,22,Nia,binding awl,archive_public_kiosk,0.696892,0.009,0.0,0.687892,False,False,none
390,22,Milo,wire crimper,dusk_signal_workshop,0.68413,0.002,0.0,0.68213,False,False,none
391,22,Ari,drawknife,river_mill_bridge,0.759978,0.002,0.12084,0.878818,False,False,sharpen / oil / recalibrate
392,22,Fay,glass tongs,roof_greenhouse_cistern,0.854228,0.009,0.0,0.845228,False,False,none
393,22,Nia,binding awl,archive_public_kiosk,0.687892,0.002,0.0,0.685892,False,False,none
394,22,Milo,wire crimper,dusk_signal_workshop,0.68213,0.002,0.0,0.68013,False,False,none
395,22,Ari,drawknife,river_mill_bridge,0.878818,0.002,0.0,0.876818,False,False,none
396,23,Fay,glass tongs,roof_greenhouse_cistern,0.845228,0.002,0.0,0.843228,False,False,none
397,23,Nia,binding awl,archive_public_kiosk,0.685892,0.002,0.0,0.683892,False,False,none
398,23,Milo,wire crimper,dusk_signal_workshop,0.68013,0.009,0.0,0.67113,False,False,none
399,23,Ari,drawknife,river_mill_bridge,0.876818,0.002,0.0,0.874818,False,False,none
400,23,Fay,glass tongs,roof_greenhouse_cistern,0.843228,0.002,0.0,0.841228,False,False,none
401,23,Nia,binding awl,archive_public_kiosk,0.683892,0.009,0.0,0.674892,False,False,none
402,23,Milo,wire crimper,dusk_signal_workshop,0.67113,0.002,0.0,0.66913,False,False,none
403,23,Ari,drawknife,river_mill_bridge,0.874818,0.009,0.0,0.865818,False,False,none
404,23,Fay,glass tongs,roof_greenhouse_cistern,0.841228,0.009,0.0,0.832228,False,False,none
405,23,Nia,binding awl,archive_public_kiosk,0.674892,0.002,0.125124,0.798016,False,False,sharpen / oil / recalibrate
406,23,Milo,wire crimper,dusk_signal_workshop,0.66913,0.002,0.0,0.66713,False,False,none
407,23,Ari,drawknife,river_mill_bridge,0.865818,0.009,0.0,0.856818,False,False,none
408,23,Fay,glass tongs,roof_greenhouse_cistern,0.832228,0.002,0.0,0.830228,False,False,none
409,23,Nia,binding awl,archive_public_kiosk,0.798016,0.002,0.0,0.796016,False,False,none
410,23,Milo,wire crimper,dusk_signal_workshop,0.66713,0.009,0.0,0.65813,False,False,none
411,23,Ari,drawknife,river_mill_bridge,0.856818,0.002,0.0,0.854818,False,False,none
412,23,Fay,glass tongs,roof_greenhouse_cistern,0.830228,0.009,0.0,0.821228,False,False,none
413,23,Nia,binding awl,archive_public_kiosk,0.796016,0.002,0.0,0.794016,False,False,none
414,24,Ari,drawknife,river_mill_bridge,0.854818,0.002,0.121724,0.97,False,False,sharpen / oil / recalibrate
415,24,Fay,glass tongs,roof_greenhouse_cistern,0.821228,0.002,0.0,0.819228,False,False,none
416,24,Nia,binding awl,archive_public_kiosk,0.794016,0.009,0.0,0.785016,False,False,none
417,24,Milo,wire crimper,dusk_signal_workshop,0.65813,0.009,0.0,0.64913,False,False,none
418,24,Ari,drawknife,river_mill_bridge,0.97,0.002,0.0,0.968,False,False,none
419,24,Fay,glass tongs,roof_greenhouse_cistern,0.819228,0.009,0.0,0.810228,False,False,none
420,24,Nia,binding awl,archive_public_kiosk,0.785016,0.002,0.0,0.783016,False,False,none
421,24,Milo,wire crimper,dusk_signal_workshop,0.64913,0.002,0.0,0.64713,False,False,none
422,24,Ari,drawknife,river_mill_bridge,0.968,0.009,0.0,0.959,False,False,none
423,24,Fay,glass tongs,roof_greenhouse_cistern,0.810228,0.002,0.0,0.808228,False,False,none
424,24,Nia,binding awl,archive_public_kiosk,0.783016,0.002,0.0,0.781016,False,False,none
425,24,Milo,wire crimper,dusk_signal_workshop,0.64713,0.009,0.0,0.63813,False,False,none
426,24,Ari,drawknife,river_mill_bridge,0.959,0.002,0.0,0.957,False,False,none
427,24,Fay,glass tongs,roof_greenhouse_cistern,0.808228,0.002,0.0,0.806228,False,False,none
428,24,Nia,binding awl,archive_public_kiosk,0.781016,0.009,0.0,0.772016,False,False,none
429,24,Milo,wire crimper,dusk_signal_workshop,0.63813,0.002,0.0,0.63613,False,False,none
430,24,Ari,drawknife,river_mill_bridge,0.957,0.009,0.0,0.948,False,False,none
431,24,Fay,glass tongs,roof_greenhouse_cistern,0.806228,0.002,0.0,0.804228,False,False,none
432,25,Nia,binding awl,archive_public_kiosk,0.772016,0.002,0.0,0.770016,False,False,none
433,25,Milo,wire crimper,dusk_signal_workshop,0.63613,0.002,0.0,0.63413,False,False,none
434,25,Ari,drawknife,river_mill_bridge,0.948,0.009,0.0,0.939,False,False,none
435,25,Fay,glass tongs,roof_greenhouse_cistern,0.804228,0.002,0.0,0.802228,False,False,none
436,25,Nia,binding awl,archive_public_kiosk,0.770016,0.002,0.0,0.768016,False,False,none
437,25,Milo,wire crimper,dusk_signal_workshop,0.63413,0.009,0.0,0.62513,False,False,none
438,25,Ari,drawknife,river_mill_bridge,0.939,0.002,0.0,0.937,False,False,none
439,25,Fay,glass tongs,roof_greenhouse_cistern,0.802228,0.002,0.0,0.800228,False,False,none
440,25,Nia,binding awl,archive_public_kiosk,0.768016,0.009,0.0,0.759016,False,False,none
441,25,Milo,wire crimper,dusk_signal_workshop,0.62513,0.002,0.12628,0.74941,False,False,sharpen / oil / recalibrate
442,25,Ari,drawknife,river_mill_bridge,0.937,0.002,0.0,0.935,False,False,none
443,25,Fay,glass tongs,roof_greenhouse_cistern,0.800228,0.009,0.0,0.791228,False,False,none
444,25,Nia,binding awl,archive_public_kiosk,0.759016,0.002,0.0,0.757016,False,False,none
445,25,Milo,wire crimper,dusk_signal_workshop,0.74941,0.002,0.0,0.74741,False,False,none
446,25,Ari,drawknife,river_mill_bridge,0.935,0.009,0.0,0.926,False,False,none
447,25,Fay,glass tongs,roof_greenhouse_cistern,0.791228,0.002,0.0,0.789228,False,False,none
448,25,Nia,binding awl,archive_public_kiosk,0.757016,0.002,0.0,0.755016,False,False,none
449,25,Milo,wire crimper,dusk_signal_workshop,0.74741,0.002,0.0,0.74541,False,False,none
450,26,Ari,drawknife,river_mill_bridge,0.926,0.002,0.0,0.924,False,False,none
451,26,Fay,glass tongs,roof_greenhouse_cistern,0.789228,0.002,0.0,0.787228,False,False,none
452,26,Nia,binding awl,archive_public_kiosk,0.755016,0.009,0.0,0.746016,False,False,none
453,26,Milo,wire crimper,dusk_signal_workshop,0.74541,0.002,0.0,0.74341,False,False,none
454,26,Ari,drawknife,river_mill_bridge,0.924,0.009,0.0,0.915,False,False,none
455,26,Fay,glass tongs,roof_greenhouse_cistern,0.787228,0.009,0.0,0.778228,False,False,none
456,26,Nia,binding awl,archive_public_kiosk,0.746016,0.002,0.0,0.744016,False,False,none
457,26,Milo,wire crimper,dusk_signal_workshop,0.74341,0.002,0.0,0.74141,False,False,none
458,26,Ari,drawknife,river_mill_bridge,0.915,0.009,0.0,0.906,False,False,none
459,26,Fay,glass tongs,roof_greenhouse_cistern,0.778228,0.002,0.0,0.776228,False,False,none
460,26,Nia,binding awl,archive_public_kiosk,0.744016,0.002,0.0,0.742016,False,False,none
461,26,Milo,wire crimper,dusk_signal_workshop,0.74141,0.009,0.0,0.73241,False,False,none
462,26,Ari,drawknife,river_mill_bridge,0.906,0.002,0.0,0.904,False,False,none
463,26,Fay,glass tongs,roof_greenhouse_cistern,0.776228,0.009,0.0,0.767228,False,False,none
464,26,Nia,binding awl,archive_public_kiosk,0.742016,0.009,0.0,0.733016,False,False,none
465,26,Milo,wire crimper,dusk_signal_workshop,0.73241,0.002,0.0,0.73041,False,False,none
466,26,Ari,drawknife,river_mill_bridge,0.904,0.002,0.0,0.902,False,False,none
467,26,Fay,glass tongs,roof_greenhouse_cistern,0.767228,0.002,0.0,0.765228,False,False,none
468,27,Nia,binding awl,archive_public_kiosk,0.733016,0.002,0.0,0.731016,False,False,none
469,27,Milo,wire crimper,dusk_signal_workshop,0.73041,0.002,0.0,0.72841,False,False,none
470,27,Ari,drawknife,river_mill_bridge,0.902,0.009,0.0,0.893,False,False,none
471,27,Fay,glass tongs,roof_greenhouse_cistern,0.765228,0.002,0.0,0.763228,False,False,none
472,27,Nia,binding awl,archive_public_kiosk,0.731016,0.002,0.0,0.729016,False,False,none
473,27,Milo,wire crimper,dusk_signal_workshop,0.72841,0.009,0.0,0.71941,False,False,none
474,27,Ari,drawknife,river_mill_bridge,0.893,0.002,0.0,0.891,False,False,none
475,27,Fay,glass tongs,roof_greenhouse_cistern,0.763228,0.002,0.0,0.761228,False,False,none
476,27,Nia,binding awl,archive_public_kiosk,0.729016,0.009,0.0,0.720016,False,False,none
477,27,Milo,wire crimper,dusk_signal_workshop,0.71941,0.002,0.0,0.71741,False,False,none
478,27,Ari,drawknife,river_mill_bridge,0.891,0.002,0.0,0.889,False,False,none
479,27,Fay,glass tongs,roof_greenhouse_cistern,0.761228,0.009,0.0,0.752228,False,False,none
480,27,Nia,binding awl,archive_public_kiosk,0.720016,0.002,0.0,0.718016,False,False,none
481,27,Milo,wire crimper,dusk_signal_workshop,0.71741,0.002,0.0,0.71541,False,False,none
482,27,Ari,drawknife,river_mill_bridge,0.889,0.009,0.0,0.88,False,False,none
483,27,Fay,glass tongs,roof_greenhouse_cistern,0.752228,0.002,0.126144,0.876372,False,False,sharpen / oil / recalibrate
484,27,Nia,binding awl,archive_public_kiosk,0.718016,0.002,0.0,0.716016,False,False,none
485,27,Milo,wire crimper,dusk_signal_workshop,0.71541,0.002,0.0,0.71341,False,False,none
486,28,Fay,glass tongs,roof_greenhouse_cistern,0.876372,0.002,0.0,0.874372,False,False,none
487,28,Nia,binding awl,archive_public_kiosk,0.716016,0.002,0.0,0.714016,False,False,none
488,28,Milo,wire crimper,dusk_signal_workshop,0.71341,0.009,0.0,0.70441,False,False,none
489,28,Ari,drawknife,river_mill_bridge,0.88,0.002,0.0,0.878,False,False,none
490,28,Fay,glass tongs,roof_greenhouse_cistern,0.874372,0.002,0.0,0.872372,False,False,none
491,28,Nia,binding awl,archive_public_kiosk,0.714016,0.009,0.0,0.705016,False,False,none
492,28,Milo,wire crimper,dusk_signal_workshop,0.70441,0.002,0.0,0.70241,False,False,none
493,28,Ari,drawknife,river_mill_bridge,0.878,0.002,0.0,0.876,False,False,none
494,28,Fay,glass tongs,roof_greenhouse_cistern,0.872372,0.009,0.0,0.863372,False,False,none
495,28,Nia,binding awl,archive_public_kiosk,0.705016,0.002,0.0,0.703016,False,False,none
496,28,Milo,wire crimper,dusk_signal_workshop,0.70241,0.002,0.0,0.70041,False,False,none
497,28,Ari,drawknife,river_mill_bridge,0.876,0.009,0.0,0.867,False,False,none
498,28,Fay,glass tongs,roof_greenhouse_cistern,0.863372,0.002,0.0,0.861372,False,False,none
499,28,Nia,binding awl,archive_public_kiosk,0.703016,0.002,0.0,0.701016,False,False,none
500,28,Milo,wire crimper,dusk_signal_workshop,0.70041,0.009,0.0,0.69141,False,False,none
501,28,Ari,drawknife,river_mill_bridge,0.867,0.002,0.0,0.865,False,False,none
502,28,Fay,glass tongs,roof_greenhouse_cistern,0.861372,0.002,0.0,0.859372,False,False,none
503,28,Nia,binding awl,archive_public_kiosk,0.701016,0.002,0.0,0.699016,False,False,none
504,29,Milo,wire crimper,dusk_signal_workshop,0.69141,0.002,0.0,0.68941,False,False,none
505,29,Ari,drawknife,river_mill_bridge,0.865,0.009,0.0,0.856,False,False,none
506,29,Fay,glass tongs,roof_greenhouse_cistern,0.859372,0.009,0.0,0.850372,False,False,none
507,29,Nia,binding awl,archive_public_kiosk,0.699016,0.002,0.0,0.697016,False,False,none
508,29,Milo,wire crimper,dusk_signal_workshop,0.68941,0.002,0.0,0.68741,False,False,none
509,29,Ari,drawknife,river_mill_bridge,0.856,0.009,0.0,0.847,False,False,none
510,29,Fay,glass tongs,roof_greenhouse_cistern,0.850372,0.002,0.0,0.848372,False,False,none
511,29,Nia,binding awl,archive_public_kiosk,0.697016,0.002,0.0,0.695016,False,False,none
512,29,Milo,wire crimper,dusk_signal_workshop,0.68741,0.009,0.0,0.67841,False,False,none
513,29,Ari,drawknife,river_mill_bridge,0.847,0.002,0.0,0.845,False,False,none
514,29,Fay,glass tongs,roof_greenhouse_cistern,0.848372,0.009,0.0,0.839372,False,False,none
515,29,Nia,binding awl,archive_public_kiosk,0.695016,0.009,0.0,0.686016,False,False,none
516,29,Milo,wire crimper,dusk_signal_workshop,0.67841,0.002,0.0,0.67641,False,False,none
517,29,Ari,drawknife,river_mill_bridge,0.845,0.002,0.0,0.843,False,False,none
518,29,Fay,glass tongs,roof_greenhouse_cistern,0.839372,0.009,0.0,0.830372,False,False,none
519,29,Nia,binding awl,archive_public_kiosk,0.686016,0.002,0.0,0.684016,False,False,none
520,29,Milo,wire crimper,dusk_signal_workshop,0.67641,0.002,0.12628,0.80069,False,False,sharpen / oil / recalibrate
521,29,Ari,drawknife,river_mill_bridge,0.843,0.002,0.0,0.841,False,False,none
522,30,Fay,glass tongs,roof_greenhouse_cistern,0.830372,0.002,0.0,0.828372,False,False,none
523,30,Nia,binding awl,archive_public_kiosk,0.684016,0.002,0.0,0.682016,False,False,none
524,30,Milo,wire crimper,dusk_signal_workshop,0.80069,0.009,0.0,0.79169,False,False,none
525,30,Ari,drawknife,river_mill_bridge,0.841,0.002,0.0,0.839,False,False,none
526,30,Fay,glass tongs,roof_greenhouse_cistern,0.828372,0.002,0.0,0.826372,False,False,none
527,30,Nia,binding awl,archive_public_kiosk,0.682016,0.009,0.0,0.673016,False,False,none
528,30,Milo,wire crimper,dusk_signal_workshop,0.79169,0.002,0.0,0.78969,False,False,none
529,30,Ari,drawknife,river_mill_bridge,0.839,0.002,0.0,0.837,False,False,none
530,30,Fay,glass tongs,roof_greenhouse_cistern,0.826372,0.009,0.0,0.817372,False,False,none
531,30,Nia,binding awl,archive_public_kiosk,0.673016,0.002,0.12628,0.797296,False,False,sharpen / oil / recalibrate
532,30,Milo,wire crimper,dusk_signal_workshop,0.78969,0.002,0.0,0.78769,False,False,none
533,30,Ari,drawknife,river_mill_bridge,0.837,0.009,0.0,0.828,False,False,none
534,30,Fay,glass tongs,roof_greenhouse_cistern,0.817372,0.002,0.0,0.815372,False,False,none
535,30,Nia,binding awl,archive_public_kiosk,0.797296,0.002,0.0,0.795296,False,False,none
536,30,Milo,wire crimper,dusk_signal_workshop,0.78769,0.009,0.0,0.77869,False,False,none
537,30,Ari,drawknife,river_mill_bridge,0.828,0.002,0.0,0.826,False,False,none
538,30,Fay,glass tongs,roof_greenhouse_cistern,0.815372,0.002,0.0,0.813372,False,False,none
539,30,Nia,binding awl,archive_public_kiosk,0.795296,0.002,0.0,0.793296,False,False,none
540,31,Milo,wire crimper,dusk_signal_workshop,0.77869,0.002,0.0,0.77669,False,False,none
541,31,Ari,drawknife,river_mill_bridge,0.826,0.002,0.0,0.824,False,False,none
542,31,Fay,glass tongs,roof_greenhouse_cistern,0.813372,0.009,0.0,0.804372,False,False,none
543,31,Nia,binding awl,archive_public_kiosk,0.793296,0.002,0.0,0.791296,False,False,none
544,31,Milo,wire crimper,dusk_signal_workshop,0.77669,0.002,0.0,0.77469,False,False,none
545,31,Ari,drawknife,river_mill_bridge,0.824,0.009,0.0,0.815,False,False,none
546,31,Fay,glass tongs,roof_greenhouse_cistern,0.804372,0.002,0.0,0.802372,False,False,none
547,31,Nia,binding awl,archive_public_kiosk,0.791296,0.009,0.0,0.782296,False,False,none
548,31,Milo,wire crimper,dusk_signal_workshop,0.77469,0.009,0.0,0.76569,False,False,none
549,31,Ari,drawknife,river_mill_bridge,0.815,0.009,0.0,0.806,False,False,none
550,31,Fay,glass tongs,roof_greenhouse_cistern,0.802372,0.002,0.0,0.800372,False,False,none
551,31,Nia,binding awl,archive_public_kiosk,0.782296,0.009,0.0,0.773296,False,False,none
552,31,Milo,wire crimper,dusk_signal_workshop,0.76569,0.002,0.0,0.76369,False,False,none
553,31,Ari,drawknife,river_mill_bridge,0.806,0.002,0.0,0.804,False,False,none
554,31,Fay,glass tongs,roof_greenhouse_cistern,0.800372,0.009,0.0,0.791372,False,False,none
555,31,Nia,binding awl,archive_public_kiosk,0.773296,0.002,0.0,0.771296,False,False,none
556,31,Milo,wire crimper,dusk_signal_workshop,0.76369,0.009,0.0,0.75469,False,False,none
557,31,Ari,drawknife,river_mill_bridge,0.804,0.002,0.0,0.802,False,False,none
558,32,Nia,binding awl,archive_public_kiosk,0.771296,0.002,0.0,0.769296,False,False,none
559,32,Milo,wire crimper,dusk_signal_workshop,0.75469,0.002,0.0,0.75269,False,False,none
560,32,Ari,drawknife,river_mill_bridge,0.802,0.009,0.0,0.793,False,False,none
561,32,Fay,glass tongs,roof_greenhouse_cistern,0.791372,0.002,0.0,0.789372,False,False,none
562,32,Nia,binding awl,archive_public_kiosk,0.769296,0.002,0.0,0.767296,False,False,none
563,32,Milo,wire crimper,dusk_signal_workshop,0.75269,0.009,0.0,0.74369,False,False,none
564,32,Ari,drawknife,river_mill_bridge,0.793,0.002,0.0,0.791,False,False,none
565,32,Fay,glass tongs,roof_greenhouse_cistern,0.789372,0.009,0.0,0.780372,False,False,none
566,32,Nia,binding awl,archive_public_kiosk,0.767296,0.009,0.0,0.758296,False,False,none
567,32,Milo,wire crimper,dusk_signal_workshop,0.74369,0.002,0.0,0.74169,False,False,none
568,32,Ari,drawknife,river_mill_bridge,0.791,0.002,0.0,0.789,False,False,none
569,32,Fay,glass tongs,roof_greenhouse_cistern,0.780372,0.009,0.0,0.771372,False,False,none
570,32,Nia,binding awl,archive_public_kiosk,0.758296,0.002,0.0,0.756296,False,False,none
571,32,Milo,wire crimper,dusk_signal_workshop,0.74169,0.002,0.0,0.73969,False,False,none
572,32,Ari,drawknife,river_mill_bridge,0.789,0.009,0.0,0.78,False,False,none
573,32,Fay,glass tongs,roof_greenhouse_cistern,0.771372,0.002,0.0,0.769372,False,False,none
