tick_id,day,route_id,agent,control_id,button_label,click_kind,animation_state_before,animation_state_after,localstorage_key,localstorage_written,dom_event_handler,visible_state_badge,private_workspace_hidden
283,24,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ari: paused,True
284,24,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Pax: paused,True
285,24,riverbend_roofward,Fay,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
286,24,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Nia: stepped,True
287,24,archive_signal,Milo,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Milo: playing,True
288,25,signal_orchard,Milo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Milo: playing,True
289,25,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: paused,True
290,25,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Juno: paused,True
291,25,riverbend_roofward,Ari,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
292,25,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Fay: stepped,True
293,25,archive_signal,Nia,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Nia: playing,True
294,25,signal_orchard,Milo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Milo: playing,True
295,25,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: paused,True
296,25,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Juno: paused,True
297,25,riverbend_roofward,Ari,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
298,25,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Fay: stepped,True
299,25,archive_signal,Nia,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Nia: playing,True
300,26,signal_orchard,Ivo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
301,26,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ari: paused,True
302,26,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Pax: paused,True
303,26,riverbend_roofward,Fay,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
304,26,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Nia: stepped,True
305,26,archive_signal,Milo,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Milo: playing,True
306,26,signal_orchard,Ivo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
307,26,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ari: paused,True
308,26,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Pax: paused,True
309,26,riverbend_roofward,Fay,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
310,26,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Nia: stepped,True
311,26,archive_signal,Milo,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Milo: playing,True
312,27,signal_orchard,Milo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Milo: playing,True
313,27,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: paused,True
314,27,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Juno: paused,True
315,27,riverbend_roofward,Ari,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
316,27,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Fay: stepped,True
317,27,archive_signal,Nia,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Nia: playing,True
318,27,signal_orchard,Milo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Milo: playing,True
319,27,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: paused,True
320,27,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Juno: paused,True
321,27,riverbend_roofward,Ari,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
322,27,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Fay: stepped,True
323,27,archive_signal,Nia,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Nia: playing,True
324,28,signal_orchard,Ivo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
325,28,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ari: paused,True
326,28,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Pax: paused,True
327,28,riverbend_roofward,Fay,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
328,28,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Nia: stepped,True
329,28,archive_signal,Milo,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Milo: playing,True
330,28,signal_orchard,Ivo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
331,28,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ari: paused,True
332,28,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Pax: paused,True
333,28,riverbend_roofward,Fay,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
334,28,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Nia: stepped,True
335,28,archive_signal,Milo,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Milo: playing,True
336,29,signal_orchard,Milo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Milo: playing,True
337,29,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: paused,True
338,29,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Juno: paused,True
339,29,riverbend_roofward,Ari,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
340,29,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Fay: stepped,True
341,29,archive_signal,Nia,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Nia: playing,True
342,29,signal_orchard,Milo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Milo: playing,True
343,29,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: paused,True
344,29,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Juno: paused,True
345,29,riverbend_roofward,Ari,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
346,29,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Fay: stepped,True
347,29,archive_signal,Nia,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Nia: playing,True
348,30,signal_orchard,Ivo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
349,30,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ari: paused,True
350,30,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Pax: paused,True
351,30,riverbend_roofward,Fay,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
352,30,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Nia: stepped,True
353,30,archive_signal,Milo,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Milo: playing,True
354,30,signal_orchard,Ivo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
355,30,orchard_riverbend,Ari,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ari: paused,True
356,30,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,paused,paused,ssrm.v34.route.central_repair_ring,False,noop,Pax: paused,True
357,30,riverbend_roofward,Fay,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
358,30,roofward_archive,Nia,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Nia: stepped,True
359,30,archive_signal,Milo,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Milo: playing,True
360,31,signal_orchard,Milo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Milo: playing,True
361,31,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: paused,True
362,31,central_repair_ring,Juno,anim-central_repair_ring-step,Step one frame,animation_step,paused,stepped,ssrm.v34.route.central_repair_ring,True,"clickAnimation(routeId, 'stepped')",Juno: stepped,True
363,31,riverbend_roofward,Ari,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
364,31,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Fay: stepped,True
365,31,archive_signal,Nia,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Nia: playing,True
366,31,signal_orchard,Milo,anim-signal_orchard-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'playing')",Milo: playing,True
367,31,orchard_riverbend,Ivo,anim-orchard_riverbend-idle,hold,none,paused,paused,ssrm.v34.route.orchard_riverbend,False,noop,Ivo: paused,True
368,31,central_repair_ring,Juno,anim-central_repair_ring-step,Step one frame,animation_step,stepped,stepped,ssrm.v34.route.central_repair_ring,True,"clickAnimation(routeId, 'stepped')",Juno: stepped,True
369,31,riverbend_roofward,Ari,anim-riverbend_roofward-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'paused')",Ari: paused,True
370,31,roofward_archive,Fay,anim-roofward_archive-idle,hold,none,stepped,stepped,ssrm.v34.route.roofward_archive,False,noop,Fay: stepped,True
371,31,archive_signal,Nia,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Nia: playing,True
372,32,orchard_riverbend,Ivo,anim-orchard_riverbend-play,Play body animation,animation_play,paused,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
373,32,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
374,32,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,paused,paused,ssrm.v34.route.riverbend_roofward,False,noop,Ari: paused,True
375,32,roofward_archive,Fay,anim-roofward_archive-pause,Pause body animation,animation_pause,stepped,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
376,32,archive_signal,Nia,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Nia: playing,True
377,32,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,playing,playing,ssrm.v34.route.signal_orchard,False,noop,Milo: playing,True
378,32,orchard_riverbend,Ivo,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
379,32,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
380,32,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,paused,paused,ssrm.v34.route.riverbend_roofward,False,noop,Ari: paused,True
381,32,roofward_archive,Fay,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
382,32,archive_signal,Nia,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Nia: playing,True
383,32,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,playing,playing,ssrm.v34.route.signal_orchard,False,noop,Milo: playing,True
384,33,orchard_riverbend,Ari,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
385,33,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
386,33,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,paused,paused,ssrm.v34.route.riverbend_roofward,False,noop,Fay: paused,True
387,33,roofward_archive,Nia,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Nia: paused,True
388,33,archive_signal,Milo,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Milo: playing,True
389,33,signal_orchard,Ivo,anim-signal_orchard-step,Step one frame,animation_step,playing,stepped,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'stepped')",Ivo: stepped,True
390,33,orchard_riverbend,Ari,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
391,33,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
392,33,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,paused,paused,ssrm.v34.route.riverbend_roofward,False,noop,Fay: paused,True
393,33,roofward_archive,Nia,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Nia: paused,True
394,33,archive_signal,Milo,anim-archive_signal-idle,hold,none,playing,playing,ssrm.v34.route.archive_signal,False,noop,Milo: playing,True
395,33,signal_orchard,Ivo,anim-signal_orchard-step,Step one frame,animation_step,stepped,stepped,ssrm.v34.route.signal_orchard,True,"clickAnimation(routeId, 'stepped')",Ivo: stepped,True
396,34,orchard_riverbend,Ivo,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
397,34,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
398,34,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,paused,paused,ssrm.v34.route.riverbend_roofward,False,noop,Ari: paused,True
399,34,roofward_archive,Fay,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
400,34,archive_signal,Nia,anim-archive_signal-step,Step one frame,animation_step,playing,stepped,ssrm.v34.route.archive_signal,True,"clickAnimation(routeId, 'stepped')",Nia: stepped,True
401,34,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,stepped,stepped,ssrm.v34.route.signal_orchard,False,noop,Milo: stepped,True
402,34,orchard_riverbend,Ivo,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
403,34,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
404,34,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,paused,paused,ssrm.v34.route.riverbend_roofward,False,noop,Ari: paused,True
405,34,roofward_archive,Fay,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
406,34,archive_signal,Nia,anim-archive_signal-step,Step one frame,animation_step,stepped,stepped,ssrm.v34.route.archive_signal,True,"clickAnimation(routeId, 'stepped')",Nia: stepped,True
407,34,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,stepped,stepped,ssrm.v34.route.signal_orchard,False,noop,Milo: stepped,True
408,35,orchard_riverbend,Ari,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
409,35,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
410,35,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,paused,paused,ssrm.v34.route.riverbend_roofward,False,noop,Fay: paused,True
411,35,roofward_archive,Nia,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Nia: paused,True
412,35,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
413,35,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,stepped,stepped,ssrm.v34.route.signal_orchard,False,noop,Ivo: stepped,True
414,35,orchard_riverbend,Ari,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
415,35,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
416,35,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,paused,paused,ssrm.v34.route.riverbend_roofward,False,noop,Fay: paused,True
417,35,roofward_archive,Nia,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Nia: paused,True
418,35,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
419,35,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,stepped,stepped,ssrm.v34.route.signal_orchard,False,noop,Ivo: stepped,True
420,36,orchard_riverbend,Ivo,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
421,36,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
422,36,riverbend_roofward,Ari,anim-riverbend_roofward-step,Step one frame,animation_step,paused,stepped,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'stepped')",Ari: stepped,True
423,36,roofward_archive,Fay,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
424,36,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
425,36,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,stepped,stepped,ssrm.v34.route.signal_orchard,False,noop,Milo: stepped,True
426,36,orchard_riverbend,Ivo,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
427,36,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
428,36,riverbend_roofward,Ari,anim-riverbend_roofward-step,Step one frame,animation_step,stepped,stepped,ssrm.v34.route.riverbend_roofward,True,"clickAnimation(routeId, 'stepped')",Ari: stepped,True
429,36,roofward_archive,Fay,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
430,36,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
431,36,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,stepped,stepped,ssrm.v34.route.signal_orchard,False,noop,Milo: stepped,True
432,37,orchard_riverbend,Ari,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
433,37,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
434,37,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,stepped,stepped,ssrm.v34.route.riverbend_roofward,False,noop,Fay: stepped,True
435,37,roofward_archive,Nia,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Nia: paused,True
436,37,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
437,37,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,stepped,stepped,ssrm.v34.route.signal_orchard,False,noop,Ivo: stepped,True
438,37,orchard_riverbend,Ari,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ari: playing,True
439,37,central_repair_ring,Pax,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Pax: stepped,True
440,37,riverbend_roofward,Fay,anim-riverbend_roofward-idle,hold,none,stepped,stepped,ssrm.v34.route.riverbend_roofward,False,noop,Fay: stepped,True
441,37,roofward_archive,Nia,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Nia: paused,True
442,37,archive_signal,Milo,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Milo: stepped,True
443,37,signal_orchard,Ivo,anim-signal_orchard-idle,hold,none,stepped,stepped,ssrm.v34.route.signal_orchard,False,noop,Ivo: stepped,True
444,38,orchard_riverbend,Ivo,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
445,38,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
446,38,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,stepped,stepped,ssrm.v34.route.riverbend_roofward,False,noop,Ari: stepped,True
447,38,roofward_archive,Fay,anim-roofward_archive-pause,Pause body animation,animation_pause,paused,paused,ssrm.v34.route.roofward_archive,True,"clickAnimation(routeId, 'paused')",Fay: paused,True
448,38,archive_signal,Nia,anim-archive_signal-idle,hold,none,stepped,stepped,ssrm.v34.route.archive_signal,False,noop,Nia: stepped,True
449,38,signal_orchard,Milo,anim-signal_orchard-idle,hold,none,stepped,stepped,ssrm.v34.route.signal_orchard,False,noop,Milo: stepped,True
450,38,orchard_riverbend,Ivo,anim-orchard_riverbend-play,Play body animation,animation_play,playing,playing,ssrm.v34.route.orchard_riverbend,True,"clickAnimation(routeId, 'playing')",Ivo: playing,True
451,38,central_repair_ring,Juno,anim-central_repair_ring-idle,hold,none,stepped,stepped,ssrm.v34.route.central_repair_ring,False,noop,Juno: stepped,True
452,38,riverbend_roofward,Ari,anim-riverbend_roofward-idle,hold,none,stepped,stepped,ssrm.v34.route.riverbend_roofward,False,noop,Ari: stepped,True
