branch_id,choice_id,branch_day,lineage,agent,branch_label,schedule_state,access_state,trust,boundary_pressure,welfare_note,branch_persists,branch_hash
1,1,6,Hearthline,Sova,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.66172,0.25312,branch stays recoverable,True,bedfd7ded18242e5
140,47,13,Ledgerline,Nari,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.65832,0.2484,branch stays recoverable,True,36e7c8455fa68500
141,47,14,Ledgerline,Nari,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.66568,0.24364,branch stays recoverable,True,102a73d9a968a25b
142,48,12,Ledgerline,Nari,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6286,0.26692,branch stays recoverable,True,c696a733da24bc4f
143,48,13,Ledgerline,Nari,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6318,0.2644,branch stays recoverable,True,1bc4b083c0c1d435
144,48,14,Ledgerline,Nari,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.635,0.26188,branch stays recoverable,True,469c0e7b145e4b02
145,49,12,Ledgerline,Nari,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.577,0.334,bounded refusal prevents forced access,True,de0cf09c0de85f71
146,49,13,Ledgerline,Nari,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.5706,0.3424,bounded refusal prevents forced access,True,a55b527946356900
147,49,14,Ledgerline,Nari,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5642,0.3508,bounded refusal prevents forced access,True,a845d270b3fc5f09
148,50,12,Ledgerline,Nari,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.62344,0.27208,branch stays recoverable,True,665136072544701d
149,50,13,Ledgerline,Nari,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.62568,0.2704,branch stays recoverable,True,07633f6d27571382
150,50,14,Ledgerline,Nari,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.62792,0.26872,branch stays recoverable,True,336280eb32c12d92
151,51,12,Orchardline,Ori,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.64732,0.26592,branch stays recoverable,True,9160de32b92604a3
152,51,13,Orchardline,Ori,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.65244,0.262,branch stays recoverable,True,cd4236b95e10224f
153,51,14,Orchardline,Ori,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.65756,0.25808,branch stays recoverable,True,23cbf8b340474000
154,52,12,Orchardline,Ori,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.65936,0.26076,branch stays recoverable,True,1ae968d92dc3927a
155,52,13,Orchardline,Ori,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.66672,0.256,branch stays recoverable,True,96d878b59da61d07
156,52,14,Orchardline,Ori,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.67408,0.25124,branch stays recoverable,True,ec391d18defb414e
157,53,12,Orchardline,Ori,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.637,0.27452,branch stays recoverable,True,f119fa19c2021c60
158,53,13,Orchardline,Ori,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6402,0.272,branch stays recoverable,True,7ed8ca88af0d2de8
159,53,14,Orchardline,Ori,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6434,0.26948,branch stays recoverable,True,43d1d65a0e1c5af0
160,54,12,Orchardline,Ori,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5854,0.3416,bounded refusal prevents forced access,True,8bab76b8df0999c8
161,54,13,Orchardline,Ori,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.579,0.35,bounded refusal prevents forced access,True,acf7d708ca547459
162,54,14,Orchardline,Ori,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5726,0.3584,bounded refusal prevents forced access,True,95e3bc5e9b2674b5
163,55,12,Orchardline,Ori,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.63184,0.27968,branch stays recoverable,True,11b1b0ab1eeca06c
164,55,13,Orchardline,Ori,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.63408,0.278,branch stays recoverable,True,f25e228af401f6c8
165,55,14,Orchardline,Ori,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.63632,0.27632,branch stays recoverable,True,9c25ec7042321c7d
166,56,12,Rainline,Vonn,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.64032,0.26032,branch stays recoverable,True,2a6e445f0c8220c1
167,56,13,Rainline,Vonn,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.64544,0.2564,branch stays recoverable,True,c44f3003e53516d4
168,56,14,Rainline,Vonn,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.65056,0.25248,branch stays recoverable,True,149bb1d999d52639
169,57,12,Rainline,Vonn,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.65236,0.25516,branch stays recoverable,True,f1418d5e03f48ab8
170,57,13,Rainline,Vonn,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.65972,0.2504,branch stays recoverable,True,bb2e1ef21aefc1b5
171,57,14,Rainline,Vonn,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.66708,0.24564,branch stays recoverable,True,d5d77f2833767971
172,58,12,Rainline,Vonn,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.63,0.26892,branch stays recoverable,True,e31cc016cc333ba4
173,58,13,Rainline,Vonn,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6332,0.2664,branch stays recoverable,True,c4ae2e9acde6dd32
174,58,14,Rainline,Vonn,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6364,0.26388,branch stays recoverable,True,8732aba999e9821d
175,59,12,Rainline,Vonn,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5784,0.336,bounded refusal prevents forced access,True,138e1851d2e8a598
176,59,13,Rainline,Vonn,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.572,0.3444,bounded refusal prevents forced access,True,3b89b52c145be46c
177,59,14,Rainline,Vonn,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5656,0.3528,bounded refusal prevents forced access,True,8dca961a5bbc250c
178,60,12,Rainline,Vonn,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.62484,0.27408,branch stays recoverable,True,63e6d8b58fac7327
179,60,13,Rainline,Vonn,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.62708,0.2724,branch stays recoverable,True,70f4d2971e4038e7
180,60,14,Rainline,Vonn,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.62932,0.27072,branch stays recoverable,True,48f7eabd1e7a7acb
181,61,20,Hearthline,Sova,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.64972,0.26912,branch stays recoverable,True,9235221abc8702b9
182,61,21,Hearthline,Sova,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.65484,0.2652,branch stays recoverable,True,02ba668a4f09ffa9
183,61,22,Hearthline,Sova,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.65996,0.26128,branch stays recoverable,True,9c35172562e94645
184,62,20,Hearthline,Sova,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.66176,0.26396,branch stays recoverable,True,fc92a9e5637430d4
185,62,21,Hearthline,Sova,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.66912,0.2592,branch stays recoverable,True,3c7fbfda91a6e7ef
186,62,22,Hearthline,Sova,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.67648,0.25444,branch stays recoverable,True,abc80c44f7fdecb5
187,63,20,Hearthline,Sova,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6394,0.27772,branch stays recoverable,True,acac1712c4d60bd6
188,63,21,Hearthline,Sova,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6426,0.2752,branch stays recoverable,True,c17ab260ad23ee89
189,63,22,Hearthline,Sova,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6458,0.27268,branch stays recoverable,True,759ae3785e61cfe5
190,64,20,Hearthline,Sova,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5878,0.3448,bounded refusal prevents forced access,True,6e7d0696c5698ae2
191,64,21,Hearthline,Sova,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.5814,0.3532,bounded refusal prevents forced access,True,978af4ef009b00d7
192,64,22,Hearthline,Sova,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.575,0.3616,bounded refusal prevents forced access,True,1a688ac358d4c034
193,65,20,Hearthline,Sova,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.63424,0.28288,branch stays recoverable,True,83eaed84e35359d3
194,65,21,Hearthline,Sova,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.63648,0.2812,branch stays recoverable,True,5105dbb51940705c
195,65,22,Hearthline,Sova,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.63872,0.27952,branch stays recoverable,True,a9decdd96d5d23b0
196,66,20,Routeline,Keth,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.63572,0.27072,branch stays recoverable,True,1b385747ea5c4cfb
197,66,21,Routeline,Keth,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.64084,0.2668,branch stays recoverable,True,543486ecd3ce059d
198,66,22,Routeline,Keth,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.64596,0.26288,branch stays recoverable,True,414803eec2fe1f78
199,67,20,Routeline,Keth,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.64776,0.26556,branch stays recoverable,True,193166ad0b18c635
200,67,21,Routeline,Keth,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.65512,0.2608,branch stays recoverable,True,c574b30eed8b3725
201,67,22,Routeline,Keth,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.66248,0.25604,branch stays recoverable,True,3ee3f2283aa23282
202,68,20,Routeline,Keth,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6254,0.27932,branch stays recoverable,True,805d2a7a131c2635
203,68,21,Routeline,Keth,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6286,0.2768,branch stays recoverable,True,58d14333e4003e56
204,68,22,Routeline,Keth,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6318,0.27428,branch stays recoverable,True,3233c566e9ec5d8a
205,69,20,Routeline,Keth,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5738,0.3464,bounded refusal prevents forced access,True,76aca674e8f563a5
206,69,21,Routeline,Keth,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.5674,0.3548,bounded refusal prevents forced access,True,0d10a803d5bdf8bb
207,69,22,Routeline,Keth,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.561,0.3632,bounded refusal prevents forced access,True,bae8ae922c79ecba
208,70,20,Routeline,Keth,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.62024,0.28448,branch stays recoverable,True,fb2f1534c9e8e931
209,70,21,Routeline,Keth,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.62248,0.2828,branch stays recoverable,True,bfef7f344f7a0cf9
210,70,22,Routeline,Keth,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.62472,0.28112,branch stays recoverable,True,53d6f764d976d0c4
211,71,20,Marketline,Melo,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.63852,0.27352,branch stays recoverable,True,0fa6fa61787e4435
212,71,21,Marketline,Melo,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.64364,0.2696,branch stays recoverable,True,b322a30d64ed1384
213,71,22,Marketline,Melo,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.64876,0.26568,branch stays recoverable,True,5ae16785e385dceb
214,72,20,Marketline,Melo,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.65056,0.26836,branch stays recoverable,True,849c691166a3079a
215,72,21,Marketline,Melo,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.65792,0.2636,branch stays recoverable,True,0472b8037d77926f
216,72,22,Marketline,Melo,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.66528,0.25884,branch stays recoverable,True,a3af091456f4f5d1
217,73,20,Marketline,Melo,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6282,0.28212,branch stays recoverable,True,b476784658cb480e
218,73,21,Marketline,Melo,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6314,0.2796,branch stays recoverable,True,8b26091eabbe3e41
219,73,22,Marketline,Melo,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6346,0.27708,branch stays recoverable,True,35757b19a6716ff6
220,74,20,Marketline,Melo,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5766,0.3492,bounded refusal prevents forced access,True,7e37e3f0094d736e
221,74,21,Marketline,Melo,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.5702,0.3576,bounded refusal prevents forced access,True,a4833c179a74d9a4
222,74,22,Marketline,Melo,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5638,0.366,bounded refusal prevents forced access,True,7ccf728573fa3827
223,75,20,Marketline,Melo,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.62304,0.28728,branch stays recoverable,True,3b6d85d35d63ddbc
224,75,21,Marketline,Melo,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.62528,0.2856,branch stays recoverable,True,d216ca4eeb04443e
225,75,22,Marketline,Melo,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.62752,0.28392,branch stays recoverable,True,3a45e99dbbecf4df
226,76,20,Ledgerline,Nari,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.63292,0.26632,branch stays recoverable,True,e6400cc5e01cdb98
227,76,21,Ledgerline,Nari,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.63804,0.2624,branch stays recoverable,True,09b7c9497ba13f00
228,76,22,Ledgerline,Nari,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.64316,0.25848,branch stays recoverable,True,106d8fb85d19ceeb
229,77,20,Ledgerline,Nari,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.64496,0.26116,branch stays recoverable,True,da1ce27b534f7a49
230,77,21,Ledgerline,Nari,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.65232,0.2564,branch stays recoverable,True,b4c9ce4e73ad9bdf
231,77,22,Ledgerline,Nari,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.65968,0.25164,branch stays recoverable,True,bc1f3bcd4520b61e
232,78,20,Ledgerline,Nari,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6226,0.27492,branch stays recoverable,True,54a90ea2abad8eca
233,78,21,Ledgerline,Nari,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6258,0.2724,branch stays recoverable,True,53c232eefc1db94a
234,78,22,Ledgerline,Nari,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.629,0.26988,branch stays recoverable,True,bece332a3bab0292
235,79,20,Ledgerline,Nari,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.571,0.342,bounded refusal prevents forced access,True,2c3c0c38232808a1
236,79,21,Ledgerline,Nari,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.5646,0.3504,bounded refusal prevents forced access,True,c7f61cdadf5d69d1
237,79,22,Ledgerline,Nari,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5582,0.3588,bounded refusal prevents forced access,True,f20838cf0fcefe1a
238,80,20,Ledgerline,Nari,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.61744,0.28008,branch stays recoverable,True,ce36dffd9f844041
239,80,21,Ledgerline,Nari,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.61968,0.2784,branch stays recoverable,True,7efe9bf7a937722c
240,80,22,Ledgerline,Nari,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.62192,0.27672,branch stays recoverable,True,259f3c0c1b0132fb
241,81,20,Orchardline,Ori,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.64132,0.27392,branch stays recoverable,True,f040c8a6c4b0c551
242,81,21,Orchardline,Ori,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.64644,0.27,branch stays recoverable,True,6039b7423a7544fe
243,81,22,Orchardline,Ori,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.65156,0.26608,branch stays recoverable,True,4aaf896baf2b2d78
244,82,20,Orchardline,Ori,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.65336,0.26876,branch stays recoverable,True,57b11e41ac1347c3
245,82,21,Orchardline,Ori,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.66072,0.264,branch stays recoverable,True,de450fedc95d346f
246,82,22,Orchardline,Ori,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.66808,0.25924,branch stays recoverable,True,5b411838782d5cd0
247,83,20,Orchardline,Ori,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.631,0.28252,branch stays recoverable,True,66b6e09821615ece
248,83,21,Orchardline,Ori,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6342,0.28,branch stays recoverable,True,54705b62cd4d84a9
249,83,22,Orchardline,Ori,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6374,0.27748,branch stays recoverable,True,e78a4571130684c6
250,84,20,Orchardline,Ori,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5794,0.3496,bounded refusal prevents forced access,True,6757f58e49c7da9a
251,84,21,Orchardline,Ori,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.573,0.358,bounded refusal prevents forced access,True,a018a18949232c4e
252,84,22,Orchardline,Ori,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5666,0.3664,bounded refusal prevents forced access,True,201fcf2aa78aaefb
253,85,20,Orchardline,Ori,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.62584,0.28768,branch stays recoverable,True,bd05b7dcebb76be5
254,85,21,Orchardline,Ori,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.62808,0.286,branch stays recoverable,True,07ec6136bc99a910
255,85,22,Orchardline,Ori,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.63032,0.28432,branch stays recoverable,True,c2f3b206543e8853
256,86,20,Rainline,Vonn,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.63432,0.26832,branch stays recoverable,True,605d9ab660298e0c
257,86,21,Rainline,Vonn,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.63944,0.2644,branch stays recoverable,True,9c1f204f1f020090
258,86,22,Rainline,Vonn,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.64456,0.26048,branch stays recoverable,True,0c10bcb039cda6b2
259,87,20,Rainline,Vonn,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.64636,0.26316,branch stays recoverable,True,d195c4667c3a53aa
260,87,21,Rainline,Vonn,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.65372,0.2584,branch stays recoverable,True,77c6824bdf4d2ea8
261,87,22,Rainline,Vonn,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.66108,0.25364,branch stays recoverable,True,f05b6563c3acc7b9
262,88,20,Rainline,Vonn,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.624,0.27692,branch stays recoverable,True,e21a2151808151ff
263,88,21,Rainline,Vonn,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6272,0.2744,branch stays recoverable,True,0b0d49162c4d0f56
264,88,22,Rainline,Vonn,summary_then_decide,day+3: delay=0; progress_delta=0.030; care_pause=2,summary_then_decide; access_delta=0.018,0.6304,0.27188,branch stays recoverable,True,6f230eb3f0b9069d
265,89,20,Rainline,Vonn,blocked_until_repair,day+1: delay=30; progress_delta=-0.018; care_pause=10,blocked_until_repair; access_delta=-0.042,0.5724,0.344,bounded refusal prevents forced access,True,60891b28e0927ef5
266,89,21,Rainline,Vonn,blocked_until_repair,day+2: delay=26; progress_delta=-0.036; care_pause=10,blocked_until_repair; access_delta=-0.049,0.566,0.3524,bounded refusal prevents forced access,True,d15661dd8e7d8bc8
267,89,22,Rainline,Vonn,blocked_until_repair,day+3: delay=22; progress_delta=-0.054; care_pause=10,blocked_until_repair; access_delta=-0.056,0.5596,0.3608,bounded refusal prevents forced access,True,2effc091118b06aa
268,90,20,Rainline,Vonn,observe_then_followup,day+1: delay=0; progress_delta=0.006; care_pause=0,observe_then_followup; access_delta=0.008,0.61884,0.28208,branch stays recoverable,True,36c6eee245cf78b8
269,90,21,Rainline,Vonn,observe_then_followup,day+2: delay=0; progress_delta=0.012; care_pause=0,observe_then_followup; access_delta=0.009,0.62108,0.2804,branch stays recoverable,True,b3b89480b7dcce6f
270,90,22,Rainline,Vonn,observe_then_followup,day+3: delay=0; progress_delta=0.018; care_pause=0,observe_then_followup; access_delta=0.010,0.62332,0.27872,branch stays recoverable,True,b913edc025fcfd75
271,91,30,Hearthline,Sova,limited_access,day+1: delay=6; progress_delta=0.020; care_pause=4,limited_access; access_delta=0.035,0.63772,0.28512,branch stays recoverable,True,22f14d2a7c7d3f3e
272,91,31,Hearthline,Sova,limited_access,day+2: delay=2; progress_delta=0.040; care_pause=4,limited_access; access_delta=0.040,0.64284,0.2812,branch stays recoverable,True,302d8b30b8906778
273,91,32,Hearthline,Sova,limited_access,day+3: delay=0; progress_delta=0.060; care_pause=4,limited_access; access_delta=0.045,0.64796,0.27728,branch stays recoverable,True,9e5efaaf0fcfdee9
274,92,30,Hearthline,Sova,repair_first_access,day+1: delay=12; progress_delta=0.034; care_pause=8,repair_first_access; access_delta=0.027,0.64976,0.27996,branch stays recoverable,True,581fd78368ad753d
275,92,31,Hearthline,Sova,repair_first_access,day+2: delay=8; progress_delta=0.068; care_pause=8,repair_first_access; access_delta=0.031,0.65712,0.2752,branch stays recoverable,True,0afa1628ecc74e50
276,92,32,Hearthline,Sova,repair_first_access,day+3: delay=4; progress_delta=0.102; care_pause=8,repair_first_access; access_delta=0.035,0.66448,0.27044,branch stays recoverable,True,b1f076a8f93c51e8
277,93,30,Hearthline,Sova,summary_then_decide,day+1: delay=2; progress_delta=0.010; care_pause=2,summary_then_decide; access_delta=0.014,0.6274,0.29372,branch stays recoverable,True,2a85fde95901c6bb
278,93,31,Hearthline,Sova,summary_then_decide,day+2: delay=0; progress_delta=0.020; care_pause=2,summary_then_decide; access_delta=0.016,0.6306,0.2912,branch stays recoverable,True,0616bd3906ec6e4b
