tick_id,day,agent,project_id,public_memory_key,remembered_delegate,remembered_debt,remembered_conflict,remembered_outcome,private_workspace_sealed,replay_pointer
141,8,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day8,Nia->Milo:lamp_mount,Milo->Nia:glass:0.00,glass:none,not_ready,True,replay:141:archive_public_kiosk
142,8,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day8,Milo->Milo:string_wire,Milo->Fay:wire:0.14,wire:dusk_signal_court,not_ready,True,replay:142:dusk_signal_court
143,8,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day8,Fay->Nia:index_care,Nia->Fay:compost:0.00,compost:none,not_ready,True,replay:143:greenhouse_heat_loop
144,8,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day8,Ari->Ari:cut_planks,Ari->Nia:resin:0.11,resin:flood_bridge_market_route,not_ready,True,replay:144:flood_bridge_market_route
145,8,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day8,Nia->Milo:lamp_mount,Milo->Nia:glass:0.00,glass:none,not_ready,True,replay:145:archive_public_kiosk
146,8,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day8,Milo->Milo:string_wire,Nia->Milo:wire:0.00,wire:none,not_ready,True,replay:146:dusk_signal_court
147,8,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day8,Fay->Nia:index_care,Nia->Fay:compost:0.00,compost:none,not_ready,True,replay:147:greenhouse_heat_loop
148,8,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day8,Ari->Ari:cut_planks,Fay->Ari:resin:0.00,resin:none,not_ready,True,replay:148:flood_bridge_market_route
149,8,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day8,Nia->Milo:lamp_mount,Nia->Milo:glass:0.17,glass:archive_public_kiosk,not_ready,True,replay:149:archive_public_kiosk
150,8,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day8,Milo->Milo:string_wire,Nia->Milo:wire:0.00,wire:none,not_ready,True,replay:150:dusk_signal_court
151,8,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day8,Fay->Nia:index_care,Nia->Ari:compost:0.14,compost:greenhouse_heat_loop,not_ready,True,replay:151:greenhouse_heat_loop
152,8,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day8,Ari->Ari:cut_planks,Fay->Ari:resin:0.00,resin:none,not_ready,True,replay:152:flood_bridge_market_route
153,8,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day8,Nia->Milo:lamp_mount,Milo->Nia:glass:0.00,glass:none,not_ready,True,replay:153:archive_public_kiosk
154,8,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day8,Milo->Milo:string_wire,Nia->Milo:wire:0.14,wire:greenhouse_heat_loop,not_ready,True,replay:154:dusk_signal_court
155,8,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day8,Fay->Nia:index_care,Nia->Fay:compost:0.00,compost:none,not_ready,True,replay:155:greenhouse_heat_loop
156,8,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day8,Ari->Ari:cut_planks,Fay->Ari:resin:0.11,resin:archive_public_kiosk,not_ready,True,replay:156:flood_bridge_market_route
157,8,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day8,Nia->Milo:lamp_mount,Milo->Nia:glass:0.00,glass:none,not_ready,True,replay:157:archive_public_kiosk
158,8,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day8,Milo->Milo:string_wire,Nia->Milo:wire:0.14,wire:none,not_ready,True,replay:158:dusk_signal_court
159,8,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day8,Fay->Nia:index_care,Nia->Fay:compost:0.00,compost:none,not_ready,True,replay:159:greenhouse_heat_loop
160,9,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day9,Ari->Fay:seal_joints,Fay->Ari:rope:0.28,rope:none,not_ready,True,replay:160:flood_bridge_market_route
161,9,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day9,Nia->Nia:sort_index,Nia->Fay:paper:0.64,paper:archive_public_kiosk,not_ready,True,replay:161:archive_public_kiosk
162,9,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day9,Milo->Nia:signal_code,Nia->Ari:glass:0.62,glass:dusk_signal_court,not_ready,True,replay:162:dusk_signal_court
163,9,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day9,Fay->Ari:fit_glass,Ari->Nia:glass:0.56,glass:greenhouse_heat_loop,not_ready,True,replay:163:greenhouse_heat_loop
164,9,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day9,Ari->Fay:seal_joints,Fay->Milo:rope:0.14,rope:flood_bridge_market_route,not_ready,True,replay:164:flood_bridge_market_route
165,9,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day9,Nia->Nia:sort_index,Ari->Nia:paper:0.11,paper:none,not_ready,True,replay:165:archive_public_kiosk
166,9,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day9,Milo->Nia:signal_code,Nia->Ari:glass:0.73,glass:dusk_signal_court,not_ready,True,replay:166:dusk_signal_court
167,9,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day9,Fay->Ari:fit_glass,Ari->Fay:glass:0.41,glass:none,not_ready,True,replay:167:greenhouse_heat_loop
168,9,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day9,Ari->Fay:seal_joints,Fay->Milo:rope:0.31,rope:flood_bridge_market_route,not_ready,True,replay:168:flood_bridge_market_route
169,9,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day9,Nia->Nia:sort_index,Ari->Nia:paper:0.22,paper:greenhouse_heat_loop,not_ready,True,replay:169:archive_public_kiosk
170,9,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day9,Milo->Nia:signal_code,Nia->Milo:glass:0.17,glass:none,not_ready,True,replay:170:dusk_signal_court
171,9,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day9,Fay->Ari:fit_glass,Ari->Fay:glass:0.58,glass:archive_public_kiosk,not_ready,True,replay:171:greenhouse_heat_loop
172,9,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day9,Ari->Fay:seal_joints,Fay->Ari:rope:0.10,rope:none,not_ready,True,replay:172:flood_bridge_market_route
173,9,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day9,Nia->Nia:sort_index,Nia->Fay:paper:0.78,paper:archive_public_kiosk,not_ready,True,replay:173:archive_public_kiosk
174,9,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day9,Milo->Nia:signal_code,Nia->Ari:glass:0.73,glass:dusk_signal_court,not_ready,True,replay:174:dusk_signal_court
175,9,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day9,Fay->Ari:fit_glass,Ari->Nia:glass:0.67,glass:greenhouse_heat_loop,not_ready,True,replay:175:greenhouse_heat_loop
176,9,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day9,Ari->Fay:seal_joints,Fay->Milo:rope:0.45,rope:flood_bridge_market_route,not_ready,True,replay:176:flood_bridge_market_route
177,9,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day9,Nia->Nia:sort_index,Ari->Nia:paper:0.22,paper:none,not_ready,True,replay:177:archive_public_kiosk
178,9,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day9,Milo->Nia:signal_code,Nia->Milo:glass:0.28,glass:flood_bridge_market_route,not_ready,True,replay:178:dusk_signal_court
179,9,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day9,Fay->Ari:fit_glass,Ari->Fay:glass:0.64,glass:none,not_ready,True,replay:179:greenhouse_heat_loop
180,10,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day10,Nia->Nia:sort_index,Nia->Milo:paper:0.53,paper:archive_public_kiosk,not_ready,True,replay:180:archive_public_kiosk
181,10,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day10,Milo->Nia:signal_code,Nia->Fay:glass:0.62,glass:dusk_signal_court,not_ready,True,replay:181:dusk_signal_court
182,10,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day10,Fay->Ari:fit_glass,Fay->Ari:glass:0.39,glass:greenhouse_heat_loop,not_ready,True,replay:182:greenhouse_heat_loop
183,10,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day10,Ari->Fay:seal_joints,Fay->Nia:rope:0.62,rope:flood_bridge_market_route,not_ready,True,replay:183:flood_bridge_market_route
184,10,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day10,Nia->Nia:sort_index,Ari->Nia:paper:0.22,paper:none,not_ready,True,replay:184:archive_public_kiosk
185,10,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day10,Milo->Nia:signal_code,Nia->Fay:glass:0.73,glass:dusk_signal_court,not_ready,True,replay:185:dusk_signal_court
186,10,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day10,Fay->Ari:fit_glass,Ari->Fay:glass:0.70,glass:none,not_ready,True,replay:186:greenhouse_heat_loop
187,10,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day10,Ari->Fay:seal_joints,Fay->Nia:rope:0.79,rope:flood_bridge_market_route,not_ready,True,replay:187:flood_bridge_market_route
188,10,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day10,Nia->Nia:sort_index,Nia->Milo:paper:0.64,paper:archive_public_kiosk,not_ready,True,replay:188:archive_public_kiosk
189,10,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day10,Milo->Nia:signal_code,Nia->Milo:glass:0.10,glass:none,not_ready,True,replay:189:dusk_signal_court
190,10,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day10,Fay->Ari:fit_glass,Fay->Ari:glass:0.56,glass:greenhouse_heat_loop,not_ready,True,replay:190:greenhouse_heat_loop
191,10,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day10,Ari->Fay:seal_joints,Fay->Ari:rope:0.10,rope:none,not_ready,True,replay:191:flood_bridge_market_route
192,10,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day10,Nia->Nia:sort_index,Nia->Milo:paper:0.78,paper:archive_public_kiosk,not_ready,True,replay:192:archive_public_kiosk
193,10,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day10,Milo->Nia:signal_code,Nia->Fay:glass:0.90,glass:dusk_signal_court,not_ready,True,replay:193:dusk_signal_court
194,10,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day10,Fay->Ari:fit_glass,Fay->Ari:glass:0.67,glass:greenhouse_heat_loop,not_ready,True,replay:194:greenhouse_heat_loop
195,10,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day10,Ari->Fay:seal_joints,Fay->Nia:rope:0.93,rope:flood_bridge_market_route,not_ready,True,replay:195:flood_bridge_market_route
196,10,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day10,Nia->Nia:sort_index,Ari->Nia:paper:0.22,paper:none,not_ready,True,replay:196:archive_public_kiosk
197,10,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day10,Milo->Nia:signal_code,Nia->Fay:glass:1.01,glass:dusk_signal_court,not_ready,True,replay:197:dusk_signal_court
198,10,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day10,Fay->Ari:fit_glass,Ari->Fay:glass:0.76,glass:none,not_ready,True,replay:198:greenhouse_heat_loop
199,10,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day10,Ari->Fay:seal_joints,Fay->Nia:rope:1.10,rope:flood_bridge_market_route,not_ready,True,replay:199:flood_bridge_market_route
200,11,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day11,Nia->Ari:build_frame,Ari->Fay:ink:0.17,ink:archive_public_kiosk,not_ready,True,replay:200:archive_public_kiosk
201,11,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day11,Milo->Fay:comfort_corner,Fay->Milo:rope:0.45,rope:none,not_ready,True,replay:201:dusk_signal_court
202,11,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day11,Fay->Milo:coil_pipe,Milo->Nia:copper:0.14,copper:greenhouse_heat_loop,not_ready,True,replay:202:greenhouse_heat_loop
203,11,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day11,Ari->Milo:lamp_markers,Milo->Ari:oil:0.11,oil:none,not_ready,True,replay:203:flood_bridge_market_route
204,11,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day11,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,not_ready,True,replay:204:archive_public_kiosk
205,11,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day11,Milo->Fay:comfort_corner,Fay->Ari:rope:0.24,rope:dusk_signal_court,not_ready,True,replay:205:dusk_signal_court
206,11,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day11,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,not_ready,True,replay:206:greenhouse_heat_loop
207,11,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day11,Ari->Milo:lamp_markers,Nia->Milo:oil:0.11,oil:flood_bridge_market_route,not_ready,True,replay:207:flood_bridge_market_route
208,11,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day11,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,not_ready,True,replay:208:archive_public_kiosk
209,11,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day11,Milo->Fay:comfort_corner,Fay->Milo:rope:0.45,rope:none,not_ready,True,replay:209:dusk_signal_court
210,11,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day11,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,not_ready,True,replay:210:greenhouse_heat_loop
211,11,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day11,Ari->Milo:lamp_markers,Milo->Ari:oil:0.11,oil:none,not_ready,True,replay:211:flood_bridge_market_route
212,11,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day11,Nia->Ari:build_frame,Ari->Fay:ink:0.34,ink:archive_public_kiosk,not_ready,True,replay:212:archive_public_kiosk
213,11,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day11,Milo->Fay:comfort_corner,Fay->Milo:rope:0.45,rope:none,not_ready,True,replay:213:dusk_signal_court
214,11,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day11,Fay->Milo:coil_pipe,Milo->Nia:copper:0.28,copper:greenhouse_heat_loop,not_ready,True,replay:214:greenhouse_heat_loop
215,11,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day11,Ari->Milo:lamp_markers,Milo->Ari:oil:0.11,oil:none,not_ready,True,replay:215:flood_bridge_market_route
216,11,Ari,archive_public_kiosk,v26:Ari:archive_public_kiosk:day11,Nia->Ari:build_frame,Ari->Nia:ink:0.17,ink:none,not_ready,True,replay:216:archive_public_kiosk
217,11,Fay,dusk_signal_court,v26:Fay:dusk_signal_court:day11,Milo->Fay:comfort_corner,Fay->Milo:rope:0.59,rope:flood_bridge_market_route,not_ready,True,replay:217:dusk_signal_court
218,11,Milo,greenhouse_heat_loop,v26:Milo:greenhouse_heat_loop:day11,Fay->Milo:coil_pipe,Milo->Fay:copper:0.14,copper:none,not_ready,True,replay:218:greenhouse_heat_loop
219,11,Milo,flood_bridge_market_route,v26:Milo:flood_bridge_market_route:day11,Ari->Milo:lamp_markers,Milo->Ari:oil:0.22,oil:dusk_signal_court,not_ready,True,replay:219:flood_bridge_market_route
220,12,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day12,Nia->Fay:weather_copy,Fay->Milo:thread:0.11,thread:archive_public_kiosk,not_ready,True,replay:220:archive_public_kiosk
221,12,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day12,Milo->Ari:stake_posts,Ari->Milo:oil:0.00,oil:none,not_ready,True,replay:221:dusk_signal_court
222,12,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day12,Fay->Fay:plant_bed,Fay->Ari:water:0.17,water:greenhouse_heat_loop,not_ready,True,replay:222:greenhouse_heat_loop
223,12,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day12,Ari->Nia:survey_piers,Nia->Ari:planks:0.31,planks:none,not_ready,True,replay:223:flood_bridge_market_route
224,12,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day12,Nia->Fay:weather_copy,Fay->Milo:thread:0.25,thread:archive_public_kiosk,not_ready,True,replay:224:archive_public_kiosk
225,12,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day12,Milo->Ari:stake_posts,Ari->Fay:oil:0.17,oil:dusk_signal_court,not_ready,True,replay:225:dusk_signal_court
226,12,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day12,Fay->Fay:plant_bed,Fay->Ari:water:0.28,water:greenhouse_heat_loop,not_ready,True,replay:226:greenhouse_heat_loop
227,12,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day12,Ari->Nia:survey_piers,Ari->Nia:planks:0.14,planks:flood_bridge_market_route,not_ready,True,replay:227:flood_bridge_market_route
228,12,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day12,Nia->Fay:weather_copy,Fay->Nia:thread:0.17,thread:none,not_ready,True,replay:228:archive_public_kiosk
229,12,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day12,Milo->Ari:stake_posts,Ari->Fay:oil:0.28,oil:dusk_signal_court,not_ready,True,replay:229:dusk_signal_court
230,12,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day12,Fay->Fay:plant_bed,Milo->Fay:water:0.00,water:none,not_ready,True,replay:230:greenhouse_heat_loop
231,12,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day12,Ari->Nia:survey_piers,Ari->Nia:planks:0.31,planks:flood_bridge_market_route,not_ready,True,replay:231:flood_bridge_market_route
232,12,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day12,Nia->Fay:weather_copy,Fay->Nia:thread:0.17,thread:dusk_signal_court,not_ready,True,replay:232:archive_public_kiosk
233,12,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day12,Milo->Ari:stake_posts,Ari->Milo:oil:0.00,oil:none,not_ready,True,replay:233:dusk_signal_court
234,12,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day12,Fay->Fay:plant_bed,Fay->Ari:water:0.45,water:greenhouse_heat_loop,not_ready,True,replay:234:greenhouse_heat_loop
235,12,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day12,Ari->Nia:survey_piers,Nia->Ari:planks:0.31,planks:none,not_ready,True,replay:235:flood_bridge_market_route
236,12,Fay,archive_public_kiosk,v26:Fay:archive_public_kiosk:day12,Nia->Fay:weather_copy,Fay->Nia:thread:0.31,thread:dusk_signal_court,not_ready,True,replay:236:archive_public_kiosk
237,12,Ari,dusk_signal_court,v26:Ari:dusk_signal_court:day12,Milo->Ari:stake_posts,Ari->Fay:oil:0.45,oil:dusk_signal_court,not_ready,True,replay:237:dusk_signal_court
238,12,Fay,greenhouse_heat_loop,v26:Fay:greenhouse_heat_loop:day12,Fay->Fay:plant_bed,Fay->Ari:water:0.56,water:greenhouse_heat_loop,not_ready,True,replay:238:greenhouse_heat_loop
239,12,Nia,flood_bridge_market_route,v26:Nia:flood_bridge_market_route:day12,Ari->Nia:survey_piers,Ari->Nia:planks:0.45,planks:flood_bridge_market_route,not_ready,True,replay:239:flood_bridge_market_route
240,13,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day13,Nia->Milo:lamp_mount,Milo->Nia:glass:0.00,glass:none,not_ready,True,replay:240:archive_public_kiosk
241,13,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day13,Milo->Milo:string_wire,Nia->Milo:wire:0.14,wire:none,not_ready,True,replay:241:dusk_signal_court
242,13,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day13,Fay->Nia:index_care,Nia->Fay:compost:0.00,compost:none,not_ready,True,replay:242:greenhouse_heat_loop
243,13,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day13,Ari->Ari:cut_planks,Fay->Ari:resin:0.11,resin:none,not_ready,True,replay:243:flood_bridge_market_route
244,13,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day13,Nia->Milo:lamp_mount,Milo->Fay:glass:0.17,glass:archive_public_kiosk,not_ready,True,replay:244:archive_public_kiosk
245,13,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day13,Milo->Milo:string_wire,Nia->Milo:wire:0.14,wire:none,not_ready,True,replay:245:dusk_signal_court
246,13,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day13,Fay->Nia:index_care,Ari->Nia:compost:0.14,compost:greenhouse_heat_loop,not_ready,True,replay:246:greenhouse_heat_loop
247,13,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day13,Ari->Ari:cut_planks,Fay->Ari:resin:0.11,resin:none,not_ready,True,replay:247:flood_bridge_market_route
248,13,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day13,Nia->Milo:lamp_mount,Milo->Nia:glass:0.00,glass:none,not_ready,True,replay:248:archive_public_kiosk
249,13,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day13,Milo->Milo:string_wire,Nia->Milo:wire:0.28,wire:flood_bridge_market_route,not_ready,True,replay:249:dusk_signal_court
250,13,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day13,Fay->Nia:index_care,Nia->Fay:compost:0.00,compost:none,not_ready,True,replay:250:greenhouse_heat_loop
251,13,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day13,Ari->Ari:cut_planks,Fay->Ari:resin:0.22,resin:dusk_signal_court,not_ready,True,replay:251:flood_bridge_market_route
252,13,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day13,Nia->Milo:lamp_mount,Milo->Nia:glass:0.00,glass:none,not_ready,True,replay:252:archive_public_kiosk
253,13,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day13,Milo->Milo:string_wire,Nia->Milo:wire:0.28,wire:none,not_ready,True,replay:253:dusk_signal_court
254,13,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day13,Fay->Nia:index_care,Nia->Fay:compost:0.00,compost:none,not_ready,True,replay:254:greenhouse_heat_loop
255,13,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day13,Ari->Ari:cut_planks,Fay->Ari:resin:0.22,resin:none,not_ready,True,replay:255:flood_bridge_market_route
256,13,Milo,archive_public_kiosk,v26:Milo:archive_public_kiosk:day13,Nia->Milo:lamp_mount,Milo->Nia:glass:0.17,glass:greenhouse_heat_loop,not_ready,True,replay:256:archive_public_kiosk
257,13,Milo,dusk_signal_court,v26:Milo:dusk_signal_court:day13,Milo->Milo:string_wire,Nia->Milo:wire:0.06,wire:none,not_ready,True,replay:257:dusk_signal_court
258,13,Nia,greenhouse_heat_loop,v26:Nia:greenhouse_heat_loop:day13,Fay->Nia:index_care,Nia->Fay:compost:0.14,compost:archive_public_kiosk,not_ready,True,replay:258:greenhouse_heat_loop
259,13,Ari,flood_bridge_market_route,v26:Ari:flood_bridge_market_route:day13,Ari->Ari:cut_planks,Fay->Ari:resin:0.02,resin:none,not_ready,True,replay:259:flood_bridge_market_route
260,14,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day14,Nia->Nia:sort_index,Ari->Nia:paper:0.22,paper:none,not_ready,True,replay:260:archive_public_kiosk
261,14,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day14,Milo->Nia:signal_code,Nia->Fay:glass:1.01,glass:dusk_signal_court,not_ready,True,replay:261:dusk_signal_court
262,14,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day14,Fay->Ari:fit_glass,Ari->Fay:glass:0.82,glass:none,not_ready,True,replay:262:greenhouse_heat_loop
263,14,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day14,Ari->Fay:seal_joints,Fay->Nia:rope:1.27,rope:flood_bridge_market_route,not_ready,True,replay:263:flood_bridge_market_route
264,14,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day14,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:dusk_signal_court,not_ready,True,replay:264:archive_public_kiosk
265,14,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day14,Milo->Nia:signal_code,Nia->Milo:glass:0.10,glass:none,not_ready,True,replay:265:dusk_signal_court
266,14,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day14,Fay->Ari:fit_glass,Ari->Fay:glass:0.99,glass:flood_bridge_market_route,not_ready,True,replay:266:greenhouse_heat_loop
267,14,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day14,Ari->Fay:seal_joints,Fay->Ari:rope:0.04,rope:none,not_ready,True,replay:267:flood_bridge_market_route
268,14,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day14,Nia->Nia:sort_index,Nia->Milo:paper:0.92,paper:archive_public_kiosk,not_ready,True,replay:268:archive_public_kiosk
269,14,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day14,Milo->Nia:signal_code,Nia->Fay:glass:1.18,glass:dusk_signal_court,not_ready,True,replay:269:dusk_signal_court
270,14,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day14,Fay->Ari:fit_glass,Fay->Ari:glass:0.78,glass:greenhouse_heat_loop,not_ready,True,replay:270:greenhouse_heat_loop
271,14,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day14,Ari->Fay:seal_joints,Fay->Nia:rope:1.41,rope:flood_bridge_market_route,not_ready,True,replay:271:flood_bridge_market_route
272,14,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day14,Nia->Nia:sort_index,Ari->Nia:paper:0.33,paper:none,not_ready,True,replay:272:archive_public_kiosk
273,14,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day14,Milo->Nia:signal_code,Nia->Milo:glass:0.21,glass:greenhouse_heat_loop,not_ready,True,replay:273:dusk_signal_court
274,14,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day14,Fay->Ari:fit_glass,Ari->Fay:glass:1.05,glass:none,not_ready,True,replay:274:greenhouse_heat_loop
275,14,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day14,Ari->Fay:seal_joints,Fay->Ari:rope:0.21,rope:archive_public_kiosk,not_ready,True,replay:275:flood_bridge_market_route
276,14,Nia,archive_public_kiosk,v26:Nia:archive_public_kiosk:day14,Nia->Nia:sort_index,Nia->Milo:paper:0.83,paper:archive_public_kiosk,not_ready,True,replay:276:archive_public_kiosk
277,14,Nia,dusk_signal_court,v26:Nia:dusk_signal_court:day14,Milo->Nia:signal_code,Nia->Milo:glass:0.21,glass:none,not_ready,True,replay:277:dusk_signal_court
278,14,Ari,greenhouse_heat_loop,v26:Ari:greenhouse_heat_loop:day14,Fay->Ari:fit_glass,Fay->Ari:glass:0.77,glass:greenhouse_heat_loop,not_ready,True,replay:278:greenhouse_heat_loop
279,14,Fay,flood_bridge_market_route,v26:Fay:flood_bridge_market_route:day14,Ari->Fay:seal_joints,Fay->Ari:rope:0.21,rope:none,not_ready,True,replay:279:flood_bridge_market_route
