tick_id,day,agent,route_id,public_memory_key,remembered_branch,remembered_import_export,remembered_simultaneous_task,remembered_dialogue,remembered_recovery,private_workspace_sealed,replay_pointer
151,11,Milo,signal_orchard,v31:Milo:signal_orchard:day11,dusk road,imports:7 rev:8,tasks:9 debt:0.00,turn:2 kind:none,0.94,True,replay:151:signal_orchard
152,11,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day11,market plank route,imports:6 rev:7,tasks:8 debt:0.00,turn:3 kind:none,0.94,True,replay:152:orchard_riverbend
153,11,Juno,central_repair_ring,v31:Juno:central_repair_ring:day11,outer bell path,imports:6 rev:7,tasks:9 debt:0.00,turn:1 kind:planning_followup,0.94,True,replay:153:central_repair_ring
154,11,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day11,orchard ridge detour,imports:7 rev:8,tasks:7 debt:0.01,turn:2 kind:none,0.94,True,replay:154:riverbend_roofward
155,11,Fay,roofward_archive,v31:Fay:roofward_archive:day11,glass stair,imports:6 rev:7,tasks:11 debt:0.05,turn:2 kind:none,0.94,True,replay:155:roofward_archive
156,11,Nia,archive_signal,v31:Nia:archive_signal:day11,paper lane,imports:6 rev:7,tasks:11 debt:0.04,turn:1 kind:none,0.94,True,replay:156:archive_signal
157,11,Milo,signal_orchard,v31:Milo:signal_orchard:day11,dusk road,imports:7 rev:8,tasks:10 debt:0.00,turn:2 kind:none,0.94,True,replay:157:signal_orchard
158,11,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day11,market plank route,imports:6 rev:7,tasks:8 debt:0.00,turn:3 kind:none,0.93,True,replay:158:orchard_riverbend
159,11,Juno,central_repair_ring,v31:Juno:central_repair_ring:day11,outer bell path,imports:7 rev:8,tasks:9 debt:0.00,turn:1 kind:none,0.94,True,replay:159:central_repair_ring
160,11,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day11,orchard ridge detour,imports:7 rev:8,tasks:8 debt:0.00,turn:2 kind:none,0.94,True,replay:160:riverbend_roofward
161,11,Fay,roofward_archive,v31:Fay:roofward_archive:day11,glass stair,imports:6 rev:7,tasks:11 debt:0.05,turn:3 kind:concern,0.94,True,replay:161:roofward_archive
162,11,Nia,archive_signal,v31:Nia:archive_signal:day11,paper lane,imports:6 rev:7,tasks:11 debt:0.04,turn:1 kind:none,0.94,True,replay:162:archive_signal
163,11,Milo,signal_orchard,v31:Milo:signal_orchard:day11,dusk road,imports:7 rev:8,tasks:11 debt:0.00,turn:2 kind:none,0.94,True,replay:163:signal_orchard
164,11,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day11,market plank route,imports:7 rev:8,tasks:8 debt:0.00,turn:3 kind:none,0.94,True,replay:164:orchard_riverbend
165,12,Juno,central_repair_ring,v31:Juno:central_repair_ring:day12,outer bell path,imports:7 rev:8,tasks:9 debt:0.00,turn:1 kind:none,0.94,True,replay:165:central_repair_ring
166,12,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day12,orchard ridge detour,imports:8 rev:9,tasks:8 debt:0.00,turn:2 kind:none,0.94,True,replay:166:riverbend_roofward
167,12,Fay,roofward_archive,v31:Fay:roofward_archive:day12,glass stair,imports:6 rev:7,tasks:12 debt:0.04,turn:3 kind:none,0.94,True,replay:167:roofward_archive
168,12,Nia,archive_signal,v31:Nia:archive_signal:day12,paper lane,imports:6 rev:7,tasks:11 debt:0.04,turn:2 kind:thanks,0.94,True,replay:168:archive_signal
169,12,Milo,signal_orchard,v31:Milo:signal_orchard:day12,dusk road,imports:7 rev:8,tasks:11 debt:0.00,turn:2 kind:none,0.94,True,replay:169:signal_orchard
170,12,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day12,market plank route,imports:7 rev:8,tasks:8 debt:0.00,turn:3 kind:none,0.93,True,replay:170:orchard_riverbend
171,12,Juno,central_repair_ring,v31:Juno:central_repair_ring:day12,outer bell path,imports:7 rev:8,tasks:9 debt:0.00,turn:1 kind:none,0.93,True,replay:171:central_repair_ring
172,12,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day12,orchard ridge detour,imports:8 rev:9,tasks:8 debt:0.00,turn:2 kind:none,0.94,True,replay:172:riverbend_roofward
173,12,Fay,roofward_archive,v31:Fay:roofward_archive:day12,glass stair,imports:6 rev:7,tasks:12 debt:0.04,turn:3 kind:none,0.93,True,replay:173:roofward_archive
174,12,Nia,archive_signal,v31:Nia:archive_signal:day12,paper lane,imports:7 rev:8,tasks:11 debt:0.04,turn:2 kind:none,0.94,True,replay:174:archive_signal
175,12,Milo,signal_orchard,v31:Milo:signal_orchard:day12,dusk road,imports:7 rev:8,tasks:12 debt:0.00,turn:2 kind:none,0.94,True,replay:175:signal_orchard
176,12,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day12,market plank route,imports:7 rev:8,tasks:9 debt:0.00,turn:4 kind:thanks,0.94,True,replay:176:orchard_riverbend
177,12,Juno,central_repair_ring,v31:Juno:central_repair_ring:day12,outer bell path,imports:7 rev:8,tasks:9 debt:0.00,turn:1 kind:none,0.93,True,replay:177:central_repair_ring
178,12,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day12,orchard ridge detour,imports:8 rev:9,tasks:9 debt:0.00,turn:2 kind:none,0.94,True,replay:178:riverbend_roofward
179,12,Fay,roofward_archive,v31:Fay:roofward_archive:day12,glass stair,imports:7 rev:8,tasks:12 debt:0.04,turn:3 kind:none,0.94,True,replay:179:roofward_archive
180,13,Nia,archive_signal,v31:Nia:archive_signal:day13,paper lane,imports:7 rev:8,tasks:11 debt:0.04,turn:2 kind:none,0.94,True,replay:180:archive_signal
181,13,Milo,signal_orchard,v31:Milo:signal_orchard:day13,dusk road,imports:8 rev:9,tasks:12 debt:0.00,turn:2 kind:none,0.94,True,replay:181:signal_orchard
182,13,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day13,market plank route,imports:7 rev:8,tasks:10 debt:0.00,turn:4 kind:none,0.94,True,replay:182:orchard_riverbend
183,13,Juno,central_repair_ring,v31:Juno:central_repair_ring:day13,outer bell path,imports:7 rev:8,tasks:10 debt:0.00,turn:2 kind:thanks,0.94,True,replay:183:central_repair_ring
184,13,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day13,orchard ridge detour,imports:8 rev:9,tasks:9 debt:0.00,turn:2 kind:none,0.93,True,replay:184:riverbend_roofward
185,13,Fay,roofward_archive,v31:Fay:roofward_archive:day13,glass stair,imports:7 rev:8,tasks:13 debt:0.02,turn:3 kind:none,0.94,True,replay:185:roofward_archive
186,13,Nia,archive_signal,v31:Nia:archive_signal:day13,paper lane,imports:7 rev:8,tasks:11 debt:0.04,turn:2 kind:none,0.93,True,replay:186:archive_signal
187,13,Milo,signal_orchard,v31:Milo:signal_orchard:day13,dusk road,imports:8 rev:9,tasks:12 debt:0.00,turn:2 kind:none,0.93,True,replay:187:signal_orchard
188,13,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day13,market plank route,imports:7 rev:8,tasks:10 debt:0.00,turn:4 kind:none,0.94,True,replay:188:orchard_riverbend
189,13,Juno,central_repair_ring,v31:Juno:central_repair_ring:day13,outer bell path,imports:8 rev:9,tasks:11 debt:0.00,turn:2 kind:none,0.94,True,replay:189:central_repair_ring
190,13,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day13,orchard ridge detour,imports:8 rev:9,tasks:10 debt:0.00,turn:2 kind:none,0.94,True,replay:190:riverbend_roofward
191,13,Fay,roofward_archive,v31:Fay:roofward_archive:day13,glass stair,imports:7 rev:8,tasks:13 debt:0.02,turn:4 kind:planning_followup,0.94,True,replay:191:roofward_archive
192,13,Nia,archive_signal,v31:Nia:archive_signal:day13,paper lane,imports:7 rev:8,tasks:11 debt:0.04,turn:2 kind:none,0.93,True,replay:192:archive_signal
193,13,Milo,signal_orchard,v31:Milo:signal_orchard:day13,dusk road,imports:8 rev:9,tasks:13 debt:0.00,turn:2 kind:none,0.94,True,replay:193:signal_orchard
194,13,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day13,market plank route,imports:8 rev:9,tasks:10 debt:0.00,turn:4 kind:none,0.94,True,replay:194:orchard_riverbend
195,14,Juno,central_repair_ring,v31:Juno:central_repair_ring:day14,outer bell path,imports:8 rev:9,tasks:11 debt:0.00,turn:2 kind:none,0.94,True,replay:195:central_repair_ring
196,14,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day14,orchard ridge detour,imports:9 rev:10,tasks:10 debt:0.00,turn:2 kind:none,0.94,True,replay:196:riverbend_roofward
197,14,Fay,roofward_archive,v31:Fay:roofward_archive:day14,glass stair,imports:7 rev:8,tasks:14 debt:0.01,turn:4 kind:none,0.94,True,replay:197:roofward_archive
198,14,Nia,archive_signal,v31:Nia:archive_signal:day14,paper lane,imports:7 rev:8,tasks:11 debt:0.04,turn:3 kind:thanks,0.94,True,replay:198:archive_signal
199,14,Milo,signal_orchard,v31:Milo:signal_orchard:day14,dusk road,imports:8 rev:9,tasks:13 debt:0.00,turn:2 kind:none,0.93,True,replay:199:signal_orchard
200,14,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day14,market plank route,imports:8 rev:9,tasks:11 debt:0.00,turn:4 kind:none,0.94,True,replay:200:orchard_riverbend
201,14,Juno,central_repair_ring,v31:Juno:central_repair_ring:day14,outer bell path,imports:8 rev:9,tasks:11 debt:0.00,turn:2 kind:none,0.94,True,replay:201:central_repair_ring
202,14,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day14,orchard ridge detour,imports:9 rev:10,tasks:10 debt:0.00,turn:2 kind:none,0.93,True,replay:202:riverbend_roofward
203,14,Fay,roofward_archive,v31:Fay:roofward_archive:day14,glass stair,imports:8 rev:9,tasks:14 debt:0.01,turn:4 kind:none,0.94,True,replay:203:roofward_archive
204,14,Nia,archive_signal,v31:Nia:archive_signal:day14,paper lane,imports:8 rev:9,tasks:11 debt:0.04,turn:3 kind:none,0.94,True,replay:204:archive_signal
205,14,Milo,signal_orchard,v31:Milo:signal_orchard:day14,dusk road,imports:8 rev:9,tasks:14 debt:0.00,turn:2 kind:none,0.94,True,replay:205:signal_orchard
206,14,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day14,market plank route,imports:8 rev:9,tasks:11 debt:0.00,turn:5 kind:planning_followup,0.94,True,replay:206:orchard_riverbend
207,14,Juno,central_repair_ring,v31:Juno:central_repair_ring:day14,outer bell path,imports:8 rev:9,tasks:11 debt:0.00,turn:2 kind:none,0.94,True,replay:207:central_repair_ring
208,14,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day14,orchard ridge detour,imports:9 rev:10,tasks:11 debt:0.00,turn:2 kind:none,0.94,True,replay:208:riverbend_roofward
209,14,Fay,roofward_archive,v31:Fay:roofward_archive:day14,glass stair,imports:9 rev:10,tasks:14 debt:0.01,turn:4 kind:none,0.94,True,replay:209:roofward_archive
210,15,Milo,signal_orchard,v31:Milo:signal_orchard:day15,river lantern loop,imports:9 rev:10,tasks:14 debt:0.00,turn:2 kind:none,0.94,True,replay:210:signal_orchard
211,15,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day15,market plank route,imports:9 rev:10,tasks:11 debt:0.00,turn:5 kind:none,0.94,True,replay:211:orchard_riverbend
212,15,Juno,central_repair_ring,v31:Juno:central_repair_ring:day15,outer bell path,imports:8 rev:9,tasks:12 debt:0.00,turn:2 kind:none,0.94,True,replay:212:central_repair_ring
213,15,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day15,orchard ridge detour,imports:9 rev:10,tasks:11 debt:0.00,turn:3 kind:planning_followup,0.94,True,replay:213:riverbend_roofward
214,15,Fay,roofward_archive,v31:Fay:roofward_archive:day15,cool archive lane,imports:9 rev:10,tasks:14 debt:0.01,turn:4 kind:none,0.94,True,replay:214:roofward_archive
215,15,Nia,archive_signal,v31:Nia:archive_signal:day15,paper lane,imports:8 rev:9,tasks:12 debt:0.02,turn:3 kind:none,0.94,True,replay:215:archive_signal
216,15,Milo,signal_orchard,v31:Milo:signal_orchard:day15,river lantern loop,imports:9 rev:10,tasks:14 debt:0.00,turn:2 kind:none,0.94,True,replay:216:signal_orchard
217,15,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day15,market plank route,imports:9 rev:10,tasks:11 debt:0.00,turn:5 kind:none,0.93,True,replay:217:orchard_riverbend
218,15,Juno,central_repair_ring,v31:Juno:central_repair_ring:day15,outer bell path,imports:8 rev:9,tasks:12 debt:0.00,turn:2 kind:none,0.93,True,replay:218:central_repair_ring
219,15,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day15,orchard ridge detour,imports:10 rev:11,tasks:11 debt:0.00,turn:3 kind:none,0.94,True,replay:219:riverbend_roofward
220,15,Fay,roofward_archive,v31:Fay:roofward_archive:day15,cool archive lane,imports:9 rev:10,tasks:15 debt:0.00,turn:4 kind:none,0.94,True,replay:220:roofward_archive
221,15,Nia,archive_signal,v31:Nia:archive_signal:day15,paper lane,imports:8 rev:9,tasks:12 debt:0.02,turn:4 kind:planning_followup,0.93,True,replay:221:archive_signal
222,15,Milo,signal_orchard,v31:Milo:signal_orchard:day15,river lantern loop,imports:9 rev:10,tasks:14 debt:0.00,turn:2 kind:none,0.94,True,replay:222:signal_orchard
223,15,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day15,market plank route,imports:9 rev:10,tasks:12 debt:0.00,turn:5 kind:none,0.94,True,replay:223:orchard_riverbend
224,15,Juno,central_repair_ring,v31:Juno:central_repair_ring:day15,outer bell path,imports:9 rev:10,tasks:12 debt:0.00,turn:2 kind:none,0.94,True,replay:224:central_repair_ring
225,16,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day16,river ford,imports:10 rev:11,tasks:12 debt:0.00,turn:3 kind:none,0.94,True,replay:225:riverbend_roofward
226,16,Fay,roofward_archive,v31:Fay:roofward_archive:day16,cool archive lane,imports:10 rev:11,tasks:15 debt:0.00,turn:4 kind:none,0.94,True,replay:226:roofward_archive
227,16,Nia,archive_signal,v31:Nia:archive_signal:day16,paper lane,imports:8 rev:9,tasks:13 debt:0.01,turn:4 kind:none,0.94,True,replay:227:archive_signal
228,16,Milo,signal_orchard,v31:Milo:signal_orchard:day16,river lantern loop,imports:9 rev:10,tasks:14 debt:0.00,turn:3 kind:thanks,0.94,True,replay:228:signal_orchard
229,16,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day16,fen track,imports:9 rev:10,tasks:12 debt:0.00,turn:5 kind:none,0.94,True,replay:229:orchard_riverbend
230,16,Juno,central_repair_ring,v31:Juno:central_repair_ring:day16,outer bell path,imports:9 rev:10,tasks:13 debt:0.00,turn:2 kind:none,0.94,True,replay:230:central_repair_ring
231,16,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day16,river ford,imports:10 rev:11,tasks:13 debt:0.00,turn:3 kind:none,0.94,True,replay:231:riverbend_roofward
232,16,Fay,roofward_archive,v31:Fay:roofward_archive:day16,cool archive lane,imports:10 rev:11,tasks:15 debt:0.00,turn:4 kind:none,0.94,True,replay:232:roofward_archive
233,16,Nia,archive_signal,v31:Nia:archive_signal:day16,paper lane,imports:8 rev:9,tasks:13 debt:0.01,turn:4 kind:none,0.94,True,replay:233:archive_signal
234,16,Milo,signal_orchard,v31:Milo:signal_orchard:day16,river lantern loop,imports:10 rev:11,tasks:14 debt:0.00,turn:3 kind:none,0.94,True,replay:234:signal_orchard
235,16,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day16,fen track,imports:9 rev:10,tasks:13 debt:0.00,turn:5 kind:none,0.94,True,replay:235:orchard_riverbend
236,16,Juno,central_repair_ring,v31:Juno:central_repair_ring:day16,outer bell path,imports:9 rev:10,tasks:13 debt:0.00,turn:3 kind:planning_followup,0.94,True,replay:236:central_repair_ring
237,16,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day16,river ford,imports:10 rev:11,tasks:14 debt:0.00,turn:3 kind:none,0.94,True,replay:237:riverbend_roofward
238,16,Fay,roofward_archive,v31:Fay:roofward_archive:day16,cool archive lane,imports:10 rev:11,tasks:15 debt:0.00,turn:4 kind:none,0.94,True,replay:238:roofward_archive
239,16,Nia,archive_signal,v31:Nia:archive_signal:day16,paper lane,imports:9 rev:10,tasks:13 debt:0.01,turn:4 kind:none,0.94,True,replay:239:archive_signal
240,17,Milo,signal_orchard,v31:Milo:signal_orchard:day17,river lantern loop,imports:10 rev:11,tasks:14 debt:0.00,turn:3 kind:none,0.94,True,replay:240:signal_orchard
241,17,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day17,fen track,imports:10 rev:11,tasks:13 debt:0.00,turn:5 kind:none,0.94,True,replay:241:orchard_riverbend
242,17,Juno,central_repair_ring,v31:Juno:central_repair_ring:day17,outer bell path,imports:9 rev:10,tasks:14 debt:0.00,turn:3 kind:none,0.94,True,replay:242:central_repair_ring
243,17,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day17,river ford,imports:10 rev:11,tasks:14 debt:0.00,turn:4 kind:planning_followup,0.94,True,replay:243:riverbend_roofward
244,17,Fay,roofward_archive,v31:Fay:roofward_archive:day17,cool archive lane,imports:10 rev:11,tasks:16 debt:0.00,turn:4 kind:none,0.94,True,replay:244:roofward_archive
245,17,Nia,archive_signal,v31:Nia:archive_signal:day17,paper lane,imports:9 rev:10,tasks:14 debt:0.00,turn:4 kind:none,0.94,True,replay:245:archive_signal
246,17,Milo,signal_orchard,v31:Milo:signal_orchard:day17,river lantern loop,imports:10 rev:11,tasks:14 debt:0.00,turn:3 kind:none,0.94,True,replay:246:signal_orchard
247,17,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day17,fen track,imports:10 rev:11,tasks:13 debt:0.00,turn:5 kind:none,0.93,True,replay:247:orchard_riverbend
248,17,Juno,central_repair_ring,v31:Juno:central_repair_ring:day17,outer bell path,imports:9 rev:10,tasks:14 debt:0.00,turn:3 kind:none,0.94,True,replay:248:central_repair_ring
249,17,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day17,river ford,imports:11 rev:12,tasks:14 debt:0.00,turn:4 kind:none,0.94,True,replay:249:riverbend_roofward
250,17,Fay,roofward_archive,v31:Fay:roofward_archive:day17,cool archive lane,imports:10 rev:11,tasks:17 debt:0.00,turn:4 kind:none,0.94,True,replay:250:roofward_archive
251,17,Nia,archive_signal,v31:Nia:archive_signal:day17,paper lane,imports:9 rev:10,tasks:14 debt:0.00,turn:5 kind:planning_followup,0.94,True,replay:251:archive_signal
252,17,Milo,signal_orchard,v31:Milo:signal_orchard:day17,river lantern loop,imports:11 rev:12,tasks:14 debt:0.00,turn:3 kind:none,0.94,True,replay:252:signal_orchard
253,17,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day17,fen track,imports:10 rev:11,tasks:14 debt:0.00,turn:5 kind:none,0.94,True,replay:253:orchard_riverbend
254,17,Juno,central_repair_ring,v31:Juno:central_repair_ring:day17,outer bell path,imports:10 rev:11,tasks:14 debt:0.00,turn:3 kind:none,0.94,True,replay:254:central_repair_ring
255,18,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day18,river ford,imports:11 rev:12,tasks:14 debt:0.00,turn:4 kind:none,0.94,True,replay:255:riverbend_roofward
256,18,Fay,roofward_archive,v31:Fay:roofward_archive:day18,cool archive lane,imports:11 rev:12,tasks:17 debt:0.00,turn:4 kind:none,0.94,True,replay:256:roofward_archive
257,18,Nia,archive_signal,v31:Nia:archive_signal:day18,paper lane,imports:9 rev:10,tasks:15 debt:0.00,turn:5 kind:none,0.94,True,replay:257:archive_signal
258,18,Milo,signal_orchard,v31:Milo:signal_orchard:day18,river lantern loop,imports:11 rev:12,tasks:14 debt:0.00,turn:4 kind:planning_followup,0.94,True,replay:258:signal_orchard
259,18,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day18,fen track,imports:11 rev:12,tasks:14 debt:0.00,turn:5 kind:none,0.94,True,replay:259:orchard_riverbend
260,18,Juno,central_repair_ring,v31:Juno:central_repair_ring:day18,outer bell path,imports:10 rev:11,tasks:15 debt:0.00,turn:3 kind:none,0.94,True,replay:260:central_repair_ring
261,18,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day18,river ford,imports:11 rev:12,tasks:14 debt:0.00,turn:4 kind:none,0.94,True,replay:261:riverbend_roofward
262,18,Fay,roofward_archive,v31:Fay:roofward_archive:day18,cool archive lane,imports:11 rev:12,tasks:17 debt:0.00,turn:4 kind:none,0.94,True,replay:262:roofward_archive
263,18,Nia,archive_signal,v31:Nia:archive_signal:day18,paper lane,imports:9 rev:10,tasks:16 debt:0.00,turn:5 kind:none,0.94,True,replay:263:archive_signal
264,18,Milo,signal_orchard,v31:Milo:signal_orchard:day18,river lantern loop,imports:12 rev:13,tasks:14 debt:0.00,turn:4 kind:none,0.94,True,replay:264:signal_orchard
265,18,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day18,fen track,imports:11 rev:12,tasks:15 debt:0.00,turn:5 kind:none,0.94,True,replay:265:orchard_riverbend
266,18,Juno,central_repair_ring,v31:Juno:central_repair_ring:day18,outer bell path,imports:10 rev:11,tasks:15 debt:0.00,turn:4 kind:planning_followup,0.94,True,replay:266:central_repair_ring
267,18,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day18,river ford,imports:11 rev:12,tasks:14 debt:0.00,turn:4 kind:none,0.94,True,replay:267:riverbend_roofward
268,18,Fay,roofward_archive,v31:Fay:roofward_archive:day18,cool archive lane,imports:11 rev:12,tasks:18 debt:0.00,turn:4 kind:none,0.94,True,replay:268:roofward_archive
269,18,Nia,archive_signal,v31:Nia:archive_signal:day18,paper lane,imports:10 rev:11,tasks:17 debt:0.00,turn:5 kind:none,0.94,True,replay:269:archive_signal
270,19,Milo,signal_orchard,v31:Milo:signal_orchard:day19,river lantern loop,imports:12 rev:13,tasks:15 debt:0.02,turn:4 kind:none,0.94,True,replay:270:signal_orchard
271,19,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day19,fen track,imports:12 rev:13,tasks:15 debt:0.00,turn:5 kind:none,0.94,True,replay:271:orchard_riverbend
272,19,Juno,central_repair_ring,v31:Juno:central_repair_ring:day19,outer bell path,imports:10 rev:11,tasks:15 debt:0.00,turn:4 kind:none,0.94,True,replay:272:central_repair_ring
273,19,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day19,river ford,imports:11 rev:12,tasks:14 debt:0.00,turn:5 kind:planning_followup,0.93,True,replay:273:riverbend_roofward
274,19,Fay,roofward_archive,v31:Fay:roofward_archive:day19,cool archive lane,imports:11 rev:12,tasks:18 debt:0.00,turn:4 kind:none,0.94,True,replay:274:roofward_archive
275,19,Nia,archive_signal,v31:Nia:archive_signal:day19,paper lane,imports:10 rev:11,tasks:18 debt:0.00,turn:5 kind:none,0.94,True,replay:275:archive_signal
276,19,Milo,signal_orchard,v31:Milo:signal_orchard:day19,river lantern loop,imports:12 rev:13,tasks:16 debt:0.04,turn:4 kind:none,0.94,True,replay:276:signal_orchard
277,19,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day19,fen track,imports:12 rev:13,tasks:15 debt:0.00,turn:5 kind:none,0.94,True,replay:277:orchard_riverbend
278,19,Juno,central_repair_ring,v31:Juno:central_repair_ring:day19,outer bell path,imports:10 rev:11,tasks:15 debt:0.00,turn:4 kind:none,0.94,True,replay:278:central_repair_ring
279,19,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day19,river ford,imports:11 rev:12,tasks:14 debt:0.00,turn:5 kind:none,0.92,True,replay:279:riverbend_roofward
280,19,Fay,roofward_archive,v31:Fay:roofward_archive:day19,cool archive lane,imports:11 rev:12,tasks:19 debt:0.00,turn:4 kind:none,0.94,True,replay:280:roofward_archive
281,19,Nia,archive_signal,v31:Nia:archive_signal:day19,paper lane,imports:10 rev:11,tasks:18 debt:0.00,turn:6 kind:planning_followup,0.94,True,replay:281:archive_signal
282,19,Milo,signal_orchard,v31:Milo:signal_orchard:day19,river lantern loop,imports:12 rev:13,tasks:17 debt:0.05,turn:4 kind:none,0.94,True,replay:282:signal_orchard
283,19,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day19,fen track,imports:12 rev:13,tasks:16 debt:0.00,turn:5 kind:none,0.94,True,replay:283:orchard_riverbend
284,19,Juno,central_repair_ring,v31:Juno:central_repair_ring:day19,outer bell path,imports:11 rev:12,tasks:15 debt:0.00,turn:4 kind:none,0.94,True,replay:284:central_repair_ring
285,20,Fay,roofward_archive,v31:Fay:roofward_archive:day20,cool archive lane,imports:11 rev:12,tasks:19 debt:0.00,turn:4 kind:none,0.94,True,replay:285:roofward_archive
286,20,Nia,archive_signal,v31:Nia:archive_signal:day20,paper lane,imports:11 rev:12,tasks:18 debt:0.00,turn:6 kind:none,0.94,True,replay:286:archive_signal
287,20,Milo,signal_orchard,v31:Milo:signal_orchard:day20,river lantern loop,imports:12 rev:13,tasks:18 debt:0.04,turn:4 kind:none,0.94,True,replay:287:signal_orchard
288,20,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day20,fen track,imports:12 rev:13,tasks:17 debt:0.02,turn:6 kind:planning_followup,0.94,True,replay:288:orchard_riverbend
289,20,Juno,central_repair_ring,v31:Juno:central_repair_ring:day20,inner repair yard,imports:11 rev:12,tasks:15 debt:0.00,turn:4 kind:none,0.93,True,replay:289:central_repair_ring
290,20,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day20,river ford,imports:11 rev:12,tasks:15 debt:0.00,turn:5 kind:none,0.94,True,replay:290:riverbend_roofward
291,20,Fay,roofward_archive,v31:Fay:roofward_archive:day20,cool archive lane,imports:11 rev:12,tasks:19 debt:0.00,turn:4 kind:none,0.93,True,replay:291:roofward_archive
292,20,Nia,archive_signal,v31:Nia:archive_signal:day20,paper lane,imports:11 rev:12,tasks:18 debt:0.00,turn:6 kind:none,0.93,True,replay:292:archive_signal
293,20,Milo,signal_orchard,v31:Milo:signal_orchard:day20,river lantern loop,imports:12 rev:13,tasks:18 debt:0.04,turn:4 kind:none,0.94,True,replay:293:signal_orchard
294,20,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day20,fen track,imports:13 rev:14,tasks:18 debt:0.04,turn:6 kind:none,0.94,True,replay:294:orchard_riverbend
295,20,Juno,central_repair_ring,v31:Juno:central_repair_ring:day20,inner repair yard,imports:11 rev:12,tasks:16 debt:0.00,turn:4 kind:none,0.94,True,replay:295:central_repair_ring
296,20,Ari,riverbend_roofward,v31:Ari:riverbend_roofward:day20,river ford,imports:11 rev:12,tasks:15 debt:0.00,turn:6 kind:planning_followup,0.94,True,replay:296:riverbend_roofward
297,20,Fay,roofward_archive,v31:Fay:roofward_archive:day20,cool archive lane,imports:11 rev:12,tasks:19 debt:0.00,turn:4 kind:none,0.93,True,replay:297:roofward_archive
298,20,Nia,archive_signal,v31:Nia:archive_signal:day20,paper lane,imports:11 rev:12,tasks:19 debt:0.00,turn:6 kind:none,0.94,True,replay:298:archive_signal
299,20,Milo,signal_orchard,v31:Milo:signal_orchard:day20,river lantern loop,imports:13 rev:14,tasks:18 debt:0.04,turn:4 kind:none,0.94,True,replay:299:signal_orchard
300,21,Ivo,orchard_riverbend,v31:Ivo:orchard_riverbend:day21,market plank route,imports:13 rev:14,tasks:18 debt:0.04,turn:6 kind:none,0.94,True,replay:300:orchard_riverbend
301,21,Juno,central_repair_ring,v31:Juno:central_repair_ring:day21,inner repair yard,imports:12 rev:13,tasks:17 debt:0.00,turn:4 kind:none,0.94,True,replay:301:central_repair_ring
