tick_id,day,tick,caravan_id,route_id,source,destination,position,speed,cargo,cargo_amount,fatigue,blocked,arrived,visible_marker
208,15,12,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.667183,0.096704,planks,1.2,0.617653,False,False,moving
209,15,13,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.829323,0.096239,herbs,1.35,0.646711,False,False,moving
210,16,0,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.626487,0.097082,paper,1.65,0.668634,False,False,moving
211,16,1,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.515167,0.100072,oil,1.8,0.705677,False,False,moving
212,16,2,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.633085,0.097317,seeds,1.2,0.728571,False,False,moving
213,16,3,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.086623,0.094068,wire,1.35,0.633105,False,False,moving
214,16,4,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.686956,0.101318,planks,1.35,0.627837,False,False,moving
215,16,5,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.851739,0.098453,herbs,1.5,0.657615,False,False,moving
216,16,6,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.642829,0.095702,paper,1.65,0.680258,False,False,moving
217,16,7,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.531031,0.098709,oil,1.8,0.716221,False,False,moving
218,16,8,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.650124,0.093543,seeds,1.2,0.740555,False,False,moving
219,16,9,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.11621,0.10107,wire,1.35,0.643289,False,False,moving
220,16,10,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.710755,0.099955,planks,1.35,0.638381,False,False,moving
221,16,11,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.873842,0.097078,herbs,1.5,0.668879,False,False,moving
222,16,12,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.65955,0.097916,paper,1.65,0.691162,False,False,moving
223,16,13,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.546676,0.09734,oil,1.8,0.727125,False,False,moving
224,17,0,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.668002,0.098151,seeds,1.35,0.751099,False,False,moving
225,17,1,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.144696,0.097307,wire,1.5,0.654553,False,False,moving
226,17,2,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.729527,0.096186,planks,1.5,0.650005,False,False,moving
227,17,3,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.895905,0.096898,herbs,1.65,0.680143,False,False,moving
228,17,4,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.676036,0.096541,paper,1.8,0.702426,False,False,moving
229,17,5,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.562678,0.099566,oil,1.2,0.737309,False,False,moving
230,17,6,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.685631,0.096782,seeds,1.35,0.762003,False,False,moving
231,17,7,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.178956,0.095927,wire,1.5,0.666177,False,False,moving
232,17,8,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.74873,0.0984,planks,1.5,0.660909,False,False,moving
233,17,9,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.918199,0.097918,herbs,1.65,0.691047,False,False,moving
234,17,10,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.692286,0.095161,paper,1.8,0.71405,False,False,moving
235,17,11,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.578461,0.098203,oil,1.2,0.747853,False,False,moving
236,17,12,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.702572,0.093008,seeds,1.35,0.773987,False,False,moving
237,17,13,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.208388,0.100541,wire,1.5,0.676361,False,False,moving
238,18,0,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.767666,0.097025,planks,1.65,0.672173,False,False,moving
239,18,1,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.941001,0.100143,herbs,1.8,0.701231,False,False,moving
240,18,2,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.708914,0.097375,paper,1.2,0.724954,False,False,moving
241,18,3,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.593253,0.092034,oil,1.35,0.760197,False,False,moving
242,18,4,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.724265,0.097616,seeds,1.5,0.784531,False,False,moving
243,18,5,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.236719,0.096778,wire,1.65,0.687625,False,False,moving
244,18,6,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.786332,0.095645,planks,1.65,0.683797,False,False,moving
245,18,7,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.963492,0.09878,herbs,1.8,0.711775,False,False,moving
246,18,8,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.724898,0.093601,paper,1.2,0.736938,False,False,moving
247,18,9,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.60917,0.099037,oil,1.35,0.770381,False,False,moving
248,18,10,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.741796,0.096248,seeds,1.5,0.795435,False,False,moving
249,18,11,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.264646,0.095398,wire,1.65,0.699249,False,False,moving
250,18,12,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.80543,0.097859,planks,1.65,0.694701,False,False,moving
251,18,13,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.985671,0.097412,herbs,1.8,0.722679,False,False,moving
252,19,0,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.746233,0.102409,paper,1.35,0.746222,False,False,moving
253,19,1,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.628675,0.099474,oil,1.5,0.780385,False,False,moving
254,19,2,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.760498,0.102673,seeds,1.65,0.804359,False,False,moving
255,19,3,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.293748,0.099412,wire,1.8,0.709613,False,False,moving
256,19,4,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.82508,0.100685,planks,1.8,0.704705,False,False,moving
257,19,5,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.0,0.103837,herbs,1.2,0.622679,False,True,arrived
258,19,6,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.767287,0.10106,paper,1.35,0.755866,False,False,moving
259,19,7,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.647913,0.098114,oil,1.5,0.790749,False,False,moving
260,19,8,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.778518,0.09893,seeds,1.65,0.814363,False,False,moving
261,19,9,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.323152,0.100446,wire,1.8,0.719617,False,False,moving
262,19,10,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.844464,0.099325,planks,1.8,0.715069,False,False,moving
263,19,11,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.028955,0.104237,herbs,1.2,0.631963,False,False,moving
264,19,12,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.787559,0.097306,paper,1.35,0.76659,False,False,moving
265,19,13,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.66806,0.102748,oil,1.5,0.799673,False,False,moving
266,20,0,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.8002,0.09757,seeds,1.8,0.824727,False,False,moving
267,20,1,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.353213,0.102686,wire,1.2,0.728901,False,False,moving
268,20,2,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.864284,0.101559,planks,1.2,0.724713,False,False,moving
269,20,3,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.056202,0.098089,herbs,1.35,0.643047,False,False,moving
270,20,4,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.808796,0.101935,paper,1.5,0.775874,False,False,moving
271,20,5,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.687472,0.099005,oil,1.65,0.809677,False,False,moving
272,20,6,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.822912,0.102204,seeds,1.8,0.833651,False,False,moving
273,20,7,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.389405,0.101338,wire,1.2,0.738545,False,False,moving
274,20,8,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.883372,0.097805,planks,1.2,0.735437,False,False,moving
275,20,9,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.085399,0.105111,herbs,1.35,0.651971,False,False,moving
276,20,10,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.829751,0.100586,paper,1.5,0.785518,False,False,moving
277,20,11,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.706619,0.097645,oil,1.65,0.820041,False,False,moving
278,20,12,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.844793,0.098462,seeds,1.8,0.843655,False,False,moving
279,20,13,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.425113,0.099983,wire,1.2,0.748549,False,False,moving
280,21,0,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.11389,0.102568,herbs,1.5,0.661615,False,False,moving
281,21,1,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.850175,0.098032,paper,1.65,0.795882,False,False,moving
282,21,2,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.726438,0.101079,oil,1.8,0.829325,False,False,moving
283,21,3,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.866104,0.095902,seeds,1.2,0.854379,False,False,moving
284,21,4,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.46205,0.103423,wire,1.35,0.757473,False,False,moving
285,21,5,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.903363,0.102433,planks,1.35,0.744721,False,False,moving
286,21,6,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.142005,0.101214,herbs,1.5,0.671619,False,False,moving
287,21,7,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.871563,0.102666,paper,1.65,0.804806,False,False,moving
288,21,8,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.745523,0.097331,oil,1.8,0.839689,False,False,moving
289,21,9,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.887644,0.09693,seeds,1.2,0.864743,False,False,moving
290,21,10,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.498507,0.10208,wire,1.35,0.766757,False,False,moving
291,21,11,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.92309,0.101084,planks,1.35,0.754365,False,False,moving
292,21,12,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.169076,0.097454,herbs,1.5,0.682703,False,False,moving
293,21,13,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.892672,0.101323,paper,1.65,0.81409,False,False,moving
294,22,0,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.765516,0.101965,oil,1.2,0.848613,False,False,moving
295,22,1,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.909681,0.099164,seeds,1.35,0.874387,False,False,moving
296,22,2,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.533626,0.098332,wire,1.5,0.777121,False,False,moving
297,22,3,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.947121,0.10093,planks,1.5,0.764009,False,False,moving
298,22,4,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.197431,0.102077,herbs,1.65,0.692347,False,False,moving
299,22,5,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.913,0.097575,paper,1.8,0.824454,False,False,moving
300,22,6,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.785246,0.100622,oil,1.2,0.857897,False,False,moving
301,22,7,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.931416,0.09781,seeds,1.35,0.884391,False,False,moving
302,22,8,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.569542,0.100566,wire,1.5,0.786765,False,False,moving
303,22,9,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.967023,0.101976,planks,1.5,0.773293,False,False,moving
304,22,10,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.225409,0.100722,herbs,1.65,0.702351,False,False,moving
305,22,11,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.934294,0.102209,paper,1.8,0.833378,False,False,moving
306,22,12,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.80424,0.096874,oil,1.2,0.868261,False,False,moving
307,22,13,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.95285,0.09645,seeds,1.35,0.894755,False,False,moving
308,23,0,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.604975,0.099212,wire,1.65,0.796769,False,False,moving
309,23,1,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.986193,0.098227,planks,1.65,0.783657,False,False,moving
310,23,2,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.25401,0.102962,herbs,1.8,0.711635,False,False,moving
311,23,3,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.954308,0.096066,paper,1.2,0.844102,False,False,moving
312,23,4,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.824144,0.101508,oil,1.35,0.877185,False,False,moving
313,23,5,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.974779,0.098684,seeds,1.5,0.904399,False,False,moving
314,23,6,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.639922,0.097852,wire,1.65,0.807133,False,False,moving
315,23,7,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.0,0.102861,planks,1.65,0.683657,False,True,arrived
316,23,8,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.281569,0.099214,herbs,1.8,0.721999,False,False,moving
317,23,9,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.974535,0.097094,paper,1.2,0.854466,False,False,moving
318,23,10,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.843784,0.100165,oil,1.35,0.886469,False,False,moving
319,23,11,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.996408,0.09733,seeds,1.5,0.914403,False,False,moving
320,23,12,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.675667,0.100086,wire,1.65,0.816777,False,False,moving
321,23,13,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.024586,0.103261,planks,1.65,0.692941,False,False,moving
322,24,0,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.310416,0.103848,herbs,1.2,0.730923,False,False,moving
323,24,1,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.995229,0.099329,paper,1.35,0.86411,False,False,moving
324,24,2,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.862689,0.096417,oil,1.5,0.896833,False,False,moving
325,24,3,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.0,0.09717,seeds,1.65,0.814403,False,True,arrived
326,24,4,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.710928,0.098732,wire,1.8,0.826781,False,False,moving
327,24,5,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.04828,0.099513,planks,1.8,0.703305,False,False,moving
328,24,6,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.33889,0.102505,herbs,1.2,0.740207,False,False,moving
329,24,7,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.0,0.097974,paper,1.35,0.76411,False,True,arrived
330,24,8,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.882033,0.098651,oil,1.5,0.906477,False,False,moving
331,24,9,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.022215,0.09997,seeds,1.65,0.824047,False,False,moving
332,24,10,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.745704,0.097372,wire,1.8,0.837145,False,False,moving
333,24,11,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.073077,0.104147,planks,1.8,0.712229,False,False,moving
334,24,12,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.366322,0.098757,herbs,1.2,0.750571,False,False,moving
335,24,13,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.020495,0.098374,paper,1.35,0.774474,False,False,moving
336,25,0,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.90111,0.097296,oil,1.65,0.916481,False,False,moving
337,25,1,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.04493,0.102215,seeds,1.8,0.832971,False,False,moving
338,25,2,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.781277,0.099606,wire,1.2,0.846789,False,False,moving
339,25,3,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.096411,0.098004,planks,1.2,0.722953,False,False,moving
340,25,4,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.395042,0.103391,herbs,1.35,0.759495,False,False,moving
341,25,5,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.041455,0.100608,paper,1.5,0.784118,False,False,moving
342,25,6,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.919921,0.095936,oil,1.65,0.92,False,False,moving
343,25,7,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.067346,0.100872,seeds,1.8,0.842255,False,False,moving
344,25,8,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.81551,0.095851,wire,1.2,0.857513,False,False,moving
345,25,9,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.11999,0.099033,planks,1.2,0.733317,False,False,moving
346,25,10,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.423388,0.102048,herbs,1.35,0.768779,False,False,moving
347,25,11,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.062133,0.099254,paper,1.5,0.794122,False,False,moving
348,25,12,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.939192,0.09828,oil,1.65,0.92,False,False,moving
349,25,13,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.089462,0.099524,seeds,1.8,0.851899,False,False,moving
350,26,0,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.851395,0.10048,wire,1.35,0.866797,False,False,moving
351,26,1,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.144101,0.101267,planks,1.35,0.742961,False,False,moving
352,26,2,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.450694,0.0983,herbs,1.5,0.779143,False,False,moving
353,26,3,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.082777,0.099094,paper,1.65,0.804126,False,False,moving
354,26,4,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.958227,0.09708,oil,1.8,0.92,False,False,moving
355,26,5,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.112078,0.10177,seeds,1.2,0.860823,False,False,moving
356,26,6,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.886799,0.099131,wire,1.35,0.876441,False,False,moving
357,26,7,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.16789,0.099913,planks,1.35,0.752965,False,False,moving
358,26,8,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.47862,0.100534,herbs,1.5,0.788787,False,False,moving
359,26,9,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.103638,0.100134,paper,1.65,0.81377,False,False,moving
360,26,10,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.977027,0.09588,oil,1.8,0.92,False,False,moving
361,26,11,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.134395,0.100427,seeds,1.2,0.870107,False,False,moving
362,26,12,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.920863,0.095377,wire,1.35,0.887165,False,False,moving
363,26,13,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.191355,0.098553,planks,1.35,0.763329,False,False,moving
364,27,0,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.50617,0.099179,herbs,1.65,0.798791,False,False,moving
365,27,1,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.124968,0.10238,paper,1.8,0.822694,False,False,moving
366,27,2,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.996298,0.09828,oil,1.2,0.92,False,False,moving
367,27,3,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.155346,0.094278,seeds,1.35,0.881191,False,False,moving
368,27,4,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.956579,0.100005,wire,1.5,0.896449,False,False,moving
369,27,5,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.215352,0.100787,planks,1.5,0.772973,False,False,moving
370,27,6,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.533342,0.097819,herbs,1.65,0.809155,False,False,moving
371,27,7,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.146017,0.101037,paper,1.8,0.831978,False,False,moving
372,27,8,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.0,0.09468,oil,1.2,0.82,False,True,arrived
373,27,9,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.177857,0.101301,seeds,1.35,0.890115,False,False,moving
374,27,10,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.991813,0.098657,wire,1.5,0.906093,False,False,moving
375,27,11,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.239026,0.099432,planks,1.5,0.782977,False,False,moving
376,27,12,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.561134,0.100054,herbs,1.65,0.818799,False,False,moving
377,27,13,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.166785,0.099688,paper,1.8,0.841622,False,False,moving
378,28,0,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.199803,0.098758,seeds,1.5,0.899759,False,False,moving
379,28,1,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.0,0.096103,wire,1.65,0.806093,False,True,arrived
380,28,2,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.26352,0.102872,planks,1.65,0.791901,False,False,moving
381,28,3,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.588217,0.097499,herbs,1.8,0.829163,False,False,moving
382,28,4,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.187022,0.097134,paper,1.2,0.851986,False,False,moving
383,28,5,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.01982,0.10108,oil,1.35,0.829284,False,False,moving
384,28,6,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.221449,0.097404,seeds,1.5,0.909763,False,False,moving
385,28,7,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.036608,0.102503,wire,1.65,0.815017,False,False,moving
386,28,8,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.287122,0.09913,planks,1.65,0.801905,False,False,moving
387,28,9,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.615588,0.098533,herbs,1.8,0.839167,False,False,moving
388,28,10,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.208223,0.101768,paper,1.2,0.86091,False,False,moving
389,28,11,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.039375,0.099731,oil,1.35,0.838928,False,False,moving
390,28,12,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.242258,0.093644,seeds,1.5,0.92,False,False,moving
391,28,13,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.072737,0.10116,wire,1.65,0.824301,False,False,moving
392,29,0,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.3104,0.09777,planks,1.8,0.812269,False,False,moving
393,29,1,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.64358,0.100773,herbs,1.2,0.848451,False,False,moving
394,29,2,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.228645,0.098025,paper,1.35,0.870914,False,False,moving
395,29,3,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.0589,0.099577,oil,1.5,0.848572,False,False,moving
396,29,4,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.264098,0.09828,seeds,1.65,0.92,False,False,moving
397,29,5,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.107526,0.097411,wire,1.8,0.834665,False,False,moving
398,29,6,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.334782,0.102404,planks,1.8,0.821193,False,False,moving
399,29,7,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.671198,0.099425,herbs,1.2,0.858095,False,False,moving
400,29,8,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.244743,0.094265,paper,1.35,0.881998,False,False,moving
401,29,9,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.07863,0.100623,oil,1.5,0.857856,False,False,moving
402,29,10,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.285672,0.09708,seeds,1.65,0.92,False,False,moving
403,29,11,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.143971,0.102045,wire,1.8,0.843589,False,False,moving
404,29,12,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.358273,0.098661,planks,1.8,0.831197,False,False,moving
405,29,13,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.69844,0.09807,herbs,1.2,0.868099,False,False,moving
406,30,0,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.265344,0.098888,paper,1.5,0.891642,False,False,moving
407,30,1,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.097625,0.096874,oil,1.65,0.86822,False,False,moving
408,30,2,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.307778,0.09948,seeds,1.8,0.92,False,False,moving
409,30,3,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.178222,0.095903,wire,1.2,0.854313,False,False,moving
410,30,4,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.38144,0.097301,planks,1.2,0.841561,False,False,moving
411,30,5,caravan:roofward_archive,roofward_archive,roofward,archive_quarter,0.726304,0.10031,herbs,1.35,0.877383,False,False,moving
412,30,6,caravan:archive_signal,archive_signal,archive_quarter,signal_ridge,0.285664,0.097534,paper,1.5,0.901646,False,False,moving
413,30,7,caravan:signal_orchard,signal_orchard,signal_ridge,orchard_fen,0.117528,0.101508,oil,1.65,0.877144,False,False,moving
414,30,8,caravan:orchard_riverbend,orchard_riverbend,orchard_fen,riverbend,0.329085,0.09588,seeds,1.8,0.92,False,False,moving
415,30,9,caravan:central_repair_ring,central_repair_ring,central_exchange,repair_hall,0.21284,0.096931,wire,1.2,0.864677,False,False,moving
416,30,10,caravan:riverbend_roofward,riverbend_roofward,riverbend,roofward,0.40571,0.101935,planks,1.2,0.850485,False,False,moving
