tick_index,day,clock_label,agent,event_kind,event_description,visual_lux,sound_hz,sound_pressure,smell_intensity,ambient_temperature_c,wetness_rate,movement_vibration_hz,flower_phase_deg,pain_signal_rate,breath_rate,sensory_packet
1,1,day 1 05:00,Ari,ordinary_walk,low movement through familiar lane,0.700675,183.649715,0.194659,0.268405,20.445392,0.053088,2.604727,224.087764,0.067,16.874888,see=0.70; hear=0.19@183.6hz; smell=0.27; temp=20.4; wet=0.05; pain=0.07; vib=2.60hz
98,4,day 4 12:00,Ari,avatar_gives_space,avatar steps back and waits,0.751639,167.121258,0.198554,0.248511,20.646566,0.077969,2.234777,299.340872,0.067,14.349036,see=0.75; hear=0.20@167.1hz; smell=0.25; temp=20.6; wet=0.08; pain=0.07; vib=2.23hz
99,4,day 4 13:00,Fay,warm_shelter,dry heat and low sound restore comfort,0.759609,164.340722,0.187917,0.396506,22.406059,0.0,2.419009,81.808636,0.0645,11.873084,see=0.76; hear=0.19@164.3hz; smell=0.40; temp=22.4; wet=0.00; pain=0.06; vib=2.42hz
100,4,day 4 14:00,Milo,trusted_help,known helper shares the work,0.77147,161.99416,0.183109,0.222647,20.56385,0.077621,2.617077,224.5864,0.0605,14.227275,see=0.77; hear=0.18@162.0hz; smell=0.22; temp=20.6; wet=0.08; pain=0.06; vib=2.62hz
101,4,day 4 15:00,Sol,autonomy_pressure,avatar asks again before rest,0.768248,160.146604,0.199457,0.207486,20.520288,0.071104,2.209941,348.454164,0.0695,14.364632,see=0.77; hear=0.20@160.1hz; smell=0.21; temp=20.5; wet=0.07; pain=0.07; vib=2.21hz
102,4,day 4 16:00,Ari,curious_discovery,new beetle-clock pattern invites exploration,0.763827,158.849255,0.16393,0.191628,20.475733,0.061163,2.342594,129.371928,0.067,14.134363,see=0.76; hear=0.16@158.8hz; smell=0.19; temp=20.5; wet=0.06; pain=0.07; vib=2.34hz
103,4,day 4 17:00,Fay,rest_cycle,agent chooses stillness and slow breath,0.518378,158.138068,0.19698,0.175705,20.430552,0.0,2.534913,271.839692,0.0645,11.929273,see=0.52; hear=0.20@158.1hz; smell=0.18; temp=20.4; wet=0.00; pain=0.06; vib=2.53hz
104,4,day 4 18:00,Milo,ritual_hum,group tone stabilizes breath rhythm,0.518309,253.032753,0.670598,0.160353,20.385118,0.035643,2.812215,54.617456,0.0605,14.849706,see=0.52; hear=0.67@253.0hz; smell=0.16; temp=20.4; wet=0.04; pain=0.06; vib=2.81hz
105,4,day 4 19:00,Sol,tool_returned,owned object is returned intact,0.725509,158.536228,0.166226,0.146182,20.339808,0.022873,2.297789,178.48522,0.0695,14.158598,see=0.73; hear=0.17@158.5hz; smell=0.15; temp=20.3; wet=0.02; pain=0.07; vib=2.30hz
106,4,day 4 20:00,Ari,ordinary_walk,low movement through familiar lane,0.735798,159.63454,0.182537,0.133758,20.294995,0.011988,2.69038,319.402984,0.067,16.799731,see=0.74; hear=0.18@159.6hz; smell=0.13; temp=20.3; wet=0.01; pain=0.07; vib=2.69hz
107,4,day 4 21:00,Fay,cold_wet_crossing,wet stones chill feet and slow movement,0.713519,161.29725,0.164287,0.503576,15.351049,0.594187,2.849442,101.870748,0.1845,17.156576,see=0.71; hear=0.16@161.3hz; smell=0.50; temp=15.4; wet=0.59; pain=0.18; vib=2.85hz
108,4,day 4 22:00,Milo,heavy_carry,tool crate adds load and breath cost,0.708613,163.478281,0.197464,0.116042,20.208333,0.000329,3.020309,244.648512,0.2505,17.626276,see=0.71; hear=0.20@163.5hz; smell=0.12; temp=20.2; wet=0.00; pain=0.25; vib=3.02hz
109,4,day 4 23:00,Sol,sharp_noise,sudden metal crack spikes arousal,0.683974,261.117186,0.813181,0.111457,20.1672,0.000838,2.408897,8.516276,0.0695,18.169721,see=0.68; hear=0.81@261.1hz; smell=0.11; temp=20.2; wet=0.00; pain=0.07; vib=2.41hz
110,4,day 4 24:00,Ari,crowding,near bodies reduce personal space,0.682878,264.140833,0.648539,0.110003,20.127989,0.005658,2.470646,149.43404,0.067,17.138943,see=0.68; hear=0.65@264.1hz; smell=0.11; temp=20.1; wet=0.01; pain=0.07; vib=2.47hz
111,4,day 4 25:00,Fay,missed_meal,hunger and thirst rise during work,0.653735,172.465426,0.186427,0.111738,20.091026,0.014258,2.523633,291.901804,0.0645,14.263848,see=0.65; hear=0.19@172.5hz; smell=0.11; temp=20.1; wet=0.01; pain=0.06; vib=2.52hz
112,4,day 4 26:00,Milo,pain_twinge,old strain catches during turn,0.6602,175.998829,0.160981,0.116594,20.056613,0.025693,2.661485,74.679568,0.5405,16.010083,see=0.66; hear=0.16@176.0hz; smell=0.12; temp=20.1; wet=0.03; pain=0.54; vib=2.66hz
113,4,day 4 27:00,Sol,avatar_gives_space,avatar steps back and waits,0.638243,179.643119,0.163597,0.124376,20.025037,0.038702,2.192367,198.547332,0.0695,14.142304,see=0.64; hear=0.16@179.6hz; smell=0.12; temp=20.0; wet=0.04; pain=0.07; vib=2.19hz
114,4,day 4 28:00,Ari,warm_shelter,dry heat and low sound restore comfort,0.624404,183.297299,0.199729,0.294774,21.796558,0.0,2.279101,339.465096,0.067,11.95632,see=0.62; hear=0.20@183.3hz; smell=0.29; temp=21.8; wet=0.00; pain=0.07; vib=2.28hz
115,4,day 4 29:00,Fay,trusted_help,known helper shares the work,0.630023,186.860099,0.187041,0.147373,19.97141,0.063702,2.408716,121.93286,0.0645,14.267656,see=0.63; hear=0.19@186.9hz; smell=0.15; temp=20.0; wet=0.06; pain=0.06; vib=2.41hz
116,4,day 4 30:00,Milo,autonomy_pressure,avatar asks again before rest,0.622487,190.232781,0.185298,0.161672,19.949802,0.07294,2.553718,264.710624,0.0605,14.240847,see=0.62; hear=0.19@190.2hz; smell=0.16; temp=19.9; wet=0.07; pain=0.06; vib=2.55hz
117,4,day 4 31:00,Sol,curious_discovery,new beetle-clock pattern invites exploration,0.621549,193.321877,0.16568,0.177101,19.931913,0.078552,2.090453,28.578388,0.0695,14.155213,see=0.62; hear=0.17@193.3hz; smell=0.18; temp=19.9; wet=0.08; pain=0.07; vib=2.09hz
118,4,day 4 32:00,Ari,rest_cycle,agent chooses stillness and slow breath,0.366218,196.041777,0.192342,0.193044,19.917889,0.0,2.191698,169.496152,0.067,11.910522,see=0.37; hear=0.19@196.0hz; smell=0.19; temp=19.9; wet=0.00; pain=0.07; vib=2.19hz
119,4,day 4 33:00,Fay,ritual_hum,group tone stabilizes breath rhythm,0.37593,293.317102,0.662156,0.208865,19.907846,0.076893,2.429731,311.963916,0.0645,14.813365,see=0.38; hear=0.66@293.3hz; smell=0.21; temp=19.9; wet=0.08; pain=0.06; vib=2.43hz
120,4,day 4 34:00,Milo,tool_returned,owned object is returned intact,0.602787,200.084796,0.183447,0.223934,19.901869,0.069805,2.514457,94.74168,0.0605,14.229369,see=0.60; hear=0.18@200.1hz; smell=0.22; temp=19.9; wet=0.07; pain=0.06; vib=2.51hz
