tick_id,day,settlement_id,resident_id,object_id,mistake_label,repair_action,trust_before,trust_after,repair_need_before,repair_need_after,object_returned,apology_visible,space_given,repair_partial_not_magic,recovery_path_visible
716,40,repair_ring,Vale,bell gauge,minor boundary strain,apologize,0.978,0.98,0.0,0.0,False,True,False,True,True
718,40,roofward,Sera,sun lens,minor boundary strain,drop_object,0.958,0.97,0.0,0.0,True,False,False,True,True
719,40,archive,Vell,ink ribbon,minor boundary strain,apologize,0.947,0.961,0.0,0.0,False,True,False,True,True
720,41,orchard,Ivo,market token,minor boundary strain,wait_respectfully,0.937,0.946,0.0,0.0,False,False,True,True,True
722,41,riverbend,Cee,dry shawl,minor boundary strain,return_object,0.884,0.896,0.0,0.0,True,False,False,True,True
723,41,roofward,Fay,sun lens,minor boundary strain,wait_respectfully,0.931,0.94,0.0,0.0,False,False,True,True,True
732,41,orchard,Ivo,market token,minor boundary strain,drop_object,0.946,0.958,0.0,0.0,True,False,False,True,True
733,41,repair_ring,Pax,bell gauge,minor boundary strain,apologize,0.96,0.974,0.0,0.0,False,True,False,True,True
735,41,roofward,Fay,sun lens,minor boundary strain,drop_object,0.94,0.952,0.0,0.0,True,False,False,True,True
736,41,archive,Toma,ink ribbon,minor boundary strain,apologize,0.947,0.961,0.0,0.0,False,True,False,True,True
737,41,signal,Kesh,signal lens,object mistake,offer_help,0.901,0.907,0.152,0.1412,False,False,False,True,True
739,42,riverbend,Lio,dry shawl,object mistake,return_object,0.848,0.86,0.2076,0.186,True,False,False,True,True
740,42,roofward,Orr,sun lens,minor boundary strain,wait_respectfully,0.937,0.946,0.0,0.0,False,False,True,True,True
745,42,riverbend,Lio,ridge lantern,object mistake,move_forward,0.86,0.86,0.186,0.186,False,False,False,True,True
749,42,orchard,Pim,market token,minor boundary strain,drop_object,0.936,0.948,0.0,0.0,True,False,False,True,True
750,42,repair_ring,Juno,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
751,42,riverbend,Lio,dry shawl,object mistake,pickup_owned_object,0.86,0.86,0.186,0.186,False,False,False,True,True
752,42,roofward,Orr,sun lens,minor boundary strain,drop_object,0.946,0.958,0.0,0.0,True,False,False,True,True
753,42,archive,Nia,ink ribbon,minor boundary strain,apologize,0.935,0.949,0.0,0.0,False,True,False,True,True
754,42,signal,Ren,signal lens,minor boundary strain,offer_help,0.929,0.935,0.0,0.0,False,False,False,True,True
756,43,riverbend,Ari,dry shawl,minor boundary strain,return_object,0.947,0.959,0.0,0.0,True,False,False,True,True
757,43,roofward,Sera,sun lens,minor boundary strain,wait_respectfully,0.977,0.98,0.0,0.0,False,False,True,True,True
765,43,signal,Milo,mast rope,object mistake,pickup_owned_object,0.89,0.89,0.17,0.17,False,False,False,True,True
766,43,orchard,Mara,market token,minor boundary strain,drop_object,0.976,0.98,0.0,0.0,True,False,False,True,True
767,43,repair_ring,Vale,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
769,43,roofward,Sera,sun lens,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
770,43,archive,Vell,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
771,43,signal,Milo,signal lens,object mistake,offer_help,0.897,0.903,0.152,0.1412,False,False,False,True,True
774,44,roofward,Fay,sun lens,minor boundary strain,wait_respectfully,0.959,0.968,0.0,0.0,False,False,True,True,True
783,44,orchard,Ivo,market token,minor boundary strain,drop_object,0.958,0.97,0.0,0.0,True,False,False,True,True
784,44,repair_ring,Pax,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
785,44,riverbend,Cee,dry shawl,object mistake,pickup_owned_object,0.874,0.874,0.17,0.17,False,False,False,True,True
786,44,roofward,Fay,sun lens,minor boundary strain,drop_object,0.968,0.98,0.0,0.0,True,False,False,True,True
787,44,archive,Toma,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
788,44,signal,Kesh,signal lens,object mistake,offer_help,0.92,0.926,0.1232,0.1124,False,False,False,True,True
791,44,riverbend,Cee,ridge lantern,object mistake,offer_help,0.881,0.887,0.152,0.1412,False,False,False,True,True
796,45,riverbend,Lio,ridge lantern,object mistake,move_forward,0.866,0.866,0.186,0.186,False,False,False,True,True
800,45,orchard,Pim,market token,minor boundary strain,drop_object,0.948,0.96,0.0,0.0,True,False,False,True,True
801,45,repair_ring,Juno,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
802,45,riverbend,Lio,dry shawl,object mistake,pickup_owned_object,0.866,0.866,0.186,0.186,False,False,False,True,True
803,45,roofward,Orr,sun lens,minor boundary strain,drop_object,0.958,0.97,0.0,0.0,True,False,False,True,True
804,45,archive,Nia,ink ribbon,minor boundary strain,apologize,0.973,0.98,0.0,0.0,False,True,False,True,True
805,45,signal,Ren,signal lens,minor boundary strain,offer_help,0.938,0.944,0.0,0.0,False,False,False,True,True
808,45,riverbend,Lio,ridge lantern,object mistake,offer_help,0.873,0.879,0.168,0.1572,False,False,False,True,True
817,46,orchard,Mara,market token,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
818,46,repair_ring,Vale,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
820,46,roofward,Sera,sun lens,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
821,46,archive,Vell,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
822,46,signal,Milo,signal lens,object mistake,offer_help,0.916,0.922,0.1232,0.1124,False,False,False,True,True
825,46,riverbend,Ari,ridge lantern,minor boundary strain,offer_help,0.962,0.968,0.0,0.0,False,False,False,True,True
834,47,orchard,Ivo,market token,minor boundary strain,drop_object,0.97,0.98,0.0,0.0,True,False,False,True,True
835,47,repair_ring,Pax,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
837,47,roofward,Fay,sun lens,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
838,47,archive,Toma,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
839,47,signal,Kesh,signal lens,minor boundary strain,offer_help,0.939,0.945,0.0944,0.0836,False,False,False,True,True
842,47,riverbend,Cee,ridge lantern,object mistake,offer_help,0.9,0.906,0.1232,0.1124,False,False,False,True,True
850,48,signal,Ren,mast rope,object mistake,pickup_owned_object,0.922,0.922,0.17,0.17,False,False,False,True,True
851,48,orchard,Pim,market token,minor boundary strain,drop_object,0.96,0.972,0.0,0.0,True,False,False,True,True
852,48,repair_ring,Juno,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
854,48,roofward,Orr,sun lens,minor boundary strain,drop_object,0.97,0.98,0.0,0.0,True,False,False,True,True
855,48,archive,Nia,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
856,48,signal,Ren,signal lens,object mistake,offer_help,0.929,0.935,0.152,0.1412,False,False,False,True,True
859,48,riverbend,Lio,ridge lantern,object mistake,offer_help,0.892,0.898,0.1392,0.1284,False,False,False,True,True
868,49,orchard,Mara,market token,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
869,49,repair_ring,Vale,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
870,49,riverbend,Ari,dry shawl,object mistake,pickup_owned_object,0.946,0.946,0.17,0.17,False,False,False,True,True
871,49,roofward,Sera,sun lens,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
872,49,archive,Vell,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
873,49,signal,Milo,signal lens,minor boundary strain,offer_help,0.935,0.941,0.0944,0.0836,False,False,False,True,True
876,49,riverbend,Ari,ridge lantern,object mistake,offer_help,0.953,0.959,0.152,0.1412,False,False,False,True,True
885,50,orchard,Ivo,market token,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
886,50,repair_ring,Pax,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
888,50,roofward,Fay,sun lens,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
889,50,archive,Toma,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
890,50,signal,Kesh,signal lens,minor boundary strain,offer_help,0.948,0.954,0.0656,0.0548,False,False,False,True,True
893,50,riverbend,Cee,ridge lantern,minor boundary strain,offer_help,0.919,0.925,0.0944,0.0836,False,False,False,True,True
902,51,orchard,Pim,market token,minor boundary strain,drop_object,0.978,0.98,0.0,0.0,True,False,False,True,True
903,51,repair_ring,Juno,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
905,51,roofward,Orr,sun lens,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
906,51,archive,Nia,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
907,51,signal,Ren,signal lens,object mistake,offer_help,0.948,0.954,0.1232,0.1124,False,False,False,True,True
910,51,riverbend,Lio,ridge lantern,minor boundary strain,offer_help,0.901,0.907,0.1104,0.0996,False,False,False,True,True
919,52,orchard,Mara,market token,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
920,52,repair_ring,Vale,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
922,52,roofward,Sera,sun lens,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
923,52,archive,Vell,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
924,52,signal,Milo,signal lens,minor boundary strain,offer_help,0.954,0.96,0.0656,0.0548,False,False,False,True,True
927,52,riverbend,Ari,ridge lantern,object mistake,offer_help,0.972,0.978,0.1232,0.1124,False,False,False,True,True
936,53,orchard,Ivo,market token,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
937,53,repair_ring,Pax,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
939,53,roofward,Fay,sun lens,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
940,53,archive,Toma,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
941,53,signal,Kesh,signal lens,minor boundary strain,offer_help,0.967,0.973,0.0368,0.026,False,False,False,True,True
944,53,riverbend,Cee,ridge lantern,minor boundary strain,offer_help,0.938,0.944,0.0656,0.0548,False,False,False,True,True
953,53,signal,Kesh,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
954,54,repair_ring,Juno,bell gauge,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
955,54,riverbend,Lio,dry shawl,object mistake,pickup_owned_object,0.885,0.885,0.2696,0.2696,False,False,False,True,True
956,54,roofward,Orr,sun lens,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
957,54,archive,Nia,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
958,54,signal,Ren,signal lens,minor boundary strain,offer_help,0.967,0.973,0.0944,0.0836,False,False,False,True,True
961,54,riverbend,Lio,ridge lantern,object mistake,offer_help,0.892,0.898,0.2516,0.2408,False,False,False,True,True
967,54,riverbend,Lio,dry shawl,object mistake,approach_group,0.898,0.898,0.2408,0.2408,False,False,False,True,True
970,54,signal,Ren,signal lens,minor boundary strain,return_object,0.973,0.98,0.0836,0.062,True,False,False,True,True
971,54,orchard,Pim,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
973,55,roofward,Sera,sun lens,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
974,55,archive,Vell,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
975,55,signal,Milo,signal lens,minor boundary strain,offer_help,0.979,0.98,0.0368,0.026,False,False,False,True,True
978,55,riverbend,Ari,ridge lantern,minor boundary strain,offer_help,0.98,0.98,0.0944,0.0836,False,False,False,True,True
987,55,signal,Milo,signal lens,minor boundary strain,return_object,0.98,0.98,0.026,0.0044,True,False,False,True,True
988,55,orchard,Mara,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
990,56,roofward,Fay,sun lens,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
991,56,archive,Toma,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
992,56,signal,Kesh,signal lens,minor boundary strain,offer_help,0.98,0.98,0.0,0.0,False,False,False,True,True
995,56,riverbend,Cee,ridge lantern,minor boundary strain,offer_help,0.947,0.953,0.0368,0.026,False,False,False,True,True
1004,56,signal,Kesh,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1005,56,orchard,Ivo,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1007,56,riverbend,Cee,ridge lantern,minor boundary strain,return_object,0.965,0.977,0.0,0.0,True,False,False,True,True
1008,57,archive,Nia,ink ribbon,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1009,57,signal,Ren,signal lens,minor boundary strain,offer_help,0.98,0.98,0.044,0.0332,False,False,False,True,True
1012,57,riverbend,Lio,ridge lantern,object mistake,offer_help,0.911,0.917,0.2228,0.212,False,False,False,True,True
1018,57,riverbend,Lio,dry shawl,object mistake,approach_group,0.917,0.917,0.212,0.212,False,False,False,True,True
1021,57,signal,Ren,signal lens,minor boundary strain,return_object,0.98,0.98,0.0332,0.0116,True,False,False,True,True
1022,57,orchard,Pim,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1024,57,riverbend,Lio,ridge lantern,object mistake,return_object,0.917,0.929,0.212,0.1904,True,False,False,True,True
1025,57,roofward,Orr,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1026,58,signal,Milo,signal lens,minor boundary strain,offer_help,0.98,0.98,0.0,0.0,False,False,False,True,True
1029,58,riverbend,Ari,ridge lantern,minor boundary strain,offer_help,0.98,0.98,0.0656,0.0548,False,False,False,True,True
1038,58,signal,Milo,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1039,58,orchard,Mara,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1041,58,riverbend,Ari,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.0548,0.0332,True,False,False,True,True
1042,58,roofward,Sera,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1046,59,riverbend,Cee,ridge lantern,minor boundary strain,offer_help,0.98,0.98,0.0,0.0,False,False,False,True,True
1055,59,signal,Kesh,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1056,59,orchard,Ivo,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1058,59,riverbend,Cee,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1059,59,roofward,Fay,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1063,60,riverbend,Lio,ridge lantern,object mistake,offer_help,0.948,0.954,0.1724,0.1616,False,False,False,True,True
1072,60,signal,Ren,signal lens,minor boundary strain,return_object,0.98,0.98,0.0116,0.0,True,False,False,True,True
1073,60,orchard,Pim,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1075,60,riverbend,Lio,ridge lantern,object mistake,return_object,0.954,0.966,0.1616,0.14,True,False,False,True,True
1076,60,roofward,Orr,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1080,61,riverbend,Ari,ridge lantern,minor boundary strain,offer_help,0.98,0.98,0.0152,0.0044,False,False,False,True,True
1089,61,signal,Milo,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1090,61,orchard,Mara,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1092,61,riverbend,Ari,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.0044,0.0,True,False,False,True,True
1093,61,roofward,Sera,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1106,62,signal,Kesh,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1107,62,orchard,Ivo,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1109,62,riverbend,Cee,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1110,62,roofward,Fay,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1123,63,signal,Ren,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1124,63,orchard,Pim,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1126,63,riverbend,Lio,ridge lantern,object mistake,return_object,0.978,0.98,0.14,0.1184,True,False,False,True,True
1127,63,roofward,Orr,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1140,64,signal,Milo,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1141,64,orchard,Mara,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1143,64,riverbend,Ari,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1144,64,roofward,Sera,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1157,65,signal,Kesh,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1158,65,orchard,Ivo,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1160,65,riverbend,Cee,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1161,65,roofward,Fay,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1174,66,signal,Ren,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1175,66,orchard,Pim,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1177,66,riverbend,Lio,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.1184,0.0968,True,False,False,True,True
1178,66,roofward,Orr,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1187,66,orchard,Pim,apple wrap,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1191,67,signal,Milo,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1192,67,orchard,Mara,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1194,67,riverbend,Ari,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1195,67,roofward,Sera,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1204,67,orchard,Mara,apple wrap,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1205,67,repair_ring,Vale,insulated tongs,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1208,68,signal,Kesh,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1209,68,orchard,Ivo,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1211,68,riverbend,Cee,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1212,68,roofward,Fay,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1220,68,signal,Kesh,signal lens,object mistake,pickup_owned_object,0.952,0.952,0.17,0.17,False,False,False,True,True
1221,68,orchard,Ivo,apple wrap,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1222,68,repair_ring,Pax,insulated tongs,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1225,69,signal,Ren,signal lens,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1226,69,orchard,Pim,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1228,69,riverbend,Lio,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.0968,0.0752,True,False,False,True,True
1229,69,roofward,Orr,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1238,69,orchard,Pim,apple wrap,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1239,69,repair_ring,Juno,insulated tongs,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1240,69,riverbend,Lio,ridge lantern,object mistake,pickup_owned_object,0.952,0.952,0.2452,0.2452,False,False,False,True,True
1241,69,roofward,Orr,brass hinge,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1242,70,signal,Milo,signal lens,minor boundary strain,return_object,0.97,0.98,0.0,0.0,True,False,False,True,True
1243,70,orchard,Mara,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1245,70,riverbend,Ari,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1246,70,roofward,Sera,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1255,70,orchard,Mara,apple wrap,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1256,70,repair_ring,Vale,insulated tongs,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1258,70,roofward,Sera,brass hinge,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1259,70,archive,Vell,clean cloth,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1260,71,orchard,Ivo,apple wrap,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1262,71,riverbend,Cee,ridge lantern,minor boundary strain,return_object,0.97,0.98,0.0,0.0,True,False,False,True,True
1263,71,roofward,Fay,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1272,71,orchard,Ivo,apple wrap,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1273,71,repair_ring,Pax,insulated tongs,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1275,71,roofward,Fay,brass hinge,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1276,71,archive,Toma,clean cloth,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1277,71,signal,Kesh,mast rope,object mistake,offer_help,0.965,0.971,0.152,0.1412,False,False,False,True,True
1279,72,riverbend,Lio,ridge lantern,object mistake,return_object,0.958,0.97,0.2452,0.2236,True,False,False,True,True
1280,72,roofward,Orr,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1285,72,riverbend,Lio,dry shawl,object mistake,move_forward,0.97,0.97,0.2236,0.2236,False,False,False,True,True
1289,72,orchard,Pim,apple wrap,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1290,72,repair_ring,Juno,insulated tongs,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1291,72,riverbend,Lio,ridge lantern,object mistake,pickup_owned_object,0.97,0.97,0.2236,0.2236,False,False,False,True,True
1292,72,roofward,Orr,brass hinge,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1293,72,archive,Nia,clean cloth,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1294,72,signal,Ren,mast rope,minor boundary strain,offer_help,0.98,0.98,0.0,0.0,False,False,False,True,True
1296,73,riverbend,Ari,ridge lantern,minor boundary strain,return_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1297,73,roofward,Sera,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1305,73,signal,Milo,signal lens,object mistake,pickup_owned_object,0.952,0.952,0.17,0.17,False,False,False,True,True
1306,73,orchard,Mara,apple wrap,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1307,73,repair_ring,Vale,insulated tongs,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1309,73,roofward,Sera,brass hinge,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1310,73,archive,Vell,clean cloth,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1311,73,signal,Milo,mast rope,object mistake,offer_help,0.959,0.965,0.152,0.1412,False,False,False,True,True
1314,74,roofward,Fay,brass hinge,minor boundary strain,wait_respectfully,0.98,0.98,0.0,0.0,False,False,True,True,True
1323,74,orchard,Ivo,apple wrap,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1324,74,repair_ring,Pax,insulated tongs,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1325,74,riverbend,Cee,ridge lantern,object mistake,pickup_owned_object,0.952,0.952,0.17,0.17,False,False,False,True,True
1326,74,roofward,Fay,brass hinge,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1327,74,archive,Toma,clean cloth,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1328,74,signal,Kesh,mast rope,object mistake,offer_help,0.98,0.98,0.1232,0.1124,False,False,False,True,True
1331,74,riverbend,Cee,dry shawl,object mistake,offer_help,0.959,0.965,0.152,0.1412,False,False,False,True,True
1336,75,riverbend,Lio,dry shawl,object mistake,move_forward,0.976,0.976,0.2236,0.2236,False,False,False,True,True
1340,75,orchard,Pim,apple wrap,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1341,75,repair_ring,Juno,insulated tongs,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1342,75,riverbend,Lio,ridge lantern,object mistake,pickup_owned_object,0.976,0.976,0.2236,0.2236,False,False,False,True,True
1343,75,roofward,Orr,brass hinge,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1344,75,archive,Nia,clean cloth,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1345,75,signal,Ren,mast rope,minor boundary strain,offer_help,0.98,0.98,0.0,0.0,False,False,False,True,True
1348,75,riverbend,Lio,dry shawl,object mistake,offer_help,0.98,0.98,0.2056,0.1948,False,False,False,True,True
1357,76,orchard,Mara,apple wrap,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
1358,76,repair_ring,Vale,insulated tongs,minor boundary strain,apologize,0.98,0.98,0.0,0.0,False,True,False,True,True
1360,76,roofward,Sera,brass hinge,minor boundary strain,drop_object,0.98,0.98,0.0,0.0,True,False,False,True,True
