tick_id,day,region_id,building,collapse_event,collapse_cause,collapse_severity,recovery_stage_before,recovery_delta,recovery_stage_after,bounded_damage,recovery_visible
370,24,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
371,24,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
372,24,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
373,24,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
374,24,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
375,24,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
376,24,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
377,24,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
378,24,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
379,24,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
380,24,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
381,24,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
382,24,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
383,24,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
384,25,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
385,25,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
386,25,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
387,25,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
388,25,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
389,25,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
390,25,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
391,25,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
392,25,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
393,25,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
394,25,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
395,25,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
396,25,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
397,25,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
398,25,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
399,25,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
400,26,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
401,26,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
402,26,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
403,26,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
404,26,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
405,26,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
406,26,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
407,26,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
408,26,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
409,26,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
410,26,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
411,26,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
412,26,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
413,26,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
414,26,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
415,26,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
416,27,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
417,27,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
418,27,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
419,27,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
420,27,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
421,27,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
422,27,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
423,27,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
424,27,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
425,27,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
426,27,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
427,27,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
428,27,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
429,27,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
430,27,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
431,27,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
432,28,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
433,28,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
434,28,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
435,28,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
436,28,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
437,28,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
438,28,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
439,28,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
440,28,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
441,28,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
442,28,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
443,28,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
444,28,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
445,28,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
446,28,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
447,28,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
448,29,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
449,29,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
450,29,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
451,29,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
452,29,roofward,roof cistern,True,seasonal storm pressure,0.1862,stable,0.0,shored,True,True
453,29,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
454,29,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
455,29,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
456,29,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
457,29,roofward,roof cistern,True,seasonal storm pressure,0.1862,shored,0.0,shored,True,True
458,29,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
459,29,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
460,29,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
461,29,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
462,29,roofward,roof cistern,True,seasonal storm pressure,0.1862,shored,0.0,shored,True,True
463,29,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
464,30,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
465,30,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
466,30,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
467,30,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
468,30,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
469,30,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
470,30,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
471,30,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
472,30,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
473,30,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
474,30,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
475,30,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
476,30,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
477,30,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
478,30,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
479,30,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
480,31,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
481,31,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
482,31,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
483,31,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
484,31,orchard_fen,seed pier,True,seasonal storm pressure,0.15,stable,0.0,shored,True,True
485,31,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
486,31,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
487,31,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
488,31,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
489,31,orchard_fen,seed pier,True,seasonal storm pressure,0.15,shored,0.0,shored,True,True
490,31,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
491,31,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
492,31,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
493,31,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
494,31,orchard_fen,seed pier,True,seasonal storm pressure,0.15,shored,0.0,shored,True,True
495,31,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
496,32,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
497,32,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
498,32,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
499,32,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
500,32,riverbend,river mill,True,seasonal storm pressure,0.1574,stable,0.0,shored,True,True
501,32,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
502,32,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
503,32,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
504,32,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
505,32,riverbend,river mill,True,seasonal storm pressure,0.1574,shored,0.0,shored,True,True
506,32,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
507,32,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
508,32,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
509,32,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
510,32,riverbend,river mill,True,seasonal storm pressure,0.1574,shored,0.0,shored,True,True
511,32,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
512,33,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
513,33,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
514,33,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
515,33,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
516,33,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
517,33,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
518,33,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
519,33,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
520,33,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
521,33,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
522,33,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
523,33,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
524,33,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
525,33,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
526,33,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
527,33,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
528,34,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
529,34,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
530,34,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
531,34,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
532,34,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
533,34,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
534,34,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
535,34,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
536,34,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
537,34,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
538,34,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
539,34,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
540,34,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
541,34,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
542,34,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
543,34,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
544,35,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
545,35,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
546,35,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
547,35,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
548,35,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
549,35,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
550,35,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
551,35,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
552,35,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
553,35,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
554,35,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
555,35,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
556,35,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
557,35,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
558,35,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
559,35,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
560,36,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
561,36,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
562,36,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
563,36,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
564,36,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
565,36,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
566,36,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
567,36,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
568,36,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
569,36,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
570,36,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
571,36,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
572,36,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
573,36,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
574,36,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
575,36,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
576,37,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
577,37,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
578,37,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
579,37,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
580,37,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
581,37,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
582,37,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
583,37,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
584,37,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
585,37,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
586,37,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
587,37,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
588,37,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
589,37,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
590,37,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
591,37,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
592,38,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
593,38,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
594,38,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
595,38,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
596,38,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
597,38,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
598,38,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
599,38,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
600,38,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
601,38,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
602,38,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
603,38,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
604,38,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
605,38,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
606,38,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
607,38,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
608,39,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
609,39,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
610,39,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
611,39,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
612,39,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
613,39,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
614,39,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
615,39,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
616,39,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
617,39,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
618,39,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
619,39,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
620,39,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
621,39,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
622,39,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
623,39,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
624,40,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
625,40,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
626,40,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
627,40,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
628,40,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
629,40,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
630,40,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
631,40,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
632,40,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
633,40,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
634,40,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
635,40,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
636,40,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
637,40,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
638,40,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
639,40,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
640,41,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
641,41,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
642,41,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
643,41,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
644,41,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
645,41,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
646,41,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
647,41,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
648,41,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
649,41,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
650,41,roofward,roof cistern,False,none,0.0,shored,0.0,shored,True,True
651,41,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
652,41,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
653,41,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
654,41,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
655,41,roofward,roof cistern,False,none,0.0,shored,0.306245,stable,True,True
656,42,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
657,42,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
658,42,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
659,42,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
660,42,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
661,42,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
662,42,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
663,42,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
664,42,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
665,42,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
666,42,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
667,42,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
668,42,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
669,42,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
670,42,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
671,42,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
672,43,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
673,43,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
674,43,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
675,43,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
676,43,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
677,43,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
678,43,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
679,43,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
680,43,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
681,43,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
682,43,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
683,43,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
684,43,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
685,43,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
686,43,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
687,43,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
688,44,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
689,44,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
690,44,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
691,44,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
692,44,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
693,44,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
694,44,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
695,44,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
696,44,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
697,44,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
698,44,riverbend,river mill,False,none,0.0,shored,0.0,shored,True,True
699,44,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
700,44,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
701,44,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
702,44,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
703,44,riverbend,river mill,False,none,0.0,shored,0.30614,stable,True,True
704,45,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
705,45,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
706,45,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
707,45,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
708,45,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
709,45,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
710,45,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
711,45,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
712,45,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
713,45,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
714,45,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
715,45,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
716,45,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
717,45,orchard_fen,seed pier,False,none,0.0,shored,0.0,shored,True,True
718,45,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
719,45,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
720,46,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
721,46,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
722,46,orchard_fen,seed pier,False,none,0.0,shored,0.31146,stable,True,True
723,46,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
724,46,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
725,46,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
726,46,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
727,46,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
728,46,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
729,46,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
730,46,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
731,46,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
732,46,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
733,46,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
734,46,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
735,46,archive_quarter,public kiosk,False,none,0.0,stable,0.0,stable,True,False
736,47,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
737,47,orchard_fen,seed pier,False,none,0.0,stable,0.0,stable,True,False
738,47,riverbend,river mill,False,none,0.0,stable,0.0,stable,True,False
739,47,roofward,roof cistern,False,none,0.0,stable,0.0,stable,True,False
740,47,archive_quarter,public kiosk,True,seasonal storm pressure,0.2918,stable,0.0,shored,True,True
741,47,signal_ridge,signal tower,False,none,0.0,stable,0.0,stable,True,False
