tick_id,day,settlement_id,scheduler_id,partner_id,witness_id,scheduled_task,scheduled_room,avatar_action,schedule_source,dependency,start_slot,duration_slots,schedule_status,advanced_without_avatar,visible_schedule_card,private_workspace_sealed
854,48,archive,Nia,Toma,Vell,sort tags,stone stacks,absent,resident-to-resident,thread spool,8,3,scheduled,True,True,True
855,48,signal,Ren,Kesh,Oda,fill lantern,lantern walk,ask_about_debt,resident-to-resident,watch lens,9,1,renegotiated,True,True,True
856,48,orchard,Pim,Suf,Ivo,dry rows,market plank,ask_forgiveness_limit,resident-to-resident,watch mud,10,2,scheduled,True,True,True
857,48,repair_ring,Wren,Juno,Pax,watch sparks,cool corner,inspect_role_board,resident-to-resident,cool bench,11,3,scheduled,True,True,True
858,48,riverbend,Ari,Lio,Cee,repair crossing,arrival court,ask_about_debt,resident-to-resident,trim lantern,12,1,scheduled,True,True,True
859,48,roofward,Sera,Orr,Bex,sort ledger,glass stair,ask_forgiveness_limit,resident-to-resident,set hinge,13,2,scheduled,True,True,True
860,48,archive,Vell,Rin,Nia,seal desk,spool room,inspect_role_board,resident-to-resident,quiet stacks,14,3,scheduled,True,True,True
861,48,signal,Oda,Milo,Ren,read wind,lens room,absent,resident-to-resident,check rope,15,1,scheduled,True,True,True
862,48,orchard,Ivo,Mara,Pim,count seeds,satchel shed,ask_about_debt,resident-to-resident,trade tokens,16,2,scheduled,True,True,True
863,48,repair_ring,Pax,Vale,Wren,clip wire,arrival court,ask_forgiveness_limit,resident-to-resident,test bell,17,3,scheduled,True,True,True
864,49,roofward,Fay,Sera,Orr,clean lens,sun sill,absent,resident-to-resident,sort ledger,0,2,renegotiated,True,True,True
865,49,archive,Toma,Vell,Rin,thread spool,arrival court,ask_about_debt,resident-to-resident,seal desk,1,3,scheduled,True,True,True
866,49,signal,Kesh,Oda,Milo,watch lens,mast base,ask_forgiveness_limit,resident-to-resident,read wind,2,1,scheduled,True,True,True
867,49,orchard,Suf,Ivo,Mara,watch mud,mud row,inspect_role_board,resident-to-resident,count seeds,3,2,scheduled,True,True,True
868,49,repair_ring,Juno,Pax,Vale,cool bench,bell alcove,absent,resident-to-resident,clip wire,4,3,scheduled,True,True,True
869,49,riverbend,Lio,Cee,Nox,trim lantern,kit alcove,ask_forgiveness_limit,resident-to-resident,dry cords,5,1,scheduled,True,True,True
870,49,roofward,Orr,Bex,Fay,set hinge,arrival court,inspect_role_board,resident-to-resident,shade stair,6,2,scheduled,True,True,True
871,49,archive,Rin,Nia,Toma,quiet stacks,stone stacks,absent,resident-to-resident,sort tags,7,3,scheduled,True,True,True
872,49,signal,Milo,Ren,Kesh,check rope,lantern walk,ask_about_debt,resident-to-resident,fill lantern,8,1,scheduled,True,True,True
873,49,orchard,Mara,Pim,Suf,trade tokens,market plank,ask_forgiveness_limit,resident-to-resident,dry rows,9,2,renegotiated,True,True,True
874,49,repair_ring,Vale,Wren,Juno,test bell,cool corner,inspect_role_board,resident-to-resident,watch sparks,10,3,scheduled,True,True,True
875,49,riverbend,Nox,Ari,Lio,watch water,arrival court,ask_about_debt,resident-to-resident,repair crossing,11,1,scheduled,True,True,True
876,49,roofward,Fay,Sera,Orr,clean lens,glass stair,ask_forgiveness_limit,resident-to-resident,sort ledger,12,2,scheduled,True,True,True
877,49,archive,Toma,Vell,Rin,thread spool,spool room,inspect_role_board,resident-to-resident,seal desk,13,3,scheduled,True,True,True
878,49,signal,Kesh,Oda,Milo,watch lens,lens room,absent,resident-to-resident,read wind,14,1,scheduled,True,True,True
879,49,orchard,Suf,Ivo,Mara,watch mud,satchel shed,ask_about_debt,resident-to-resident,count seeds,15,2,scheduled,True,True,True
880,49,repair_ring,Juno,Pax,Vale,cool bench,arrival court,ask_forgiveness_limit,resident-to-resident,clip wire,16,3,scheduled,True,True,True
881,49,riverbend,Lio,Cee,Nox,trim lantern,plank hall,absent,resident-to-resident,dry cords,17,1,scheduled,True,True,True
882,50,archive,Nia,Toma,Vell,sort tags,arrival court,ask_about_debt,resident-to-resident,thread spool,0,3,renegotiated,True,True,True
883,50,signal,Ren,Kesh,Oda,fill lantern,mast base,ask_forgiveness_limit,resident-to-resident,watch lens,1,1,scheduled,True,True,True
884,50,orchard,Pim,Suf,Ivo,dry rows,mud row,inspect_role_board,resident-to-resident,watch mud,2,2,scheduled,True,True,True
885,50,repair_ring,Wren,Juno,Pax,watch sparks,bell alcove,absent,resident-to-resident,cool bench,3,3,scheduled,True,True,True
886,50,riverbend,Ari,Lio,Cee,repair crossing,kit alcove,ask_forgiveness_limit,resident-to-resident,trim lantern,4,1,scheduled,True,True,True
887,50,roofward,Sera,Orr,Bex,sort ledger,arrival court,inspect_role_board,resident-to-resident,set hinge,5,2,scheduled,True,True,True
888,50,archive,Vell,Rin,Nia,seal desk,stone stacks,absent,resident-to-resident,quiet stacks,6,3,scheduled,True,True,True
889,50,signal,Oda,Milo,Ren,read wind,lantern walk,ask_about_debt,resident-to-resident,check rope,7,1,scheduled,True,True,True
890,50,orchard,Ivo,Mara,Pim,count seeds,market plank,ask_forgiveness_limit,resident-to-resident,trade tokens,8,2,scheduled,True,True,True
891,50,repair_ring,Pax,Vale,Wren,clip wire,cool corner,inspect_role_board,resident-to-resident,test bell,9,3,renegotiated,True,True,True
892,50,riverbend,Cee,Nox,Ari,dry cords,arrival court,ask_about_debt,resident-to-resident,watch water,10,1,scheduled,True,True,True
893,50,roofward,Bex,Fay,Sera,shade stair,glass stair,ask_forgiveness_limit,resident-to-resident,clean lens,11,2,scheduled,True,True,True
894,50,archive,Nia,Toma,Vell,sort tags,spool room,inspect_role_board,resident-to-resident,thread spool,12,3,scheduled,True,True,True
895,50,signal,Ren,Kesh,Oda,fill lantern,lens room,absent,resident-to-resident,watch lens,13,1,scheduled,True,True,True
896,50,orchard,Pim,Suf,Ivo,dry rows,satchel shed,ask_about_debt,resident-to-resident,watch mud,14,2,scheduled,True,True,True
897,50,repair_ring,Wren,Juno,Pax,watch sparks,arrival court,ask_forgiveness_limit,resident-to-resident,cool bench,15,3,scheduled,True,True,True
898,50,riverbend,Ari,Lio,Cee,repair crossing,plank hall,absent,resident-to-resident,trim lantern,16,1,scheduled,True,True,True
899,50,roofward,Sera,Orr,Bex,sort ledger,warm lane,ask_about_debt,resident-to-resident,set hinge,17,2,scheduled,True,True,True
900,51,signal,Milo,Ren,Kesh,check rope,mast base,ask_forgiveness_limit,resident-to-resident,fill lantern,0,1,renegotiated,True,True,True
901,51,orchard,Mara,Pim,Suf,trade tokens,mud row,inspect_role_board,resident-to-resident,dry rows,1,2,scheduled,True,True,True
902,51,repair_ring,Vale,Wren,Juno,test bell,bell alcove,absent,resident-to-resident,watch sparks,2,3,scheduled,True,True,True
903,51,riverbend,Nox,Ari,Lio,watch water,kit alcove,ask_forgiveness_limit,resident-to-resident,repair crossing,3,1,scheduled,True,True,True
904,51,roofward,Fay,Sera,Orr,clean lens,arrival court,inspect_role_board,resident-to-resident,sort ledger,4,2,scheduled,True,True,True
905,51,archive,Toma,Vell,Rin,thread spool,stone stacks,absent,resident-to-resident,seal desk,5,3,scheduled,True,True,True
906,51,signal,Kesh,Oda,Milo,watch lens,lantern walk,ask_about_debt,resident-to-resident,read wind,6,1,scheduled,True,True,True
907,51,orchard,Suf,Ivo,Mara,watch mud,market plank,ask_forgiveness_limit,resident-to-resident,count seeds,7,2,scheduled,True,True,True
908,51,repair_ring,Juno,Pax,Vale,cool bench,cool corner,inspect_role_board,resident-to-resident,clip wire,8,3,scheduled,True,True,True
909,51,riverbend,Lio,Cee,Nox,trim lantern,arrival court,ask_about_debt,resident-to-resident,dry cords,9,1,renegotiated,True,True,True
910,51,roofward,Orr,Bex,Fay,set hinge,glass stair,ask_forgiveness_limit,resident-to-resident,shade stair,10,2,scheduled,True,True,True
911,51,archive,Rin,Nia,Toma,quiet stacks,spool room,inspect_role_board,resident-to-resident,sort tags,11,3,scheduled,True,True,True
912,51,signal,Milo,Ren,Kesh,check rope,lens room,absent,resident-to-resident,fill lantern,12,1,scheduled,True,True,True
913,51,orchard,Mara,Pim,Suf,trade tokens,satchel shed,ask_about_debt,resident-to-resident,dry rows,13,2,scheduled,True,True,True
914,51,repair_ring,Vale,Wren,Juno,test bell,arrival court,ask_forgiveness_limit,resident-to-resident,watch sparks,14,3,scheduled,True,True,True
915,51,riverbend,Nox,Ari,Lio,watch water,plank hall,absent,resident-to-resident,repair crossing,15,1,scheduled,True,True,True
916,51,roofward,Fay,Sera,Orr,clean lens,warm lane,ask_about_debt,resident-to-resident,sort ledger,16,2,scheduled,True,True,True
917,51,archive,Toma,Vell,Rin,thread spool,ink niche,ask_forgiveness_limit,resident-to-resident,seal desk,17,3,scheduled,True,True,True
918,52,orchard,Ivo,Mara,Pim,count seeds,mud row,inspect_role_board,resident-to-resident,trade tokens,0,2,renegotiated,True,True,True
919,52,repair_ring,Pax,Vale,Wren,clip wire,bell alcove,absent,resident-to-resident,test bell,1,3,scheduled,True,True,True
920,52,riverbend,Cee,Nox,Ari,dry cords,kit alcove,ask_forgiveness_limit,resident-to-resident,watch water,2,1,scheduled,True,True,True
921,52,roofward,Bex,Fay,Sera,shade stair,arrival court,inspect_role_board,resident-to-resident,clean lens,3,2,scheduled,True,True,True
922,52,archive,Nia,Toma,Vell,sort tags,stone stacks,absent,resident-to-resident,thread spool,4,3,scheduled,True,True,True
923,52,signal,Ren,Kesh,Oda,fill lantern,lantern walk,ask_about_debt,resident-to-resident,watch lens,5,1,scheduled,True,True,True
924,52,orchard,Pim,Suf,Ivo,dry rows,market plank,ask_forgiveness_limit,resident-to-resident,watch mud,6,2,scheduled,True,True,True
925,52,repair_ring,Wren,Juno,Pax,watch sparks,cool corner,inspect_role_board,resident-to-resident,cool bench,7,3,scheduled,True,True,True
926,52,riverbend,Ari,Lio,Cee,repair crossing,arrival court,ask_about_debt,resident-to-resident,trim lantern,8,1,scheduled,True,True,True
927,52,roofward,Sera,Orr,Bex,sort ledger,glass stair,ask_forgiveness_limit,resident-to-resident,set hinge,9,2,renegotiated,True,True,True
928,52,archive,Vell,Rin,Nia,seal desk,spool room,inspect_role_board,resident-to-resident,quiet stacks,10,3,scheduled,True,True,True
929,52,signal,Oda,Milo,Ren,read wind,lens room,absent,resident-to-resident,check rope,11,1,scheduled,True,True,True
930,52,orchard,Ivo,Mara,Pim,count seeds,satchel shed,ask_about_debt,resident-to-resident,trade tokens,12,2,scheduled,True,True,True
931,52,repair_ring,Pax,Vale,Wren,clip wire,arrival court,ask_forgiveness_limit,resident-to-resident,test bell,13,3,scheduled,True,True,True
932,52,riverbend,Cee,Nox,Ari,dry cords,plank hall,absent,resident-to-resident,watch water,14,1,scheduled,True,True,True
933,52,roofward,Bex,Fay,Sera,shade stair,warm lane,ask_about_debt,resident-to-resident,clean lens,15,2,scheduled,True,True,True
934,52,archive,Nia,Toma,Vell,sort tags,ink niche,ask_forgiveness_limit,resident-to-resident,thread spool,16,3,scheduled,True,True,True
935,52,signal,Ren,Kesh,Oda,fill lantern,signal perch,inspect_role_board,resident-to-resident,watch lens,17,1,scheduled,True,True,True
936,53,repair_ring,Juno,Pax,Vale,cool bench,bell alcove,absent,resident-to-resident,clip wire,0,3,renegotiated,True,True,True
937,53,riverbend,Lio,Cee,Nox,trim lantern,kit alcove,ask_forgiveness_limit,resident-to-resident,dry cords,1,1,scheduled,True,True,True
938,53,roofward,Orr,Bex,Fay,set hinge,arrival court,inspect_role_board,resident-to-resident,shade stair,2,2,scheduled,True,True,True
939,53,archive,Rin,Nia,Toma,quiet stacks,stone stacks,absent,resident-to-resident,sort tags,3,3,scheduled,True,True,True
940,53,signal,Milo,Ren,Kesh,check rope,lantern walk,ask_about_debt,resident-to-resident,fill lantern,4,1,scheduled,True,True,True
941,53,orchard,Mara,Pim,Suf,trade tokens,market plank,ask_forgiveness_limit,resident-to-resident,dry rows,5,2,scheduled,True,True,True
942,53,repair_ring,Vale,Wren,Juno,test bell,cool corner,inspect_role_board,resident-to-resident,watch sparks,6,3,scheduled,True,True,True
943,53,riverbend,Nox,Ari,Lio,watch water,arrival court,ask_about_debt,resident-to-resident,repair crossing,7,1,scheduled,True,True,True
944,53,roofward,Fay,Sera,Orr,clean lens,glass stair,ask_forgiveness_limit,resident-to-resident,sort ledger,8,2,scheduled,True,True,True
945,53,archive,Toma,Vell,Rin,thread spool,spool room,inspect_role_board,resident-to-resident,seal desk,9,3,renegotiated,True,True,True
946,53,signal,Kesh,Oda,Milo,watch lens,lens room,absent,resident-to-resident,read wind,10,1,scheduled,True,True,True
947,53,orchard,Suf,Ivo,Mara,watch mud,satchel shed,ask_about_debt,resident-to-resident,count seeds,11,2,scheduled,True,True,True
948,53,repair_ring,Juno,Pax,Vale,cool bench,arrival court,ask_forgiveness_limit,resident-to-resident,clip wire,12,3,scheduled,True,True,True
949,53,riverbend,Lio,Cee,Nox,trim lantern,plank hall,absent,resident-to-resident,dry cords,13,1,scheduled,True,True,True
950,53,roofward,Orr,Bex,Fay,set hinge,warm lane,ask_about_debt,resident-to-resident,shade stair,14,2,scheduled,True,True,True
951,53,archive,Rin,Nia,Toma,quiet stacks,ink niche,ask_forgiveness_limit,resident-to-resident,sort tags,15,3,scheduled,True,True,True
952,53,signal,Milo,Ren,Kesh,check rope,signal perch,inspect_role_board,resident-to-resident,fill lantern,16,1,scheduled,True,True,True
953,53,orchard,Mara,Pim,Suf,trade tokens,arrival court,absent,resident-to-resident,dry rows,17,2,scheduled,True,True,True
954,54,riverbend,Ari,Lio,Cee,repair crossing,kit alcove,ask_forgiveness_limit,resident-to-resident,trim lantern,0,1,renegotiated,True,True,True
955,54,roofward,Sera,Orr,Bex,sort ledger,arrival court,inspect_role_board,resident-to-resident,set hinge,1,2,scheduled,True,True,True
956,54,archive,Vell,Rin,Nia,seal desk,stone stacks,absent,resident-to-resident,quiet stacks,2,3,scheduled,True,True,True
957,54,signal,Oda,Milo,Ren,read wind,lantern walk,ask_about_debt,resident-to-resident,check rope,3,1,scheduled,True,True,True
958,54,orchard,Ivo,Mara,Pim,count seeds,market plank,ask_forgiveness_limit,resident-to-resident,trade tokens,4,2,scheduled,True,True,True
959,54,repair_ring,Pax,Vale,Wren,clip wire,cool corner,inspect_role_board,resident-to-resident,test bell,5,3,scheduled,True,True,True
960,54,riverbend,Cee,Nox,Ari,dry cords,arrival court,ask_about_debt,resident-to-resident,watch water,6,1,scheduled,True,True,True
961,54,roofward,Bex,Fay,Sera,shade stair,glass stair,ask_forgiveness_limit,resident-to-resident,clean lens,7,2,scheduled,True,True,True
962,54,archive,Nia,Toma,Vell,sort tags,spool room,inspect_role_board,resident-to-resident,thread spool,8,3,scheduled,True,True,True
963,54,signal,Ren,Kesh,Oda,fill lantern,lens room,absent,resident-to-resident,watch lens,9,1,renegotiated,True,True,True
964,54,orchard,Pim,Suf,Ivo,dry rows,satchel shed,ask_about_debt,resident-to-resident,watch mud,10,2,scheduled,True,True,True
965,54,repair_ring,Wren,Juno,Pax,watch sparks,arrival court,ask_forgiveness_limit,resident-to-resident,cool bench,11,3,scheduled,True,True,True
966,54,riverbend,Ari,Lio,Cee,repair crossing,plank hall,absent,resident-to-resident,trim lantern,12,1,scheduled,True,True,True
967,54,roofward,Sera,Orr,Bex,sort ledger,warm lane,ask_about_debt,resident-to-resident,set hinge,13,2,scheduled,True,True,True
968,54,archive,Vell,Rin,Nia,seal desk,ink niche,ask_forgiveness_limit,resident-to-resident,quiet stacks,14,3,scheduled,True,True,True
969,54,signal,Oda,Milo,Ren,read wind,signal perch,inspect_role_board,resident-to-resident,check rope,15,1,scheduled,True,True,True
970,54,orchard,Ivo,Mara,Pim,count seeds,arrival court,absent,resident-to-resident,trade tokens,16,2,scheduled,True,True,True
971,54,repair_ring,Pax,Vale,Wren,clip wire,wire bench,ask_about_debt,resident-to-resident,test bell,17,3,scheduled,True,True,True
972,55,roofward,Fay,Sera,Orr,clean lens,arrival court,inspect_role_board,resident-to-resident,sort ledger,0,2,renegotiated,True,True,True
973,55,archive,Toma,Vell,Rin,thread spool,stone stacks,absent,resident-to-resident,seal desk,1,3,scheduled,True,True,True
974,55,signal,Kesh,Oda,Milo,watch lens,lantern walk,ask_about_debt,resident-to-resident,read wind,2,1,scheduled,True,True,True
975,55,orchard,Suf,Ivo,Mara,watch mud,market plank,ask_forgiveness_limit,resident-to-resident,count seeds,3,2,scheduled,True,True,True
976,55,repair_ring,Juno,Pax,Vale,cool bench,cool corner,inspect_role_board,resident-to-resident,clip wire,4,3,scheduled,True,True,True
977,55,riverbend,Lio,Cee,Nox,trim lantern,arrival court,ask_about_debt,resident-to-resident,dry cords,5,1,scheduled,True,True,True
978,55,roofward,Orr,Bex,Fay,set hinge,glass stair,ask_forgiveness_limit,resident-to-resident,shade stair,6,2,scheduled,True,True,True
979,55,archive,Rin,Nia,Toma,quiet stacks,spool room,inspect_role_board,resident-to-resident,sort tags,7,3,scheduled,True,True,True
980,55,signal,Milo,Ren,Kesh,check rope,lens room,absent,resident-to-resident,fill lantern,8,1,scheduled,True,True,True
981,55,orchard,Mara,Pim,Suf,trade tokens,satchel shed,ask_about_debt,resident-to-resident,dry rows,9,2,renegotiated,True,True,True
982,55,repair_ring,Vale,Wren,Juno,test bell,arrival court,ask_forgiveness_limit,resident-to-resident,watch sparks,10,3,scheduled,True,True,True
983,55,riverbend,Nox,Ari,Lio,watch water,plank hall,absent,resident-to-resident,repair crossing,11,1,scheduled,True,True,True
984,55,roofward,Fay,Sera,Orr,clean lens,warm lane,ask_about_debt,resident-to-resident,sort ledger,12,2,scheduled,True,True,True
985,55,archive,Toma,Vell,Rin,thread spool,ink niche,ask_forgiveness_limit,resident-to-resident,seal desk,13,3,scheduled,True,True,True
986,55,signal,Kesh,Oda,Milo,watch lens,signal perch,inspect_role_board,resident-to-resident,read wind,14,1,scheduled,True,True,True
987,55,orchard,Suf,Ivo,Mara,watch mud,arrival court,absent,resident-to-resident,count seeds,15,2,scheduled,True,True,True
988,55,repair_ring,Juno,Pax,Vale,cool bench,wire bench,ask_about_debt,resident-to-resident,clip wire,16,3,scheduled,True,True,True
989,55,riverbend,Lio,Cee,Nox,trim lantern,wet crossing,inspect_role_board,resident-to-resident,dry cords,17,1,scheduled,True,True,True
990,56,archive,Nia,Toma,Vell,sort tags,stone stacks,absent,resident-to-resident,thread spool,0,3,renegotiated,True,True,True
991,56,signal,Ren,Kesh,Oda,fill lantern,lantern walk,ask_about_debt,resident-to-resident,watch lens,1,1,scheduled,True,True,True
992,56,orchard,Pim,Suf,Ivo,dry rows,market plank,ask_forgiveness_limit,resident-to-resident,watch mud,2,2,scheduled,True,True,True
993,56,repair_ring,Wren,Juno,Pax,watch sparks,cool corner,inspect_role_board,resident-to-resident,cool bench,3,3,scheduled,True,True,True
994,56,riverbend,Ari,Lio,Cee,repair crossing,arrival court,ask_about_debt,resident-to-resident,trim lantern,4,1,scheduled,True,True,True
995,56,roofward,Sera,Orr,Bex,sort ledger,glass stair,ask_forgiveness_limit,resident-to-resident,set hinge,5,2,scheduled,True,True,True
996,56,archive,Vell,Rin,Nia,seal desk,spool room,inspect_role_board,resident-to-resident,quiet stacks,6,3,scheduled,True,True,True
997,56,signal,Oda,Milo,Ren,read wind,lens room,absent,resident-to-resident,check rope,7,1,scheduled,True,True,True
998,56,orchard,Ivo,Mara,Pim,count seeds,satchel shed,ask_about_debt,resident-to-resident,trade tokens,8,2,scheduled,True,True,True
999,56,repair_ring,Pax,Vale,Wren,clip wire,arrival court,ask_forgiveness_limit,resident-to-resident,test bell,9,3,renegotiated,True,True,True
1000,56,riverbend,Cee,Nox,Ari,dry cords,plank hall,absent,resident-to-resident,watch water,10,1,scheduled,True,True,True
1001,56,roofward,Bex,Fay,Sera,shade stair,warm lane,ask_about_debt,resident-to-resident,clean lens,11,2,scheduled,True,True,True
1002,56,archive,Nia,Toma,Vell,sort tags,ink niche,ask_forgiveness_limit,resident-to-resident,thread spool,12,3,scheduled,True,True,True
1003,56,signal,Ren,Kesh,Oda,fill lantern,signal perch,inspect_role_board,resident-to-resident,watch lens,13,1,scheduled,True,True,True
1004,56,orchard,Pim,Suf,Ivo,dry rows,arrival court,absent,resident-to-resident,watch mud,14,2,scheduled,True,True,True
1005,56,repair_ring,Wren,Juno,Pax,watch sparks,wire bench,ask_about_debt,resident-to-resident,cool bench,15,3,scheduled,True,True,True
1006,56,riverbend,Ari,Lio,Cee,repair crossing,wet crossing,inspect_role_board,resident-to-resident,trim lantern,16,1,scheduled,True,True,True
1007,56,roofward,Sera,Orr,Bex,sort ledger,ledger loft,absent,resident-to-resident,set hinge,17,2,scheduled,True,True,True
1008,57,signal,Milo,Ren,Kesh,check rope,lantern walk,ask_about_debt,resident-to-resident,fill lantern,0,1,renegotiated,True,True,True
1009,57,orchard,Mara,Pim,Suf,trade tokens,market plank,ask_forgiveness_limit,resident-to-resident,dry rows,1,2,scheduled,True,True,True
1010,57,repair_ring,Vale,Wren,Juno,test bell,cool corner,inspect_role_board,resident-to-resident,watch sparks,2,3,scheduled,True,True,True
1011,57,riverbend,Nox,Ari,Lio,watch water,arrival court,ask_about_debt,resident-to-resident,repair crossing,3,1,scheduled,True,True,True
1012,57,roofward,Fay,Sera,Orr,clean lens,glass stair,ask_forgiveness_limit,resident-to-resident,sort ledger,4,2,scheduled,True,True,True
1013,57,archive,Toma,Vell,Rin,thread spool,spool room,inspect_role_board,resident-to-resident,seal desk,5,3,scheduled,True,True,True
1014,57,signal,Kesh,Oda,Milo,watch lens,lens room,absent,resident-to-resident,read wind,6,1,scheduled,True,True,True
1015,57,orchard,Suf,Ivo,Mara,watch mud,satchel shed,ask_about_debt,resident-to-resident,count seeds,7,2,scheduled,True,True,True
1016,57,repair_ring,Juno,Pax,Vale,cool bench,arrival court,ask_forgiveness_limit,resident-to-resident,clip wire,8,3,scheduled,True,True,True
1017,57,riverbend,Lio,Cee,Nox,trim lantern,plank hall,absent,resident-to-resident,dry cords,9,1,renegotiated,True,True,True
1018,57,roofward,Orr,Bex,Fay,set hinge,warm lane,ask_about_debt,resident-to-resident,shade stair,10,2,scheduled,True,True,True
1019,57,archive,Rin,Nia,Toma,quiet stacks,ink niche,ask_forgiveness_limit,resident-to-resident,sort tags,11,3,scheduled,True,True,True
1020,57,signal,Milo,Ren,Kesh,check rope,signal perch,inspect_role_board,resident-to-resident,fill lantern,12,1,scheduled,True,True,True
1021,57,orchard,Mara,Pim,Suf,trade tokens,arrival court,absent,resident-to-resident,dry rows,13,2,scheduled,True,True,True
1022,57,repair_ring,Vale,Wren,Juno,test bell,wire bench,ask_about_debt,resident-to-resident,watch sparks,14,3,scheduled,True,True,True
1023,57,riverbend,Nox,Ari,Lio,watch water,wet crossing,inspect_role_board,resident-to-resident,repair crossing,15,1,scheduled,True,True,True
1024,57,roofward,Fay,Sera,Orr,clean lens,ledger loft,absent,resident-to-resident,sort ledger,16,2,scheduled,True,True,True
1025,57,archive,Toma,Vell,Rin,thread spool,memory desk,ask_about_debt,resident-to-resident,seal desk,17,3,scheduled,True,True,True
1026,58,orchard,Ivo,Mara,Pim,count seeds,market plank,ask_forgiveness_limit,resident-to-resident,trade tokens,0,2,renegotiated,True,True,True
1027,58,repair_ring,Pax,Vale,Wren,clip wire,cool corner,inspect_role_board,resident-to-resident,test bell,1,3,scheduled,True,True,True
1028,58,riverbend,Cee,Nox,Ari,dry cords,arrival court,ask_about_debt,resident-to-resident,watch water,2,1,scheduled,True,True,True
1029,58,roofward,Bex,Fay,Sera,shade stair,glass stair,ask_forgiveness_limit,resident-to-resident,clean lens,3,2,scheduled,True,True,True
1030,58,archive,Nia,Toma,Vell,sort tags,spool room,inspect_role_board,resident-to-resident,thread spool,4,3,scheduled,True,True,True
1031,58,signal,Ren,Kesh,Oda,fill lantern,lens room,absent,resident-to-resident,watch lens,5,1,scheduled,True,True,True
1032,58,orchard,Pim,Suf,Ivo,dry rows,satchel shed,ask_about_debt,resident-to-resident,watch mud,6,2,scheduled,True,True,True
1033,58,repair_ring,Wren,Juno,Pax,watch sparks,arrival court,ask_forgiveness_limit,resident-to-resident,cool bench,7,3,scheduled,True,True,True
1034,58,riverbend,Ari,Lio,Cee,repair crossing,plank hall,absent,resident-to-resident,trim lantern,8,1,scheduled,True,True,True
1035,58,roofward,Sera,Orr,Bex,sort ledger,warm lane,ask_about_debt,resident-to-resident,set hinge,9,2,renegotiated,True,True,True
1036,58,archive,Vell,Rin,Nia,seal desk,ink niche,ask_forgiveness_limit,resident-to-resident,quiet stacks,10,3,scheduled,True,True,True
1037,58,signal,Oda,Milo,Ren,read wind,signal perch,inspect_role_board,resident-to-resident,check rope,11,1,scheduled,True,True,True
1038,58,orchard,Ivo,Mara,Pim,count seeds,arrival court,absent,resident-to-resident,trade tokens,12,2,scheduled,True,True,True
1039,58,repair_ring,Pax,Vale,Wren,clip wire,wire bench,ask_about_debt,resident-to-resident,test bell,13,3,scheduled,True,True,True
1040,58,riverbend,Cee,Nox,Ari,dry cords,wet crossing,inspect_role_board,resident-to-resident,watch water,14,1,scheduled,True,True,True
1041,58,roofward,Bex,Fay,Sera,shade stair,ledger loft,absent,resident-to-resident,clean lens,15,2,scheduled,True,True,True
1042,58,archive,Nia,Toma,Vell,sort tags,memory desk,ask_about_debt,resident-to-resident,thread spool,16,3,scheduled,True,True,True
1043,58,signal,Ren,Kesh,Oda,fill lantern,arrival court,ask_forgiveness_limit,resident-to-resident,watch lens,17,1,scheduled,True,True,True
1044,59,repair_ring,Juno,Pax,Vale,cool bench,cool corner,inspect_role_board,resident-to-resident,clip wire,0,3,renegotiated,True,True,True
1045,59,riverbend,Lio,Cee,Nox,trim lantern,arrival court,ask_about_debt,resident-to-resident,dry cords,1,1,scheduled,True,True,True
1046,59,roofward,Orr,Bex,Fay,set hinge,glass stair,ask_forgiveness_limit,resident-to-resident,shade stair,2,2,scheduled,True,True,True
1047,59,archive,Rin,Nia,Toma,quiet stacks,spool room,inspect_role_board,resident-to-resident,sort tags,3,3,scheduled,True,True,True
1048,59,signal,Milo,Ren,Kesh,check rope,lens room,absent,resident-to-resident,fill lantern,4,1,scheduled,True,True,True
1049,59,orchard,Mara,Pim,Suf,trade tokens,satchel shed,ask_about_debt,resident-to-resident,dry rows,5,2,scheduled,True,True,True
1050,59,repair_ring,Vale,Wren,Juno,test bell,arrival court,ask_forgiveness_limit,resident-to-resident,watch sparks,6,3,scheduled,True,True,True
1051,59,riverbend,Nox,Ari,Lio,watch water,plank hall,absent,resident-to-resident,repair crossing,7,1,scheduled,True,True,True
1052,59,roofward,Fay,Sera,Orr,clean lens,warm lane,ask_about_debt,resident-to-resident,sort ledger,8,2,scheduled,True,True,True
1053,59,archive,Toma,Vell,Rin,thread spool,ink niche,ask_forgiveness_limit,resident-to-resident,seal desk,9,3,renegotiated,True,True,True
1054,59,signal,Kesh,Oda,Milo,watch lens,signal perch,inspect_role_board,resident-to-resident,read wind,10,1,scheduled,True,True,True
1055,59,orchard,Suf,Ivo,Mara,watch mud,arrival court,absent,resident-to-resident,count seeds,11,2,scheduled,True,True,True
1056,59,repair_ring,Juno,Pax,Vale,cool bench,wire bench,ask_about_debt,resident-to-resident,clip wire,12,3,scheduled,True,True,True
1057,59,riverbend,Lio,Cee,Nox,trim lantern,wet crossing,inspect_role_board,resident-to-resident,dry cords,13,1,scheduled,True,True,True
1058,59,roofward,Orr,Bex,Fay,set hinge,ledger loft,absent,resident-to-resident,shade stair,14,2,scheduled,True,True,True
1059,59,archive,Rin,Nia,Toma,quiet stacks,memory desk,ask_about_debt,resident-to-resident,sort tags,15,3,scheduled,True,True,True
1060,59,signal,Milo,Ren,Kesh,check rope,arrival court,ask_forgiveness_limit,resident-to-resident,fill lantern,16,1,scheduled,True,True,True
