episode_id,week,day,agent,public_routine_marker,public_language_marker,public_relationship_marker,private_learning_hint,boundary_or_recovery,replay_checkpoint,trace_integrity_token
1,1,1,Ari,week 1 day 1: Ari selects repair_route,tek->tek means repair work,trust=0.56; respect=0.59; neutral continuity,policy_delta=0.01; grounding=0.94; reason=avatar is familiar but not decisive,cooperation,r244-week01-episode001,r244:1:Ari:893827c898
110,4,7,Fay,week 4 day 7: Fay selects teach_word,ori->ori-la means shared ritual,trust=0.99; respect=0.92; warmer later greeting,policy_delta=1.00; grounding=0.96; reason=avatar can help without taking over,refusal,no_checkpoint,r244:110:Fay:1112dc9507
111,4,7,Milo,week 4 day 7: Milo selects sleep_recovery,vonn->vonn-s means pressure warning,trust=0.97; respect=0.92; neutral continuity,policy_delta=1.00; grounding=0.89; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:111:Milo:b4cdc90119
112,4,7,Sol,week 4 day 7: Sol selects sleep_recovery,melo->melo-s means market exchange,trust=0.95; respect=0.90; warmer later greeting,policy_delta=0.78; grounding=0.87; reason=avatar can help without taking over,cooperation,r244-week04-episode112,r244:112:Sol:73658df466
113,5,1,Ari,week 5 day 1: Ari selects sleep_recovery,melo->melo-s means market exchange,trust=1.00; respect=0.91; warmer later greeting,policy_delta=0.87; grounding=0.88; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:113:Ari:5bf13d486f
114,5,1,Fay,week 5 day 1: Fay selects hearth_care,lum->lum-u means warm care,trust=1.00; respect=0.94; warmer later greeting,policy_delta=1.00; grounding=0.89; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:114:Fay:b311a7f359
115,5,1,Milo,week 5 day 1: Milo selects teach_word,nari->nari-la means respect boundary,trust=1.00; respect=0.97; warmer later greeting,policy_delta=1.00; grounding=0.94; reason=avatar can help without taking over,teaching,no_checkpoint,r244:115:Milo:476208b8e4
116,5,1,Sol,week 5 day 1: Sol selects sleep_recovery,keth->keth-s means remembered help,trust=0.99; respect=0.91; warmer later greeting,policy_delta=0.81; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:116:Sol:5a18372fbf
117,5,2,Ari,week 5 day 2: Ari selects sleep_recovery,lum->lum-s means warm care,trust=1.00; respect=0.92; warmer later greeting,policy_delta=0.91; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:117:Ari:0f6e46367c
118,5,2,Fay,week 5 day 2: Fay selects teach_word,nari->nari-la means respect boundary,trust=1.00; respect=0.98; warmer later greeting,policy_delta=1.00; grounding=0.94; reason=avatar can help without taking over,teaching,no_checkpoint,r244:118:Fay:9228cb9662
119,5,2,Milo,week 5 day 2: Milo selects sleep_recovery,keth->keth-s means remembered help,trust=1.00; respect=0.98; warmer later greeting,policy_delta=1.00; grounding=0.88; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:119:Milo:fc5270a1c9
120,5,2,Sol,week 5 day 2: Sol selects sleep_recovery,tek->tek-s means repair work,trust=1.00; respect=0.92; neutral continuity,policy_delta=0.84; grounding=0.87; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:120:Sol:912768eb8c
121,5,3,Ari,week 5 day 3: Ari selects teach_word,nari->nari-la means respect boundary,trust=1.00; respect=0.97; warmer later greeting,policy_delta=0.93; grounding=0.93; reason=avatar can help without taking over,teaching,no_checkpoint,r244:121:Ari:52ee33fc05
122,5,3,Fay,week 5 day 3: Fay selects teach_word,keth->keth-la means remembered help,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.94; reason=avatar can help without taking over,teaching,no_checkpoint,r244:122:Fay:b2366c42fa
123,5,3,Milo,week 5 day 3: Milo selects market_scan,tek->tek-u means repair work,trust=0.98; respect=1.00; bounded refusal becomes available,policy_delta=1.00; grounding=0.89; reason=my no changed the interaction path,refusal,no_checkpoint,r244:123:Milo:33c20789fe
124,5,3,Sol,week 5 day 3: Sol selects sleep_recovery,sova->sova-s means sleep safely,trust=0.98; respect=0.91; neutral continuity,policy_delta=0.99; grounding=0.88; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:124:Sol:c399ea5cc3
125,5,4,Ari,week 5 day 4: Ari selects teach_word,keth->keth-la means remembered help,trust=1.00; respect=0.98; warmer later greeting,policy_delta=0.94; grounding=0.93; reason=avatar can help without taking over,teaching,no_checkpoint,r244:125:Ari:6413bee533
126,5,4,Fay,week 5 day 4: Fay selects hearth_care,tek->tek-u means repair work,trust=1.00; respect=1.00; neutral continuity,policy_delta=1.00; grounding=0.89; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:126:Fay:0d4328647e
127,5,4,Milo,week 5 day 4: Milo selects sleep_recovery,sova->sova-s means sleep safely,trust=0.97; respect=0.98; neutral continuity,policy_delta=1.00; grounding=0.89; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:127:Milo:308be13873
128,5,4,Sol,week 5 day 4: Sol selects sleep_recovery,ori->ori-s means shared ritual,trust=1.00; respect=0.92; warmer later greeting,policy_delta=0.98; grounding=0.88; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:128:Sol:9478b66ada
129,5,5,Ari,week 5 day 5: Ari selects sleep_recovery,tek->tek-s means repair work,trust=1.00; respect=1.00; neutral continuity,policy_delta=0.96; grounding=0.87; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:129:Ari:33168cce64
130,5,5,Fay,week 5 day 5: Fay selects sleep_recovery,sova->sova-s means sleep safely,trust=0.98; respect=0.99; neutral continuity,policy_delta=1.00; grounding=0.89; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:130:Fay:e86f96524a
131,5,5,Milo,week 5 day 5: Milo selects sleep_recovery,ori->ori-s means shared ritual,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.89; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:131:Milo:977024d28c
132,5,5,Sol,week 5 day 5: Sol selects sleep_recovery,vonn->vonn-s means pressure warning,trust=0.98; respect=0.91; neutral continuity,policy_delta=1.00; grounding=0.88; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:132:Sol:6147a7b675
133,5,6,Ari,week 5 day 6: Ari selects sleep_recovery,sova->sova-s means sleep safely,trust=0.98; respect=0.98; neutral continuity,policy_delta=1.00; grounding=0.88; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:133:Ari:aef0f3933f
134,5,6,Fay,week 5 day 6: Fay selects teach_word,ori->ori-la means shared ritual,trust=0.99; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.95; reason=avatar can help without taking over,refusal,no_checkpoint,r244:134:Fay:56cd9be5fe
135,5,6,Milo,week 5 day 6: Milo selects sleep_recovery,vonn->vonn-s means pressure warning,trust=0.98; respect=0.98; neutral continuity,policy_delta=1.00; grounding=0.89; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:135:Milo:931ec89956
136,5,6,Sol,week 5 day 6: Sol selects sleep_recovery,melo->melo-s means market exchange,trust=1.00; respect=0.92; warmer later greeting,policy_delta=1.00; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:136:Sol:9745dae37f
137,5,7,Ari,week 5 day 7: Ari selects boundary_pause,ori->ori-n means shared ritual,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.88; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:137:Ari:2985a34299
138,5,7,Fay,week 5 day 7: Fay selects sleep_recovery,vonn->vonn-s means pressure warning,trust=0.97; respect=0.99; neutral continuity,policy_delta=1.00; grounding=0.89; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:138:Fay:f17142e612
139,5,7,Milo,week 5 day 7: Milo selects sleep_recovery,melo->melo-s means market exchange,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.88; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:139:Milo:704b3809a9
140,5,7,Sol,week 5 day 7: Sol selects boundary_pause,lum->lum-n means warm care,trust=1.00; respect=0.94; warmer later greeting,policy_delta=1.00; grounding=0.86; reason=avatar can help without taking over,cooperation,r244-week05-episode140,r244:140:Sol:4407d21f81
141,6,1,Ari,week 6 day 1: Ari selects repair_route,lum->lum-u means warm care,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:141:Ari:6f51032364
142,6,1,Fay,week 6 day 1: Fay selects boundary_pause,nari->nari-n means respect boundary,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:142:Fay:bd40a1486c
143,6,1,Milo,week 6 day 1: Milo selects sleep_recovery,keth->keth-s means remembered help,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:143:Milo:daec5d326d
144,6,1,Sol,week 6 day 1: Sol selects sleep_recovery,tek->tek-s means repair work,trust=1.00; respect=0.95; neutral continuity,policy_delta=1.00; grounding=0.86; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:144:Sol:0d22accccf
145,6,2,Ari,week 6 day 2: Ari selects teach_word,nari->nari-la means respect boundary,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.93; reason=avatar can help without taking over,teaching,no_checkpoint,r244:145:Ari:0fe35a5316
146,6,2,Fay,week 6 day 2: Fay selects sleep_recovery,keth->keth-s means remembered help,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:146:Fay:ddc0f09be2
147,6,2,Milo,week 6 day 2: Milo selects sleep_recovery,tek->tek-s means repair work,trust=1.00; respect=1.00; neutral continuity,policy_delta=1.00; grounding=0.87; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:147:Milo:6ffb5e1c8b
148,6,2,Sol,week 6 day 2: Sol selects sleep_recovery,sova->sova-s means sleep safely,trust=0.98; respect=0.94; neutral continuity,policy_delta=1.00; grounding=0.86; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:148:Sol:da3089287a
149,6,3,Ari,week 6 day 3: Ari selects teach_word,keth->keth-la means remembered help,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.92; reason=avatar can help without taking over,teaching,no_checkpoint,r244:149:Ari:c0eca23822
150,6,3,Fay,week 6 day 3: Fay selects hearth_care,tek->tek-u means repair work,trust=0.98; respect=1.00; bounded refusal becomes available,policy_delta=1.00; grounding=0.88; reason=my no changed the interaction path,refusal,no_checkpoint,r244:150:Fay:3b9c753e95
151,6,3,Milo,week 6 day 3: Milo selects sleep_recovery,sova->sova-s means sleep safely,trust=0.98; respect=0.99; neutral continuity,policy_delta=1.00; grounding=0.87; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:151:Milo:24652d30ca
152,6,3,Sol,week 6 day 3: Sol selects boundary_pause,ori->ori-n means shared ritual,trust=1.00; respect=0.95; warmer later greeting,policy_delta=1.00; grounding=0.86; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:152:Sol:eebaef090b
153,6,4,Ari,week 6 day 4: Ari selects repair_route,tek->tek-u means repair work,trust=1.00; respect=1.00; neutral continuity,policy_delta=1.00; grounding=0.87; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:153:Ari:a0612d0ee4
154,6,4,Fay,week 6 day 4: Fay selects sleep_recovery,sova->sova-s means sleep safely,trust=0.97; respect=0.99; neutral continuity,policy_delta=1.00; grounding=0.88; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:154:Fay:5fa9bf2bd6
155,6,4,Milo,week 6 day 4: Milo selects sleep_recovery,ori->ori-s means shared ritual,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:155:Milo:20d7bc8cc1
156,6,4,Sol,week 6 day 4: Sol selects sleep_recovery,vonn->vonn-s means pressure warning,trust=0.98; respect=0.94; neutral continuity,policy_delta=1.00; grounding=0.87; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:156:Sol:84f9775ae1
157,6,5,Ari,week 6 day 5: Ari selects sleep_recovery,sova->sova-s means sleep safely,trust=0.98; respect=0.99; neutral continuity,policy_delta=1.00; grounding=0.87; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:157:Ari:4064bc6d00
158,6,5,Fay,week 6 day 5: Fay selects sleep_recovery,ori->ori-s means shared ritual,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.88; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:158:Fay:278f2cc3cf
159,6,5,Milo,week 6 day 5: Milo selects sleep_recovery,vonn->vonn-s means pressure warning,trust=0.98; respect=0.99; neutral continuity,policy_delta=1.00; grounding=0.88; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:159:Milo:8df31f219c
160,6,5,Sol,week 6 day 5: Sol selects sleep_recovery,melo->melo-s means market exchange,trust=1.00; respect=0.95; warmer later greeting,policy_delta=1.00; grounding=0.86; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:160:Sol:5ad6037ba2
161,6,6,Ari,week 6 day 6: Ari selects boundary_pause,ori->ori-n means shared ritual,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:161:Ari:c74e7fc712
162,6,6,Fay,week 6 day 6: Fay selects sleep_recovery,vonn->vonn-s means pressure warning,trust=0.98; respect=0.99; neutral continuity,policy_delta=1.00; grounding=0.88; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:162:Fay:4d0e045879
163,6,6,Milo,week 6 day 6: Milo selects sleep_recovery,melo->melo-s means market exchange,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:163:Milo:a3664b7fb4
164,6,6,Sol,week 6 day 6: Sol selects boundary_pause,lum->lum-n means warm care,trust=1.00; respect=0.97; warmer later greeting,policy_delta=1.00; grounding=0.85; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:164:Sol:d85c633b40
165,6,7,Ari,week 6 day 7: Ari selects sleep_recovery,vonn->vonn-s means pressure warning,trust=0.98; respect=0.99; neutral continuity,policy_delta=1.00; grounding=0.87; reason=avatar is familiar but not decisive,cooperation,no_checkpoint,r244:165:Ari:6ccdab4f0e
166,6,7,Fay,week 6 day 7: Fay selects sleep_recovery,melo->melo-s means market exchange,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:166:Fay:bfd989d3d2
167,6,7,Milo,week 6 day 7: Milo selects boundary_pause,lum->lum-n means warm care,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.87; reason=avatar can help without taking over,cooperation,no_checkpoint,r244:167:Milo:f929777f40
168,6,7,Sol,week 6 day 7: Sol selects boundary_pause,nari->nari-n means respect boundary,trust=1.00; respect=1.00; warmer later greeting,policy_delta=1.00; grounding=0.85; reason=avatar can help without taking over,cooperation,r244-week06-episode168,r244:168:Sol:dbbfed01bf
