tick_id,day,week,settlement_id,resident_id,work_site,forecast_weather,planned_action,risk_before,risk_after,productivity_before,productivity_after,shelter_route_used,tool_protection,plan_visible,bounded_weather_risk
932,59,9,glass_harbor,Nia,lamp pier,wind,normal work with forecast check,0.285663,0.225663,0.84,0.854,False,True,True,True
933,59,9,cinder_garden,Pax,ash path,dry gale,short weather-bounded work shift,0.543033,0.413033,0.752,0.758,True,True,True,True
934,59,9,lichen_bridge,Rin,lichen wall,crosswind,normal work with forecast check,0.293504,0.233504,0.92,0.92,False,True,True,True
935,59,9,orchid_engine,Eli,engine ring,steam leak,short weather-bounded work shift,0.50664,0.37664,0.92,0.92,True,False,True,True
936,59,9,moss_ward,Ari,rain gate,cold rain,short weather-bounded work shift,0.535264,0.405264,0.92,0.92,True,True,True,True
937,59,9,glass_harbor,Oren,net room,wind,normal work with forecast check,0.295348,0.235348,0.92,0.92,False,True,True,True
938,59,9,cinder_garden,Vale,ember bed,dry gale,short weather-bounded work shift,0.54388,0.41388,0.92,0.92,True,True,True,True
939,59,9,lichen_bridge,Sol,signal post,crosswind,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
940,59,9,orchid_engine,Bea,gear wash,steam leak,delay exposed work and use shelter route,0.543498,0.343498,0.872,0.854,True,True,True,True
941,59,9,moss_ward,Fay,moss lane,cold rain,short weather-bounded work shift,0.543592,0.413592,0.92,0.92,True,True,True,True
942,59,9,glass_harbor,Puck,salt steps,wind,normal work with forecast check,0.303524,0.243524,0.92,0.92,False,True,True,True
943,59,9,cinder_garden,Wren,seed shelf,dry gale,delay exposed work and use shelter route,0.5,0.3,0.872,0.854,True,True,True,True
944,60,9,orchid_engine,Bea,engine ring,engine heat,normal work with forecast check,0.294314,0.234314,0.854,0.868,False,True,True,True
945,60,9,moss_ward,Fay,rain gate,rain,normal work with forecast check,0.294409,0.234409,0.92,0.92,False,True,True,True
946,60,9,glass_harbor,Puck,net room,clear,normal work with forecast check,0.294341,0.234341,0.92,0.92,False,True,True,True
947,60,9,cinder_garden,Wren,ember bed,cold night,normal work with forecast check,0.26,0.2,0.854,0.868,False,True,True,True
948,60,9,lichen_bridge,Kio,signal post,hail,short weather-bounded work shift,0.54481,0.41481,0.766,0.772,True,True,True,True
949,60,9,orchid_engine,Cai,gear wash,engine heat,normal work with forecast check,0.287693,0.227693,0.92,0.92,False,True,True,True
950,60,9,moss_ward,Milo,moss lane,rain,normal work with forecast check,0.287646,0.227646,0.92,0.92,False,True,True,True
951,60,9,glass_harbor,Sera,salt steps,clear,normal work with forecast check,0.26592,0.20592,0.854,0.868,False,True,True,True
952,60,9,cinder_garden,Juno,seed shelf,cold night,normal work with forecast check,0.29524,0.23524,0.758,0.772,False,True,True,True
953,60,9,lichen_bridge,Luma,rope bridge,hail,delay exposed work and use shelter route,0.535365,0.335365,0.886,0.868,True,True,True,True
954,60,9,orchid_engine,Dax,orchid bay,engine heat,normal work with forecast check,0.286624,0.226624,0.92,0.92,False,True,True,True
955,60,9,moss_ward,Tala,tool nook,rain,normal work with forecast check,0.26296,0.20296,0.854,0.868,False,True,True,True
956,60,9,glass_harbor,Nia,lamp pier,clear,normal work with forecast check,0.288623,0.228623,0.854,0.868,False,True,True,True
957,60,9,cinder_garden,Pax,ash path,cold night,normal work with forecast check,0.305993,0.245993,0.758,0.772,False,True,True,True
958,60,9,lichen_bridge,Rin,lichen wall,hail,short weather-bounded work shift,0.537184,0.407184,0.92,0.92,True,True,True,True
959,60,9,orchid_engine,Eli,engine ring,engine heat,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
960,61,9,glass_harbor,Nia,salt steps,sleet,delay exposed work and use shelter route,0.51944,0.31944,0.868,0.85,True,True,True,True
961,61,9,cinder_garden,Pax,seed shelf,clear,normal work with forecast check,0.29681,0.23681,0.772,0.786,False,True,True,True
962,61,9,lichen_bridge,Rin,rope bridge,cold fog,short weather-bounded work shift,0.528001,0.398001,0.92,0.92,True,True,True,True
963,61,9,orchid_engine,Eli,orchid bay,drizzle,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
964,61,9,moss_ward,Ari,tool nook,mist,normal work with forecast check,0.298224,0.238224,0.92,0.92,False,True,True,True
965,61,9,glass_harbor,Oren,lamp pier,sleet,short weather-bounded work shift,0.539028,0.409028,0.92,0.92,True,False,True,True
966,61,9,cinder_garden,Vale,ash path,clear,normal work with forecast check,0.30684,0.24684,0.92,0.92,False,True,True,True
967,61,9,lichen_bridge,Sol,lichen wall,cold fog,short weather-bounded work shift,0.50664,0.37664,0.92,0.92,True,True,True,True
968,61,9,orchid_engine,Bea,engine ring,drizzle,normal work with forecast check,0.297274,0.237274,0.868,0.882,False,True,True,True
969,61,9,moss_ward,Fay,rain gate,mist,normal work with forecast check,0.297369,0.237369,0.92,0.92,False,True,True,True
970,61,9,glass_harbor,Puck,net room,sleet,short weather-bounded work shift,0.538021,0.408021,0.92,0.92,True,False,True,True
971,61,9,cinder_garden,Wren,ember bed,clear,normal work with forecast check,0.26296,0.20296,0.868,0.882,False,True,True,True
972,61,9,lichen_bridge,Kio,signal post,cold fog,delay exposed work and use shelter route,0.54849,0.34849,0.772,0.754,True,True,True,True
973,61,9,orchid_engine,Cai,gear wash,drizzle,normal work with forecast check,0.290653,0.230653,0.92,0.92,False,True,True,True
974,61,9,moss_ward,Milo,moss lane,mist,normal work with forecast check,0.290606,0.230606,0.92,0.92,False,True,True,True
975,61,9,glass_harbor,Sera,salt steps,sleet,delay exposed work and use shelter route,0.5,0.3,0.868,0.85,True,True,True,True
976,62,9,lichen_bridge,Kio,lichen wall,clear,normal work with forecast check,0.299306,0.239306,0.754,0.768,False,True,True,True
977,62,9,orchid_engine,Cai,engine ring,cold draft,normal work with forecast check,0.28147,0.22147,0.92,0.92,False,True,True,True
978,62,9,moss_ward,Milo,rain gate,wind,normal work with forecast check,0.281423,0.221423,0.92,0.92,False,True,True,True
979,62,9,glass_harbor,Sera,net room,fog,normal work with forecast check,0.26,0.2,0.85,0.864,False,True,True,True
980,62,9,cinder_garden,Juno,ember bed,dust wind,short weather-bounded work shift,0.53892,0.40892,0.772,0.778,True,False,True,True
981,62,9,lichen_bridge,Luma,signal post,clear,normal work with forecast check,0.298325,0.238325,0.868,0.882,False,True,True,True
982,62,9,orchid_engine,Dax,gear wash,cold draft,normal work with forecast check,0.289584,0.229584,0.92,0.92,False,True,True,True
983,62,9,moss_ward,Tala,moss lane,wind,normal work with forecast check,0.26592,0.20592,0.868,0.882,False,True,True,True
984,62,9,glass_harbor,Nia,salt steps,fog,normal work with forecast check,0.2824,0.2224,0.85,0.864,False,True,True,True
985,62,9,cinder_garden,Pax,seed shelf,dust wind,delay exposed work and use shelter route,0.54049,0.34049,0.786,0.768,True,True,True,True
986,62,9,lichen_bridge,Rin,rope bridge,clear,normal work with forecast check,0.290961,0.230961,0.92,0.92,False,True,True,True
987,62,9,orchid_engine,Eli,orchid bay,cold draft,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
988,62,9,moss_ward,Ari,tool nook,wind,normal work with forecast check,0.301184,0.241184,0.92,0.92,False,True,True,True
989,62,9,glass_harbor,Oren,lamp pier,fog,normal work with forecast check,0.301988,0.241988,0.92,0.92,False,True,True,True
990,62,9,cinder_garden,Vale,ash path,dust wind,short weather-bounded work shift,0.55052,0.42052,0.92,0.92,True,False,True,True
991,62,9,lichen_bridge,Sol,lichen wall,clear,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
992,63,9,moss_ward,Ari,moss lane,clear,normal work with forecast check,0.292001,0.232001,0.92,0.92,False,True,True,True
993,63,9,glass_harbor,Oren,salt steps,spray,normal work with forecast check,0.292804,0.232804,0.92,0.92,False,True,True,True
994,63,9,cinder_garden,Vale,seed shelf,heat,normal work with forecast check,0.301337,0.241337,0.92,0.92,False,True,True,True
995,63,9,lichen_bridge,Sol,rope bridge,rain,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
996,63,9,orchid_engine,Bea,orchid bay,clear,normal work with forecast check,0.300234,0.240234,0.882,0.896,False,True,True,True
997,63,9,moss_ward,Fay,tool nook,clear,normal work with forecast check,0.300329,0.240329,0.92,0.92,False,True,True,True
998,63,9,glass_harbor,Puck,lamp pier,spray,normal work with forecast check,0.300981,0.240981,0.92,0.92,False,True,True,True
999,63,9,cinder_garden,Wren,ash path,heat,normal work with forecast check,0.26592,0.20592,0.882,0.896,False,True,True,True
1000,63,9,lichen_bridge,Kio,lichen wall,rain,normal work with forecast check,0.302266,0.242266,0.768,0.782,False,True,True,True
1001,63,9,orchid_engine,Cai,engine ring,clear,normal work with forecast check,0.28443,0.22443,0.92,0.92,False,True,True,True
1002,63,9,moss_ward,Milo,rain gate,clear,normal work with forecast check,0.284383,0.224383,0.92,0.92,False,True,True,True
1003,63,9,glass_harbor,Sera,net room,spray,normal work with forecast check,0.26296,0.20296,0.864,0.878,False,True,True,True
1004,63,9,cinder_garden,Juno,ember bed,heat,normal work with forecast check,0.30188,0.24188,0.778,0.792,False,True,True,True
1005,63,9,lichen_bridge,Luma,signal post,rain,normal work with forecast check,0.301285,0.241285,0.882,0.896,False,True,True,True
1006,63,9,orchid_engine,Dax,gear wash,clear,normal work with forecast check,0.292544,0.232544,0.92,0.92,False,True,True,True
1007,63,9,moss_ward,Tala,moss lane,clear,normal work with forecast check,0.26,0.2,0.882,0.896,False,True,True,True
1008,64,10,cinder_garden,Juno,ash path,dry gale,delay exposed work and use shelter route,0.532697,0.332697,0.792,0.774,True,True,True,True
1009,64,10,lichen_bridge,Luma,lichen wall,crosswind,normal work with forecast check,0.292102,0.232102,0.896,0.91,False,True,True,True
1010,64,10,orchid_engine,Dax,engine ring,steam leak,short weather-bounded work shift,0.523361,0.393361,0.92,0.92,True,False,True,True
1011,64,10,moss_ward,Tala,rain gate,cold rain,delay exposed work and use shelter route,0.5,0.3,0.896,0.878,True,True,True,True
1012,64,10,glass_harbor,Nia,net room,wind,normal work with forecast check,0.28536,0.22536,0.864,0.878,False,True,True,True
1013,64,10,cinder_garden,Pax,ember bed,dry gale,short weather-bounded work shift,0.54417,0.41417,0.768,0.774,True,True,True,True
1014,64,10,lichen_bridge,Rin,signal post,crosswind,normal work with forecast check,0.293921,0.233921,0.92,0.92,False,True,True,True
1015,64,10,orchid_engine,Eli,gear wash,steam leak,short weather-bounded work shift,0.50664,0.37664,0.92,0.92,True,False,True,True
1016,64,10,moss_ward,Ari,moss lane,cold rain,short weather-bounded work shift,0.535681,0.405681,0.92,0.92,True,True,True,True
1017,64,10,glass_harbor,Oren,salt steps,wind,normal work with forecast check,0.295764,0.235764,0.92,0.92,False,True,True,True
1018,64,10,cinder_garden,Vale,seed shelf,dry gale,short weather-bounded work shift,0.545017,0.415017,0.92,0.92,True,True,True,True
1019,64,10,lichen_bridge,Sol,rope bridge,crosswind,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
1020,64,10,orchid_engine,Bea,orchid bay,steam leak,delay exposed work and use shelter route,0.543914,0.343914,0.896,0.878,True,True,True,True
1021,64,10,moss_ward,Fay,tool nook,cold rain,short weather-bounded work shift,0.544009,0.414009,0.92,0.92,True,True,True,True
1022,64,10,glass_harbor,Puck,lamp pier,wind,normal work with forecast check,0.303941,0.243941,0.92,0.92,False,True,True,True
1023,64,10,cinder_garden,Wren,ash path,dry gale,delay exposed work and use shelter route,0.5,0.3,0.896,0.878,True,True,True,True
1024,65,10,orchid_engine,Bea,gear wash,engine heat,normal work with forecast check,0.294731,0.234731,0.878,0.892,False,True,True,True
1025,65,10,moss_ward,Fay,moss lane,rain,normal work with forecast check,0.294826,0.234826,0.92,0.92,False,True,True,True
1026,65,10,glass_harbor,Puck,salt steps,clear,normal work with forecast check,0.294758,0.234758,0.92,0.92,False,True,True,True
1027,65,10,cinder_garden,Wren,seed shelf,cold night,normal work with forecast check,0.26,0.2,0.878,0.892,False,True,True,True
1028,65,10,lichen_bridge,Kio,rope bridge,hail,short weather-bounded work shift,0.545946,0.415946,0.782,0.788,True,True,True,True
1029,65,10,orchid_engine,Cai,orchid bay,engine heat,normal work with forecast check,0.28739,0.22739,0.92,0.92,False,True,True,True
1030,65,10,moss_ward,Milo,tool nook,rain,normal work with forecast check,0.287343,0.227343,0.92,0.92,False,True,True,True
1031,65,10,glass_harbor,Sera,lamp pier,clear,normal work with forecast check,0.26592,0.20592,0.878,0.892,False,True,True,True
1032,65,10,cinder_garden,Juno,ash path,cold night,normal work with forecast check,0.295657,0.235657,0.774,0.788,False,True,True,True
1033,65,10,lichen_bridge,Luma,lichen wall,hail,delay exposed work and use shelter route,0.535782,0.335782,0.91,0.892,True,True,True,True
1034,65,10,orchid_engine,Dax,engine ring,engine heat,normal work with forecast check,0.286321,0.226321,0.92,0.92,False,True,True,True
1035,65,10,moss_ward,Tala,rain gate,rain,normal work with forecast check,0.26296,0.20296,0.878,0.892,False,True,True,True
1036,65,10,glass_harbor,Nia,net room,clear,normal work with forecast check,0.28832,0.22832,0.878,0.892,False,True,True,True
1037,65,10,cinder_garden,Pax,ember bed,cold night,normal work with forecast check,0.30713,0.24713,0.774,0.788,False,True,True,True
1038,65,10,lichen_bridge,Rin,signal post,hail,short weather-bounded work shift,0.537601,0.407601,0.92,0.92,True,True,True,True
1039,65,10,orchid_engine,Eli,gear wash,engine heat,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1040,66,10,glass_harbor,Nia,lamp pier,sleet,delay exposed work and use shelter route,0.519137,0.319137,0.892,0.874,True,True,True,True
1041,66,10,cinder_garden,Pax,ash path,clear,normal work with forecast check,0.297947,0.237947,0.788,0.802,False,True,True,True
1042,66,10,lichen_bridge,Rin,lichen wall,cold fog,short weather-bounded work shift,0.528417,0.398417,0.92,0.92,True,True,True,True
1043,66,10,orchid_engine,Eli,engine ring,drizzle,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1044,66,10,moss_ward,Ari,rain gate,mist,normal work with forecast check,0.298641,0.238641,0.92,0.92,False,True,True,True
1045,66,10,glass_harbor,Oren,net room,sleet,short weather-bounded work shift,0.539444,0.409444,0.92,0.92,True,False,True,True
1046,66,10,cinder_garden,Vale,ember bed,clear,normal work with forecast check,0.307977,0.247977,0.92,0.92,False,True,True,True
1047,66,10,lichen_bridge,Sol,signal post,cold fog,short weather-bounded work shift,0.50664,0.37664,0.92,0.92,True,True,True,True
1048,66,10,orchid_engine,Bea,gear wash,drizzle,normal work with forecast check,0.297691,0.237691,0.892,0.906,False,True,True,True
1049,66,10,moss_ward,Fay,moss lane,mist,normal work with forecast check,0.297786,0.237786,0.92,0.92,False,True,True,True
1050,66,10,glass_harbor,Puck,salt steps,sleet,short weather-bounded work shift,0.538438,0.408438,0.92,0.92,True,False,True,True
1051,66,10,cinder_garden,Wren,seed shelf,clear,normal work with forecast check,0.26296,0.20296,0.892,0.906,False,True,True,True
1052,66,10,lichen_bridge,Kio,rope bridge,cold fog,delay exposed work and use shelter route,0.549626,0.349626,0.788,0.77,True,True,True,True
1053,66,10,orchid_engine,Cai,orchid bay,drizzle,normal work with forecast check,0.29035,0.23035,0.92,0.92,False,True,True,True
1054,66,10,moss_ward,Milo,tool nook,mist,normal work with forecast check,0.290303,0.230303,0.92,0.92,False,True,True,True
1055,66,10,glass_harbor,Sera,lamp pier,sleet,delay exposed work and use shelter route,0.5,0.3,0.892,0.874,True,True,True,True
1056,67,10,lichen_bridge,Kio,signal post,clear,normal work with forecast check,0.300443,0.240443,0.77,0.784,False,True,True,True
1057,67,10,orchid_engine,Cai,gear wash,cold draft,normal work with forecast check,0.281167,0.221167,0.92,0.92,False,True,True,True
1058,67,10,moss_ward,Milo,moss lane,wind,normal work with forecast check,0.281119,0.221119,0.92,0.92,False,True,True,True
1059,67,10,glass_harbor,Sera,salt steps,fog,normal work with forecast check,0.26,0.2,0.874,0.888,False,True,True,True
1060,67,10,cinder_garden,Juno,seed shelf,dust wind,short weather-bounded work shift,0.539337,0.409337,0.788,0.794,True,False,True,True
1061,67,10,lichen_bridge,Luma,rope bridge,clear,normal work with forecast check,0.298742,0.238742,0.892,0.906,False,True,True,True
1062,67,10,orchid_engine,Dax,orchid bay,cold draft,normal work with forecast check,0.289281,0.229281,0.92,0.92,False,True,True,True
1063,67,10,moss_ward,Tala,tool nook,wind,normal work with forecast check,0.26592,0.20592,0.892,0.906,False,True,True,True
1064,67,10,glass_harbor,Nia,lamp pier,fog,normal work with forecast check,0.282097,0.222097,0.874,0.888,False,True,True,True
1065,67,10,cinder_garden,Pax,ash path,dust wind,delay exposed work and use shelter route,0.541627,0.341627,0.802,0.784,True,True,True,True
1066,67,10,lichen_bridge,Rin,lichen wall,clear,normal work with forecast check,0.291377,0.231377,0.92,0.92,False,True,True,True
1067,67,10,orchid_engine,Eli,engine ring,cold draft,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
1068,67,10,moss_ward,Ari,rain gate,wind,normal work with forecast check,0.301601,0.241601,0.92,0.92,False,True,True,True
1069,67,10,glass_harbor,Oren,net room,fog,normal work with forecast check,0.302404,0.242404,0.92,0.92,False,True,True,True
1070,67,10,cinder_garden,Vale,ember bed,dust wind,short weather-bounded work shift,0.551657,0.421657,0.92,0.92,True,False,True,True
1071,67,10,lichen_bridge,Sol,signal post,clear,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1072,68,10,moss_ward,Ari,tool nook,clear,normal work with forecast check,0.292418,0.232418,0.92,0.92,False,True,True,True
1073,68,10,glass_harbor,Oren,lamp pier,spray,normal work with forecast check,0.293221,0.233221,0.92,0.92,False,True,True,True
1074,68,10,cinder_garden,Vale,ash path,heat,normal work with forecast check,0.302474,0.242474,0.92,0.92,False,True,True,True
1075,68,10,lichen_bridge,Sol,lichen wall,rain,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1076,68,10,orchid_engine,Bea,engine ring,clear,normal work with forecast check,0.300651,0.240651,0.906,0.92,False,True,True,True
1077,68,10,moss_ward,Fay,rain gate,clear,normal work with forecast check,0.300746,0.240746,0.92,0.92,False,True,True,True
1078,68,10,glass_harbor,Puck,net room,spray,normal work with forecast check,0.301398,0.241398,0.92,0.92,False,True,True,True
1079,68,10,cinder_garden,Wren,ember bed,heat,normal work with forecast check,0.26592,0.20592,0.906,0.92,False,True,True,True
1080,68,10,lichen_bridge,Kio,signal post,rain,normal work with forecast check,0.303403,0.243403,0.784,0.798,False,True,True,True
1081,68,10,orchid_engine,Cai,gear wash,clear,normal work with forecast check,0.284127,0.224127,0.92,0.92,False,True,True,True
1082,68,10,moss_ward,Milo,moss lane,clear,normal work with forecast check,0.284079,0.224079,0.92,0.92,False,True,True,True
1083,68,10,glass_harbor,Sera,salt steps,spray,normal work with forecast check,0.26296,0.20296,0.888,0.902,False,True,True,True
1084,68,10,cinder_garden,Juno,seed shelf,heat,normal work with forecast check,0.302297,0.242297,0.794,0.808,False,True,True,True
1085,68,10,lichen_bridge,Luma,rope bridge,rain,normal work with forecast check,0.301702,0.241702,0.906,0.92,False,True,True,True
1086,68,10,orchid_engine,Dax,orchid bay,clear,normal work with forecast check,0.292241,0.232241,0.92,0.92,False,True,True,True
1087,68,10,moss_ward,Tala,tool nook,clear,normal work with forecast check,0.26,0.2,0.906,0.92,False,True,True,True
1088,69,10,cinder_garden,Juno,ember bed,dry gale,delay exposed work and use shelter route,0.533114,0.333114,0.808,0.79,True,True,True,True
1089,69,10,lichen_bridge,Luma,signal post,crosswind,normal work with forecast check,0.292518,0.232518,0.92,0.92,False,True,True,True
1090,69,10,orchid_engine,Dax,gear wash,steam leak,short weather-bounded work shift,0.523058,0.393058,0.92,0.92,True,False,True,True
1091,69,10,moss_ward,Tala,moss lane,cold rain,delay exposed work and use shelter route,0.5,0.3,0.92,0.902,True,True,True,True
1092,69,10,glass_harbor,Nia,salt steps,wind,normal work with forecast check,0.285057,0.225057,0.888,0.902,False,True,True,True
1093,69,10,cinder_garden,Pax,seed shelf,dry gale,short weather-bounded work shift,0.545307,0.415307,0.784,0.79,True,True,True,True
1094,69,10,lichen_bridge,Rin,rope bridge,crosswind,normal work with forecast check,0.294337,0.234337,0.92,0.92,False,True,True,True
1095,69,10,orchid_engine,Eli,orchid bay,steam leak,short weather-bounded work shift,0.50664,0.37664,0.92,0.92,True,False,True,True
1096,69,10,moss_ward,Ari,tool nook,cold rain,short weather-bounded work shift,0.536098,0.406098,0.92,0.92,True,True,True,True
1097,69,10,glass_harbor,Oren,lamp pier,wind,normal work with forecast check,0.296181,0.236181,0.92,0.92,False,True,True,True
1098,69,10,cinder_garden,Vale,ash path,dry gale,short weather-bounded work shift,0.546154,0.416154,0.92,0.92,True,True,True,True
1099,69,10,lichen_bridge,Sol,lichen wall,crosswind,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
1100,69,10,orchid_engine,Bea,engine ring,steam leak,delay exposed work and use shelter route,0.544331,0.344331,0.92,0.902,True,True,True,True
1101,69,10,moss_ward,Fay,rain gate,cold rain,short weather-bounded work shift,0.544426,0.414426,0.92,0.92,True,True,True,True
1102,69,10,glass_harbor,Puck,net room,wind,normal work with forecast check,0.304358,0.244358,0.92,0.92,False,True,True,True
1103,69,10,cinder_garden,Wren,ember bed,dry gale,delay exposed work and use shelter route,0.5,0.3,0.92,0.902,True,True,True,True
1104,70,10,orchid_engine,Bea,orchid bay,engine heat,normal work with forecast check,0.295148,0.235148,0.902,0.916,False,True,True,True
1105,70,10,moss_ward,Fay,tool nook,rain,normal work with forecast check,0.295243,0.235243,0.92,0.92,False,True,True,True
1106,70,10,glass_harbor,Puck,lamp pier,clear,normal work with forecast check,0.295175,0.235175,0.92,0.92,False,True,True,True
1107,70,10,cinder_garden,Wren,ash path,cold night,normal work with forecast check,0.26,0.2,0.902,0.916,False,True,True,True
1108,70,10,lichen_bridge,Kio,lichen wall,hail,short weather-bounded work shift,0.547083,0.417083,0.798,0.804,True,True,True,True
1109,70,10,orchid_engine,Cai,engine ring,engine heat,normal work with forecast check,0.287087,0.227087,0.92,0.92,False,True,True,True
1110,70,10,moss_ward,Milo,rain gate,rain,normal work with forecast check,0.287039,0.227039,0.92,0.92,False,True,True,True
1111,70,10,glass_harbor,Sera,net room,clear,normal work with forecast check,0.26592,0.20592,0.902,0.916,False,True,True,True
1112,70,10,cinder_garden,Juno,ember bed,cold night,normal work with forecast check,0.296074,0.236074,0.79,0.804,False,True,True,True
1113,70,10,lichen_bridge,Luma,signal post,hail,delay exposed work and use shelter route,0.536198,0.336198,0.92,0.902,True,True,True,True
1114,70,10,orchid_engine,Dax,gear wash,engine heat,normal work with forecast check,0.286018,0.226018,0.92,0.92,False,True,True,True
1115,70,10,moss_ward,Tala,moss lane,rain,normal work with forecast check,0.26296,0.20296,0.902,0.916,False,True,True,True
1116,70,10,glass_harbor,Nia,salt steps,clear,normal work with forecast check,0.288017,0.228017,0.902,0.916,False,True,True,True
1117,70,10,cinder_garden,Pax,seed shelf,cold night,normal work with forecast check,0.308267,0.248267,0.79,0.804,False,True,True,True
1118,70,10,lichen_bridge,Rin,rope bridge,hail,short weather-bounded work shift,0.538017,0.408017,0.92,0.92,True,True,True,True
1119,70,10,orchid_engine,Eli,orchid bay,engine heat,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1120,71,11,glass_harbor,Nia,net room,sleet,delay exposed work and use shelter route,0.518834,0.318834,0.916,0.898,True,True,True,True
1121,71,11,cinder_garden,Pax,ember bed,clear,normal work with forecast check,0.299084,0.239084,0.804,0.818,False,True,True,True
1122,71,11,lichen_bridge,Rin,signal post,cold fog,short weather-bounded work shift,0.528834,0.398834,0.92,0.92,True,True,True,True
1123,71,11,orchid_engine,Eli,gear wash,drizzle,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1124,71,11,moss_ward,Ari,moss lane,mist,normal work with forecast check,0.299058,0.239058,0.92,0.92,False,True,True,True
1125,71,11,glass_harbor,Oren,salt steps,sleet,short weather-bounded work shift,0.539861,0.409861,0.92,0.92,True,False,True,True
1126,71,11,cinder_garden,Vale,seed shelf,clear,normal work with forecast check,0.309114,0.249114,0.92,0.92,False,True,True,True
1127,71,11,lichen_bridge,Sol,rope bridge,cold fog,short weather-bounded work shift,0.50664,0.37664,0.92,0.92,True,True,True,True
1128,71,11,orchid_engine,Bea,orchid bay,drizzle,normal work with forecast check,0.298108,0.238108,0.916,0.92,False,True,True,True
1129,71,11,moss_ward,Fay,tool nook,mist,normal work with forecast check,0.298203,0.238203,0.92,0.92,False,True,True,True
1130,71,11,glass_harbor,Puck,lamp pier,sleet,short weather-bounded work shift,0.538855,0.408855,0.92,0.92,True,False,True,True
1131,71,11,cinder_garden,Wren,ash path,clear,normal work with forecast check,0.26296,0.20296,0.916,0.92,False,True,True,True
1132,71,11,lichen_bridge,Kio,lichen wall,cold fog,delay exposed work and use shelter route,0.550763,0.350763,0.804,0.786,True,True,True,True
1133,71,11,orchid_engine,Cai,engine ring,drizzle,normal work with forecast check,0.290047,0.230047,0.92,0.92,False,True,True,True
1134,71,11,moss_ward,Milo,rain gate,mist,normal work with forecast check,0.289999,0.229999,0.92,0.92,False,True,True,True
1135,71,11,glass_harbor,Sera,net room,sleet,delay exposed work and use shelter route,0.5,0.3,0.916,0.898,True,True,True,True
1136,72,11,lichen_bridge,Kio,rope bridge,clear,normal work with forecast check,0.30158,0.24158,0.786,0.8,False,True,True,True
1137,72,11,orchid_engine,Cai,orchid bay,cold draft,normal work with forecast check,0.280863,0.220863,0.92,0.92,False,True,True,True
1138,72,11,moss_ward,Milo,tool nook,wind,normal work with forecast check,0.280816,0.220816,0.92,0.92,False,True,True,True
1139,72,11,glass_harbor,Sera,lamp pier,fog,normal work with forecast check,0.26,0.2,0.898,0.912,False,True,True,True
1140,72,11,cinder_garden,Juno,ash path,dust wind,short weather-bounded work shift,0.539754,0.409754,0.804,0.81,True,False,True,True
1141,72,11,lichen_bridge,Luma,lichen wall,clear,normal work with forecast check,0.299158,0.239158,0.902,0.916,False,True,True,True
1142,72,11,orchid_engine,Dax,engine ring,cold draft,normal work with forecast check,0.288978,0.228978,0.92,0.92,False,True,True,True
1143,72,11,moss_ward,Tala,rain gate,wind,normal work with forecast check,0.26592,0.20592,0.916,0.92,False,True,True,True
1144,72,11,glass_harbor,Nia,net room,fog,normal work with forecast check,0.281794,0.221794,0.898,0.912,False,True,True,True
1145,72,11,cinder_garden,Pax,ember bed,dust wind,delay exposed work and use shelter route,0.542764,0.342764,0.818,0.8,True,True,True,True
1146,72,11,lichen_bridge,Rin,signal post,clear,normal work with forecast check,0.291794,0.231794,0.92,0.92,False,True,True,True
1147,72,11,orchid_engine,Eli,gear wash,cold draft,normal work with forecast check,0.26296,0.20296,0.92,0.92,False,True,True,True
1148,72,11,moss_ward,Ari,moss lane,wind,normal work with forecast check,0.302018,0.242018,0.92,0.92,False,True,True,True
1149,72,11,glass_harbor,Oren,salt steps,fog,normal work with forecast check,0.302821,0.242821,0.92,0.92,False,True,True,True
1150,72,11,cinder_garden,Vale,seed shelf,dust wind,short weather-bounded work shift,0.552794,0.422794,0.92,0.92,True,False,True,True
1151,72,11,lichen_bridge,Sol,rope bridge,clear,normal work with forecast check,0.26,0.2,0.92,0.92,False,True,True,True
1152,73,11,moss_ward,Ari,rain gate,clear,normal work with forecast check,0.292834,0.232834,0.92,0.92,False,True,True,True
1153,73,11,glass_harbor,Oren,net room,spray,normal work with forecast check,0.293638,0.233638,0.92,0.92,False,True,True,True
1154,73,11,cinder_garden,Vale,ember bed,heat,normal work with forecast check,0.303611,0.243611,0.92,0.92,False,True,True,True
