tick_id,day,project_id,material,inventory_before,consumed,inventory_after,shortage,shortage_visible,ledger_entry,substitute_material
347,20,herb_roof_garden,water,36.0297,0.26195,35.76775,false,false,herb_roof_garden:water:water:0.262,none
348,20,north_lantern_relay,wire,5.341,0.0,5.341,false,false,none,none
349,20,archive_weather_log,ink,8.042,0.0,8.042,false,false,none,none
350,20,west_bridge_repair,planks,17.256,0.0,17.256,false,false,none,none
351,20,herb_roof_garden,compost,7.042,0.0,7.042,false,false,none,none
352,20,north_lantern_relay,oil,10.6475,0.21125,10.43625,false,false,north_lantern_relay:wire:oil:0.211,none
353,20,archive_weather_log,paper,10.8003,0.0,10.8003,false,false,none,none
354,20,west_bridge_repair,resin,7.01625,0.0,7.01625,false,false,none,none
355,20,herb_roof_garden,seed,9.726,0.0,9.726,false,false,none,none
356,20,north_lantern_relay,glass,7.16,0.0,7.16,false,false,none,none
357,20,archive_weather_log,thread,0.9525,0.0,0.9525,true,true,none,none
358,20,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
359,20,herb_roof_garden,water,35.76775,0.0,35.76775,false,false,none,none
360,21,archive_weather_log,thread,0.9525,0.0,0.9525,false,false,none,none
361,21,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
362,21,herb_roof_garden,water,35.76775,0.0,35.76775,false,false,none,none
363,21,north_lantern_relay,wire,5.341,0.0,5.341,false,false,none,none
364,21,archive_weather_log,ink,8.042,0.0,8.042,false,false,none,none
365,21,west_bridge_repair,planks,17.256,0.0,17.256,false,false,none,none
366,21,herb_roof_garden,compost,7.042,0.154,6.888,false,false,herb_roof_garden:water:compost:0.154,none
367,21,north_lantern_relay,oil,10.43625,0.0,10.43625,false,false,none,none
368,21,archive_weather_log,paper,10.8003,0.0,10.8003,false,false,none,none
369,21,west_bridge_repair,resin,7.01625,0.0,7.01625,false,false,none,none
370,21,herb_roof_garden,seed,9.726,0.0,9.726,false,false,none,none
371,21,north_lantern_relay,glass,7.16,0.154,7.006,false,false,north_lantern_relay:wire:glass:0.154,none
372,21,archive_weather_log,thread,0.9525,0.0,0.9525,false,false,none,none
373,21,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
374,21,herb_roof_garden,water,35.76775,0.0,35.76775,false,false,none,none
375,21,north_lantern_relay,wire,5.341,0.0,5.341,false,false,none,none
376,21,archive_weather_log,ink,8.042,0.0,8.042,false,false,none,none
377,21,west_bridge_repair,planks,17.256,0.0,17.256,false,false,none,none
378,22,herb_roof_garden,compost,6.888,0.0,6.888,false,false,none,none
379,22,north_lantern_relay,oil,10.43625,0.0,10.43625,false,false,none,none
380,22,archive_weather_log,paper,10.8003,0.0,10.8003,false,false,none,none
381,22,west_bridge_repair,resin,7.01625,0.0,7.01625,true,true,none,none
382,22,herb_roof_garden,seed,9.726,0.0,9.726,false,false,none,none
383,22,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
384,22,archive_weather_log,thread,0.9525,0.0,0.9525,false,false,none,none
385,22,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
386,22,herb_roof_garden,water,35.76775,0.0,35.76775,false,false,none,none
387,22,north_lantern_relay,wire,5.341,0.154,5.187,false,false,north_lantern_relay:wire:wire:0.154,none
388,22,archive_weather_log,ink,8.042,0.0,8.042,false,false,none,none
389,22,west_bridge_repair,planks,17.256,0.136,17.12,false,false,west_bridge_repair:brace:planks:0.136,none
390,22,herb_roof_garden,compost,6.888,0.0,6.888,false,false,none,none
391,22,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
392,22,archive_weather_log,paper,10.8003,0.2387,10.5616,false,false,archive_weather_log:bind:paper:0.239,public stub index
393,22,west_bridge_repair,resin,7.01625,0.0,7.01625,false,false,none,none
394,22,herb_roof_garden,seed,9.726,0.0,9.726,false,false,none,none
395,22,north_lantern_relay,wire,5.187,0.0,5.187,false,false,none,none
396,23,archive_weather_log,thread,0.9525,0.0,0.9525,false,false,none,none
397,23,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
398,23,herb_roof_garden,water,35.76775,0.0,35.76775,false,false,none,none
399,23,north_lantern_relay,oil,10.43625,0.0,10.43625,false,false,none,none
400,23,archive_weather_log,ink,8.042,0.0,8.042,false,false,none,none
401,23,west_bridge_repair,planks,17.12,0.0,17.12,false,false,none,none
402,23,herb_roof_garden,compost,6.888,0.154,6.734,false,false,herb_roof_garden:water:compost:0.154,none
403,23,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
404,23,archive_weather_log,paper,10.5616,0.0,10.5616,false,false,none,none
405,23,west_bridge_repair,resin,7.01625,0.0,7.01625,false,false,none,none
406,23,herb_roof_garden,seed,9.726,0.0,9.726,false,false,none,none
407,23,north_lantern_relay,wire,5.187,0.172,5.015,false,false,north_lantern_relay:test:wire:0.172,none
408,23,archive_weather_log,thread,0.9525,0.0,0.9525,false,false,none,none
409,23,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
410,23,herb_roof_garden,water,35.76775,0.0,35.76775,false,false,none,none
411,23,north_lantern_relay,oil,10.43625,0.0,10.43625,false,false,none,none
412,23,archive_weather_log,ink,8.042,0.0,8.042,false,false,none,none
413,23,west_bridge_repair,planks,17.12,0.0,17.12,false,false,none,none
414,24,north_lantern_relay,oil,10.43625,0.0,10.43625,false,false,none,none
415,24,archive_weather_log,ink,8.042,0.0,8.042,false,false,none,none
416,24,west_bridge_repair,planks,17.12,0.136,16.984,false,false,west_bridge_repair:brace:planks:0.136,none
417,24,herb_roof_garden,compost,6.734,0.0,6.734,false,false,none,none
418,24,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
419,24,archive_weather_log,paper,10.5616,0.0,10.5616,false,false,none,none
420,24,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
421,24,herb_roof_garden,seed,9.726,0.0,9.726,true,true,none,none
422,24,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
423,24,archive_weather_log,thread,0.9525,0.0,0.9525,false,false,none,none
424,24,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
425,24,herb_roof_garden,water,35.76775,0.0,35.76775,false,false,none,none
426,24,north_lantern_relay,oil,10.43625,0.0,10.43625,false,false,none,none
427,24,archive_weather_log,ink,8.042,0.0,8.042,true,true,none,none
428,24,west_bridge_repair,resin,7.01625,0.0,7.01625,false,false,none,none
429,24,herb_roof_garden,compost,6.734,0.0,6.734,false,false,none,none
430,24,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
431,24,archive_weather_log,paper,10.5616,0.0,10.5616,false,false,none,none
432,25,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
433,25,herb_roof_garden,seed,9.726,0.0,9.726,false,false,none,none
434,25,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
435,25,archive_weather_log,thread,0.9525,0.0,0.9525,false,false,none,none
436,25,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
437,25,herb_roof_garden,water,35.76775,0.26195,35.5058,false,false,herb_roof_garden:water:water:0.262,none
438,25,north_lantern_relay,oil,10.43625,0.215,10.22125,false,false,north_lantern_relay:test:oil:0.215,none
439,25,archive_weather_log,ink,8.042,0.0,8.042,false,false,none,none
440,25,west_bridge_repair,resin,7.01625,0.1925,6.82375,false,false,west_bridge_repair:seal:resin:0.193,none
441,25,herb_roof_garden,compost,6.734,0.0,6.734,false,false,none,none
442,25,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
443,25,archive_weather_log,paper,10.5616,0.0,10.5616,false,false,none,none
444,25,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
445,25,herb_roof_garden,seed,9.726,0.0,9.726,false,false,none,none
446,25,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
447,25,archive_weather_log,thread,0.9525,0.21125,0.74125,false,false,archive_weather_log:bind:thread:0.211,none
448,25,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
449,25,herb_roof_garden,water,35.5058,0.0,35.5058,false,false,none,none
450,26,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
451,26,archive_weather_log,ink,8.042,0.0,8.042,false,false,none,none
452,26,west_bridge_repair,resin,6.82375,0.1925,6.63125,false,false,west_bridge_repair:seal:resin:0.193,none
453,26,herb_roof_garden,compost,6.734,0.0,6.734,false,false,none,none
454,26,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
455,26,archive_weather_log,paper,10.5616,0.0,10.5616,false,false,none,none
456,26,west_bridge_repair,rope,5.256,0.0,5.256,false,false,none,none
457,26,herb_roof_garden,seed,9.726,0.154,9.572,false,false,herb_roof_garden:water:seed:0.154,none
458,26,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
459,26,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
460,26,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
461,26,herb_roof_garden,water,35.5058,0.0,35.5058,false,false,none,none
462,26,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
463,26,archive_weather_log,ink,8.042,0.154,7.888,false,false,archive_weather_log:bind:ink:0.154,none
464,26,west_bridge_repair,resin,6.63125,0.0,6.63125,false,false,none,none
465,26,herb_roof_garden,compost,6.734,0.0,6.734,false,false,none,none
466,26,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
467,26,archive_weather_log,paper,10.5616,0.0,10.5616,false,false,none,none
468,27,herb_roof_garden,compost,6.734,0.0,6.734,false,false,none,none
469,27,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
470,27,archive_weather_log,paper,10.5616,0.0,10.5616,false,false,none,none
471,27,west_bridge_repair,rope,5.256,0.154,5.102,false,false,west_bridge_repair:seal:rope:0.154,none
472,27,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
473,27,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
474,27,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
475,27,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
476,27,herb_roof_garden,water,35.5058,0.0,35.5058,false,false,none,none
477,27,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
478,27,archive_weather_log,ink,7.888,0.0,7.888,false,false,none,none
479,27,west_bridge_repair,resin,6.63125,0.0,6.63125,false,false,none,none
480,27,herb_roof_garden,compost,6.734,0.0,6.734,false,false,none,none
481,27,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
482,27,archive_weather_log,paper,10.5616,0.2387,10.3229,false,false,archive_weather_log:bind:paper:0.239,none
483,27,west_bridge_repair,rope,5.102,0.0,5.102,false,false,none,none
484,27,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
485,27,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
486,28,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
487,28,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
488,28,herb_roof_garden,water,35.5058,0.0,35.5058,false,false,none,none
489,28,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
490,28,archive_weather_log,ink,7.888,0.0,7.888,false,false,none,none
491,28,west_bridge_repair,resin,6.63125,0.21125,6.42,false,false,west_bridge_repair:seal:resin:0.211,none
492,28,herb_roof_garden,compost,6.734,0.154,6.58,false,false,herb_roof_garden:water:compost:0.154,none
493,28,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
494,28,archive_weather_log,paper,10.3229,0.0,10.3229,false,false,none,none
495,28,west_bridge_repair,rope,5.102,0.0,5.102,false,false,none,none
496,28,herb_roof_garden,water,35.5058,0.0,35.5058,false,false,none,none
497,28,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
498,28,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
499,28,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
500,28,herb_roof_garden,compost,6.58,0.0,6.58,false,false,none,none
501,28,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
502,28,archive_weather_log,ink,7.888,0.0,7.888,false,false,none,none
503,28,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
504,29,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
505,29,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
506,29,archive_weather_log,paper,10.3229,0.0,10.3229,false,false,none,none
507,29,west_bridge_repair,rope,5.102,0.154,4.948,false,false,west_bridge_repair:seal:rope:0.154,none
508,29,herb_roof_garden,water,35.5058,0.0,35.5058,false,false,none,none
509,29,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
510,29,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
511,29,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
512,29,herb_roof_garden,compost,6.58,0.0,6.58,false,false,none,none
513,29,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
514,29,archive_weather_log,ink,7.888,0.0,7.888,false,false,none,none
515,29,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
516,29,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
517,29,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
518,29,archive_weather_log,paper,10.3229,0.2387,10.0842,false,false,archive_weather_log:bind:paper:0.239,none
519,29,west_bridge_repair,rope,4.948,0.169,4.779,false,false,west_bridge_repair:seal:rope:0.169,none
520,29,herb_roof_garden,water,35.5058,0.0,35.5058,false,false,none,none
521,29,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
522,30,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
523,30,herb_roof_garden,water,35.5058,0.0,35.5058,false,false,none,none
524,30,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
525,30,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
526,30,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
527,30,herb_roof_garden,compost,6.58,0.187,6.393,false,false,herb_roof_garden:mark:compost:0.187,none
528,30,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
529,30,archive_weather_log,ink,7.888,0.0,7.888,false,false,none,none
530,30,west_bridge_repair,rope,4.779,0.0,4.779,false,false,none,none
531,30,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
532,30,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
533,30,archive_weather_log,paper,10.0842,0.2387,9.8455,false,false,archive_weather_log:bind:paper:0.239,none
534,30,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
535,30,herb_roof_garden,water,35.5058,0.0,35.5058,true,true,none,none
536,30,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
537,30,archive_weather_log,ink,7.888,0.187,7.701,false,false,archive_weather_log:index:ink:0.187,none
538,30,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
539,30,herb_roof_garden,compost,6.393,0.0,6.393,false,false,none,none
540,31,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
541,31,archive_weather_log,paper,9.8455,0.0,9.8455,false,false,none,none
542,31,west_bridge_repair,rope,4.779,0.172,4.607,false,false,west_bridge_repair:test:rope:0.172,none
543,31,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
544,31,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
545,31,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
546,31,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
547,31,herb_roof_garden,water,35.5058,0.2666,35.2392,false,false,herb_roof_garden:mark:water:0.267,none
548,31,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
549,31,archive_weather_log,ink,7.701,0.0,7.701,false,false,none,none
550,31,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
551,31,herb_roof_garden,compost,6.393,0.0,6.393,false,false,none,none
552,31,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
553,31,archive_weather_log,paper,9.8455,0.0,9.8455,false,false,none,none
554,31,west_bridge_repair,rope,4.607,0.0,4.607,false,false,none,none
555,31,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
556,31,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
557,31,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
558,32,west_bridge_repair,planks,16.984,0.0,16.984,false,false,none,none
559,32,herb_roof_garden,water,35.2392,0.0,35.2392,false,false,none,none
560,32,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
561,32,archive_weather_log,ink,7.701,0.0,7.701,false,false,none,none
562,32,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
563,32,herb_roof_garden,compost,6.393,0.0,6.393,false,false,none,none
564,32,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
565,32,archive_weather_log,paper,9.8455,0.0,9.8455,false,false,none,none
566,32,west_bridge_repair,rope,4.607,0.0,4.607,false,false,none,none
567,32,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
568,32,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
569,32,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
570,32,west_bridge_repair,planks,16.984,0.172,16.812,false,false,west_bridge_repair:test:planks:0.172,none
571,32,herb_roof_garden,water,35.2392,0.0,35.2392,false,false,none,none
572,32,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
573,32,archive_weather_log,ink,7.701,0.0,7.701,false,false,none,none
574,32,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
575,32,herb_roof_garden,compost,6.393,0.0,6.393,false,false,none,none
576,33,archive_weather_log,ink,7.701,0.0,7.701,false,false,none,none
577,33,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
578,33,herb_roof_garden,compost,6.393,0.0,6.393,false,false,none,none
579,33,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
580,33,archive_weather_log,paper,9.8455,0.0,9.8455,false,false,none,none
581,33,west_bridge_repair,rope,4.607,0.0,4.607,false,false,none,none
582,33,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
583,33,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
584,33,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
585,33,west_bridge_repair,planks,16.812,0.0,16.812,false,false,none,none
586,33,herb_roof_garden,water,35.2392,0.0,35.2392,false,false,none,none
587,33,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
588,33,archive_weather_log,ink,7.701,0.0,7.701,false,false,none,none
589,33,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
590,33,herb_roof_garden,compost,6.393,0.0,6.393,false,false,none,none
591,33,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
592,33,archive_weather_log,paper,9.8455,0.0,9.8455,false,false,none,none
593,33,west_bridge_repair,rope,4.607,0.0,4.607,false,false,none,none
594,34,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
595,34,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
596,34,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
597,34,west_bridge_repair,planks,16.812,0.0,16.812,false,false,none,none
598,34,herb_roof_garden,water,35.2392,0.0,35.2392,false,false,none,none
599,34,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
600,34,archive_weather_log,ink,7.701,0.0,7.701,false,false,none,none
601,34,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
602,34,herb_roof_garden,compost,6.393,0.0,6.393,false,false,none,none
603,34,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
604,34,archive_weather_log,paper,9.8455,0.0,9.8455,false,false,none,none
605,34,west_bridge_repair,rope,4.607,0.0,4.607,false,false,none,none
606,34,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
607,34,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
608,34,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
609,34,west_bridge_repair,planks,16.812,0.0,16.812,false,false,none,none
610,34,herb_roof_garden,water,35.2392,0.0,35.2392,false,false,none,none
611,34,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
612,35,archive_weather_log,ink,7.701,0.0,7.701,false,false,none,none
613,35,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
614,35,herb_roof_garden,compost,6.393,0.0,6.393,false,false,none,none
615,35,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
616,35,archive_weather_log,paper,9.8455,0.0,9.8455,false,false,none,none
617,35,west_bridge_repair,rope,4.607,0.0,4.607,false,false,none,none
618,35,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
619,35,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
620,35,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
621,35,west_bridge_repair,planks,16.812,0.0,16.812,false,false,none,none
622,35,herb_roof_garden,water,35.2392,0.0,35.2392,false,false,none,none
623,35,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
624,35,archive_weather_log,ink,7.701,0.0,7.701,false,false,none,none
625,35,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
626,35,herb_roof_garden,compost,6.393,0.0,6.393,false,false,none,none
627,35,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
628,35,archive_weather_log,paper,9.8455,0.0,9.8455,false,false,none,none
629,35,west_bridge_repair,rope,4.607,0.0,4.607,false,false,none,none
630,36,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
631,36,archive_weather_log,paper,9.8455,0.0,9.8455,false,false,none,none
632,36,west_bridge_repair,rope,4.607,0.0,4.607,false,false,none,none
633,36,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
634,36,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
635,36,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
636,36,west_bridge_repair,planks,16.812,0.0,16.812,false,false,none,none
637,36,herb_roof_garden,water,35.2392,0.0,35.2392,false,false,none,none
638,36,north_lantern_relay,wire,5.015,0.0,5.015,false,false,none,none
639,36,archive_weather_log,ink,7.701,0.0,7.701,false,false,none,none
640,36,west_bridge_repair,resin,6.42,0.0,6.42,false,false,none,none
641,36,herb_roof_garden,compost,6.393,0.0,6.393,false,false,none,none
642,36,north_lantern_relay,oil,10.22125,0.0,10.22125,false,false,none,none
643,36,archive_weather_log,paper,9.8455,0.0,9.8455,false,false,none,none
644,36,west_bridge_repair,rope,4.607,0.0,4.607,false,false,none,none
645,36,herb_roof_garden,seed,9.572,0.0,9.572,false,false,none,none
646,36,north_lantern_relay,glass,7.006,0.0,7.006,false,false,none,none
647,36,archive_weather_log,thread,0.74125,0.0,0.74125,false,false,none,none
