tick_id,day,session_id,settlement_id,avatar_x_before,avatar_y_before,click_x,click_y,avatar_x_after,avatar_y_after,movement_command,canvas_state_mutated,collision_checked,pointer_event_visible,localstorage_written,no_llm_call
414,24,canvas-session-004,moss_ward,230,179,235,144,235,161,pointer-click:blanket_room,True,True,True,True,True
415,24,canvas-session-004,glass_harbor,269,205,432,103,287,187,pointer-click:fog_rail,True,True,True,True,True
416,24,canvas-session-004,cinder_garden,236,246,101,206,218,228,pointer-click:seed_shelf,True,True,True,True,True
417,24,canvas-session-004,lichen_bridge,265,263,270,359,270,281,pointer-click:signal_post,True,True,True,True,True
418,24,canvas-session-004,orchid_engine,319,167,434,152,337,152,pointer-click:orchid_bay,True,True,True,True,True
419,24,canvas-session-004,moss_ward,235,161,83,301,217,179,pointer-click:rain_gate,True,True,True,True,True
420,24,canvas-session-004,glass_harbor,287,187,292,190,292,190,pointer-click:net_room,True,True,True,True,True
421,24,canvas-session-004,cinder_garden,218,228,413,231,236,231,pointer-click:shade_tent,True,True,True,True,True
422,24,canvas-session-004,lichen_bridge,270,281,98,284,252,284,pointer-click:rope_bridge,True,True,True,True,True
423,24,canvas-session-004,orchid_engine,337,152,306,285,319,170,pointer-click:gear_wash,True,True,True,True,True
424,24,canvas-session-004,moss_ward,217,179,379,90,235,161,pointer-click:root_alcove,True,True,True,True,True
425,24,canvas-session-004,glass_harbor,292,190,116,335,274,208,pointer-click:lamp_pier,True,True,True,True,True
426,24,canvas-session-004,cinder_garden,236,231,241,348,241,249,pointer-click:ash_path,True,True,True,True,True
427,24,canvas-session-004,lichen_bridge,252,284,373,201,270,266,pointer-click:meal_room,True,True,True,True,True
428,24,canvas-session-004,orchid_engine,319,170,146,126,301,152,pointer-click:engine_ring,True,True,True,True,True
429,24,canvas-session-004,moss_ward,235,161,247,159,247,159,pointer-click:blanket_room,True,True,True,True,True
430,24,canvas-session-004,glass_harbor,274,208,444,118,292,190,pointer-click:fog_rail,True,True,True,True,True
431,24,canvas-session-004,cinder_garden,241,249,113,221,223,231,pointer-click:seed_shelf,True,True,True,True,True
432,25,canvas-session-005,orchid_engine,301,152,439,155,319,155,pointer-click:orchid_bay,True,True,True,True,True
433,25,canvas-session-005,moss_ward,247,159,88,304,229,177,pointer-click:rain_gate,True,True,True,True,True
434,25,canvas-session-005,glass_harbor,292,190,297,193,297,193,pointer-click:net_room,True,True,True,True,True
435,25,canvas-session-005,cinder_garden,223,231,418,234,241,234,pointer-click:shade_tent,True,True,True,True,True
436,25,canvas-session-005,lichen_bridge,270,266,62,287,252,284,pointer-click:rope_bridge,True,True,True,True,True
437,25,canvas-session-005,orchid_engine,319,155,311,288,311,173,pointer-click:gear_wash,True,True,True,True,True
438,25,canvas-session-005,moss_ward,229,177,384,93,247,159,pointer-click:root_alcove,True,True,True,True,True
439,25,canvas-session-005,glass_harbor,297,193,121,338,279,211,pointer-click:lamp_pier,True,True,True,True,True
440,25,canvas-session-005,cinder_garden,241,234,246,351,246,252,pointer-click:ash_path,True,True,True,True,True
441,25,canvas-session-005,lichen_bridge,252,284,378,204,270,266,pointer-click:meal_room,True,True,True,True,True
442,25,canvas-session-005,orchid_engine,311,173,151,129,293,155,pointer-click:engine_ring,True,True,True,True,True
443,25,canvas-session-005,moss_ward,247,159,252,162,252,162,pointer-click:blanket_room,True,True,True,True,True
444,25,canvas-session-005,glass_harbor,279,211,449,121,297,193,pointer-click:fog_rail,True,True,True,True,True
445,25,canvas-session-005,cinder_garden,246,252,77,224,228,234,pointer-click:seed_shelf,True,True,True,True,True
446,25,canvas-session-005,lichen_bridge,270,266,246,377,252,284,pointer-click:signal_post,True,True,True,True,True
447,25,canvas-session-005,orchid_engine,293,155,451,170,311,170,pointer-click:orchid_bay,True,True,True,True,True
448,25,canvas-session-005,moss_ward,252,162,100,319,234,180,pointer-click:rain_gate,True,True,True,True,True
449,25,canvas-session-005,glass_harbor,297,193,309,208,309,208,pointer-click:net_room,True,True,True,True,True
450,26,canvas-session-005,lichen_bridge,252,284,67,290,234,290,pointer-click:rope_bridge,True,True,True,True,True
451,26,canvas-session-005,orchid_engine,311,170,316,291,316,188,pointer-click:gear_wash,True,True,True,True,True
452,26,canvas-session-005,moss_ward,234,180,389,96,252,162,pointer-click:root_alcove,True,True,True,True,True
453,26,canvas-session-005,glass_harbor,309,208,126,341,291,226,pointer-click:lamp_pier,True,True,True,True,True
454,26,canvas-session-005,cinder_garden,228,234,210,354,210,252,pointer-click:ash_path,True,True,True,True,True
455,26,canvas-session-005,lichen_bridge,234,290,383,207,252,272,pointer-click:meal_room,True,True,True,True,True
456,26,canvas-session-005,orchid_engine,316,188,156,132,298,170,pointer-click:engine_ring,True,True,True,True,True
457,26,canvas-session-005,moss_ward,252,162,257,165,257,165,pointer-click:blanket_room,True,True,True,True,True
458,26,canvas-session-005,glass_harbor,291,226,454,124,309,208,pointer-click:fog_rail,True,True,True,True,True
459,26,canvas-session-005,cinder_garden,210,252,82,227,192,234,pointer-click:seed_shelf,True,True,True,True,True
460,26,canvas-session-005,lichen_bridge,252,272,251,380,251,290,pointer-click:signal_post,True,True,True,True,True
461,26,canvas-session-005,orchid_engine,298,170,456,173,316,173,pointer-click:orchid_bay,True,True,True,True,True
462,26,canvas-session-005,moss_ward,257,165,105,322,239,183,pointer-click:rain_gate,True,True,True,True,True
463,26,canvas-session-005,glass_harbor,309,208,273,211,291,211,pointer-click:net_room,True,True,True,True,True
464,26,canvas-session-005,cinder_garden,192,234,394,252,210,252,pointer-click:shade_tent,True,True,True,True,True
465,26,canvas-session-005,lichen_bridge,251,290,79,305,233,305,pointer-click:rope_bridge,True,True,True,True,True
466,26,canvas-session-005,orchid_engine,316,173,328,306,328,191,pointer-click:gear_wash,True,True,True,True,True
467,26,canvas-session-005,moss_ward,239,183,401,111,257,165,pointer-click:root_alcove,True,True,True,True,True
468,27,canvas-session-005,cinder_garden,210,252,215,357,215,270,pointer-click:ash_path,True,True,True,True,True
469,27,canvas-session-005,lichen_bridge,233,305,388,210,251,287,pointer-click:meal_room,True,True,True,True,True
470,27,canvas-session-005,orchid_engine,328,191,161,135,310,173,pointer-click:engine_ring,True,True,True,True,True
471,27,canvas-session-005,moss_ward,257,165,262,168,262,168,pointer-click:blanket_room,True,True,True,True,True
472,27,canvas-session-005,glass_harbor,291,211,418,127,309,193,pointer-click:fog_rail,True,True,True,True,True
473,27,canvas-session-005,cinder_garden,215,270,87,230,197,252,pointer-click:seed_shelf,True,True,True,True,True
474,27,canvas-session-005,lichen_bridge,251,287,256,383,256,305,pointer-click:signal_post,True,True,True,True,True
475,27,canvas-session-005,orchid_engine,310,173,461,176,328,176,pointer-click:orchid_bay,True,True,True,True,True
476,27,canvas-session-005,moss_ward,262,168,110,325,244,186,pointer-click:rain_gate,True,True,True,True,True
477,27,canvas-session-005,glass_harbor,309,193,278,214,291,211,pointer-click:net_room,True,True,True,True,True
478,27,canvas-session-005,cinder_garden,197,252,399,255,215,255,pointer-click:shade_tent,True,True,True,True,True
479,27,canvas-session-005,lichen_bridge,256,305,84,308,238,308,pointer-click:rope_bridge,True,True,True,True,True
480,27,canvas-session-005,orchid_engine,328,176,333,309,333,194,pointer-click:gear_wash,True,True,True,True,True
481,27,canvas-session-005,moss_ward,244,186,365,114,262,168,pointer-click:root_alcove,True,True,True,True,True
482,27,canvas-session-005,glass_harbor,291,211,102,359,273,229,pointer-click:lamp_pier,True,True,True,True,True
483,27,canvas-session-005,cinder_garden,215,255,227,372,227,273,pointer-click:ash_path,True,True,True,True,True
484,27,canvas-session-005,lichen_bridge,238,308,400,184,256,290,pointer-click:meal_room,True,True,True,True,True
485,27,canvas-session-005,orchid_engine,333,194,173,109,315,176,pointer-click:engine_ring,True,True,True,True,True
486,28,canvas-session-005,glass_harbor,273,229,423,130,291,211,pointer-click:fog_rail,True,True,True,True,True
487,28,canvas-session-005,cinder_garden,227,273,92,233,209,255,pointer-click:seed_shelf,True,True,True,True,True
488,28,canvas-session-005,lichen_bridge,256,290,261,2,261,272,pointer-click:signal_post,True,True,True,True,True
489,28,canvas-session-005,orchid_engine,315,176,466,179,333,179,pointer-click:orchid_bay,True,True,True,True,True
490,28,canvas-session-005,moss_ward,262,168,74,328,244,186,pointer-click:rain_gate,True,True,True,True,True
491,28,canvas-session-005,glass_harbor,291,211,283,217,283,217,pointer-click:net_room,True,True,True,True,True
492,28,canvas-session-005,cinder_garden,209,255,404,258,227,258,pointer-click:shade_tent,True,True,True,True,True
493,28,canvas-session-005,lichen_bridge,261,272,89,311,243,290,pointer-click:rope_bridge,True,True,True,True,True
494,28,canvas-session-005,orchid_engine,333,179,338,312,338,197,pointer-click:gear_wash,True,True,True,True,True
495,28,canvas-session-005,moss_ward,244,186,370,76,262,168,pointer-click:root_alcove,True,True,True,True,True
496,28,canvas-session-005,glass_harbor,283,217,107,321,265,235,pointer-click:lamp_pier,True,True,True,True,True
497,28,canvas-session-005,cinder_garden,227,258,232,334,232,276,pointer-click:ash_path,True,True,True,True,True
498,28,canvas-session-005,lichen_bridge,243,290,405,187,261,272,pointer-click:meal_room,True,True,True,True,True
499,28,canvas-session-005,orchid_engine,338,197,137,112,320,179,pointer-click:engine_ring,True,True,True,True,True
500,28,canvas-session-005,moss_ward,262,168,238,145,244,150,pointer-click:blanket_room,True,True,True,True,True
501,28,canvas-session-005,glass_harbor,265,235,435,104,283,217,pointer-click:fog_rail,True,True,True,True,True
502,28,canvas-session-005,cinder_garden,232,276,104,207,214,258,pointer-click:seed_shelf,True,True,True,True,True
503,28,canvas-session-005,lichen_bridge,261,272,273,360,273,290,pointer-click:signal_post,True,True,True,True,True
504,29,canvas-session-005,moss_ward,244,150,79,331,226,168,pointer-click:rain_gate,True,True,True,True,True
505,29,canvas-session-005,glass_harbor,283,217,288,220,288,220,pointer-click:net_room,True,True,True,True,True
506,29,canvas-session-005,cinder_garden,214,258,409,220,232,240,pointer-click:shade_tent,True,True,True,True,True
507,29,canvas-session-005,lichen_bridge,273,290,94,273,255,273,pointer-click:rope_bridge,True,True,True,True,True
508,29,canvas-session-005,orchid_engine,320,179,302,274,302,197,pointer-click:gear_wash,True,True,True,True,True
509,29,canvas-session-005,moss_ward,226,168,375,79,244,150,pointer-click:root_alcove,True,True,True,True,True
510,29,canvas-session-005,glass_harbor,288,220,112,324,270,238,pointer-click:lamp_pier,True,True,True,True,True
511,29,canvas-session-005,cinder_garden,232,240,237,337,237,258,pointer-click:ash_path,True,True,True,True,True
512,29,canvas-session-005,lichen_bridge,255,273,410,190,273,255,pointer-click:meal_room,True,True,True,True,True
513,29,canvas-session-005,orchid_engine,302,197,142,115,284,179,pointer-click:engine_ring,True,True,True,True,True
514,29,canvas-session-005,moss_ward,244,150,243,148,243,148,pointer-click:blanket_room,True,True,True,True,True
515,29,canvas-session-005,glass_harbor,270,238,440,107,288,220,pointer-click:fog_rail,True,True,True,True,True
516,29,canvas-session-005,cinder_garden,237,258,109,210,219,240,pointer-click:seed_shelf,True,True,True,True,True
517,29,canvas-session-005,lichen_bridge,273,255,237,363,255,273,pointer-click:signal_post,True,True,True,True,True
518,29,canvas-session-005,orchid_engine,284,179,442,156,302,161,pointer-click:orchid_bay,True,True,True,True,True
519,29,canvas-session-005,moss_ward,243,148,91,305,225,166,pointer-click:rain_gate,True,True,True,True,True
520,29,canvas-session-005,glass_harbor,288,220,300,194,300,202,pointer-click:net_room,True,True,True,True,True
521,29,canvas-session-005,cinder_garden,219,240,421,235,237,235,pointer-click:shade_tent,True,True,True,True,True
522,30,canvas-session-005,orchid_engine,302,161,307,277,307,179,pointer-click:gear_wash,True,True,True,True,True
523,30,canvas-session-005,moss_ward,225,166,380,82,243,148,pointer-click:root_alcove,True,True,True,True,True
524,30,canvas-session-005,glass_harbor,300,202,117,327,282,220,pointer-click:lamp_pier,True,True,True,True,True
525,30,canvas-session-005,cinder_garden,237,235,242,340,242,253,pointer-click:ash_path,True,True,True,True,True
526,30,canvas-session-005,lichen_bridge,255,273,374,193,273,255,pointer-click:meal_room,True,True,True,True,True
527,30,canvas-session-005,orchid_engine,307,179,147,118,289,161,pointer-click:engine_ring,True,True,True,True,True
528,30,canvas-session-005,moss_ward,243,148,248,151,248,151,pointer-click:blanket_room,True,True,True,True,True
529,30,canvas-session-005,glass_harbor,282,220,445,110,300,202,pointer-click:fog_rail,True,True,True,True,True
530,30,canvas-session-005,cinder_garden,242,253,114,213,224,235,pointer-click:seed_shelf,True,True,True,True,True
531,30,canvas-session-005,lichen_bridge,273,255,242,366,255,273,pointer-click:signal_post,True,True,True,True,True
532,30,canvas-session-005,orchid_engine,289,161,447,159,307,159,pointer-click:orchid_bay,True,True,True,True,True
533,30,canvas-session-005,moss_ward,248,151,96,308,230,169,pointer-click:rain_gate,True,True,True,True,True
534,30,canvas-session-005,glass_harbor,300,202,305,197,305,197,pointer-click:net_room,True,True,True,True,True
535,30,canvas-session-005,cinder_garden,224,235,385,238,242,238,pointer-click:shade_tent,True,True,True,True,True
536,30,canvas-session-005,lichen_bridge,255,273,70,291,237,291,pointer-click:rope_bridge,True,True,True,True,True
537,30,canvas-session-005,orchid_engine,307,159,319,292,319,177,pointer-click:gear_wash,True,True,True,True,True
538,30,canvas-session-005,moss_ward,230,169,392,97,248,151,pointer-click:root_alcove,True,True,True,True,True
539,30,canvas-session-005,glass_harbor,305,197,129,342,287,215,pointer-click:lamp_pier,True,True,True,True,True
540,31,canvas-session-006,lichen_bridge,237,291,379,196,255,273,pointer-click:meal_room,True,True,True,True,True
541,31,canvas-session-006,orchid_engine,319,177,152,121,301,159,pointer-click:engine_ring,True,True,True,True,True
542,31,canvas-session-006,moss_ward,248,151,253,154,253,154,pointer-click:blanket_room,True,True,True,True,True
543,31,canvas-session-006,glass_harbor,287,215,450,113,305,197,pointer-click:fog_rail,True,True,True,True,True
544,31,canvas-session-006,cinder_garden,242,238,78,216,224,220,pointer-click:seed_shelf,True,True,True,True,True
545,31,canvas-session-006,lichen_bridge,255,273,247,369,247,291,pointer-click:signal_post,True,True,True,True,True
546,31,canvas-session-006,orchid_engine,301,159,452,162,319,162,pointer-click:orchid_bay,True,True,True,True,True
547,31,canvas-session-006,moss_ward,253,154,101,311,235,172,pointer-click:rain_gate,True,True,True,True,True
548,31,canvas-session-006,glass_harbor,305,197,310,200,310,200,pointer-click:net_room,True,True,True,True,True
549,31,canvas-session-006,cinder_garden,224,220,390,241,242,238,pointer-click:shade_tent,True,True,True,True,True
550,31,canvas-session-006,lichen_bridge,247,291,75,294,229,294,pointer-click:rope_bridge,True,True,True,True,True
551,31,canvas-session-006,orchid_engine,319,162,324,295,324,180,pointer-click:gear_wash,True,True,True,True,True
552,31,canvas-session-006,moss_ward,235,172,397,100,253,154,pointer-click:root_alcove,True,True,True,True,True
553,31,canvas-session-006,glass_harbor,310,200,93,345,292,218,pointer-click:lamp_pier,True,True,True,True,True
554,31,canvas-session-006,cinder_garden,242,238,218,358,224,256,pointer-click:ash_path,True,True,True,True,True
555,31,canvas-session-006,lichen_bridge,229,294,391,211,247,276,pointer-click:meal_room,True,True,True,True,True
556,31,canvas-session-006,orchid_engine,324,180,164,136,306,162,pointer-click:engine_ring,True,True,True,True,True
557,31,canvas-session-006,moss_ward,253,154,265,169,265,169,pointer-click:blanket_room,True,True,True,True,True
558,32,canvas-session-006,cinder_garden,224,256,83,219,206,238,pointer-click:seed_shelf,True,True,True,True,True
559,32,canvas-session-006,lichen_bridge,247,276,252,372,252,294,pointer-click:signal_post,True,True,True,True,True
560,32,canvas-session-006,orchid_engine,306,162,457,165,324,165,pointer-click:orchid_bay,True,True,True,True,True
561,32,canvas-session-006,moss_ward,265,169,106,314,247,187,pointer-click:rain_gate,True,True,True,True,True
562,32,canvas-session-006,glass_harbor,292,218,274,203,274,203,pointer-click:net_room,True,True,True,True,True
563,32,canvas-session-006,cinder_garden,206,238,395,244,224,244,pointer-click:shade_tent,True,True,True,True,True
564,32,canvas-session-006,lichen_bridge,252,294,80,297,234,297,pointer-click:rope_bridge,True,True,True,True,True
565,32,canvas-session-006,orchid_engine,324,165,329,298,329,183,pointer-click:gear_wash,True,True,True,True,True
566,32,canvas-session-006,moss_ward,247,187,402,103,265,169,pointer-click:root_alcove,True,True,True,True,True
567,32,canvas-session-006,glass_harbor,274,203,98,348,256,221,pointer-click:lamp_pier,True,True,True,True,True
568,32,canvas-session-006,cinder_garden,224,244,223,361,223,262,pointer-click:ash_path,True,True,True,True,True
569,32,canvas-session-006,lichen_bridge,234,297,396,214,252,279,pointer-click:meal_room,True,True,True,True,True
570,32,canvas-session-006,orchid_engine,329,183,169,139,311,165,pointer-click:engine_ring,True,True,True,True,True
571,32,canvas-session-006,moss_ward,265,169,229,172,247,172,pointer-click:blanket_room,True,True,True,True,True
572,32,canvas-session-006,glass_harbor,256,221,426,131,274,203,pointer-click:fog_rail,True,True,True,True,True
573,32,canvas-session-006,cinder_garden,223,262,95,234,205,244,pointer-click:seed_shelf,True,True,True,True,True
574,32,canvas-session-006,lichen_bridge,252,279,264,3,264,261,pointer-click:signal_post,True,True,True,True,True
575,32,canvas-session-006,orchid_engine,311,165,469,180,329,180,pointer-click:orchid_bay,True,True,True,True,True
576,33,canvas-session-006,glass_harbor,274,203,279,206,279,206,pointer-click:net_room,True,True,True,True,True
577,33,canvas-session-006,cinder_garden,205,244,400,247,223,247,pointer-click:shade_tent,True,True,True,True,True
578,33,canvas-session-006,lichen_bridge,264,261,85,300,246,279,pointer-click:rope_bridge,True,True,True,True,True
579,33,canvas-session-006,orchid_engine,329,180,334,301,334,198,pointer-click:gear_wash,True,True,True,True,True
580,33,canvas-session-006,moss_ward,247,172,366,106,265,154,pointer-click:root_alcove,True,True,True,True,True
581,33,canvas-session-006,glass_harbor,279,206,103,351,261,224,pointer-click:lamp_pier,True,True,True,True,True
582,33,canvas-session-006,cinder_garden,223,247,228,364,228,265,pointer-click:ash_path,True,True,True,True,True
583,33,canvas-session-006,lichen_bridge,246,279,401,217,264,261,pointer-click:meal_room,True,True,True,True,True
584,33,canvas-session-006,orchid_engine,334,198,174,142,316,180,pointer-click:engine_ring,True,True,True,True,True
585,33,canvas-session-006,moss_ward,265,154,234,175,247,172,pointer-click:blanket_room,True,True,True,True,True
586,33,canvas-session-006,glass_harbor,261,224,431,134,279,206,pointer-click:fog_rail,True,True,True,True,True
587,33,canvas-session-006,cinder_garden,228,265,100,237,210,247,pointer-click:seed_shelf,True,True,True,True,True
588,33,canvas-session-006,lichen_bridge,264,261,269,6,269,243,pointer-click:signal_post,True,True,True,True,True
589,33,canvas-session-006,orchid_engine,316,180,433,183,334,183,pointer-click:orchid_bay,True,True,True,True,True
590,33,canvas-session-006,moss_ward,247,172,82,332,229,190,pointer-click:rain_gate,True,True,True,True,True
591,33,canvas-session-006,glass_harbor,279,206,291,180,291,188,pointer-click:net_room,True,True,True,True,True
592,33,canvas-session-006,cinder_garden,210,247,412,221,228,229,pointer-click:shade_tent,True,True,True,True,True
593,33,canvas-session-006,lichen_bridge,269,243,97,274,251,261,pointer-click:rope_bridge,True,True,True,True,True
594,34,canvas-session-006,moss_ward,229,190,371,109,247,172,pointer-click:root_alcove,True,True,True,True,True
595,34,canvas-session-006,glass_harbor,291,188,108,354,273,206,pointer-click:lamp_pier,True,True,True,True,True
596,34,canvas-session-006,cinder_garden,228,229,233,367,233,247,pointer-click:ash_path,True,True,True,True,True
597,34,canvas-session-006,lichen_bridge,251,261,406,220,269,243,pointer-click:meal_room,True,True,True,True,True
598,34,canvas-session-006,orchid_engine,334,183,138,145,316,165,pointer-click:engine_ring,True,True,True,True,True
599,34,canvas-session-006,moss_ward,247,172,239,178,239,178,pointer-click:blanket_room,True,True,True,True,True
600,34,canvas-session-006,glass_harbor,273,206,436,137,291,188,pointer-click:fog_rail,True,True,True,True,True
601,34,canvas-session-006,cinder_garden,233,247,105,240,215,240,pointer-click:seed_shelf,True,True,True,True,True
602,34,canvas-session-006,lichen_bridge,269,243,274,352,274,261,pointer-click:signal_post,True,True,True,True,True
603,34,canvas-session-006,orchid_engine,316,165,438,145,334,147,pointer-click:orchid_bay,True,True,True,True,True
604,34,canvas-session-006,moss_ward,239,178,87,294,221,196,pointer-click:rain_gate,True,True,True,True,True
605,34,canvas-session-006,glass_harbor,291,188,296,183,296,183,pointer-click:net_room,True,True,True,True,True
606,34,canvas-session-006,cinder_garden,215,240,417,224,233,224,pointer-click:shade_tent,True,True,True,True,True
607,34,canvas-session-006,lichen_bridge,274,261,61,277,256,277,pointer-click:rope_bridge,True,True,True,True,True
608,34,canvas-session-006,orchid_engine,334,147,310,278,316,165,pointer-click:gear_wash,True,True,True,True,True
609,34,canvas-session-006,moss_ward,221,196,383,83,239,178,pointer-click:root_alcove,True,True,True,True,True
610,34,canvas-session-006,glass_harbor,296,183,120,328,278,201,pointer-click:lamp_pier,True,True,True,True,True
611,34,canvas-session-006,cinder_garden,233,224,245,341,245,242,pointer-click:ash_path,True,True,True,True,True
612,35,canvas-session-006,orchid_engine,316,165,143,148,298,148,pointer-click:engine_ring,True,True,True,True,True
613,35,canvas-session-006,moss_ward,239,178,244,140,244,160,pointer-click:blanket_room,True,True,True,True,True
614,35,canvas-session-006,glass_harbor,278,201,441,99,296,183,pointer-click:fog_rail,True,True,True,True,True
615,35,canvas-session-006,cinder_garden,245,242,110,202,227,224,pointer-click:seed_shelf,True,True,True,True,True
616,35,canvas-session-006,lichen_bridge,256,277,238,355,238,295,pointer-click:signal_post,True,True,True,True,True
617,35,canvas-session-006,orchid_engine,298,148,443,148,316,148,pointer-click:orchid_bay,True,True,True,True,True
618,35,canvas-session-006,moss_ward,244,160,92,297,226,178,pointer-click:rain_gate,True,True,True,True,True
619,35,canvas-session-006,glass_harbor,296,183,301,186,301,186,pointer-click:net_room,True,True,True,True,True
620,35,canvas-session-006,cinder_garden,227,224,422,227,245,227,pointer-click:shade_tent,True,True,True,True,True
621,35,canvas-session-006,lichen_bridge,238,295,66,280,220,280,pointer-click:rope_bridge,True,True,True,True,True
622,35,canvas-session-006,orchid_engine,316,148,315,281,315,166,pointer-click:gear_wash,True,True,True,True,True
623,35,canvas-session-006,moss_ward,226,178,388,86,244,160,pointer-click:root_alcove,True,True,True,True,True
624,35,canvas-session-006,glass_harbor,301,186,125,331,283,204,pointer-click:lamp_pier,True,True,True,True,True
625,35,canvas-session-006,cinder_garden,245,227,209,344,227,245,pointer-click:ash_path,True,True,True,True,True
626,35,canvas-session-006,lichen_bridge,220,280,382,197,238,262,pointer-click:meal_room,True,True,True,True,True
627,35,canvas-session-006,orchid_engine,315,166,155,122,297,148,pointer-click:engine_ring,True,True,True,True,True
628,35,canvas-session-006,moss_ward,244,160,256,155,256,155,pointer-click:blanket_room,True,True,True,True,True
629,35,canvas-session-006,glass_harbor,283,204,453,114,301,186,pointer-click:fog_rail,True,True,True,True,True
630,36,canvas-session-006,lichen_bridge,238,262,243,358,243,280,pointer-click:signal_post,True,True,True,True,True
631,36,canvas-session-006,orchid_engine,297,148,448,151,315,151,pointer-click:orchid_bay,True,True,True,True,True
632,36,canvas-session-006,moss_ward,256,155,97,300,238,173,pointer-click:rain_gate,True,True,True,True,True
633,36,canvas-session-006,glass_harbor,301,186,306,189,306,189,pointer-click:net_room,True,True,True,True,True
634,36,canvas-session-006,cinder_garden,227,245,386,230,245,230,pointer-click:shade_tent,True,True,True,True,True
635,36,canvas-session-006,lichen_bridge,243,280,71,283,225,283,pointer-click:rope_bridge,True,True,True,True,True
636,36,canvas-session-006,orchid_engine,315,151,320,284,320,169,pointer-click:gear_wash,True,True,True,True,True
637,36,canvas-session-006,moss_ward,238,173,393,89,256,155,pointer-click:root_alcove,True,True,True,True,True
638,36,canvas-session-006,glass_harbor,306,189,130,334,288,207,pointer-click:lamp_pier,True,True,True,True,True
639,36,canvas-session-006,cinder_garden,245,230,214,347,227,248,pointer-click:ash_path,True,True,True,True,True
640,36,canvas-session-006,lichen_bridge,225,283,387,200,243,265,pointer-click:meal_room,True,True,True,True,True
641,36,canvas-session-006,orchid_engine,320,169,160,125,302,151,pointer-click:engine_ring,True,True,True,True,True
642,36,canvas-session-006,moss_ward,256,155,261,158,261,158,pointer-click:blanket_room,True,True,True,True,True
643,36,canvas-session-006,glass_harbor,288,207,417,117,306,189,pointer-click:fog_rail,True,True,True,True,True
644,36,canvas-session-006,cinder_garden,227,248,86,220,209,230,pointer-click:seed_shelf,True,True,True,True,True
645,36,canvas-session-006,lichen_bridge,243,265,255,373,255,283,pointer-click:signal_post,True,True,True,True,True
646,36,canvas-session-006,orchid_engine,302,151,460,166,320,166,pointer-click:orchid_bay,True,True,True,True,True
647,36,canvas-session-006,moss_ward,261,158,109,315,243,176,pointer-click:rain_gate,True,True,True,True,True
648,37,canvas-session-007,cinder_garden,209,230,391,233,227,233,pointer-click:shade_tent,True,True,True,True,True
649,37,canvas-session-007,lichen_bridge,255,283,76,286,237,286,pointer-click:rope_bridge,True,True,True,True,True
650,37,canvas-session-007,orchid_engine,320,166,325,287,325,184,pointer-click:gear_wash,True,True,True,True,True
651,37,canvas-session-007,moss_ward,243,176,398,92,261,158,pointer-click:root_alcove,True,True,True,True,True
652,37,canvas-session-007,glass_harbor,306,189,94,337,288,207,pointer-click:lamp_pier,True,True,True,True,True
653,37,canvas-session-007,cinder_garden,227,233,219,350,219,251,pointer-click:ash_path,True,True,True,True,True
654,37,canvas-session-007,lichen_bridge,237,286,392,203,255,268,pointer-click:meal_room,True,True,True,True,True
655,37,canvas-session-007,orchid_engine,325,184,165,128,307,166,pointer-click:engine_ring,True,True,True,True,True
656,37,canvas-session-007,moss_ward,261,158,266,161,266,161,pointer-click:blanket_room,True,True,True,True,True
657,37,canvas-session-007,glass_harbor,288,207,422,120,306,189,pointer-click:fog_rail,True,True,True,True,True
658,37,canvas-session-007,cinder_garden,219,251,91,223,201,233,pointer-click:seed_shelf,True,True,True,True,True
659,37,canvas-session-007,lichen_bridge,255,268,260,376,260,286,pointer-click:signal_post,True,True,True,True,True
660,37,canvas-session-007,orchid_engine,307,166,465,169,325,169,pointer-click:orchid_bay,True,True,True,True,True
661,37,canvas-session-007,moss_ward,266,161,73,318,248,179,pointer-click:rain_gate,True,True,True,True,True
662,37,canvas-session-007,glass_harbor,306,189,282,207,288,207,pointer-click:net_room,True,True,True,True,True
663,37,canvas-session-007,cinder_garden,201,233,403,248,219,248,pointer-click:shade_tent,True,True,True,True,True
664,37,canvas-session-007,lichen_bridge,260,286,88,301,242,301,pointer-click:rope_bridge,True,True,True,True,True
665,37,canvas-session-007,orchid_engine,325,169,337,302,337,187,pointer-click:gear_wash,True,True,True,True,True
666,38,canvas-session-007,glass_harbor,288,207,99,340,270,225,pointer-click:lamp_pier,True,True,True,True,True
667,38,canvas-session-007,cinder_garden,219,248,224,353,224,266,pointer-click:ash_path,True,True,True,True,True
668,38,canvas-session-007,lichen_bridge,242,301,397,206,260,283,pointer-click:meal_room,True,True,True,True,True
669,38,canvas-session-007,orchid_engine,337,187,170,131,319,169,pointer-click:engine_ring,True,True,True,True,True
670,38,canvas-session-007,moss_ward,248,179,230,164,230,164,pointer-click:blanket_room,True,True,True,True,True
671,38,canvas-session-007,glass_harbor,270,225,427,123,288,207,pointer-click:fog_rail,True,True,True,True,True
672,38,canvas-session-007,cinder_garden,224,266,96,226,206,248,pointer-click:seed_shelf,True,True,True,True,True
673,38,canvas-session-007,lichen_bridge,260,283,265,379,265,301,pointer-click:signal_post,True,True,True,True,True
674,38,canvas-session-007,orchid_engine,319,169,470,172,337,172,pointer-click:orchid_bay,True,True,True,True,True
675,38,canvas-session-007,moss_ward,230,164,78,321,212,182,pointer-click:rain_gate,True,True,True,True,True
