tick_id,day,route_id,clicked_button,branch_before,branch_after,mutation_type,localstorage_write_payload,branch_badge_visible,rollback_available,state_version_after,mutation_persisted
518,44,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 33}",True,True,33,True
521,44,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 36}",True,True,36,True
524,44,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 34}",True,True,34,True
530,45,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 35}",True,True,35,True
533,45,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 37}",True,True,37,True
534,45,central_repair_ring,rollback-central_repair_ring,outer bell path,inner repair yard,rollback_direct,"{""animation"": ""playing"", ""branch"": ""inner repair yard"", ""routeId"": ""central_repair_ring"", ""version"": 41}",True,True,41,True
536,45,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 36}",True,True,36,True
542,46,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 37}",True,True,37,True
545,46,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 38}",True,True,38,True
548,46,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 38}",True,True,38,True
554,47,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 39}",True,True,39,True
557,47,orchard_riverbend,rollback-orchard_riverbend,fen track,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 39}",True,True,39,True
560,47,roofward_archive,merge-roofward_archive,warm archive lane,warm archive lane,merge_detour,"{""animation"": ""paused"", ""branch"": ""warm archive lane"", ""routeId"": ""roofward_archive"", ""version"": 40}",True,True,40,True
566,48,archive_signal,merge-archive_signal,paper lane,stone kiosk path,merge_detour,"{""animation"": ""paused"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 38}",True,True,38,True
569,48,central_repair_ring,rollback-central_repair_ring,inner repair yard,inner repair yard,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""inner repair yard"", ""routeId"": ""central_repair_ring"", ""version"": 42}",True,True,42,True
572,48,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""paused"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 39}",True,True,39,True
578,49,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""paused"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 40}",True,True,40,True
581,49,central_repair_ring,rollback-central_repair_ring,inner repair yard,inner repair yard,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""inner repair yard"", ""routeId"": ""central_repair_ring"", ""version"": 43}",True,True,43,True
584,49,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""paused"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 41}",True,True,41,True
590,50,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""paused"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 42}",True,True,42,True
593,50,central_repair_ring,rollback-central_repair_ring,inner repair yard,inner repair yard,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""inner repair yard"", ""routeId"": ""central_repair_ring"", ""version"": 44}",True,True,44,True
596,50,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""paused"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 43}",True,True,43,True
602,51,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""stepped"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 44}",True,True,44,True
605,51,central_repair_ring,rollback-central_repair_ring,inner repair yard,inner repair yard,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""inner repair yard"", ""routeId"": ""central_repair_ring"", ""version"": 45}",True,True,45,True
608,51,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""stepped"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 45}",True,True,45,True
614,52,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""stepped"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 46}",True,True,46,True
617,52,central_repair_ring,rollback-central_repair_ring,inner repair yard,inner repair yard,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""inner repair yard"", ""routeId"": ""central_repair_ring"", ""version"": 46}",True,True,46,True
620,52,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""stepped"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 47}",True,True,47,True
626,53,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""stepped"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 48}",True,True,48,True
629,53,central_repair_ring,rollback-central_repair_ring,inner repair yard,inner repair yard,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""inner repair yard"", ""routeId"": ""central_repair_ring"", ""version"": 47}",True,True,47,True
632,53,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""stepped"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 49}",True,True,49,True
638,54,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""stepped"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 50}",True,True,50,True
641,54,central_repair_ring,rollback-central_repair_ring,inner repair yard,inner repair yard,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""inner repair yard"", ""routeId"": ""central_repair_ring"", ""version"": 48}",True,True,48,True
644,54,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""stepped"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 51}",True,True,51,True
650,55,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""stepped"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 52}",True,True,52,True
653,55,central_repair_ring,rollback-central_repair_ring,inner repair yard,inner repair yard,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""inner repair yard"", ""routeId"": ""central_repair_ring"", ""version"": 49}",True,True,49,True
656,55,archive_signal,merge-archive_signal,stone kiosk path,stone kiosk path,merge_detour,"{""animation"": ""stepped"", ""branch"": ""stone kiosk path"", ""routeId"": ""archive_signal"", ""version"": 53}",True,True,53,True
662,56,signal_orchard,merge-signal_orchard,dusk road,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 43}",True,True,43,True
665,56,riverbend_roofward,rollback-riverbend_roofward,low plank crossing,low plank crossing,rollback_direct,"{""animation"": ""playing"", ""branch"": ""low plank crossing"", ""routeId"": ""riverbend_roofward"", ""version"": 42}",True,True,42,True
668,56,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 44}",True,True,44,True
674,57,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 45}",True,True,45,True
677,57,riverbend_roofward,rollback-riverbend_roofward,low plank crossing,low plank crossing,rollback_direct,"{""animation"": ""playing"", ""branch"": ""low plank crossing"", ""routeId"": ""riverbend_roofward"", ""version"": 43}",True,True,43,True
680,57,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 46}",True,True,46,True
686,58,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 47}",True,True,47,True
689,58,riverbend_roofward,rollback-riverbend_roofward,low plank crossing,low plank crossing,rollback_direct,"{""animation"": ""playing"", ""branch"": ""low plank crossing"", ""routeId"": ""riverbend_roofward"", ""version"": 44}",True,True,44,True
692,58,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 48}",True,True,48,True
698,59,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 49}",True,True,49,True
701,59,riverbend_roofward,rollback-riverbend_roofward,low plank crossing,low plank crossing,rollback_direct,"{""animation"": ""playing"", ""branch"": ""low plank crossing"", ""routeId"": ""riverbend_roofward"", ""version"": 45}",True,True,45,True
704,59,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 50}",True,True,50,True
710,60,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 51}",True,True,51,True
713,60,riverbend_roofward,rollback-riverbend_roofward,low plank crossing,low plank crossing,rollback_direct,"{""animation"": ""playing"", ""branch"": ""low plank crossing"", ""routeId"": ""riverbend_roofward"", ""version"": 46}",True,True,46,True
716,60,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 52}",True,True,52,True
722,61,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 53}",True,True,53,True
725,61,riverbend_roofward,rollback-riverbend_roofward,low plank crossing,low plank crossing,rollback_direct,"{""animation"": ""playing"", ""branch"": ""low plank crossing"", ""routeId"": ""riverbend_roofward"", ""version"": 47}",True,True,47,True
728,61,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 54}",True,True,54,True
734,62,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 55}",True,True,55,True
737,62,riverbend_roofward,rollback-riverbend_roofward,low plank crossing,low plank crossing,rollback_direct,"{""animation"": ""playing"", ""branch"": ""low plank crossing"", ""routeId"": ""riverbend_roofward"", ""version"": 48}",True,True,48,True
739,62,archive_signal,rollback-archive_signal,stone kiosk path,paper lane,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""paper lane"", ""routeId"": ""archive_signal"", ""version"": 61}",True,True,61,True
740,62,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 56}",True,True,56,True
746,63,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 57}",True,True,57,True
749,63,riverbend_roofward,rollback-riverbend_roofward,low plank crossing,low plank crossing,rollback_direct,"{""animation"": ""playing"", ""branch"": ""low plank crossing"", ""routeId"": ""riverbend_roofward"", ""version"": 49}",True,True,49,True
752,63,signal_orchard,merge-signal_orchard,river lantern loop,river lantern loop,merge_detour,"{""animation"": ""paused"", ""branch"": ""river lantern loop"", ""routeId"": ""signal_orchard"", ""version"": 58}",True,True,58,True
758,64,orchard_riverbend,merge-orchard_riverbend,fen track,market plank route,merge_detour,"{""animation"": ""paused"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 48}",True,True,48,True
761,64,roofward_archive,rollback-roofward_archive,warm archive lane,glass stair,rollback_direct,"{""animation"": ""playing"", ""branch"": ""glass stair"", ""routeId"": ""roofward_archive"", ""version"": 49}",True,True,49,True
764,64,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""paused"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 49}",True,True,49,True
770,65,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""paused"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 50}",True,True,50,True
773,65,roofward_archive,rollback-roofward_archive,glass stair,glass stair,rollback_direct,"{""animation"": ""playing"", ""branch"": ""glass stair"", ""routeId"": ""roofward_archive"", ""version"": 50}",True,True,50,True
776,65,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""paused"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 51}",True,True,51,True
782,66,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 52}",True,True,52,True
785,66,roofward_archive,rollback-roofward_archive,glass stair,glass stair,rollback_direct,"{""animation"": ""playing"", ""branch"": ""glass stair"", ""routeId"": ""roofward_archive"", ""version"": 51}",True,True,51,True
788,66,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 53}",True,True,53,True
794,67,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 54}",True,True,54,True
797,67,roofward_archive,rollback-roofward_archive,glass stair,glass stair,rollback_direct,"{""animation"": ""playing"", ""branch"": ""glass stair"", ""routeId"": ""roofward_archive"", ""version"": 52}",True,True,52,True
800,67,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 55}",True,True,55,True
806,68,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 56}",True,True,56,True
809,68,roofward_archive,rollback-roofward_archive,glass stair,glass stair,rollback_direct,"{""animation"": ""playing"", ""branch"": ""glass stair"", ""routeId"": ""roofward_archive"", ""version"": 53}",True,True,53,True
812,68,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 57}",True,True,57,True
818,69,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 58}",True,True,58,True
821,69,roofward_archive,rollback-roofward_archive,glass stair,glass stair,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""glass stair"", ""routeId"": ""roofward_archive"", ""version"": 54}",True,True,54,True
824,69,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 59}",True,True,59,True
830,70,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 60}",True,True,60,True
833,70,roofward_archive,rollback-roofward_archive,glass stair,glass stair,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""glass stair"", ""routeId"": ""roofward_archive"", ""version"": 55}",True,True,55,True
836,70,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 61}",True,True,61,True
842,71,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 62}",True,True,62,True
845,71,roofward_archive,rollback-roofward_archive,glass stair,glass stair,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""glass stair"", ""routeId"": ""roofward_archive"", ""version"": 56}",True,True,56,True
848,71,orchard_riverbend,merge-orchard_riverbend,market plank route,market plank route,merge_detour,"{""animation"": ""stepped"", ""branch"": ""market plank route"", ""routeId"": ""orchard_riverbend"", ""version"": 63}",True,True,63,True
854,72,central_repair_ring,merge-central_repair_ring,inner repair yard,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 57}",True,True,57,True
857,72,archive_signal,rollback-archive_signal,paper lane,paper lane,rollback_direct,"{""animation"": ""playing"", ""branch"": ""paper lane"", ""routeId"": ""archive_signal"", ""version"": 63}",True,True,63,True
860,72,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 58}",True,True,58,True
866,73,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 59}",True,True,59,True
869,73,archive_signal,rollback-archive_signal,paper lane,paper lane,rollback_direct,"{""animation"": ""playing"", ""branch"": ""paper lane"", ""routeId"": ""archive_signal"", ""version"": 64}",True,True,64,True
872,73,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 60}",True,True,60,True
878,74,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 61}",True,True,61,True
881,74,archive_signal,rollback-archive_signal,paper lane,paper lane,rollback_direct,"{""animation"": ""playing"", ""branch"": ""paper lane"", ""routeId"": ""archive_signal"", ""version"": 65}",True,True,65,True
884,74,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 62}",True,True,62,True
890,75,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 63}",True,True,63,True
893,75,archive_signal,rollback-archive_signal,paper lane,paper lane,rollback_direct,"{""animation"": ""playing"", ""branch"": ""paper lane"", ""routeId"": ""archive_signal"", ""version"": 66}",True,True,66,True
896,75,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 64}",True,True,64,True
902,76,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 65}",True,True,65,True
905,76,archive_signal,rollback-archive_signal,paper lane,paper lane,rollback_direct,"{""animation"": ""playing"", ""branch"": ""paper lane"", ""routeId"": ""archive_signal"", ""version"": 67}",True,True,67,True
908,76,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 66}",True,True,66,True
914,77,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 67}",True,True,67,True
917,77,archive_signal,rollback-archive_signal,paper lane,paper lane,rollback_direct,"{""animation"": ""playing"", ""branch"": ""paper lane"", ""routeId"": ""archive_signal"", ""version"": 68}",True,True,68,True
920,77,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 68}",True,True,68,True
926,78,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 69}",True,True,69,True
929,78,archive_signal,rollback-archive_signal,paper lane,paper lane,rollback_direct,"{""animation"": ""playing"", ""branch"": ""paper lane"", ""routeId"": ""archive_signal"", ""version"": 69}",True,True,69,True
932,78,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 70}",True,True,70,True
938,79,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 71}",True,True,71,True
941,79,archive_signal,rollback-archive_signal,paper lane,paper lane,rollback_direct,"{""animation"": ""playing"", ""branch"": ""paper lane"", ""routeId"": ""archive_signal"", ""version"": 70}",True,True,70,True
944,79,central_repair_ring,merge-central_repair_ring,outer bell path,outer bell path,merge_detour,"{""animation"": ""paused"", ""branch"": ""outer bell path"", ""routeId"": ""central_repair_ring"", ""version"": 72}",True,True,72,True
950,80,riverbend_roofward,merge-riverbend_roofward,low plank crossing,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 58}",True,True,58,True
953,80,signal_orchard,rollback-signal_orchard,river lantern loop,dusk road,rollback_direct,"{""animation"": ""playing"", ""branch"": ""dusk road"", ""routeId"": ""signal_orchard"", ""version"": 66}",True,True,66,True
956,80,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 59}",True,True,59,True
962,81,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 60}",True,True,60,True
965,81,signal_orchard,rollback-signal_orchard,dusk road,dusk road,rollback_direct,"{""animation"": ""playing"", ""branch"": ""dusk road"", ""routeId"": ""signal_orchard"", ""version"": 67}",True,True,67,True
968,81,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 61}",True,True,61,True
974,82,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 62}",True,True,62,True
977,82,signal_orchard,rollback-signal_orchard,dusk road,dusk road,rollback_direct,"{""animation"": ""playing"", ""branch"": ""dusk road"", ""routeId"": ""signal_orchard"", ""version"": 68}",True,True,68,True
980,82,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 63}",True,True,63,True
985,83,central_repair_ring,rollback-central_repair_ring,outer bell path,inner repair yard,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""inner repair yard"", ""routeId"": ""central_repair_ring"", ""version"": 76}",True,True,76,True
986,83,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 64}",True,True,64,True
989,83,signal_orchard,rollback-signal_orchard,dusk road,dusk road,rollback_direct,"{""animation"": ""playing"", ""branch"": ""dusk road"", ""routeId"": ""signal_orchard"", ""version"": 69}",True,True,69,True
992,83,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 65}",True,True,65,True
998,84,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 66}",True,True,66,True
1001,84,signal_orchard,rollback-signal_orchard,dusk road,dusk road,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""dusk road"", ""routeId"": ""signal_orchard"", ""version"": 70}",True,True,70,True
1004,84,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 67}",True,True,67,True
1010,85,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 68}",True,True,68,True
1013,85,signal_orchard,rollback-signal_orchard,dusk road,dusk road,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""dusk road"", ""routeId"": ""signal_orchard"", ""version"": 71}",True,True,71,True
1016,85,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 69}",True,True,69,True
1022,86,riverbend_roofward,merge-riverbend_roofward,lantern ridge detour,lantern ridge detour,merge_detour,"{""animation"": ""paused"", ""branch"": ""lantern ridge detour"", ""routeId"": ""riverbend_roofward"", ""version"": 70}",True,True,70,True
1025,86,signal_orchard,rollback-signal_orchard,dusk road,dusk road,rollback_direct,"{""animation"": ""stepped"", ""branch"": ""dusk road"", ""routeId"": ""signal_orchard"", ""version"": 72}",True,True,72,True
1026,86,orchard_riverbend,rollback-orchard_riverbend,market plank route,fen track,rollback_direct,"{""animation"": ""playing"", ""branch"": ""fen track"", ""routeId"": ""orchard_riverbend"", ""version"": 72}",True,True,72,True
