tick,day,resident,memory_key,debt_name,debt_before,debt_after,trust_before,trust_after,causal_action,visible_in_dashboard,persists_after_restore,history_not_erased
1218,68,Nia,nia:tool_loan:audit:d068:s12,tool loan,0.422973,0.418973,0.546824,0.548824,wait_offscreen,True,True,True
1219,68,Ari,ari:repair_promise:audit:d068:s13,repair promise,0.415711,0.397711,0.315813,0.332813,repair_trust,True,True,True
1220,68,Fay,fay:care_favor:audit:d068:s14,care favor,0.408318,0.404318,0.323215,0.325215,move,True,True,True
1221,68,Milo,milo:tool_loan:audit:d068:s15,tool loan,0.400804,0.396804,0.465124,0.482124,talk,True,True,True
1222,68,Sera,sera:repair_promise:audit:d068:s16,repair promise,0.393179,0.375179,0.644856,0.661856,offer_help,True,True,True
1223,68,Tovan,tovan:care_favor:audit:d068:s17,care favor,0.385454,0.409454,0.68594,0.66794,borrow_tool,True,True,True
1224,69,Nia,nia:tool_loan:audit:d069:s00,tool loan,0.37764,0.40164,0.545103,0.527103,interrupt_work,True,True,True
1225,69,Ari,ari:repair_promise:audit:d069:s01,repair promise,0.369747,0.365747,0.30952,0.31152,wait_offscreen,True,True,True
1226,69,Fay,fay:care_favor:audit:d069:s02,care favor,0.361785,0.343785,0.31068,0.32768,repair_trust,True,True,True
1227,69,Milo,milo:tool_loan:audit:d069:s03,tool loan,0.353767,0.349767,0.468945,0.470945,move,True,True,True
1228,69,Sera,sera:repair_promise:audit:d069:s04,repair promise,0.345702,0.341702,0.664481,0.681481,talk,True,True,True
1229,69,Tovan,tovan:care_favor:audit:d069:s05,care favor,0.337602,0.319602,0.670435,0.687435,offer_help,True,True,True
1230,69,Nia,nia:tool_loan:audit:d069:s06,tool loan,0.329478,0.353478,0.530008,0.512008,borrow_tool,True,True,True
1231,69,Ari,ari:repair_promise:audit:d069:s07,repair promise,0.321341,0.303341,0.316483,0.333483,return_tool,True,True,True
1232,69,Fay,fay:care_favor:audit:d069:s08,care favor,0.313202,0.337202,0.315504,0.297504,interrupt_work,True,True,True
1233,69,Milo,milo:tool_loan:audit:d069:s09,tool loan,0.305072,0.301072,0.484819,0.486819,wait_offscreen,True,True,True
1234,69,Sera,sera:repair_promise:audit:d069:s10,repair promise,0.296963,0.278963,0.648672,0.665672,repair_trust,True,True,True
1235,69,Tovan,tovan:care_favor:audit:d069:s11,care favor,0.288885,0.284885,0.670203,0.672203,move,True,True,True
1236,69,Nia,nia:tool_loan:audit:d069:s12,tool loan,0.28085,0.27685,0.546755,0.563755,talk,True,True,True
1237,69,Ari,ari:repair_promise:audit:d069:s13,repair promise,0.272869,0.254869,0.319789,0.336789,offer_help,True,True,True
1238,69,Fay,fay:care_favor:audit:d069:s14,care favor,0.264952,0.288952,0.324431,0.306431,borrow_tool,True,True,True
1239,69,Milo,milo:tool_loan:audit:d069:s15,tool loan,0.25711,0.23911,0.46757,0.48457,return_tool,True,True,True
1240,69,Sera,sera:repair_promise:audit:d069:s16,repair promise,0.249355,0.273355,0.64325,0.62525,interrupt_work,True,True,True
1241,69,Tovan,tovan:care_favor:audit:d069:s17,care favor,0.241696,0.237696,0.686542,0.688542,wait_offscreen,True,True,True
1242,70,Nia,nia:tool_loan:audit:d070:s00,tool loan,0.234144,0.230144,0.512716,0.514716,move,True,True,True
1243,70,Ari,ari:repair_promise:audit:d070:s01,repair promise,0.22671,0.22271,0.319316,0.336316,talk,True,True,True
1244,70,Fay,fay:care_favor:audit:d070:s02,care favor,0.219404,0.201404,0.31185,0.32885,offer_help,True,True,True
1245,70,Milo,milo:tool_loan:audit:d070:s03,tool loan,0.212235,0.236235,0.490911,0.472911,borrow_tool,True,True,True
1246,70,Sera,sera:repair_promise:audit:d070:s04,repair promise,0.205214,0.187214,0.647334,0.664334,return_tool,True,True,True
1247,70,Tovan,tovan:care_favor:audit:d070:s05,care favor,0.19835,0.22235,0.670026,0.652026,interrupt_work,True,True,True
1248,70,Nia,nia:tool_loan:audit:d070:s06,tool loan,0.191652,0.187652,0.520346,0.522346,wait_offscreen,True,True,True
1249,70,Ari,ari:repair_promise:audit:d070:s07,repair promise,0.185131,0.167131,0.313347,0.330347,repair_trust,True,True,True
1250,70,Fay,fay:care_favor:audit:d070:s08,care favor,0.178793,0.174793,0.315965,0.317965,move,True,True,True
1251,70,Milo,milo:tool_loan:audit:d070:s09,tool loan,0.172649,0.168649,0.492517,0.509517,talk,True,True,True
1252,70,Sera,sera:repair_promise:audit:d070:s10,repair promise,0.166707,0.148707,0.654613,0.671613,offer_help,True,True,True
1253,70,Tovan,tovan:care_favor:audit:d070:s11,care favor,0.160975,0.184975,0.674566,0.656566,borrow_tool,True,True,True
1254,70,Nia,nia:tool_loan:audit:d070:s12,tool loan,0.15546,0.13746,0.523462,0.540462,return_tool,True,True,True
1255,70,Ari,ari:repair_promise:audit:d070:s13,repair promise,0.150171,0.174171,0.301517,0.283517,interrupt_work,True,True,True
1256,70,Fay,fay:care_favor:audit:d070:s14,care favor,0.145113,0.141113,0.323318,0.325318,wait_offscreen,True,True,True
1257,70,Milo,milo:tool_loan:audit:d070:s15,tool loan,0.140296,0.122296,0.495627,0.512627,repair_trust,True,True,True
1258,70,Sera,sera:repair_promise:audit:d070:s16,repair promise,0.135724,0.131724,0.655133,0.657133,move,True,True,True
1259,70,Tovan,tovan:care_favor:audit:d070:s17,care favor,0.131405,0.127405,0.666385,0.683385,talk,True,True,True
1260,71,Nia,nia:tool_loan:audit:d071:s00,tool loan,0.127344,0.151344,0.499139,0.481139,borrow_tool,True,True,True
1261,71,Ari,ari:repair_promise:audit:d071:s01,repair promise,0.123546,0.105546,0.294993,0.311993,return_tool,True,True,True
1262,71,Fay,fay:care_favor:audit:d071:s02,care favor,0.120017,0.144017,0.325037,0.307037,interrupt_work,True,True,True
1263,71,Milo,milo:tool_loan:audit:d071:s03,tool loan,0.116763,0.112763,0.502628,0.504628,wait_offscreen,True,True,True
1264,71,Sera,sera:repair_promise:audit:d071:s04,repair promise,0.113786,0.095786,0.662381,0.679381,repair_trust,True,True,True
1265,71,Tovan,tovan:care_favor:audit:d071:s05,care favor,0.111092,0.107092,0.673964,0.675964,move,True,True,True
1266,71,Nia,nia:tool_loan:audit:d071:s06,tool loan,0.108683,0.104683,0.507955,0.524955,talk,True,True,True
1267,71,Ari,ari:repair_promise:audit:d071:s07,repair promise,0.106564,0.088564,0.308006,0.325006,offer_help,True,True,True
1268,71,Fay,fay:care_favor:audit:d071:s08,care favor,0.104737,0.128737,0.331249,0.313249,borrow_tool,True,True,True
1269,71,Milo,milo:tool_loan:audit:d071:s09,tool loan,0.103205,0.085205,0.50055,0.51755,return_tool,True,True,True
1270,71,Sera,sera:repair_promise:audit:d071:s10,repair promise,0.101969,0.125969,0.67449,0.65649,interrupt_work,True,True,True
1271,71,Tovan,tovan:care_favor:audit:d071:s11,care favor,0.101032,0.097032,0.677058,0.679058,wait_offscreen,True,True,True
1272,71,Nia,nia:tool_loan:audit:d071:s12,tool loan,0.100394,0.082394,0.517077,0.534077,repair_trust,True,True,True
1273,71,Ari,ari:repair_promise:audit:d071:s13,repair promise,0.100058,0.096058,0.319082,0.321082,move,True,True,True
1274,71,Fay,fay:care_favor:audit:d071:s14,care favor,0.100022,0.096022,0.341338,0.358338,talk,True,True,True
1275,71,Milo,milo:tool_loan:audit:d071:s15,tool loan,0.100287,0.082287,0.497909,0.514909,offer_help,True,True,True
1276,71,Sera,sera:repair_promise:audit:d071:s16,repair promise,0.100853,0.124853,0.674748,0.656748,borrow_tool,True,True,True
1277,71,Tovan,tovan:care_favor:audit:d071:s17,care favor,0.10172,0.08372,0.679343,0.696343,return_tool,True,True,True
1278,72,Nia,nia:tool_loan:audit:d072:s00,tool loan,0.102884,0.098884,0.492536,0.494536,wait_offscreen,True,True,True
1279,72,Ari,ari:repair_promise:audit:d072:s01,repair promise,0.104347,0.086347,0.2924,0.3094,repair_trust,True,True,True
1280,72,Fay,fay:care_favor:audit:d072:s02,care favor,0.106104,0.102104,0.348515,0.350515,move,True,True,True
1281,72,Milo,milo:tool_loan:audit:d072:s03,tool loan,0.108154,0.104154,0.509353,0.526353,talk,True,True,True
1282,72,Sera,sera:repair_promise:audit:d072:s04,repair promise,0.110494,0.092494,0.676471,0.693471,offer_help,True,True,True
1283,72,Tovan,tovan:care_favor:audit:d072:s05,care favor,0.113121,0.137121,0.651974,0.633974,borrow_tool,True,True,True
1284,72,Nia,nia:tool_loan:audit:d072:s06,tool loan,0.116031,0.098031,0.489182,0.506182,return_tool,True,True,True
1285,72,Ari,ari:repair_promise:audit:d072:s07,repair promise,0.11922,0.14322,0.291799,0.273799,interrupt_work,True,True,True
1286,72,Fay,fay:care_favor:audit:d072:s08,care favor,0.122684,0.118684,0.349162,0.351162,wait_offscreen,True,True,True
1287,72,Milo,milo:tool_loan:audit:d072:s09,tool loan,0.126418,0.108418,0.52518,0.54218,repair_trust,True,True,True
1288,72,Sera,sera:repair_promise:audit:d072:s10,repair promise,0.130418,0.126418,0.663553,0.665553,move,True,True,True
1289,72,Tovan,tovan:care_favor:audit:d072:s11,care favor,0.134676,0.130676,0.676097,0.693097,talk,True,True,True
1290,72,Nia,nia:tool_loan:audit:d072:s12,tool loan,0.139189,0.121189,0.488475,0.505475,offer_help,True,True,True
1291,72,Ari,ari:repair_promise:audit:d072:s13,repair promise,0.143948,0.167948,0.311025,0.293025,borrow_tool,True,True,True
1292,72,Fay,fay:care_favor:audit:d072:s14,care favor,0.148949,0.130949,0.346453,0.363453,return_tool,True,True,True
1293,72,Milo,milo:tool_loan:audit:d072:s15,tool loan,0.154184,0.178184,0.50198,0.48398,interrupt_work,True,True,True
1294,72,Sera,sera:repair_promise:audit:d072:s16,repair promise,0.159646,0.155646,0.683658,0.685658,wait_offscreen,True,True,True
1295,72,Tovan,tovan:care_favor:audit:d072:s17,care favor,0.165328,0.147328,0.655431,0.672431,repair_trust,True,True,True
1296,73,Nia,nia:tool_loan:audit:d073:s00,tool loan,0.171221,0.167221,0.490767,0.507767,talk,True,True,True
1297,73,Ari,ari:repair_promise:audit:d073:s01,repair promise,0.177318,0.159318,0.293673,0.310673,offer_help,True,True,True
1298,73,Fay,fay:care_favor:audit:d073:s02,care favor,0.18361,0.20761,0.342743,0.324743,borrow_tool,True,True,True
1299,73,Milo,milo:tool_loan:audit:d073:s03,tool loan,0.190089,0.172089,0.52838,0.54538,return_tool,True,True,True
1300,73,Sera,sera:repair_promise:audit:d073:s04,repair promise,0.196745,0.220745,0.679107,0.661107,interrupt_work,True,True,True
1301,73,Tovan,tovan:care_favor:audit:d073:s05,care favor,0.203571,0.199571,0.65811,0.66011,wait_offscreen,True,True,True
1302,73,Nia,nia:tool_loan:audit:d073:s06,tool loan,0.210555,0.192555,0.480473,0.497473,repair_trust,True,True,True
1303,73,Ari,ari:repair_promise:audit:d073:s07,repair promise,0.21769,0.21369,0.290087,0.292087,move,True,True,True
1304,73,Fay,fay:care_favor:audit:d073:s08,care favor,0.224965,0.220965,0.353084,0.370084,talk,True,True,True
1305,73,Milo,milo:tool_loan:audit:d073:s09,tool loan,0.232369,0.214369,0.53468,0.55168,offer_help,True,True,True
1306,73,Sera,sera:repair_promise:audit:d073:s10,repair promise,0.239894,0.263894,0.675323,0.657323,borrow_tool,True,True,True
1307,73,Tovan,tovan:care_favor:audit:d073:s11,care favor,0.247528,0.229528,0.66439,0.68139,return_tool,True,True,True
1308,73,Nia,nia:tool_loan:audit:d073:s12,tool loan,0.255262,0.279262,0.48686,0.46886,interrupt_work,True,True,True
1309,73,Ari,ari:repair_promise:audit:d073:s13,repair promise,0.263084,0.259084,0.30793,0.30993,wait_offscreen,True,True,True
1310,73,Fay,fay:care_favor:audit:d073:s14,care favor,0.270984,0.252984,0.333474,0.350474,repair_trust,True,True,True
1311,73,Milo,milo:tool_loan:audit:d073:s15,tool loan,0.278951,0.274951,0.519105,0.521105,move,True,True,True
1312,73,Sera,sera:repair_promise:audit:d073:s16,repair promise,0.286974,0.282974,0.671683,0.688683,talk,True,True,True
1313,73,Tovan,tovan:care_favor:audit:d073:s17,care favor,0.295043,0.277043,0.658896,0.675896,offer_help,True,True,True
1314,74,Nia,nia:tool_loan:audit:d074:s00,tool loan,0.303146,0.285146,0.477941,0.494941,return_tool,True,True,True
1315,74,Ari,ari:repair_promise:audit:d074:s01,repair promise,0.311271,0.335271,0.285023,0.267023,interrupt_work,True,True,True
1316,74,Fay,fay:care_favor:audit:d074:s02,care favor,0.319409,0.315409,0.355578,0.357578,wait_offscreen,True,True,True
1317,74,Milo,milo:tool_loan:audit:d074:s03,tool loan,0.327548,0.309548,0.543377,0.560377,repair_trust,True,True,True
1318,74,Sera,sera:repair_promise:audit:d074:s04,repair promise,0.335676,0.331676,0.669204,0.671204,move,True,True,True
1319,74,Tovan,tovan:care_favor:audit:d074:s05,care favor,0.343782,0.339782,0.639835,0.656835,talk,True,True,True
1320,74,Nia,nia:tool_loan:audit:d074:s06,tool loan,0.351857,0.333857,0.484661,0.501661,offer_help,True,True,True
1321,74,Ari,ari:repair_promise:audit:d074:s07,repair promise,0.359887,0.383887,0.29225,0.27425,borrow_tool,True,True,True
1322,74,Fay,fay:care_favor:audit:d074:s08,care favor,0.367863,0.349863,0.345495,0.362495,return_tool,True,True,True
1323,74,Milo,milo:tool_loan:audit:d074:s09,tool loan,0.375774,0.399774,0.539047,0.521047,interrupt_work,True,True,True
1324,74,Sera,sera:repair_promise:audit:d074:s10,repair promise,0.383608,0.379608,0.686777,0.688777,wait_offscreen,True,True,True
1325,74,Tovan,tovan:care_favor:audit:d074:s11,care favor,0.391355,0.373355,0.65664,0.67364,repair_trust,True,True,True
1326,74,Nia,nia:tool_loan:audit:d074:s12,tool loan,0.399004,0.395004,0.478559,0.480559,move,True,True,True
1327,74,Ari,ari:repair_promise:audit:d074:s13,repair promise,0.406545,0.402545,0.296152,0.313152,talk,True,True,True
1328,74,Fay,fay:care_favor:audit:d074:s14,care favor,0.413968,0.395968,0.353055,0.370055,offer_help,True,True,True
1329,74,Milo,milo:tool_loan:audit:d074:s15,tool loan,0.421262,0.445262,0.545056,0.527056,borrow_tool,True,True,True
1330,74,Sera,sera:repair_promise:audit:d074:s16,repair promise,0.428418,0.410418,0.681673,0.698673,return_tool,True,True,True
1331,74,Tovan,tovan:care_favor:audit:d074:s17,care favor,0.435425,0.459425,0.646853,0.628853,interrupt_work,True,True,True
1332,75,Nia,nia:tool_loan:audit:d075:s00,tool loan,0.442274,0.424274,0.452804,0.469804,repair_trust,True,True,True
1333,75,Ari,ari:repair_promise:audit:d075:s01,repair promise,0.448956,0.444956,0.299338,0.301338,move,True,True,True
1334,75,Fay,fay:care_favor:audit:d075:s02,care favor,0.455461,0.451461,0.371363,0.388363,talk,True,True,True
1335,75,Milo,milo:tool_loan:audit:d075:s03,tool loan,0.461781,0.443781,0.555426,0.572426,offer_help,True,True,True
1336,75,Sera,sera:repair_promise:audit:d075:s04,repair promise,0.467906,0.491906,0.674461,0.656461,borrow_tool,True,True,True
1337,75,Tovan,tovan:care_favor:audit:d075:s05,care favor,0.47383,0.45583,0.648331,0.665331,return_tool,True,True,True
1338,75,Nia,nia:tool_loan:audit:d075:s06,tool loan,0.479542,0.503542,0.458332,0.440332,interrupt_work,True,True,True
1339,75,Ari,ari:repair_promise:audit:d075:s07,repair promise,0.485037,0.481037,0.28218,0.28418,wait_offscreen,True,True,True
1340,75,Fay,fay:care_favor:audit:d075:s08,care favor,0.490305,0.472305,0.362423,0.379423,repair_trust,True,True,True
1341,75,Milo,milo:tool_loan:audit:d075:s09,tool loan,0.49534,0.49134,0.554997,0.556997,move,True,True,True
1342,75,Sera,sera:repair_promise:audit:d075:s10,repair promise,0.500136,0.496136,0.690967,0.707967,talk,True,True,True
1343,75,Tovan,tovan:care_favor:audit:d075:s11,care favor,0.504684,0.486684,0.651183,0.668183,offer_help,True,True,True
1344,75,Nia,nia:tool_loan:audit:d075:s12,tool loan,0.50898,0.53298,0.453387,0.435387,borrow_tool,True,True,True
1345,75,Ari,ari:repair_promise:audit:d075:s13,repair promise,0.513017,0.495017,0.284973,0.301973,return_tool,True,True,True
1346,75,Fay,fay:care_favor:audit:d075:s14,care favor,0.51679,0.54079,0.368048,0.350048,interrupt_work,True,True,True
1347,75,Milo,milo:tool_loan:audit:d075:s15,tool loan,0.520294,0.516294,0.552525,0.554525,wait_offscreen,True,True,True
1348,75,Sera,sera:repair_promise:audit:d075:s16,repair promise,0.523523,0.505523,0.685262,0.702262,repair_trust,True,True,True
1349,75,Tovan,tovan:care_favor:audit:d075:s17,care favor,0.526474,0.522474,0.65349,0.65549,move,True,True,True
1350,76,Nia,nia:tool_loan:audit:d076:s00,tool loan,0.529142,0.511142,0.450213,0.467213,offer_help,True,True,True
1351,76,Ari,ari:repair_promise:audit:d076:s01,repair promise,0.531524,0.555524,0.292686,0.274686,borrow_tool,True,True,True
1352,76,Fay,fay:care_favor:audit:d076:s02,care favor,0.533617,0.515617,0.384402,0.401402,return_tool,True,True,True
1353,76,Milo,milo:tool_loan:audit:d076:s03,tool loan,0.535417,0.559417,0.561531,0.543531,interrupt_work,True,True,True
1354,76,Sera,sera:repair_promise:audit:d076:s04,repair promise,0.536922,0.532922,0.687464,0.689464,wait_offscreen,True,True,True
1355,76,Tovan,tovan:care_favor:audit:d076:s05,care favor,0.53813,0.52013,0.6422,0.6592,repair_trust,True,True,True
1356,76,Nia,nia:tool_loan:audit:d076:s06,tool loan,0.539039,0.535039,0.452102,0.454102,move,True,True,True
1357,76,Ari,ari:repair_promise:audit:d076:s07,repair promise,0.539649,0.535649,0.305017,0.322017,talk,True,True,True
1358,76,Fay,fay:care_favor:audit:d076:s08,care favor,0.539958,0.521958,0.362158,0.379158,offer_help,True,True,True
1359,76,Milo,milo:tool_loan:audit:d076:s09,tool loan,0.539966,0.563966,0.561619,0.543619,borrow_tool,True,True,True
1360,76,Sera,sera:repair_promise:audit:d076:s10,repair promise,0.539673,0.521673,0.698313,0.715313,return_tool,True,True,True
1361,76,Tovan,tovan:care_favor:audit:d076:s11,care favor,0.539079,0.563079,0.623561,0.605561,interrupt_work,True,True,True
1362,76,Nia,nia:tool_loan:audit:d076:s12,tool loan,0.538186,0.534186,0.441304,0.443304,wait_offscreen,True,True,True
1363,76,Ari,ari:repair_promise:audit:d076:s13,repair promise,0.536993,0.518993,0.284901,0.301901,repair_trust,True,True,True
1364,76,Fay,fay:care_favor:audit:d076:s14,care favor,0.535504,0.531504,0.374276,0.376276,move,True,True,True
1365,76,Milo,milo:tool_loan:audit:d076:s15,tool loan,0.53372,0.52972,0.556404,0.573404,talk,True,True,True
1366,76,Sera,sera:repair_promise:audit:d076:s16,repair promise,0.531643,0.513643,0.688464,0.705464,offer_help,True,True,True
1367,76,Tovan,tovan:care_favor:audit:d076:s17,care favor,0.529276,0.553276,0.624479,0.606479,borrow_tool,True,True,True
1368,77,Nia,nia:tool_loan:audit:d077:s00,tool loan,0.526623,0.550623,0.4387,0.4207,interrupt_work,True,True,True
1369,77,Ari,ari:repair_promise:audit:d077:s01,repair promise,0.523687,0.519687,0.287347,0.289347,wait_offscreen,True,True,True
1370,77,Fay,fay:care_favor:audit:d077:s02,care favor,0.520472,0.502472,0.372312,0.389312,repair_trust,True,True,True
1371,77,Milo,milo:tool_loan:audit:d077:s03,tool loan,0.516983,0.512983,0.566045,0.568045,move,True,True,True
1372,77,Sera,sera:repair_promise:audit:d077:s04,repair promise,0.513224,0.509224,0.686397,0.703397,talk,True,True,True
1373,77,Tovan,tovan:care_favor:audit:d077:s05,care favor,0.509201,0.491201,0.632477,0.649477,offer_help,True,True,True
1374,77,Nia,nia:tool_loan:audit:d077:s06,tool loan,0.504919,0.528919,0.427048,0.409048,borrow_tool,True,True,True
1375,77,Ari,ari:repair_promise:audit:d077:s07,repair promise,0.500383,0.482383,0.302844,0.319844,return_tool,True,True,True
1376,77,Fay,fay:care_favor:audit:d077:s08,care favor,0.495601,0.519601,0.382771,0.364771,interrupt_work,True,True,True
1377,77,Milo,milo:tool_loan:audit:d077:s09,tool loan,0.490578,0.486578,0.567001,0.569001,wait_offscreen,True,True,True
1378,77,Sera,sera:repair_promise:audit:d077:s10,repair promise,0.485322,0.467322,0.678676,0.695676,repair_trust,True,True,True
1379,77,Tovan,tovan:care_favor:audit:d077:s11,care favor,0.47984,0.47584,0.628922,0.630922,move,True,True,True
1380,77,Nia,nia:tool_loan:audit:d077:s12,tool loan,0.474138,0.470138,0.444409,0.461409,talk,True,True,True
1381,77,Ari,ari:repair_promise:audit:d077:s13,repair promise,0.468226,0.450226,0.291453,0.308453,offer_help,True,True,True
1382,77,Fay,fay:care_favor:audit:d077:s14,care favor,0.462111,0.486111,0.373676,0.355676,borrow_tool,True,True,True
1383,77,Milo,milo:tool_loan:audit:d077:s15,tool loan,0.455801,0.437801,0.576963,0.593963,return_tool,True,True,True
1384,77,Sera,sera:repair_promise:audit:d077:s16,repair promise,0.449306,0.473306,0.69304,0.67504,interrupt_work,True,True,True
1385,77,Tovan,tovan:care_favor:audit:d077:s17,care favor,0.442633,0.438633,0.620346,0.622346,wait_offscreen,True,True,True
1386,78,Nia,nia:tool_loan:audit:d078:s00,tool loan,0.435793,0.431793,0.436468,0.438468,move,True,True,True
1387,78,Ari,ari:repair_promise:audit:d078:s01,repair promise,0.428794,0.424794,0.295897,0.312897,talk,True,True,True
1388,78,Fay,fay:care_favor:audit:d078:s02,care favor,0.421646,0.403646,0.398238,0.415238,offer_help,True,True,True
1389,78,Milo,milo:tool_loan:audit:d078:s03,tool loan,0.414359,0.438359,0.583222,0.565222,borrow_tool,True,True,True
1390,78,Sera,sera:repair_promise:audit:d078:s04,repair promise,0.406943,0.388943,0.684786,0.701786,return_tool,True,True,True
1391,78,Tovan,tovan:care_favor:audit:d078:s05,care favor,0.399407,0.423407,0.622533,0.604533,interrupt_work,True,True,True
1392,78,Nia,nia:tool_loan:audit:d078:s06,tool loan,0.391764,0.387764,0.425292,0.427292,wait_offscreen,True,True,True
1393,78,Ari,ari:repair_promise:audit:d078:s07,repair promise,0.384021,0.366021,0.285878,0.302878,repair_trust,True,True,True
1394,78,Fay,fay:care_favor:audit:d078:s08,care favor,0.376192,0.372192,0.392566,0.394566,move,True,True,True
1395,78,Milo,milo:tool_loan:audit:d078:s09,tool loan,0.368285,0.364285,0.575142,0.592142,talk,True,True,True
1396,78,Sera,sera:repair_promise:audit:d078:s10,repair promise,0.360312,0.342312,0.69614,0.71314,offer_help,True,True,True
1397,78,Tovan,tovan:care_favor:audit:d078:s11,care favor,0.352284,0.376284,0.620413,0.602413,borrow_tool,True,True,True
1398,78,Nia,nia:tool_loan:audit:d078:s12,tool loan,0.344212,0.326212,0.43214,0.44914,return_tool,True,True,True
1399,78,Ari,ari:repair_promise:audit:d078:s13,repair promise,0.336107,0.360107,0.295085,0.277085,interrupt_work,True,True,True
1400,78,Fay,fay:care_favor:audit:d078:s14,care favor,0.32798,0.32398,0.385547,0.387547,wait_offscreen,True,True,True
1401,78,Milo,milo:tool_loan:audit:d078:s15,tool loan,0.319841,0.301841,0.593315,0.610315,repair_trust,True,True,True
1402,78,Sera,sera:repair_promise:audit:d078:s16,repair promise,0.311703,0.307703,0.695974,0.697974,move,True,True,True
1403,78,Tovan,tovan:care_favor:audit:d078:s17,care favor,0.303577,0.299577,0.616987,0.633987,talk,True,True,True
1404,79,Nia,nia:tool_loan:audit:d079:s00,tool loan,0.295472,0.319472,0.408417,0.390417,borrow_tool,True,True,True
1405,79,Ari,ari:repair_promise:audit:d079:s01,repair promise,0.287402,0.269402,0.292659,0.309659,return_tool,True,True,True
1406,79,Fay,fay:care_favor:audit:d079:s02,care favor,0.279376,0.303376,0.403732,0.385732,interrupt_work,True,True,True
1407,79,Milo,milo:tool_loan:audit:d079:s03,tool loan,0.271405,0.267405,0.597858,0.599858,wait_offscreen,True,True,True
1408,79,Sera,sera:repair_promise:audit:d079:s04,repair promise,0.263502,0.245502,0.698169,0.715169,repair_trust,True,True,True
1409,79,Tovan,tovan:care_favor:audit:d079:s05,care favor,0.255675,0.251675,0.595262,0.597262,move,True,True,True
1410,79,Nia,nia:tool_loan:audit:d079:s06,tool loan,0.247937,0.243937,0.407763,0.424763,talk,True,True,True
1411,79,Ari,ari:repair_promise:audit:d079:s07,repair promise,0.240297,0.222297,0.287949,0.304949,offer_help,True,True,True
1412,79,Fay,fay:care_favor:audit:d079:s08,care favor,0.232766,0.256766,0.409453,0.391453,borrow_tool,True,True,True
1413,79,Milo,milo:tool_loan:audit:d079:s09,tool loan,0.225355,0.207355,0.58824,0.60524,return_tool,True,True,True
1414,79,Sera,sera:repair_promise:audit:d079:s10,repair promise,0.218073,0.242073,0.70408,0.68608,interrupt_work,True,True,True
1415,79,Tovan,tovan:care_favor:audit:d079:s11,care favor,0.210931,0.206931,0.609535,0.611535,wait_offscreen,True,True,True
1416,79,Nia,nia:tool_loan:audit:d079:s12,tool loan,0.203938,0.185938,0.410293,0.427293,repair_trust,True,True,True
1417,79,Ari,ari:repair_promise:audit:d079:s13,repair promise,0.197104,0.193104,0.296354,0.298354,move,True,True,True
1418,79,Fay,fay:care_favor:audit:d079:s14,care favor,0.190438,0.186438,0.392953,0.409953,talk,True,True,True
1419,79,Milo,milo:tool_loan:audit:d079:s15,tool loan,0.183949,0.165949,0.582792,0.599792,offer_help,True,True,True
1420,79,Sera,sera:repair_promise:audit:d079:s16,repair promise,0.177647,0.201647,0.699017,0.681017,borrow_tool,True,True,True
1421,79,Tovan,tovan:care_favor:audit:d079:s17,care favor,0.17154,0.15354,0.603287,0.620287,return_tool,True,True,True
1422,80,Nia,nia:tool_loan:audit:d080:s00,tool loan,0.165635,0.161635,0.399239,0.401239,wait_offscreen,True,True,True
1423,80,Ari,ari:repair_promise:audit:d080:s01,repair promise,0.159942,0.141942,0.287537,0.304537,repair_trust,True,True,True
1424,80,Fay,fay:care_favor:audit:d080:s02,care favor,0.154469,0.150469,0.413132,0.415132,move,True,True,True
1425,80,Milo,milo:tool_loan:audit:d080:s03,tool loan,0.149221,0.145221,0.602597,0.619597,talk,True,True,True
1426,80,Sera,sera:repair_promise:audit:d080:s04,repair promise,0.144208,0.126208,0.680727,0.697727,offer_help,True,True,True
1427,80,Tovan,tovan:care_favor:audit:d080:s05,care favor,0.139435,0.163435,0.602617,0.584617,borrow_tool,True,True,True
1428,80,Nia,nia:tool_loan:audit:d080:s06,tool loan,0.13491,0.11691,0.39703,0.41403,return_tool,True,True,True
1429,80,Ari,ari:repair_promise:audit:d080:s07,repair promise,0.130637,0.154637,0.29448,0.27648,interrupt_work,True,True,True
1430,80,Fay,fay:care_favor:audit:d080:s08,care favor,0.126624,0.122624,0.422796,0.424796,wait_offscreen,True,True,True
1431,80,Milo,milo:tool_loan:audit:d080:s09,tool loan,0.122876,0.104876,0.598118,0.615118,repair_trust,True,True,True
1432,80,Sera,sera:repair_promise:audit:d080:s10,repair promise,0.119397,0.115397,0.69583,0.69783,move,True,True,True
1433,80,Tovan,tovan:care_favor:audit:d080:s11,care favor,0.116193,0.112193,0.584155,0.601155,talk,True,True,True
1434,80,Nia,nia:tool_loan:audit:d080:s12,tool loan,0.113268,0.095268,0.402217,0.419217,offer_help,True,True,True
1435,80,Ari,ari:repair_promise:audit:d080:s13,repair promise,0.110626,0.134626,0.300363,0.282363,borrow_tool,True,True,True
1436,80,Fay,fay:care_favor:audit:d080:s14,care favor,0.108271,0.090271,0.408007,0.425007,return_tool,True,True,True
1437,80,Milo,milo:tool_loan:audit:d080:s15,tool loan,0.106205,0.130205,0.59393,0.57593,interrupt_work,True,True,True
