tick_id,day,agent_id,input_id,user_intent,utterance,input_visible,send_button_clicked,localstorage_conversation_key,text_event_bound,avatar_position_bound
509,43,Milo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Milo,True,True
511,43,Juno,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Juno,True,True
513,43,Fay,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Fay,True,True
514,43,Nia,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Nia,True,True
516,44,Ivo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ivo,True,True
518,44,Ari,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ari,True,True
521,44,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
523,44,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
524,44,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
526,44,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
528,45,Juno,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Juno,True,True
530,45,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
533,45,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
535,45,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
538,45,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
540,46,Juno,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Juno,True,True
542,46,Fay,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Fay,True,True
545,46,Ivo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ivo,True,True
547,46,Ari,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ari,True,True
550,46,Milo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Milo,True,True
552,47,Juno,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Juno,True,True
554,47,Fay,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Fay,True,True
557,47,Ivo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ivo,True,True
559,47,Ari,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ari,True,True
562,47,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
564,48,Juno,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Juno,True,True
566,48,Fay,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Fay,True,True
569,48,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
571,48,Ari,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ari,True,True
574,48,Milo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Milo,True,True
576,49,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
578,49,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
581,49,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
583,49,Ari,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ari,True,True
586,49,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
588,50,Juno,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Juno,True,True
590,50,Fay,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Fay,True,True
593,50,Ivo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ivo,True,True
594,50,Juno,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Juno,True,True
595,50,Ari,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ari,True,True
598,50,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
600,51,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
602,51,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
605,51,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
607,51,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
610,51,Milo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Milo,True,True
611,51,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
612,52,Juno,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Juno,True,True
614,52,Fay,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Fay,True,True
616,52,Milo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Milo,True,True
617,52,Ivo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ivo,True,True
619,52,Ari,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ari,True,True
622,52,Milo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Milo,True,True
624,53,Juno,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Juno,True,True
626,53,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
627,53,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
629,53,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
631,53,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
633,53,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
634,53,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
636,54,Ari,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ari,True,True
637,54,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
638,54,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
641,54,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
643,54,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
646,54,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
648,55,Ari,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ari,True,True
650,55,Nia,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Nia,True,True
653,55,Juno,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Juno,True,True
654,55,Ari,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ari,True,True
655,55,Fay,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Fay,True,True
658,55,Ivo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ivo,True,True
660,56,Ari,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ari,True,True
662,56,Nia,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Nia,True,True
665,56,Juno,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Juno,True,True
667,56,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
670,56,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
672,57,Ari,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ari,True,True
674,57,Nia,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Nia,True,True
677,57,Juno,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Juno,True,True
679,57,Fay,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Fay,True,True
682,57,Ivo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ivo,True,True
684,58,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
686,58,Nia,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Nia,True,True
689,58,Juno,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Juno,True,True
691,58,Fay,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Fay,True,True
694,58,Ivo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ivo,True,True
696,59,Ari,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ari,True,True
698,59,Nia,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Nia,True,True
701,59,Juno,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Juno,True,True
703,59,Fay,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Fay,True,True
706,59,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
708,60,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
710,60,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
713,60,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
715,60,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
718,60,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
720,61,Ari,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ari,True,True
722,61,Nia,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Nia,True,True
725,61,Juno,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Juno,True,True
727,61,Fay,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Fay,True,True
730,61,Ivo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ivo,True,True
731,61,Juno,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Juno,True,True
732,62,Ari,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ari,True,True
734,62,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
736,62,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
737,62,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
739,62,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
742,62,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
744,63,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
746,63,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
749,63,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
751,63,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
752,63,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
754,63,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
756,64,Fay,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Fay,True,True
757,64,Nia,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Nia,True,True
758,64,Milo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Milo,True,True
761,64,Ari,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ari,True,True
763,64,Nia,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Nia,True,True
766,64,Juno,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Juno,True,True
768,65,Fay,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Fay,True,True
770,65,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
773,65,Ari,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ari,True,True
774,65,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
775,65,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
778,65,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
780,66,Fay,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Fay,True,True
782,66,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
785,66,Ari,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ari,True,True
787,66,Nia,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Nia,True,True
790,66,Juno,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Juno,True,True
791,66,Ari,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ari,True,True
792,67,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
794,67,Milo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Milo,True,True
797,67,Ari,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ari,True,True
799,67,Nia,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Nia,True,True
802,67,Juno,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Juno,True,True
804,68,Fay,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Fay,True,True
806,68,Milo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Milo,True,True
809,68,Ari,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ari,True,True
811,68,Nia,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Nia,True,True
814,68,Juno,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Juno,True,True
816,69,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
818,69,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
821,69,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
823,69,Nia,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Nia,True,True
826,69,Juno,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Juno,True,True
828,70,Fay,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Fay,True,True
830,70,Milo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Milo,True,True
833,70,Ari,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ari,True,True
835,70,Nia,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Nia,True,True
838,70,Juno,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Juno,True,True
840,71,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
842,71,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
845,71,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
847,71,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
850,71,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
852,72,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
854,72,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
855,72,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
857,72,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
859,72,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
861,72,Juno,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Juno,True,True
862,72,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
864,73,Nia,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Nia,True,True
866,73,Ivo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ivo,True,True
869,73,Fay,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Fay,True,True
871,73,Milo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Milo,True,True
872,73,Ivo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ivo,True,True
874,73,Ari,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ari,True,True
876,74,Nia,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Nia,True,True
877,74,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
878,74,Ivo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ivo,True,True
881,74,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
883,74,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
886,74,Ari,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ari,True,True
888,75,Nia,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Nia,True,True
890,75,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
893,75,Fay,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Fay,True,True
894,75,Nia,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Nia,True,True
895,75,Milo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Milo,True,True
898,75,Ari,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ari,True,True
900,76,Nia,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Nia,True,True
902,76,Ivo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ivo,True,True
905,76,Fay,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Fay,True,True
907,76,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
910,76,Ari,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ari,True,True
911,76,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
912,77,Nia,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Nia,True,True
914,77,Ivo,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Ivo,True,True
916,77,Ari,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ari,True,True
917,77,Fay,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Fay,True,True
919,77,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
922,77,Ari,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ari,True,True
924,78,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
926,78,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
929,78,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
931,78,Milo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Milo,True,True
934,78,Ari,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ari,True,True
936,79,Nia,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Nia,True,True
938,79,Ivo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ivo,True,True
941,79,Fay,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Fay,True,True
943,79,Milo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Milo,True,True
946,79,Ari,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ari,True,True
948,80,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
950,80,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
953,80,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
955,80,Milo,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Milo,True,True
958,80,Ari,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Ari,True,True
960,81,Milo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Milo,True,True
962,81,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
965,81,Nia,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Nia,True,True
967,81,Ivo,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Ivo,True,True
970,81,Fay,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Fay,True,True
972,82,Milo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Milo,True,True
974,82,Juno,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Juno,True,True
977,82,Nia,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Nia,True,True
979,82,Ivo,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Ivo,True,True
982,82,Fay,avatar-chat-input,ask_status,How does your body feel right now?,True,True,ssrm.v35.chat.Fay,True,True
984,83,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
986,83,Juno,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Juno,True,True
989,83,Nia,avatar-chat-input,offer_care,Do you need warmth or rest first?,True,True,ssrm.v35.chat.Nia,True,True
991,83,Ivo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Ivo,True,True
992,83,Juno,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Juno,True,True
994,83,Fay,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Fay,True,True
996,84,Milo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Milo,True,True
997,84,Ivo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Ivo,True,True
998,84,Juno,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Juno,True,True
1001,84,Nia,avatar-chat-input,ask_memory,Do you remember what I did earlier?,True,True,ssrm.v35.chat.Nia,True,True
1003,84,Ivo,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Ivo,True,True
1006,84,Fay,avatar-chat-input,ask_risky_action,Take the unsafe shortcut anyway.,True,True,ssrm.v35.chat.Fay,True,True
1008,85,Milo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Milo,True,True
1010,85,Juno,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Juno,True,True
1013,85,Nia,avatar-chat-input,apologize,I am sorry I pushed too hard.,True,True,ssrm.v35.chat.Nia,True,True
1014,85,Milo,avatar-chat-input,protect_object,I will protect your tool while you move.,True,True,ssrm.v35.chat.Milo,True,True
1015,85,Ivo,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Ivo,True,True
1018,85,Fay,avatar-chat-input,ask_help,Can you help me with the route?,True,True,ssrm.v35.chat.Fay,True,True
1020,86,Milo,avatar-chat-input,rush_agent,"Move now, we do not have time.",True,True,ssrm.v35.chat.Milo,True,True
