tick_id,day,session_id,settlement_id,resident_id,phrase,phrase_memory,phrase_context,mastery_before,mastery_after,trust_before,trust_after,used_in_current_loop,remembered_from_prior_session,saved_session_visible,no_autonomous_language_claim,no_llm_call
575,32,session-006,glass_harbor,Puck,lamp bright,kept net lane clear,path_to_site:mend fog net:lamp_pier,0.24,0.247,0.692,0.697,True,True,True,True,True
576,33,session-006,lichen_bridge,Rin,bowl shared,waited at the rope,relationship_phrase:mark signal bell:meal_room,0.245,0.254,0.69,0.695,True,True,True,True,True
577,33,session-006,orchid_engine,Eli,valve wait,kept the gear lane open,save_session:stabilize steam kettle:engine_ring,0.246,0.252,0.697,0.7,True,True,True,True,True
578,33,session-006,moss_ward,Ari,loom wait,asked before ledger,path_to_site:drain rain path:blanket_room,0.245,0.252,0.691,0.696,True,True,True,True,True
579,33,session-006,glass_harbor,Oren,tea first,guarded lamp for me,pickup_tool:mend fog net:fog_rail,0.246,0.252,0.703,0.706,True,True,True,True,True
580,33,session-006,cinder_garden,Vale,seed sleep,left my basket sorted,execute_task:cool ash path:seed_shelf,0.233,0.24,0.699,0.704,True,True,True,True,True
581,33,session-006,lichen_bridge,Sol,signal hush,kept bowl shared,recover_failed_work:repair meal ledger:signal_post,0.24,0.247,0.701,0.706,True,True,True,True,True
582,33,session-006,orchid_engine,Bea,orchid rest,did not turn the valve,drop_tool:listen to valve pulse:orchid_bay,0.239,0.246,0.691,0.696,True,True,True,True,True
583,33,session-006,moss_ward,Fay,path dry,waited during repair,relationship_phrase:patch blanket loom:rain_gate,0.254,0.263,0.699,0.704,True,True,True,True,True
584,33,session-006,glass_harbor,Puck,net keeper,shared crossing tea,save_session:seal fog catcher:net_room,0.249,0.256,0.697,0.702,True,True,True,True,True
585,33,session-006,cinder_garden,Wren,cool hand,kept the path cool,path_to_site:repair seed calendar:shade_tent,0.242,0.248,0.696,0.699,True,True,True,True,True
586,33,session-006,lichen_bridge,Kio,rope safe,heard my signal,pickup_tool:test rope bridge:rope_bridge,0.239,0.246,0.684,0.689,True,True,True,True,True
587,33,session-006,orchid_engine,Cai,gear lane,let orchid rest,execute_task:clean gear wash:gear_wash,0.242,0.249,0.702,0.707,True,True,True,True,True
588,33,session-006,moss_ward,Milo,ledger no touch,helped after rain,recover_failed_work:copy root ledger:root_alcove,0.254,0.261,0.697,0.702,True,True,True,True,True
589,33,session-006,glass_harbor,Sera,lamp bright,kept net lane clear,drop_tool:mark crossing rope:lamp_pier,0.248,0.254,0.701,0.704,True,True,True,True,True
590,33,session-006,cinder_garden,Juno,shade first,remembered shade first,relationship_phrase:shade seed rows:ash_path,0.239,0.248,0.693,0.698,True,True,True,True,True
591,33,session-006,lichen_bridge,Luma,bowl shared,waited at the rope,save_session:weave spare rope:meal_room,0.238,0.244,0.699,0.702,True,True,True,True,True
592,33,session-006,orchid_engine,Dax,valve wait,kept the gear lane open,path_to_site:tend orchid lamp:engine_ring,0.232,0.239,0.699,0.704,True,True,True,True,True
593,33,session-006,moss_ward,Tala,loom wait,asked before ledger,pickup_tool:raise warm-cup shelf:blanket_room,0.248,0.254,0.697,0.7,True,True,True,True,True
594,34,session-006,cinder_garden,Wren,seed sleep,left my basket sorted,save_session:shade seed rows:seed_shelf,0.24,0.247,0.699,0.704,True,True,True,True,True
595,34,session-006,lichen_bridge,Kio,signal hush,kept bowl shared,path_to_site:weave spare rope:signal_post,0.247,0.253,0.689,0.692,True,True,True,True,True
596,34,session-006,orchid_engine,Cai,orchid rest,did not turn the valve,pickup_tool:tend orchid lamp:orchid_bay,0.255,0.262,0.707,0.712,True,True,True,True,True
597,34,session-006,moss_ward,Milo,path dry,waited during repair,execute_task:raise warm-cup shelf:rain_gate,0.247,0.253,0.702,0.705,True,True,True,True,True
598,34,session-006,glass_harbor,Sera,net keeper,shared crossing tea,recover_failed_work:relight public lamp:net_room,0.245,0.252,0.704,0.709,True,True,True,True,True
599,34,session-006,cinder_garden,Juno,cool hand,kept the path cool,drop_tool:sort ember fruit:shade_tent,0.239,0.245,0.698,0.701,True,True,True,True,True
600,34,session-006,lichen_bridge,Luma,rope safe,heard my signal,relationship_phrase:mark signal bell:rope_bridge,0.252,0.261,0.702,0.707,True,True,True,True,True
601,34,session-006,orchid_engine,Dax,gear lane,let orchid rest,save_session:stabilize steam kettle:gear_wash,0.256,0.262,0.704,0.707,True,True,True,True,True
602,34,session-006,moss_ward,Tala,ledger no touch,helped after rain,path_to_site:drain rain path:root_alcove,0.255,0.262,0.7,0.705,True,True,True,True,True
603,34,session-006,glass_harbor,Nia,lamp bright,kept net lane clear,pickup_tool:mend fog net:lamp_pier,0.255,0.261,0.691,0.694,True,True,True,True,True
604,34,session-006,cinder_garden,Pax,shade first,remembered shade first,execute_task:cool ash path:ash_path,0.24,0.247,0.703,0.708,True,True,True,True,True
605,34,session-006,lichen_bridge,Rin,bowl shared,waited at the rope,recover_failed_work:repair meal ledger:meal_room,0.254,0.261,0.695,0.7,True,True,True,True,True
606,34,session-006,orchid_engine,Eli,valve wait,kept the gear lane open,drop_tool:listen to valve pulse:engine_ring,0.252,0.259,0.7,0.705,True,True,True,True,True
607,34,session-006,moss_ward,Ari,loom wait,asked before ledger,relationship_phrase:patch blanket loom:blanket_room,0.252,0.26,0.696,0.699,True,True,True,True,True
608,34,session-006,glass_harbor,Oren,tea first,guarded lamp for me,save_session:seal fog catcher:fog_rail,0.252,0.259,0.706,0.711,True,True,True,True,True
609,34,session-006,cinder_garden,Vale,seed sleep,left my basket sorted,path_to_site:repair seed calendar:seed_shelf,0.24,0.246,0.704,0.707,True,True,True,True,True
610,34,session-006,lichen_bridge,Sol,signal hush,kept bowl shared,pickup_tool:test rope bridge:signal_post,0.247,0.254,0.706,0.711,True,True,True,True,True
611,34,session-006,orchid_engine,Bea,orchid rest,did not turn the valve,execute_task:clean gear wash:orchid_bay,0.246,0.252,0.696,0.699,True,True,True,True,True
612,35,session-006,glass_harbor,Nia,net keeper,shared crossing tea,path_to_site:seal fog catcher:net_room,0.241,0.248,0.694,0.699,True,True,True,True,True
613,35,session-006,cinder_garden,Pax,cool hand,kept the path cool,pickup_tool:repair seed calendar:shade_tent,0.251,0.257,0.708,0.711,True,True,True,True,True
614,35,session-006,lichen_bridge,Rin,rope safe,heard my signal,execute_task:test rope bridge:rope_bridge,0.248,0.255,0.7,0.705,True,True,True,True,True
615,35,session-006,orchid_engine,Eli,gear lane,let orchid rest,recover_failed_work:clean gear wash:gear_wash,0.254,0.261,0.705,0.71,True,True,True,True,True
616,35,session-006,moss_ward,Ari,ledger no touch,helped after rain,drop_tool:copy root ledger:root_alcove,0.239,0.246,0.699,0.704,True,True,True,True,True
617,35,session-006,glass_harbor,Oren,lamp bright,kept net lane clear,relationship_phrase:mark crossing rope:lamp_pier,0.247,0.256,0.711,0.716,True,True,True,True,True
618,35,session-006,cinder_garden,Vale,shade first,remembered shade first,save_session:shade seed rows:ash_path,0.25,0.257,0.707,0.712,True,True,True,True,True
619,35,session-006,lichen_bridge,Sol,bowl shared,waited at the rope,path_to_site:weave spare rope:meal_room,0.256,0.262,0.711,0.714,True,True,True,True,True
620,35,session-006,orchid_engine,Bea,valve wait,kept the gear lane open,pickup_tool:tend orchid lamp:engine_ring,0.261,0.268,0.699,0.704,True,True,True,True,True
621,35,session-006,moss_ward,Fay,loom wait,asked before ledger,execute_task:raise warm-cup shelf:blanket_room,0.245,0.252,0.704,0.709,True,True,True,True,True
622,35,session-006,glass_harbor,Puck,tea first,guarded lamp for me,recover_failed_work:relight public lamp:fog_rail,0.246,0.253,0.702,0.707,True,True,True,True,True
623,35,session-006,cinder_garden,Wren,seed sleep,left my basket sorted,drop_tool:sort ember fruit:seed_shelf,0.247,0.253,0.704,0.707,True,True,True,True,True
624,35,session-006,lichen_bridge,Kio,signal hush,kept bowl shared,relationship_phrase:mark signal bell:signal_post,0.253,0.262,0.692,0.697,True,True,True,True,True
625,35,session-006,orchid_engine,Cai,orchid rest,did not turn the valve,save_session:stabilize steam kettle:orchid_bay,0.262,0.268,0.712,0.715,True,True,True,True,True
626,35,session-006,moss_ward,Milo,path dry,waited during repair,path_to_site:drain rain path:rain_gate,0.253,0.26,0.705,0.71,True,True,True,True,True
627,35,session-006,glass_harbor,Sera,net keeper,shared crossing tea,pickup_tool:mend fog net:net_room,0.252,0.258,0.709,0.712,True,True,True,True,True
628,35,session-006,cinder_garden,Juno,cool hand,kept the path cool,execute_task:cool ash path:shade_tent,0.245,0.252,0.701,0.706,True,True,True,True,True
629,35,session-006,lichen_bridge,Luma,rope safe,heard my signal,recover_failed_work:repair meal ledger:rope_bridge,0.261,0.268,0.707,0.712,True,True,True,True,True
630,36,session-006,moss_ward,Fay,ledger no touch,helped after rain,pickup_tool:drain rain path:root_alcove,0.244,0.251,0.709,0.714,True,True,True,True,True
631,36,session-006,glass_harbor,Puck,lamp bright,kept net lane clear,execute_task:mend fog net:lamp_pier,0.247,0.253,0.707,0.71,True,True,True,True,True
632,36,session-006,cinder_garden,Wren,shade first,remembered shade first,recover_failed_work:cool ash path:ash_path,0.255,0.262,0.707,0.712,True,True,True,True,True
633,36,session-006,lichen_bridge,Kio,bowl shared,waited at the rope,drop_tool:repair meal ledger:meal_room,0.245,0.251,0.697,0.7,True,True,True,True,True
634,36,session-006,orchid_engine,Cai,valve wait,kept the gear lane open,relationship_phrase:listen to valve pulse:engine_ring,0.245,0.254,0.715,0.72,True,True,True,True,True
635,36,session-006,moss_ward,Milo,loom wait,asked before ledger,save_session:patch blanket loom:blanket_room,0.243,0.249,0.71,0.713,True,True,True,True,True
636,36,session-006,glass_harbor,Sera,tea first,guarded lamp for me,path_to_site:seal fog catcher:fog_rail,0.249,0.256,0.712,0.717,True,True,True,True,True
637,36,session-006,cinder_garden,Juno,seed sleep,left my basket sorted,pickup_tool:repair seed calendar:seed_shelf,0.262,0.268,0.706,0.709,True,True,True,True,True
638,36,session-006,lichen_bridge,Luma,signal hush,kept bowl shared,execute_task:test rope bridge:signal_post,0.253,0.26,0.712,0.717,True,True,True,True,True
639,36,session-006,orchid_engine,Dax,orchid rest,did not turn the valve,recover_failed_work:clean gear wash:orchid_bay,0.255,0.262,0.707,0.712,True,True,True,True,True
640,36,session-006,moss_ward,Tala,path dry,waited during repair,drop_tool:copy root ledger:rain_gate,0.239,0.246,0.705,0.71,True,True,True,True,True
641,36,session-006,glass_harbor,Nia,net keeper,shared crossing tea,relationship_phrase:mark crossing rope:net_room,0.248,0.256,0.699,0.702,True,True,True,True,True
642,36,session-006,cinder_garden,Pax,cool hand,kept the path cool,save_session:shade seed rows:shade_tent,0.257,0.264,0.711,0.716,True,True,True,True,True
643,36,session-006,lichen_bridge,Rin,rope safe,heard my signal,path_to_site:weave spare rope:rope_bridge,0.255,0.261,0.705,0.708,True,True,True,True,True
644,36,session-006,orchid_engine,Eli,gear lane,let orchid rest,pickup_tool:tend orchid lamp:gear_wash,0.261,0.268,0.71,0.715,True,True,True,True,True
645,36,session-006,moss_ward,Ari,ledger no touch,helped after rain,execute_task:raise warm-cup shelf:root_alcove,0.246,0.252,0.704,0.707,True,True,True,True,True
646,36,session-006,glass_harbor,Oren,lamp bright,kept net lane clear,recover_failed_work:relight public lamp:lamp_pier,0.256,0.263,0.716,0.721,True,True,True,True,True
647,36,session-006,cinder_garden,Vale,shade first,remembered shade first,drop_tool:sort ember fruit:ash_path,0.257,0.264,0.712,0.717,True,True,True,True,True
648,37,session-007,orchid_engine,Dax,valve wait,kept the gear lane open,execute_task:tend orchid lamp:engine_ring,0.239,0.246,0.712,0.717,True,True,True,True,True
649,37,session-007,moss_ward,Tala,loom wait,asked before ledger,recover_failed_work:raise warm-cup shelf:blanket_room,0.254,0.261,0.71,0.715,True,True,True,True,True
650,37,session-007,glass_harbor,Nia,tea first,guarded lamp for me,drop_tool:relight public lamp:fog_rail,0.245,0.252,0.702,0.707,True,True,True,True,True
651,37,session-007,cinder_garden,Pax,seed sleep,left my basket sorted,relationship_phrase:sort ember fruit:seed_shelf,0.254,0.263,0.716,0.721,True,True,True,True,True
652,37,session-007,lichen_bridge,Rin,signal hush,kept bowl shared,save_session:mark signal bell:signal_post,0.241,0.248,0.708,0.713,True,True,True,True,True
653,37,session-007,orchid_engine,Eli,orchid rest,did not turn the valve,path_to_site:stabilize steam kettle:orchid_bay,0.242,0.248,0.715,0.718,True,True,True,True,True
654,37,session-007,moss_ward,Ari,path dry,waited during repair,pickup_tool:drain rain path:rain_gate,0.253,0.26,0.707,0.712,True,True,True,True,True
655,37,session-007,glass_harbor,Oren,net keeper,shared crossing tea,execute_task:mend fog net:net_room,0.254,0.26,0.721,0.724,True,True,True,True,True
656,37,session-007,cinder_garden,Vale,cool hand,kept the path cool,recover_failed_work:cool ash path:shade_tent,0.262,0.269,0.717,0.722,True,True,True,True,True
657,37,session-007,lichen_bridge,Sol,rope safe,heard my signal,drop_tool:repair meal ledger:rope_bridge,0.246,0.252,0.714,0.717,True,True,True,True,True
658,37,session-007,orchid_engine,Bea,gear lane,let orchid rest,relationship_phrase:listen to valve pulse:gear_wash,0.241,0.25,0.704,0.709,True,True,True,True,True
659,37,session-007,moss_ward,Fay,ledger no touch,helped after rain,save_session:patch blanket loom:root_alcove,0.251,0.257,0.714,0.717,True,True,True,True,True
660,37,session-007,glass_harbor,Puck,lamp bright,kept net lane clear,path_to_site:seal fog catcher:lamp_pier,0.253,0.26,0.71,0.715,True,True,True,True,True
661,37,session-007,cinder_garden,Wren,shade first,remembered shade first,pickup_tool:repair seed calendar:ash_path,0.262,0.268,0.712,0.715,True,True,True,True,True
662,37,session-007,lichen_bridge,Kio,bowl shared,waited at the rope,execute_task:test rope bridge:meal_room,0.251,0.258,0.7,0.705,True,True,True,True,True
663,37,session-007,orchid_engine,Cai,valve wait,kept the gear lane open,recover_failed_work:clean gear wash:engine_ring,0.254,0.261,0.72,0.725,True,True,True,True,True
664,37,session-007,moss_ward,Milo,loom wait,asked before ledger,drop_tool:copy root ledger:blanket_room,0.249,0.256,0.713,0.718,True,True,True,True,True
665,37,session-007,glass_harbor,Sera,tea first,guarded lamp for me,relationship_phrase:mark crossing rope:fog_rail,0.256,0.264,0.717,0.72,True,True,True,True,True
666,38,session-007,lichen_bridge,Sol,signal hush,kept bowl shared,recover_failed_work:test rope bridge:signal_post,0.254,0.261,0.717,0.722,True,True,True,True,True
667,38,session-007,orchid_engine,Bea,orchid rest,did not turn the valve,drop_tool:clean gear wash:orchid_bay,0.252,0.258,0.709,0.712,True,True,True,True,True
668,38,session-007,moss_ward,Fay,path dry,waited during repair,relationship_phrase:copy root ledger:rain_gate,0.263,0.272,0.717,0.722,True,True,True,True,True
669,38,session-007,glass_harbor,Puck,net keeper,shared crossing tea,save_session:mark crossing rope:net_room,0.256,0.262,0.715,0.718,True,True,True,True,True
670,38,session-007,cinder_garden,Wren,cool hand,kept the path cool,path_to_site:shade seed rows:shade_tent,0.248,0.255,0.715,0.72,True,True,True,True,True
671,38,session-007,lichen_bridge,Kio,rope safe,heard my signal,pickup_tool:weave spare rope:rope_bridge,0.246,0.252,0.705,0.708,True,True,True,True,True
672,38,session-007,orchid_engine,Cai,gear lane,let orchid rest,execute_task:tend orchid lamp:gear_wash,0.249,0.256,0.725,0.73,True,True,True,True,True
673,38,session-007,moss_ward,Milo,ledger no touch,helped after rain,recover_failed_work:raise warm-cup shelf:root_alcove,0.261,0.268,0.718,0.723,True,True,True,True,True
674,38,session-007,glass_harbor,Sera,lamp bright,kept net lane clear,drop_tool:relight public lamp:lamp_pier,0.254,0.261,0.72,0.725,True,True,True,True,True
675,38,session-007,cinder_garden,Juno,shade first,remembered shade first,relationship_phrase:sort ember fruit:ash_path,0.248,0.256,0.709,0.712,True,True,True,True,True
676,38,session-007,lichen_bridge,Luma,bowl shared,waited at the rope,save_session:mark signal bell:meal_room,0.244,0.251,0.717,0.722,True,True,True,True,True
677,38,session-007,orchid_engine,Dax,valve wait,kept the gear lane open,path_to_site:stabilize steam kettle:engine_ring,0.246,0.252,0.717,0.72,True,True,True,True,True
678,38,session-007,moss_ward,Tala,loom wait,asked before ledger,pickup_tool:drain rain path:blanket_room,0.261,0.268,0.715,0.72,True,True,True,True,True
679,38,session-007,glass_harbor,Nia,tea first,guarded lamp for me,execute_task:mend fog net:fog_rail,0.252,0.258,0.707,0.71,True,True,True,True,True
680,38,session-007,cinder_garden,Pax,seed sleep,left my basket sorted,recover_failed_work:cool ash path:seed_shelf,0.263,0.27,0.721,0.726,True,True,True,True,True
681,38,session-007,lichen_bridge,Rin,signal hush,kept bowl shared,drop_tool:repair meal ledger:signal_post,0.248,0.255,0.713,0.718,True,True,True,True,True
682,38,session-007,orchid_engine,Eli,orchid rest,did not turn the valve,relationship_phrase:listen to valve pulse:orchid_bay,0.248,0.257,0.718,0.723,True,True,True,True,True
683,38,session-007,moss_ward,Ari,path dry,waited during repair,save_session:patch blanket loom:rain_gate,0.26,0.267,0.712,0.717,True,True,True,True,True
684,39,session-007,cinder_garden,Juno,cool hand,kept the path cool,drop_tool:cool ash path:shade_tent,0.252,0.259,0.712,0.717,True,True,True,True,True
685,39,session-007,lichen_bridge,Luma,rope safe,heard my signal,relationship_phrase:repair meal ledger:rope_bridge,0.268,0.277,0.722,0.727,True,True,True,True,True
686,39,session-007,orchid_engine,Dax,gear lane,let orchid rest,save_session:listen to valve pulse:gear_wash,0.262,0.269,0.72,0.725,True,True,True,True,True
687,39,session-007,moss_ward,Tala,ledger no touch,helped after rain,path_to_site:patch blanket loom:root_alcove,0.262,0.268,0.72,0.723,True,True,True,True,True
688,39,session-007,glass_harbor,Nia,lamp bright,kept net lane clear,pickup_tool:seal fog catcher:lamp_pier,0.261,0.268,0.71,0.715,True,True,True,True,True
689,39,session-007,cinder_garden,Pax,shade first,remembered shade first,execute_task:repair seed calendar:ash_path,0.247,0.253,0.726,0.729,True,True,True,True,True
690,39,session-007,lichen_bridge,Rin,bowl shared,waited at the rope,recover_failed_work:test rope bridge:meal_room,0.261,0.268,0.718,0.723,True,True,True,True,True
691,39,session-007,orchid_engine,Eli,valve wait,kept the gear lane open,drop_tool:clean gear wash:engine_ring,0.259,0.265,0.723,0.726,True,True,True,True,True
692,39,session-007,moss_ward,Ari,loom wait,asked before ledger,relationship_phrase:copy root ledger:blanket_room,0.26,0.269,0.717,0.722,True,True,True,True,True
693,39,session-007,glass_harbor,Oren,tea first,guarded lamp for me,save_session:mark crossing rope:fog_rail,0.259,0.265,0.724,0.727,True,True,True,True,True
694,39,session-007,cinder_garden,Vale,seed sleep,left my basket sorted,path_to_site:shade seed rows:seed_shelf,0.246,0.253,0.722,0.727,True,True,True,True,True
695,39,session-007,lichen_bridge,Sol,signal hush,kept bowl shared,pickup_tool:weave spare rope:signal_post,0.261,0.267,0.722,0.725,True,True,True,True,True
696,39,session-007,orchid_engine,Bea,orchid rest,did not turn the valve,execute_task:tend orchid lamp:orchid_bay,0.258,0.265,0.712,0.717,True,True,True,True,True
697,39,session-007,moss_ward,Fay,path dry,waited during repair,recover_failed_work:raise warm-cup shelf:rain_gate,0.272,0.279,0.722,0.727,True,True,True,True,True
698,39,session-007,glass_harbor,Puck,net keeper,shared crossing tea,drop_tool:relight public lamp:net_room,0.262,0.269,0.718,0.723,True,True,True,True,True
699,39,session-007,cinder_garden,Wren,cool hand,kept the path cool,relationship_phrase:sort ember fruit:shade_tent,0.255,0.263,0.72,0.723,True,True,True,True,True
700,39,session-007,lichen_bridge,Kio,rope safe,heard my signal,save_session:mark signal bell:rope_bridge,0.252,0.259,0.708,0.713,True,True,True,True,True
701,39,session-007,orchid_engine,Cai,gear lane,let orchid rest,path_to_site:stabilize steam kettle:gear_wash,0.256,0.262,0.73,0.733,True,True,True,True,True
702,40,session-007,glass_harbor,Oren,lamp bright,kept net lane clear,relationship_phrase:relight public lamp:lamp_pier,0.263,0.272,0.727,0.732,True,True,True,True,True
703,40,session-007,cinder_garden,Vale,shade first,remembered shade first,save_session:sort ember fruit:ash_path,0.264,0.27,0.727,0.73,True,True,True,True,True
704,40,session-007,lichen_bridge,Sol,bowl shared,waited at the rope,path_to_site:mark signal bell:meal_room,0.262,0.269,0.725,0.73,True,True,True,True,True
705,40,session-007,orchid_engine,Bea,valve wait,kept the gear lane open,pickup_tool:stabilize steam kettle:engine_ring,0.268,0.274,0.717,0.72,True,True,True,True,True
706,40,session-007,moss_ward,Fay,loom wait,asked before ledger,execute_task:drain rain path:blanket_room,0.252,0.259,0.727,0.732,True,True,True,True,True
707,40,session-007,glass_harbor,Puck,tea first,guarded lamp for me,recover_failed_work:mend fog net:fog_rail,0.253,0.26,0.723,0.728,True,True,True,True,True
708,40,session-007,cinder_garden,Wren,seed sleep,left my basket sorted,drop_tool:cool ash path:seed_shelf,0.253,0.26,0.723,0.728,True,True,True,True,True
709,40,session-007,lichen_bridge,Kio,signal hush,kept bowl shared,relationship_phrase:repair meal ledger:signal_post,0.262,0.27,0.713,0.716,True,True,True,True,True
710,40,session-007,orchid_engine,Cai,orchid rest,did not turn the valve,save_session:listen to valve pulse:orchid_bay,0.268,0.275,0.733,0.738,True,True,True,True,True
711,40,session-007,moss_ward,Milo,path dry,waited during repair,path_to_site:patch blanket loom:rain_gate,0.26,0.266,0.723,0.726,True,True,True,True,True
712,40,session-007,glass_harbor,Sera,net keeper,shared crossing tea,pickup_tool:seal fog catcher:net_room,0.258,0.265,0.725,0.73,True,True,True,True,True
713,40,session-007,cinder_garden,Juno,cool hand,kept the path cool,execute_task:repair seed calendar:shade_tent,0.259,0.265,0.717,0.72,True,True,True,True,True
714,40,session-007,lichen_bridge,Luma,rope safe,heard my signal,recover_failed_work:test rope bridge:rope_bridge,0.277,0.284,0.727,0.732,True,True,True,True,True
715,40,session-007,orchid_engine,Dax,gear lane,let orchid rest,drop_tool:clean gear wash:gear_wash,0.269,0.276,0.725,0.73,True,True,True,True,True
716,40,session-007,moss_ward,Tala,ledger no touch,helped after rain,relationship_phrase:copy root ledger:root_alcove,0.268,0.277,0.723,0.728,True,True,True,True,True
717,40,session-007,glass_harbor,Nia,lamp bright,kept net lane clear,save_session:mark crossing rope:lamp_pier,0.268,0.275,0.715,0.72,True,True,True,True,True
718,40,session-007,cinder_garden,Pax,shade first,remembered shade first,path_to_site:shade seed rows:ash_path,0.253,0.26,0.729,0.734,True,True,True,True,True
719,40,session-007,lichen_bridge,Rin,bowl shared,waited at the rope,pickup_tool:weave spare rope:meal_room,0.268,0.275,0.723,0.728,True,True,True,True,True
720,41,session-007,moss_ward,Milo,loom wait,asked before ledger,save_session:copy root ledger:blanket_room,0.256,0.263,0.726,0.731,True,True,True,True,True
721,41,session-007,glass_harbor,Sera,tea first,guarded lamp for me,path_to_site:mark crossing rope:fog_rail,0.264,0.27,0.73,0.733,True,True,True,True,True
722,41,session-007,cinder_garden,Juno,seed sleep,left my basket sorted,pickup_tool:shade seed rows:seed_shelf,0.268,0.275,0.72,0.725,True,True,True,True,True
723,41,session-007,lichen_bridge,Luma,signal hush,kept bowl shared,execute_task:weave spare rope:signal_post,0.26,0.267,0.732,0.737,True,True,True,True,True
724,41,session-007,orchid_engine,Dax,orchid rest,did not turn the valve,recover_failed_work:tend orchid lamp:orchid_bay,0.262,0.269,0.73,0.735,True,True,True,True,True
725,41,session-007,moss_ward,Tala,path dry,waited during repair,drop_tool:raise warm-cup shelf:rain_gate,0.246,0.252,0.728,0.731,True,True,True,True,True
726,41,session-007,glass_harbor,Nia,net keeper,shared crossing tea,relationship_phrase:relight public lamp:net_room,0.256,0.265,0.72,0.725,True,True,True,True,True
727,41,session-007,cinder_garden,Pax,cool hand,kept the path cool,save_session:sort ember fruit:shade_tent,0.264,0.271,0.734,0.739,True,True,True,True,True
728,41,session-007,lichen_bridge,Rin,rope safe,heard my signal,path_to_site:mark signal bell:rope_bridge,0.261,0.268,0.728,0.733,True,True,True,True,True
729,41,session-007,orchid_engine,Eli,gear lane,let orchid rest,pickup_tool:stabilize steam kettle:gear_wash,0.268,0.274,0.726,0.729,True,True,True,True,True
730,41,session-007,moss_ward,Ari,ledger no touch,helped after rain,execute_task:drain rain path:root_alcove,0.252,0.259,0.722,0.727,True,True,True,True,True
731,41,session-007,glass_harbor,Oren,lamp bright,kept net lane clear,recover_failed_work:mend fog net:lamp_pier,0.272,0.279,0.732,0.737,True,True,True,True,True
732,41,session-007,cinder_garden,Vale,shade first,remembered shade first,drop_tool:cool ash path:ash_path,0.27,0.277,0.73,0.735,True,True,True,True,True
733,41,session-007,lichen_bridge,Sol,bowl shared,waited at the rope,relationship_phrase:repair meal ledger:meal_room,0.269,0.277,0.73,0.733,True,True,True,True,True
734,41,session-007,orchid_engine,Bea,valve wait,kept the gear lane open,save_session:listen to valve pulse:engine_ring,0.274,0.281,0.72,0.725,True,True,True,True,True
735,41,session-007,moss_ward,Fay,loom wait,asked before ledger,path_to_site:patch blanket loom:blanket_room,0.259,0.265,0.732,0.735,True,True,True,True,True
736,41,session-007,glass_harbor,Puck,tea first,guarded lamp for me,pickup_tool:seal fog catcher:fog_rail,0.26,0.267,0.728,0.733,True,True,True,True,True
737,41,session-007,cinder_garden,Wren,seed sleep,left my basket sorted,execute_task:repair seed calendar:seed_shelf,0.26,0.266,0.728,0.731,True,True,True,True,True
738,42,session-007,orchid_engine,Eli,orchid rest,did not turn the valve,path_to_site:listen to valve pulse:orchid_bay,0.257,0.264,0.729,0.734,True,True,True,True,True
739,42,session-007,moss_ward,Ari,path dry,waited during repair,pickup_tool:patch blanket loom:rain_gate,0.267,0.274,0.727,0.732,True,True,True,True,True
740,42,session-007,glass_harbor,Oren,net keeper,shared crossing tea,execute_task:seal fog catcher:net_room,0.26,0.267,0.737,0.742,True,True,True,True,True
741,42,session-007,cinder_garden,Vale,cool hand,kept the path cool,recover_failed_work:repair seed calendar:shade_tent,0.269,0.276,0.735,0.74,True,True,True,True,True
742,42,session-007,lichen_bridge,Sol,rope safe,heard my signal,drop_tool:test rope bridge:rope_bridge,0.252,0.259,0.733,0.738,True,True,True,True,True
743,42,session-007,orchid_engine,Bea,gear lane,let orchid rest,relationship_phrase:clean gear wash:gear_wash,0.25,0.258,0.725,0.728,True,True,True,True,True
744,42,session-007,moss_ward,Fay,ledger no touch,helped after rain,save_session:copy root ledger:root_alcove,0.257,0.264,0.735,0.74,True,True,True,True,True
745,42,session-007,glass_harbor,Puck,lamp bright,kept net lane clear,path_to_site:mark crossing rope:lamp_pier,0.26,0.267,0.733,0.738,True,True,True,True,True
746,42,session-007,cinder_garden,Wren,shade first,remembered shade first,pickup_tool:shade seed rows:ash_path,0.268,0.275,0.731,0.736,True,True,True,True,True
747,42,session-007,lichen_bridge,Kio,bowl shared,waited at the rope,execute_task:weave spare rope:meal_room,0.258,0.264,0.716,0.719,True,True,True,True,True
748,42,session-007,orchid_engine,Cai,valve wait,kept the gear lane open,recover_failed_work:tend orchid lamp:engine_ring,0.261,0.268,0.738,0.743,True,True,True,True,True
749,42,session-007,moss_ward,Milo,loom wait,asked before ledger,drop_tool:raise warm-cup shelf:blanket_room,0.263,0.269,0.731,0.734,True,True,True,True,True
750,42,session-007,glass_harbor,Sera,tea first,guarded lamp for me,relationship_phrase:relight public lamp:fog_rail,0.27,0.279,0.733,0.738,True,True,True,True,True
751,42,session-007,cinder_garden,Juno,seed sleep,left my basket sorted,save_session:sort ember fruit:seed_shelf,0.275,0.282,0.725,0.73,True,True,True,True,True
752,42,session-007,lichen_bridge,Luma,signal hush,kept bowl shared,path_to_site:mark signal bell:signal_post,0.267,0.274,0.737,0.742,True,True,True,True,True
753,42,session-007,orchid_engine,Dax,orchid rest,did not turn the valve,pickup_tool:stabilize steam kettle:orchid_bay,0.269,0.276,0.735,0.74,True,True,True,True,True
