tick_id,day,conflict_id,parties,rule,selected_allocation,fairness_score,residual_resentment,appeal_available,overruled,calibrated_not_paranoid
244,13,c13-04-archive_public_kiosk-glass,"Milo,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.384068,True,False,True
245,13,c13-05-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
246,13,c13-06-greenhouse_heat_loop-compost,"Nia,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.375062,True,False,True
247,13,c13-07-flood_bridge_market_route-resin,"Ari,Milo",none,none,1.0,0.0,False,False,True
248,13,c13-08-archive_public_kiosk-glass,"Milo,Fay",none,none,1.0,0.0,False,False,True
249,13,c13-09-dusk_signal_court-wire,"Milo,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.438373,True,False,True
250,13,c13-10-greenhouse_heat_loop-compost,"Nia,Nia",none,none,1.0,0.0,False,False,True
251,13,c13-11-flood_bridge_market_route-resin,"Ari,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.438373,True,False,True
252,13,c13-12-archive_public_kiosk-glass,"Milo,Fay",none,none,1.0,0.0,False,False,True
253,13,c13-13-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
254,13,c13-14-greenhouse_heat_loop-compost,"Nia,Nia",none,none,1.0,0.0,False,False,True
255,13,c13-15-flood_bridge_market_route-resin,"Ari,Milo",none,none,1.0,0.0,False,False,True
256,13,c13-16-archive_public_kiosk-glass,"Milo,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.447294,True,False,True
257,13,c13-17-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
258,13,c13-18-greenhouse_heat_loop-compost,"Nia,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.438212,True,False,True
259,13,c13-19-flood_bridge_market_route-resin,"Ari,Milo",none,none,1.0,0.0,False,False,True
260,14,c14-00-archive_public_kiosk-paper,"Nia,Milo",none,none,1.0,0.0,False,False,True
261,14,c14-01-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.7,0.405702,True,False,False
262,14,c14-02-greenhouse_heat_loop-glass,"Ari,Ari",none,none,1.0,0.0,False,False,True
263,14,c14-03-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.391844,True,False,True
264,14,c14-04-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.462861,True,False,True
265,14,c14-05-dusk_signal_court-glass,"Nia,Fay",none,none,1.0,0.0,False,False,True
266,14,c14-06-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.443412,True,False,True
267,14,c14-07-flood_bridge_market_route-rope,"Fay,Nia",none,none,1.0,0.0,False,False,True
268,14,c14-08-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.406749,True,False,True
269,14,c14-09-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.40911,True,False,True
270,14,c14-10-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.387136,True,False,True
271,14,c14-11-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.395135,True,False,True
272,14,c14-12-archive_public_kiosk-paper,"Nia,Milo",none,none,1.0,0.0,False,False,True
273,14,c14-13-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.472547,False,False,True
274,14,c14-14-greenhouse_heat_loop-glass,"Ari,Ari",none,none,1.0,0.0,False,False,True
275,14,c14-15-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.458455,True,False,True
276,14,c14-16-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.410165,True,False,True
277,14,c14-17-dusk_signal_court-glass,"Nia,Fay",none,none,1.0,0.0,False,False,True
278,14,c14-18-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.390388,True,False,True
279,14,c14-19-flood_bridge_market_route-rope,"Fay,Nia",none,none,1.0,0.0,False,False,True
280,15,c15-00-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.46381,True,False,True
281,15,c15-01-greenhouse_heat_loop-glass,"Ari,Nia",none,none,1.0,0.0,False,False,True
282,15,c15-02-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.412739,True,False,True
283,15,c15-03-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.416516,True,False,True
284,15,c15-04-dusk_signal_court-glass,"Nia,Ari",none,none,1.0,0.0,False,False,True
285,15,c15-05-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.407719,True,False,True
286,15,c15-06-flood_bridge_market_route-rope,"Fay,Milo",none,none,1.0,0.0,False,False,True
287,15,c15-07-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.420015,True,False,True
288,15,c15-08-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.467706,True,False,True
289,15,c15-09-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.411143,True,True,True
290,15,c15-10-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.77,0.416206,True,False,False
291,15,c15-11-archive_public_kiosk-paper,"Nia,Fay",none,none,1.0,0.0,False,False,True
292,15,c15-12-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.471634,True,False,True
293,15,c15-13-greenhouse_heat_loop-glass,"Ari,Nia",none,none,1.0,0.0,False,False,True
294,15,c15-14-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.419702,True,False,True
295,15,c15-15-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.423543,True,False,True
296,15,c15-16-dusk_signal_court-glass,"Nia,Ari",none,none,1.0,0.0,False,False,True
297,15,c15-17-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.414597,True,False,True
298,15,c15-18-flood_bridge_market_route-rope,"Fay,Milo",none,none,1.0,0.0,False,False,True
299,15,c15-19-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.415901,False,False,True
300,16,c16-00-dusk_signal_court-rope,"Fay,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.378716,True,False,True
301,16,c16-01-greenhouse_heat_loop-copper,"Milo,Ari",none,none,1.0,0.0,False,False,True
302,16,c16-02-flood_bridge_market_route-oil,"Milo,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.37897,True,False,True
303,16,c16-03-archive_public_kiosk-ink,"Ari,Milo",none,none,1.0,0.0,False,False,True
304,16,c16-04-dusk_signal_court-rope,"Fay,Fay",none,none,1.0,0.0,False,False,True
305,16,c16-05-greenhouse_heat_loop-copper,"Milo,Ari",none,none,1.0,0.0,False,False,True
306,16,c16-06-flood_bridge_market_route-oil,"Milo,Nia",none,none,1.0,0.0,False,False,True
307,16,c16-07-archive_public_kiosk-ink,"Ari,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.382055,True,False,True
308,16,c16-08-dusk_signal_court-rope,"Fay,Fay",none,none,1.0,0.0,False,False,True
309,16,c16-09-greenhouse_heat_loop-copper,"Milo,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.382055,True,False,True
310,16,c16-10-flood_bridge_market_route-oil,"Milo,Nia",none,none,1.0,0.0,False,False,True
311,16,c16-11-archive_public_kiosk-ink,"Ari,Milo",none,none,1.0,0.0,False,False,True
312,16,c16-12-dusk_signal_court-rope,"Fay,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.381897,False,False,True
313,16,c16-13-greenhouse_heat_loop-copper,"Milo,Ari",none,none,1.0,0.0,False,False,True
314,16,c16-14-flood_bridge_market_route-oil,"Milo,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.442154,True,False,True
315,16,c16-15-archive_public_kiosk-ink,"Ari,Milo",none,none,1.0,0.0,False,False,True
316,16,c16-16-dusk_signal_court-rope,"Fay,Fay",none,none,1.0,0.0,False,False,True
317,16,c16-17-greenhouse_heat_loop-copper,"Milo,Ari",none,none,1.0,0.0,False,False,True
318,16,c16-18-flood_bridge_market_route-oil,"Milo,Nia",none,none,1.0,0.0,False,False,True
319,16,c16-19-archive_public_kiosk-ink,"Ari,Milo",need + dependency + debt repair,split stock and schedule appeal,0.77,0.385265,True,False,False
320,17,c17-00-dusk_signal_court-oil,"Ari,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.442467,True,False,True
321,17,c17-01-greenhouse_heat_loop-water,"Fay,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.402306,True,False,True
322,17,c17-02-flood_bridge_market_route-planks,"Nia,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.402411,True,False,True
323,17,c17-03-archive_public_kiosk-thread,"Fay,Fay",none,none,1.0,0.0,False,False,True
324,17,c17-04-dusk_signal_court-oil,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.386184,True,False,True
325,17,c17-05-greenhouse_heat_loop-water,"Fay,Nia",none,none,1.0,0.0,False,False,True
326,17,c17-06-flood_bridge_market_route-planks,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.394591,True,False,True
327,17,c17-07-archive_public_kiosk-thread,"Fay,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.385105,True,False,True
328,17,c17-08-dusk_signal_court-oil,"Ari,Ari",none,none,1.0,0.0,False,False,True
329,17,c17-09-greenhouse_heat_loop-water,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.405685,True,False,True
330,17,c17-10-flood_bridge_market_route-planks,"Nia,Milo",none,none,1.0,0.0,False,False,True
331,17,c17-11-archive_public_kiosk-thread,"Fay,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.38834,True,False,True
332,17,c17-12-dusk_signal_court-oil,"Ari,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.449428,True,False,True
333,17,c17-13-greenhouse_heat_loop-water,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.409093,True,False,True
334,17,c17-14-flood_bridge_market_route-planks,"Nia,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.397906,True,False,True
335,17,c17-15-archive_public_kiosk-thread,"Fay,Fay",none,none,1.0,0.0,False,False,True
336,17,c17-16-dusk_signal_court-oil,"Ari,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.453203,True,False,True
337,17,c17-17-greenhouse_heat_loop-water,"Fay,Nia",none,none,1.0,0.0,False,False,True
338,17,c17-18-flood_bridge_market_route-planks,"Nia,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.401248,False,False,True
339,17,c17-19-archive_public_kiosk-thread,"Fay,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.391602,True,False,True
340,18,c18-00-dusk_signal_court-wire,"Milo,Fay",none,none,1.0,0.0,False,False,True
341,18,c18-01-greenhouse_heat_loop-compost,"Nia,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.415596,True,False,True
342,18,c18-02-flood_bridge_market_route-resin,"Ari,Nia",none,none,1.0,0.0,False,False,True
343,18,c18-03-archive_public_kiosk-glass,"Milo,Milo",none,none,1.0,0.0,False,False,True
344,18,c18-04-dusk_signal_court-wire,"Milo,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.451051,True,False,True
345,18,c18-05-greenhouse_heat_loop-compost,"Nia,Ari",none,none,1.0,0.0,False,False,True
346,18,c18-06-flood_bridge_market_route-resin,"Ari,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.47808,True,False,True
347,18,c18-07-archive_public_kiosk-glass,"Milo,Milo",none,none,1.0,0.0,False,False,True
348,18,c18-08-dusk_signal_court-wire,"Milo,Fay",none,none,1.0,0.0,False,False,True
349,18,c18-09-greenhouse_heat_loop-compost,"Nia,Ari",none,none,1.0,0.0,False,False,True
350,18,c18-10-flood_bridge_market_route-resin,"Ari,Nia",none,none,1.0,0.0,False,False,True
351,18,c18-11-archive_public_kiosk-glass,"Milo,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.435566,False,False,True
352,18,c18-12-dusk_signal_court-wire,"Milo,Fay",none,none,1.0,0.0,False,False,True
353,18,c18-13-greenhouse_heat_loop-compost,"Nia,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.479087,True,False,True
354,18,c18-14-flood_bridge_market_route-resin,"Ari,Nia",none,none,1.0,0.0,False,False,True
355,18,c18-15-archive_public_kiosk-glass,"Milo,Milo",none,none,1.0,0.0,False,False,True
356,18,c18-16-dusk_signal_court-wire,"Milo,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.39484,True,False,True
357,18,c18-17-greenhouse_heat_loop-compost,"Nia,Ari",none,none,1.0,0.0,False,False,True
358,18,c18-18-flood_bridge_market_route-resin,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.422095,True,False,True
359,18,c18-19-archive_public_kiosk-glass,"Milo,Milo",none,none,1.0,0.0,False,False,True
360,19,c19-00-dusk_signal_court-glass,"Nia,Ari",none,none,1.0,0.0,False,False,True
361,19,c19-01-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.485641,True,False,True
362,19,c19-02-flood_bridge_market_route-rope,"Fay,Milo",none,none,1.0,0.0,False,False,True
363,19,c19-03-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.419394,True,False,True
364,19,c19-04-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.423112,False,False,True
365,19,c19-05-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.42972,True,False,True
366,19,c19-06-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.423227,True,False,True
367,19,c19-07-archive_public_kiosk-paper,"Nia,Fay",none,none,1.0,0.0,False,False,True
368,19,c19-08-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.486666,True,False,True
369,19,c19-09-greenhouse_heat_loop-glass,"Ari,Nia",none,none,1.0,0.0,False,False,True
370,19,c19-10-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.486782,True,False,True
371,19,c19-11-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.422917,True,False,True
372,19,c19-12-dusk_signal_court-glass,"Nia,Ari",none,none,1.0,0.0,False,False,True
373,19,c19-13-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.43333,True,False,True
374,19,c19-14-flood_bridge_market_route-rope,"Fay,Milo",none,none,1.0,0.0,False,False,True
375,19,c19-15-archive_public_kiosk-paper,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.41527,True,False,True
376,19,c19-16-dusk_signal_court-glass,"Nia,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.430754,True,False,True
377,19,c19-17-greenhouse_heat_loop-glass,"Ari,Nia",need + dependency + debt repair,winner receives current slot,0.7,0.43697,False,False,False
378,19,c19-18-flood_bridge_market_route-rope,"Fay,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.430871,True,False,True
379,19,c19-19-archive_public_kiosk-paper,"Nia,Fay",none,none,1.0,0.0,False,False,True
380,20,c20-00-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.38581,True,False,True
381,20,c20-01-flood_bridge_market_route-rope,"Fay,Nia",none,none,1.0,0.0,False,False,True
382,20,c20-02-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.404619,True,False,True
383,20,c20-03-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.418758,True,False,True
384,20,c20-04-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.389051,True,False,True
385,20,c20-05-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.412529,True,False,True
386,20,c20-06-archive_public_kiosk-paper,"Nia,Milo",none,none,1.0,0.0,False,False,True
387,20,c20-07-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.422276,True,False,True
388,20,c20-08-greenhouse_heat_loop-glass,"Ari,Ari",none,none,1.0,0.0,False,False,True
389,20,c20-09-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.415994,True,False,True
390,20,c20-10-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.408017,False,False,True
391,20,c20-11-dusk_signal_court-glass,"Nia,Fay",none,none,1.0,0.0,False,False,True
392,20,c20-12-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.392319,True,False,True
393,20,c20-13-flood_bridge_market_route-rope,"Fay,Nia",none,none,1.0,0.0,False,False,True
394,20,c20-14-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.400245,True,False,True
395,20,c20-15-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.425823,True,False,True
396,20,c20-16-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.384415,True,False,True
397,20,c20-17-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.419489,True,False,True
398,20,c20-18-archive_public_kiosk-paper,"Nia,Milo",none,none,1.0,0.0,False,False,True
399,20,c20-19-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.4294,True,False,True
400,21,c21-00-greenhouse_heat_loop-copper,"Milo,Nia",none,none,1.0,0.0,False,False,True
401,21,c21-01-flood_bridge_market_route-oil,"Milo,Milo",none,none,1.0,0.0,False,False,True
402,21,c21-02-archive_public_kiosk-ink,"Ari,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.381632,True,False,True
403,21,c21-03-dusk_signal_court-rope,"Fay,Ari",none,none,1.0,0.0,False,False,True
404,21,c21-04-greenhouse_heat_loop-copper,"Milo,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.385868,True,False,True
405,21,c21-05-flood_bridge_market_route-oil,"Milo,Milo",none,none,1.0,0.0,False,False,True
406,21,c21-06-archive_public_kiosk-ink,"Ari,Fay",none,none,1.0,0.0,False,False,True
407,21,c21-07-dusk_signal_court-rope,"Fay,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.385359,True,False,True
408,21,c21-08-greenhouse_heat_loop-copper,"Milo,Nia",none,none,1.0,0.0,False,False,True
409,21,c21-09-flood_bridge_market_route-oil,"Milo,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.439224,True,False,True
410,21,c21-10-archive_public_kiosk-ink,"Ari,Fay",none,none,1.0,0.0,False,False,True
411,21,c21-11-dusk_signal_court-rope,"Fay,Ari",none,none,1.0,0.0,False,False,True
412,21,c21-12-greenhouse_heat_loop-copper,"Milo,Nia",none,none,1.0,0.0,False,False,True
413,21,c21-13-flood_bridge_market_route-oil,"Milo,Milo",none,none,1.0,0.0,False,False,True
414,21,c21-14-archive_public_kiosk-ink,"Ari,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.384838,True,False,True
415,21,c21-15-dusk_signal_court-rope,"Fay,Ari",none,none,1.0,0.0,False,False,True
416,21,c21-16-greenhouse_heat_loop-copper,"Milo,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.389109,False,False,True
417,21,c21-17-flood_bridge_market_route-oil,"Milo,Milo",none,none,1.0,0.0,False,False,True
418,21,c21-18-archive_public_kiosk-ink,"Ari,Fay",none,none,1.0,0.0,False,False,True
419,21,c21-19-dusk_signal_court-rope,"Fay,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.388596,True,False,True
420,22,c22-00-greenhouse_heat_loop-water,"Fay,Ari",none,none,1.0,0.0,False,False,True
421,22,c22-01-flood_bridge_market_route-planks,"Nia,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.381893,True,False,True
422,22,c22-02-archive_public_kiosk-thread,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.434491,True,False,True
423,22,c22-03-dusk_signal_court-oil,"Ari,Fay",none,none,1.0,0.0,False,False,True
424,22,c22-04-greenhouse_heat_loop-water,"Fay,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.451861,True,False,True
425,22,c22-05-flood_bridge_market_route-planks,"Nia,Nia",none,none,1.0,0.0,False,False,True
426,22,c22-06-archive_public_kiosk-thread,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.43814,True,False,True
427,22,c22-07-dusk_signal_court-oil,"Ari,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.388071,True,False,True
428,22,c22-08-greenhouse_heat_loop-water,"Fay,Ari",need + dependency + debt repair,split stock and schedule appeal,0.86,0.455656,True,False,True
429,22,c22-09-flood_bridge_market_route-planks,"Nia,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.385101,False,False,True
430,22,c22-10-archive_public_kiosk-thread,"Fay,Milo",none,none,1.0,0.0,False,False,True
431,22,c22-11-dusk_signal_court-oil,"Ari,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.391331,True,False,True
432,22,c22-12-greenhouse_heat_loop-water,"Fay,Ari",none,none,1.0,0.0,False,False,True
433,22,c22-13-flood_bridge_market_route-planks,"Nia,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.388336,True,False,True
434,22,c22-14-archive_public_kiosk-thread,"Fay,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.441821,True,False,True
435,22,c22-15-dusk_signal_court-oil,"Ari,Fay",none,none,1.0,0.0,False,False,True
436,22,c22-16-greenhouse_heat_loop-water,"Fay,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.399484,True,False,True
437,22,c22-17-flood_bridge_market_route-planks,"Nia,Nia",none,none,1.0,0.0,False,False,True
438,22,c22-18-archive_public_kiosk-thread,"Fay,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.445532,True,False,True
439,22,c22-19-dusk_signal_court-oil,"Ari,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.383418,True,False,True
440,23,c23-00-greenhouse_heat_loop-compost,"Nia,Nia",none,none,1.0,0.0,False,False,True
441,23,c23-01-flood_bridge_market_route-resin,"Ari,Milo",need + dependency + debt repair,split stock and schedule appeal,0.86,0.448501,True,False,True
442,23,c23-02-archive_public_kiosk-glass,"Milo,Fay",none,none,1.0,0.0,False,False,True
443,23,c23-03-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
444,23,c23-04-greenhouse_heat_loop-compost,"Nia,Nia",none,none,1.0,0.0,False,False,True
445,23,c23-05-flood_bridge_market_route-resin,"Ari,Milo",none,none,1.0,0.0,False,False,True
446,23,c23-06-archive_public_kiosk-glass,"Milo,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.458156,True,False,True
447,23,c23-07-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
448,23,c23-08-greenhouse_heat_loop-compost,"Nia,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.451598,True,False,True
449,23,c23-09-flood_bridge_market_route-resin,"Ari,Milo",none,none,1.0,0.0,False,False,True
450,23,c23-10-archive_public_kiosk-glass,"Milo,Fay",none,none,1.0,0.0,False,False,True
451,23,c23-11-dusk_signal_court-wire,"Milo,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.385265,True,False,True
452,23,c23-12-greenhouse_heat_loop-compost,"Nia,Nia",none,none,1.0,0.0,False,False,True
453,23,c23-13-flood_bridge_market_route-resin,"Ari,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.392268,True,False,True
454,23,c23-14-archive_public_kiosk-glass,"Milo,Fay",none,none,1.0,0.0,False,False,True
455,23,c23-15-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
456,23,c23-16-greenhouse_heat_loop-compost,"Nia,Nia",none,none,1.0,0.0,False,False,True
457,23,c23-17-flood_bridge_market_route-resin,"Ari,Milo",none,none,1.0,0.0,False,False,True
458,23,c23-18-archive_public_kiosk-glass,"Milo,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.402005,True,False,True
459,23,c23-19-dusk_signal_court-wire,"Milo,Ari",none,none,1.0,0.0,False,False,True
460,24,c24-00-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.387644,True,False,True
461,24,c24-01-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.423012,True,False,True
462,24,c24-02-archive_public_kiosk-paper,"Nia,Milo",none,none,1.0,0.0,False,False,True
463,24,c24-03-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,split stock and schedule appeal,0.86,0.493006,True,False,True
464,24,c24-04-greenhouse_heat_loop-glass,"Ari,Ari",none,none,1.0,0.0,False,False,True
465,24,c24-05-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.486566,True,False,True
466,24,c24-06-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.403607,True,False,True
467,24,c24-07-dusk_signal_court-glass,"Nia,Fay",none,none,1.0,0.0,False,False,True
468,24,c24-08-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.3909,False,False,True
469,24,c24-09-flood_bridge_market_route-rope,"Fay,Nia",none,none,1.0,0.0,False,False,True
470,24,c24-10-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.395797,True,False,True
471,24,c24-11-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.437148,True,False,True
472,24,c24-12-greenhouse_heat_loop-glass,"Ari,Ari",need + dependency + debt repair,winner receives current slot,0.79,0.382983,True,False,True
473,24,c24-13-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,winner receives current slot,0.79,0.430653,True,False,True
474,24,c24-14-archive_public_kiosk-paper,"Nia,Milo",none,none,1.0,0.0,False,False,True
475,24,c24-15-dusk_signal_court-glass,"Nia,Fay",need + dependency + debt repair,winner receives current slot,0.79,0.44082,True,False,True
476,24,c24-16-greenhouse_heat_loop-glass,"Ari,Ari",none,none,1.0,0.0,False,False,True
477,24,c24-17-flood_bridge_market_route-rope,"Fay,Nia",need + dependency + debt repair,split stock and schedule appeal,0.86,0.43427,True,False,True
478,24,c24-18-archive_public_kiosk-paper,"Nia,Milo",need + dependency + debt repair,winner receives current slot,0.79,0.399122,True,False,True
479,24,c24-19-dusk_signal_court-glass,"Nia,Fay",none,none,1.0,0.0,False,False,True
