tick_id,day,agent,infrastructure_id,public_memory_key,remembered_stock,remembered_durability,remembered_tool,remembered_failure,private_workspace_sealed,replay_pointer
167,10,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day10,water:43.51,durability:0.71,glass tongs:0.73,none,True,replay:167:roof_greenhouse_cistern
168,10,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day10,paper:20.05,durability:0.67,binding awl:0.70,none,True,replay:168:archive_public_kiosk
169,10,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day10,oil:17.58,durability:0.60,wire crimper:0.82,none,True,replay:169:dusk_signal_workshop
170,10,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day10,planks:23.42,durability:0.90,drawknife:0.75,none,True,replay:170:river_mill_bridge
171,10,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day10,water:43.59,durability:0.77,glass tongs:0.72,none,True,replay:171:roof_greenhouse_cistern
172,10,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day10,paper:20.05,durability:0.67,binding awl:0.70,none,True,replay:172:archive_public_kiosk
173,10,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day10,oil:17.72,durability:0.59,wire crimper:0.81,none,True,replay:173:dusk_signal_workshop
174,10,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day10,planks:23.32,durability:0.97,drawknife:0.74,none,True,replay:174:river_mill_bridge
175,10,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day10,water:43.59,durability:0.77,glass tongs:0.72,none,True,replay:175:roof_greenhouse_cistern
176,10,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day10,paper:20.16,durability:0.66,binding awl:0.69,none,True,replay:176:archive_public_kiosk
177,10,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day10,oil:17.72,durability:0.58,wire crimper:0.81,none,True,replay:177:dusk_signal_workshop
178,10,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day10,planks:23.32,durability:0.97,drawknife:0.74,none,True,replay:178:river_mill_bridge
179,10,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day10,water:43.49,durability:0.84,glass tongs:0.72,none,True,replay:179:roof_greenhouse_cistern
180,11,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day11,paper:20.06,durability:0.74,binding awl:0.69,none,True,replay:180:archive_public_kiosk
181,11,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day11,oil:17.67,durability:0.58,wire crimper:0.81,none,True,replay:181:dusk_signal_workshop
182,11,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day11,planks:23.43,durability:0.96,drawknife:0.73,none,True,replay:182:river_mill_bridge
183,11,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day11,water:43.49,durability:0.84,glass tongs:0.72,none,True,replay:183:roof_greenhouse_cistern
184,11,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day11,paper:20.06,durability:0.73,binding awl:0.68,none,True,replay:184:archive_public_kiosk
185,11,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day11,oil:17.76,durability:0.57,wire crimper:0.80,none,True,replay:185:dusk_signal_workshop
186,11,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day11,planks:23.43,durability:0.95,drawknife:0.73,none,True,replay:186:river_mill_bridge
187,11,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day11,water:43.49,durability:0.83,glass tongs:0.71,none,True,replay:187:roof_greenhouse_cistern
188,11,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day11,paper:20.15,durability:0.80,binding awl:0.68,none,True,replay:188:archive_public_kiosk
189,11,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day11,oil:17.66,durability:0.64,wire crimper:0.80,none,True,replay:189:dusk_signal_workshop
190,11,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day11,planks:23.43,durability:0.95,drawknife:0.73,none,True,replay:190:river_mill_bridge
191,11,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day11,water:43.65,durability:0.82,glass tongs:0.70,none,True,replay:191:roof_greenhouse_cistern
192,11,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day11,paper:20.15,durability:0.79,binding awl:0.67,none,True,replay:192:archive_public_kiosk
193,11,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day11,oil:17.66,durability:0.64,wire crimper:0.79,none,True,replay:193:dusk_signal_workshop
194,11,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day11,planks:23.55,durability:0.93,drawknife:0.72,none,True,replay:194:river_mill_bridge
195,11,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day11,water:43.65,durability:0.81,glass tongs:0.70,none,True,replay:195:roof_greenhouse_cistern
196,11,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day11,paper:20.15,durability:0.78,binding awl:0.67,none,True,replay:196:archive_public_kiosk
197,11,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day11,oil:17.66,durability:0.63,wire crimper:0.79,none,True,replay:197:dusk_signal_workshop
198,12,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day12,water:43.55,durability:0.89,glass tongs:0.70,none,True,replay:198:roof_greenhouse_cistern
199,12,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day12,paper:20.15,durability:0.78,binding awl:0.67,none,True,replay:199:archive_public_kiosk
200,12,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day12,oil:17.79,durability:0.62,wire crimper:0.78,none,True,replay:200:dusk_signal_workshop
201,12,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day12,planks:23.55,durability:0.93,drawknife:0.72,none,True,replay:201:river_mill_bridge
202,12,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day12,water:43.45,durability:0.96,glass tongs:0.70,none,True,replay:202:roof_greenhouse_cistern
203,12,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day12,paper:20.24,durability:0.77,binding awl:0.66,none,True,replay:203:archive_public_kiosk
204,12,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day12,oil:17.79,durability:0.61,wire crimper:0.78,none,True,replay:204:dusk_signal_workshop
205,12,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day12,planks:23.55,durability:0.92,drawknife:0.72,none,True,replay:205:river_mill_bridge
206,12,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day12,water:43.50,durability:0.95,glass tongs:0.69,none,True,replay:206:roof_greenhouse_cistern
207,12,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day12,paper:20.14,durability:0.85,binding awl:0.78,none,True,replay:207:archive_public_kiosk
208,12,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day12,oil:17.79,durability:0.61,wire crimper:0.78,none,True,replay:208:dusk_signal_workshop
209,12,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day12,planks:23.71,durability:0.91,drawknife:0.71,none,True,replay:209:river_mill_bridge
210,12,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day12,water:43.50,durability:0.95,glass tongs:0.69,none,True,replay:210:roof_greenhouse_cistern
211,12,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day12,paper:20.14,durability:0.84,binding awl:0.77,none,True,replay:211:archive_public_kiosk
212,12,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day12,oil:17.92,durability:0.59,wire crimper:0.77,overbright relay startles patrol,True,replay:212:dusk_signal_workshop
213,12,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day12,planks:23.71,durability:0.90,drawknife:0.71,none,True,replay:213:river_mill_bridge
214,12,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day12,water:43.50,durability:0.94,glass tongs:0.69,none,True,replay:214:roof_greenhouse_cistern
215,12,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day12,paper:20.04,durability:0.92,binding awl:0.77,none,True,replay:215:archive_public_kiosk
216,13,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day13,oil:17.77,durability:0.68,wire crimper:0.77,none,True,replay:216:dusk_signal_workshop
217,13,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day13,planks:23.71,durability:0.89,drawknife:0.70,none,True,replay:217:river_mill_bridge
218,13,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day13,water:43.72,durability:0.93,glass tongs:0.68,none,True,replay:218:roof_greenhouse_cistern
219,13,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day13,paper:20.04,durability:0.92,binding awl:0.77,none,True,replay:219:archive_public_kiosk
220,13,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day13,oil:17.86,durability:0.67,wire crimper:0.76,none,True,replay:220:dusk_signal_workshop
221,13,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day13,planks:23.88,durability:0.88,drawknife:0.69,none,True,replay:221:river_mill_bridge
222,13,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day13,water:43.90,durability:0.91,glass tongs:0.67,none,True,replay:222:roof_greenhouse_cistern
223,13,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day13,paper:20.04,durability:0.91,binding awl:0.77,none,True,replay:223:archive_public_kiosk
224,13,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day13,oil:18.01,durability:0.66,wire crimper:0.75,none,True,replay:224:dusk_signal_workshop
225,13,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day13,planks:23.88,durability:0.87,drawknife:0.69,none,True,replay:225:river_mill_bridge
226,13,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day13,water:43.90,durability:0.91,glass tongs:0.67,none,True,replay:226:roof_greenhouse_cistern
227,13,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day13,paper:20.15,durability:0.90,binding awl:0.76,none,True,replay:227:archive_public_kiosk
228,13,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day13,oil:18.01,durability:0.66,wire crimper:0.75,none,True,replay:228:dusk_signal_workshop
229,13,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day13,planks:23.88,durability:0.87,drawknife:0.69,none,True,replay:229:river_mill_bridge
230,13,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day13,water:44.12,durability:0.89,glass tongs:0.66,none,True,replay:230:roof_greenhouse_cistern
231,13,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day13,paper:20.24,durability:0.89,binding awl:0.75,none,True,replay:231:archive_public_kiosk
232,13,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day13,oil:18.01,durability:0.65,wire crimper:0.75,none,True,replay:232:dusk_signal_workshop
233,13,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day13,planks:24.06,durability:0.86,drawknife:0.68,none,True,replay:233:river_mill_bridge
234,14,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day14,water:44.02,durability:0.97,glass tongs:0.77,none,True,replay:234:roof_greenhouse_cistern
235,14,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day14,paper:20.24,durability:0.88,binding awl:0.75,none,True,replay:235:archive_public_kiosk
236,14,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day14,oil:18.10,durability:0.64,wire crimper:0.74,none,True,replay:236:dusk_signal_workshop
237,14,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day14,planks:24.06,durability:0.85,drawknife:0.68,none,True,replay:237:river_mill_bridge
238,14,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day14,water:44.02,durability:0.96,glass tongs:0.77,none,True,replay:238:roof_greenhouse_cistern
239,14,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day14,paper:20.33,durability:0.95,binding awl:0.74,index dampness erases route marks,True,replay:239:archive_public_kiosk
240,14,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day14,oil:18.05,durability:0.63,wire crimper:0.73,none,True,replay:240:dusk_signal_workshop
241,14,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day14,planks:24.06,durability:0.85,drawknife:0.68,none,True,replay:241:river_mill_bridge
242,14,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day14,water:44.17,durability:0.95,glass tongs:0.76,none,True,replay:242:roof_greenhouse_cistern
243,14,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day14,paper:20.23,durability:0.98,binding awl:0.74,none,True,replay:243:archive_public_kiosk
244,14,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day14,oil:18.05,durability:0.63,wire crimper:0.73,none,True,replay:244:dusk_signal_workshop
245,14,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day14,planks:24.18,durability:0.83,drawknife:0.67,none,True,replay:245:river_mill_bridge
246,14,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day14,water:44.17,durability:0.95,glass tongs:0.76,none,True,replay:246:roof_greenhouse_cistern
247,14,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day14,paper:20.23,durability:0.97,binding awl:0.73,none,True,replay:247:archive_public_kiosk
248,14,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day14,oil:18.13,durability:0.61,wire crimper:0.72,none,True,replay:248:dusk_signal_workshop
249,14,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day14,planks:24.18,durability:0.83,drawknife:0.67,none,True,replay:249:river_mill_bridge
250,14,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day14,water:44.17,durability:0.94,glass tongs:0.76,none,True,replay:250:roof_greenhouse_cistern
251,14,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day14,paper:20.23,durability:0.97,binding awl:0.73,none,True,replay:251:archive_public_kiosk
252,15,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day15,oil:18.03,durability:0.69,wire crimper:0.72,none,True,replay:252:dusk_signal_workshop
253,15,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day15,planks:24.18,durability:0.82,drawknife:0.66,none,True,replay:253:river_mill_bridge
254,15,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day15,water:44.27,durability:0.93,glass tongs:0.75,none,True,replay:254:roof_greenhouse_cistern
255,15,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day15,paper:20.41,durability:0.95,binding awl:0.72,none,True,replay:255:archive_public_kiosk
256,15,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day15,oil:17.93,durability:0.77,wire crimper:0.72,none,True,replay:256:dusk_signal_workshop
257,15,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day15,planks:24.24,durability:0.81,drawknife:0.66,none,True,replay:257:river_mill_bridge
258,15,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day15,water:44.27,durability:0.93,glass tongs:0.75,none,True,replay:258:roof_greenhouse_cistern
259,15,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day15,paper:20.41,durability:0.95,binding awl:0.72,none,True,replay:259:archive_public_kiosk
260,15,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day15,oil:18.10,durability:0.76,wire crimper:0.71,none,True,replay:260:dusk_signal_workshop
261,15,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day15,planks:24.24,durability:0.81,drawknife:0.77,none,True,replay:261:river_mill_bridge
262,15,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day15,water:44.27,durability:0.92,glass tongs:0.74,none,True,replay:262:roof_greenhouse_cistern
263,15,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day15,paper:20.54,durability:0.93,binding awl:0.71,none,True,replay:263:archive_public_kiosk
264,15,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day15,oil:18.32,durability:0.75,wire crimper:0.70,none,True,replay:264:dusk_signal_workshop
265,15,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day15,planks:24.24,durability:0.80,drawknife:0.77,none,True,replay:265:river_mill_bridge
266,15,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day15,water:44.26,durability:0.98,glass tongs:0.73,none,True,replay:266:roof_greenhouse_cistern
267,15,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day15,paper:20.54,durability:0.93,binding awl:0.71,none,True,replay:267:archive_public_kiosk
268,15,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day15,oil:18.32,durability:0.74,wire crimper:0.70,none,True,replay:268:dusk_signal_workshop
269,15,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day15,planks:24.24,durability:0.79,drawknife:0.77,none,True,replay:269:river_mill_bridge
270,16,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day16,paper:20.54,durability:0.92,binding awl:0.71,none,True,replay:270:archive_public_kiosk
271,16,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day16,oil:18.42,durability:0.73,wire crimper:0.69,none,True,replay:271:dusk_signal_workshop
272,16,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day16,planks:24.42,durability:0.78,drawknife:0.76,none,True,replay:272:river_mill_bridge
273,16,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day16,water:44.45,durability:0.96,glass tongs:0.73,none,True,replay:273:roof_greenhouse_cistern
274,16,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day16,paper:20.54,durability:0.92,binding awl:0.71,none,True,replay:274:archive_public_kiosk
275,16,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day16,oil:18.52,durability:0.72,wire crimper:0.68,none,True,replay:275:dusk_signal_workshop
276,16,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day16,planks:24.42,durability:0.77,drawknife:0.87,none,True,replay:276:river_mill_bridge
277,16,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day16,water:44.45,durability:0.96,glass tongs:0.72,none,True,replay:277:roof_greenhouse_cistern
278,16,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day16,paper:20.66,durability:0.91,binding awl:0.70,none,True,replay:278:archive_public_kiosk
279,16,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day16,oil:18.42,durability:0.80,wire crimper:0.68,none,True,replay:279:dusk_signal_workshop
280,16,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day16,planks:24.42,durability:0.77,drawknife:0.87,none,True,replay:280:river_mill_bridge
281,16,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day16,water:44.67,durability:0.94,glass tongs:0.71,cistern leak chills seedlings,True,replay:281:roof_greenhouse_cistern
282,16,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day16,paper:20.74,durability:0.89,binding awl:0.69,none,True,replay:282:archive_public_kiosk
283,16,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day16,oil:18.42,durability:0.79,wire crimper:0.68,none,True,replay:283:dusk_signal_workshop
284,16,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day16,planks:24.59,durability:0.76,drawknife:0.86,none,True,replay:284:river_mill_bridge
285,16,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day16,water:44.67,durability:0.94,glass tongs:0.71,cistern leak chills seedlings,True,replay:285:roof_greenhouse_cistern
286,16,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day16,paper:20.74,durability:0.89,binding awl:0.69,none,True,replay:286:archive_public_kiosk
287,16,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day16,oil:18.32,durability:0.88,wire crimper:0.80,none,True,replay:287:dusk_signal_workshop
288,17,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day17,planks:24.59,durability:0.75,drawknife:0.86,none,True,replay:288:river_mill_bridge
289,17,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day17,water:44.67,durability:0.93,glass tongs:0.71,cistern leak chills seedlings,True,replay:289:roof_greenhouse_cistern
290,17,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day17,paper:20.94,durability:0.87,binding awl:0.68,none,True,replay:290:archive_public_kiosk
291,17,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day17,oil:18.32,durability:0.87,wire crimper:0.80,none,True,replay:291:dusk_signal_workshop
292,17,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day17,planks:24.59,durability:0.75,drawknife:0.86,none,True,replay:292:river_mill_bridge
293,17,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day17,water:44.83,durability:0.92,glass tongs:0.70,cistern leak chills seedlings,True,replay:293:roof_greenhouse_cistern
294,17,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day17,paper:20.94,durability:0.87,binding awl:0.68,none,True,replay:294:archive_public_kiosk
295,17,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day17,oil:18.32,durability:0.87,wire crimper:0.79,none,True,replay:295:dusk_signal_workshop
296,17,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day17,planks:24.71,durability:0.74,drawknife:0.85,none,True,replay:296:river_mill_bridge
297,17,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day17,water:44.73,durability:0.98,glass tongs:0.70,none,True,replay:297:roof_greenhouse_cistern
298,17,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day17,paper:20.94,durability:0.86,binding awl:0.67,none,True,replay:298:archive_public_kiosk
299,17,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day17,oil:18.41,durability:0.85,wire crimper:0.78,none,True,replay:299:dusk_signal_workshop
300,17,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day17,planks:24.71,durability:0.73,drawknife:0.85,none,True,replay:300:river_mill_bridge
301,17,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day17,water:44.73,durability:0.97,glass tongs:0.70,none,True,replay:301:roof_greenhouse_cistern
302,17,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day17,paper:21.13,durability:0.85,binding awl:0.66,none,True,replay:302:archive_public_kiosk
303,17,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day17,oil:18.31,durability:0.94,wire crimper:0.78,none,True,replay:303:dusk_signal_workshop
304,17,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day17,planks:24.71,durability:0.73,drawknife:0.84,none,True,replay:304:river_mill_bridge
305,17,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day17,water:44.63,durability:0.98,glass tongs:0.70,none,True,replay:305:roof_greenhouse_cistern
306,18,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day18,paper:21.32,durability:0.83,binding awl:0.78,none,True,replay:306:archive_public_kiosk
307,18,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day18,oil:18.21,durability:0.98,wire crimper:0.78,none,True,replay:307:dusk_signal_workshop
308,18,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day18,planks:24.78,durability:0.72,drawknife:0.83,none,True,replay:308:river_mill_bridge
309,18,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day18,water:44.63,durability:0.97,glass tongs:0.69,none,True,replay:309:roof_greenhouse_cistern
310,18,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day18,paper:21.32,durability:0.83,binding awl:0.77,none,True,replay:310:archive_public_kiosk
311,18,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day18,oil:18.38,durability:0.97,wire crimper:0.77,none,True,replay:311:dusk_signal_workshop
312,18,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day18,planks:24.78,durability:0.71,drawknife:0.83,none,True,replay:312:river_mill_bridge
313,18,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day18,water:44.63,durability:0.97,glass tongs:0.69,none,True,replay:313:roof_greenhouse_cistern
314,18,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day18,paper:21.45,durability:0.81,binding awl:0.77,none,True,replay:314:archive_public_kiosk
315,18,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day18,oil:18.50,durability:0.98,wire crimper:0.76,none,True,replay:315:dusk_signal_workshop
316,18,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day18,planks:24.78,durability:0.70,drawknife:0.83,none,True,replay:316:river_mill_bridge
317,18,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day18,water:44.73,durability:0.96,glass tongs:0.68,none,True,replay:317:roof_greenhouse_cistern
318,18,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day18,paper:21.45,durability:0.81,binding awl:0.76,none,True,replay:318:archive_public_kiosk
319,18,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day18,oil:18.50,durability:0.97,wire crimper:0.76,none,True,replay:319:dusk_signal_workshop
320,18,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day18,planks:24.84,durability:0.69,drawknife:0.82,joint swelling blocks wheel,True,replay:320:river_mill_bridge
321,18,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day18,water:44.73,durability:0.95,glass tongs:0.68,none,True,replay:321:roof_greenhouse_cistern
322,18,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day18,paper:21.45,durability:0.80,binding awl:0.76,none,True,replay:322:archive_public_kiosk
323,18,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day18,oil:18.35,durability:0.98,wire crimper:0.76,none,True,replay:323:dusk_signal_workshop
324,19,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day19,planks:24.74,durability:0.78,drawknife:0.82,none,True,replay:324:river_mill_bridge
325,19,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day19,water:44.73,durability:0.95,glass tongs:0.68,none,True,replay:325:roof_greenhouse_cistern
326,19,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day19,paper:21.60,durability:0.79,binding awl:0.75,none,True,replay:326:archive_public_kiosk
327,19,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day19,oil:18.35,durability:0.97,wire crimper:0.76,none,True,replay:327:dusk_signal_workshop
328,19,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day19,planks:24.74,durability:0.78,drawknife:0.82,none,True,replay:328:river_mill_bridge
329,19,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day19,water:44.84,durability:0.94,glass tongs:0.67,none,True,replay:329:roof_greenhouse_cistern
330,19,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day19,paper:21.60,durability:0.79,binding awl:0.75,none,True,replay:330:archive_public_kiosk
331,19,Milo,dusk_signal_workshop,v27:Milo:dusk_signal_workshop:day19,oil:18.35,durability:0.97,wire crimper:0.75,none,True,replay:331:dusk_signal_workshop
332,19,Ari,river_mill_bridge,v27:Ari:river_mill_bridge:day19,planks:24.95,durability:0.76,drawknife:0.81,none,True,replay:332:river_mill_bridge
333,19,Fay,roof_greenhouse_cistern,v27:Fay:roof_greenhouse_cistern:day19,water:44.84,durability:0.93,glass tongs:0.79,none,True,replay:333:roof_greenhouse_cistern
334,19,Nia,archive_public_kiosk,v27:Nia:archive_public_kiosk:day19,paper:21.60,durability:0.78,binding awl:0.75,none,True,replay:334:archive_public_kiosk
