tick,day,snapshot_id,scene_id,storage_key,stores_avatar_position,stores_inventory,stores_object_owners,stores_agent_reactions,stores_dialogue_cursor,stores_replay_cursor,snapshot_integrity
211,14,v22-snapshot-0211,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
212,14,v22-snapshot-0212,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
213,14,v22-snapshot-0213,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
214,14,v22-snapshot-0214,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
215,14,v22-snapshot-0215,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
216,14,v22-snapshot-0216,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
217,14,v22-snapshot-0217,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
218,14,v22-snapshot-0218,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
219,14,v22-snapshot-0219,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
220,14,v22-snapshot-0220,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
221,14,v22-snapshot-0221,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,0,0,1,0.666667
222,14,v22-snapshot-0222,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,0,1,1,1,1,1,0.833333
223,14,v22-snapshot-0223,v22-scene-d14,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
224,15,v22-snapshot-0224,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
225,15,v22-snapshot-0225,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,1,1,1,1,0.833333
226,15,v22-snapshot-0226,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
227,15,v22-snapshot-0227,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
228,15,v22-snapshot-0228,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
229,15,v22-snapshot-0229,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
230,15,v22-snapshot-0230,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
231,15,v22-snapshot-0231,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,1,1,1,1,0.833333
232,15,v22-snapshot-0232,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
233,15,v22-snapshot-0233,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
234,15,v22-snapshot-0234,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
235,15,v22-snapshot-0235,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
236,15,v22-snapshot-0236,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
237,15,v22-snapshot-0237,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
238,15,v22-snapshot-0238,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
239,15,v22-snapshot-0239,v22-scene-d15,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
240,16,v22-snapshot-0240,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
241,16,v22-snapshot-0241,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
242,16,v22-snapshot-0242,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
243,16,v22-snapshot-0243,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
244,16,v22-snapshot-0244,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
245,16,v22-snapshot-0245,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
246,16,v22-snapshot-0246,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
247,16,v22-snapshot-0247,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
248,16,v22-snapshot-0248,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
249,16,v22-snapshot-0249,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
250,16,v22-snapshot-0250,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
251,16,v22-snapshot-0251,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
252,16,v22-snapshot-0252,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
253,16,v22-snapshot-0253,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
254,16,v22-snapshot-0254,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,0,0.833333
255,16,v22-snapshot-0255,v22-scene-d16,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
256,17,v22-snapshot-0256,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,1,1,1,1,0.833333
257,17,v22-snapshot-0257,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
258,17,v22-snapshot-0258,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
259,17,v22-snapshot-0259,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
260,17,v22-snapshot-0260,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
261,17,v22-snapshot-0261,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
262,17,v22-snapshot-0262,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,0,1,1,0.833333
263,17,v22-snapshot-0263,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
264,17,v22-snapshot-0264,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
265,17,v22-snapshot-0265,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,0,1,1,1,1,1,0.833333
266,17,v22-snapshot-0266,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,0,1,0.833333
267,17,v22-snapshot-0267,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
268,17,v22-snapshot-0268,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,0,1,1,1,0.666667
269,17,v22-snapshot-0269,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
270,17,v22-snapshot-0270,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
271,17,v22-snapshot-0271,v22-scene-d17,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
272,18,v22-snapshot-0272,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
273,18,v22-snapshot-0273,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
274,18,v22-snapshot-0274,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
275,18,v22-snapshot-0275,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
276,18,v22-snapshot-0276,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
277,18,v22-snapshot-0277,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
278,18,v22-snapshot-0278,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
279,18,v22-snapshot-0279,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
280,18,v22-snapshot-0280,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
281,18,v22-snapshot-0281,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
282,18,v22-snapshot-0282,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
283,18,v22-snapshot-0283,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
284,18,v22-snapshot-0284,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
285,18,v22-snapshot-0285,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
286,18,v22-snapshot-0286,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
287,18,v22-snapshot-0287,v22-scene-d18,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,1,1,1,1,0.833333
288,19,v22-snapshot-0288,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
289,19,v22-snapshot-0289,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
290,19,v22-snapshot-0290,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
291,19,v22-snapshot-0291,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
292,19,v22-snapshot-0292,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
293,19,v22-snapshot-0293,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
294,19,v22-snapshot-0294,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
295,19,v22-snapshot-0295,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
296,19,v22-snapshot-0296,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
297,19,v22-snapshot-0297,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
298,19,v22-snapshot-0298,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
299,19,v22-snapshot-0299,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
300,19,v22-snapshot-0300,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
301,19,v22-snapshot-0301,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,0,0.833333
302,19,v22-snapshot-0302,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
303,19,v22-snapshot-0303,v22-scene-d19,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,0,1,1,0.833333
304,20,v22-snapshot-0304,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
305,20,v22-snapshot-0305,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,1,1,1,1,0.833333
306,20,v22-snapshot-0306,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
307,20,v22-snapshot-0307,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
308,20,v22-snapshot-0308,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,0,1,0,1,1,1,0.666667
309,20,v22-snapshot-0309,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
310,20,v22-snapshot-0310,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
311,20,v22-snapshot-0311,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
312,20,v22-snapshot-0312,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
313,20,v22-snapshot-0313,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
314,20,v22-snapshot-0314,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
315,20,v22-snapshot-0315,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
316,20,v22-snapshot-0316,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
317,20,v22-snapshot-0317,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
318,20,v22-snapshot-0318,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,1,1,1,1,0.833333
319,20,v22-snapshot-0319,v22-scene-d20,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
320,21,v22-snapshot-0320,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
321,21,v22-snapshot-0321,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,0,1,0.833333
322,21,v22-snapshot-0322,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
323,21,v22-snapshot-0323,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
324,21,v22-snapshot-0324,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
325,21,v22-snapshot-0325,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
326,21,v22-snapshot-0326,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
327,21,v22-snapshot-0327,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
328,21,v22-snapshot-0328,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
329,21,v22-snapshot-0329,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
330,21,v22-snapshot-0330,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
331,21,v22-snapshot-0331,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
332,21,v22-snapshot-0332,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
333,21,v22-snapshot-0333,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
334,21,v22-snapshot-0334,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
335,21,v22-snapshot-0335,v22-scene-d21,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
336,22,v22-snapshot-0336,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
337,22,v22-snapshot-0337,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
338,22,v22-snapshot-0338,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
339,22,v22-snapshot-0339,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
340,22,v22-snapshot-0340,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
341,22,v22-snapshot-0341,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
342,22,v22-snapshot-0342,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,1,1,1,1,0.833333
343,22,v22-snapshot-0343,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
344,22,v22-snapshot-0344,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,0,1,1,0.833333
345,22,v22-snapshot-0345,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
346,22,v22-snapshot-0346,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
347,22,v22-snapshot-0347,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
348,22,v22-snapshot-0348,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,0,0.666667
349,22,v22-snapshot-0349,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,1,1,1,1,0.833333
350,22,v22-snapshot-0350,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
351,22,v22-snapshot-0351,v22-scene-d22,ssrm_browser_world_v22_free_move_inventory_reaction,0,1,1,1,1,1,0.833333
352,23,v22-snapshot-0352,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
353,23,v22-snapshot-0353,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
354,23,v22-snapshot-0354,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
355,23,v22-snapshot-0355,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
356,23,v22-snapshot-0356,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,0,1,0.833333
357,23,v22-snapshot-0357,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
358,23,v22-snapshot-0358,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
359,23,v22-snapshot-0359,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
360,23,v22-snapshot-0360,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
361,23,v22-snapshot-0361,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
362,23,v22-snapshot-0362,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
363,23,v22-snapshot-0363,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
364,23,v22-snapshot-0364,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
365,23,v22-snapshot-0365,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
366,23,v22-snapshot-0366,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
367,23,v22-snapshot-0367,v22-scene-d23,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
368,24,v22-snapshot-0368,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
369,24,v22-snapshot-0369,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
370,24,v22-snapshot-0370,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,1,1,1,1,0.833333
371,24,v22-snapshot-0371,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
372,24,v22-snapshot-0372,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
373,24,v22-snapshot-0373,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
374,24,v22-snapshot-0374,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
375,24,v22-snapshot-0375,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
376,24,v22-snapshot-0376,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,0,1,0.833333
377,24,v22-snapshot-0377,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
378,24,v22-snapshot-0378,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
379,24,v22-snapshot-0379,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,1,1,1,1,0.833333
380,24,v22-snapshot-0380,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,0,1,1,1,1,0.833333
381,24,v22-snapshot-0381,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
382,24,v22-snapshot-0382,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,0,1,1,1,0.833333
383,24,v22-snapshot-0383,v22-scene-d24,ssrm_browser_world_v22_free_move_inventory_reaction,1,1,1,1,1,1,1.0
