tick_id,day,settlement_id,resident_id,avatar_action,routine_name,room_id,routine_phase_before,routine_phase_after,progress_before,progress_after,advanced_while_avatar_idle,routine_visible,private_workspace_sealed
316,18,archive,Vell,inspect_inventory,seal desk,spool room,share,share,0.784,0.796,False,True,True
317,18,signal,Milo,idle,check rope,signal perch,work,work,0.42,0.455,True,True,True
317,18,signal,Ren,idle,fill lantern,mast base,share,share,0.467,0.502,True,True,True
317,18,signal,Kesh,idle,watch lens,lens room,recover,recover,0.502,0.537,True,True,True
318,18,orchard,Ivo,ask_handoff,count seeds,satchel shed,work,work,0.363,0.375,False,True,True
318,18,orchard,Mara,ask_handoff,trade tokens,seed lane,share,share,0.375,0.387,False,True,True
318,18,orchard,Pim,ask_handoff,dry rows,market plank,recover,recover,0.422,0.434,False,True,True
319,18,repair_ring,Juno,refuse_handoff,cool bench,bell alcove,prepare,prepare,0.736,0.748,False,True,True
319,18,repair_ring,Pax,refuse_handoff,clip wire,arrival court,work,work,0.766,0.778,False,True,True
319,18,repair_ring,Vale,refuse_handoff,test bell,spark lane,share,share,0.796,0.808,False,True,True
320,18,riverbend,Ari,idle,repair crossing,kit alcove,work,work,0.432,0.467,True,True,True
320,18,riverbend,Lio,idle,trim lantern,plank hall,share,share,0.444,0.479,True,True,True
320,18,riverbend,Cee,idle,dry cords,dry ridge,recover,recover,0.491,0.526,True,True,True
321,18,roofward,Fay,ask_handoff,sort ledger,sun sill,work,work,0.409,0.421,False,True,True
321,18,roofward,Sera,ask_handoff,clean lens,glass stair,share,share,0.456,0.468,False,True,True
321,18,roofward,Orr,ask_handoff,shade stairs,ledger loft,recover,recover,0.491,0.503,False,True,True
322,18,archive,Nia,refuse_handoff,sort tags,ink niche,prepare,prepare,0.736,0.748,False,True,True
322,18,archive,Toma,refuse_handoff,thread spool,arrival court,work,work,0.766,0.778,False,True,True
322,18,archive,Vell,refuse_handoff,seal desk,spool room,share,share,0.796,0.808,False,True,True
323,18,signal,Milo,return_object,check rope,signal perch,work,work,0.455,0.467,False,True,True
323,18,signal,Ren,return_object,fill lantern,mast base,share,share,0.502,0.514,False,True,True
323,18,signal,Kesh,return_object,watch lens,lens room,recover,recover,0.537,0.549,False,True,True
324,19,repair_ring,Juno,refuse_handoff,cool bench,cool corner,prepare,prepare,0.748,0.76,False,True,True
324,19,repair_ring,Pax,refuse_handoff,clip wire,wire bench,work,work,0.778,0.79,False,True,True
324,19,repair_ring,Vale,refuse_handoff,test bell,bell alcove,share,share,0.808,0.82,False,True,True
325,19,riverbend,Ari,idle,repair crossing,arrival court,work,work,0.467,0.502,True,True,True
325,19,riverbend,Lio,idle,trim lantern,wet crossing,share,share,0.479,0.514,True,True,True
325,19,riverbend,Cee,idle,dry cords,kit alcove,recover,recover,0.526,0.561,True,True,True
326,19,roofward,Fay,ask_handoff,sort ledger,arrival court,work,work,0.421,0.433,False,True,True
326,19,roofward,Sera,ask_handoff,clean lens,warm lane,share,share,0.468,0.48,False,True,True
326,19,roofward,Orr,ask_handoff,shade stairs,sun sill,recover,recover,0.503,0.515,False,True,True
327,19,archive,Nia,refuse_handoff,sort tags,memory desk,prepare,prepare,0.748,0.76,False,True,True
327,19,archive,Toma,refuse_handoff,thread spool,stone stacks,work,work,0.778,0.79,False,True,True
327,19,archive,Vell,refuse_handoff,seal desk,ink niche,share,share,0.808,0.82,False,True,True
328,19,signal,Milo,return_object,check rope,arrival court,work,work,0.467,0.479,False,True,True
328,19,signal,Ren,return_object,fill lantern,lantern walk,share,share,0.514,0.526,False,True,True
328,19,signal,Kesh,return_object,watch lens,signal perch,recover,recover,0.549,0.561,False,True,True
329,19,orchard,Ivo,wait_respectfully,count seeds,arrival court,work,work,0.375,0.41,True,True,True
329,19,orchard,Mara,wait_respectfully,trade tokens,mud row,share,share,0.387,0.422,True,True,True
329,19,orchard,Pim,wait_respectfully,dry rows,satchel shed,recover,recover,0.434,0.469,True,True,True
330,19,repair_ring,Juno,inspect_inventory,cool bench,cool corner,prepare,prepare,0.76,0.772,False,True,True
330,19,repair_ring,Pax,inspect_inventory,clip wire,wire bench,work,work,0.79,0.802,False,True,True
330,19,repair_ring,Vale,inspect_inventory,test bell,bell alcove,share,share,0.82,0.832,False,True,True
331,19,riverbend,Ari,return_object,repair crossing,arrival court,work,work,0.502,0.514,False,True,True
331,19,riverbend,Lio,return_object,trim lantern,wet crossing,share,share,0.514,0.526,False,True,True
331,19,riverbend,Cee,return_object,dry cords,kit alcove,recover,recover,0.561,0.573,False,True,True
332,19,roofward,Fay,wait_respectfully,sort ledger,arrival court,work,work,0.433,0.468,True,True,True
332,19,roofward,Sera,wait_respectfully,clean lens,warm lane,share,share,0.48,0.515,True,True,True
332,19,roofward,Orr,wait_respectfully,shade stairs,sun sill,recover,recover,0.515,0.55,True,True,True
333,19,archive,Nia,inspect_inventory,sort tags,memory desk,prepare,prepare,0.76,0.772,False,True,True
333,19,archive,Toma,inspect_inventory,thread spool,stone stacks,work,work,0.79,0.802,False,True,True
333,19,archive,Vell,inspect_inventory,seal desk,ink niche,share,share,0.82,0.832,False,True,True
334,19,signal,Milo,idle,check rope,arrival court,work,work,0.479,0.514,True,True,True
334,19,signal,Ren,idle,fill lantern,lantern walk,share,share,0.526,0.561,True,True,True
334,19,signal,Kesh,idle,watch lens,signal perch,recover,recover,0.561,0.596,True,True,True
335,19,orchard,Ivo,ask_handoff,count seeds,arrival court,work,work,0.41,0.422,False,True,True
335,19,orchard,Mara,ask_handoff,trade tokens,mud row,share,share,0.422,0.434,False,True,True
335,19,orchard,Pim,ask_handoff,dry rows,satchel shed,recover,recover,0.469,0.481,False,True,True
336,19,repair_ring,Juno,refuse_handoff,cool bench,cool corner,prepare,prepare,0.772,0.784,False,True,True
336,19,repair_ring,Pax,refuse_handoff,clip wire,wire bench,work,work,0.802,0.814,False,True,True
336,19,repair_ring,Vale,refuse_handoff,test bell,bell alcove,share,share,0.832,0.844,False,True,True
337,19,riverbend,Ari,idle,repair crossing,arrival court,work,work,0.514,0.549,True,True,True
337,19,riverbend,Lio,idle,trim lantern,wet crossing,share,share,0.526,0.561,True,True,True
337,19,riverbend,Cee,idle,dry cords,kit alcove,recover,recover,0.573,0.608,True,True,True
338,19,roofward,Fay,ask_handoff,sort ledger,arrival court,work,work,0.468,0.48,False,True,True
338,19,roofward,Sera,ask_handoff,clean lens,warm lane,share,share,0.515,0.527,False,True,True
338,19,roofward,Orr,ask_handoff,shade stairs,sun sill,recover,recover,0.55,0.562,False,True,True
339,19,archive,Nia,refuse_handoff,sort tags,memory desk,prepare,prepare,0.772,0.784,False,True,True
339,19,archive,Toma,refuse_handoff,thread spool,stone stacks,work,work,0.802,0.814,False,True,True
339,19,archive,Vell,refuse_handoff,seal desk,ink niche,share,share,0.832,0.844,False,True,True
340,19,signal,Milo,return_object,check rope,arrival court,work,work,0.514,0.526,False,True,True
340,19,signal,Ren,return_object,fill lantern,lantern walk,share,share,0.561,0.573,False,True,True
340,19,signal,Kesh,return_object,watch lens,signal perch,recover,recover,0.596,0.608,False,True,True
341,19,orchard,Ivo,wait_respectfully,count seeds,arrival court,work,work,0.422,0.457,True,True,True
341,19,orchard,Mara,wait_respectfully,trade tokens,mud row,share,share,0.434,0.469,True,True,True
341,19,orchard,Pim,wait_respectfully,dry rows,satchel shed,recover,recover,0.481,0.516,True,True,True
342,20,riverbend,Ari,idle,repair crossing,plank hall,work,work,0.549,0.584,True,True,True
342,20,riverbend,Lio,idle,trim lantern,dry ridge,share,share,0.561,0.596,True,True,True
342,20,riverbend,Cee,idle,dry cords,arrival court,recover,recover,0.608,0.643,True,True,True
343,20,roofward,Fay,ask_handoff,sort ledger,glass stair,work,work,0.48,0.492,False,True,True
343,20,roofward,Sera,ask_handoff,clean lens,ledger loft,share,share,0.527,0.539,False,True,True
343,20,roofward,Orr,ask_handoff,shade stairs,arrival court,recover,recover,0.562,0.574,False,True,True
344,20,archive,Nia,refuse_handoff,sort tags,arrival court,prepare,prepare,0.784,0.796,False,True,True
344,20,archive,Toma,refuse_handoff,thread spool,spool room,work,work,0.814,0.826,False,True,True
344,20,archive,Vell,refuse_handoff,seal desk,memory desk,share,share,0.844,0.856,False,True,True
345,20,signal,Milo,return_object,check rope,mast base,work,work,0.526,0.538,False,True,True
345,20,signal,Ren,return_object,fill lantern,lens room,share,share,0.573,0.585,False,True,True
345,20,signal,Kesh,return_object,watch lens,arrival court,recover,recover,0.608,0.62,False,True,True
346,20,orchard,Ivo,wait_respectfully,count seeds,seed lane,work,work,0.457,0.492,True,True,True
346,20,orchard,Mara,wait_respectfully,trade tokens,market plank,share,share,0.469,0.504,True,True,True
346,20,orchard,Pim,wait_respectfully,dry rows,arrival court,recover,recover,0.516,0.551,True,True,True
347,20,repair_ring,Juno,inspect_inventory,cool bench,arrival court,prepare,prepare,0.784,0.796,False,True,True
347,20,repair_ring,Pax,inspect_inventory,clip wire,spark lane,work,work,0.814,0.826,False,True,True
347,20,repair_ring,Vale,inspect_inventory,test bell,cool corner,share,share,0.844,0.856,False,True,True
348,20,riverbend,Ari,return_object,repair crossing,plank hall,work,work,0.584,0.596,False,True,True
348,20,riverbend,Lio,return_object,trim lantern,dry ridge,share,share,0.596,0.608,False,True,True
348,20,riverbend,Cee,return_object,dry cords,arrival court,recover,recover,0.643,0.655,False,True,True
349,20,roofward,Fay,wait_respectfully,sort ledger,glass stair,work,work,0.492,0.527,True,True,True
349,20,roofward,Sera,wait_respectfully,clean lens,ledger loft,share,share,0.539,0.574,True,True,True
349,20,roofward,Orr,wait_respectfully,shade stairs,arrival court,recover,recover,0.574,0.609,True,True,True
350,20,archive,Nia,inspect_inventory,sort tags,arrival court,prepare,prepare,0.796,0.808,False,True,True
350,20,archive,Toma,inspect_inventory,thread spool,spool room,work,work,0.826,0.838,False,True,True
350,20,archive,Vell,inspect_inventory,seal desk,memory desk,share,share,0.856,0.868,False,True,True
351,20,signal,Milo,idle,check rope,mast base,work,work,0.538,0.573,True,True,True
351,20,signal,Ren,idle,fill lantern,lens room,share,share,0.585,0.62,True,True,True
351,20,signal,Kesh,idle,watch lens,arrival court,recover,recover,0.62,0.655,True,True,True
352,20,orchard,Ivo,ask_handoff,count seeds,seed lane,work,work,0.492,0.504,False,True,True
352,20,orchard,Mara,ask_handoff,trade tokens,market plank,share,share,0.504,0.516,False,True,True
352,20,orchard,Pim,ask_handoff,dry rows,arrival court,recover,recover,0.551,0.563,False,True,True
353,20,repair_ring,Juno,refuse_handoff,cool bench,arrival court,prepare,prepare,0.796,0.808,False,True,True
353,20,repair_ring,Pax,refuse_handoff,clip wire,spark lane,work,work,0.826,0.838,False,True,True
353,20,repair_ring,Vale,refuse_handoff,test bell,cool corner,share,share,0.856,0.868,False,True,True
354,20,riverbend,Ari,idle,repair crossing,plank hall,work,work,0.596,0.631,True,True,True
354,20,riverbend,Lio,idle,trim lantern,dry ridge,share,share,0.608,0.643,True,True,True
354,20,riverbend,Cee,idle,dry cords,arrival court,recover,recover,0.655,0.69,True,True,True
355,20,roofward,Fay,ask_handoff,sort ledger,glass stair,work,work,0.527,0.539,False,True,True
355,20,roofward,Sera,ask_handoff,clean lens,ledger loft,share,share,0.574,0.586,False,True,True
355,20,roofward,Orr,ask_handoff,shade stairs,arrival court,recover,recover,0.609,0.621,False,True,True
356,20,archive,Nia,refuse_handoff,sort tags,arrival court,prepare,prepare,0.808,0.82,False,True,True
356,20,archive,Toma,refuse_handoff,thread spool,spool room,work,work,0.838,0.85,False,True,True
356,20,archive,Vell,refuse_handoff,seal desk,memory desk,share,share,0.868,0.88,False,True,True
357,20,signal,Milo,return_object,check rope,mast base,work,work,0.573,0.585,False,True,True
357,20,signal,Ren,return_object,fill lantern,lens room,share,share,0.62,0.632,False,True,True
357,20,signal,Kesh,return_object,watch lens,arrival court,recover,recover,0.655,0.667,False,True,True
358,20,orchard,Ivo,wait_respectfully,count seeds,seed lane,work,work,0.504,0.539,True,True,True
358,20,orchard,Mara,wait_respectfully,trade tokens,market plank,share,share,0.516,0.551,True,True,True
358,20,orchard,Pim,wait_respectfully,dry rows,arrival court,recover,recover,0.563,0.598,True,True,True
359,20,repair_ring,Juno,inspect_inventory,cool bench,arrival court,prepare,prepare,0.808,0.82,False,True,True
359,20,repair_ring,Pax,inspect_inventory,clip wire,spark lane,work,work,0.838,0.85,False,True,True
359,20,repair_ring,Vale,inspect_inventory,test bell,cool corner,share,share,0.868,0.88,False,True,True
360,21,roofward,Fay,ask_handoff,sort ledger,warm lane,work,work,0.539,0.551,False,True,True
360,21,roofward,Sera,ask_handoff,clean lens,sun sill,share,share,0.586,0.598,False,True,True
360,21,roofward,Orr,ask_handoff,shade stairs,glass stair,recover,recover,0.621,0.633,False,True,True
361,21,archive,Nia,refuse_handoff,sort tags,stone stacks,prepare,prepare,0.82,0.832,False,True,True
361,21,archive,Toma,refuse_handoff,thread spool,ink niche,work,work,0.85,0.862,False,True,True
361,21,archive,Vell,refuse_handoff,seal desk,arrival court,share,share,0.88,0.892,False,True,True
362,21,signal,Milo,return_object,check rope,lantern walk,work,work,0.585,0.597,False,True,True
362,21,signal,Ren,return_object,fill lantern,signal perch,share,share,0.632,0.644,False,True,True
362,21,signal,Kesh,return_object,watch lens,mast base,recover,recover,0.667,0.679,False,True,True
363,21,orchard,Ivo,wait_respectfully,count seeds,mud row,work,work,0.539,0.574,True,True,True
363,21,orchard,Mara,wait_respectfully,trade tokens,satchel shed,share,share,0.551,0.586,True,True,True
363,21,orchard,Pim,wait_respectfully,dry rows,seed lane,recover,recover,0.598,0.633,True,True,True
364,21,repair_ring,Juno,inspect_inventory,cool bench,wire bench,prepare,prepare,0.82,0.832,False,True,True
364,21,repair_ring,Pax,inspect_inventory,clip wire,bell alcove,work,work,0.85,0.862,False,True,True
364,21,repair_ring,Vale,inspect_inventory,test bell,arrival court,share,share,0.88,0.892,False,True,True
365,21,riverbend,Ari,return_object,repair crossing,wet crossing,work,work,0.631,0.643,False,True,True
365,21,riverbend,Lio,return_object,trim lantern,kit alcove,share,share,0.643,0.655,False,True,True
365,21,riverbend,Cee,return_object,dry cords,plank hall,recover,recover,0.69,0.702,False,True,True
366,21,roofward,Fay,wait_respectfully,sort ledger,warm lane,work,work,0.551,0.586,True,True,True
366,21,roofward,Sera,wait_respectfully,clean lens,sun sill,share,share,0.598,0.633,True,True,True
366,21,roofward,Orr,wait_respectfully,shade stairs,glass stair,recover,recover,0.633,0.668,True,True,True
367,21,archive,Nia,inspect_inventory,sort tags,stone stacks,prepare,prepare,0.832,0.844,False,True,True
367,21,archive,Toma,inspect_inventory,thread spool,ink niche,work,work,0.862,0.874,False,True,True
367,21,archive,Vell,inspect_inventory,seal desk,arrival court,share,share,0.892,0.904,False,True,True
368,21,signal,Milo,idle,check rope,lantern walk,work,work,0.597,0.632,True,True,True
368,21,signal,Ren,idle,fill lantern,signal perch,share,share,0.644,0.679,True,True,True
368,21,signal,Kesh,idle,watch lens,mast base,recover,recover,0.679,0.714,True,True,True
369,21,orchard,Ivo,ask_handoff,count seeds,mud row,work,work,0.574,0.586,False,True,True
369,21,orchard,Mara,ask_handoff,trade tokens,satchel shed,share,share,0.586,0.598,False,True,True
369,21,orchard,Pim,ask_handoff,dry rows,seed lane,recover,recover,0.633,0.645,False,True,True
370,21,repair_ring,Juno,refuse_handoff,cool bench,wire bench,prepare,prepare,0.832,0.844,False,True,True
370,21,repair_ring,Pax,refuse_handoff,clip wire,bell alcove,work,work,0.862,0.874,False,True,True
370,21,repair_ring,Vale,refuse_handoff,test bell,arrival court,share,share,0.892,0.904,False,True,True
371,21,riverbend,Ari,idle,repair crossing,wet crossing,work,work,0.643,0.678,True,True,True
371,21,riverbend,Lio,idle,trim lantern,kit alcove,share,share,0.655,0.69,True,True,True
371,21,riverbend,Cee,idle,dry cords,plank hall,recover,recover,0.702,0.737,True,True,True
372,21,roofward,Fay,ask_handoff,sort ledger,warm lane,work,work,0.586,0.598,False,True,True
372,21,roofward,Sera,ask_handoff,clean lens,sun sill,share,share,0.633,0.645,False,True,True
372,21,roofward,Orr,ask_handoff,shade stairs,glass stair,recover,recover,0.668,0.68,False,True,True
373,21,archive,Nia,refuse_handoff,sort tags,stone stacks,prepare,prepare,0.844,0.856,False,True,True
373,21,archive,Toma,refuse_handoff,thread spool,ink niche,work,work,0.874,0.886,False,True,True
373,21,archive,Vell,refuse_handoff,seal desk,arrival court,share,share,0.904,0.916,False,True,True
374,21,signal,Milo,return_object,check rope,lantern walk,work,work,0.632,0.644,False,True,True
374,21,signal,Ren,return_object,fill lantern,signal perch,share,share,0.679,0.691,False,True,True
374,21,signal,Kesh,return_object,watch lens,mast base,recover,recover,0.714,0.726,False,True,True
375,21,orchard,Ivo,wait_respectfully,count seeds,mud row,work,work,0.586,0.621,True,True,True
375,21,orchard,Mara,wait_respectfully,trade tokens,satchel shed,share,share,0.598,0.633,True,True,True
375,21,orchard,Pim,wait_respectfully,dry rows,seed lane,recover,recover,0.645,0.68,True,True,True
376,21,repair_ring,Juno,inspect_inventory,cool bench,wire bench,prepare,prepare,0.844,0.856,False,True,True
376,21,repair_ring,Pax,inspect_inventory,clip wire,bell alcove,work,work,0.874,0.886,False,True,True
376,21,repair_ring,Vale,inspect_inventory,test bell,arrival court,share,share,0.904,0.916,False,True,True
377,21,riverbend,Ari,return_object,repair crossing,wet crossing,work,work,0.678,0.69,False,True,True
377,21,riverbend,Lio,return_object,trim lantern,kit alcove,share,share,0.69,0.702,False,True,True
377,21,riverbend,Cee,return_object,dry cords,plank hall,recover,recover,0.737,0.749,False,True,True
378,22,archive,Nia,refuse_handoff,sort tags,spool room,prepare,prepare,0.856,0.868,False,True,True
378,22,archive,Toma,refuse_handoff,thread spool,memory desk,work,work,0.886,0.898,False,True,True
378,22,archive,Vell,refuse_handoff,seal desk,stone stacks,share,share,0.916,0.928,False,True,True
379,22,signal,Milo,return_object,check rope,lens room,work,work,0.644,0.656,False,True,True
379,22,signal,Ren,return_object,fill lantern,arrival court,share,share,0.691,0.703,False,True,True
379,22,signal,Kesh,return_object,watch lens,lantern walk,recover,recover,0.726,0.738,False,True,True
380,22,orchard,Ivo,wait_respectfully,count seeds,market plank,work,work,0.621,0.656,True,True,True
380,22,orchard,Mara,wait_respectfully,trade tokens,arrival court,share,share,0.633,0.668,True,True,True
380,22,orchard,Pim,wait_respectfully,dry rows,mud row,recover,recover,0.68,0.715,True,True,True
381,22,repair_ring,Juno,inspect_inventory,cool bench,spark lane,prepare,prepare,0.856,0.868,False,True,True
381,22,repair_ring,Pax,inspect_inventory,clip wire,cool corner,work,work,0.886,0.898,False,True,True
381,22,repair_ring,Vale,inspect_inventory,test bell,wire bench,share,share,0.916,0.928,False,True,True
382,22,riverbend,Ari,return_object,repair crossing,dry ridge,work,work,0.69,0.702,False,True,True
382,22,riverbend,Lio,return_object,trim lantern,arrival court,share,share,0.702,0.714,False,True,True
382,22,riverbend,Cee,return_object,dry cords,wet crossing,recover,recover,0.749,0.761,False,True,True
383,22,roofward,Fay,wait_respectfully,sort ledger,ledger loft,work,work,0.598,0.633,True,True,True
383,22,roofward,Sera,wait_respectfully,clean lens,arrival court,share,share,0.645,0.68,True,True,True
383,22,roofward,Orr,wait_respectfully,shade stairs,warm lane,recover,recover,0.68,0.715,True,True,True
384,22,archive,Nia,inspect_inventory,sort tags,spool room,prepare,prepare,0.868,0.88,False,True,True
384,22,archive,Toma,inspect_inventory,thread spool,memory desk,work,work,0.898,0.91,False,True,True
384,22,archive,Vell,inspect_inventory,seal desk,stone stacks,share,share,0.928,0.94,False,True,True
385,22,signal,Milo,idle,check rope,lens room,work,work,0.656,0.691,True,True,True
385,22,signal,Ren,idle,fill lantern,arrival court,share,share,0.703,0.738,True,True,True
385,22,signal,Kesh,idle,watch lens,lantern walk,recover,recover,0.738,0.773,True,True,True
386,22,orchard,Ivo,ask_handoff,count seeds,market plank,work,work,0.656,0.668,False,True,True
386,22,orchard,Mara,ask_handoff,trade tokens,arrival court,share,share,0.668,0.68,False,True,True
386,22,orchard,Pim,ask_handoff,dry rows,mud row,recover,recover,0.715,0.727,False,True,True
387,22,repair_ring,Juno,refuse_handoff,cool bench,spark lane,prepare,prepare,0.868,0.88,False,True,True
387,22,repair_ring,Pax,refuse_handoff,clip wire,cool corner,work,work,0.898,0.91,False,True,True
387,22,repair_ring,Vale,refuse_handoff,test bell,wire bench,share,share,0.928,0.94,False,True,True
388,22,riverbend,Ari,idle,repair crossing,dry ridge,work,work,0.702,0.737,True,True,True
388,22,riverbend,Lio,idle,trim lantern,arrival court,share,share,0.714,0.749,True,True,True
388,22,riverbend,Cee,idle,dry cords,wet crossing,recover,recover,0.761,0.796,True,True,True
389,22,roofward,Fay,ask_handoff,sort ledger,ledger loft,work,work,0.633,0.645,False,True,True
389,22,roofward,Sera,ask_handoff,clean lens,arrival court,share,share,0.68,0.692,False,True,True
389,22,roofward,Orr,ask_handoff,shade stairs,warm lane,recover,recover,0.715,0.727,False,True,True
390,22,archive,Nia,refuse_handoff,sort tags,spool room,prepare,prepare,0.88,0.892,False,True,True
390,22,archive,Toma,refuse_handoff,thread spool,memory desk,work,work,0.91,0.922,False,True,True
390,22,archive,Vell,refuse_handoff,seal desk,stone stacks,share,share,0.94,0.952,False,True,True
391,22,signal,Milo,return_object,check rope,lens room,work,work,0.691,0.703,False,True,True
391,22,signal,Ren,return_object,fill lantern,arrival court,share,share,0.738,0.75,False,True,True
391,22,signal,Kesh,return_object,watch lens,lantern walk,recover,recover,0.773,0.785,False,True,True
392,22,orchard,Ivo,wait_respectfully,count seeds,market plank,work,work,0.668,0.703,True,True,True
392,22,orchard,Mara,wait_respectfully,trade tokens,arrival court,share,share,0.68,0.715,True,True,True
392,22,orchard,Pim,wait_respectfully,dry rows,mud row,recover,recover,0.727,0.762,True,True,True
393,22,repair_ring,Juno,inspect_inventory,cool bench,spark lane,prepare,prepare,0.88,0.892,False,True,True
393,22,repair_ring,Pax,inspect_inventory,clip wire,cool corner,work,work,0.91,0.922,False,True,True
393,22,repair_ring,Vale,inspect_inventory,test bell,wire bench,share,share,0.94,0.952,False,True,True
394,22,riverbend,Ari,return_object,repair crossing,dry ridge,work,work,0.737,0.749,False,True,True
394,22,riverbend,Lio,return_object,trim lantern,arrival court,share,share,0.749,0.761,False,True,True
394,22,riverbend,Cee,return_object,dry cords,wet crossing,recover,recover,0.796,0.808,False,True,True
395,22,roofward,Fay,wait_respectfully,sort ledger,ledger loft,work,work,0.645,0.68,True,True,True
395,22,roofward,Sera,wait_respectfully,clean lens,arrival court,share,share,0.692,0.727,True,True,True
395,22,roofward,Orr,wait_respectfully,shade stairs,warm lane,recover,recover,0.727,0.762,True,True,True
396,23,signal,Milo,return_object,check rope,signal perch,work,work,0.703,0.715,False,True,True
396,23,signal,Ren,return_object,fill lantern,mast base,share,share,0.75,0.762,False,True,True
396,23,signal,Kesh,return_object,watch lens,lens room,recover,recover,0.785,0.797,False,True,True
397,23,orchard,Ivo,wait_respectfully,count seeds,satchel shed,work,work,0.703,0.738,True,True,True
397,23,orchard,Mara,wait_respectfully,trade tokens,seed lane,share,share,0.715,0.75,True,True,True
397,23,orchard,Pim,wait_respectfully,dry rows,market plank,recover,recover,0.762,0.797,True,True,True
398,23,repair_ring,Juno,inspect_inventory,cool bench,bell alcove,prepare,prepare,0.892,0.904,False,True,True
398,23,repair_ring,Pax,inspect_inventory,clip wire,arrival court,work,work,0.922,0.934,False,True,True
398,23,repair_ring,Vale,inspect_inventory,test bell,spark lane,share,share,0.952,0.964,False,True,True
399,23,riverbend,Ari,return_object,repair crossing,kit alcove,work,work,0.749,0.761,False,True,True
399,23,riverbend,Lio,return_object,trim lantern,plank hall,share,share,0.761,0.773,False,True,True
399,23,riverbend,Cee,return_object,dry cords,dry ridge,recover,recover,0.808,0.82,False,True,True
400,23,roofward,Fay,wait_respectfully,sort ledger,sun sill,work,work,0.68,0.715,True,True,True
400,23,roofward,Sera,wait_respectfully,clean lens,glass stair,share,share,0.727,0.762,True,True,True
400,23,roofward,Orr,wait_respectfully,shade stairs,ledger loft,recover,recover,0.762,0.797,True,True,True
401,23,archive,Nia,inspect_inventory,sort tags,ink niche,prepare,prepare,0.892,0.904,False,True,True
401,23,archive,Toma,inspect_inventory,thread spool,arrival court,work,work,0.922,0.934,False,True,True
401,23,archive,Vell,inspect_inventory,seal desk,spool room,share,share,0.952,0.964,False,True,True
402,23,signal,Milo,idle,check rope,signal perch,work,work,0.715,0.75,True,True,True
402,23,signal,Ren,idle,fill lantern,mast base,share,share,0.762,0.797,True,True,True
402,23,signal,Kesh,idle,watch lens,lens room,recover,recover,0.797,0.832,True,True,True
403,23,orchard,Ivo,ask_handoff,count seeds,satchel shed,work,work,0.738,0.75,False,True,True
403,23,orchard,Mara,ask_handoff,trade tokens,seed lane,share,share,0.75,0.762,False,True,True
403,23,orchard,Pim,ask_handoff,dry rows,market plank,recover,recover,0.797,0.809,False,True,True
404,23,repair_ring,Juno,refuse_handoff,cool bench,bell alcove,prepare,prepare,0.904,0.916,False,True,True
404,23,repair_ring,Pax,refuse_handoff,clip wire,arrival court,work,work,0.934,0.946,False,True,True
404,23,repair_ring,Vale,refuse_handoff,test bell,spark lane,share,share,0.964,0.976,False,True,True
405,23,riverbend,Ari,idle,repair crossing,kit alcove,work,work,0.761,0.796,True,True,True
405,23,riverbend,Lio,idle,trim lantern,plank hall,share,share,0.773,0.808,True,True,True
405,23,riverbend,Cee,idle,dry cords,dry ridge,recover,recover,0.82,0.855,True,True,True
406,23,roofward,Fay,ask_handoff,sort ledger,sun sill,work,work,0.715,0.727,False,True,True
406,23,roofward,Sera,ask_handoff,clean lens,glass stair,share,share,0.762,0.774,False,True,True
406,23,roofward,Orr,ask_handoff,shade stairs,ledger loft,recover,recover,0.797,0.809,False,True,True
407,23,archive,Nia,refuse_handoff,sort tags,ink niche,prepare,prepare,0.904,0.916,False,True,True
407,23,archive,Toma,refuse_handoff,thread spool,arrival court,work,work,0.934,0.946,False,True,True
407,23,archive,Vell,refuse_handoff,seal desk,spool room,share,share,0.964,0.976,False,True,True
408,23,signal,Milo,return_object,check rope,signal perch,work,work,0.75,0.762,False,True,True
408,23,signal,Ren,return_object,fill lantern,mast base,share,share,0.797,0.809,False,True,True
408,23,signal,Kesh,return_object,watch lens,lens room,recover,recover,0.832,0.844,False,True,True
409,23,orchard,Ivo,wait_respectfully,count seeds,satchel shed,work,work,0.75,0.785,True,True,True
409,23,orchard,Mara,wait_respectfully,trade tokens,seed lane,share,share,0.762,0.797,True,True,True
409,23,orchard,Pim,wait_respectfully,dry rows,market plank,recover,recover,0.809,0.844,True,True,True
410,23,repair_ring,Juno,inspect_inventory,cool bench,bell alcove,prepare,prepare,0.916,0.928,False,True,True
410,23,repair_ring,Pax,inspect_inventory,clip wire,arrival court,work,work,0.946,0.958,False,True,True
410,23,repair_ring,Vale,inspect_inventory,test bell,spark lane,share,share,0.976,0.988,False,True,True
411,23,riverbend,Ari,return_object,repair crossing,kit alcove,work,work,0.796,0.808,False,True,True
411,23,riverbend,Lio,return_object,trim lantern,plank hall,share,share,0.808,0.82,False,True,True
411,23,riverbend,Cee,return_object,dry cords,dry ridge,recover,recover,0.855,0.867,False,True,True
412,23,roofward,Fay,wait_respectfully,sort ledger,sun sill,work,work,0.727,0.762,True,True,True
412,23,roofward,Sera,wait_respectfully,clean lens,glass stair,share,share,0.774,0.809,True,True,True
412,23,roofward,Orr,wait_respectfully,shade stairs,ledger loft,recover,recover,0.809,0.844,True,True,True
413,23,archive,Nia,inspect_inventory,sort tags,ink niche,prepare,prepare,0.916,0.928,False,True,True
413,23,archive,Toma,inspect_inventory,thread spool,arrival court,work,work,0.946,0.958,False,True,True
