tick_id,day,agent,route_id,public_memory_key,remembered_dialogue_choice,remembered_branch_action,remembered_snapshot,remembered_body_language,remembered_recovery,private_workspace_sealed,replay_pointer
248,18,Juno,central_repair_ring,v32:Juno:central_repair_ring:day18,none,merge=True;rollback=False;branch=outer bell path,snap:central_repair_ring:v28:shared,open forward lean,0.83,True,replay:248:central_repair_ring
249,18,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day18,ask to keep direct route,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v30:shared,watchful neutral stance,0.94,True,replay:249:riverbend_roofward
250,18,Fay,roofward_archive,v32:Fay:roofward_archive:day18,ask to merge detour,merge=True;rollback=False;branch=glass stair,snap:roofward_archive:v31:local,open forward lean,0.94,True,replay:250:roofward_archive
251,18,Milo,archive_signal,v32:Milo:archive_signal:day18,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v31:local,watchful neutral stance,0.93,True,replay:251:archive_signal
252,19,Milo,signal_orchard,v32:Milo:signal_orchard:day19,none,merge=False;rollback=False;branch=river lantern loop,snap:signal_orchard:v27:shared,open forward lean,0.87,True,replay:252:signal_orchard
253,19,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day19,ask to keep direct route,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v28:local,watchful neutral stance,0.92,True,replay:253:orchard_riverbend
254,19,Juno,central_repair_ring,v32:Juno:central_repair_ring:day19,none,merge=True;rollback=False;branch=inner repair yard,snap:central_repair_ring:v29:shared,open forward lean,0.84,True,replay:254:central_repair_ring
255,19,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day19,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v31:shared,watchful neutral stance,0.94,True,replay:255:riverbend_roofward
256,19,Fay,roofward_archive,v32:Fay:roofward_archive:day19,ask to keep direct route,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v31:local,open forward lean,0.94,True,replay:256:roofward_archive
257,19,Milo,archive_signal,v32:Milo:archive_signal:day19,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v31:local,watchful neutral stance,0.93,True,replay:257:archive_signal
258,19,Milo,signal_orchard,v32:Milo:signal_orchard:day19,none,merge=True;rollback=False;branch=dusk road,snap:signal_orchard:v28:shared,open forward lean,0.89,True,replay:258:signal_orchard
259,19,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day19,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v29:shared,watchful neutral stance,0.92,True,replay:259:orchard_riverbend
260,19,Juno,central_repair_ring,v32:Juno:central_repair_ring:day19,ask to keep direct route,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v29:local,open forward lean,0.85,True,replay:260:central_repair_ring
261,19,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day19,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v31:local,watchful neutral stance,0.94,True,replay:261:riverbend_roofward
262,19,Fay,roofward_archive,v32:Fay:roofward_archive:day19,none,merge=True;rollback=False;branch=cool archive lane,snap:roofward_archive:v32:shared,open forward lean,0.94,True,replay:262:roofward_archive
263,19,Milo,archive_signal,v32:Milo:archive_signal:day19,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v32:shared,watchful neutral stance,0.93,True,replay:263:archive_signal
264,19,Milo,signal_orchard,v32:Milo:signal_orchard:day19,ask to keep direct route,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v28:local,open forward lean,0.90,True,replay:264:signal_orchard
265,19,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day19,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v29:local,watchful neutral stance,0.92,True,replay:265:orchard_riverbend
266,20,Juno,central_repair_ring,v32:Juno:central_repair_ring:day20,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v30:shared,open forward lean,0.85,True,replay:266:central_repair_ring
267,20,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day20,ask to keep direct route,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v31:local,watchful neutral stance,0.94,True,replay:267:riverbend_roofward
268,20,Fay,roofward_archive,v32:Fay:roofward_archive:day20,ask to merge detour,merge=True;rollback=False;branch=glass stair,snap:roofward_archive:v33:shared,open forward lean,0.94,True,replay:268:roofward_archive
269,20,Milo,archive_signal,v32:Milo:archive_signal:day20,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v33:shared,watchful neutral stance,0.94,True,replay:269:archive_signal
270,20,Milo,signal_orchard,v32:Milo:signal_orchard:day20,ask to keep direct route,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v28:local,open forward lean,0.91,True,replay:270:signal_orchard
271,20,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day20,ask to keep direct route,merge=False;rollback=True;branch=fen track,snap:orchard_riverbend:v30:shared,relieved reset stance,0.94,True,replay:271:orchard_riverbend
272,20,Juno,central_repair_ring,v32:Juno:central_repair_ring:day20,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v31:shared,open forward lean,0.84,True,replay:272:central_repair_ring
273,20,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day20,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v32:shared,watchful neutral stance,0.94,True,replay:273:riverbend_roofward
274,20,Fay,roofward_archive,v32:Fay:roofward_archive:day20,ask to keep direct route,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v33:local,open forward lean,0.94,True,replay:274:roofward_archive
275,20,Milo,archive_signal,v32:Milo:archive_signal:day20,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v33:local,watchful neutral stance,0.94,True,replay:275:archive_signal
276,20,Milo,signal_orchard,v32:Milo:signal_orchard:day20,none,merge=True;rollback=False;branch=river lantern loop,snap:signal_orchard:v29:shared,open forward lean,0.92,True,replay:276:signal_orchard
277,20,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day20,ask to keep direct route,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v31:shared,watchful neutral stance,0.94,True,replay:277:orchard_riverbend
278,20,Juno,central_repair_ring,v32:Juno:central_repair_ring:day20,ask to keep direct route,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v31:local,open forward lean,0.85,True,replay:278:central_repair_ring
279,20,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day20,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v32:local,watchful neutral stance,0.93,True,replay:279:riverbend_roofward
280,21,Fay,roofward_archive,v32:Fay:roofward_archive:day21,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v34:local,open forward lean,0.94,True,replay:280:roofward_archive
281,21,Milo,archive_signal,v32:Milo:archive_signal:day21,ask to keep direct route,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v33:local,watchful neutral stance,0.94,True,replay:281:archive_signal
282,21,Milo,signal_orchard,v32:Milo:signal_orchard:day21,none,merge=True;rollback=False;branch=dusk road,snap:signal_orchard:v30:shared,open forward lean,0.94,True,replay:282:signal_orchard
283,21,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day21,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v32:shared,watchful neutral stance,0.94,True,replay:283:orchard_riverbend
284,21,Juno,central_repair_ring,v32:Juno:central_repair_ring:day21,ask to keep direct route,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v31:local,open forward lean,0.86,True,replay:284:central_repair_ring
285,21,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day21,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v32:local,watchful neutral stance,0.93,True,replay:285:riverbend_roofward
286,21,Fay,roofward_archive,v32:Fay:roofward_archive:day21,none,merge=True;rollback=False;branch=cool archive lane,snap:roofward_archive:v35:shared,open forward lean,0.94,True,replay:286:roofward_archive
287,21,Milo,archive_signal,v32:Milo:archive_signal:day21,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v34:shared,watchful neutral stance,0.94,True,replay:287:archive_signal
288,21,Milo,signal_orchard,v32:Milo:signal_orchard:day21,ask to keep direct route,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v30:local,open forward lean,0.94,True,replay:288:signal_orchard
289,21,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day21,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v32:local,watchful neutral stance,0.94,True,replay:289:orchard_riverbend
290,21,Juno,central_repair_ring,v32:Juno:central_repair_ring:day21,none,merge=True;rollback=False;branch=outer bell path,snap:central_repair_ring:v32:local,open forward lean,0.87,True,replay:290:central_repair_ring
291,21,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day21,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v33:shared,watchful neutral stance,0.93,True,replay:291:riverbend_roofward
292,21,Fay,roofward_archive,v32:Fay:roofward_archive:day21,ask to merge detour,merge=True;rollback=False;branch=glass stair,snap:roofward_archive:v36:shared,open forward lean,0.94,True,replay:292:roofward_archive
293,21,Milo,archive_signal,v32:Milo:archive_signal:day21,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v34:local,watchful neutral stance,0.94,True,replay:293:archive_signal
294,22,Milo,signal_orchard,v32:Milo:signal_orchard:day22,none,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v31:shared,open forward lean,0.94,True,replay:294:signal_orchard
295,22,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day22,ask to keep direct route,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v32:local,watchful neutral stance,0.94,True,replay:295:orchard_riverbend
296,22,Juno,central_repair_ring,v32:Juno:central_repair_ring:day22,ask to merge detour,merge=True;rollback=False;branch=inner repair yard,snap:central_repair_ring:v33:shared,open forward lean,0.90,True,replay:296:central_repair_ring
297,22,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day22,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v34:shared,watchful neutral stance,0.94,True,replay:297:riverbend_roofward
298,22,Fay,roofward_archive,v32:Fay:roofward_archive:day22,ask to keep direct route,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v36:local,open forward lean,0.94,True,replay:298:roofward_archive
299,22,Milo,archive_signal,v32:Milo:archive_signal:day22,ask to keep direct route,merge=False;rollback=True;branch=paper lane,snap:archive_signal:v35:shared,relieved reset stance,0.94,True,replay:299:archive_signal
300,22,Milo,signal_orchard,v32:Milo:signal_orchard:day22,none,merge=True;rollback=False;branch=river lantern loop,snap:signal_orchard:v32:local,open forward lean,0.94,True,replay:300:signal_orchard
301,22,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day22,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v33:shared,watchful neutral stance,0.94,True,replay:301:orchard_riverbend
302,22,Juno,central_repair_ring,v32:Juno:central_repair_ring:day22,ask to keep direct route,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v33:local,open forward lean,0.91,True,replay:302:central_repair_ring
303,22,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day22,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v34:local,watchful neutral stance,0.94,True,replay:303:riverbend_roofward
304,22,Fay,roofward_archive,v32:Fay:roofward_archive:day22,none,merge=True;rollback=False;branch=cool archive lane,snap:roofward_archive:v37:shared,open forward lean,0.94,True,replay:304:roofward_archive
305,22,Milo,archive_signal,v32:Milo:archive_signal:day22,ask to keep direct route,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v36:shared,watchful neutral stance,0.94,True,replay:305:archive_signal
306,22,Milo,signal_orchard,v32:Milo:signal_orchard:day22,ask to merge detour,merge=False;rollback=False;branch=river lantern loop,snap:signal_orchard:v33:shared,open forward lean,0.94,True,replay:306:signal_orchard
307,22,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day22,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v33:local,watchful neutral stance,0.93,True,replay:307:orchard_riverbend
308,23,Juno,central_repair_ring,v32:Juno:central_repair_ring:day23,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v34:shared,open forward lean,0.91,True,replay:308:central_repair_ring
309,23,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day23,ask to keep direct route,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v34:local,watchful neutral stance,0.94,True,replay:309:riverbend_roofward
310,23,Fay,roofward_archive,v32:Fay:roofward_archive:day23,none,merge=True;rollback=False;branch=glass stair,snap:roofward_archive:v38:local,open forward lean,0.94,True,replay:310:roofward_archive
311,23,Milo,archive_signal,v32:Milo:archive_signal:day23,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v37:shared,watchful neutral stance,0.94,True,replay:311:archive_signal
312,23,Milo,signal_orchard,v32:Milo:signal_orchard:day23,ask to merge detour,merge=True;rollback=False;branch=dusk road,snap:signal_orchard:v34:shared,open forward lean,0.94,True,replay:312:signal_orchard
313,23,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day23,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v33:local,watchful neutral stance,0.93,True,replay:313:orchard_riverbend
314,23,Juno,central_repair_ring,v32:Juno:central_repair_ring:day23,none,merge=True;rollback=False;branch=outer bell path,snap:central_repair_ring:v35:shared,open forward lean,0.92,True,replay:314:central_repair_ring
315,23,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day23,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v35:local,watchful neutral stance,0.94,True,replay:315:riverbend_roofward
316,23,Fay,roofward_archive,v32:Fay:roofward_archive:day23,ask to keep direct route,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v38:local,open forward lean,0.94,True,replay:316:roofward_archive
317,23,Milo,archive_signal,v32:Milo:archive_signal:day23,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v37:local,watchful neutral stance,0.94,True,replay:317:archive_signal
318,23,Milo,signal_orchard,v32:Milo:signal_orchard:day23,none,merge=True;rollback=False;branch=river lantern loop,snap:signal_orchard:v35:shared,open forward lean,0.94,True,replay:318:signal_orchard
319,23,Ari,orchard_riverbend,v32:Ari:orchard_riverbend:day23,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v34:shared,watchful neutral stance,0.93,True,replay:319:orchard_riverbend
320,23,Juno,central_repair_ring,v32:Juno:central_repair_ring:day23,ask to merge detour,merge=True;rollback=False;branch=inner repair yard,snap:central_repair_ring:v36:local,open forward lean,0.94,True,replay:320:central_repair_ring
321,23,Fay,riverbend_roofward,v32:Fay:riverbend_roofward:day23,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v35:local,watchful neutral stance,0.94,True,replay:321:riverbend_roofward
322,24,Nia,archive_signal,v32:Nia:archive_signal:day24,none,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v38:shared,open forward lean,0.93,True,replay:322:archive_signal
323,24,Ivo,signal_orchard,v32:Ivo:signal_orchard:day24,ask to merge detour,merge=False;rollback=False;branch=river lantern loop,snap:signal_orchard:v36:shared,open forward lean,0.94,True,replay:323:signal_orchard
324,24,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day24,none,merge=True;rollback=False;branch=market plank route,snap:orchard_riverbend:v35:shared,open forward lean,0.94,True,replay:324:orchard_riverbend
325,24,Pax,central_repair_ring,v32:Pax:central_repair_ring:day24,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v37:shared,watchful neutral stance,0.94,True,replay:325:central_repair_ring
326,24,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day24,ask to keep direct route,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v36:shared,open forward lean,0.94,True,replay:326:riverbend_roofward
327,24,Nia,roofward_archive,v32:Nia:roofward_archive:day24,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v38:local,watchful neutral stance,0.94,True,replay:327:roofward_archive
328,24,Nia,archive_signal,v32:Nia:archive_signal:day24,none,merge=True;rollback=False;branch=stone kiosk path,snap:archive_signal:v39:shared,open forward lean,0.94,True,replay:328:archive_signal
329,24,Ivo,signal_orchard,v32:Ivo:signal_orchard:day24,none,merge=False;rollback=False;branch=river lantern loop,snap:signal_orchard:v37:shared,open forward lean,0.94,True,replay:329:signal_orchard
330,24,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day24,ask to merge detour,merge=True;rollback=False;branch=fen track,snap:orchard_riverbend:v36:local,open forward lean,0.94,True,replay:330:orchard_riverbend
331,24,Pax,central_repair_ring,v32:Pax:central_repair_ring:day24,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v37:local,watchful neutral stance,0.94,True,replay:331:central_repair_ring
332,24,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day24,none,merge=True;rollback=False;branch=orchard ridge detour,snap:riverbend_roofward:v37:shared,open forward lean,0.94,True,replay:332:riverbend_roofward
333,24,Nia,roofward_archive,v32:Nia:roofward_archive:day24,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v39:shared,watchful neutral stance,0.94,True,replay:333:roofward_archive
334,24,Nia,archive_signal,v32:Nia:archive_signal:day24,ask to merge detour,merge=True;rollback=False;branch=paper lane,snap:archive_signal:v40:shared,open forward lean,0.94,True,replay:334:archive_signal
335,24,Ivo,signal_orchard,v32:Ivo:signal_orchard:day24,none,merge=False;rollback=False;branch=river lantern loop,snap:signal_orchard:v37:local,open forward lean,0.93,True,replay:335:signal_orchard
336,25,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day25,ask to keep direct route,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v37:shared,open forward lean,0.94,True,replay:336:orchard_riverbend
337,25,Pax,central_repair_ring,v32:Pax:central_repair_ring:day25,ask to keep direct route,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v37:local,watchful neutral stance,0.94,True,replay:337:central_repair_ring
338,25,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day25,none,merge=True;rollback=False;branch=river ford,snap:riverbend_roofward:v38:shared,open forward lean,0.94,True,replay:338:riverbend_roofward
339,25,Nia,roofward_archive,v32:Nia:roofward_archive:day25,ask to keep direct route,merge=False;rollback=True;branch=glass stair,snap:roofward_archive:v40:shared,relieved reset stance,0.94,True,replay:339:roofward_archive
340,25,Nia,archive_signal,v32:Nia:archive_signal:day25,ask to keep direct route,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v40:local,open forward lean,0.94,True,replay:340:archive_signal
341,25,Ivo,signal_orchard,v32:Ivo:signal_orchard:day25,none,merge=False;rollback=False;branch=river lantern loop,snap:signal_orchard:v37:local,open forward lean,0.93,True,replay:341:signal_orchard
342,25,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day25,ask to keep direct route,merge=True;rollback=False;branch=market plank route,snap:orchard_riverbend:v38:shared,open forward lean,0.94,True,replay:342:orchard_riverbend
343,25,Pax,central_repair_ring,v32:Pax:central_repair_ring:day25,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v38:shared,watchful neutral stance,0.94,True,replay:343:central_repair_ring
344,25,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day25,ask to keep direct route,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v38:local,open forward lean,0.94,True,replay:344:riverbend_roofward
345,25,Nia,roofward_archive,v32:Nia:roofward_archive:day25,ask to keep direct route,merge=False;rollback=True;branch=glass stair,snap:roofward_archive:v41:shared,relieved reset stance,0.94,True,replay:345:roofward_archive
346,25,Nia,archive_signal,v32:Nia:archive_signal:day25,none,merge=True;rollback=False;branch=stone kiosk path,snap:archive_signal:v41:shared,open forward lean,0.94,True,replay:346:archive_signal
347,25,Ivo,signal_orchard,v32:Ivo:signal_orchard:day25,none,merge=False;rollback=False;branch=river lantern loop,snap:signal_orchard:v38:shared,open forward lean,0.93,True,replay:347:signal_orchard
348,25,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day25,none,merge=False;rollback=False;branch=market plank route,snap:orchard_riverbend:v38:local,open forward lean,0.93,True,replay:348:orchard_riverbend
349,25,Pax,central_repair_ring,v32:Pax:central_repair_ring:day25,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v38:local,watchful neutral stance,0.94,True,replay:349:central_repair_ring
350,26,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day26,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v39:local,open forward lean,0.94,True,replay:350:riverbend_roofward
351,26,Nia,roofward_archive,v32:Nia:roofward_archive:day26,ask to keep direct route,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v41:local,open forward lean,0.94,True,replay:351:roofward_archive
352,26,Nia,archive_signal,v32:Nia:archive_signal:day26,none,merge=True;rollback=False;branch=paper lane,snap:archive_signal:v42:shared,open forward lean,0.94,True,replay:352:archive_signal
353,26,Ivo,signal_orchard,v32:Ivo:signal_orchard:day26,none,merge=False;rollback=False;branch=river lantern loop,snap:signal_orchard:v39:shared,open forward lean,0.94,True,replay:353:signal_orchard
354,26,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day26,ask to merge detour,merge=True;rollback=False;branch=fen track,snap:orchard_riverbend:v39:shared,open forward lean,0.94,True,replay:354:orchard_riverbend
355,26,Pax,central_repair_ring,v32:Pax:central_repair_ring:day26,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v38:local,watchful neutral stance,0.93,True,replay:355:central_repair_ring
356,26,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day26,none,merge=True;rollback=False;branch=orchard ridge detour,snap:riverbend_roofward:v40:shared,open forward lean,0.94,True,replay:356:riverbend_roofward
357,26,Nia,roofward_archive,v32:Nia:roofward_archive:day26,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v42:shared,open forward lean,0.94,True,replay:357:roofward_archive
358,26,Nia,archive_signal,v32:Nia:archive_signal:day26,ask to keep direct route,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v43:shared,open forward lean,0.94,True,replay:358:archive_signal
359,26,Ivo,signal_orchard,v32:Ivo:signal_orchard:day26,none,merge=False;rollback=False;branch=river lantern loop,snap:signal_orchard:v39:local,open forward lean,0.93,True,replay:359:signal_orchard
360,26,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day26,none,merge=True;rollback=False;branch=market plank route,snap:orchard_riverbend:v40:local,open forward lean,0.94,True,replay:360:orchard_riverbend
361,26,Pax,central_repair_ring,v32:Pax:central_repair_ring:day26,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v39:shared,watchful neutral stance,0.94,True,replay:361:central_repair_ring
362,26,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day26,ask to merge detour,merge=True;rollback=False;branch=river ford,snap:riverbend_roofward:v41:shared,open forward lean,0.94,True,replay:362:riverbend_roofward
363,26,Nia,roofward_archive,v32:Nia:roofward_archive:day26,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v42:local,open forward lean,0.93,True,replay:363:roofward_archive
364,27,Nia,archive_signal,v32:Nia:archive_signal:day27,ask to keep direct route,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v44:shared,open forward lean,0.94,True,replay:364:archive_signal
365,27,Ivo,signal_orchard,v32:Ivo:signal_orchard:day27,ask to merge detour,merge=True;rollback=False;branch=dusk road,snap:signal_orchard:v40:shared,open forward lean,0.94,True,replay:365:signal_orchard
366,27,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day27,none,merge=True;rollback=False;branch=fen track,snap:orchard_riverbend:v41:shared,open forward lean,0.94,True,replay:366:orchard_riverbend
367,27,Pax,central_repair_ring,v32:Pax:central_repair_ring:day27,ask to keep direct route,merge=False;rollback=True;branch=inner repair yard,snap:central_repair_ring:v40:shared,relieved reset stance,0.94,True,replay:367:central_repair_ring
368,27,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day27,ask to keep direct route,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v41:local,open forward lean,0.94,True,replay:368:riverbend_roofward
369,27,Nia,roofward_archive,v32:Nia:roofward_archive:day27,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v42:local,open forward lean,0.93,True,replay:369:roofward_archive
370,27,Nia,archive_signal,v32:Nia:archive_signal:day27,ask to keep direct route,merge=True;rollback=False;branch=stone kiosk path,snap:archive_signal:v45:local,open forward lean,0.94,True,replay:370:archive_signal
371,27,Ivo,signal_orchard,v32:Ivo:signal_orchard:day27,none,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v41:shared,open forward lean,0.94,True,replay:371:signal_orchard
372,27,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day27,ask to keep direct route,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v41:local,open forward lean,0.94,True,replay:372:orchard_riverbend
373,27,Pax,central_repair_ring,v32:Pax:central_repair_ring:day27,ask to keep direct route,merge=False;rollback=True;branch=inner repair yard,snap:central_repair_ring:v41:shared,relieved reset stance,0.94,True,replay:373:central_repair_ring
374,27,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day27,none,merge=False;rollback=False;branch=river ford,snap:riverbend_roofward:v42:shared,open forward lean,0.93,True,replay:374:riverbend_roofward
375,27,Nia,roofward_archive,v32:Nia:roofward_archive:day27,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v43:shared,open forward lean,0.93,True,replay:375:roofward_archive
376,27,Nia,archive_signal,v32:Nia:archive_signal:day27,ask to merge detour,merge=True;rollback=False;branch=paper lane,snap:archive_signal:v46:shared,open forward lean,0.94,True,replay:376:archive_signal
377,27,Ivo,signal_orchard,v32:Ivo:signal_orchard:day27,none,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v42:shared,open forward lean,0.94,True,replay:377:signal_orchard
378,28,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day28,none,merge=False;rollback=False;branch=fen track,snap:orchard_riverbend:v42:shared,open forward lean,0.94,True,replay:378:orchard_riverbend
379,28,Pax,central_repair_ring,v32:Pax:central_repair_ring:day28,ask to keep direct route,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v41:local,open forward lean,0.94,True,replay:379:central_repair_ring
380,28,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day28,none,merge=True;rollback=False;branch=orchard ridge detour,snap:riverbend_roofward:v43:local,open forward lean,0.94,True,replay:380:riverbend_roofward
381,28,Nia,roofward_archive,v32:Nia:roofward_archive:day28,none,merge=False;rollback=False;branch=glass stair,snap:roofward_archive:v44:shared,open forward lean,0.94,True,replay:381:roofward_archive
382,28,Nia,archive_signal,v32:Nia:archive_signal:day28,ask to keep direct route,merge=False;rollback=False;branch=paper lane,snap:archive_signal:v46:local,open forward lean,0.94,True,replay:382:archive_signal
383,28,Ivo,signal_orchard,v32:Ivo:signal_orchard:day28,none,merge=False;rollback=False;branch=dusk road,snap:signal_orchard:v42:local,open forward lean,0.94,True,replay:383:signal_orchard
384,28,Ivo,orchard_riverbend,v32:Ivo:orchard_riverbend:day28,none,merge=True;rollback=False;branch=market plank route,snap:orchard_riverbend:v43:shared,open forward lean,0.94,True,replay:384:orchard_riverbend
385,28,Pax,central_repair_ring,v32:Pax:central_repair_ring:day28,none,merge=False;rollback=False;branch=inner repair yard,snap:central_repair_ring:v42:local,open forward lean,0.94,True,replay:385:central_repair_ring
386,28,Ari,riverbend_roofward,v32:Ari:riverbend_roofward:day28,ask to merge detour,merge=True;rollback=False;branch=river ford,snap:riverbend_roofward:v44:shared,open forward lean,0.94,True,replay:386:riverbend_roofward
